firms,age,agr,cashdebt,chatoia,chcsho,chempia,egr,grltnoa,herf,hire,invest,lgr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
0LOG.L^J12,10.0,0.0172852885396911,0.0778037250099675,1.4623633443747024,-1.0,0.1963225443889432,-0.0339313377642296,0.5708120013966864,2.976410091748025e-07,0.0636391406170451,0.0056082362503386,0.0779973961415552,1.294095762402353,0.2607281973598788,-0.034849548717154,0.0607281973598788,0.2635476453869044,0.0,0.0098360655737705,-0.0523076923076922,-0.0222222222222221,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0769230769230771,0.1578947368421053,0.0620689655172415,0.1200000000000001,0.1200000000000001,0.0098360655737705,0.0198675496688742,0.1407407407407406,0.1407407407407406,0.103942652329749,0.2173913043478261,0.2469635627530364,0.3106382978723403,0.2125984251968504,0.3391304347826087,0.4807692307692308,0.4807692307692308,0.7401129943502824,0.6041666666666667,0.8666666666666669,0.9743589743589742,0.8117647058823529,0.8117647058823529,1.1843971631205674,0.9371069182389936,0.711111111111111,0.4128440366972477,0.3508771929824563,0.6648648648648647,0.6470588235294117,0.5555555555555556,0.5958549222797929,0.4951456310679611,0.3391304347826087,0.3333333333333332,0.4128440366972477,0.5323383084577116,0.4597156398104267,0.2833333333333334,0.2833333333333334,0.3811659192825112,0.6125654450261782
AB.L^G07,23.0,-0.0865520305231798,0.1055996115876355,1.8466219107935204,-1.0,-1.259939607882443,0.1247272727272727,0.5354821087134664,1.0569113134980955e-05,-0.4084170471841705,0.0197721214655307,-0.1640172336948447,9.746692747501228,0.1108705928083127,1.04289029724181,0.0428902972418102,0.0027849634632959,0.0,0.0276008492569002,-0.0396825396825397,-0.0182555780933062,-0.0885122410546138,-0.1372549019607843,-0.1372549019607843,-0.0850661625708885,-0.0902255639097745,-0.0415841584158416,-0.0396825396825397,-0.0396825396825397,-0.0902255639097745,-0.1231884057971014,-0.1183970856102004,-0.1183970856102004,-0.0656370656370656,0.010438413361169,-0.0122448979591838,0.0590809628008752,0.0999999999999998,0.0876404494382021,0.0146750524109016,0.0146750524109016,-0.0222222222222222,-0.0300601202404809,-0.1372549019607843,-0.0763358778625954,0.0041493775933609,0.0062370062370062,0.1075514874141876,0.1203703703703702,0.0707964601769912,0.0,0.0254237288135592,0.1469194312796209,0.0254237288135592,0.0731707317073171,0.1282051282051282,0.1747572815533979,0.136150234741784,0.136150234741784,0.10250569476082,0.1606714628297361,0.3296703296703296,0.3010752688172042,0.3010752688172042,0.3519553072625698,0.3444444444444443
ABAL.L^I93,22.0,-0.1385390428211586,0.048,2.1354331934139013,-1.0,-0.4581585049767477,-0.3310580204778157,-0.0484979702300405,7.249957720666497e-11,-0.1485148514851486,0.052896725440806,0.4038461538461537,-0.4359200017601372,-0.8456659619450316,0.0543340380549683,-0.2093023255813953,1.6292036260281364,0.0,0.0410256410256408,0.0201005025125626,0.0572916666666665,0.1153846153846152,0.0518134715025906,0.0518134715025906,0.0972972972972971,0.1277777777777775,0.1277777777777775,0.1534090909090908,0.1534090909090908,0.0913978494623655,0.0913978494623655,0.2453987730061348,0.2453987730061348,0.2453987730061348,0.1941176470588235,0.2228915662650601,0.3443708609271521,0.5263157894736841,0.5859374999999998,0.5496183206106868,0.5496183206106868,0.6916666666666667,0.75,0.9519230769230766,1.00990099009901,0.9901960784313724,0.9150943396226412,0.8288288288288286,0.7203389830508473,0.6370967741935483,0.5263157894736841,0.5615384615384613,0.6370967741935483,0.75,0.8623853211009171,0.8796296296296293,0.7807017543859649,0.7652173913043478,0.7652173913043478,0.7652173913043478,1.2065217391304346,1.3068181818181817,1.4166666666666663,1.4166666666666663,1.5061728395061724,1.5061728395061724
ABF.L,34.0,0.1704646345072506,0.2077818951826363,1.365327287191685,-1.0,0.0964041854221905,0.1539159358935591,0.4969184619580038,5.592128964379964e-06,0.03125,0.1472625036993193,0.1930053693223044,2.3733082961611154,-0.2802573482610064,0.115615632872984,0.2242149236531259,0.6628531324183046,0.0,-0.0050761421319797,0.0425531914893617,0.084870848708487,0.053763440860215,0.053763440860215,0.053763440860215,0.024390243902439,0.1552062868369352,0.1199999999999998,0.0518783542039356,0.0518783542039356,0.0575539568345324,0.0068493150684931,0.084870848708487,0.084870848708487,0.1783567134268535,0.2378947368421051,0.1506849315068492,0.2098765432098763,0.2024539877300615,0.2537313432835819,0.1999999999999999,0.1999999999999999,0.1783567134268535,0.2352941176470588,0.1552062868369352,0.3037694013303769,0.327313769751693,0.3933649289099525,0.511568123393316,0.4590570719602975,0.3835294117647059,0.3213483146067415,0.3738317757009344,0.3966745843230403,0.3674418604651164,0.2951541850220265,0.2457627118644068,0.3738317757009344,0.2923076923076924,0.1951219512195121,0.1439688715953309,0.0828729281767957,0.1199999999999998,0.1351351351351351,0.1351351351351351,0.2431289640591964,0.251063829787234
ABP.L^H06,17.0,0.0665328901987834,0.1880783301054443,0.3514534898236325,-1.0,-0.0618583130263994,-0.0002103491796381,0.3427704445455484,3.6610987650876715e-09,-0.0200517464424321,0.0570013168621057,0.1650877465444946,0.9447068019471722,0.9895335608646189,0.0773929857847466,-0.0104664391353811,0.468375657052333,0.0,-0.0541516245487364,-0.0367647058823529,-0.060931899641577,-0.0472727272727272,-0.0902777777777776,-0.0902777777777776,-0.0038022813688212,0.0607287449392712,0.0607287449392712,-0.5313059033989267,-0.5313059033989267,-0.5506003430531732,-0.5655058043117744,-0.4932301740812379,-0.4932301740812379,-0.4717741935483871,-0.4329004329004329,-0.4316702819956616,-0.3791469194312795,-0.3806146572104019,-0.3791469194312795,-0.3159268929503916,-0.3159268929503916,-0.3068783068783068,-0.3212435233160621,-0.2956989247311827,-0.1838006230529594,-0.1266666666666666,-0.0902777777777776,0.0438247011952193,-0.0676156583629893,-0.2202380952380952,-0.3776722090261282,-0.3546798029556649,-0.215568862275449,-0.2841530054644808,-0.2361516034985422,-0.2619718309859155,-0.2108433734939758,-0.3105263157894736,-0.3194805194805195,-0.1708860759493671,-0.1521035598705501,-0.0642857142857141,-0.0187265917602995,-0.0187265917602995,0.0038314176245211,0.31
ACE.L^I97,8.0,0.1212539592300819,0.2370613240816637,2.3016831802041104,-1.0,0.5687308369040965,0.1151140568454438,0.0112944599716681,1.3500218559467355e-10,0.1843575418994413,0.0398359457483959,0.1273774281195507,0.6283664760068055,0.2379440506139799,0.2959405356754913,0.2959405356754913,0.6989729234464177,0.0,0.0,0.0,0.0146788990825688,0.0375234521575984,0.0375234521575984,0.0375234521575984,0.0375234521575984,0.0375234521575984,0.0375234521575984,0.0278810408921934,0.0278810408921934,0.0184162062615103,0.0885826771653544,0.0885826771653544,0.0885826771653544,0.0533333333333334,0.0375234521575984,-0.1867647058823528,-0.1492307692307691,-0.1492307692307691,-0.1582952815829528,-0.1985507246376812,-0.1985507246376812,-0.1867647058823528,-0.1426356589147286,-0.0298245614035087,0.0375234521575984,0.0336448598130842,0.1060000000000001,0.1816239316239316,0.1642105263157895,-0.0036036036036035,-0.0349040139616055,-0.0465517241379309,-0.3,-0.3516998827667057,-0.3494117647058823,-0.3554778554778555,-0.3554778554778555,-0.3554778554778555,-0.3569767441860464,-0.2675496688741721,-0.2723684210526315,-0.2704485488126649,-0.2704485488126649,-0.2704485488126649,-0.2799479166666666,-0.1867647058823528
ACH.L^H00,13.0,-0.0813009741450218,0.2210851025222282,2.51793912542696,-1.0,-0.4512733092185036,-0.0166399358460303,0.1480884646771411,6.216104892821072e-10,-0.1462829736211031,-0.0168171322676867,-0.2266057407645772,-0.3158475192851534,-0.0870284846373813,0.0213342604209081,-0.1085187248776216,0.8190099288437411,0.0,-0.0639097744360902,-0.0603773584905659,-0.0311284046692605,-0.10752688172043,-0.1616161616161615,-0.1616161616161615,-0.1201413427561837,-0.0879120879120878,-0.1809210526315788,-0.2194357366771159,-0.2194357366771159,-0.2865329512893982,-0.3064066852367687,-0.2120253164556962,-0.2120253164556962,-0.1354166666666665,-0.0912408759124087,-0.10752688172043,-0.074349442379182,0.0550847457627119,0.1527777777777779,0.3459459459459459,0.3459459459459459,0.1216216216216217,0.338709677419355,0.456140350877193,0.9920000000000002,0.9920000000000002,0.9920000000000002,1.2432432432432434,1.3055555555555558,1.20353982300885,1.1282051282051286,1.6489361702127665,2.151898734177215,2.233766233766234,2.151898734177215,1.7977528089887644,1.706521739130435,1.67741935483871,1.67741935483871,1.67741935483871,1.67741935483871,1.67741935483871,1.5670103092783507,1.5670103092783507,1.5151515151515156,1.349056603773585
ACN.L^F99,10.0,0.688135821599407,0.9290474725725416,-0.327853937527186,-1.0,-0.9529377072099258,10.58888888888888,-0.1193483709273182,2.56705954170545e-12,-0.3089005235602094,-0.0955332479956881,-0.5248430764576874,-0.3829993514951429,-0.6228707526198793,-0.6657727558683904,-0.5428707526198794,0.4518999357698327,0.0,0.0999999999999998,-0.0927835051546391,-0.0927835051546391,-0.0434782608695653,-0.1619047619047618,-0.1619047619047618,-0.0329670329670329,0.2054794520547944,0.0602409638554217,0.2941176470588234,0.2941176470588234,0.1139240506329113,0.2054794520547944,-0.0222222222222222,-0.0222222222222222,-0.0833333333333332,-0.0638297872340425,-0.12,-0.1619047619047618,-0.0537634408602151,-0.1020408163265306,-0.2478632478632477,-0.2478632478632477,-0.2727272727272727,0.5438596491228072,1.3157894736842106,1.3157894736842106,1.75,1.1999999999999995,1.5882352941176467,1.5882352941176467,1.838709677419355,2.3846153846153846,3.888888888888889,10.0,13.666666666666668,7.0,7.0,7.799999999999999,6.333333333333334,5.769230769230769,5.769230769230769,5.769230769230769,5.769230769230769,5.769230769230769,5.769230769230769,4.5,4.5
ACOL.L^E98,9.0,0.174024789510589,0.3391953981590578,1.344654304939526,-1.0,0.0221865140690492,-0.134911774141803,0.1112880050926024,3.708443580660649e-09,0.0071918927754167,0.2149206282258786,0.6701241250455078,0.0499986915833091,0.0890923692902849,0.0623118930295172,0.1126439411271257,0.4936980684933746,0.0,-0.0588235294117646,-0.131782945736434,-0.1515151515151515,-0.176470588235294,-0.205673758865248,-0.205673758865248,-0.5942028985507246,-0.5675675675675675,-0.5625,-0.5642023346303502,-0.5642023346303502,-0.5820895522388059,-0.5642023346303502,-0.5213675213675213,-0.5213675213675213,-0.5274261603375527,-0.5428571428571429,-0.5234042553191489,-0.5390946502057613,-0.5254237288135593,-0.4814814814814815,-0.51931330472103,-0.51931330472103,-0.5428571428571429,-0.5352697095435685,-0.5390946502057613,-0.4909090909090908,-0.4790697674418603,-0.4226804123711339,-0.3170731707317072,-0.325301204819277,-0.4166666666666666,-0.4741784037558685,-0.4691943127962085,-0.4226804123711339,-0.4615384615384614,-0.4010695187165775,-0.4105263157894736,-0.325301204819277,-0.3707865168539325,-0.3846153846153846,-0.352601156069364,-0.3128834355828219,-0.2533333333333333,-0.282051282051282,-0.282051282051282,-0.286624203821656,-0.2999999999999999
ADC.L^H00,11.0,0.1117039137409991,0.6559928699887003,2.491133669371222,-1.0,0.418084247630139,0.3017020635637897,0.0673262661955239,5.606351090207133e-10,0.1355245384961727,0.009936698628263,-0.148485384252711,2.283720354995813,1.1562570063932276,0.1562570063932276,0.1562570063932276,0.6628022942749277,0.0,-0.0015748031496062,-0.0015748031496062,-0.0047095761381475,-0.015527950310559,-0.0170542635658915,-0.0170542635658915,0.034257748776509,0.1181657848324515,0.1321428571428571,0.1850467289719626,0.1850467289719626,0.1850467289719626,0.2991803278688525,0.3489361702127658,0.3489361702127658,0.3722943722943721,0.3934065934065933,0.3489361702127658,0.4343891402714932,0.4343891402714932,0.4508009153318077,0.4343891402714932,0.4343891402714932,0.3964757709251101,0.5277108433734938,0.6467532467532466,0.7759103641456584,0.7859154929577465,0.7859154929577465,0.7562326869806095,0.8592375366568914,0.7135135135135133,0.7417582417582416,0.8647058823529412,0.98125,1.1133333333333333,1.1133333333333333,1.120401337792642,1.120401337792642,1.0451612903225804,0.9507692307692308,0.9329268292682928,0.8925373134328358,0.9447852760736196,1.4765625,1.4765625,1.7327586206896552,1.7327586206896552
ADWL.L^I93,10.0,0.3206757645511344,0.0606502307892069,2.8840618936097853,-1.0,1.1676987779015209,-0.7200095073172388,-0.0804571234240327,1.2083750969539587e-09,0.3785166240409207,0.4175928970733311,0.6664507410344326,0.2693098740173564,0.0725213193014576,0.2018815013045726,0.3053152362443316,1.3033629008225092,0.0,0.0263157894736842,0.0,-0.0063694267515923,0.0064516129032257,-0.1521739130434782,-0.1521739130434782,-0.1136363636363636,-0.025,-0.1085714285714285,-0.1746031746031745,-0.1746031746031745,-0.1657754010695187,-0.2238805970149252,0.0064516129032257,0.0064516129032257,-0.1186440677966101,-0.1235955056179775,-0.2081218274111674,-0.1475409836065574,-0.1034482758620689,-0.0487804878048779,0.0758620689655173,0.0758620689655173,0.0263157894736842,0.0612244897959184,0.248,0.3565217391304349,0.5,0.3805309734513276,0.5294117647058825,0.4311926605504586,0.3684210526315792,0.1818181818181818,0.2283464566929134,0.6956521739130435,0.6082474226804124,0.5,0.5145631067961165,0.5,0.3448275862068968,0.248,0.3448275862068968,0.5757575757575759,0.642105263157895,0.6774193548387097,0.6774193548387097,0.56,0.4181818181818182
AEGI.L^I93,33.0,-0.0010366959889012,0.0272380016805562,0.4190891808637287,-1.0,-0.0966022821134003,-0.1594164804836377,0.3075168931801888,2.842983195330268e-07,-0.0313142142410435,-0.0102602411842727,0.0091262009232224,22.24156091277187,0.3213782474680758,-0.440096545609426,0.0547115808014091,1.3033629008225092,0.0,-0.0769230769230769,-0.1999999999999999,-0.0769230769230769,-0.0769230769230769,-0.25,-0.25,-0.0769230769230769,-0.1111111111111111,-0.142857142857143,0.0,0.0,-0.0769230769230769,-0.142857142857143,0.3333333333333332,0.3333333333333332,0.1428571428571428,-0.3333333333333333,-0.3513513513513513,-0.3333333333333333,-0.3333333333333333,-0.1724137931034483,0.263157894736842,0.263157894736842,0.714285714285714,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.5,0.0909090909090908,-0.1111111111111111,-0.4666666666666667,-0.6962025316455697,-0.7857142857142858,-0.76,-0.7714285714285715,-0.7876106194690266,-0.7798165137614679,-0.8110236220472441,-0.8562874251497006,-0.8723404255319149,-0.8883720930232558,-0.88,-0.8769230769230769,-0.8723404255319149,-0.8775510204081632,-0.8775510204081632,-0.8933333333333333,-0.84
AEGL.L^A03,13.0,-0.0677664504170529,-0.3139974779319041,1.1033199040103698,-1.0,0.0541216479563175,-0.2037814037814037,-0.140593223590806,4.965245767740987e-12,0.0175438596491228,-0.8098980537534755,0.2745762711864407,-1.0507145773123727,1.1655629139072847,0.2929801893692528,0.1655629139072846,1.3033629008225092,0.0,0.2738095238095239,0.2441860465116279,0.2298850574712645,0.202247191011236,0.2588235294117649,0.2588235294117649,0.3896103896103897,0.3048780487804878,0.5285714285714287,0.6212121212121213,0.6212121212121213,0.9107142857142856,0.9454545454545452,0.7258064516129032,0.7258064516129032,0.5970149253731343,0.5735294117647058,0.5285714285714287,0.3374999999999999,0.3544303797468355,0.2298850574712645,0.215909090909091,0.215909090909091,0.1630434782608696,0.202247191011236,0.3048780487804878,0.3209876543209877,0.507042253521127,0.507042253521127,0.507042253521127,0.4266666666666667,0.2441860465116279,0.2441860465116279,0.1758241758241758,0.1758241758241758,0.1758241758241758,0.0190476190476189,0.0,-0.0092592592592593,0.0,0.0,0.009433962264151,0.009433962264151,-0.018348623853211,0.215909090909091,0.215909090909091,0.215909090909091,0.215909090909091
AGA.L^I15,26.0,0.0510620915032679,0.0350877192982456,1.3863798654591972,-1.0,-0.0196180218347224,-0.2485501242750621,-0.3935471021708752,1.3196123557769406e-09,-0.0063593004769475,0.0441176470588234,0.3424657534246575,-0.8936439135182519,-0.0437428717156761,-0.0420564005322156,0.0427316293929713,7.820177404935053,0.0,0.02,-0.0838323353293413,-0.1130434782608695,-0.0838323353293413,-0.1257142857142856,-0.1257142857142856,-0.1883289124668434,-0.0919881305637982,-0.1206896551724138,-0.1729729729729729,-0.1729729729729729,-0.1707317073170731,-0.217391304347826,-0.0642201834862384,-0.0642201834862384,0.006578947368421,-0.0097087378640775,-0.0285714285714285,-0.0032573289902279,0.0234113712374581,0.0166112956810631,0.0662020905923344,0.0662020905923344,0.1375464684014871,0.1769230769230769,0.1906614785992217,0.3539823008849558,0.4036697247706422,0.3189655172413794,0.5073891625615765,0.5612244897959184,0.4101382488479264,0.1769230769230769,0.1375464684014871,0.3972602739726028,0.4166666666666665,0.4571428571428571,0.4641148325358852,0.6020942408376964,0.3539823008849558,0.2388663967611335,0.1953125,0.3076923076923077,0.5073891625615765,0.2697095435684646,0.2697095435684646,0.1333333333333333,0.2191235059760956
AGDA.L^I14,11.0,0.1386390372024318,0.2554756917793706,0.891183367924375,-1.0,-1.2597134393495328,0.1493373675087136,0.3246875579108142,2.701149632614953e-07,-0.4083437332857906,0.3855215690862861,0.13303467327987,1.0983869348617212,0.0197539553949082,0.0392868434173497,0.2554848612358372,0.7591979774122083,0.0,-0.0796855078623034,-0.2620548645425115,-0.2134035597529967,-0.2971437844855565,-0.3042570281124498,-0.3042570281124498,-0.2179487179487179,-0.2334513274336283,-0.1828301886792452,-0.2728341168569509,-0.2728341168569509,-0.2628085106382978,-0.2905814905814905,-0.2426997726875327,-0.2426997726875327,-0.2334513274336283,-0.0416021243637971,-0.1370790994221955,-0.2706298416975412,-0.1115897435897435,-0.0623511582593634,0.446559786239145,0.446559786239145,0.6536846124474991,0.8429787234042554,1.333512931034483,1.272298006295908,1.3172819689673625,1.5657582938388628,1.3563656147986944,0.898728627794827,0.8627956989247312,0.5534433285509328,0.4949948222298932,0.3429457364341086,0.3212324588163515,0.2210318579080914,0.3585319949811796,0.1240591746690891,0.1645603656897016,0.1549333333333333,0.3049111178065684,0.0282526115859449,0.0100279850746267,0.3998060762766644,0.3998060762766644,0.4711277173913044,0.3615215341087709
AIB.L^I02,3.0,-0.2498999538755064,-0.0140317590671095,0.2739841129519263,-1.0,-0.2561286885813879,-0.106795856496115,-0.0386846691008041,1.0817941344047028e-07,-0.0830256641152634,9.12430614402518e-05,-0.2572560279426801,1.2896118158125585,-1.2896118158125585,-1.2896118158125585,-1.2896118158125585,1.3033629008225092,0.0,0.02,-0.0555555555555555,-0.0555555555555555,-0.1206896551724137,-0.1774193548387096,-0.1774193548387096,-0.0892857142857143,0.0,-0.0192307692307692,-0.1052631578947367,-0.1052631578947367,-0.1904761904761904,-0.25,-0.203125,-0.203125,-0.1639344262295081,-0.1499999999999999,-0.1499999999999999,-0.1206896551724137,-0.0377358490566037,0.02,0.2439024390243902,0.2439024390243902,0.3783783783783785,0.3076923076923077,0.3783783783783785,0.3076923076923077,0.3076923076923077,0.4571428571428573,0.4571428571428573,0.3783783783783785,0.2749999999999999,0.2142857142857144,0.2439024390243902,0.2749999999999999,0.1333333333333333,0.0625,0.02,0.0625,0.0625,0.02,-0.0192307692307692,-0.0727272727272727,0.02,-0.1499999999999999,-0.1499999999999999,-0.1499999999999999,-0.2153846153846154
AIE.L^H15,27.0,0.1180584473130679,0.3072821819541479,0.8251963280606252,-1.0,-0.5775757364501287,0.2681558721740302,0.4392829597068112,2.715280869353644e-10,-0.1872246696035242,-0.0073192607066209,-0.1014473701507841,-0.1802500339316388,0.4548819176514893,0.0194383405449602,0.084438177556402,0.3462546978252369,0.0,-0.0789473684210526,-0.1358024691358026,-0.1082802547770701,-0.2,-0.2708333333333333,-0.2708333333333333,-0.2222222222222223,-0.1304347826086958,-0.1907514450867052,-0.1764705882352941,-0.1764705882352941,-0.2708333333333333,-0.2857142857142857,-0.0604026845637584,-0.0604026845637584,-0.0277777777777777,-0.054054054054054,-0.054054054054054,-0.0849673202614379,-0.1025641025641026,-0.0909090909090909,0.0526315789473683,0.0526315789473683,0.0370370370370369,-0.0410958904109589,0.2844036697247705,0.5384615384615383,0.5730337078651684,0.9444444444444444,1.3333333333333337,0.9444444444444444,0.8181818181818181,0.627906976744186,0.8918918918918919,1.258064516129032,1.08955223880597,1.08955223880597,1.1538461538461535,1.1538461538461535,1.028985507246377,0.971830985915493,1.222222222222222,1.1538461538461535,0.9444444444444444,0.8421052631578947,0.8421052631578947,1.1538461538461535,1.1875
AIEA.L,6.0,0.014933204181297,0.2217796262667682,1.1032423093509351,-1.0,0.0296628262837509,0.0021329758059601,-0.3472077557887985,6.612680757746996e-12,0.0096153846153846,-0.0019776405537394,0.0400334608030591,-0.969089940406084,0.206480748387692,0.1027052923725761,0.1650173337535455,0.1388911817092712,0.0,-0.0792079207920791,-0.0970873786407766,-0.0510204081632652,-0.0510204081632652,-0.1388888888888889,-0.1388888888888889,-0.0792079207920791,-0.1388888888888889,-0.2249999999999999,-0.256,-0.256,-0.3404255319148935,-0.3357142857142856,-0.2846153846153846,-0.2846153846153846,-0.3211678832116789,-0.3111111111111111,-0.1057692307692307,-0.0606060606060605,0.0333333333333334,0.1071428571428572,0.0813953488372094,0.0813953488372094,0.0219780219780219,0.1204819277108435,0.2916666666666667,0.3880597014925373,0.3880597014925373,0.2739726027397262,0.3478260869565219,0.3098591549295775,0.1625000000000001,0.0333333333333334,0.0813953488372094,0.1625000000000001,0.0689655172413794,0.0333333333333334,0.0333333333333334,0.0813953488372094,0.0941176470588236,0.1071428571428572,0.3880597014925373,0.5762711864406782,0.6607142857142856,0.8600000000000001,0.8600000000000001,0.6909090909090909,1.0666666666666669
