firms,age,agr,cashdebt,chatoia,chcsho,chempia,egr,grltnoa,herf,hire,invest,lgr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
DLAR.L,35.0,-0.0789960369881109,-0.1353950594003394,1.2379598496126942,-1.0,0.0992028777189492,-0.8671766342141864,-0.1114014578462369,2.3671397276595024e-09,0.0321572130415364,-0.0034346103038309,0.447161975080757,-0.4509155732936845,-0.0517472120541641,-0.0970312368384719,-0.0677152759264197,1.3033629008225092,0.0,0.015701668302257,0.0998937300743889,0.0278053624627605,0.0550458715596329,0.059365404298874,0.059365404298874,0.0681114551083592,0.1538461538461537,0.2091121495327101,0.104589114194237,0.104589114194237,0.0849056603773585,0.0747663551401867,0.2515114873035067,0.2515114873035067,0.3654353562005277,0.4956647398843929,0.4764621968616263,0.5153733528550513,0.5310650887573964,0.5494011976047903,0.4956647398843929,0.4956647398843929,0.5401785714285714,0.5109489051094891,0.5658093797276853,0.5634441087613293,0.6146645865834632,0.5898617511520736,0.9131238447319776,0.760204081632653,0.8581687612208257,0.7135761589403973,0.7906574394463666,0.9273743016759776,0.7307692307692306,0.9565217391304348,1.1789473684210527,1.373853211009174,1.1789473684210527,1.2747252747252746,1.3102678571428568,1.3310810810810807,1.6538461538461535,1.8670360110803323,1.8670360110803323,1.835616438356164,1.93201133144476
DLN.L,27.0,-0.0649355057705363,-0.1938212960715647,-0.1668051696932643,-1.0,0.3974454760963929,-0.0824665676077266,-0.0001754170540459,5.786588720798351e-10,0.1288343558282208,0.0015274949083503,-0.0112398289891049,1.4672972972972973,-1.7464384015917758,-1.4672972972972973,-1.4672972972972973,1.3033629008225092,0.0,0.004291845493562,-0.0330578512396694,-0.025,-0.040983606557377,-0.1268656716417912,-0.1268656716417912,-0.1203007518796993,-0.1102661596958175,-0.5626168224299065,-0.6256,-0.6256,-0.6763485477178424,-0.6671408250355619,-0.6372093023255814,-0.6372093023255814,-0.6303317535545023,-0.5843694493783305,-0.5706422018348625,-0.5052854122621565,-0.5052854122621565,-0.5,-0.4292682926829267,-0.4292682926829267,-0.2755417956656347,-0.2327868852459016,-0.1268656716417912,-0.2277227722772277,-0.26875,-0.3117647058823529,-0.3217391304347826,-0.3408450704225352,-0.4222222222222223,-0.4428571428571429,-0.3463687150837989,-0.3117647058823529,-0.4620689655172414,-0.5411764705882354,-0.5666666666666667,-0.5880281690140845,-0.6163934426229508,-0.6213592233009708,-0.6067226890756303,-0.6285714285714286,-0.6470588235294118,-0.6671408250355619,-0.6671408250355619,-0.664756446991404,-0.6372093023255814
DLTL.L^G93,21.0,0.0959225579348784,0.3669227293267058,1.151854534931111,-1.0,-0.2771969621414869,-0.1840101522842639,-0.5351994401679452,2.1464515829568404e-09,-0.089855072463768,0.0261073628630097,1.0149863760217983,-0.5642804142652993,0.149769810190475,-0.0434457949782509,0.0066505441354292,0.6117009933308095,0.0,-0.0044444444444443,0.0228310502283106,-0.0627615062761506,0.0181818181818183,-0.1401151631477926,-0.1401151631477926,-0.111111111111111,-0.0819672131147539,-0.1450381679389312,-0.1578947368421052,-0.1578947368421052,-0.1578947368421052,-0.1913357400722021,-0.1146245059288536,-0.1146245059288536,-0.089430894308943,-0.1641791044776118,-0.1809872029250455,-0.1809872029250455,-0.1351351351351349,-0.1547169811320753,-0.0132158590308368,-0.0132158590308368,0.0370370370370369,0.0067415730337079,0.0516431924882629,0.128463476070529,0.142857142857143,0.1851851851851853,0.1370558375634518,0.0743405275779378,0.015873015873016,-0.1039999999999998,-0.0912778904665313,0.0926829268292686,0.0,0.015873015873016,0.1061728395061729,0.0743405275779378,0.0418604651162792,0.0,0.0541176470588236,0.1256281407035178,0.2240437158469945,0.157622739018088,0.157622739018088,0.1200000000000001,0.2655367231638419
DMGOa.L^A22,19.0,-0.4945215881970058,-0.1357940615636066,0.5187639129892226,-1.0,0.0267656637761164,-0.674892982228564,0.2977481534858126,1.8363292138202744e-08,0.0086762518591968,0.0088413972662182,0.4267063295323086,-0.7514503714757579,-0.588832364941745,0.3176325689035165,0.1001920253021575,1.3033629008225092,0.0,0.1432108955839868,0.3712871287128714,0.3947633434038267,0.1797274275979556,0.3712871287128714,0.3712871287128714,0.3512195121951218,0.4924568965517242,0.1541666666666665,0.009843237331389,0.009843237331389,-0.0497427101200685,-0.8938697318007662,-0.8669867947178872,-0.8669867947178872,-0.8526595744680852,-0.8532450331125828,-0.8628712871287129,-0.8528552456839309,-0.8638820638820639,-0.8486338797814208,-0.8417142857142857,-0.8417142857142857,-0.8252365930599369,-0.826332288401254,-0.8235668789808918,-0.7970695970695971,-0.7992753623188406,-0.7901515151515152,-0.7682008368200837,-0.7814595660749507,-0.7932835820895523,-0.8062937062937063,-0.7963235294117648,-0.7810276679841898,-0.7992753623188406,-0.7747967479674797,-0.7747967479674797,-0.7515695067264574,-0.7447004608294931,-0.7504504504504504,-0.7158974358974359,-0.7037433155080214,-0.6956043956043956,-0.7068783068783069,-0.7068783068783069,-0.7297560975609756,-0.7099476439790575
DMIL.L^I93,17.0,-0.0575724513130165,0.129472110804039,2.1355185139958506,-1.0,-0.368584971670799,0.2133149733580793,-0.1259291177421087,1.9215711950711707e-10,-0.1194790486976217,-0.0607260824726861,-0.1476973946299099,0.0358444662353806,0.0054958294281355,0.0908607157843704,-0.0365051735808915,0.5568338098165534,0.0,-0.0294117647058823,-0.0833333333333332,-0.043478260869565,0.03125,-0.1428571428571428,-0.1428571428571428,-0.0833333333333332,-0.0294117647058823,-0.108108108108108,-0.095890410958904,-0.095890410958904,-0.095890410958904,-0.12,0.03125,0.03125,0.0645161290322582,0.0645161290322582,0.0476190476190476,0.1379310344827586,0.1186440677966103,0.1186440677966103,0.2222222222222221,0.2222222222222221,0.1578947368421053,0.1578947368421053,0.3750000000000002,0.5,0.5,0.3750000000000002,0.3750000000000002,0.3469387755102042,0.1,0.0476190476190476,0.1,0.1785714285714286,0.0476190476190476,0.1379310344827586,0.1,0.0476190476190476,0.0153846153846153,-0.0149253731343284,0.0819672131147541,0.1578947368421053,0.1999999999999999,0.1186440677966103,0.1186440677966103,-0.0294117647058823,0.0819672131147541
DNKL.L^I93,20.0,-0.4743855378853643,-0.0653298359309315,2.097313454922883,-1.0,-0.4411106158494785,0.1723617056356587,0.1476643003997887,8.568799329230764e-10,-0.1429886750759599,-0.0263071515837806,-0.4185964314309974,-0.5756018089572368,0.0693242445110713,0.0270747610431623,-0.0834500081461816,1.3033629008225092,0.0,-0.0589812332439678,0.0636363636363637,0.110759493670886,0.1858108108108107,0.0668693009118539,0.0668693009118539,0.0508982035928142,0.0866873065015478,0.0446428571428572,0.0833333333333332,0.0833333333333332,-0.0614973262032086,0.0203488372093023,0.2359154929577465,0.2359154929577465,0.1622516556291389,0.4624999999999999,0.5599999999999998,0.5599999999999998,-0.6033898305084746,-0.5459249676584735,-0.4591679506933744,-0.4591679506933744,-0.4489795918367347,-0.3475836431226766,0.1178343949044584,0.3984063745019921,0.6794258373205742,0.6794258373205742,0.7638190954773869,0.5669642857142854,0.3928571428571428,0.5669642857142854,0.9392265193370164,0.9499999999999996,0.8870967741935483,1.052631578947368,1.0406976744186047,0.9719101123595504,0.9180327868852458,0.8870967741935483,0.9285714285714284,0.8870967741935483,0.8186528497409327,0.897297297297297,0.897297297297297,1.1017964071856283,1.5434782608695654
DOPR.L^F15,23.0,-0.0436759625462709,0.5233026106258747,1.6179501863551566,-1.0,-0.0918970803528034,0.0701873814998587,0.3362538502750768,2.373656040253532e-09,-0.0297889946214313,0.0337742200042431,-0.2356046351244348,2.7401386595059374,-0.0297276939001019,-0.000463192869194,0.0432206343673753,0.3480211192984097,0.0,-0.0056818181818182,-0.0489130434782607,-0.0205223880597015,0.0115606936416183,-0.0437158469945355,-0.0437158469945355,0.0135135135135135,0.0375494071146245,0.0396039603960396,0.1029411764705883,0.1029411764705883,0.0606060606060605,0.0096153846153845,0.2352941176470588,0.2352941176470588,0.2096774193548387,0.1217948717948718,0.1388286334056399,0.3157894736842104,0.2266355140186915,0.0692464358452138,-0.0384615384615384,-0.0384615384615384,-0.1322314049586777,-0.0489130434782607,0.1413043478260871,0.2681159420289856,0.388888888888889,0.3092269326683292,0.2995049504950495,0.2470308788598574,0.2152777777777776,0.1931818181818181,0.2382075471698113,0.3636363636363635,0.2742718446601941,0.2440758293838862,0.37434554973822,0.3496143958868893,0.370757180156658,0.3324873096446701,0.4623955431754876,0.5042979942693409,0.6561514195583598,0.7796610169491525,0.7796610169491525,0.9886363636363636,1.1966527196652716
DPLM.L,21.0,0.4022778116737848,0.2792230315643427,1.0323957106591344,-1.0,0.4975302631289739,0.2343837404437815,0.721215712834398,1.9855462833174512e-08,0.1612774451097804,0.1384990848078096,0.6066907775768535,9.109967842577198,-0.2688201113169035,0.0346826412850533,0.286258572517145,0.4693207488706183,0.0,-0.0520361990950225,-0.0094562647754137,-0.0071090047393362,-0.0498866213151927,-0.1483739837398373,-0.1483739837398373,-0.1378600823045267,-0.1047008547008545,-0.1911196911196909,-0.2464028776978416,-0.2464028776978416,-0.2862010221465076,-0.3142389525368249,-0.2504472271914131,-0.2504472271914131,-0.2557726465364119,-0.2367941712204007,-0.2395644283121596,-0.2049335863377608,-0.1768172888015716,-0.1396303901437371,-0.1270833333333332,-0.1270833333333332,-0.016431924882629,0.0320197044334977,0.0397022332506202,0.1937321937321938,0.3559870550161814,0.3782894736842106,0.4911032028469753,0.5518518518518518,0.3603896103896105,0.2359882005899705,0.1542699724517908,0.4498269896193771,0.425170068027211,0.4911032028469753,0.5931558935361219,0.5404411764705883,0.4498269896193771,0.3874172185430464,0.512635379061372,0.6053639846743297,0.7458333333333336,0.6693227091633469,0.6693227091633469,0.6115384615384616,0.7605042016806725
DVR.L^I06,17.0,-0.1342017156517474,0.388132376253714,0.4871804377802067,-1.0,-0.2792890002536234,-0.1443103745351558,-0.5638304273830314,1.8846387460750067e-09,-0.0905332192757343,-0.0809961753188911,-0.1167547278764257,-0.5943231019531552,-0.6063221986456429,-0.0378204524293966,-0.0302910702409736,-0.5760692060678455,0.0,-0.0492957746478873,-0.0581395348837209,-0.0217391304347825,-0.016990291262136,-0.1157205240174673,-0.1157205240174673,-0.0515222482435596,-0.0121951219512195,-0.0217391304347825,-0.0603248259860788,-0.0603248259860788,-0.0857787810383746,-0.1346153846153845,-0.0073529411764706,-0.0073529411764706,0.0657894736842106,0.1065573770491803,0.0358056265984654,0.1281337047353761,0.125,0.0602094240837696,0.0150375939849622,0.0150375939849622,0.0253164556962024,-0.0097799511002445,-0.0097799511002445,0.1473087818696883,0.2089552238805969,0.0714285714285714,0.2423312883435582,0.1005434782608694,0.0150375939849622,-0.0425531914893618,-0.0097799511002445,0.0657894736842106,0.0175879396984923,0.35678391959799,0.0828877005347592,0.1408450704225352,0.534090909090909,0.5428571428571427,0.103542234332425,0.1911764705882352,0.3064516129032257,0.1773255813953487,0.1773255813953487,0.5027829313543599,0.5428571428571427
DXNS.L^H14,26.0,-0.1629447199387625,0.0764680636674068,3.2460671926032894,-1.0,-0.5141556555850164,-0.913571910871033,0.1076125946592014,1.0083940706631235e-06,-0.1666666666666666,-0.1370519519419576,-0.1244837964583188,2.4288934129714588,0.0908975300765659,0.07122005258134,-0.1447513419359425,0.6694950663678264,0.0,0.0343137254901959,0.1105263157894735,0.1593406593406592,0.0989583333333332,0.0,0.0,0.1344086021505375,0.192090395480226,0.1223404255319149,0.0549999999999999,0.0549999999999999,-0.0186046511627907,-0.0093896713615023,-0.2464285714285714,-0.2464285714285714,-0.2097378277153558,-0.182170542635659,-0.0663716814159292,-0.0276497695852534,-0.0140186915887852,-0.0276497695852534,0.0292682926829268,0.0292682926829268,-0.0538116591928251,-0.0538116591928251,-0.1853281853281853,-0.1884615384615385,-0.040909090909091,0.0144230769230768,0.1283422459893046,0.0095693779904306,-0.0745614035087719,-0.2271062271062272,-0.1757812500000001,0.0549999999999999,-0.109704641350211,-0.1021276595744681,0.0292682926829268,0.0144230769230768,-0.156,-0.1316872427983539,-0.1946564885496183,-0.1352459016393442,0.0193236714975846,0.0549999999999999,0.0549999999999999,0.1787709497206702,0.2057142857142857
ECC.L^F99,9.0,-0.0460754553339115,0.2561167227833894,1.2397529663983766,-1.0,0.0353124393025003,0.0726982680036462,-0.1376019530599739,1.3476627376597594e-08,0.0114467408585055,0.0428230702515178,-0.154133001864512,-0.185414162844459,-0.0686380734810285,-0.0128948302377853,-0.0128948302377853,0.3444322380551976,0.0,-0.0493150684931505,-0.0570652173913043,0.0327380952380953,-0.033426183844011,-0.1033591731266149,-0.1033591731266149,-0.0892388451443568,0.0296735905044511,-0.036111111111111,-0.2755741127348643,-0.2755741127348643,-0.298989898989899,-0.322265625,-0.2113636363636364,-0.2113636363636364,-0.1738095238095237,-0.1536585365853657,-0.2553648068669527,-0.2390350877192981,-0.1854460093896712,-0.1598062953995156,-0.2356828193832598,-0.2356828193832598,-0.2339955849889624,-0.2755741127348643,-0.2407002188183807,-0.2472885032537961,-0.1967592592592593,-0.1930232558139534,-0.2356828193832598,-0.2830578512396693,-0.3352490421455938,-0.3747747747747747,-0.3803571428571428,-0.3155818540433924,-0.3182711198428289,-0.3155818540433924,-0.2648305084745762,-0.1986143187066974,-0.2725366876310271,-0.2679324894514767,-0.24235807860262,-0.2407002188183807,-0.1678657074340527,-0.1678657074340527,-0.1678657074340527,-0.1777251184834122,-0.1324999999999999
ECORE.L,29.0,0.4660271065067221,0.650742296092599,0.4109313726723929,-1.0,1.7509084487489746,0.584876448412292,0.521782331772214,2.6835622636068515e-10,0.5675675675675674,0.0056208029027112,0.2062176045544485,1817.0117881557808,1.8692463272064543,1.8692463272064543,0.8692463272064543,0.5620032115188077,0.0,0.0454545454545454,-0.1153846153846154,-0.1481481481481481,-0.1153846153846154,-0.1153846153846154,-0.1153846153846154,-0.2068965517241378,-0.1481481481481481,-0.2068965517241378,-0.3235294117647059,-0.3235294117647059,-0.2333333333333332,-0.28125,-0.1153846153846154,-0.1153846153846154,-0.2333333333333332,-0.28125,-0.1481481481481481,-0.1785714285714286,-0.1153846153846154,0.2777777777777779,0.6428571428571428,0.6428571428571428,0.6428571428571428,0.9166666666666669,1.875,1.875,1.875,1.5555555555555558,1.875,1.2999999999999998,0.9166666666666669,0.7692307692307692,0.7692307692307692,0.9166666666666669,0.9166666666666669,1.0909090909090908,0.7692307692307692,0.4375,0.4375,0.5333333333333334,0.4375,0.7692307692307692,0.9166666666666669,0.3529411764705881,0.3529411764705881,0.6428571428571428,0.6428571428571428
EDFD.L^A04,14.0,-0.1632479921571584,-0.0054343351173322,0.7585109976848545,-1.0,-0.1623649438689527,-0.0479685452162515,0.3774595842956114,1.8930919961445028e-11,-0.0526315789473684,-0.0077108706308208,-0.1590116719721086,0.1186483668235492,-0.1186483668235492,-0.1186483668235492,-0.1186483668235492,1.3033629008225092,0.0,0.0238095238095237,0.0027434842249656,0.0055020632737277,0.0110650069156292,0.1009036144578312,0.1009036144578312,0.1695999999999999,0.2410865874363328,0.2102649006622516,0.2713043478260868,0.2713043478260868,0.1677316293929711,0.087797619047619,0.5389473684210526,0.5389473684210526,0.4857723577235771,0.5041152263374484,0.4887983706720975,0.7322274881516588,0.96505376344086,1.1127167630057802,1.1691394658753709,1.1691394658753709,1.3132911392405062,1.461279461279461,1.5830388692579502,1.758490566037736,1.758490566037736,1.7074074074074073,1.889328063241107,1.6776556776556777,1.4046052631578947,1.3280254777070062,1.4448160535117052,1.758490566037736,1.6776556776556777,1.8223938223938223,2.0843881856540083,2.0458333333333334,1.877952755905512,2.008230452674897,2.2780269058295963,2.368663594470046,2.3532110091743115,2.2202643171806167,2.2202643171806167,2.368663594470046,2.8272251308900525
EEL.L^A96,10.0,0.0483175150992234,0.056338028169014,1.1268070509117536,-1.0,-0.2643096330295674,-0.1120158283235673,0.1368207666385716,2.337987706199541e-07,-0.0856775667571041,0.0847174288179464,0.1428210632655639,0.8609328457133586,-0.0907663864564164,-0.1776404881804252,0.1648344282075345,5.643481725353674,0.0,-0.0070921985815602,-0.0979381443298968,-0.1304347826086956,-0.1484184914841849,-0.1389913899138992,-0.1389913899138992,0.0886469673405909,0.1494252873563217,0.1965811965811965,0.0370370370370369,0.0370370370370369,0.062215477996965,-0.0014265335235377,0.1400651465798046,0.1400651465798046,0.1419249592169658,0.2544802867383513,0.2939001848428835,0.3565891472868217,0.4522821576763485,0.4989293361884368,0.4767932489451476,0.4767932489451476,0.5250544662309369,0.7031630170316301,0.6470588235294117,0.7676767676767677,0.8276762402088773,0.9553072625698324,1.287581699346405,1.3102310231023102,1.127659574468085,1.2364217252396168,1.2292993630573248,1.8925619834710743,1.4054982817869417,1.6022304832713754,1.5270758122743682,1.6515151515151514,1.5454545454545454,1.7131782945736431,1.7777777777777777,1.8571428571428568,1.9411764705882355,1.7450980392156863,1.7450980392156863,1.978723404255319,1.991452991452992
EEVL.L^I93,11.0,0.0775942661265192,0.171113155473781,3.258221918619178,-1.0,0.0365080938876935,0.1373271889400922,0.0749962501874899,1.4087454084067964e-08,0.0118343195266272,0.0539108756622,0.0470809792843691,0.6595511921458628,-0.035311369021919,-0.0086265612212315,0.0877215351268648,0.5408144816690909,0.0,-0.0237154150197627,-0.0499999999999999,-0.0463320463320462,-0.0499999999999999,-0.1272084805653709,-0.1272084805653709,-0.0817843866171003,0.0739130434782611,-0.0119999999999999,0.0164609053497941,0.0164609053497941,-0.0313725490196077,-0.1018181818181817,0.1990291262135923,0.1990291262135923,0.1330275229357798,0.15962441314554,0.127853881278539,0.1818181818181821,0.127853881278539,0.204878048780488,0.3876404494382024,0.3876404494382024,0.3138297872340427,0.293193717277487,0.293193717277487,0.5935483870967744,0.4529411764705884,0.5153374233128836,0.5732484076433122,0.5632911392405064,0.3279569892473117,0.2107843137254903,0.2474747474747476,0.306878306878307,0.2797927461139897,0.2864583333333335,0.2474747474747476,0.2350000000000001,0.293193717277487,0.1818181818181821,0.2288557213930351,0.2538071065989848,0.3000000000000002,0.2412060301507539,0.2412060301507539,0.2288557213930351,0.1932367149758456
EIS.L^I98,3.0,-0.0599266462260216,0.0855280031898957,1.8050063371972984,-1.0,-0.11001798853351,-0.0220149401209439,-0.0322907627884918,5.447905962863794e-09,-0.0356629966491144,-0.0731945290520882,-0.0837948679825051,0.0177157627332044,0.05327824248159,-0.0274073096088592,-0.0177157627332044,1.3553294441899792,0.0,-0.0171428571428571,-0.0947368421052631,-0.1134020618556701,-0.1179487179487179,-0.0994764397905758,-0.0994764397905758,-0.0549450549450549,-0.0994764397905758,-0.1335012594458439,-0.2055427251732101,-0.2055427251732101,-0.2146118721461187,-0.2181818181818182,-0.1421446384039899,-0.1421446384039899,-0.1730769230769231,-0.1609756097560974,-0.2128146453089244,-0.1202046035805627,-0.1291139240506329,-0.1041666666666666,-0.1609756097560974,-0.1609756097560974,-0.1547911547911549,-0.1609756097560974,-0.0923482849604221,-0.0364145658263305,-0.0677506775067751,-0.0752688172043011,-0.0802139037433156,-0.1041666666666666,-0.14,-0.1527093596059112,-0.1179487179487179,-0.0899470899470898,-0.1064935064935065,-0.14,-0.1313131313131312,-0.1527093596059112,-0.1609756097560974,-0.1506172839506172,-0.0171428571428571,0.0268656716417909,0.0268656716417909,0.0268656716417909,0.0268656716417909,0.0617283950617282,0.186206896551724
ELCO.L,12.0,0.0604268121669515,0.2963629353553527,0.8374400504570501,-1.0,0.1259156707555143,0.0837037658307472,0.3325001237439975,1.3661077850027686e-11,0.0408163265306122,-0.0108870248081385,0.0243252032520325,0.4474348831254664,-1.7784523112931538,-0.0749059960282184,-0.0284523112931539,0.2987666941760157,0.0,0.0,0.032258064516129,0.032258064516129,0.032258064516129,-0.238095238095238,-0.238095238095238,-0.238095238095238,-0.2727272727272727,-0.3191489361702126,-0.3333333333333332,-0.3333333333333332,-0.346938775510204,-0.3962264150943396,-0.3333333333333332,-0.3333333333333332,-0.346938775510204,0.1428571428571428,0.28,0.28,0.5999999999999999,0.5999999999999999,0.28,0.28,0.3913043478260869,-0.1578947368421053,-0.111111111111111,-0.0857142857142856,0.0666666666666666,-0.111111111111111,-0.2195121951219512,-0.2727272727272727,-0.3846153846153846,-0.4285714285714286,-0.346938775510204,-0.1578947368421053,-0.2888888888888888,-0.3725490196078431,-0.3333333333333332,-0.346938775510204,-0.3725490196078431,-0.4666666666666667,-0.3191489361702126,-0.3191489361702126,-0.2888888888888888,-0.4666666666666667,-0.4666666666666667,-0.5,-0.2888888888888888
ELM.L,34.0,-0.0044279203836955,0.0028646732745858,0.5610472501888945,-1.0,0.1416083712651013,-0.0222324886013635,0.2993547693939943,7.2303321641543615e-09,0.0459032103497842,-0.0670077500587617,0.0127182067986938,-0.3581877208359507,-0.1587356127165377,-0.0409406167685623,-0.0596673292797006,1.3033629008225092,0.0,0.0364963503649633,0.0215827338129497,-0.0340136054421769,-0.1341463414634146,-0.2111111111111111,-0.2111111111111111,-0.2067039106145252,-0.1497005988023951,-0.1744186046511627,-0.2791878172588833,-0.2791878172588833,-0.303921568627451,-0.3333333333333333,-0.2680412371134021,-0.2680412371134021,-0.2406417112299466,-0.2486772486772487,-0.2406417112299466,-0.2486772486772487,-0.202247191011236,-0.2111111111111111,-0.1180124223602485,-0.1180124223602485,-0.1647058823529411,-0.1393939393939394,-0.0469798657718121,-0.0138888888888889,0.0597014925373133,0.0839694656488547,0.2347826086956521,0.0839694656488547,0.1269841269841269,-0.0138888888888889,0.0,0.1269841269841269,0.3027522935779814,0.2909090909090908,0.1639344262295081,0.109375,-0.0469798657718121,-0.1125,-0.1125,-0.1234567901234569,0.0676691729323306,-0.1069182389937107,-0.1069182389937107,-0.0779220779220779,-0.0955414012738854
ELX.L^C09,25.0,-0.1601670810897838,-0.4114252906559494,-0.0772862447993673,-1.0,1.5424669667550497,-0.2173383133477492,-0.0202919828680047,2.1495572587026404e-12,0.5,0.0044543031430564,-0.0372436330854181,0.4154648324828044,-0.4154648324828044,-0.4154648324828044,-0.4154648324828044,1.3033629008225092,0.0,0.0085836909871244,0.0,0.0,-0.0208333333333332,-0.2006802721088435,-0.2006802721088435,-0.2218543046357616,-0.2218543046357616,-0.2679127725856697,-0.3168604651162791,-0.3168604651162791,-0.3168604651162791,-0.3188405797101449,-0.2539682539682539,-0.2539682539682539,-0.2539682539682539,-0.189655172413793,-0.189655172413793,-0.1607142857142856,-0.1391941391941391,-0.1231343283582089,-0.0711462450592884,-0.0711462450592884,-0.0329218106995885,0.0,0.0217391304347827,0.0681818181818181,0.175,0.2702702702702702,0.4242424242424243,0.2702702702702702,0.1868686868686868,0.119047619047619,0.1691542288557215,0.1809045226130654,0.1463414634146342,0.0538116591928252,0.0352422907488987,0.0307017543859651,0.0217391304347827,0.0444444444444445,0.0,0.0444444444444445,0.0444444444444445,0.0444444444444445,0.0444444444444445,0.3428571428571429,0.3428571428571429
EMI.L^I07,22.0,-0.1521335807050092,-0.0592473979183346,0.2109610839928783,-1.0,-0.786195684995078,-7.726315789473684,0.4104250334671906,5.276267142164996e-08,-0.2548500881834215,-0.0006184291898577,-0.0392464678178963,-0.4388350257979807,0.1263366617095106,0.226656844291135,0.0522625876354365,1.3033629008225092,0.0,0.0067307692307692,0.0115942028985507,0.0533199195171028,0.0694586312563843,0.0254652301665034,0.0254652301665034,0.0115942028985507,0.0438683948155533,0.0174927113702625,-0.0131950989632421,-0.0131950989632421,-0.032347504621072,-0.0481818181818181,0.0997899159663866,0.0997899159663866,0.0860995850622405,0.1032665964172814,0.0490981963927856,0.0894901144641,0.1530837004405287,0.19248291571754,0.1897727272727272,0.1897727272727272,0.2188591385331781,0.2553956834532376,0.1884222474460839,0.2614457831325301,0.2768292682926832,0.3286802030456854,0.5791855203619911,0.3960000000000001,0.3337579617834396,0.2346698113207548,0.2303172737955348,0.430327868852459,0.2973977695167287,0.2675544794188862,0.4110512129380055,0.3509677419354839,0.2957920792079209,0.3022388059701495,0.2830882352941177,0.3722149410222806,0.4034852546916891,0.4663865546218488,0.4663865546218488,0.4602510460251048,0.4746478873239439
ENO.L^J08,19.0,-0.0379516075571759,0.1445552671129935,1.902296701159885,-1.0,0.3091395048563366,-0.2467936261173727,0.320973055156683,1.2524971706292244e-08,0.1002094409537618,0.022207490884985,0.1177662037037036,3.593858216329081,-0.032022579868811,0.0785229680303808,0.0469868540934531,0.705723326786822,0.0,-0.0798319327731091,-0.0394736842105262,0.0138888888888888,0.1173469387755101,0.0788177339901479,0.0788177339901479,0.0092165898617511,0.0735294117647058,0.0379146919431279,-0.009049773755656,-0.009049773755656,-0.0560344827586206,-0.0560344827586206,1.0277777777777777,1.0277777777777777,1.0091743119266052,0.6976744186046511,0.6976744186046511,0.6976744186046511,0.659090909090909,0.5642857142857143,0.6976744186046511,0.6976744186046511,0.752,0.7380952380952381,8.954545454545455,10.526315789473683,14.64285714285714,14.64285714285714,17.25,14.64285714285714,12.6875,8.954545454545455,8.954545454545455,11.166666666666666,11.166666666666666,7.423076923076923,12.6875,8.125,7.111111111111111,5.441176470588235,4.918918918918918,4.763157894736842,4.918918918918918,4.341463414634147,4.341463414634147,4.918918918918918,6.064516129032258
ENXL.L^I93,17.0,-0.2610898919874295,-0.5520980925944586,0.2764863960177804,-1.0,0.2134798336054749,-0.3141109246966712,-0.117189141374534,1.9683864306510544e-10,0.0692007797270956,0.0626124626022295,-0.1952946098822847,0.1509136560894408,0.0380833644555737,-0.2332513270715688,-0.1509136560894408,1.3033629008225092,0.0,0.0,-0.0833333333333332,0.0999999999999998,0.0999999999999998,-0.0833333333333332,-0.0833333333333332,0.2222222222222223,0.2222222222222223,0.2222222222222223,0.0999999999999998,0.0999999999999998,-0.0833333333333332,-0.3125,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.5714285714285714,1.1999999999999995,0.8333333333333335,0.8333333333333335,1.75,1.75,1.75,1.1999999999999995,0.8333333333333335,1.1999999999999995,0.8333333333333335,1.1999999999999995,1.1999999999999995,1.1999999999999995,0.8333333333333335,1.1999999999999995,1.75,1.75,1.1999999999999995,1.1999999999999995,1.75,1.75,1.1999999999999995,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.375,0.375,0.2222222222222223,0.8333333333333335
