firms,absacc,acc,age,bm,bm_ia,cashdebt,convind,currat,ep,herf,lev,mve_ia,pctacc,ps,quick,roic,salerec,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.0642555011643933,0.0642555011643933,1.0,5.078396094495665e-07,0.2224402670519892,0.2258853364731455,1.0,1.340713727533212,8.277638283398805e-08,1.192593771426422e-06,5.041125053010204e-07,2.457367437708096,0.7078534031413619,4.0,0.878353737952592,0.0961640916355887,5.5967213114754095,1.097181223655698,-0.0779220779220779,0.007267441860465,0.0206185567010308,0.1123595505617975,0.0515933232169953,0.0930599369085174,0.125,0.1725888324873095,0.2265486725663714,0.2809611829944547,0.2905027932960893,0.2645985401459851,0.4437500000000001,0.3999999999999999,0.2692307692307691,0.3124999999999998,0.3561643835616437,0.2738970588235292,0.2833333333333332,0.2833333333333332,0.2375,0.353515625,0.3971774193548387,0.4467640918580375,0.596774193548387,0.8093994778067883,0.8046875,0.1948275862068964,0.18259385665529,0.1745762711864404,0.2309058614564831,0.3804780876494025,0.5098039215686274,0.526431718061674,0.4839400428265523,0.6861313868613137,0.7906976744186045,0.9576271186440676,0.9913793103448276,0.946629213483146,0.6985294117647058,0.8333333333333333,0.6658653846153846,0.96875,0.8934426229508194,1.008695652173913,1.1861198738170349,1.2647058823529411,1.5666666666666664
BACQ-L^J02,0.3001100648159471,0.3001100648159471,12.0,6.887507467144563e-07,0.301681667165498,0.4711994578721482,1.0,1.0128679427376548,1.3972894265232974e-07,1.6709639735887572e-06,8.264262246117084e-07,2.281963007706992,1.6392785571142283,5.0,0.5583078655299983,0.1044618730639952,23.22477650063857,0.8865888801261476,-0.0679611650485437,0.0510204081632652,0.0510204081632652,-0.1234042553191488,-0.2284644194756554,-0.2076923076923077,-0.1004366812227074,-0.019047619047619,-0.0283018867924528,-0.0283018867924528,0.0098039215686274,0.0198019801980198,0.2189349112426035,0.2046783625730994,-0.0096153846153845,0.0842105263157895,0.0404040404040404,-0.0884955752212388,-0.1082251082251082,-0.1308016877637131,-0.1591836734693877,-0.1380753138075313,-0.1522633744855968,-0.1487603305785123,-0.0762331838565022,-0.0964912280701753,-0.1557377049180327,-0.289655172413793,-0.304054054054054,-0.3481012658227848,-0.3602484472049689,-0.3602484472049689,-0.3501577287066245,-0.2993197278911564,-0.2589928057553956,-0.2284644194756554,-0.2771929824561403,-0.2107279693486589,-0.2993197278911564,-0.2797202797202797,-0.3481012658227848,-0.2589928057553956,-0.3087248322147651,-0.2847222222222222,-0.3439490445859873,-0.3976608187134502,-0.2076923076923077,-0.6149532710280374,-0.6274864376130199
BALZ-L^I10,0.9818611987381703,0.9818611987381703,1.0,7.407449623882766e-07,0.3244558009755389,0.1520329994107248,1.0,1.2579338284942607,2.3807230196133778e-08,6.024675117495396e-08,1.9238509353732865e-06,0.1878813169787772,59.2857142857143,4.0,0.9182984469952736,0.1000711617149973,4.989884393063584,5.970416345248955,0.0882352941176469,-0.0285714285714284,0.0303030303030302,-0.081081081081081,-0.0285714285714284,-0.1052631578947368,-0.15,-0.15,-0.276595744680851,-0.3928571428571429,-0.423728813559322,-0.46875,-0.4035087719298245,-0.4137931034482758,-0.4333333333333332,-0.3584905660377359,-0.3703703703703703,-0.442622950819672,-0.423728813559322,-0.2916666666666666,-0.3333333333333332,-0.2916666666666666,-0.3461538461538461,-0.4333333333333332,-0.4035087719298245,-0.3333333333333332,-0.4333333333333332,-0.6458333333333333,-0.6263736263736264,-0.6599999999999999,-0.6458333333333333,-0.6494845360824741,-0.5903614457831325,-0.4925373134328358,-0.5142857142857142,-0.3928571428571429,-0.3584905660377359,-0.3461538461538461,-0.3061224489795917,-0.3061224489795917,-0.3461538461538461,-0.2608695652173912,-0.276595744680851,-0.2916666666666666,-0.3818181818181818,-0.2444444444444444,-0.2093023255813952,-0.3061224489795917,-0.081081081081081
BBEK-L^L95,0.4834871794871794,0.4834871794871794,1.0,1.6761646313885122e-07,0.073418162209379,0.5666887856668879,1.0,1.3932632482299934,5.9565807327001364e-08,4.846862227934983e-07,2.72636815920398e-07,4.709360261760901,1.789673500379651,5.0,1.0223128084102124,0.1805998723675813,3.923878205128205,0.5045613813410849,-0.0350877192982456,-0.0228571428571429,0.0458715596330274,0.0788643533123027,-0.0604395604395604,-0.0058139534883721,0.1287128712871288,0.1438127090301002,0.1176470588235294,0.1515151515151513,0.1999999999999999,0.2761194029850744,0.4805194805194803,0.4741379310344829,0.3359375,0.379032258064516,0.4934497816593886,0.3411764705882354,0.3003802281368821,0.3153846153846154,0.3003802281368821,0.4309623430962341,0.3846153846153846,0.2857142857142856,0.3846153846153846,0.5405405405405403,0.2481751824817517,-0.0393258426966292,-0.0604395604395604,0.0,-0.0526315789473683,-0.0393258426966292,-0.4770642201834862,-0.4429967426710097,-0.4714064914992272,-0.4375,-0.3595505617977528,-0.3724770642201835,-0.4103448275862069,-0.3892857142857142,-0.4571428571428572,-0.4252100840336135,-0.4510433386837882,-0.3946902654867257,-0.40625,-0.4052173913043478,-0.3423076923076923,-0.2660944206008584,-0.2227272727272727
BBIO-L^E18,0.063743096007002,0.063743096007002,1.0,6.056053321678322e-07,0.2652629084240412,0.2164405426975259,1.0,1.2499245852187029,1.1655011655011656e-07,2.25963350822375e-06,9.225670163170164e-07,2.339216559871683,0.8249999999999997,3.0,0.6722473604826547,0.0729307588242528,5.66336368505624,0.9823200643042423,-0.0272108843537415,0.0997506234413965,0.1484375,0.0208333333333332,-0.0328947368421052,0.0137931034482758,0.1164556962025316,0.1307692307692307,0.1454545454545455,0.2082191780821918,0.2387640449438202,0.2492917847025497,0.4848484848484848,0.4271844660194175,0.3283132530120483,0.4411764705882353,0.4411764705882353,0.3164179104477611,0.4089456869009584,0.3911671924290221,0.4271844660194175,0.5102739726027399,0.3653250773993808,0.4044585987261146,0.5806451612903225,0.75,0.6333333333333333,0.0703883495145631,0.125,0.0862068965517242,0.2115384615384614,0.3164179104477611,0.3363636363636364,0.4271844660194175,0.2636103151862463,0.3611111111111111,0.6153846153846154,0.6094890510948905,0.7710843373493974,0.7362204724409449,0.5638297872340428,0.2857142857142856,0.1983695652173913,0.3086053412462908,0.2970588235294118,0.1951219512195121,0.2970588235294118,0.5102739726027399,0.6832061068702291
BBNH-L^L97,0.0535281067967462,0.0535281067967462,1.0,4.661400650493902e-07,0.2041753313917418,0.1528004290671074,1.0,1.09596713965646,8.463157721411374e-08,4.3683714434302566e-05,1.1208686053081833e-06,12.78510944188752,0.8122047244094487,2.0,0.6221060492905153,0.0791536891848351,8.346499102333931,0.7615806676616779,-0.0318471337579617,0.1017543859649123,0.2194174757281553,0.0865051903114186,-0.0078988941548182,0.0554621848739496,0.1356238698010849,0.171641791044776,0.0940766550522647,0.145985401459854,0.2170542635658914,0.2289628180039138,0.4604651162790698,0.3986636971046771,0.3955555555555556,0.2921810699588476,0.2868852459016393,0.2712550607287449,0.2337917485265226,0.2337917485265226,0.2842535787321065,0.3390191897654584,0.3390191897654584,0.3832599118942732,0.3986636971046771,0.6657824933687004,0.5583126550868487,0.1036906854130053,0.1760299625468164,0.1274685816876122,0.1738317757009346,0.1017543859649123,0.2686868686868686,0.3593073593073592,0.2337917485265226,0.2712550607287449,0.3741794310722099,0.3390191897654584,0.4240362811791383,0.5023923444976077,0.5392156862745099,0.6311688311688313,0.5205811138014529,0.6311688311688313,0.5583126550868487,0.5132530120481926,0.531707317073171,0.6526315789473687,0.5778894472361811
BBOU-L,0.0702426564495529,0.0702426564495529,1.0,5.231508806145055e-07,0.2291468003421473,0.2266808964781216,1.0,1.3085834649815693,7.81818026294405e-08,2.283846946855046e-06,4.790132327405545e-07,12.45041112893898,0.8424507658643327,4.0,0.5629278567667193,0.087149449769258,2.515976331360947,0.858329001931852,-0.0306122448979592,0.0553846153846153,0.1490787269681743,0.2098765432098766,0.1548821548821548,0.2680221811460259,0.3611111111111111,0.4057377049180328,0.4752688172043011,0.5662100456621006,0.7279596977329974,0.763496143958869,1.0538922155688626,1.0914634146341466,1.0176470588235291,1.1370716510903427,1.2565789473684212,1.0978593272171255,1.072507552870091,1.117283950617284,1.177777777777778,1.325423728813559,1.2715231788079473,1.3819444444444446,1.3819444444444446,1.7886178861788615,1.6796875,0.8293333333333335,0.9378531073446328,0.8743169398907105,0.910863509749304,0.9215686274509808,1.0662650602409642,1.198717948717949,1.0851063829787235,1.349315068493151,1.373702422145329,1.373702422145329,1.023598820058997,1.157232704402516,0.9600000000000002,1.2272727272727275,1.0662650602409642,1.2866666666666666,1.2129032258064516,1.1107692307692307,1.407017543859649,1.3819444444444446,1.1370716510903427
BBQS-L^G99,0.4327313769751692,0.4327313769751692,1.0,3.6047398098395776e-07,0.1578922303486221,0.3373907360509762,1.0,1.4487778816615466,1.0461528489166794e-07,6.873364930784624e-06,8.583081115006081e-07,3.037713794293597,2.56970509383378,5.0,0.7745425404033659,0.1293710691823899,8.89365806607186,0.4693899713791572,-0.0659722222222222,0.0786516853932584,0.0397111913357399,-0.0335570469798658,-0.0709677419354839,0.0212765957446807,0.0627306273062731,0.0627306273062731,0.0706319702602229,0.0627306273062731,0.0434782608695651,0.0472727272727271,0.2050209205020918,0.125,0.0827067669172931,0.0950570342205323,0.1119691119691119,0.032258064516129,-0.0068965517241379,0.0510948905109487,0.0359712230215827,0.0588235294117645,0.0034843205574912,-0.0303030303030303,0.0176678445229681,0.2631578947368422,0.1294117647058823,-0.1676300578034681,-0.108359133126935,-0.1111111111111111,-0.043189368770764,-0.0068965517241379,0.0992366412213738,0.1383399209486167,-0.0204081632653061,0.2521739130434783,0.3333333333333332,0.3150684931506848,0.3649289099526067,-0.0335570469798658,-0.0618892508143322,0.0176678445229681,-0.0335570469798658,0.0666666666666666,-0.0709677419354839,0.1076923076923075,0.3271889400921659,0.4922279792746113,0.4257425742574257
BBTK-L^C11,0.1866034676312835,0.1866034676312835,1.0,5.388594208150759e-07,0.2360273425688537,0.4000562271577172,1.0,2.6365414710485133,3.94689157579152e-08,3.5056779495753084e-08,4.6875102955226827e-07,3.2325466310544693,2.497495826377295,5.0,2.561815336463224,-0.0315310958506625,3.05568445475638,0.5741168305281132,0.0854700854700853,0.0617059891107076,0.1271676300578033,0.1584158415841583,0.1079545454545454,0.1293436293436294,0.1963190184049079,0.2662337662337661,0.2526766595289078,0.2999999999999998,0.3325740318906607,0.1818181818181816,0.2086776859504131,0.2607758620689655,0.1653386454183267,0.0465116279069766,0.531413612565445,0.2526766595289078,0.2942477876106195,0.4199029126213591,0.448019801980198,0.7307692307692306,0.9965870307167232,0.8749999999999998,1.158671586715867,1.8125,1.4273858921161824,0.5435356200527703,0.589673913043478,0.5077319587628866,0.8690095846645367,1.2586872586872588,1.387755102040816,1.387755102040816,2.1967213114754096,2.1117021276595747,2.633540372670807,3.0625,3.301470588235293,4.086956521739131,3.5,4.969387755102041,4.223214285714285,4.086956521739131,4.3181818181818175,3.5,2.9,2.25,1.407407407407407
BBTU-L^C18,0.1497131603733196,0.1497131603733196,1.0,8.91329505170949e-07,0.3904137634644924,0.2452513713223627,1.0,1.4307934014139827,7.584302581079894e-08,6.766809941783293e-06,8.078325960214456e-07,5.816177071539931,1.6885562530178655,5.0,1.1913589945011784,0.0618180188658107,14.40181031090122,0.7645361732303347,-0.0645161290322581,0.1071428571428572,0.2092198581560285,0.0333333333333334,0.0240240240240241,0.0364741641337387,0.1718213058419244,-0.4120689655172413,-0.3921568627450981,-0.376599634369287,-0.3614232209737827,-0.3152610441767068,-0.2142857142857142,-0.1995305164319247,-0.2521929824561403,-0.2388392857142858,-0.1995305164319247,-0.2196796338672768,-0.2069767441860464,-0.1723300970873786,-0.1600985221674875,-0.1388888888888888,-0.0733695652173913,-0.0580110497237569,0.0590062111801241,0.1678082191780823,-0.03125,-0.2505494505494504,-0.2302483069977425,-0.2505494505494504,-0.1957547169811321,-0.2142857142857142,-0.2267573696145124,-0.1995305164319247,-0.2439024390243901,-0.1517412935323382,-0.1096605744125326,-0.0448179271708683,-0.0683060109289617,-0.0339943342776203,-0.0527777777777778,-0.0058309037900874,-0.0201149425287355,-0.014450867052023,-0.0029239766081871,-0.0954907161803713,-0.0448179271708683,0.0791139240506328,0.0689655172413794
