firms,absacc,acc,age,bm,bm_ia,cashdebt,convind,currat,ep,herf,lev,mve_ia,pctacc,ps,quick,roic,salerec,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BBVN-L^I99,0.3289141414141414,0.3289141414141414,1.0,2.858152458892556e-07,0.125190746133499,0.272572402044293,1.0,1.2933238636363635,7.39839220128476e-08,4.7902684638472446e-08,8.194068343687084e-07,0.6103397885898161,2.4575471698113205,5.0,0.9438920454545452,0.1181750186985789,3.947435897435897,0.7688319161570589,-0.0608695652173911,-0.0170940170940171,0.0747663551401867,-0.0909090909090909,-0.0836653386454183,-0.0573770491803279,0.0454545454545451,0.0648148148148146,0.0648148148148146,0.0550458715596329,0.0043668122270741,-0.0043290043290044,0.1386138613861385,0.1165048543689319,0.0454545454545451,0.069767441860465,-0.0128755364806868,-0.1843971631205674,-0.1353383458646617,-0.1353383458646617,-0.1696750902527076,-0.1187739463601532,-0.1696750902527076,-0.1901408450704225,-0.1187739463601532,-0.1254752851711027,-0.08,-0.3681318681318681,-0.2744479495268139,-0.2721518987341773,-0.2744479495268139,-0.2384105960264901,-0.2409240924092409,-0.1287878787878789,-0.3313953488372093,-0.222972972972973,-0.0534979423868313,-0.0336134453781512,-0.0376569037656905,0.0550458715596329,0.0176991150442478,0.2105263157894736,0.0849056603773583,0.1057692307692306,0.0550458715596329,0.1557788944723617,0.2637362637362637,0.329479768786127,0.4110429447852761
BBXK-L,0.1267166456577987,0.1267166456577987,1.0,3.5256646021214306e-07,0.1544286347576675,0.8202216320175839,1.0,0.8869600322971336,6.305812602062585e-08,1.325362961979405e-05,2.0079663984229042e-07,11.582427682412437,0.5570137066200058,5.0,0.3965818866908895,0.191640866873065,45.93273542600897,0.9668626994799492,0.01,-0.0099009900990099,0.0582010582010583,0.015228426395939,-0.0909090909090909,-0.0521327014218009,0.0309278350515465,0.1173184357541898,0.1695906432748537,0.2422360248447204,0.2269938650306748,0.1363636363636364,0.2987012987012987,0.3888888888888888,0.1560693641618498,0.2269938650306748,0.3333333333333332,0.1560693641618498,0.1494252873563217,0.1299435028248587,0.1111111111111111,0.1428571428571428,0.1299435028248587,0.1173184357541898,0.0989010989010987,0.1560693641618498,0.0,-0.1596638655462184,-0.1525423728813558,-0.2217898832684824,-0.1769547325102881,-0.209486166007905,-0.1416309012875536,-0.0654205607476635,-0.0697674418604651,0.0582010582010583,0.1173184357541898,0.0869565217391303,0.015228426395939,0.015228426395939,-0.0825688073394496,0.0204081632653061,-0.0338164251207728,0.015228426395939,-0.0521327014218009,-0.0740740740740741,0.0695187165775399,0.1834319526627219,0.1363636363636364
BCPS-L^C06,0.1959365768372821,0.1959365768372821,1.0,6.9710537685087e-07,0.3053411023967883,0.2712681638044914,1.0,1.0854046336556558,1.0274537527983976e-07,1.0591292688487791e-05,1.1892698637131298e-06,5.423112692206889,1.8635321100917424,5.0,0.6922577714322798,0.0884467374296951,5.17555957494913,0.7476714047031949,-0.0158478605388272,0.097391304347826,0.1050788091068299,-0.0637982195845697,-0.0761346998535872,-0.0894660894660894,-0.0031595576619274,-0.015600624024961,-0.0637982195845697,-0.0496987951807229,-0.0720588235294118,-0.0171339563862928,0.1905660377358491,0.1410488245931282,0.0935875216637782,0.1187943262411348,0.1389891696750902,0.0916955017301037,0.0860585197934595,0.0823327615780444,0.0916955017301037,0.0804794520547944,0.14519056261343,0.1493624772313295,0.2594810379241516,0.309128630705394,0.1996197718631178,-0.1449864498644987,-0.0985714285714286,-0.1150070126227209,-0.1495956873315364,-0.0933908045977012,0.0047770700636942,0.0095999999999998,-0.0047318611987382,0.107017543859649,0.2041984732824426,0.2252427184466017,0.2348336594911935,0.2495049504950495,0.2252427184466017,0.2877551020408162,0.2134615384615383,0.1973434535104363,0.1168141592920353,0.1838649155722325,0.2956878850102669,0.3929359823399556,0.3868131868131867
BCQE-L^A14,0.7059596125430965,0.7059596125430965,1.0,5.918318215025801e-07,0.2592299339698767,0.3839787171149867,1.0,2.036631093164119,1.1102671769526748e-07,7.459213392405215e-07,7.88254744938279e-07,1.8282625867850213,4.512067156348374,5.0,1.1240265359100088,0.1463812806094685,4.3238434163701065,1.0186670490424767,-0.0389610389610388,0.03125,-0.0021598272138227,-0.1063829787234041,-0.1645569620253164,-0.1396648044692737,-0.0905511811023621,-0.0923379174852652,-0.0334728033472803,-0.0064516129032258,-0.0590631364562118,-0.0107066381156316,0.1785714285714286,0.2622950819672132,0.1815856777493605,0.2692307692307691,0.2762430939226519,0.1785714285714286,0.2727272727272727,0.3237822349570201,0.3668639053254439,0.3957703927492446,0.3588235294117647,0.4085365853658538,0.5348837209302326,0.8046875,0.6210526315789473,0.0476190476190476,-0.5136842105263157,-0.5549132947976878,-0.5591603053435115,-0.6027515047291487,-0.5753676470588236,-0.56,-0.4791431792559187,-0.4331288343558283,-0.3823529411764705,-0.3984375,-0.3529411764705882,-0.3756756756756757,-0.4978260869565216,-0.5032258064516129,-0.5032258064516129,-0.5237113402061855,-0.4837988826815642,-0.4467065868263472,-0.3864541832669322,-0.3492957746478873,-0.3428165007112376
BCUB-L^L00,0.5119778869778869,0.5119778869778869,1.0,3.646996823083216e-07,0.1597431417655007,0.4654706316048169,1.0,1.665185185185185,1.110151233682262e-07,4.3411644713450613e-07,6.1043315808826e-07,1.4197855314431365,2.2527027027027025,5.0,1.1540740740740745,0.1582142857142857,4.807572614107883,0.8834602564929198,-0.0023474178403755,0.0265060240963854,0.009478672985782,-0.0657894736842105,-0.1012658227848102,-0.0955414012738854,-0.0469798657718121,-0.0229357798165138,-0.0448430493273542,-0.0469798657718121,-0.0318181818181819,0.0023529411764704,0.1513513513513511,0.1932773109243697,0.1181102362204724,0.217142857142857,0.2603550295857988,0.1932773109243697,0.2529411764705882,0.3566878980891719,0.3354231974921629,0.3107692307692307,0.3354231974921629,0.2603550295857988,0.4791666666666667,0.6837944664031621,0.595505617977528,-0.0799136069114471,-0.0184331797235023,0.1064935064935064,0.1767955801104972,0.2276657060518729,0.2678571428571428,-0.3515981735159817,-0.3395348837209303,-0.2755102040816326,-0.1306122448979593,-0.0554323725055432,-0.0161662817551964,0.0492610837438423,-0.1012658227848102,-0.1581027667984189,-0.2446808510638297,-0.2212065813528336,-0.2473498233215548,-0.1581027667984189,-0.0184331797235023,0.0757575757575756,0.1513513513513511
BCYN-L,0.0531567075282806,0.0531567075282806,1.0,3.192008346706123e-05,13.981406252321907,0.2489321636889725,1.0,2.739383846794338,7.3864655956835905e-06,1.1797617920688027e-05,5.464477098847554e-05,0.1695562562877842,0.5350340136054419,3.0,2.0274771024146543,0.0655522163786626,6.108723135271807,1.2732826695479915,-0.1239242685025817,0.0582877959927139,0.1303501945525291,0.0739371534195931,0.0175131348511383,0.098298676748582,0.1979381443298968,0.1666666666666665,0.1003787878787878,0.1151631477927062,0.1237911025145066,0.1482213438735178,0.3966346153846152,0.3325688073394492,0.3234624145785876,0.3234624145785876,0.4033816425120773,0.3295194508009151,0.4170731707317072,0.3932853717026379,0.57027027027027,0.6458923512747876,0.5788043478260867,0.693877551020408,0.6229050279329607,0.6138888888888887,0.8156249999999998,-0.5756026296566837,-0.5396196513470681,-0.5987569060773481,-0.4381044487427467,-0.4184184184184184,-0.3941605839416059,-0.3058542413381123,-0.2084468664850136,-0.2375328083989502,-0.1591895803183792,-0.1116207951070337,-0.1782178217821782,-0.0921875,-0.0704,0.0759259259259257,-0.0316666666666667,-0.1170212765957448,-0.1392592592592593,-0.1816901408450704,-0.0552845528455285,0.0192982456140349,0.1237911025145066
BCZB-L,0.1601004114078515,-0.1601004114078515,1.0,2.901878460212998e-07,0.1271060011135855,0.3888265517037736,1.0,0.3794231793623012,6.203398969417305e-08,1.6181540464180445e-05,4.208419661424007e-07,8.570142431021203,-0.9198717948717944,5.0,0.1617076326002587,0.124544371864737,77.52054794520548,0.8977152461426013,-0.0037313432835821,0.0075187969924812,0.0551181102362206,-0.0147058823529412,-0.0758620689655171,-0.0394265232974909,0.0806451612903227,0.1166666666666667,0.102880658436214,0.1964285714285714,0.2350230414746545,0.1404255319148937,0.3467336683417086,0.3467336683417086,0.2761904761904763,0.3886010362694301,0.3009708737864078,0.2350230414746545,0.1703056768558952,0.2293577981651375,0.1551724137931036,0.1652173913043479,0.2126696832579186,0.1754385964912281,0.2350230414746545,0.2761904761904763,0.1551724137931036,-0.0496453900709218,0.046875,-0.0596491228070175,-0.5347222222222221,-0.5091575091575091,-0.4745098039215686,-0.4519427402862985,-0.4451345755693582,-0.3909090909090909,-0.360381861575179,-0.3510895883777238,-0.3249370277078085,-0.3333333333333332,-0.3526570048309178,-0.2795698924731182,-0.3092783505154638,-0.2513966480446927,-0.3092783505154638,-0.3266331658291457,-0.3092783505154638,-0.2429378531073446,-0.2795698924731182
BDAJ-L,0.2321100917431192,0.2321100917431192,18.0,4.987459963402847e-07,0.2184571477937482,0.5341056862513299,1.0,1.5387195121951218,8.197941123827356e-08,6.036438767818928e-07,3.848300997028613e-07,4.681911109455795,1.2635960044395116,5.0,1.103658536585366,0.0001059097648803,8.10229799851742,1.0685123592357315,-0.0616996507566937,-0.0293785310734463,0.0250596658711215,-0.0822649572649572,-0.0900423728813558,-0.1198770491803278,-0.1452736318407961,-0.0900423728813558,-0.1116856256463288,-0.0476718403547671,-0.0337457817772779,0.0349397590361444,0.1655359565807326,0.2540145985401461,0.1514745308310991,0.2253922967189729,0.3114503816793894,0.1963788300835653,0.1687074829931973,0.1947148817802502,0.1751025991792065,0.2449275362318839,0.3613312202852616,0.401305057096248,0.5561594202898552,0.6810176125244618,0.700990099009901,0.2047685834502104,0.2431259044862517,0.1671195652173911,0.1155844155844154,0.1864640883977899,0.1997206703910614,0.2956259426847663,0.266961651917404,0.4081967213114754,0.6361904761904762,0.6843137254901961,0.7145708582834331,0.8008385744234803,0.6942800788954633,0.7388663967611335,0.6519230769230768,0.5819521178637201,0.6519230769230768,0.5703839122486289,0.6843137254901961,0.718,0.965675057208238
BDBL-L^I07,0.3400820549411343,0.3400820549411343,1.0,2.3386838206514985e-07,0.1024373530413933,0.7269022693739899,1.0,0.9220466113045808,8.05772438395983e-08,5.471301687786301e-06,6.28758723447918e-07,4.821538046215858,2.090460526315788,5.0,0.600678632020716,0.1520004342869551,6.788941613369095,0.9436792940434616,0.0090090090090091,0.0156862745098038,0.048582995951417,-0.02875,-0.1079219288174513,-0.0581818181818182,0.0250659630606859,0.1179856115107913,0.1293604651162789,0.1212121212121211,0.0912921348314605,0.0600272851296042,0.2431999999999998,0.215962441314554,0.15625,0.2197802197802196,0.247191011235955,0.1719457013574661,0.1737160120845919,0.2197802197802196,0.2294303797468353,0.339655172413793,0.3373493975903614,0.3703703703703702,0.4577861163227015,0.4550561797752808,0.6427061310782238,0.0732044198895027,0.1737160120845919,0.0943661971830986,0.0237154150197627,0.0702479338842974,0.1359649122807016,0.2178683385579936,0.2593192868719611,0.3949730700179532,0.6531914893617019,0.6567164179104474,0.6709677419354836,0.6891304347826088,0.5633802816901408,0.6891304347826088,0.6531914893617019,0.7266666666666666,0.5539999999999998,0.494230769230769,0.7659090909090907,1.007751937984496,0.9425
BDCK-L^L08,0.3048379777471512,0.3048379777471512,1.0,8.117037007861235e-07,0.3555366391480423,0.7316991698187356,1.0,1.21966769556124,8.416039814353089e-08,1.7773317454721033e-07,6.146420409728987e-07,0.705447480312473,2.6027480806486336,5.0,1.163469836802289,0.0945258641196367,5.726820648500415,0.8692809677677537,-0.0691056910569105,0.0165289256198346,0.1336405529953916,-0.0276679841897232,-0.1307420494699647,-0.1054545454545454,-0.0681818181818182,0.004081632653061,0.0081967213114753,0.004081632653061,-0.0501930501930502,-0.0855018587360594,0.0336134453781513,0.0603448275862068,0.0207468879668049,0.0603448275862068,0.1495327102803738,-0.0080645161290322,0.055793991416309,0.144186046511628,0.1181818181818181,0.1941747572815533,0.055793991416309,0.074235807860262,0.0933333333333332,0.1284403669724769,0.1181818181818181,-0.136842105263158,-0.136842105263158,-0.1575342465753424,-0.0716981132075471,-0.0855018587360594,0.0649350649350648,0.1495327102803738,0.0,0.1658767772511848,0.2299999999999999,0.2361809045226131,0.430232558139535,0.3516483516483515,0.4470588235294117,0.3591160220994474,0.3516483516483515,0.3977272727272727,0.3085106382978724,0.3225806451612902,0.5471698113207546,0.6849315068493151,0.968
BDFF-L^C99,0.0240268285435327,0.0240268285435327,2.0,8.926910299003322e-07,0.3910101287711099,0.2104186952288218,1.0,1.607843137254902,1.1096345514950165e-07,2.211170927188473e-06,5.819933554817276e-07,3.2056025300543447,0.3389221556886231,4.0,1.0196078431372548,0.1044345572776609,6.672727272727273,0.6842740649584731,-0.0825688073394496,0.0283018867924529,-0.0353982300884954,-0.0683760683760682,-0.1804511278195488,-0.1615384615384615,-0.0603448275862067,-0.0603448275862067,-0.1209677419354837,-0.1209677419354837,-0.084033613445378,-0.1279999999999999,-0.0267857142857143,-0.0762711864406778,-0.1679389312977098,-0.1349206349206348,-0.1484375,-0.1742424242424242,-0.0991735537190081,-0.1209677419354837,-0.1865671641791044,-0.1209677419354837,-0.1615384615384615,-0.1615384615384615,-0.1550387596899224,-0.1349206349206348,-0.1742424242424242,-0.3806818181818181,-0.3353658536585365,-0.3625730994152046,-0.310126582278481,-0.310126582278481,-0.2377622377622377,-0.1349206349206348,-0.2101449275362318,-0.1209677419354837,-0.113821138211382,-0.0991735537190081,-0.2214285714285713,-0.052173913043478,-0.1279999999999999,-0.0438596491228068,-0.1615384615384615,-0.1679389312977098,-0.1349206349206348,-0.232394366197183,-0.113821138211382,-0.0353982300884954,0.0092592592592593
