firms,age,agr,cash,cashdebt,chatoia,chcsho,che,chpmia,chtx,egr,herf,lgr,mve_ia,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
FTPI_91-L,21.0,0.1425886345817177,0.0602069879586024,0.1212947376125301,0.9339087374576168,0.0154465384816454,-0.3109999999999999,-0.0914229657112692,-0.0002106963514415,-0.2125458329204241,2.950516583280167e-09,0.5626934258651412,0.0229825588675253,-0.0219831274903883,-0.1040809565795336,0.0444492529252813,0.0047345402766476,0.0094916705748017,0.0758176046460123,0.2247869620511809,0.0,0.0344827586206897,0.25,0.1538461538461537,-0.0322580645161291,-0.2207792207792208,-0.3023255813953488,-0.2682926829268293,-0.2857142857142857,-0.2682926829268293,-0.3103448275862069,-0.2682926829268293,-0.3181818181818182,-0.2857142857142857,-0.368421052631579,-0.375,-0.4495412844036698,-0.4339622641509434,-0.5,-0.4957983193277311,-0.4827586206896551,-0.4871794871794871,-0.4736842105263158,-0.4545454545454546,-0.4230769230769231,-0.3877551020408163,-0.375,-0.2771084337349397,-0.2105263157894736,-0.1891891891891892,-0.1891891891891892,-0.1428571428571428,-0.1176470588235295,-0.1304347826086955,-0.1549295774647887,-0.1428571428571428,-0.1666666666666666,-0.1780821917808219,-0.0625,-0.1428571428571428,-0.1176470588235295,-0.2592592592592593,-0.2500000000000001,-0.3023255813953488,-0.2682926829268293,-0.0322580645161291,0.1320754716981131,-0.0909090909090909,-0.1176470588235295
FTPZ_05-L^F15,25.0,0.1628593800087233,0.136434291819372,0.2947699426694192,1.3406183911424066,5.1166835253889e-05,-1.495,-0.1431224465063179,-0.0006733173935746,0.0073553732025011,2.477307312582496e-08,0.4747872576002025,0.1352671089772022,-0.024246133722194,0.0844257530846738,-0.064891906332257,0.0162799840928399,0.0281630132274305,0.0944670998064694,0.8069667509245073,-0.0512820512820512,0.0,-0.0394088669950738,0.2420382165605095,0.1016949152542372,-0.0845070422535211,-0.3543046357615894,-0.2830882352941177,-0.3035714285714285,-0.4161676646706587,-0.3585526315789473,-0.3585526315789473,-0.35,-0.3035714285714285,-0.3389830508474577,-0.2412451361867703,-0.4126506024096386,-0.3789808917197452,-0.3867924528301887,-0.4264705882352941,-0.4264705882352941,-0.4126506024096386,-0.4428571428571428,-0.4583333333333333,-0.4281524926686217,-0.4553072625698324,-0.3981481481481482,-0.3010752688172043,-0.3181818181818181,-0.336734693877551,-0.3478260869565218,-0.2857142857142857,-0.3229166666666666,-0.2985611510791366,-0.2641509433962263,-0.2985611510791366,-0.2777777777777778,-0.2352941176470587,-0.2412451361867703,-0.2231075697211154,-0.2261904761904761,-0.2909090909090909,-0.2585551330798479,-0.1702127659574468,-0.25,-0.180672268907563,-0.1942148760330578,-0.2441860465116279,-0.2934782608695652
FTQA_00-L,21.0,-0.1900431812470012,0.2322642520662322,0.2711023601912701,1.4097895788094634,-0.0021510442862913,0.0815,-0.0226181888199341,-0.001641770959494,-0.053995051666424,1.025950643322909e-09,-0.3111504577647261,0.0093251515155032,-0.0100779612277882,0.1757164682118298,0.0566707327176559,0.0253344366294304,0.0474996121425246,-0.0427396446408347,0.6272193353970843,-0.0506329113924051,-0.1022727272727271,-0.1222222222222222,-0.2403846153846154,-0.3416666666666665,-0.5485714285714285,-0.5797872340425532,-0.5511363636363635,-0.5906735751295337,-0.575268817204301,-0.5842105263157895,-0.5240963855421686,-0.5729729729729729,-0.596938775510204,-0.6238095238095238,-0.6504424778761062,-0.6488888888888888,-0.5927835051546391,-0.5842105263157895,-0.5797872340425532,-0.5611111111111111,-0.5297619047619047,-0.5182926829268293,-0.5123456790123457,-0.4697986577181208,-0.4733333333333333,-0.4513888888888888,-0.5093167701863355,-0.575268817204301,-0.50625,-0.4935897435897436,-0.5297619047619047,-0.5459770114942528,-0.5269461077844311,-0.5031446540880503,-0.4768211920529801,-0.5031446540880503,-0.50625,-0.5212121212121212,-0.4697986577181208,-0.4275362318840578,-0.3416666666666665,-0.2946428571428572,-0.3416666666666665,-0.2547169811320755,-0.0124999999999999,0.0128205128205127,-0.0246913580246913,0.0128205128205127
FTRR_S4-L^A11,20.0,-0.7063683412432512,0.405012467773974,-0.2143438502417771,0.4982084958828904,0.005713072616768,-1.6404999999999998,-1.3054426253276403,-0.0014627011214041,-0.9865303296941592,1.1286485813095823e-09,-0.3849685394778809,0.0256446137523979,0.3846975846362557,-0.2122337012495464,-1.080115089826632,-0.0176634574370848,-0.7179566563467492,-0.0407450110864744,1.5749875959507085,-0.0172413793103448,0.0175438596491228,0.0357142857142855,-0.1212121212121213,-0.2467532467532468,-0.4678899082568808,-0.4020618556701031,-0.42,-0.4528301886792453,-0.5084745762711864,-0.4912280701754385,-0.5606060606060607,-0.546875,-0.4727272727272728,-0.42,-0.7827715355805244,-0.7943262411347518,-0.763265306122449,-0.8129032258064517,-0.8006872852233677,-0.7993079584775087,-0.8253012048192772,-0.8215384615384616,-0.8333333333333334,-0.8461538461538461,-0.8379888268156425,-0.8079470198675497,-0.8079470198675497,-0.8141025641025641,-0.8129032258064517,-0.8060200668896321,-0.7835820895522388,-0.8085808580858086,-0.8294117647058823,-0.8318840579710145,-0.8415300546448088,-0.8445040214477212,-0.8546365914786967,-0.861244019138756,-0.8512820512820513,-0.8273809523809523,-0.8318840579710145,-0.8520408163265306,-0.8527918781725888,-0.8423913043478262,-0.8453333333333334,-0.8457446808510638,-0.8651162790697675,-0.8696629213483147
FTSJ_24-L,18.0,0.3942225210395751,0.1103402050650338,0.2928101810233903,1.8491495723844755,0.0117591645048568,-2.366,-0.0098977461440057,-0.0033012787010905,0.2536077481840195,2.7824344980126982e-09,0.5233732153182404,0.0118825759136264,-0.0947753014884873,0.0312491669998198,0.1042012336154809,-0.01465207908253,-0.0326717916535927,0.3677792454653823,0.5369801179085165,-0.1212121212121213,0.0645161290322582,-0.1951219512195121,-0.4210526315789473,-0.4499999999999999,-0.4406779661016948,-0.5657894736842105,-0.56,-0.5714285714285714,-0.6292134831460674,-0.625,-0.6206896551724137,-0.6451612903225806,-0.6489361702127658,-0.6526315789473685,-0.6944444444444444,-0.6944444444444444,-0.6699999999999999,-0.6796116504854368,-0.6796116504854368,-0.6597938144329897,-0.6489361702127658,-0.6451612903225806,-0.6526315789473685,-0.625,-0.6413043478260869,-0.6292134831460674,-0.6071428571428571,-0.5714285714285714,-0.5074626865671642,-0.484375,-0.484375,-0.4923076923076923,-0.5217391304347825,-0.484375,-0.4210526315789473,-0.4107142857142857,-0.4,-0.4107142857142857,-0.3124999999999999,-0.0833333333333332,-0.108108108108108,-0.175,-0.131578947368421,0.0,0.0,0.0,0.0645161290322582,0.0645161290322582
FTSS_80-L,11.0,-0.0694624883136436,0.2029294842720311,0.3262098706276952,0.4739222527888827,-0.1562493343683888,-0.3729999999999999,0.4086919565109462,-0.0024494233776387,-0.0783185840707965,4.2133143551857376e-10,-0.0441403870484044,0.0269271758013668,0.0379212555497816,0.2389887121704471,0.0827422452399778,0.009375,0.0127753773937163,-0.0069129271738151,0.2560657708315496,0.0967741935483872,0.0,-0.0461538461538462,-0.03125,-0.0461538461538462,0.087719298245614,-0.1733333333333333,-0.1733333333333333,-0.1506849315068492,-0.1842105263157895,-0.1842105263157895,-0.1142857142857142,-0.1014492753623187,0.1272727272727272,-0.088235294117647,0.1698113207547169,-0.1142857142857142,-0.1142857142857142,-0.1014492753623187,-0.088235294117647,-0.0461538461538462,-0.1733333333333333,-0.2151898734177215,-0.1621621621621621,-0.1842105263157895,-0.2439024390243902,-0.2250000000000001,-0.2345679012345679,-0.1014492753623187,-0.0606060606060606,-0.0606060606060606,-0.253012048192771,-0.2873563218390804,-0.2790697674418604,-0.2790697674418604,-0.3473684210526315,-0.4311926605504588,-0.4311926605504588,-0.4259259259259259,-0.4655172413793103,-0.3260869565217391,-0.3608247422680412,-0.4608695652173913,-0.4789915966386554,-0.4959349593495935,-0.4745762711864406,-0.4561403508771929,-0.4311926605504588,-0.3980582524271845
FTTG_39-L,20.0,-0.0378925239784522,0.2116976764889165,0.2416318341414479,1.6440052868399222,-0.0058678938599963,0.5974999999999999,-0.2359787325957285,0.0045297833253642,-0.0949482912712261,1.219873029112493e-09,0.0541970050831157,0.0510710502471419,0.0044789458223683,-0.0821466989768162,0.0263591412805221,0.0436320432633217,0.0751199097150381,0.0170960272089151,0.6077310946837196,-0.0047846889952152,-0.0913043478260869,0.0245098039215685,0.0145631067961164,0.0048076923076922,-0.045662100456621,-0.1469387755102041,-0.1291666666666666,-0.1469387755102041,-0.1363636363636363,-0.1218487394957983,-0.0711111111111111,-0.0833333333333333,-0.0669642857142859,-0.0833333333333333,-0.1363636363636363,-0.1771653543307086,-0.0585585585585587,-0.1771653543307086,-0.2316176470588236,-0.2372262773722628,-0.2842465753424658,-0.2915254237288136,-0.3192182410423453,-0.2344322344322345,-0.2535714285714285,-0.1469387755102041,-0.1363636363636363,-0.1181434599156119,-0.1706349206349207,-0.1030042918454936,-0.0873362445414848,-0.0833333333333333,0.0346534653465346,0.0195121951219512,-0.0187793427230047,0.0145631067961164,0.0096618357487923,-0.0412844036697248,-0.0141509433962265,-0.0047619047619048,0.0346534653465346,0.0245098039215685,0.0717948717948717,0.0555555555555555,0.0885416666666667,0.1741573033707864,0.1875,0.1236559139784945
FTTL_B7-L,13.0,-0.0781687675070027,0.0072232645403377,0.021897810218978,2.982917239728548,9.100479156868508,0.5245,0.2896602360059645,-3.072385400024579e-05,-0.3372507122507122,2.687184781350805e-10,0.0034818941504179,0.0022213979358964,0.6558659596257742,0.1347303741857458,0.1241599329698191,0.0153831544962491,0.0870499731327243,-0.0854677156621495,1.5749875959507085,-0.142857142857143,-0.1249999999999998,-0.1249999999999998,-0.1249999999999998,0.0,-0.1249999999999998,-0.2222222222222221,1.3333333333333337,0.7500000000000002,0.4000000000000001,0.1666666666666667,0.1666666666666667,-0.1249999999999998,-0.3636363636363635,-0.5,-0.5,-0.588235294117647,-0.588235294117647,-0.6956521739130435,-0.7307692307692307,-0.6956521739130435,-0.6956521739130435,-0.6499999999999999,-0.6499999999999999,-0.6956521739130435,-0.7083333333333333,-0.7407407407407407,-0.78125,-0.72,-0.7083333333333333,-0.7083333333333333,-0.7083333333333333,-0.631578947368421,-0.6499999999999999,-0.7666666666666666,-0.7666666666666666,-0.7941176470588235,-0.8205128205128205,-0.78125,-0.7666666666666666,-0.8478260869565217,-0.8627450980392157,-0.8923076923076922,-0.9041095890410958,-0.9041095890410958,-0.9135802469135802,-0.9156626506024096,-0.9230769230769232,-0.9263157894736842
FTTO_38-L,20.0,-0.2411760460024541,0.0001060670343657,-0.361332707648991,0.2142240475669203,6.129498494327004e-07,-93.4,-2.329731689666228,-0.0325542780950464,-0.3369148119723714,1.1888340338884885e-06,-0.1171793031089513,0.7261386197640661,-0.2626138145517349,-0.1697920652628531,-0.1619299262829989,0.0015536320111607,0.003150720164609,-0.4178579720720422,1.5749875959507085,0.0403458213256482,0.2175438596491228,0.5086956521739132,0.6523809523809525,0.0809968847352025,-0.0987012987012986,-0.0987012987012986,0.1802721088435375,0.1883561643835618,-0.2569593147751605,-0.3858407079646018,-0.5629722921914357,-0.5193905817174516,-0.5618686868686869,-0.5662499999999999,-0.5596446700507614,-0.6564356435643564,-0.6505538771399798,-0.700086430423509,-0.6964129483814523,-0.7041773231031543,-0.7470845481049563,-0.7420074349442378,-0.7561489810260014,-0.7521428571428571,-0.7547703180212014,-0.772608125819135,-0.7624914442162902,-0.7383107088989442,-0.7404637247569185,-0.7210610932475884,-0.7297507788161994,-0.722177742193755,-0.7169657422512234,-0.7351145038167939,-0.7377173091458806,-0.75,-0.7272012578616351,-0.7241653418124006,-0.685972850678733,-0.6074660633484162,-0.6011494252873563,-0.5804111245465537,-0.5635220125786163,-0.5607594936708861,-0.536096256684492,-0.4866863905325443,-0.5458115183246073,-0.5596446700507614
FTTP_25-L,23.0,-0.1867214594299902,0.1106748535376295,0.2398265757783071,1.3150482555054022,8.131887686281704e-05,-2.9295,0.399119806037545,-0.0070834176335535,-0.0530208495814486,1.7107182292871413e-08,-0.2513044480959382,0.0409767888541625,0.053859450768588,0.303113871538339,0.1557798931873237,-0.0091904118136439,-0.0215231183253978,0.0040727952538105,1.5749875959507085,0.4166666666666667,0.0909090909090908,0.0909090909090908,-0.142857142857143,0.0,0.0,-0.142857142857143,-0.142857142857143,-0.1999999999999999,0.0,-0.25,-0.25,-0.6363636363636365,-0.5384615384615385,-0.625,-0.6923076923076923,-0.7692307692307693,-0.7692307692307693,-0.8064516129032258,-0.8260869565217391,-0.8441558441558441,-0.8518518518518519,-0.84,-0.8235294117647058,-0.8461538461538461,-0.8604651162790697,-0.8666666666666667,-0.8723404255319149,-0.8775510204081632,-0.8867924528301887,-0.8867924528301887,-0.883495145631068,-0.8867924528301887,-0.8620689655172413,-0.875,-0.8762886597938144,-0.8775510204081632,-0.8736842105263158,-0.902439024390244,-0.9032258064516128,-0.90625,-0.896551724137931,-0.905511811023622,-0.8974358974358975,-0.8888888888888888,-0.8666666666666667,-0.8736842105263158,-0.8867924528301887,-0.8846153846153846
FTTX_H2-L,20.0,0.4325245894047019,0.2207480616565786,0.6675363054971948,1.736573435803136,0.0001616278342529,6.356,0.0004755572263706,0.016160217298223,0.4094014758130636,3.957119272050826e-08,0.4665717539863326,0.5043484727936145,-0.0158575322629449,-0.2919932830444224,0.0272438114541515,0.0628632046878157,0.1077280534086816,0.3586054444859305,0.6583872707820155,0.2608695652173913,0.0298507462686565,-0.1265822784810127,-0.0547945205479452,-0.0921052631578948,-0.2417582417582418,-0.3669724770642203,-0.3727272727272728,-0.3669724770642203,-0.3947368421052631,-0.3611111111111111,-0.3947368421052631,-0.2886597938144331,-0.1785714285714286,-0.2886597938144331,-0.28125,-0.3669724770642203,-0.3300970873786408,-0.3235294117647059,-0.3300970873786408,-0.2500000000000001,-0.2580645161290323,-0.1686746987951807,-0.188235294117647,-0.1153846153846155,-0.1686746987951807,-0.1785714285714286,-0.1481481481481482,-0.1265822784810127,-0.0921052631578948,-0.0675675675675676,0.0298507462686565,0.0,-0.0416666666666667,-0.1038961038961039,-0.0142857142857143,-0.0547945205479452,-0.0547945205479452,0.0298507462686565,0.1499999999999999,0.2105263157894736,0.1129032258064515,0.2321428571428569,0.3799999999999999,0.4375,0.3799999999999999,0.4999999999999998,0.4680851063829787,0.5333333333333332
FTUR_66-L,20.0,0.2585006145022531,0.048667439165701,0.2495321272613848,1.235521826770492,0.0015588871315796,-3.3,-0.0345585108869648,-0.0083547557840616,0.3710174717368963,4.4012862838958064e-08,0.1839237057220708,0.044860701544716,-0.0502723227077417,0.0687478843378643,0.2032977948189187,0.0042317708333333,0.0097451274362818,0.2333820306793279,0.423130995927056,-0.0705882352941176,-0.1145833333333333,-0.2796610169491526,0.0625,-0.0285714285714285,-0.5086705202312138,-0.5933014354066986,-0.5316804407713498,-0.6179775280898876,-0.6565656565656566,-0.6255506607929515,-0.5990566037735849,-0.66,-0.6382978723404256,-0.7094017094017093,-0.6996466431095407,-0.7420333839150228,-0.724025974025974,-0.6909090909090909,-0.7203947368421053,-0.7152428810720268,-0.721311475409836,-0.7335423197492164,-0.7185430463576159,-0.7027972027972028,-0.6880733944954129,-0.678030303030303,-0.679245283018868,-0.6755725190839694,-0.6646942800788955,-0.6458333333333333,-0.6551724137931034,-0.6000000000000001,-0.6473029045643154,-0.6613545816733067,-0.66,-0.6344086021505377,-0.5903614457831325,-0.5466666666666666,-0.5277777777777778,-0.5238095238095237,-0.5170454545454546,-0.5502645502645502,-0.5072463768115942,-0.4879518072289156,-0.4333333333333333,-0.486404833836858,-0.5058139534883721,-0.46875
FTVA_51-L,21.0,-0.0386414480374211,0.0439136802205375,0.1244572043782522,1.381281766404613,-0.004775045936376,-0.6325000000000001,-0.4977308913827262,0.004905754871608,-0.0426943603057838,1.5659182661964964e-09,-0.0356702266398786,0.0026883983724004,0.0208613110982972,-0.086870003245857,-0.0491339134546327,0.004463719060715,0.0105971573502084,0.0200166538560081,1.1312333842679256,-0.2999999999999999,0.0,-0.1666666666666666,-0.3333333333333332,-0.4736842105263158,-0.5454545454545454,-0.6296296296296297,-0.6,-0.6666666666666666,-0.7142857142857142,-0.7222222222222222,-0.7560975609756098,-0.7560975609756098,-0.7560975609756098,-0.7619047619047619,-0.7916666666666666,-0.8181818181818181,-0.8113207547169812,-0.7916666666666666,-0.8076923076923077,-0.7872340425531914,-0.8148148148148149,-0.803921568627451,-0.782608695652174,-0.7435897435897436,-0.8,-0.8076923076923077,-0.7619047619047619,-0.7297297297297297,-0.6666666666666666,-0.6153846153846154,-0.6153846153846154,-0.6153846153846154,-0.6428571428571428,-0.6153846153846154,-0.4117647058823529,-0.4736842105263158,-0.5,-0.4736842105263158,-0.4444444444444444,-0.2857142857142857,-0.375,-0.3333333333333332,-0.4117647058823529,-0.3333333333333332,0.0,0.0,0.0,0.0
FTVF_02-L,12.0,-0.2013301204819277,0.1233403081605478,0.0714592787198471,0.964887462782386,0.0004326901286398,-1.476,0.07179418868814,0.0276626506024096,-0.069798859201441,9.158139406492943e-10,-0.3402703452649938,0.0015492805685934,-0.6985584135243339,-0.0784233236365081,0.7456451859788765,-0.0041319444444444,-0.0077945896377808,-0.2543548140211235,5.889872968267281,-0.2857142857142857,-0.1249999999999998,-0.1249999999999998,-0.4166666666666666,-0.3636363636363635,-0.5,-0.5,-0.4615384615384614,-0.588235294117647,-0.5625,-0.5625,-0.588235294117647,-0.6499999999999999,-0.631578947368421,-0.6818181818181818,-0.75,-0.7999999999999999,-0.7941176470588235,-0.7999999999999999,-0.7941176470588235,-0.75,-0.75,-0.75,-0.7586206896551724,-0.7941176470588235,-0.8157894736842105,-0.7941176470588235,-0.8409090909090908,-0.8333333333333333,-0.8409090909090908,-0.8108108108108107,-0.8157894736842105,-0.8292682926829268,-0.825,-0.8444444444444444,-0.8372093023255813,-0.8157894736842105,-0.7941176470588235,-0.7741935483870968,-0.7878787878787878,-0.7666666666666666,-0.8157894736842105,-0.8157894736842105,-0.8333333333333333,-0.8292682926829268,-0.8292682926829268,-0.8292682926829268,-0.8409090909090908,-0.8333333333333333
FTWG_42-L,20.0,-0.0691263451366632,0.086789541289149,0.09414978784725,1.1911255557176226,1.97720302758939e-05,1.991,0.1457613507201,-0.0004442893823014,0.4427754651687646,1.317946499179828e-07,-0.1148577012613143,0.0454758000203756,-0.0620802015868072,0.0561846967207838,0.2230234186046046,0.0105068204295657,0.0978621708525245,0.0332004349401957,0.2392954478589173,-0.0666666666666665,-0.0322580645161291,-0.0909090909090909,-0.3023255813953488,-0.375,-0.620253164556962,-0.6703296703296704,-0.5833333333333333,-0.5833333333333333,-0.6703296703296704,-0.6907216494845361,-0.6875,-0.6907216494845361,-0.6629213483146068,-0.7345132743362832,-0.6774193548387097,-0.7674418604651163,-0.781021897810219,-0.7945205479452055,-0.7709923664122138,-0.7794117647058824,-0.7931034482758621,-0.7945205479452055,-0.7872340425531915,-0.7931034482758621,-0.7931034482758621,-0.7841726618705036,-0.781021897810219,-0.7841726618705036,-0.7727272727272727,-0.7841726618705036,-0.7692307692307693,-0.781021897810219,-0.7959183673469388,-0.8148148148148149,-0.8275862068965517,-0.8136645962732919,-0.8076923076923077,-0.8113207547169812,-0.8203592814371258,-0.8,-0.8089171974522293,-0.7872340425531915,-0.7931034482758621,-0.8,-0.7916666666666666,-0.7931034482758621,-0.8235294117647058,-0.8342541436464088
FTWV_20-L,21.0,0.400006129287705,0.0399442670645999,0.2697806047764893,1.2150330220672745,2.045372668998719e-05,26.6127,0.025448519044462,0.0050438503087007,0.2929554482413698,2.6867448615750588e-06,0.4738117656146767,2.606338048053167,0.0007620575381934,0.1078630517504623,-0.0345536778916653,0.0218498563090977,0.0579747809359524,0.559203864556159,0.7812271653139174,-0.1038696537678207,0.0061475409836067,0.1210045662100456,0.051391862955032,-0.1325088339222614,-0.1534482758620688,-0.2649700598802395,-0.1072727272727273,-0.1023765996343691,-0.1072727272727273,-0.1385964912280701,-0.2758112094395281,-0.2469325153374232,-0.2515243902439024,-0.1534482758620688,-0.1355633802816901,-0.2055016181229773,-0.1803005008347246,-0.1592465753424656,-0.1621160409556313,-0.2106109324758841,-0.2080645161290322,-0.2080645161290322,-0.2446153846153845,-0.1649659863945577,-0.1563573883161512,-0.0787992495309568,0.0186721991701244,-0.0353634577603142,-0.0020325203252031,0.0536480686695279,0.0911111111111111,0.1607565011820331,0.1313364055299539,0.0814977973568282,-0.0557692307692307,-0.041015625,-0.104014598540146,-0.083955223880597,-0.0484496124031007,0.029350104821803,0.0250521920668058,-0.0735849056603773,-0.0890538033395175,-0.1072727272727273,-0.1072727272727273,-0.087360594795539,-0.0140562248995984,-0.0940959409594095
FTYW_98-L,10.0,0.1341943419434193,0.0019308214266012,0.0172125046520282,0.4932159963218119,0.0016563676094947,-0.0189999999999999,-0.3904241733219107,-6.12670015929421e-05,-0.0625,3.6260511209355074e-11,0.2761541719610333,0.0018153452281188,-0.1915599668750929,-0.1183372748772057,-0.1369246354720013,0.0046090445721722,0.0133020344287949,-0.1183372748772057,1.5749875959507085,-0.0588235294117647,-0.0555555555555554,-0.15,-0.1707317073170731,-0.1904761904761903,-0.1904761904761903,-0.3461538461538461,-0.3461538461538461,-0.3461538461538461,-0.3461538461538461,-0.3584905660377359,-0.3703703703703703,-0.3703703703703703,-0.3703703703703703,-0.3703703703703703,-0.3703703703703703,-0.3928571428571429,-0.4035087719298245,-0.4137931034482758,-0.4137931034482758,-0.4137931034482758,-0.4516129032258064,-0.4516129032258064,-0.4516129032258064,-0.4516129032258064,-0.4603174603174602,-0.4603174603174602,-0.5,-0.5,-0.4925373134328358,-0.5277777777777777,-0.5277777777777777,-0.5277777777777777,-0.5142857142857142,-0.5142857142857142,-0.5142857142857142,-0.5072463768115941,-0.5072463768115941,-0.4848484848484848,-0.4035087719298245,-0.3928571428571429,-0.3928571428571429,-0.3928571428571429,-0.3461538461538461,-0.2272727272727271,-0.1904761904761903,-0.2272727272727271,-0.2916666666666666,-0.3703703703703703
FTZA_89-L,9.0,0.1964938517779994,0.1134825197101218,0.0588872502316597,1.0552742908620831,0.0004331079622365,-2.113,-0.4985431004632141,-0.015226204425768,0.1194199046204362,3.9389023597118854e-09,0.3156733558994197,0.0204307827603049,-0.0355568948322723,-0.2036953163008364,-0.1769805044448129,0.0009275149543186,0.0016325034046862,0.0248021911138162,1.5749875959507085,0.0999999999999998,0.1111111111111111,0.25,0.0526315789473683,-0.375,-0.3333333333333332,-0.2307692307692307,-0.2857142857142857,-0.2307692307692307,-0.3333333333333332,-0.4285714285714285,-0.3103448275862068,-0.6153846153846154,-0.4285714285714285,-0.5833333333333333,-0.607843137254902,-0.7101449275362318,-0.7142857142857142,-0.736842105263158,-0.7560975609756098,-0.75,-0.7560975609756098,-0.7647058823529411,-0.7916666666666666,-0.7916666666666666,-0.7938144329896907,-0.801980198019802,-0.7959183673469388,-0.797979797979798,-0.7468354430379747,-0.7560975609756098,-0.7142857142857142,-0.6875,-0.7058823529411764,-0.6363636363636364,-0.6610169491525424,-0.5833333333333333,-0.5652173913043479,-0.5238095238095237,-0.5348837209302325,-0.4871794871794871,-0.4594594594594594,-0.4871794871794871,-0.4736842105263158,-0.4594594594594594,-0.3103448275862068,-0.1999999999999999,-0.2857142857142857,-0.3548387096774192
FUCW_H9-L,20.0,0.1588158815881588,0.0777886497064579,0.0372724149776709,0.3817474501774878,-0.0011695018689271,-38.55,-0.7231786666709706,-0.0094115101687581,0.0040816326530612,1.1751164055476353e-07,0.3135306973971786,0.1581447879629063,-0.0008014686706828,0.1544437347716035,0.0581641140928569,-0.0192025545870371,-0.0452235772357723,-0.1384855581576893,1.5749875959507085,0.1150442477876108,-0.0583333333333333,-0.0813008130081301,-0.3468208092485549,-0.4909909909909911,-0.599290780141844,-0.712468193384224,-0.6789772727272727,-0.6533742331288344,-0.7117346938775511,-0.7131979695431472,-0.6695906432748538,-0.6501547987616099,-0.654434250764526,-0.6501547987616099,-0.7209876543209877,-0.7693877551020408,-0.7372093023255815,-0.760593220338983,-0.756989247311828,-0.7631027253668763,-0.7779960707269156,-0.7779960707269156,-0.7903525046382189,-0.7466367713004485,-0.7621052631578947,-0.7131979695431472,-0.7315914489311164,-0.7315914489311164,-0.729665071770335,-0.7202970297029703,-0.7237163814180929,-0.7420091324200914,-0.754880694143167,-0.7660455486542443,-0.7645833333333334,-0.7420091324200914,-0.7250608272506083,-0.7049608355091384,-0.6986666666666668,-0.712468193384224,-0.7049608355091384,-0.6929347826086957,-0.6523076923076924,-0.6156462585034014,-0.6116838487972509,-0.5814814814814815,-0.613013698630137,-0.6446540880503145
FUEW_86-L,21.0,0.1426144207284697,0.0250929368029739,0.0803894297635604,0.783408348325606,9.369056202997718e-06,-2.8000000000000007,-0.1937213043334411,-0.0041017227235438,0.0696179935737236,1.8722323222359497e-07,0.1735187424425634,0.0972261150056711,-0.0035305556431227,-0.1150630458773089,-0.0104454412597042,0.0057555462536626,0.0212109525645969,0.2355863047720417,2.239435487992413,0.1409214092140922,-0.4331797235023041,-0.5099601593625498,-0.4736091298145506,-0.6070287539936102,-0.7300658376005853,-0.7543275632490013,-0.7581913499344692,-0.7674858223062382,-0.7787769784172662,-0.7887807670291929,-0.7864583333333334,-0.7657142857142857,-0.7494908350305499,-0.7666034155597723,-0.7543275632490013,-0.778111846061335,-0.7603896103896104,-0.7759562841530054,-0.7771739130434783,-0.7916431394692265,-0.8037234042553192,-0.807109252483011,-0.8044515103338633,-0.7839578454332552,-0.7782451923076923,-0.7661596958174905,-0.7679245283018867,-0.7217194570135747,-0.711943793911007,-0.7172413793103449,-0.6888701517706577,-0.6791304347826087,-0.681896551724138,-0.7031375703942075,-0.7026591458501209,-0.7141750580945003,-0.6875529212531752,-0.6551401869158878,-0.6639344262295082,-0.6660633484162897,-0.6843455945252352,-0.6743159752868491,-0.64688995215311,-0.6313686313686313,-0.6070287539936102,-0.6070287539936102,-0.615625,-0.6238532110091743
