firms,age,agr,cash,cashdebt,chatoia,chcsho,che,chpmia,chtx,egr,herf,lgr,mve_ia,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BWQW_65-L^I10,7.0,0.1662141775084655,0.0700855963430747,0.0906793128741394,2.066108945856949,0.0002576457902798,-44.1527,-0.3441947924932948,-0.0047692498570551,0.0423652465740653,5.658006412306121e-06,0.2669424079065588,0.7504447818660734,-0.0002168606973615,-0.0345688492243167,-0.1098304797016228,-0.0165129732509615,-0.0386549975799207,0.3015026683435874,1.5749875959507085,0.1339285714285714,0.0,-0.089430894308943,0.0566037735849056,-0.0588235294117646,-0.2112676056338027,-0.2533333333333333,-0.111111111111111,-0.2222222222222221,-0.3563218390804596,-0.3743016759776536,-0.3846153846153846,-0.3333333333333332,-0.4042553191489361,-0.367231638418079,-0.4136125654450261,-0.4885844748858446,-0.5022222222222221,-0.5333333333333332,-0.5087719298245613,-0.5708812260536398,-0.5851851851851853,-0.5805243445692884,-0.5836431226765799,-0.5590551181102361,-0.5942028985507246,-0.5447154471544715,-0.5333333333333332,-0.5352697095435685,-0.5274261603375527,-0.6083916083916083,-0.6056338028169014,-0.6124567474048443,-0.6014234875444839,-0.6696165191740413,-0.672514619883041,-0.6656716417910448,-0.654320987654321,-0.6266666666666667,-0.611111111111111,-0.588235294117647,-0.6151202749140894,-0.6083916083916083,-0.5912408759124088,-0.5789473684210527,-0.5867158671586715,-0.5428571428571429,-0.5773584905660376,-0.5999999999999999
CWI_80-L,20.0,0.4711127723195216,0.0557502517623363,0.1800037539886129,0.5528208318711537,1.141324803816603e-05,126.0,-0.0468913401849683,0.0024361225992861,0.0093023255813953,5.671083691400656e-05,0.7485812553740326,21.49615261112188,0.0039090740116067,-0.3904818178663795,-0.0006363467388794,0.0263148343072846,0.1044066820276497,0.2100219604711519,0.6570461073868442,-0.0737752161383286,-0.0824960338445266,-0.0361111111111109,0.084375,0.0017321016166282,-0.0820105820105818,-0.0878023133543637,-0.042494481236203,0.0229952830188679,-0.0711991434689506,-0.0991692627206646,-0.0972944849115503,-0.0844327176781001,-0.0435501653803748,-0.1170483460559794,-0.0771276595744681,-0.0503557744937054,0.0069645966337783,0.0592185592185594,0.1001902346227014,0.0420420420420422,0.0110722610722611,0.1273554256010396,0.1008883248730965,0.1029879211697393,0.1171925305859626,0.2141357592722184,0.2115921787709498,0.2132867132867133,0.212438853948288,0.2006920415224915,0.2082172701949862,0.2599854756717503,0.2813884785819796,0.2375178316690442,0.2527075812274368,0.2554269175108539,0.3607843137254902,0.3346153846153847,0.3780778395552027,0.4094232331437857,0.4506688963210703,0.5299823633156968,0.5353982300884956,0.5859232175502744,0.630639097744361,0.7740286298568511,0.8655913978494625,0.7776639344262297
DLY_Y2-L^F16,20.0,0.3952316340376042,0.0071017923571187,0.0943938667944417,0.8035195660731494,1.56318008054773e-06,-60.0,-0.0516738847121796,-0.0047190047190047,0.1873293282359366,8.230483607525344e-06,0.5099218280216476,1.1488447296026274,-0.434295339021936,-0.2874564115316578,0.9190374830973236,-0.0009724923589886,-0.0032198712051517,0.2788701190805871,0.6318264193058075,0.0421052631578948,-0.1517857142857142,-0.2710997442455243,-0.2148760330578512,-0.3294117647058823,-0.3638392857142858,-0.3790849673202614,-0.3214285714285714,-0.3031784841075794,-0.4171779141104293,-0.4519230769230768,-0.4099378881987577,-0.415983606557377,-0.4050104384133611,-0.3884120171673819,-0.463276836158192,-0.5234113712374582,-0.5468998410174881,-0.5136518771331058,-0.4883303411131059,-0.4855595667870036,-0.5304777594728172,-0.511986301369863,-0.5395799676898223,-0.4928825622775801,-0.5297029702970297,-0.5128205128205128,-0.5226130653266332,-0.5628834355828221,-0.5511811023622046,-0.5350734094616639,-0.4919786096256684,-0.5161290322580645,-0.4672897196261681,-0.5304777594728172,-0.544,-0.5043478260869565,-0.4964664310954063,-0.4964664310954063,-0.4991212653778559,-0.4672897196261681,-0.5069204152249135,-0.4928825622775801,-0.4808743169398907,-0.4751381215469613,-0.474169741697417,-0.443359375,-0.4672897196261681,-0.4389763779527559
DOQX_41-L^J16,21.0,0.0211282484682019,0.0670502323522903,0.1479673070799278,2.0495534790328964,0.0006369590805566,-11.7,-0.0122852143706483,-0.0067971163748712,-4.2653061224489806,2.4972476951412944e-07,0.0787731685789938,0.3083898745688647,-0.0096007121655034,-0.1774386679894992,-0.0282672249357306,0.0126215601075936,-1.0892857142857142,0.0801665100040283,0.6427899085988386,0.1052631578947369,-0.1297709923664123,-0.1798561151079136,-0.0806451612903226,-0.1297709923664123,-0.2962962962962964,-0.4183673469387755,-0.3448275862068966,-0.3372093023255814,-0.3090909090909091,-0.3448275862068966,-0.3804347826086958,-0.2191780821917809,-0.2400000000000001,-0.2244897959183673,-0.1857142857142857,-0.2875000000000001,-0.2919254658385094,-0.3804347826086958,-0.3936170212765958,-0.4356435643564357,-0.4672897196261683,-0.4746543778801844,-0.4356435643564357,-0.3595505617977529,-0.4123711340206186,-0.4242424242424243,-0.3936170212765958,-0.3903743315508022,-0.3666666666666667,-0.40625,-0.3559322033898305,-0.3701657458563536,-0.3968253968253968,-0.4328358208955224,-0.4622641509433963,-0.4411764705882354,-0.4571428571428572,-0.3410404624277456,-0.3006134969325154,-0.1798561151079136,-0.2348993288590605,-0.3448275862068966,-0.3294117647058824,-0.2962962962962964,-0.2875000000000001,-0.2297297297297298,-0.3333333333333333,-0.3804347826086958
DOS_59-L,15.0,0.3361098046100436,0.0374546938161477,0.2695771759741637,2.6335964877115035,0.0002712619031463,-1781.8248,-0.0695259920385771,-0.0081863777009342,0.3467757862401388,0.0242543186470421,0.3302509380059524,57.893057541319806,-0.2515598649759226,0.8796861770917148,0.3635586423665054,0.0112822956147013,0.0282033294299352,0.7551292158825876,0.9392455689989766,0.0898345153664301,-0.1278350515463916,-0.1958174904942964,-0.1471774193548386,-0.1673228346456692,-0.0883620689655171,-0.1880998080614202,-0.1880998080614202,-0.2578947368421052,-0.2996688741721853,-0.3008264462809916,-0.1738281249999999,-0.2166666666666666,-0.2195571955719556,-0.3121951219512194,-0.2806122448979591,-0.3155339805825241,-0.2526501766784451,-0.2309090909090908,-0.2630662020905923,-0.2996688741721853,-0.255281690140845,-0.2486678507992894,-0.2281021897810219,-0.1833976833976832,-0.2137546468401485,-0.255281690140845,-0.255281690140845,-0.2781569965870306,-0.2731958762886597,-0.2902684563758388,-0.3411214953271027,-0.3369905956112852,-0.3317535545023696,-0.3742603550295857,-0.3724035608308604,-0.3369905956112852,-0.3742603550295857,-0.3166397415185783,-0.3492307692307691,-0.327503974562798,-0.3724035608308604,-0.3369905956112852,-0.3231999999999999,-0.2878787878787878,-0.2473309608540924,-0.2078651685393258,-0.2336956521739128,-0.2432915921288013
DPCZ_02-L^F20,13.0,0.2437784503857162,0.051980796807781,-0.062831241829042,1.0062692168443574,0.000155465443966,-2.587,-0.5765316012388172,-0.0001567843789611,0.096741126455865,4.5419777683980975e-08,0.3513743609095218,0.0666023793759138,-0.1731397027694236,1.5897852975387767,0.1434258393868658,-2.670654844567888e-05,-7.167636686831617e-05,0.5897852975387766,1.5749875959507085,0.0714285714285714,0.0370370370370369,0.2727272727272729,0.0769230769230771,0.0,-0.176470588235294,-0.176470588235294,0.1200000000000001,-0.0344827586206895,-0.1515151515151515,-0.2432432432432432,-0.2432432432432432,-0.263157894736842,-0.0344827586206895,-0.176470588235294,-0.1249999999999998,-0.2999999999999999,-0.2999999999999999,-0.4399999999999999,-0.4166666666666666,-0.4285714285714285,-0.4909090909090908,-0.4166666666666666,-0.3913043478260869,-0.4166666666666666,-0.4042553191489361,-0.3333333333333332,-0.2999999999999999,-0.4166666666666666,-0.5087719298245613,-0.5172413793103448,-0.5087719298245613,-0.5,-0.5087719298245613,-0.5555555555555556,-0.5333333333333332,-0.5172413793103448,-0.4814814814814815,-0.4615384615384614,-0.4166666666666666,-0.3777777777777777,-0.4166666666666666,-0.4509803921568627,-0.4615384615384614,-0.4399999999999999,-0.4042553191489361,-0.4399999999999999,-0.5254237288135593,-0.5
DPXL_94-L,20.0,0.2672754195459033,0.127349251989832,0.1398725646366866,0.7830069624825909,2.077597953385625e-05,-286.5,0.2042431195084106,-0.0034277276802193,0.2125377137110291,0.0001072607427803,0.2895216720437649,8.015153537064354,0.012770958294702,-0.1558991084190401,-0.036632099151507,-0.0014605647517039,-0.0051838540226707,0.1650709343769655,0.5442507279990128,-0.0504201680672268,-0.1075,-0.0530503978779841,0.05,-0.0165289256198347,-0.1540284360189573,-0.2669404517453799,-0.2239130434782608,-0.1736111111111111,-0.2101769911504424,-0.2452431289640593,-0.2758620689655172,-0.2684426229508196,-0.2593360995850623,-0.283132530120482,-0.2371794871794871,-0.2773279352226722,-0.2684426229508196,-0.2306034482758621,-0.1580188679245283,-0.1119402985074626,-0.2136563876651982,-0.2136563876651982,-0.2222222222222222,-0.1716937354988398,-0.1540284360189573,-0.1619718309859155,-0.0869565217391304,-0.1418269230769231,-0.1030150753768844,-0.0403225806451613,0.0142045454545454,-0.0027932960893854,-0.0703125,-0.1459330143540669,-0.1580188679245283,-0.1540284360189573,-0.1736111111111111,-0.0654450261780105,0.040816326530612,0.0625,0.0377906976744186,0.0884146341463414,0.1479099678456592,0.2395833333333332,0.3076923076923077,0.4000000000000001,0.3421052631578947,0.39453125
DRNQ_D0-L^A11,14.0,0.3313985745380052,0.5317783263812037,0.0588410104011886,0.5073124719638189,0.0018037744938831,0.599,1.227199734240987,0.00762239507508,0.1871224399587445,1.2070565732414828e-10,1.2882736156351793,0.0330136586879152,0.0131787170684297,-0.9126455202894722,0.5490809470040537,-0.0058100397486857,-0.007498655413512,0.9423393739703456,1.5749875959507085,0.2857142857142858,-0.234375,-0.2575757575757575,-0.1694915254237288,-0.2159999999999999,-0.289855072463768,-0.4235294117647059,-0.4431818181818182,-0.2740740740740741,-0.4335260115606936,-0.3146853146853147,-0.3194444444444444,-0.3552631578947368,-0.3378378378378378,-0.2032520325203252,-0.3098591549295775,-0.4235294117647059,-0.4555555555555556,-0.4431818181818182,-0.4731182795698925,-0.4673913043478261,-0.4869109947643979,-0.4615384615384615,-0.449438202247191,-0.3098591549295775,-0.2949640287769783,-0.1551724137931034,-0.2461538461538461,-0.2222222222222222,-0.4974358974358974,-0.449438202247191,-0.4673913043478261,-0.4731182795698925,-0.5075376884422111,-0.5333333333333334,-0.5196078431372549,-0.4974358974358974,-0.5311004784688995,-0.5701754385964912,-0.5663716814159292,-0.615686274509804,-0.6111111111111112,-0.6487455197132617,-0.6126482213438735,-0.5983606557377049,-0.5504587155963303,-0.5545454545454546,-0.6273764258555132,-0.6786885245901639
DVX_M7-L^C10,20.0,-0.2154701005468336,0.0460817825041144,0.0977167491617435,0.3605440770409133,0.0007265180158889,7.5,0.0828512052716882,-0.0007456750845098,-0.1537722248918789,1.1187359639463324e-05,-0.2517794836008374,4.861473622431499,-0.3404508783713286,-0.2587780521687096,0.473372376247982,0.0044406970207982,0.0112152186257808,-0.3245514991845439,0.1283957279307643,0.0,-0.0291970802919708,-0.122112211221122,0.0094876660341556,-0.0779896013864817,-0.044883303411131,-0.1608832807570976,-0.1133333333333332,-0.1487999999999999,-0.2130177514792899,-0.4075723830734966,-0.4055865921787709,-0.3878020713463751,-0.3995485327313769,-0.4515463917525772,-0.4554759467758443,-0.4549180327868852,-0.4029180695847362,-0.4179431072210066,-0.4015748031496062,-0.4918815663801337,-0.528786536758193,-0.4859903381642512,-0.4844961240310077,-0.3726415094339622,-0.4101995565410199,-0.3770491803278687,-0.3423980222496909,-0.3582629674306392,-0.3954545454545455,-0.3906071019473081,-0.3464373464373464,-0.3527980535279805,-0.3333333333333333,-0.3741176470588234,-0.4055865921787709,-0.4173055859802848,-0.3813953488372092,-0.3806752037252618,-0.392,-0.3933865450399086,-0.4101995565410199,-0.3933865450399086,-0.3770491803278687,-0.3674197384066587,-0.3755868544600939,-0.3512195121951218,-0.3520097442143727,-0.3333333333333333
FRZJ_44-L,21.0,0.0862610682662096,0.0652116749934262,0.3133612941881366,1.7921702956004966,0.0011545021720554,7.699999999999999,0.1970794757571298,0.0104255926878034,0.003030303030303,2.0207594269913484e-07,0.1946088099934253,0.2322348931221237,0.0214350924352701,-0.2599471090275272,0.0202559472403235,0.0275725593667546,0.0529113924050632,0.0691489361702128,0.618559484878331,0.0612244897959184,-0.0297029702970296,0.11787072243346,0.267241379310345,0.2301255230125523,0.0808823529411764,-0.0897832817337461,-0.0101010101010101,0.1666666666666667,-0.0423452768729641,-0.0546623794212218,-0.0754716981132076,-0.0869565217391304,-0.0636942675159236,0.0888888888888888,0.0425531914893617,-0.0725552050473186,-0.0067567567567567,-0.0636942675159236,-0.0636942675159236,-0.02,-0.1009174311926606,-0.1171171171171171,-0.0360655737704918,0.0462633451957295,0.0068493150684931,-0.0392156862745098,0.0034129692832762,0.0729927007299269,0.1136363636363635,0.101123595505618,0.101123595505618,0.1484375,0.084870848708487,0.0729927007299269,0.1807228915662648,0.0137931034482758,0.0068493150684931,0.0137931034482758,0.0613718411552346,0.1666666666666667,0.0888888888888888,0.1439688715953309,0.1094339622641509,0.240506329113924,0.3303167420814479,0.2838427947598252,0.3424657534246575,0.1807228915662648
