firms,age,agr,bm,bm_ia,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,invest,lev,lgr,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,7.0,0.0647325559874144,5.9008333333333336e-05,2.6860260486566827,0.1391695478500218,1.1810855835505891,0.0292643290674301,1.0,0.1461638070573002,1.125e-05,-0.0312843152634279,1.393421278555094e-06,-0.0058763649824171,0.000126025,0.0310199072811562,0.0177099492566197,-0.0037237254092889,-0.0012672325541054,0.0388835877862595,1.0311754299717764,0.0126582278481013,-0.0705882352941176,-0.9191402251791198,-0.9171907756813416,-0.9178794178794178,-0.913472070098576,-0.915236051502146,-0.9094036697247706,-0.9096109839816934,-0.9063981042654028,-0.9033047735618116,-0.9030674846625768,-0.9034229828850856,-0.9081395348837208,-0.906064209274673,-0.9125138427464008,-0.908246225319396,-0.9071680376028202,-0.9085648148148148,-0.905727923627685,-0.9034229828850856,-0.9050480769230768,-0.9062870699881376,-0.9053892215568862,-0.8980645161290323,-0.8976683937823834,-0.8984575835475579,-0.901002506265664,-0.8936742934051144,-0.8899721448467967,-0.8884180790960452,-0.8920765027322405,-0.8946666666666667,-0.8898186889818689,-0.8868194842406877,-0.89280868385346,-0.881203007518797,-0.8761755485893417,-0.8742038216560509,-0.8555758683729433,-0.8523364485981308,-0.8665540540540541,-0.8746031746031746,-0.8665540540540541,-0.8531598513011153,-0.8489483747609943,-0.8463035019455253,-0.8319148936170213,-0.8539741219963031
BACQ-L^J02,5.0,0.0048186494758089,4.50122803703004e-07,0.020489336124965,0.225211542633977,1.0757207643744895,-0.2513662341432625,1.0,0.023020038167939,3.8835359069630756e-08,-0.0482655580096102,5.292625227503805e-07,-0.0001953506544246,3.5969939332871506e-07,-0.0170658253262583,2.8121628424586502,0.0686877216686371,-0.0731796242925101,-0.0161290322580644,0.4731848785353824,0.0551181102362206,0.27,0.1545454545454545,0.221153846153846,0.2959183673469387,0.4941176470588235,0.4111111111111112,0.6493506493506493,0.6282051282051282,0.8676470588235292,0.8142857142857145,0.8676470588235292,0.8405797101449277,0.9538461538461538,1.1896551724137931,0.984375,1.2678571428571428,1.2280701754385968,1.2280701754385968,1.309090909090909,1.2678571428571428,1.309090909090909,1.1166666666666667,0.8142857142857145,0.924242424242424,0.7162162162162162,0.7162162162162162,0.6710526315789473,0.5874999999999999,0.4767441860465116,0.5119047619047621,0.5874999999999999,0.6075949367088607,0.6710526315789473,0.7638888888888891,0.7638888888888891,0.984375,1.886363636363636,2.175,2.96875,2.3421052631578947,1.886363636363636,1.6458333333333337,1.7021276595744683,2.527777777777778,2.175,2.3421052631578947,2.3421052631578947,2.3421052631578947
BALZ-L^I10,7.0,0.0677656770007037,6.121360858458127e-07,0.0278640893416963,0.0211752249867654,1.2842616421292772,0.081523449645088,1.0,-0.252415062101597,-3.6608349484625634e-08,-0.0541111181618371,1.8342543585083414e-09,0.0031968317965478,9.530367670338552e-07,0.4904765912087295,0.0822808797756668,0.0400340651632582,0.0283242241666245,0.0907253094028894,1.4234016671389549,0.0,-0.0416666666666666,-0.0799999999999999,-0.1153846153846154,-0.0416666666666666,0.1499999999999999,0.1499999999999999,0.1499999999999999,0.1499999999999999,0.0952380952380953,0.0454545454545454,0.0,0.0,-0.1153846153846154,-0.1481481481481481,-0.2068965517241378,-0.2333333333333332,-0.28125,-0.3235294117647059,-0.3428571428571427,-0.303030303030303,-0.28125,-0.28125,-0.0416666666666666,-0.0416666666666666,-0.0416666666666666,-0.0416666666666666,0.0,0.1499999999999999,0.3529411764705881,0.3529411764705881,0.7692307692307692,0.6428571428571428,0.6428571428571428,0.7692307692307692,0.7692307692307692,2.2857142857142856,1.2999999999999998,1.5555555555555558,1.2999999999999998,1.0909090909090908,1.0909090909090908,0.9166666666666669,1.875,1.5555555555555558,1.2999999999999998,1.5555555555555558,2.2857142857142856,1.0909090909090908
BAMD-L^J98,7.0,0.1803260872673818,4.756541527749264e-07,0.0216515087333175,0.0891417070187868,0.4567094755049682,-0.1290399884233776,1.0,0.0918002973503957,4.085545168276807e-08,-0.0087201180521396,5.519695710862562e-09,0.0378938457534583,7.117303638503422e-07,0.2491410591489254,0.5103845034556292,-0.1856084474472362,0.126160324838273,0.1428945847902358,0.7156801927493196,0.0394088669950738,-0.0145631067961166,-0.0049019607843138,-0.0097560975609756,0.0049504950495049,0.2530864197530862,0.2228915662650601,0.2929936305732483,0.3999999999999999,0.3716216216216215,0.2530864197530862,0.1468926553672316,0.2303030303030302,0.2848101265822782,0.2083333333333332,0.1153846153846152,0.1468926553672316,0.2378048780487804,0.3181818181818181,0.0,-0.0558139534883721,-0.105726872246696,-0.1506276150627616,-0.1017699115044248,-0.0333333333333334,0.0,0.0357142857142855,0.1032608695652173,0.1032608695652173,0.025252525252525,0.0049504950495049,0.1215469613259667,0.1734104046242772,0.3096774193548386,0.3096774193548386,0.3716216216216215,0.6111111111111109,0.5615384615384613,0.9519230769230766,0.8796296296296293,0.6111111111111109,0.5037037037037035,0.3096774193548386,0.3716216216216215,0.6111111111111109,0.3355263157894734,0.2767295597484274,0.3904109589041096,0.4817518248175179
BAOH-L,14.0,0.0304578275391611,3.509167279411765e-07,0.015973531515199,0.9915284172329776,0.5071441275775557,-0.3615777971482837,1.0,0.103841614707503,9.081488970588236e-08,0.0833173255508281,2.8945491071551338e-08,0.0859791073645831,8.14751838235294e-08,-0.1989180943567758,2.408553098900286,-0.1685445066130293,-0.0426287496532764,-0.0426287496532764,0.7380641787062043,0.1527377521613833,-0.0085714285714285,-0.2013808975834291,-0.2694736842105263,-0.2184684684684684,-0.2013808975834291,-0.2068571428571428,-0.2184684684684684,-0.2288888888888888,-0.1718377088305489,-0.104516129032258,-0.2882051282051281,-0.2390350877192981,-0.2648305084745762,-0.3018108651911468,-0.2889344262295081,-0.2553648068669527,-0.2331491712707182,-0.0746666666666666,-0.1102564102564102,-0.0880420499342969,-0.0583446404341926,-0.1281407035175878,-0.2245810055865921,-0.0987012987012986,-0.1170483460559795,-0.0028735632183907,0.0057971014492754,-0.1967592592592593,-0.1678657074340527,-0.1698564593301434,0.1883561643835618,0.2111692844677137,0.3269598470363288,0.4518828451882846,0.6682692307692308,0.5185995623632385,0.46723044397463,0.4221311475409837,0.3501945525291829,0.294776119402985,0.2392857142857143,0.1490066225165562,0.1547420965058237,0.0595419847328244,0.1229773462783172,-0.4421221864951767,-0.3933566433566433,-0.478587528174305
BBIO-L^E18,7.0,0.0453905550104518,3.406762766164836e-07,0.0155073919472036,0.1880347730850845,1.078443565199135,-0.2921679945012531,1.0,0.1580395098774694,6.892974977103111e-08,-0.0396279147374084,1.2554141837595732e-06,0.030032848427968,5.343342982517445e-07,-0.0111632972568238,4.012351345288724,0.0067006245344186,0.171403125253016,0.171403125253016,0.9145013912675036,-0.0370828182941903,0.0037220843672456,-0.0217654171704957,0.0318877551020408,0.1204986149584488,0.250386398763524,0.2820919175911252,0.2465331278890601,0.2964743589743588,0.4143356643356644,0.4709090909090909,0.3758503401360544,0.2923322683706071,0.3394039735099337,0.3197389885807504,0.2882165605095541,0.3006430868167202,0.4524236983842009,0.3805460750853242,0.3006430868167202,0.503717472118959,0.5065176908752327,0.3394039735099337,0.5321969696969695,0.6510204081632651,0.6924686192468619,0.751082251082251,0.6443089430894309,0.6510204081632651,0.7937915742793793,0.7435344827586208,0.6784232365145226,0.751082251082251,0.7286324786324787,0.7286324786324787,0.8058035714285712,1.0024752475247525,1.012437810945274,1.1012987012987012,1.3794117647058823,1.0585241730279895,1.2917847025495752,0.8857808857808858,1.0481012658227846,1.393491124260355,1.4221556886227544,1.5281249999999995,1.733108108108108,1.8286713286713288
BBNH-L^L97,7.0,0.139482564679415,3.1828179316934937e-07,0.0144880076926879,0.1138646051585868,0.6786951178182221,-0.1818207923524905,1.0,-0.1238662131519274,6.188526615812972e-08,0.0757097791798107,9.656063690822344e-06,-0.0171796707229778,7.876212992404897e-07,0.2353036175710594,14.332543867053984,0.0533533507488317,0.031491002570694,0.031491002570694,0.6726224184150803,7.436363636363636,-0.8738532110091743,-0.8764044943820225,-0.8655256723716381,-0.8556430446194225,-0.8578811369509044,-0.8621553884711779,-0.8618090452261307,-0.8607594936708861,-0.8548812664907651,-0.8493150684931506,-0.8648648648648649,-0.8544973544973544,-0.8681055155875299,-0.8631840796019901,-0.8764044943820225,-0.8674698795180723,-0.866504854368932,-0.8705882352941177,-0.884453781512605,-0.8783185840707964,-0.8824786324786325,-0.8851774530271399,-0.884453781512605,-0.8681055155875299,-0.8651960784313726,-0.8677884615384616,-0.8791208791208791,-0.868421052631579,-0.872093023255814,-0.8641975308641975,-0.8658536585365854,-0.8726851851851851,-0.8788546255506607,-0.8752834467120181,-0.8817204301075269,-0.8769574944071589,-0.866504854368932,-0.8631840796019901,-0.8582474226804123,-0.8696682464454977,-0.8791208791208791,-0.892578125,-0.8865979381443299,-0.9379932356257046,-0.9399563318777292,-0.9413020277481324,-0.937641723356009,-0.933008526187576
BBOU-L,7.0,0.0522083226959407,4.465281033494817e-07,0.0203257073925259,0.1949875344442986,0.3930105113946541,0.1554497019378334,1.0,0.0858880162148467,6.198885242485806e-08,-0.0171673819742382,1.822068940470012e-06,0.0227214705131478,4.006876074386623e-07,0.0188079470198675,14.165745661638722,-0.0145522875613656,0.007514450867052,0.007514450867052,0.600460199078786,0.0304347826086957,-0.0909090909090909,-0.1119691119691119,-0.0763052208835343,-0.0725806451612903,-0.0476190476190476,-0.0396659707724427,-0.0170940170940171,0.0109890109890109,0.0926365795724464,0.0926365795724464,0.0222222222222221,0.0176991150442478,-0.0191897654584223,0.0154525386313464,-0.0554414784394251,0.0313901345291478,0.0502283105022831,-0.0254237288135593,-0.0416666666666667,-0.0149892933618844,-0.1153846153846155,-0.1287878787878789,-0.0376569037656905,-0.0315789473684211,0.0599078341013823,0.0874704491725766,-0.0962671905697446,-0.0128755364806868,-0.0336134453781512,-0.0212765957446809,-0.0436590436590436,-0.0763052208835343,0.0199556541019956,0.0,-0.1085271317829458,-0.1756272401433692,-0.1385767790262172,-0.1433891992551211,-0.1187739463601532,-0.1544117647058824,-0.1559633027522936,-0.2371475953565507,-0.242174629324547,-0.1666666666666666,-0.2203389830508475,-0.1958041958041958,-0.094488188976378,-0.0707070707070708
BBQS-L^G99,7.0,-0.2845765986522783,5.562113230186242e-07,0.0253184256831377,0.0124675324675324,1.6328725050676969,0.3945486290691885,1.0,0.0032095369096744,-3.8639909094529666e-08,-0.146141801499869,1.787942319572186e-06,-0.1707742330710145,7.260235550919519e-07,-0.3203775680177679,1.741665773863908,-0.0700995568488356,0.0339282746827213,-0.1896940116388212,1.4234016671389549,0.0903225806451613,-0.0662650602409637,-0.1242937853107344,-0.1927083333333332,-0.2131979695431471,-0.1340782122905027,-0.1576086956521739,-0.1621621621621621,-0.1666666666666667,-0.1340782122905027,-0.1142857142857142,-0.1340782122905027,-0.0432098765432099,-0.0718562874251496,-0.1040462427745664,-0.1340782122905027,-0.0882352941176469,0.0130718954248365,-0.0372670807453416,-0.0828402366863905,-0.0828402366863905,-0.1142857142857142,-0.1340782122905027,-0.0251572327044025,0.0064935064935065,-0.0548780487804877,-0.0189873417721518,-0.0828402366863905,0.0472972972972973,0.076388888888889,0.0333333333333334,-0.0127388535031847,-0.03125,-0.0372670807453416,0.0689655172413794,0.1654135338345863,0.3247863247863249,0.4622641509433962,0.8235294117647061,0.55,0.2204724409448819,-0.0251572327044025,-0.1340782122905027,-0.2091836734693877,-0.0490797546012269,0.0064935064935065,-0.0662650602409637,-0.0718562874251496,-0.0718562874251496
BBTK-L^C11,7.0,0.0234593837535014,0.0004763376302313,21.68262024160548,0.1626884422110552,0.1994944470739648,-0.6185494234480104,1.0,0.0037209302325581,1.5009712166696097e-05,-0.0342619830420417,6.083995780726185e-08,0.0161064425770308,0.0007164930248984,0.039718129404228,0.0033430480880079,0.1030246913580247,-0.698793490460157,-0.0169753086419753,4.605123040743678,0.0,-0.738562091503268,-0.7590361445783133,-0.7727272727272727,-0.7714285714285714,-0.7674418604651163,-0.7590361445783133,-0.7701149425287356,-0.754601226993865,-0.7402597402597402,-0.726027397260274,-0.727891156462585,-0.727891156462585,-0.727891156462585,-0.7333333333333334,-0.7315436241610738,-0.7350993377483444,-0.7058823529411764,-0.7241379310344828,-0.7333333333333334,-0.6694214876033058,-0.689922480620155,-0.6875,-0.6551724137931034,-0.6491228070175439,-0.7202797202797202,-0.726027397260274,-0.727891156462585,-0.7014925373134329,-0.7484276729559749,-0.7419354838709677,-0.736842105263158,-0.7468354430379747,-0.7777777777777778,-0.7560975609756098,-0.7468354430379747,-0.7687861271676301,-0.7701149425287356,-0.7530864197530864,-0.6946564885496183,-0.7101449275362318,-0.7604790419161677,-0.8029556650246306,-0.815668202764977,-0.7837837837837838,-0.8076923076923077,-0.8387096774193548,-0.8206278026905829,-0.855072463768116
