firms,absacc,acc,age,agr,chpmia,currat,egr,herf,invest,pchcurrat,pchquick,pchsale_pchrect,pchsale_pchxsga,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.1764841917473322,-0.1764841917473322,6.0,0.0298417381974248,0.1854938681545954,1.4365733113673806,-0.0172312741765327,7.870746284233066e-06,0.0129425965665234,-0.0515684362707191,-0.0404549296561423,0.0293202584748197,0.049995532633066,-8.844370860927153,0.7622970110614262,0.0087158628704241,0.0329670329670328,-0.0144404332129963,0.05,0.1666666666666667,0.06640625,0.2079646017699117,0.1921397379912663,0.1973684210526316,0.2522935779816513,0.2297297297297296,0.2409090909090907,0.1280991735537191,-0.0179856115107912,0.0340909090909089,-0.0838926174496644,-0.0714285714285714,-0.0960264900662252,-0.1521739130434782,-0.2109826589595376,-0.1923076923076923,-0.1468750000000001,-0.1360759493670886,-0.0960264900662252,-0.0586206896551724,-0.0108695652173912,0.1052631578947367,0.5872093023255813,0.7901639344262297,1.2469135802469131,0.8827586206896552,0.5872093023255813,0.4559999999999999,0.5041322314049588,0.9640287769784176,0.744408945686901,0.863481228668942,0.8827586206896552,0.8383838383838382,0.5208913649025071,0.6058823529411765,0.625,1.076045627376426,0.956989247311828,0.094188376753507,-0.1534883720930232,-0.1625766871165643,-0.1625766871165643,0.094188376753507,0.06640625
BALZ_07-L^I10,0.0668336944745395,-0.0668336944745395,6.0,-0.1022670079136459,0.7921798008240173,2.3278688524590168,-0.0356373315306941,2.2194728651176312e-08,-0.0727220157844575,0.1186658019492333,0.1460388588031494,0.0812437596989196,0.0630532158414783,-5.403284671532846,1.6461688452372356,0.0121269587783212,-0.0434782608695653,0.0,-0.1153846153846154,-0.1481481481481481,-0.2068965517241378,-0.2333333333333332,-0.28125,-0.3235294117647059,-0.3428571428571427,-0.303030303030303,-0.28125,-0.28125,-0.0416666666666666,-0.0416666666666666,-0.0416666666666666,-0.0416666666666666,0.0,0.1499999999999999,0.3529411764705881,0.3529411764705881,0.7692307692307692,0.6428571428571428,0.6428571428571428,0.7692307692307692,0.7692307692307692,2.2857142857142856,1.2999999999999998,1.5555555555555558,1.2999999999999998,1.0909090909090908,1.0909090909090908,0.9166666666666669,1.875,1.5555555555555558,1.2999999999999998,1.5555555555555558,2.2857142857142856,1.0909090909090908,0.6428571428571428,0.6428571428571428,0.7692307692307692,0.7692307692307692,0.6428571428571428,0.6428571428571428,0.5333333333333334,0.4375,0.3529411764705881,0.4375,0.3529411764705881
BAMD_17-L^J98,0.0129616455864089,-0.0129616455864089,6.0,0.114155527586152,-0.4254402778334306,1.292787692435543,0.0406553481882606,6.083084485043033e-08,0.0357863208373827,-0.0112082020007852,-0.0286331922898863,0.1153326855082581,-0.0012169074092176,-0.4162230181008616,1.2114245943531463,0.1438236696872656,-0.0847457627118644,0.0727272727272727,0.120253164556962,0.0535714285714286,-0.0274725274725274,0.0,0.0792682926829269,0.1493506493506493,-0.1280788177339901,-0.1767441860465115,-0.2202643171806168,-0.2594142259414226,-0.2168141592920353,-0.1571428571428571,-0.1280788177339901,-0.096938775510204,-0.0380434782608696,-0.0380434782608696,-0.106060606060606,-0.1237623762376237,-0.0220994475138122,0.0231213872832369,0.1419354838709676,0.1419354838709676,0.195945945945946,0.4047619047619046,0.3615384615384616,0.7019230769230769,0.6388888888888888,0.4047619047619046,0.3111111111111111,0.1419354838709676,0.195945945945946,0.4047619047619046,0.1644736842105263,0.1132075471698113,0.2123287671232876,0.2919708029197079,0.1132075471698113,0.0172413793103447,0.0056818181818181,-0.0732984293193717,0.0925925925925925,-0.1531100478468898,-0.1954545454545455,-0.1917808219178082,-0.1611374407582937,0.0172413793103447,0.0858895705521474
BBEK_99-L^L95,0.5759162303664921,-0.5759162303664921,6.0,-0.2054543942795377,-7.821858091789783,1.296165803108808,-0.5946219167003639,3.5862200617813107e-06,-0.0096449654943045,-0.1380110365788668,-0.1659781420186613,0.1317504472951228,-0.1077162242499198,-1.287549202403149,0.8147150259067357,-0.0267290848686198,-0.0090909090909091,-0.0677966101694914,-0.0517241379310343,-0.009009009009009,-0.2715231788079469,-0.1911764705882352,-0.1666666666666666,-0.2028985507246375,-0.2857142857142857,-0.140625,-0.1338582677165354,-0.2086330935251797,-0.1791044776119402,-0.2028985507246375,-0.3081761006289307,-0.3373493975903613,-0.3854748603351955,-0.3641618497109826,-0.3785310734463276,-0.3209876543209876,-0.3292682926829268,-0.4554455445544554,-0.519650655021834,-0.4977168949771688,-0.5510204081632653,-0.4977168949771688,-0.5132743362831858,-0.4179894179894179,-0.3641618497109826,-0.3956043956043955,-0.4859813084112149,-0.696969696969697,-0.7179487179487178,-0.6625766871165644,-0.7201017811704835,-0.7157622739018088,-0.6625766871165644,-0.7120418848167539,-0.759825327510917,-0.7639484978540773,-0.779559118236473,-0.7782258064516129,-0.7755102040816326,-0.7764227642276422,-0.7708333333333333,-0.7639484978540773,-0.7447795823665893,-0.7082228116710876,-0.7018970189701896
BBNH_32-L^L97,0.0756767738331047,-0.0756767738331047,8.0,-0.0132189707366296,0.1527880536813558,1.2995363214837712,-0.0472589792060491,0.0001306442484852,-0.1063572149344097,-0.1441459510406489,-0.0348461180251325,-0.0597986553989456,-0.041871921182266,-1.6555555555555554,0.917774343122102,-0.041871921182266,-0.1031941031941032,0.0767195767195767,-0.0239808153477217,0.0124378109452738,-0.0853932584269662,-0.0192771084337349,-0.012135922330097,-0.0423529411764704,-0.1449579831932772,-0.0995575221238936,-0.1303418803418802,-0.1503131524008349,-0.1449579831932772,-0.0239808153477217,-0.0024509803921568,-0.0216346153846153,-0.1054945054945053,-0.026315789473684,-0.0534883720930231,0.0049382716049384,-0.0073170731707316,-0.0578703703703703,-0.1035242290748897,-0.0770975056689342,-0.1247311827956989,-0.0894854586129753,-0.012135922330097,0.0124378109452738,0.0489690721649485,-0.0355450236966823,-0.1054945054945053,-0.205078125,-0.1608247422680411,-0.0812641083521443,-0.111353711790393,-0.1303418803418802,-0.0770975056689342,-0.0097323600973235,-0.044600938967136,-0.0216346153846153,-0.0309523809523809,0.0356234096692111,0.1,0.0598958333333334,0.0024630541871923,0.0149625935162096,0.1120218579234972,0.2296072507552871,0.2041420118343195
BBOU_00-L,0.041506339494102,-0.041506339494102,6.0,-0.0230702082553934,1.2994376666745155,1.6250563316809374,0.0584607133279699,2.583945197901269e-05,0.0225713929417633,0.1093592645752526,0.1359262138892603,-0.0351862128515293,0.0061064262867112,-0.5132605304212169,0.7877422262280307,0.0061064262867112,-0.0652591170825335,-0.0038240917782027,-0.0405156537753222,-0.0057251908396946,-0.0762411347517729,0.0096899224806201,0.0276134122287967,-0.0457875457875457,-0.0629496402877697,-0.0369685767097967,-0.1345514950166112,-0.1472995090016366,-0.057866184448463,-0.0527272727272727,0.0378486055776894,0.0632653061224488,-0.1154499151103565,-0.033395176252319,-0.0544464609800362,-0.0422794117647059,-0.0646319569120288,-0.095486111111111,-0.0019157088122604,-0.0206766917293234,-0.1273031825795644,-0.1934984520123839,-0.1569579288025889,-0.1623794212218648,-0.1374172185430463,-0.1730158730158729,-0.1743264659270997,-0.2535816618911175,-0.2588904694167853,-0.1846635367762128,-0.2371888726207907,-0.2129909365558913,-0.1139455782312924,-0.0907504363001745,-0.1402640264026402,-0.1287625418060201,-0.1243697478991596,-0.0843585237258348,-0.0713012477718361,-0.0713012477718361,-0.0076190476190476,0.0057915057915058,0.1180257510729614,0.1894977168949772,0.184090909090909
BBQS_26-L^G99,0.0816537710778203,-0.0816537710778203,6.0,-0.0037089201877934,0.0716374761418831,1.6966885710604305,0.0352848101265822,3.919913364067507e-05,0.038356807511737,-0.0660796698556764,-0.0935375873031865,-0.1131317253978738,-0.1042139590081546,-1.7120315581854042,1.0739595412962246,-0.0725773106134795,-0.0223463687150837,0.1049382716049383,0.0718562874251498,0.0346820809248555,0.0,0.0529411764705882,0.1699346405228758,0.1118012422360248,0.0591715976331361,0.0591715976331361,0.0228571428571429,0.0,0.1257861635220125,0.1623376623376622,0.0914634146341464,0.1329113924050633,0.0591715976331361,0.2094594594594594,0.2430555555555555,0.1933333333333333,0.1401273885350318,0.1187499999999999,0.1118012422360248,0.2344827586206896,0.3458646616541352,0.52991452991453,0.6886792452830188,1.1058823529411763,0.79,0.4094488188976377,0.1257861635220125,0.0,-0.0867346938775509,0.098159509202454,0.1623376623376622,0.0783132530120482,0.0718562874251498,0.0718562874251498,-0.0913705583756344,-0.1751152073732718,-0.2366737739872069,-0.2334047109207708,-0.1352657004830917,-0.2463157894736841,-0.2723577235772357,-0.2723577235772357,-0.184510250569476,0.081570996978852,-0.2572614107883817
BBTU_63-L^C18,0.1884177083205554,-0.1884177083205554,6.0,-0.0299420009666505,-1.6592749824510364,1.080961235874696,-0.1200092421441774,4.1043418007321566e-05,0.0537699371677139,0.0366893092891302,0.0339202555893781,-0.3011689297456924,-0.1266190326263506,-2.526315789473684,0.7958804176798743,0.0265059673736492,-0.0193704600484261,0.0897097625329814,0.1408839779005524,0.1253405994550409,0.0248138957816377,-0.0048192771084338,0.1072386058981234,0.0508905852417302,-0.0801781737193764,-0.1194029850746269,-0.1901960784313725,-0.1605691056910568,0.0535714285714286,0.1346153846153845,-0.0048192771084338,-0.0903083700440529,-0.1519507186858316,-0.0982532751091703,-0.0942982456140349,-0.0439814814814816,0.0508905852417302,-0.0282352941176471,-0.1212765957446808,-0.1805555555555555,-0.0634920634920636,-0.1175213675213674,-0.0166666666666667,-0.0048192771084338,0.1971014492753622,-0.0327868852459015,-0.1690140845070422,-0.2716049382716049,-0.3207236842105263,-0.1917808219178083,-0.2624999999999999,-0.1854043392504931,-0.2624999999999999,-0.2741652021089631,-0.3150912106135987,-0.3392,-0.386329866270431,-0.3413078149920254,-0.2531645569620253,-0.3262642740619902,-0.3694656488549618,-0.3826606875934231,-0.3338709677419355,-0.220754716981132,-0.2716049382716049
BBVN_02-L^I99,0.5245763898613639,-0.5245763898613639,6.0,-0.2393984220907298,-10.573134080962074,0.9021636876763875,-1.0881612090680102,3.394974532496904e-07,-0.2583826429980275,-0.291266323325414,-0.3162074908422503,0.036698717948718,-0.130995420056906,-1.0782959124928038,0.6081843838193792,-0.0466346153846153,0.0109890109890109,0.0963855421686747,0.058139534883721,0.058139534883721,-0.0421052631578946,0.058139534883721,0.1234567901234566,0.0,-0.0108695652173913,-0.2890625,-0.3259259259259259,-0.3680555555555554,-0.2540983606557376,-0.2945736434108527,-0.3724137931034482,-0.3405797101449275,-0.5472636815920398,-0.4739884393063583,-0.4240506329113924,-0.4709302325581395,-0.4858757062146892,-0.4739884393063583,-0.5309278350515463,-0.5844748858447488,-0.59375,-0.5517241379310345,-0.510752688172043,-0.4829545454545454,-0.4678362573099415,-0.4518072289156626,-0.5404040404040404,-0.6459143968871595,-0.6666666666666666,-0.631578947368421,-0.6374501992031871,-0.6539923954372624,-0.6513409961685823,-0.6417322834645669,-0.65,-0.6208333333333333,-0.636,-0.6300813008130082,-0.5806451612903225,-0.5973451327433628,-0.5825688073394495,-0.5666666666666667,-0.5560975609756097,-0.510752688172043,-0.5919282511210762
BCPS_48-L^C06,0.0577339279250136,-0.0577339279250136,6.0,0.0143196239353367,-0.6641652431264333,1.154070766059773,-0.0090591787913251,7.743311691274368e-05,0.0961726422266006,-0.240083373681579,-0.2753951650456231,-0.0228202163486581,0.0827279795770098,-1.5701717637201509,0.8894423451276767,0.0423947093630352,-0.0508196721311474,0.0049423393739702,-0.0438871473354232,-0.0048939641109299,-0.1042584434654919,-0.0715372907153729,-0.0468750000000001,-0.0208667736757626,-0.1396332863187588,-0.1197691197691197,-0.1029411764705883,-0.1347517730496454,-0.0557275541795666,-0.0271132376395534,0.0796460176991149,0.0971223021582734,-0.0586419753086421,-0.0827067669172932,-0.0129449838187701,0.0252100840336133,0.0796460176991149,0.0645724258289701,0.085409252669039,0.0990990990990989,0.2103174603174602,0.2423625254582484,0.3495575221238938,0.5641025641025641,0.9062499999999998,0.8047337278106508,0.4593301435406698,0.200787401574803,0.2079207920792078,0.469879518072289,0.6576086956521738,0.3990825688073391,0.4252336448598128,0.4489311163895486,0.2127236580516898,0.1730769230769229,0.1090909090909091,0.0912343470483005,0.16412213740458,0.1596958174904943,0.0873440285204989,0.0701754385964912,0.0777385159010599,0.2896405919661731,0.2079207920792078
