firms,absacc,acc,age,agr,chpmia,currat,egr,herf,invest,pchcurrat,pchquick,pchsale_pchrect,pchsale_pchxsga,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BCQE_67-L^A14,0.0862529125185342,-0.0862529125185342,6.0,0.2041178393015546,0.06840573539818,1.888632350943909,0.1713722105782271,7.495315101126481e-06,0.0944955413417993,-0.1141319523522022,-0.0390936971531901,0.0187095744849443,0.1513035956999877,-1.5981161695447408,1.240391144913758,0.1513035956999877,-0.0903503380454824,-0.0012277470841006,0.0323604060913704,0.0517129928894635,-0.0257485029940119,-0.0755681818181819,-0.0048929663608563,0.018785222291797,-0.1011049723756907,-0.0584490740740741,-0.0833802816901408,-0.0535194880744619,-0.0222355769230769,-0.038984051978736,0.0200626959247649,0.0544394037589111,0.0890227576974564,0.0810631229235878,0.1539007092198581,0.2288519637462234,0.2078693392724573,0.2612403100775193,0.1901975128017556,0.2288519637462234,0.2841357537490134,0.510677808727948,0.6434343434343432,0.5750242013552758,0.9673518742442564,0.7938257993384783,0.5857699805068226,0.5599232981783318,0.6318956870611834,0.7742639040348964,0.9531812725090036,1.0086419753086422,1.213605442176871,1.4429429429429428,1.1838926174496645,1.069974554707379,1.1956815114709851,1.330945558739255,1.5185758513931886,1.8898756660746003,1.7026578073089702,1.6848184818481848,1.7764505119453924,2.846335697399527,2.396659707724426
BCUB_73-L^L00,0.0720656155438764,-0.0720656155438764,6.0,-0.0355103637074697,0.2935777356623477,1.9148215092634435,0.1869158878504673,4.3534154843783065e-06,-0.0360578803285099,0.1240350902687393,0.1535187404005396,-0.0216963337372083,0.0196726019529006,-0.8627264061010486,1.4534568459105286,0.0196726019529006,-0.1099476439790575,0.0213903743315506,0.0700280112044817,0.100864553314121,0.0324324324324323,-0.0129198966408269,0.0883190883190883,0.0552486187845302,-0.0728155339805826,-0.0304568527918781,-0.0728155339805826,-0.0904761904761906,-0.0473815461346632,-0.0052083333333333,0.1169590643274853,0.1040462427745665,0.0611111111111111,0.0821529745042493,0.0914285714285714,0.1753846153846152,0.2126984126984126,0.2524590163934426,0.2818791946308725,0.2607260726072606,0.2088607594936709,0.2861952861952861,0.2649006622516556,0.3546099290780142,0.4806201550387596,0.21656050955414,0.1335311572700295,0.1169590643274853,0.1235294117647058,0.220447284345048,0.2483660130718954,0.3172413793103448,0.4692307692307691,0.425373134328358,0.2402597402597401,0.2050473186119874,0.2282958199356912,0.3642857142857143,0.4980392156862745,0.5655737704918034,0.5158730158730158,0.425373134328358,0.5219123505976095,1.0319148936170213,0.891089108910891
BCYO_38-L^K98,0.0041568459395757,-0.0041568459395757,6.0,-0.0657327586206898,-1.454066915835311,1.1241727425687045,-0.1836956521739131,9.72667478649477e-07,0.0029426392572944,-0.0215552819982556,-0.0215552819982556,-0.0069701142708042,-0.0513001695873375,-97.0,1.1241727425687045,-0.0513001695873375,0.0218978102189779,-0.0352112676056336,-0.048611111111111,-0.0616438356164382,-0.0986842105263157,-0.0419580419580418,-0.0743243243243242,-0.1383647798742138,-0.4043478260869564,-0.3938053097345132,-0.368663594470046,-0.3772727272727273,-0.3938053097345132,-0.4094827586206896,-0.3507109004739336,-0.3772727272727273,-0.4017467248908296,-0.4145299145299145,-0.3964757709251101,-0.3010204081632652,-0.2472527472527472,-0.2974358974358974,-0.2594594594594595,-0.3317073170731706,-0.275132275132275,-0.2346368715083798,-0.368663594470046,-0.3045685279187816,-0.1161290322580644,-0.3715596330275229,-0.3627906976744185,-0.4790874524714829,-0.4888059701492537,-0.4120171673819742,-0.4408163265306122,-0.4453441295546558,-0.4475806451612902,-0.4430894308943088,-0.5387205387205387,-0.5508196721311475,-0.5566343042071197,-0.5623003194888179,-0.5608974358974359,-0.5259515570934257,-0.5650793650793651,-0.5594855305466238,-0.5259515570934257,-0.473076923076923,-0.5089605734767024
BCZR_85-L^G00,0.068160624009572,-0.068160624009572,5.0,0.0085747229129841,-0.4489329257511481,1.6715290454805076,0.0247113181816425,1.811374852183276e-06,0.0052459178796915,0.0405195134685268,0.0425328477429121,-0.2715487207206429,-0.0678607833997185,-4.878472903183631,1.2350031544799216,-0.2805899518765627,-0.0089686098654708,-0.0088888888888889,-0.1115537848605576,-0.0470085470085469,-0.1455938697318007,-0.1254901960784313,0.0045045045045044,-0.0176211453744493,-0.0669456066945607,0.0669856459330144,-0.0044642857142858,0.0045045045045044,0.1554404145077721,0.17989417989418,0.0669856459330144,-0.0088888888888889,-0.1254901960784313,-0.0934959349593496,0.0136363636363634,0.103960396039604,0.0772946859903382,0.0619047619047619,0.1675392670157067,0.3117647058823529,0.3937499999999998,0.448051948051948,0.4294871794871795,-0.3242424242424242,-0.3159509202453987,-0.3117283950617284,-0.2852564102564102,-0.292063492063492,-0.2615894039735099,-0.197841726618705,-0.2035714285714285,-0.0510638297872341,-0.1584905660377358,-0.1740740740740741,-0.2175438596491228,-0.2363013698630136,-0.8060869565217391,-0.7944700460829492,-0.7876190476190477,-0.8057491289198606,-0.8008928571428571,-0.7915887850467289,-0.7915887850467289,-0.759698275862069,-0.7406976744186047
BDAJ_H9-L,0.0559361301398403,-0.0559361301398403,35.0,0.0215984904643169,-0.0745879887372588,1.1376869872929063,0.0507603638636206,1.0440938615339598e-05,0.0065031336343419,-0.2173563326851932,-0.1767297511619368,0.0287925645182806,0.0070489300485367,-0.9982153480071384,0.909441852983754,0.043952914372508,-0.102076124567474,0.0122591943957968,0.0321428571428572,0.0471014492753625,-0.0034482758620688,0.0212014134275617,0.12890625,0.1629778672032193,-0.0285714285714285,0.080373831775701,-0.0252951096121415,-0.038269550748752,0.0605504587155962,0.1942148760330579,0.2324093816631129,0.2844444444444445,0.3317972350230416,0.43424317617866,0.3317972350230416,0.4744897959183674,0.4595959595959598,0.5792349726775956,0.5663956639566397,0.470737913486005,0.5170603674540684,0.6011080332409973,0.7839506172839505,0.8233438485804419,1.132841328413284,0.8062499999999999,0.6100278551532035,0.3860911270983214,0.43424317617866,0.6145251396648046,0.5663956639566397,0.5706521739130435,0.7784615384615385,0.685131195335277,0.6011080332409973,0.5052083333333335,0.43424317617866,0.5372340425531916,0.6327683615819211,0.4974093264248707,0.470737913486005,0.4306930693069306,0.4271604938271607,0.7000000000000002,0.6753623188405797
BDFF_05-L^C99,0.0050784732164564,-0.0050784732164564,7.0,0.0410762529635551,0.0506505968486397,1.768582243633861,0.0551669175595501,9.918799624672033e-06,0.0277884986491702,-0.1409426480436343,-0.1650989532658642,0.0471553592758383,0.0372820009268703,-0.0820960698689956,1.2272883688919478,0.0635015131219922,-0.0954545454545455,0.0476190476190476,0.0280373831775702,0.083743842364532,-0.0794979079497907,-0.0517241379310344,-0.0265486725663717,-0.0677966101694915,-0.0909090909090908,-0.0393013100436681,-0.0983606557377049,-0.1235059760956175,-0.1372549019607842,-0.1129032258064516,-0.0393013100436681,-0.0178571428571427,-0.0350877192982456,0.0679611650485436,0.1111111111111111,0.1,0.0576923076923077,0.1,0.1,0.0679611650485436,0.0891089108910891,0.1956521739130436,0.2222222222222223,0.4102564102564103,0.6666666666666667,0.4473684210526316,0.3580246913580247,0.1764705882352941,0.0476190476190476,0.1702127659574468,0.0891089108910891,0.1224489795918366,0.1578947368421053,0.1340206185567012,0.0731707317073171,0.1702127659574468,0.2359550561797752,0.3333333333333332,0.5277777777777777,0.3095238095238095,0.2222222222222223,0.25,0.2087912087912089,0.3173652694610778,0.2941176470588236
BFSV_71-L^I00,0.0228732210646019,0.0228732210646019,6.0,-0.1116935611204093,-4.694042146538584,1.0047484490047125,-2.673942701227831,3.5186563139255057e-10,0.0001105251523668,-0.0015205792349758,-0.0015205792349758,-0.0624312664795987,-0.1673405504108516,5.347996089931574,1.0047484490047125,-0.1673405504108516,-0.3714285714285713,-0.0277777777777777,0.129032258064516,-0.1025641025641026,-0.2045454545454545,-0.0789473684210526,-0.3636363636363637,-0.4166666666666666,-0.5070422535211268,-0.5205479452054795,-0.5679012345679013,-0.5731707317073171,-0.5394736842105263,-0.4615384615384615,-0.5,-0.4615384615384615,-0.5070422535211268,-0.4696969696969697,-0.435483870967742,-0.4067796610169492,-0.4067796610169492,-0.4615384615384615,-0.4067796610169492,-0.4444444444444445,-0.339622641509434,-0.1250000000000001,-0.2045454545454545,-0.2857142857142857,0.09375,-0.1025641025641026,-0.1860465116279069,-0.3137254901960785,-0.3518518518518519,-0.2857142857142857,-0.4615384615384615,-0.4444444444444445,-0.5625,-0.5731707317073171,-0.5833333333333334,-0.5783132530120483,-0.5333333333333334,-0.5569620253164558,-0.5679012345679013,-0.5977011494252874,-0.6236559139784947,-0.631578947368421,-0.5977011494252874,-0.5731707317073171,-0.6153846153846154
BKEO_50-L^A00,0.1901475109104464,-0.1901475109104464,6.0,-0.0479266139054221,0.3939517420873115,1.3205128205128205,0.0157926424502523,1.239095353606433e-07,0.0338192491333639,0.0673795983850673,0.011714527347886,0.1760447251741478,0.0257927872453881,-1.1265508684863526,0.9628205128205128,0.1957579538365564,0.0802469135802468,-0.0635838150289016,-0.0635838150289016,0.0657894736842106,0.2461538461538461,0.296,0.2180451127819549,0.1328671328671329,0.148936170212766,0.1654676258992806,0.0872483221476509,-0.0526315789473683,0.1824817518248174,0.2857142857142858,0.433628318584071,0.5428571428571429,0.4464285714285714,0.5,-0.2767857142857143,-0.2534562211981566,-0.2211538461538461,-0.2894736842105262,-0.2394366197183097,-0.2602739726027396,-0.2465116279069766,-0.2534562211981566,-0.160621761658031,-0.160621761658031,-0.018181818181818,-0.0526315789473683,-0.2097560975609754,-0.3696498054474707,-0.2669683257918551,-0.3745173745173744,-0.447098976109215,-0.4044117647058823,-0.2735426008968609,-0.2248803827751194,-0.2735426008968609,-0.0742857142857141,-0.0121951219512194,0.0,0.1824817518248174,0.1095890410958904,0.4086956521739133,0.3613445378151261,0.5882352941176472,1.0,1.103896103896104
BKLI_06-L^K01,0.2719594594594594,-0.2719594594594594,9.0,0.0204778156996587,4.956597470609272,0.8479166666666667,-0.4216027874564459,3.6758021239064185e-12,-0.0017064846416381,0.873469506517691,1.3821369636963698,-0.3989839202919996,0.0908013061083994,-1.1258741258741258,0.6083333333333333,-0.5871559633027523,0.0,-0.0384615384615385,-0.1379310344827585,-0.1935483870967742,-0.21875,0.0416666666666667,-0.0384615384615385,-0.0234375,-0.1319444444444444,-0.1319444444444444,-0.1987179487179488,-0.21875,-0.0234375,-0.053030303030303,-0.053030303030303,-0.1071428571428571,-0.053030303030303,-0.2897727272727273,-0.4517543859649122,-0.375,-0.375,-0.053030303030303,-0.3206521739130434,-0.5283018867924528,-0.5283018867924528,-0.5353159851301115,-0.5733788395904438,-0.4813278008298756,-0.6334310850439883,-0.6334310850439883,-0.6458923512747875,-0.6246246246246246,-0.4318181818181819,-0.463519313304721,-0.463519313304721,-0.4813278008298756,-0.5421245421245422,-0.5733788395904438,-0.5733788395904438,-0.5847176079734219,-0.6458923512747875,-0.6753246753246753,-0.7689463955637708,-0.7818499127399652,-0.7920133111480865,-0.814540059347181,-0.814540059347181,-0.7960848287112561,-0.8268698060941828
BLNT_37-L^D19,0.0148027856719028,0.0148027856719028,27.0,0.0593524529211969,-0.1308921456430823,1.1635143733009428,0.1267222680475362,3.881925219063103e-09,0.0012339972265208,0.0094267607316482,0.0094267607316482,-0.1124683118667692,0.0307957804676485,0.3585476550680787,1.1635143733009428,0.0307957804676485,-0.0807453416149068,-0.0359281437125748,-0.1297297297297297,0.0254777070063694,-0.0359281437125748,-0.0584795321637425,-0.148148148148148,-0.3263598326359832,-0.4208633093525179,-0.4330985915492957,-0.4486301369863013,-0.466887417218543,-0.4014869888475836,-0.4229390681003584,-0.4651162790697674,-0.4409722222222222,-0.4888888888888888,-0.5106382978723404,-0.498442367601246,-0.4145454545454545,-0.4229390681003584,-0.4330985915492957,-0.4448275862068965,-0.368627450980392,-0.368627450980392,-0.3119658119658118,-0.303030303030303,-0.2259615384615384,-0.0122699386503066,-0.125,-0.2296650717703348,-0.356,-0.2999999999999999,-0.2844444444444444,-0.3235294117647058,-0.375968992248062,-0.3291666666666666,-0.320675105485232,-0.303030303030303,-0.2511627906976743,-0.2029702970297029,-0.1526315789473683,-0.1297297297297297,-0.0529411764705881,-0.125,-0.125,-0.0061728395061728,0.0592105263157896,0.0733333333333334
BUNQ_03-L^K12,0.0156239425317361,0.0156239425317361,6.0,0.2816332833318626,0.5182359872301168,2.191791418300951,0.138656195462478,1.2988633805003781e-08,0.2278743492455661,-0.1980878926306501,-0.133905185646471,-0.1153408813547112,-0.0549322678430397,0.1607320469464889,0.4714929244209853,0.2295962846137995,0.0483870967741935,-0.1267605633802816,-0.2151898734177215,-0.1142857142857142,-0.3333333333333333,-0.2705882352941177,-0.3404255319148935,-0.3861386138613861,-0.3980582524271845,-0.3673469387755101,-0.4363636363636364,-0.4918032786885246,-0.3608247422680412,-0.253012048192771,-0.3033707865168539,-0.2705882352941177,-0.1621621621621621,-0.1506849315068492,-0.2439024390243902,-0.1621621621621621,-0.1388888888888888,-0.0158730158730159,0.1071428571428569,0.3191489361702129,1.137931034482759,1.137931034482759,1.214285714285714,1.0,1.0666666666666669,0.5499999999999998,0.4418604651162792,0.3478260869565217,0.3191489361702129,0.5121951219512195,0.4761904761904763,0.3777777777777777,0.2653061224489796,0.2156862745098038,0.1698113207547169,0.1071428571428569,0.1071428571428569,0.24,0.1923076923076923,-0.0158730158730159,-0.1142857142857142,0.2916666666666667,0.2916666666666667,0.24,0.1272727272727272
