firms,absacc,acc,age,agr,chpmia,convind,currat,egr,grltnoa,herf,invest,pchcurrat,pchquick,pchsale_pchrect,pctacc,ps,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.0676604245790432,-0.0676604245790432,8.0,-0.0204684716005388,-0.0252128447760502,1.0,1.4640008740303727,0.0557830814856658,-0.031964172026958,1.2659346334341808e-06,-0.0094737299552387,-0.0278619252726101,0.0131057078014376,0.0253368871797727,-0.993552546744036,7.0,1.148585163334426,0.0036083319665409,-0.918095238095238,0.0096153846153845,11.209302325581396,0.0174418604651163,0.0334645669291338,0.0447761194029849,0.0204081632653061,10.052631578947368,-0.0463215258855586,0.0057471264367816,12.125,12.461538461538462,11.962962962962962,0.0627530364372468,0.0263929618768328,12.461538461538462,11.650602409638555,11.352941176470589,12.125,0.0714285714285714,12.125,12.291139240506327,11.352941176470589,0.0747185261003071,0.1006289308176102,0.0914760914760914,0.1500547645125958,0.1266094420600858,0.2041284403669723,0.2013729977116705,0.2440758293838862,0.285189718482252,0.2883435582822085,0.2836185819070904,0.2209302325581394,0.2485136741973841,0.1627906976744186,0.2195121951219512,0.2338425381903643,0.2152777777777776,0.2529832935560858,0.2836185819070904,0.2620192307692306,0.2455516014234875,0.2574850299401199,0.3548387096774192,0.3601036269430051,0.3496143958868893,0.3157894736842104
BACQ-L^J02,0.1114775529607511,-0.1114775529607511,7.0,-0.038750655556203,0.071382025982348,1.0,0.909863609408974,0.0179411442949348,-0.0610274237157165,6.736292131717782e-07,0.066196608589243,0.012144494643547,-0.2789975781603455,0.1102965968820995,-2.2711864406779663,7.0,0.3447321605060289,0.1120633813343963,0.0645161290322582,-0.0236220472440945,0.0508474576271187,-0.0606060606060606,-0.1895424836601307,-0.1788079470198675,-0.2151898734177215,-0.1621621621621621,-0.2101910828025478,-0.1788079470198675,-0.1621621621621621,-0.1448275862068965,-0.1895424836601307,-0.1733333333333333,-0.2,-0.1733333333333333,-0.1948051948051948,-0.1388888888888888,-0.0746268656716419,-0.0461538461538462,-0.0746268656716419,-0.0236220472440945,0.24,0.1272727272727272,0.1923076923076923,0.2653061224489796,0.4588235294117646,0.3777777777777777,0.6103896103896103,0.5897435897435896,0.8235294117647058,0.7714285714285716,0.8235294117647058,0.7971014492753625,0.9076923076923076,1.137931034482759,0.9375,1.214285714285714,1.1754385964912282,1.1754385964912282,1.2545454545454544,1.214285714285714,1.2545454545454544,1.0666666666666669,0.7714285714285716,0.8787878787878787,0.6756756756756757,0.6756756756756757,0.631578947368421
BALZ-L^I10,0.0399728572919929,0.0399728572919929,9.0,-0.0781461604052766,-0.1505358214627959,1.0,2.179195852407479,0.1988909892879648,-0.0649545881616034,2.146687018023787e-09,-0.1352058985805286,0.1864200722710116,0.2928500062155283,0.0911540034953092,0.3810708598726114,7.0,1.687110473774199,-0.0158417697787775,0.0,0.0,0.1999999999999999,0.1999999999999999,0.125,0.0588235294117645,-0.1219512195121951,-0.4545454545454546,-0.0526315789473684,0.0,0.0909090909090908,0.0588235294117645,0.0,0.125,0.2413793103448276,0.2413793103448276,0.2857142857142856,0.161290322580645,0.3333333333333332,0.3846153846153846,0.5652173913043477,0.5652173913043477,0.5,0.4399999999999999,0.3846153846153846,0.5,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7142857142857142,0.6363636363636362,0.5652173913043477,0.5652173913043477,0.3846153846153846,0.3333333333333332,0.2413793103448276,0.1999999999999999,0.125,0.0588235294117645,0.0285714285714286,0.0909090909090908,0.125,0.125,0.5,0.5,0.5,0.5,0.5652173913043477
BAMD-L^J98,0.1365149081328005,-0.1365149081328005,8.0,0.0378543010413991,-0.1030307100895877,1.0,1.3085600372435031,0.0024438432779111,-0.0260198251949045,6.966041369894536e-09,0.0250391312143517,-0.0121334256342019,-0.0383710071443663,0.2771323626389654,-2.5336746403036456,7.0,1.188055817506834,0.1828653032293035,-0.16,0.0948905109489051,-0.0131578947368421,-0.0259740259740259,-0.0066225165562914,0.0380622837370241,-0.0566037735849057,0.0676156583629892,0.2820512820512821,0.2096774193548387,0.2096774193548387,0.2096774193548387,0.3392857142857142,0.3574660633484163,0.4218009478672986,0.3636363636363635,0.4018691588785046,0.4084507042253522,0.5,0.4423076923076923,0.4218009478672986,0.4778325123152711,0.4563106796116505,0.4705882352941175,0.4634146341463416,0.4851485148514851,0.8518518518518516,0.8072289156626506,0.910828025477707,1.0689655172413794,1.0270270270270272,0.8518518518518516,0.6949152542372881,0.8181818181818183,0.8987341772151898,0.7857142857142858,0.6483516483516483,0.6949152542372881,0.8292682926829269,0.948051948051948,0.4778325123152711,0.3953488372093023,0.3215859030837005,0.2552301255230125,0.3274336283185841,0.4285714285714286,0.4778325123152711,0.5306122448979591,0.6304347826086956
BAOH-L,0.0719936695539558,0.0719936695539558,16.0,-0.0197232329480895,0.1274978763976942,1.0,0.5872953466820185,-0.0040233581530486,0.0215723627825382,1.4642408235141413e-08,0.020061435337291,-0.2857891477688943,-0.3422953232052952,-0.0422544716521879,0.449974992758424,3.0,0.464491186685014,-0.0626230685081361,-0.0133630289532294,0.0417633410672855,0.0924574209245741,-0.1315280464216633,-0.1332046332046331,-0.1909909909909909,-0.3548850574712643,-0.2136602451838878,-0.2663398692810457,-0.3357988165680473,-0.43875,-0.43875,-0.43875,-0.4680094786729857,-0.4680094786729857,-0.5303347280334728,-0.5772128060263653,-0.5619512195121952,-0.5423037716615698,-0.5332640332640333,-0.43875,-0.3530259365994236,-0.3585714285714285,-0.48331415420023,-0.5273684210526315,-0.4943693693693693,-0.48331415420023,-0.4868571428571429,-0.4943693693693693,-0.5011111111111111,-0.464200477326969,-0.4206451612903226,-0.5394871794871794,-0.5076754385964912,-0.5243644067796609,-0.5482897384305835,-0.5399590163934426,-0.5182403433476395,-0.5038674033149171,-0.4013333333333333,-0.4243589743589743,-0.4099868593955321,-0.3907734056987788,-0.4359296482412059,-0.4983240223463686,-0.4168831168831168,-0.4287531806615776,-0.3548850574712643,-0.3492753623188406
BBIO-L^E18,0.1267289946085657,-0.1267289946085657,8.0,0.0209345031626199,0.3122164017518249,1.0,1.6393342804952304,-0.2170157633340531,-0.1390868889202917,1.1163017828947896e-06,-0.0560293817588247,0.1023904775511264,0.1853786469479944,0.0844576134844833,-7.4714285714285715,4.0,1.3061700832149383,-0.0071191595244677,0.1514900662251654,0.1482889733840304,0.1843137254901961,0.1353383458646615,0.2662473794549267,0.22020202020202,0.2769556025369977,0.2189707366296669,0.2067932067932067,0.0912375790424571,0.0522648083623693,0.051348999129678,0.1482889733840304,0.2007952286282306,0.2226720647773279,0.2288911495422176,0.2326530612244897,0.2492244053774561,0.4278959810874703,0.4432497013142176,0.5507060333761233,0.4932014833127318,0.498759305210918,0.4607013301088272,0.5408163265306123,0.6731301939058172,0.867078825347759,0.914421553090333,0.8613251155624035,0.935897435897436,1.111888111888112,1.1963636363636363,1.054421768707483,0.9297124600638976,1.0,0.970636215334421,0.9235668789808916,0.942122186495177,1.1687612208258529,1.061433447098976,0.942122186495177,1.2453531598513012,1.249534450651769,1.0,1.2878787878787876,1.4653061224489794,1.527196652719665,1.6147186147186146,1.4552845528455287
BBNH-L^L97,0.0959706632082643,-0.0959706632082643,8.0,0.0067306829399623,0.2691311320647803,1.0,1.847747093023256,0.0349401488191523,-0.0160994588792987,1.0891369616356666e-05,0.0015256214663914,0.4662176499046814,0.5086150674962413,0.3035061891765225,-18.5,5.0,1.4269622093023255,0.1182554517133956,0.0530035335689045,-0.0439189189189188,-0.0535117056856188,-0.0035211267605632,0.10546875,4.603960396039604,0.2466960352422906,4.66,0.2331154684095862,9.107142857142856,0.2304347826086958,9.107142857142856,0.2094017094017095,0.2892938496583144,9.48148148148148,9.48148148148148,0.304147465437788,9.107142857142856,9.107142857142856,0.2951945080091533,0.2198275862068965,9.290909090909093,0.2981651376146788,0.2719101123595506,0.3838630806845966,0.4855643044619422,0.4625322997416021,0.418546365914787,0.4221105527638191,0.4329113924050631,0.4934036939313984,0.5506849315068494,0.3906633906633905,0.4973544973544974,0.3573141486810551,0.4079601990049752,0.2719101123595506,0.3638554216867469,0.3737864077669903,0.3317647058823529,0.1890756302521008,0.252212389380531,0.2094017094017095,0.1816283924843424,0.1890756302521008,0.3573141486810551,0.3872549019607842,0.3605769230769231,0.2439560439560439
BBOU-L,0.0417289486796213,-0.0417289486796213,8.0,-0.0521654737352905,0.1017186187633576,1.0,1.3946345256609642,-0.0312645823611759,-0.018684603886395,3.02574725431682e-06,-0.0093412592502729,-0.0493759992445892,-0.1013909384160723,0.2885935840626945,-0.4890510948905109,7.0,0.6687402799377916,0.3568559954102123,0.0729927007299269,-0.0551724137931033,-0.0851419031719532,-0.0369068541300526,0.0916334661354583,0.096,0.1991247264770241,0.2626728110599079,0.1965065502183407,0.2342342342342342,0.2482915717539864,0.1861471861471861,0.1464435146443514,0.183585313174946,0.1585623678646934,0.183585313174946,0.134575569358178,0.1784946236559139,0.1938997821350763,0.1938997821350763,0.1561181434599157,0.1913043478260871,0.0830039525691701,0.057915057915058,0.1004016064257027,0.1048387096774194,0.134575569358178,0.1440501043841338,0.170940170940171,0.2043956043956045,0.3016627078384799,0.3016627078384799,0.2177777777777778,0.2123893805309735,0.1684434968017056,0.2097130242825606,0.1252566735112936,0.2286995515695069,0.2511415525114155,0.1610169491525426,0.1416666666666668,0.1734475374732336,0.0538461538461538,0.0378787878787878,0.1464435146443514,0.1536842105263158,0.2626728110599079,0.2955082742316783,0.0766208251473479
BBQS-L^G99,0.0552963647180386,-0.0552963647180386,8.0,0.1036095376103279,-0.1688586579356917,1.0,1.708792060784618,-0.1617915904936013,-0.0152174593731401,1.3927618666523238e-06,0.0957713081280463,0.0641043848380007,0.0713216290119495,-0.1416223135093191,-0.9255765199161424,6.0,0.9837184059544116,-0.0706880574539557,0.0370370370370369,0.0188679245283018,-0.0121951219512194,-0.0795454545454544,-0.1098901098901098,-0.1562499999999999,-0.173469387755102,-0.1290322580645161,-0.1899999999999999,-0.1098901098901098,-0.0795454545454544,-0.1049723756906076,-0.1290322580645161,-0.1049723756906076,-0.0742857142857141,-0.1098901098901098,-0.0949720670391061,-0.1243243243243242,-0.0581395348837208,-0.0898876404494382,-0.0414201183431951,0.0451612903225806,-0.0240963855421685,-0.0847457627118644,-0.1562499999999999,-0.1776649746192893,-0.0949720670391061,-0.1195652173913043,-0.1243243243243242,-0.1290322580645161,-0.0949720670391061,-0.0742857142857141,-0.0949720670391061,0.0,-0.0299401197604789,-0.0635838150289016,-0.0949720670391061,-0.0470588235294117,0.0588235294117647,0.0062111801242235,-0.0414201183431951,-0.0414201183431951,-0.0742857142857141,-0.0949720670391061,0.0188679245283018,0.0519480519480519,-0.0121951219512194,0.0253164556962024,-0.0414201183431951
BBTK-L^C11,0.1419922949917446,-0.1419922949917446,8.0,-0.1351351351351351,-0.141894761314515,1.0,2.2118959107806693,0.0324374420759962,-0.12841680425609,7.587068441815725e-08,-0.0195005131713992,0.2478188301342843,0.258828996282528,0.1652421652421652,-5.776119402985074,6.0,2.159851301115242,0.1758241758241758,0.0952380952380953,0.024390243902439,0.0,0.0,0.0,0.0,0.0,0.0,-0.0454545454545455,-0.0454545454545455,-0.0454545454545455,-0.16,-0.0232558139534884,0.024390243902439,0.024390243902439,0.024390243902439,0.024390243902439,0.024390243902439,0.0769230769230768,0.0769230769230768,0.0499999999999998,0.0499999999999998,-0.7254901960784315,-0.7469879518072289,-0.7613636363636364,-0.76,-0.7558139534883721,-0.7469879518072289,-0.7586206896551724,-0.7423312883435582,-0.7272727272727273,-0.7123287671232876,-0.7142857142857143,-0.7142857142857143,-0.7142857142857143,-0.72,-0.7181208053691275,-0.7218543046357616,-0.6911764705882353,-0.7103448275862069,-0.72,-0.6528925619834711,-0.6744186046511629,-0.671875,-0.6379310344827587,-0.631578947368421,-0.7062937062937062,-0.7123287671232876,-0.7142857142857143
