firms,absacc,acc,age,agr,bm,bm_ia,chpmia,convind,currat,egr,ep,herf,invest,mve_ia,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,salerec,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.1507274028142141,0.1507274028142141,3.0,0.0429989646141664,5.783163292326471e-07,0.4313150012561378,0.020557265732977,1.0,1.301546778795615,-0.1009240804493567,9.17240933305307e-08,1.961240791155656e-06,0.0239965893172543,1.8308287472458824,-17.843418084973397,0.1800733585578785,0.2404996890889816,0.3095189035153451,-0.0012081490443203,3.2121982210927573,3.0,0.8990839465385194,5.545497406883546,0.3655308527311778,-0.1312384473197781,-0.0373665480427046,-0.0558464223385689,-0.0922818791946308,-0.0508771929824561,0.0093283582089551,0.0150093808630393,-0.0458553791887125,-0.0736301369863012,-0.0269784172661869,0.0863453815261043,0.0649606299212599,0.1486199575371549,0.1559829059829061,0.1389473684210527,0.0150093808630393,-0.172782874617737,-0.1439873417721519,-0.1560062402496099,-0.0373665480427046,-0.0830508474576271,-0.0953177257525084,-0.1533646322378715,-0.2193362193362192,-0.2136627906976743,-0.2032400589101619,-0.1316211878009631,-0.1790591805766311,-0.1466876971608832,-0.1217532467532467,-0.0846023688663282,-0.0424778761061946,0.0,0.0074487895716945,-0.0127737226277372,0.1270833333333334,0.0929292929292928,-0.0091575091575091,0.0246212121212121,0.0587084148727983,-0.005514705882353,0.0018518518518517,0.0018518518518517,-0.0339285714285713,0.056640625,0.0907258064516129,0.1294363256784969,0.2465437788018434,0.4125326370757181
BACQ-L^J02,0.0498582156991057,-0.0498582156991057,1.0,0.0051862034491376,1.1559457727875245e-06,0.8621177152362735,0.0554913570619438,1.0,0.8417645287563986,-0.3346440677966102,-3.1566483300087274e-08,9.779128038703077e-07,0.2118220444888777,0.905805628644402,3.9473477901778766,-0.1485523936200248,-0.0715733601650049,-0.7883916826115575,-0.0119963774679931,-5.970149253731352,1.0,0.4929238181270702,12.063180827886711,-0.0778326764003775,0.0,-0.1739130434782608,-0.1363636363636363,-0.1363636363636363,0.1176470588235294,-0.0952380952380952,-0.4933333333333333,-0.6082474226804124,-0.6122448979591837,-0.6122448979591837,-0.4933333333333333,-0.5064935064935066,-0.5730337078651686,-0.4492753623188406,-0.4794520547945206,-0.6237623762376238,-0.6415094339622642,-0.6752136752136753,-0.7978723404255319,-0.7449664429530201,-0.7625,-0.7853107344632768,-0.8020833333333333,-0.8155339805825242,-0.8061224489795918,-0.8061224489795918,-0.8382978723404255,-0.8576779026217228,-0.8538461538461538,-0.8340611353711791,-0.819047619047619,-0.8207547169811321,-0.8207547169811321,-0.8137254901960784,-0.8118811881188119,-0.7751479289940828,-0.7777777777777778,-0.8173076923076923,-0.8,-0.8080808080808081,-0.831858407079646,-0.8354978354978355,-0.8396624472573839,-0.8448979591836735,-0.8410041841004184,-0.8436213991769548,-0.8429752066115702,-0.8295964125560538,-0.8333333333333333
BALZ-L^I10,0.057648401826484,-0.057648401826484,3.0,-0.3456090651558074,3.633608470165096e-06,2.709987186343308,0.0146359178444854,1.0,2.148373983739837,-0.0146571335716607,-1.3183051278675436e-07,1.6474266568276612e-08,-0.3663833805476864,0.0356092771365786,67.8855268102419,0.5795129220205545,0.8485382703567967,0.2874065367159695,-0.0069539091509325,-4.59090909090909,5.0,1.6686991869918697,6.056179775280898,-0.2784471218206158,-0.3636363636363635,-0.2142857142857143,-0.2142857142857143,-0.1538461538461538,-0.1538461538461538,-0.2142857142857143,-0.2142857142857143,-0.2666666666666666,-0.3125,-0.3529411764705883,-0.3125,-0.3529411764705883,-0.4761904761904761,-0.5416666666666666,-0.56,-0.6206896551724137,-0.6333333333333333,-0.6666666666666667,-0.6944444444444444,-0.6764705882352942,-0.7105263157894737,-0.6944444444444444,-0.7027027027027026,-0.6764705882352942,-0.6857142857142857,-0.6666666666666667,-0.7027027027027026,-0.6857142857142857,-0.7105263157894737,-0.7250000000000001,-0.7250000000000001,-0.7659574468085106,-0.8035714285714286,-0.8135593220338984,-0.828125,-0.8070175438596491,-0.8103448275862069,-0.8166666666666667,-0.7924528301886793,-0.7962962962962963,-0.819672131147541,-0.8135593220338984,-0.7708333333333333,-0.7843137254901961,-0.7708333333333333,-0.7884615384615384,-0.8166666666666667,-0.8070175438596491,-0.7843137254901961
BBEK-L^L95,0.0818751003371326,0.0818751003371326,3.0,0.1508977900552485,1.982306392815862e-07,0.147842701492088,0.0329869875147713,1.0,1.1534737351730815,0.0752351097178683,6.375033342224594e-08,5.321002254921278e-07,0.0776933701657458,4.799799642010406,-4.737945430458819,-0.0477785481850653,-0.0264468769016489,-0.1300932967782724,-0.0482182584959831,0.7112970711297063,2.0,0.8585088356330185,3.145020533880903,0.0526632302405497,-0.1465968586387435,-0.165938864628821,-0.1802575107296138,-0.2344689378757515,-0.2298387096774193,-0.2204081632653062,-0.2235772357723577,-0.2041666666666667,-0.1802575107296138,-0.1136890951276101,0.0132625994694959,0.0352303523035231,-0.0026109660574412,0.1040462427745665,0.0760563380281689,0.1335311572700295,0.0079155672823219,0.0324324324324323,0.0186666666666666,0.1681957186544342,0.1402985074626865,0.1937499999999998,0.1575757575757574,0.1169590643274853,0.0914285714285714,0.1681957186544342,0.2050473186119874,0.0494505494505492,0.1104651162790697,0.2607260726072606,0.277591973244147,0.2483660130718954,0.2861952861952861,0.3403508771929824,0.425373134328358,0.6536796536796536,0.646551724137931,0.4921875,0.5403225806451613,0.668122270742358,0.4980392156862745,0.4524714828897338,0.4692307692307691,0.4524714828897338,0.5983263598326358,0.546558704453441,0.4360902255639096,0.546558704453441,0.7207207207207205
BBIO-L^E18,0.0180239324400942,0.0180239324400942,3.0,-0.0069584869751397,8.619901145873434e-07,0.6428821884544327,0.0239646607424115,1.0,1.3763379204892965,-0.0258785472724599,4.77509995552536e-08,1.3138642959215469e-06,-0.0113001070536457,1.6399855274402306,-29.74664432373008,0.046633943134332,0.1434944809870935,-0.0797753595434988,-0.0562689932359572,0.8228882833787451,3.0,0.8205275229357798,6.141626794258373,-0.0562689932359572,0.034965034965035,-0.1411411411411411,-0.2332439678284182,-0.2571428571428572,-0.1661807580174927,-0.1710144927536232,-0.180515759312321,-0.220708446866485,-0.2373333333333334,-0.2142857142857143,-0.092063492063492,-0.1306990881458967,-0.1280487804878048,-0.0238907849829352,-0.0862619808306709,-0.1710144927536232,-0.2393617021276596,-0.3007334963325183,-0.2647814910025707,-0.2590673575129534,-0.2704081632653061,-0.2513089005235602,-0.3333333333333333,-0.3514739229024943,-0.286783042394015,-0.2552083333333333,-0.337962962962963,-0.3728070175438596,-0.3425287356321839,-0.2759493670886076,-0.2666666666666667,-0.2571428571428572,-0.2164383561643835,-0.1966292134831461,-0.1898016997167139,-0.037037037037037,-0.0744336569579288,-0.1385542168674698,-0.0653594771241831,-0.0653594771241831,-0.1462686567164179,-0.0862619808306709,-0.0977917981072555,-0.0744336569579288,-0.0205479452054794,-0.1145510835913312,-0.089171974522293,0.0250896057347669,0.1349206349206348
BBNH-L^L97,0.0379427097328962,0.0379427097328962,3.0,-0.0247346072186836,3.827933813789542e-07,0.285491727320544,-0.0069691253063578,1.0,1.356020942408377,0.006196518146946,7.386452931007387e-08,2.7122275599286586e-05,-0.1126326963906581,19.008435658823284,205.3942156863812,0.103254829939021,0.1358179943496192,-0.020924161020593,-0.0687672982754949,0.5364741641337386,5.0,0.7949389179755671,7.205930807248764,-0.0687672982754949,0.0742996345919608,-0.0363849765258214,-0.0132211538461537,-0.0226190476190475,0.044529262086514,0.1094594594594595,0.0690104166666667,0.0110837438423647,0.0224159402241594,0.1215846994535518,0.2401812688821754,0.2162962962962964,0.3637873754152827,0.4873188405797104,0.5175600739371535,0.4713261648745521,0.2477203647416415,0.2592024539877302,0.2929133858267718,0.5036630036630039,0.4058219178082194,0.4660714285714289,0.3503289473684212,0.3073248407643312,0.4403508771929825,0.5941747572815534,0.4204152249134949,0.296998420221169,0.3798319327731094,0.484629294755877,0.5317164179104479,0.4303135888501743,0.4981751824817519,0.5910852713178296,0.6066536203522506,0.9093023255813956,0.8285077951002229,0.8244444444444445,0.6893004115226338,0.682377049180328,0.6619433198380567,0.6129666011787822,0.6129666011787822,0.6789366053169736,0.7505330490405118,0.7505330490405118,0.8083700440528636,0.8285077951002229,1.177718832891247
BBOU-L,0.0362195812110922,-0.0362195812110922,3.0,0.1466970387243735,3.501355363366465e-07,0.2611351291000929,0.0049314634032913,1.0,1.562439024390244,0.0202762268586541,6.413773073447786e-08,3.0675659802016225e-06,0.1138952164009111,21.159234114927497,116.7610611121807,0.0064791261409546,0.008009228740936,-0.1320960067478173,0.1707122960604854,-0.4025157232704403,7.0,0.7521951219512195,2.7572633552015,0.1707122960604854,0.0262626262626262,-0.0553435114503816,-0.5208131655372701,-0.5184824902723735,-0.496439471007121,-0.4891640866873065,-0.4891640866873065,-0.4548458149779736,-0.4469273743016759,-0.3850931677018634,-0.3452380952380952,-0.3495400788436268,-0.3310810810810811,-0.2998585572842999,-0.2688330871491875,-0.3047752808988764,-0.3866171003717472,-0.3765743073047859,-0.3621134020618556,-0.2600896860986547,-0.2611940298507462,-0.2431192660550458,-0.2556390977443609,-0.2784256559766763,-0.2384615384615384,-0.1708542713567838,-0.1269841269841269,-0.1666666666666667,-0.0850277264325323,-0.0178571428571427,0.014344262295082,0.064516129032258,0.1301369863013699,0.2468513853904281,0.2724935732647815,0.4820359281437127,0.5091463414634148,0.4558823529411766,0.5420560747663552,0.6282894736842106,0.5137614678899083,0.4954682779456194,0.5277777777777777,0.5714285714285716,0.6779661016949152,0.6390728476821192,0.7187500000000002,0.7187500000000002,1.0121951219512195
BBQS-L^G99,0.0273847558192606,0.0273847558192606,3.0,0.0644492603410912,7.076914984087462e-07,0.5278044974627272,0.0053076106488056,1.0,1.9102374882597613,0.5096315691041705,1.0827539649836493e-07,7.685045508189888e-06,-0.0281729953830208,2.4338487906435,-22.43646359785606,0.4550423174351988,0.7559829327762504,0.1889453053993007,-0.016628473466662,0.4858299595141711,4.0,1.1642291694619618,9.937259923175416,0.1047162649459101,0.0,-0.1522842639593908,-0.2304147465437788,-0.2983193277310925,-0.2953586497890296,-0.2047619047619048,-0.3070539419087137,-0.3320000000000001,-0.3320000000000001,-0.2511210762331839,-0.0059523809523809,-0.3183673469387755,-0.3266129032258065,-0.3450980392156862,-0.3211382113821138,-0.3552123552123551,-0.4056939501779359,-0.4078014184397163,-0.3674242424242424,-0.2893617021276596,-0.2577777777777778,-0.3576923076923077,-0.379182156133829,-0.4201388888888888,-0.3745318352059925,-0.3971119133574007,-0.4395973154362416,-0.4612903225806452,-0.4078014184397163,-0.3837638376383764,-0.3837638376383764,-0.379182156133829,-0.3837638376383764,-0.394927536231884,-0.3927272727272727,-0.3012552301255231,-0.34765625,-0.3721804511278196,-0.3650190114068441,-0.3552123552123551,-0.4014336917562724,-0.4241379310344827,-0.3905109489051095,-0.3992805755395683,-0.3860294117647059,-0.4181184668989547,-0.4377104377104377,-0.4098939929328622,-0.2675438596491227
BBTK-L^C11,0.1154611811546117,0.1154611811546117,3.0,0.9314679036360916,8.812580625345537e-07,0.6572524466902346,0.147726797346227,1.0,1.6416831683168316,0.6767180925666197,1.0995761410406044e-08,2.7905120956311933e-08,0.3823632101351688,3.4736346746815774,88.38170987478269,-0.4067210398397732,-0.4026693086471938,-0.1874237118870867,-0.3406803494445538,18.955307262569832,2.0,1.6147524752475246,2.1485451761102605,-0.2164199944149678,-0.1920289855072463,-0.1238095238095238,-0.0830564784053156,-0.1533742331288343,-0.1610942249240122,-0.188235294117647,-0.142857142857143,-0.206896551724138,-0.2203389830508475,-0.2580645161290323,-0.1976744186046511,-0.2679045092838197,-0.3459715639810427,-0.3727272727272728,-0.3907284768211921,-0.448,-0.3783783783783785,-0.3317191283292978,-0.3251833740831296,-0.2354570637119114,-0.5345699831365935,-0.5504885993485342,-0.5653543307086615,-0.5282051282051282,-0.4990925589836661,-0.4682080924855492,-0.4534653465346535,-0.4772727272727273,-0.4671814671814672,-0.4355828220858896,-0.4025974025974026,-0.4089935760171307,-0.3866666666666667,-0.3712984054669703,-0.4424242424242425,-0.4297520661157025,-0.4051724137931034,-0.450199203187251,-0.5062611806797854,-0.2774869109947644,-0.4089935760171307,-0.3893805309734512,-0.3300970873786408,-0.3168316831683169,-0.1834319526627219,-0.0580204778156997,-0.1153846153846155,0.0184501845018449,0.3269230769230768
BBTU-L^C18,0.0208163391741613,0.0208163391741613,3.0,0.0639998295042837,1.1386095146871008e-06,0.8491881336104486,0.0177504026157482,1.0,1.7808687164470474,0.1444101247543022,6.130268199233716e-08,5.079266102494406e-06,0.0032181066450705,5.346482610038798,-22.15290282858912,0.2509604387640133,0.343948334361398,-0.1990026179961254,-0.0375642581141858,0.6562500000000003,3.0,1.4649422482511794,17.607906976744186,-0.0038942244441521,-0.0169491525423729,-0.056,-0.0888030888030888,-0.1917808219178082,-0.1323529411764706,-0.0166666666666667,-0.1127819548872181,-0.1690140845070422,-0.1862068965517241,-0.1226765799256506,0.0260869565217392,-0.040650406504065,-0.1060606060606061,-0.1127819548872181,-0.024793388429752,-0.1631205673758865,-0.264797507788162,-0.2934131736526946,-0.2601880877742947,-0.1026615969581749,-0.2053872053872054,-0.1945392491467578,-0.2601880877742947,-0.3079178885630499,-0.2337662337662338,-0.1631205673758865,-0.2848484848484848,-0.2912912912912914,-0.2826747720364742,-0.1890034364261169,-0.5931034482758621,-0.5793226381461676,-0.5685557586837294,-0.5580524344569289,-0.5261044176706828,-0.456221198156682,-0.4460093896713615,-0.4824561403508771,-0.4732142857142858,-0.4460093896713615,-0.459954233409611,-0.4511627906976744,-0.4271844660194175,-0.41871921182266,-0.4040404040404041,-0.3586956521739131,-0.3480662983425414,-0.2670807453416149,-0.1917808219178082
