firms,age,agr,bm,bm_ia,cashdebt,chatoia,chpmia,convind,depr,egr,ep,grltnoa,herf,invest,lev,lgr,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BBVN-L^I99,7.0,-0.1047001620745543,2.928968595817997e-07,0.0110625521018499,0.0889532478278858,0.9728211574032328,-5.318478197469537,1.0,0.1695501730103806,-11.685714285714289,3.0542720651578044e-08,0.0838036599965771,1.5139346347974484e-08,-0.0868719611021069,4.2864228469992427e-07,-0.4855889724310777,0.5720011360947275,0.0372675743822491,0.0067354379370067,-0.1979324256177508,0.4121298170088899,-0.0887096774193548,-0.03125,-0.0534351145038168,-0.0534351145038168,-0.0606060606060606,-0.0387596899224806,0.0163934426229508,0.1272727272727272,0.1071428571428569,0.1376146788990824,0.24,0.2916666666666667,0.3478260869565217,0.3626373626373627,0.493975903614458,0.4418604651162792,0.4418604651162792,0.3052631578947369,0.4418604651162792,0.3478260869565217,0.2038834951456309,0.1923076923076923,-0.1448275862068965,-0.1895424836601307,-0.2439024390243902,-0.1014492753623187,-0.1506849315068492,-0.2484848484848484,-0.2101910828025478,-0.4561403508771929,-0.3673469387755101,-0.3072625698324023,-0.3641025641025641,-0.3830845771144278,-0.3673469387755101,-0.4363636363636364,-0.5020080321285141,-0.5118110236220472,-0.4608695652173913,-0.4123222748815165,-0.38,-0.3608247422680412,-0.3439153439153438,-0.4488888888888889,-0.5753424657534246,-0.6000000000000001,-0.5571428571428572,-0.5649122807017544,-0.5852842809364549
BBXK-L,7.0,0.1048483909692909,3.084460873204073e-07,0.0116498378182194,0.4085346555543833,1.0746859479470166,-0.0364546557287595,1.0,0.0457082195935699,0.1180701859989165,5.1793768141933856e-08,0.0099165647106402,6.931504094077172e-06,0.0540409712272005,1.6360121953649647e-07,0.0819240061497913,17.98401316478453,-0.0226114614093068,-0.0113527796712332,0.0405583073442182,0.6809142722364359,-0.0092592592592593,-0.0399999999999999,-0.0159453302961274,0.0359712230215827,-0.0046082949308754,-0.0091743119266055,-0.0159453302961274,0.0693069306930693,0.0334928229665072,0.0212765957446807,0.0334928229665072,0.142857142857143,0.1162790697674418,0.085427135678392,0.08,0.0384615384615385,0.085427135678392,0.0046511627906977,0.0261282660332542,0.0827067669172931,0.1368421052631581,-0.0136986301369862,0.0588235294117647,0.0212765957446807,-0.0091743119266055,-0.0484581497797356,-0.0313901345291479,0.0719602977667492,0.1191709844559587,0.1250000000000002,0.1933701657458564,0.2342857142857144,0.2972972972972973,0.2485549132947977,0.2558139534883721,0.2972972972972973,0.3584905660377357,0.3090909090909093,0.2705882352941178,0.3374613003095976,0.3130699088145898,0.4496644295302014,0.3714285714285716,0.3211009174311927,0.2895522388059701,0.2781065088757397,0.5104895104895106,0.3500000000000001,0.4545454545454546
BCPS-L^C06,7.0,0.1099724686448455,4.2599137769226464e-05,1.6089458307569848,0.1058438323012314,0.8973371687447111,0.0441110639533564,1.0,0.0433481884955021,0.0021370903910082,3.970222144197712e-06,0.0577600579920144,6.460348392519663e-06,0.1136127256041601,7.689277268849356e-05,0.1845181019514344,0.0887597244505989,0.0527318533431408,0.0511102037533302,0.0970849472418859,0.4813505740356695,0.0,-0.7815126050420168,-0.7851239669421488,-0.7855670103092783,-0.7824267782426778,-0.980377358490566,-0.8200692041522492,-0.8216123499142367,-0.8336,-0.8203799654576857,-0.8200692041522492,-0.8165784832451499,-0.8203799654576857,-0.8295081967213115,-0.828665568369028,-0.8369905956112853,-0.8303425774877651,-0.8472834067547723,-0.8417047184170472,-0.8375,-0.8330658105939005,-0.8533145275035261,-0.84992784992785,-0.8470588235294118,-0.8524822695035461,-0.8390092879256966,-0.8341307814992025,-0.815929203539823,-0.8129496402877697,-0.8395061728395061,-0.843609022556391,-0.8317152103559871,-0.8252100840336134,-0.815929203539823,-0.8184991273996509,-0.8149466192170818,-0.8126126126126126,-0.7936507936507936,-0.7881873727087576,-0.7699115044247787,-0.7333333333333334,-0.675,-0.6923076923076923,-0.7511961722488039,-0.7952755905511811,-0.7940594059405941,-0.7493975903614458,-0.7173913043478262,-0.7614678899082569
BCQE-L^A14,7.0,0.0096157574347641,2.770251478738563e-07,0.0104630863446364,0.1664319549353475,0.7915652796454195,-0.0708472082806872,1.0,0.1164039696438996,0.0169455846752973,4.5960599466134524e-08,-0.0224966235770777,6.891601668064637e-07,0.0220619595983095,4.469044690446904e-07,-0.0044708437120776,5.20794737890492,0.1814544641171205,0.1517037832036489,0.1517037832036489,0.9616942130082126,0.021356783919598,0.0025188916876572,0.0446194225721785,0.0613333333333332,0.0994475138121546,0.1916167664670658,0.1740412979351031,0.2594936708860758,0.279742765273312,0.4188948306595363,0.4525547445255473,0.5075757575757576,0.5700197238658775,0.4265232974910393,0.4265232974910393,0.4740740740740738,0.5018867924528303,0.3916083916083916,0.3200663349917081,0.4214285714285715,0.4552102376599636,0.2838709677419355,0.3445945945945945,0.3092105263157894,0.3514431239388795,0.3964912280701753,0.3724137931034483,0.4368231046931408,0.4850746268656716,0.5337186897880539,0.5219885277246652,0.6244897959183673,0.7304347826086959,0.700854700854701,0.7767857142857142,0.6757894736842105,0.7304347826086959,0.8090909090909089,1.1283422459893049,1.3139534883720931,1.2172701949860727,0.3843478260869566,0.2634920634920634,0.1164095371669005,0.0979310344827586,0.1486291486291486,0.249607535321821,0.3747841105354059,0.4138543516873889
BCUB-L^L00,7.0,0.0539291217257319,1.7514963519594564e-07,0.0066153046766758,0.1869063193219953,1.1016832706074142,-0.1134112663430514,1.0,0.120918984280532,0.1691455234762321,5.430556162348727e-08,-0.0495123780945221,3.277202044855424e-07,-0.0382775119617224,3.849884223862991e-07,0.0049036378150302,3.4177915274159334,0.0989137974386909,0.0421067455287987,0.0421067455287987,0.658333060821853,0.0103734439834024,0.0501089324618737,0.0904977375565612,0.1157407407407407,0.0687361419068737,0.1235431235431236,0.1642512077294686,0.2110552763819095,0.2519480519480519,0.3278236914600552,0.2887700534759359,0.4052478134110786,0.4176470588235295,0.261780104712042,0.2887700534759359,0.350140056022409,0.3890489913544668,0.3027027027027027,0.2454780361757107,0.3732193732193734,0.3314917127071823,0.1699029126213593,0.2233502538071066,0.1699029126213593,0.1476190476190475,0.2019950124688281,0.2552083333333335,0.4093567251461989,0.3930635838150289,0.338888888888889,0.3654390934844194,0.3771428571428572,0.4830769230769232,0.5301587301587303,0.5803278688524591,0.6174496644295302,0.5907590759075909,0.5253164556962024,0.6228956228956228,0.5960264900662253,0.7092198581560285,0.8682170542635659,0.5350318471337581,0.4302670623145401,0.4093567251461989,-0.2911764705882352,-0.230031948881789,-0.2124183006535948,-0.1689655172413792
BCYN-L,7.0,0.5749496202139204,4.609645316532735e-07,0.0174103749551982,0.3104388792462187,0.7969822626541362,1.2253812111831195,1.0,0.0845261121856866,0.3089903986034332,8.350435503387819e-08,0.2597074227920217,3.975915315469281e-06,0.7679429545806852,5.318663889335726e-07,0.8055652173913044,14.573612990446804,0.3575370524997391,1.2530594405594406,1.2530594405594406,0.850926857471296,-0.0054466230936818,-0.0192307692307691,-0.0181818181818181,0.0396375990939976,0.0,0.0576036866359446,0.0234113712374581,0.1020408163265305,0.1305418719211823,0.1532663316582914,0.150375939849624,0.2355316285329745,0.1953125,0.1100362756952841,0.1020408163265305,0.0711785297549592,0.0539609644087255,-0.0417536534446764,0.0279955207166853,0.1060240963855421,0.1020408163265305,0.0515463917525771,0.0279955207166853,0.0588235294117647,-0.0265111346765641,0.0928571428571427,0.2405405405405405,0.3480176211453745,0.3539823008849556,0.2405405405405405,0.3401459854014599,0.3640416047548289,0.3721973094170403,0.4166666666666665,0.3021276595744682,0.3559822747415067,0.3559822747415067,0.3421052631578947,0.4144838212634822,0.4525316455696202,0.4617834394904456,0.8214285714285714,0.5638841567291311,0.5223880597014925,0.4758842443729902,0.4664536741214058,0.5909878682842289,0.6721311475409835,0.7586206896551724
BCYO-L^K98,7.0,0.1879602519740929,1.891800316241247e-07,0.0071452249759851,0.0229199304676266,0.2309647493560924,-0.4856933092530071,1.0,0.1696801112656467,-0.1970705725699067,4.549105238059384e-08,-0.0382392895521148,6.648296885842206e-08,-0.0361547333865673,4.009957834500414e-06,0.2153180564799848,0.951898765882882,-0.0070013406822582,-0.0070013406822582,-0.0070013406822582,0.9976383846215195,-0.0129870129870129,0.0921985815602837,0.1578947368421053,0.2222222222222223,0.2941176470588236,0.1755725190839694,0.0547945205479452,0.0405405405405405,-0.0722891566265059,-0.0064516129032258,0.0921985815602837,0.1,0.1,0.1240875912408758,0.0845070422535212,0.0694444444444444,0.0547945205479452,0.013157894736842,0.0769230769230771,0.0405405405405405,-0.0314465408805031,-0.3304347826086956,-0.3185840707964601,-0.2903225806451612,-0.3,-0.3185840707964601,-0.3362068965517241,-0.2701421800947866,-0.3,-0.3275109170305676,-0.3418803418803418,-0.3215859030837004,-0.2142857142857143,-0.1538461538461538,-0.2102564102564101,-0.1675675675675676,-0.2487804878048779,-0.1851851851851851,-0.1396648044692737,-0.2903225806451612,-0.2182741116751269,-0.0064516129032258,-0.2935779816513761,-0.283720930232558,-0.4144486692015209,-0.4253731343283582,-0.3390557939914163,-0.3714285714285714,-0.3765182186234818
BCZB-L,7.0,0.0622347691467079,4.782580877819527e-07,0.0180635429883855,0.3079623875055491,1.869364733617854,-0.3783326253827847,1.0,0.0469094581504153,0.0820858693864122,7.786780358991659e-08,0.0021372994073845,1.929776608889771e-05,0.0818504689918951,3.667420867117248e-07,0.0363232937502568,10.268814297566722,-0.0329710747468507,0.0547974224042918,0.0731158817748884,0.7147997473747364,-0.0383631713554988,-0.005089058524173,0.0129533678756477,-0.0297766749379653,-0.1032110091743119,-0.1698513800424628,-0.1573275862068964,-0.1153846153846153,-0.131111111111111,-0.1073059360730592,-0.0928074245939674,-0.0600961538461538,-0.0821596244131455,-0.0509708737864077,-0.0273631840796018,-0.0200501253132832,-0.0273631840796018,-0.131111111111111,-0.0509708737864077,-0.0175879396984923,0.0567567567567568,0.0482573726541555,0.0454545454545454,0.086111111111111,0.0182291666666667,-0.1193693693693693,-0.0440097799511002,-0.0126262626262625,-0.0600961538461538,-0.2287968441814596,-0.1971252566735113,-0.1837160751565761,-0.2004089979550101,-0.1627408993576017,-0.1954732510288066,-0.2608695652173912,-0.3258620689655171,-0.3067375886524822,-0.2580645161290321,-0.2333333333333332,-0.1904761904761904,-0.1291759465478842,-0.1481481481481481,-0.1609442060085837,-0.1698513800424628,-0.0843091334894612,0.0051413881748072,0.0103359173126615,0.026246719160105
BCZR-L^G00,6.0,0.0422408140212763,6.147193419452008e-07,0.0232176089494209,0.1428182934154311,0.7815351337600671,-0.2637420758262779,1.0,0.2131501117750244,0.000196044796236,4.429936859178591e-08,-0.0596730443023174,1.350855590465512e-07,0.0610252207990876,7.112599200602444e-07,0.0837962987481838,1.288857860495899,-0.0290577052589572,0.108153781755646,0.0372321090372025,0.7619404605065265,0.0066006600660066,0.063157894736842,0.1976284584980236,0.1976284584980236,0.1058394160583939,0.1139705882352939,0.1477272727272727,0.178988326848249,0.1139705882352939,0.2520661157024793,0.2893617021276595,0.3231441048034933,0.3710407239819004,0.358744394618834,0.3466666666666667,0.2071713147410359,0.2948717948717949,0.160919540229885,0.188235294117647,0.3648648648648647,0.3348017621145374,0.2677824267782425,0.4497607655502391,0.3526785714285712,0.3648648648648647,0.5699481865284974,0.6031746031746033,0.4497607655502391,0.3466666666666667,0.188235294117647,0.2317073170731707,0.377272727272727,0.5,0.463768115942029,0.4428571428571426,0.5863874345549738,0.7823529411764705,0.8937499999999998,0.9675324675324676,0.942307692307692,3.590909090909091,3.661538461538461,3.661538461538461,3.887096774193548,3.809523809523809,4.05,4.410714285714285,4.410714285714285,5.446808510638298
BDBL-L^I07,7.0,0.1103215005637364,7.804444953602935e-08,0.002947695617103,0.2372845909319056,1.38279607054816,0.2615125526311494,1.0,0.3287182415072794,-0.2586042715276833,1.527952801008134e-08,-0.107954085514903,3.0395739693556564e-06,0.0416139943284704,3.7116221789437525e-07,0.1836781294241221,10.427332690048033,0.1616722135981897,-0.0799818551482789,0.0501386267794319,2.094752776280479,-0.0292887029288704,0.102834541858932,0.0535264483627204,0.1529979324603723,0.1350067842605156,0.1190635451505017,0.2088150289017341,0.2800306044376435,0.3470209339774557,0.4675438596491228,0.5153985507246379,0.5978987583572111,0.6086538461538462,0.616425120772947,0.683098591549296,0.7088866189989786,0.710633946830266,0.6385896180215473,0.616425120772947,0.6679960119641077,0.6258503401360547,0.4779151943462898,0.5768143261074459,0.5462107208872458,0.520909090909091,0.6898989898989898,0.7573529411764708,0.7354771784232366,0.7629083245521602,0.6763527054108216,0.7408949011446411,0.8425110132158591,0.905466970387244,0.9752066115702478,0.9011363636363636,0.9476135040745052,1.0059952038369304,0.8989784335981839,1.0156626506024096,1.0402439024390246,1.1230964467005076,1.5233785822021115,1.2306666666666666,1.1312101910828027,0.972877358490566,0.965922444183314,1.2855191256830605,1.0731102850061958,1.0254237288135593
