firms,absacc,acc,age,agr,chpmia,currat,depr,egr,herf,invest,pchcurrat,pchdepr,pchquick,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BCQE_67-L^A14,0.0862529125185342,-0.0862529125185342,6.0,0.2041178393015546,0.0667966109603581,1.888632350943909,0.1147500916534278,0.1713722105782271,7.5624986482058495e-06,0.0944955413417993,-0.1141319523522022,0.059300846086938,-0.0390936971531901,0.0187095744849443,-1.5981161695447408,1.240391144913758,0.1513035956999877,0.0336294416243654,0.0187459599224304,-0.0562874251497005,-0.1045454545454546,-0.0360856269113151,-0.013149655604258,-0.1292817679558011,-0.087962962962963,-0.112112676056338,-0.0831878999418267,-0.0528846153846154,-0.0691080921441228,-0.0119122257053291,0.0213869086195723,0.0548862115127175,0.0471760797342191,0.1177304964539007,0.1903323262839877,0.170007423904974,0.2217054263565891,0.1528895391367959,0.1903323262839877,0.2438831886345698,0.4633240482822656,0.5919191919191917,0.5256534365924492,0.905683192261185,0.7375964718853363,0.5360623781676412,0.511025886864813,0.5807422266800399,0.7186477644492912,0.8919567827130852,0.9456790123456792,1.1442176870748302,1.3663663663663663,1.115436241610738,1.005089058524173,1.1268556005398112,1.2578796561604584,1.4396284829721364,1.7992895204262878,1.6179401993355484,1.6006600660066006,1.6894197952218426,2.725768321513002,2.290187891440501,2.6736596736596736,3.07235142118863
BCUB_73-L^L00,0.0720656155438764,-0.0720656155438764,6.0,-0.0355103637074697,0.2866718365282342,1.9148215092634435,0.1307797537619699,0.1869158878504673,4.3924369117905895e-06,-0.0360578803285099,0.1240350902687393,0.0475102066887744,0.1535187404005396,-0.0216963337372083,-0.8627264061010486,1.4534568459105286,0.0196726019529006,0.0476190476190476,0.0288184438040344,-0.0351351351351352,-0.0775193798449612,0.017094017094017,-0.0138121546961326,-0.133495145631068,-0.0939086294416243,-0.133495145631068,-0.15,-0.1097256857855361,-0.0703125,0.0438596491228069,0.0317919075144508,-0.0083333333333334,0.0113314447592067,0.02,0.0984615384615383,0.1333333333333333,0.1704918032786886,0.1979865771812079,0.1782178217821781,0.1297468354430377,0.202020202020202,0.1821192052980131,0.2659574468085106,0.3837209302325579,0.1369426751592355,0.0593471810089019,0.0438596491228069,0.05,0.1405750798722045,0.1666666666666665,0.2310344827586206,0.3730769230769228,0.3320895522388059,0.1590909090909089,0.1261829652996844,0.1479099678456592,0.2750000000000001,0.4000000000000001,0.4631147540983606,0.4166666666666665,0.3320895522388059,0.4223107569721116,0.8989361702127661,0.7673267326732673,0.7673267326732673,0.7673267326732673
BCYO_38-L^K98,0.0041568459395757,-0.0041568459395757,6.0,-0.0657327586206898,-1.419862552781842,1.1241727425687045,0.1337668369716674,-0.1836956521739131,9.813858914797258e-07,0.0029426392572944,-0.0215552819982556,0.0759930973925366,-0.0215552819982556,-0.0069701142708042,-97.0,1.1241727425687045,-0.0513001695873375,-0.0138888888888889,-0.0136986301369863,-0.0526315789473684,0.006993006993007,-0.027027027027027,-0.0943396226415095,-0.3739130434782608,-0.3628318584070796,-0.336405529953917,-0.3454545454545455,-0.3628318584070796,-0.3793103448275862,-0.3175355450236966,-0.3454545454545455,-0.3711790393013101,-0.3846153846153846,-0.3656387665198238,-0.2653061224489795,-0.2087912087912088,-0.2615384615384615,-0.2216216216216217,-0.297560975609756,-0.2380952380952381,-0.1955307262569833,-0.336405529953917,-0.2690355329949239,-0.0709677419354839,-0.3394495412844037,-0.3302325581395349,-0.4524714828897338,-0.4626865671641791,-0.3819742489270387,-0.4122448979591837,-0.417004048582996,-0.4193548387096775,-0.4146341463414634,-0.5151515151515151,-0.5278688524590164,-0.5339805825242718,-0.5399361022364217,-0.5384615384615385,-0.5017301038062284,-0.5428571428571429,-0.5369774919614148,-0.5017301038062284,-0.4461538461538462,-0.4838709677419355,-0.4461538461538462,-0.3542600896860987
BCZR_85-L^G00,0.068160624009572,-0.068160624009572,5.0,0.0085747229129841,-0.4383725694072813,1.6715290454805076,0.2486200827950322,0.0247113181816425,1.8276109391280047e-06,0.0052459178796915,0.0405195134685268,-0.2158215968125015,0.0425328477429121,-0.2715487207206429,-4.878472903183631,1.2350031544799216,-0.2805899518765627,-0.1035856573705178,0.0726495726495726,-0.0383141762452107,-0.0156862745098039,0.1306306306306304,0.1057268722466959,0.0502092050209204,0.200956937799043,0.1205357142857141,0.1306306306306304,0.3005181347150258,0.3280423280423279,0.200956937799043,0.1155555555555554,-0.0156862745098039,0.0203252032520324,0.1409090909090906,0.2425742574257425,0.21256038647343,0.195238095238095,0.3141361256544501,0.476470588235294,0.5687499999999999,0.6298701298701297,0.6089743589743588,-0.2393939393939393,-0.2300613496932515,-0.2253086419753087,-0.1955128205128206,-0.2031746031746032,-0.1688741721854305,-0.0971223021582734,-0.1035714285714285,0.0680851063829786,-0.0528301886792453,-0.0703703703703705,-0.1192982456140352,-0.1404109589041096,-0.7817391304347826,-0.7686635944700461,-0.7609523809523809,-0.7813588850174216,-0.7758928571428572,-0.7654205607476635,-0.7654205607476635,-0.7295258620689655,-0.708139534883721,-0.7301075268817205,-0.6782051282051282
BDAJ_H9-L,0.0559361301398403,-0.0559361301398403,35.0,0.0215984904643169,-0.0728334376788354,1.1376869872929063,0.0723527858463163,0.0507603638636206,1.0534524979828938e-05,0.0065031336343419,-0.2173563326851932,0.0009130619666159,-0.1767297511619368,0.0287925645182806,-0.9982153480071384,0.909441852983754,0.043952914372508,0.0196428571428572,0.0144927536231884,-0.0344827586206897,-0.0106007067137809,0.09375,0.1267605633802817,-0.0588235294117648,0.0467289719626167,-0.0556492411467116,-0.0682196339434276,0.0275229357798163,0.1570247933884296,0.1940298507462685,0.2444444444444444,0.2903225806451612,0.3895781637717119,0.2903225806451612,0.4285714285714286,0.4141414141414141,0.5300546448087431,0.5176151761517613,0.4249363867684477,0.4698162729658792,0.551246537396122,0.7283950617283947,0.7665615141955835,1.066420664206642,0.7499999999999998,0.5598885793871866,0.3429256594724219,0.3895781637717119,0.5642458100558658,0.5176151761517613,0.5217391304347825,0.723076923076923,0.6326530612244896,0.551246537396122,0.4583333333333332,0.3895781637717119,0.4893617021276595,0.5819209039548021,0.4507772020725389,0.4249363867684477,0.386138613861386,0.382716049382716,0.6470588235294117,0.6231884057971013,0.6422287390029324,0.8122977346278317
BDFF_05-L^C99,0.0434466607445691,-0.0434466607445691,6.0,-0.0460235640648011,1.822698318045714,2.05874757908328,0.0600169061707523,0.0402542372881356,8.848268799042148e-06,0.0001577950767935,0.318892236171677,0.0222723998539622,0.3120246546880181,0.0099676921336502,-0.7834951456310678,1.4699806326662364,-0.0107479387514722,-0.0186915887850466,0.0541871921182264,-0.104602510460251,-0.0775862068965517,-0.0530973451327434,-0.0932203389830509,-0.115702479338843,-0.0655021834061135,-0.1229508196721311,-0.1474103585657371,-0.1607843137254903,-0.1370967741935485,-0.0655021834061135,-0.044642857142857,-0.0614035087719299,0.0388349514563104,0.0808080808080806,0.0699999999999998,0.0288461538461537,0.0699999999999998,0.0699999999999998,0.0388349514563104,0.0594059405940594,0.1630434782608696,0.1888888888888888,0.3717948717948718,0.6212121212121211,0.4078947368421053,0.3209876543209875,0.1443850267379678,0.0190476190476189,0.1382978723404253,0.0594059405940594,0.0918367346938773,0.1263157894736841,0.1030927835051547,0.0439024390243902,0.1382978723404253,0.2022471910112357,0.2969696969696969,0.4861111111111109,0.2738095238095237,0.1888888888888888,0.2159090909090908,0.1758241758241758,0.2814371257485029,0.2588235294117647,0.2588235294117647,0.2738095238095237
BFSV_71-L^I00,0.0228732210646019,0.0228732210646019,6.0,-0.1116935611204093,-4.583623072959528,1.0047484490047125,0.3191311612364244,-2.673942701227831,3.5501954565677155e-10,0.0001105251523668,-0.0015205792349758,0.9147869674185464,-0.0015205792349758,-0.0624312664795987,5.347996089931574,1.0047484490047125,-0.1673405504108516,0.161290322580645,-0.2051282051282051,-0.2954545454545454,-0.1842105263157895,-0.4363636363636364,-0.4833333333333333,-0.5633802816901408,-0.5753424657534246,-0.617283950617284,-0.6219512195121951,-0.5921052631578947,-0.5230769230769231,-0.5571428571428572,-0.5230769230769231,-0.5633802816901408,-0.5303030303030303,-0.5,-0.4745762711864406,-0.4745762711864406,-0.5230769230769231,-0.4745762711864406,-0.5079365079365079,-0.4150943396226415,-0.2250000000000001,-0.2954545454545454,-0.3673469387755101,-0.03125,-0.2051282051282051,-0.2790697674418604,-0.3921568627450981,-0.4259259259259259,-0.3673469387755101,-0.5230769230769231,-0.5079365079365079,-0.6125,-0.6219512195121951,-0.6309523809523809,-0.6265060240963856,-0.5866666666666667,-0.6075949367088608,-0.617283950617284,-0.6436781609195402,-0.6666666666666667,-0.6736842105263158,-0.6436781609195402,-0.6219512195121951,-0.6593406593406593,-0.6352941176470588,-0.5694444444444444
BKEO_50-L^A00,0.1901475109104464,-0.1901475109104464,6.0,-0.0479266139054221,0.3846847212472424,1.3205128205128205,0.2177177177177177,0.0157926424502523,1.2502018674623124e-07,0.0338192491333639,0.0673795983850673,0.4926930986225155,0.011714527347886,0.1760447251741478,-1.1265508684863526,0.9628205128205128,0.1957579538365564,0.0,0.138157894736842,0.3307692307692307,0.3839999999999999,0.3007518796992481,0.2097902097902098,0.2269503546099291,0.2446043165467626,0.1610738255033557,0.0116959064327486,0.2627737226277371,0.373015873015873,0.5309734513274338,0.6476190476190475,0.544642857142857,0.6018518518518516,-0.2276785714285715,-0.2027649769585253,-0.1682692307692308,-0.2412280701754385,-0.1877934272300468,-0.2100456621004566,-0.1953488372093023,-0.2027649769585253,-0.1036269430051813,-0.1036269430051813,0.0484848484848485,0.0116959064327486,-0.1560975609756096,-0.3268482490272373,-0.2171945701357466,-0.332046332046332,-0.409556313993174,-0.3639705882352941,-0.2242152466367712,-0.1722488038277511,-0.2242152466367712,-0.0114285714285714,0.0548780487804878,0.067901234567901,0.2627737226277371,0.1849315068493151,0.5043478260869567,0.4537815126050419,0.696078431372549,1.1358024691358022,1.2467532467532467,1.276315789473684,1.4027777777777777
BKLI_06-L^K01,0.2719594594594594,-0.2719594594594594,9.0,0.0204778156996587,4.840002245487028,0.8479166666666667,0.5392670157068062,-0.4216027874564459,3.708749828134197e-12,-0.0017064846416381,0.873469506517691,-0.4940210716825027,1.3821369636963698,-0.3989839202919996,-1.1258741258741258,0.6083333333333333,-0.5871559633027523,-0.1034482758620689,-0.0645161290322581,-0.0937500000000001,0.2083333333333332,0.1153846153846154,0.1328125,0.0069444444444444,0.0069444444444444,-0.0705128205128206,-0.0937500000000001,0.1328125,0.0984848484848484,0.0984848484848484,0.0357142857142858,0.0984848484848484,-0.1761363636363636,-0.3640350877192981,-0.275,-0.275,0.0984848484848484,-0.2119565217391305,-0.4528301886792453,-0.4528301886792453,-0.4609665427509294,-0.5051194539249146,-0.3983402489626556,-0.5747800586510264,-0.5747800586510264,-0.5892351274787535,-0.5645645645645646,-0.3409090909090909,-0.3776824034334765,-0.3776824034334765,-0.3983402489626556,-0.4688644688644688,-0.5051194539249146,-0.5051194539249146,-0.5182724252491694,-0.5892351274787535,-0.6233766233766234,-0.7319778188539741,-0.7469458987783595,-0.7587354409317804,-0.78486646884273,-0.78486646884273,-0.7634584013050572,-0.7991689750692521,-0.7991689750692521,-0.8145780051150895
BUNQ_03-L^K12,0.0156239425317361,0.0156239425317361,6.0,0.2816332833318626,0.5060453984328956,2.191791418300951,0.1128902316213494,0.138656195462478,1.3105056194051041e-08,0.2278743492455661,-0.1980878926306501,0.165334509513908,-0.133905185646471,-0.1153408813547112,0.1607320469464889,0.4714929244209853,0.2295962846137995,-0.1012658227848102,0.1285714285714287,-0.1505376344086021,-0.0705882352941176,-0.1595744680851063,-0.2178217821782178,-0.233009708737864,-0.1938775510204081,-0.2818181818181818,-0.3524590163934425,-0.1855670103092782,-0.0481927710843372,-0.1123595505617977,-0.0705882352941176,0.0675675675675675,0.0821917808219179,-0.0365853658536584,0.0675675675675675,0.0972222222222223,0.2539682539682539,0.4107142857142856,0.6808510638297873,1.724137931034483,1.724137931034483,1.8214285714285712,1.5483870967741935,1.6333333333333335,0.975,0.8372093023255816,0.7173913043478262,0.6808510638297873,0.9268292682926832,0.8809523809523812,0.7555555555555555,0.6122448979591837,0.5490196078431373,0.4905660377358489,0.4107142857142856,0.4107142857142856,0.5800000000000001,0.5192307692307692,0.2539682539682539,0.1285714285714287,0.6458333333333335,0.6458333333333335,0.5800000000000001,0.4363636363636363,0.4107142857142856,0.3166666666666669
BWQW_65-L^I10,0.0786219530812681,-0.0786219530812681,16.0,0.1160824853281646,-0.0617019469726259,1.4781814273430782,0.1291113675706866,0.1222151495862507,2.2933095770599224e-05,0.0699402358261994,0.0274547707309506,0.6230463997007502,0.0382164834002473,0.3923123940226499,-0.8612040133779262,1.0692175408426483,0.5756737072104879,0.028436018957346,-0.0231481481481482,-0.1244813278008299,-0.0538116591928251,-0.0186046511627907,-0.0140186915887852,-0.1692913385826772,-0.1422764227642277,-0.172549019607843,-0.2007575757575758,-0.0982905982905982,-0.109704641350211,-0.1422764227642277,-0.109704641350211,-0.1171548117154812,-0.0786026200873363,-0.0745614035087719,-0.0786026200873363,-0.128099173553719,-0.1457489878542511,-0.1946564885496183,-0.1853281853281853,-0.1757812500000001,-0.0905172413793103,-0.0580357142857144,-0.1915708812260537,0.0343137254901959,-0.0580357142857144,-0.1021276595744681,-0.1626984126984128,-0.1491935483870968,-0.040909090909091,-0.0745614035087719,-0.040909090909091,0.0292682926829268,0.0989583333333332,0.0656565656565655,0.0292682926829268,0.0656565656565655,0.1467391304347824,0.2339181286549707,0.2710843373493976,0.2865853658536585,0.3439490445859872,0.4256756756756756,0.7154471544715446,0.8839285714285712,0.8508771929824561,1.068627450980392
