firms,absacc,acc,age,agr,chpmia,convind,currat,egr,herf,invest,pchcurrat,pchquick,pchsale_pchrect,pctacc,ps,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BBTU-L^C18,0.0763284287565754,-0.0763284287565754,8.0,-0.1070511155366986,-0.2052514268654431,1.0,0.863081549619671,-0.0351699882766705,2.00591477732587e-06,-0.0386469246976651,-0.0070052508897475,-0.0070878981743927,0.0793092322751479,-12.150485436893202,5.0,0.8328321245356448,-0.0059777523651107,-0.0171673819742489,0.0086580086580085,0.1421568627450979,0.1767676767676769,0.1095238095238095,0.1201923076923077,0.2263157894736842,0.2872928176795579,0.2135416666666667,0.2072538860103627,0.232804232804233,0.2526881720430107,0.3786982248520711,0.5958904109589043,0.6293706293706296,0.4294478527607364,0.3786982248520711,0.4036144578313254,0.3625730994152047,0.3625730994152047,0.2872928176795579,0.3089887640449438,0.3625730994152047,0.3238636363636364,0.3869047619047621,0.3625730994152047,0.484076433121019,0.5533333333333335,0.5328947368421053,0.3952095808383233,0.3546511627906976,0.5129870129870131,0.4294478527607364,0.2526881720430107,0.2010309278350517,0.0990566037735849,0.1421568627450979,0.4382716049382715,0.5430463576158941,0.3546511627906976,0.2393617021276597,0.1534653465346533,0.2263157894736842,0.232804232804233,0.3016759776536313,0.4294478527607364,0.3238636363636364,0.1948717948717948,0.1148325358851676
BBVN-L^I99,0.0502164502164502,-0.0502164502164502,8.0,0.0908761766835627,0.5282211970014289,1.0,1.5448916408668731,0.1497326203208555,1.3144447628808488e-08,0.056842867487328,0.0341463061156833,0.0681491802330408,-0.2426941602434871,-0.7435897435897436,7.0,1.1493808049535603,-0.0267211568689091,0.0059880239520957,0.0060240963855422,0.0060240963855422,0.0705128205128204,0.0844155844155842,0.0569620253164555,0.0986842105263157,0.0986842105263157,0.0986842105263157,0.143835616438356,0.3359999999999998,0.4778761061946903,0.346774193548387,0.3046875,0.2748091603053433,0.2748091603053433,0.2651515151515151,0.2945736434108525,0.3688524590163935,0.5181818181818181,0.4910714285714284,0.5321100917431192,0.6699999999999999,0.7395833333333333,0.8152173913043477,0.8351648351648351,1.0120481927710845,0.941860465116279,0.941860465116279,0.7578947368421052,0.941860465116279,0.8152173913043477,0.6213592233009708,0.6057692307692306,0.1517241379310345,0.0915032679738561,0.0182926829268292,0.2101449275362319,0.143835616438356,0.0121212121212122,0.0636942675159235,-0.2675438596491227,-0.1479591836734693,-0.0670391061452514,-0.1435897435897436,-0.1691542288557213,-0.1479591836734693,-0.2409090909090909,-0.3293172690763053
BBXK-L,0.025912408759124,-0.025912408759124,8.0,0.1128266241390791,-0.0283197734281737,1.0,1.7168189145620634,0.1089396753613826,7.171487215792207e-06,0.0391861341371515,-0.0103146353539007,0.0041882220895547,-0.4045685483598229,-0.2393502911431197,4.0,1.4643859334885665,0.0624550062440315,0.0142857142857142,-0.0020366598778003,-0.0219560878243512,-0.0410958904109588,-0.0354330708661416,-0.0040650406504064,0.0103092783505156,0.0294117647058824,0.0606060606060605,0.1187214611872147,0.1583924349881795,0.1448598130841121,0.1342592592592593,0.088888888888889,0.1161731207289296,0.1750599520383693,0.1290322580645162,0.1238532110091743,0.1161731207289296,0.2128712871287128,0.1722488038277514,0.1583924349881795,0.1722488038277514,0.2962962962962965,0.2661498708010337,0.2311557788944724,0.2250000000000001,0.1778846153846154,0.2311557788944724,0.1395348837209302,0.163895486935867,0.2280701754385965,0.2894736842105265,0.1187214611872147,0.2009803921568629,0.1583924349881795,0.1238532110091743,0.0792951541850222,0.0986547085201794,0.215880893300248,0.2694300518134715,0.2760416666666667,0.3535911602209944,0.4000000000000001,0.4714714714714716,0.4161849710982659,0.4244186046511629,0.4714714714714716,0.5408805031446542
BCPS-L^C06,0.0730155694964367,-0.0730155694964367,8.0,-0.12634697533416,-0.0115561671695838,1.0,1.1520324679507827,-0.0178105994787141,6.894946622757959e-06,-0.2037067658812181,0.1001998184434138,0.1110291977060215,0.2955644261133707,-1.9808459696727847,7.0,0.9107131353475488,0.0790887370455478,0.2058823529411764,-0.8271186440677967,-0.8271186440677967,-0.1774193548387096,-0.1499999999999999,0.0099009900990099,0.0303030303030302,-0.3544303797468354,-0.0192307692307692,-0.4104046242774566,-0.0377358490566037,-0.0192307692307692,-0.0192307692307692,-0.7857142857142857,-0.7892561983471074,-0.7896907216494845,-0.7866108786610879,-0.980754716981132,-0.8235294117647058,-0.8250428816466553,-0.8368,-0.8238341968911918,-0.8235294117647058,-0.8201058201058201,-0.8238341968911918,-0.8327868852459016,-0.8319604612850082,-0.8401253918495297,-0.833605220228385,-0.8502202643171806,-0.8447488584474886,-0.840625,-0.8362760834670947,-0.8561354019746121,-0.8528138528138528,-0.85,-0.8553191489361702,-0.8421052631578947,-0.8373205741626795,-0.8194690265486726,-0.8165467625899281,-0.8425925925925926,-0.8466165413533835,-0.8349514563106796,-0.8285714285714285,-0.8194690265486726,-0.8219895287958116,-0.8185053380782918,-0.8162162162162162
BCQE-L^A14,0.0879607942056142,-0.0879607942056142,8.0,0.1314950650946657,-0.0087421998812861,1.0,1.8289489489489488,0.0994618091492443,9.26374122428176e-07,0.0733131072621836,0.0624997375524974,0.0801119700345508,0.0657096759074359,-1.2647668393782383,7.0,1.2412012012012013,0.21102413568167,-0.0609874152952566,-0.0452865064695009,0.098936170212766,0.0760416666666667,0.0258192651439921,0.1289617486338796,0.1685520361990951,0.1131465517241381,0.1969872537659327,0.2039627039627038,0.1606741573033707,0.2706027060270601,0.2977386934673367,0.3010075566750629,0.3556430446194225,0.3773333333333333,0.4267955801104972,0.5464071856287427,0.5235988200589969,0.6344936708860758,0.6607717041800645,0.8413547237076648,0.8850364963503647,0.9564393939393938,1.0374753451676528,0.8512544802867383,0.8512544802867383,0.9129629629629628,0.949056603773585,0.805944055944056,0.7131011608623548,0.8446428571428573,0.8884826325411335,0.6661290322580644,0.7449324324324325,0.6990131578947367,0.7538200339558574,0.8122807017543858,0.7810344827586209,0.8646209386281589,0.9272388059701492,0.9903660886319844,0.9751434034416824,1.1081632653061222,1.2456521739130435,1.2072649572649574,1.3058035714285712,1.174736842105263,1.2456521739130435
BCUB-L^L00,0.0537369470843599,-0.0537369470843599,8.0,-0.0325484764542935,0.3974663122709426,1.0,1.833543771043771,-0.1905712147667747,3.305244978322172e-07,0.0085410895660202,-0.0883229566009887,-0.0938028923910182,0.0768287138646768,-0.4267080745341614,6.0,1.4400252525252524,0.0489864864864864,-0.0415162454873646,-0.0481099656357388,0.0072727272727273,-0.0246478873239436,-0.0673400673400673,0.0072727272727273,0.0552380952380953,0.0202578268876612,0.0472589792060491,0.0202578268876612,0.1102204408817635,0.1375770020533879,0.1493775933609957,0.2069716775599128,0.253393665158371,0.2824074074074074,0.2283813747228382,0.2913752913752914,0.3381642512077296,0.3919597989949748,0.438961038961039,0.5261707988980717,0.481283422459893,0.6151603498542273,0.6294117647058823,0.4502617801047122,0.481283422459893,0.5518207282913166,0.5965417867435159,0.4972972972972973,0.4315245478036176,0.5783475783475784,0.5303867403314917,0.3446601941747573,0.4060913705583757,0.3446601941747573,0.319047619047619,0.3815461346633417,0.4427083333333335,0.6198830409356726,0.6011560693641618,0.5388888888888888,0.5694050991501418,0.582857142857143,0.7046153846153846,0.7587301587301587,0.8163934426229509,0.8590604026845639,0.8283828382838285
BCYN-L,0.0571287860132972,-0.0571287860132972,8.0,-0.0014763779527559,-0.0675867963740719,1.0,1.371963361210673,-0.0215603467437208,2.8140825970537973e-06,0.0694881889763779,-0.1353945028573125,-0.1713642312886326,-0.0298953592479295,-0.8273894436519258,6.0,1.0461967343687777,-0.1212415130940834,14.500000000000002,-0.9361702127659576,-0.9390862944162436,-0.9384615384615383,-0.9386503067484664,-0.9373040752351096,-0.9356913183279744,0.0526315789473683,0.0526315789473683,-0.9426934097421203,-0.9367088607594936,-0.9342825848849944,-0.934640522875817,-0.935897435897436,-0.9358288770053476,-0.9320498301245752,-0.934640522875817,-0.9308755760368664,-0.9331103678929766,-0.9279711884753902,-0.9261083743842364,-0.9246231155778896,-0.924812030075188,-0.9192462987886943,-0.921875,-0.9274486094316808,-0.9279711884753902,-0.9299883313885648,-0.931113662456946,-0.9373695198329854,-0.9328107502799552,-0.927710843373494,-0.9279711884753902,-0.9312714776632304,-0.9328107502799552,-0.9307958477508652,-0.936373276776246,-0.9285714285714286,-0.918918918918919,-0.9118942731277532,-0.911504424778761,-0.918918918918919,-0.9124087591240876,-0.9108469539375929,-0.9103139013452914,-0.9074074074074074,-0.9148936170212766,-0.9113737075332348,-0.9113737075332348
BCZB-L,0.0832657990497529,-0.0832657990497529,8.0,0.1580535646925688,-0.1714303997820074,1.0,0.4680428741564112,0.0744907266646397,2.18645627810432e-05,0.2158533657967833,-0.0256492656040871,-0.1834704862716364,-0.1749794922764883,-1.0737704918032789,4.0,0.1659388646288209,0.1118253059786915,-0.0493827160493827,-0.1649484536082474,-0.1336898395721925,-0.1098901098901098,-0.1290322580645161,-0.1649484536082474,-0.1518324607329841,-0.1473684210526314,-0.1776649746192893,-0.1171662125340599,-0.121951219512195,-0.1382978723404254,-0.1713554987212275,-0.1755725190839694,-0.160621761658031,-0.1960297766749379,-0.2568807339449541,-0.3121019108280254,-0.3017241379310343,-0.2669683257918551,-0.2799999999999999,-0.2602739726027396,-0.2482598607888629,-0.2211538461538461,-0.2394366197183097,-0.2135922330097087,-0.1940298507462685,-0.1879699248120301,-0.1940298507462685,-0.2799999999999999,-0.2135922330097087,-0.1859296482412059,-0.1243243243243242,-0.131367292225201,-0.1336898395721925,-0.0999999999999999,-0.1562499999999999,-0.2702702702702703,-0.2078239608801955,-0.1818181818181817,-0.2211538461538461,-0.3609467455621301,-0.3347022587268994,-0.3235908141962421,-0.3374233128834355,-0.3062098501070663,-0.3333333333333333,-0.3875236294896029,-0.4413793103448276
BCZR-L^G00,0.0539219126013976,-0.0539219126013976,7.0,0.1513725442287521,0.0668260684565441,1.0,2.412933600503323,-0.184249757347883,1.5379208930854036e-07,0.1941536195411065,-0.0876384857410218,-0.0650488520327659,0.0288752952553928,-1.4410527685036638,5.0,1.791731652770655,0.1145054877978192,0.0783582089552239,0.0387596899224806,0.1911111111111112,-0.0254545454545453,-0.1184210526315788,-0.0884353741496597,-0.0790378006872851,-0.121311475409836,-0.1624999999999999,-0.2117647058823528,-0.1878787878787877,-0.121311475409836,-0.1155115511551153,-0.0596491228070175,0.0592885375494072,0.0592885375494072,-0.021897810218978,-0.0147058823529412,0.0151515151515151,0.0428015564202335,-0.0147058823529412,0.1074380165289257,0.1404255319148937,0.1703056768558952,0.2126696832579186,0.2017937219730943,0.1911111111111112,0.0677290836653388,0.1452991452991454,0.0268199233716475,0.0509803921568627,0.2072072072072071,0.1806167400881058,0.1213389121338912,0.2822966507177036,0.1964285714285714,0.2072072072072071,0.3886010362694301,0.4179894179894181,0.2822966507177036,0.1911111111111112,0.0509803921568627,0.0894308943089432,0.2181818181818182,0.3267326732673268,0.2946859903381644,0.2761904761904763,0.4031413612565446,0.5764705882352943
BDAJ-L,0.1035703747418117,-0.1035703747418117,2.0,0.0342136854741896,-4.377511951214293,1.0,1.143730886850153,-0.1048057259713701,5.955741857145678e-07,0.0171068427370948,-0.3274179560911041,-0.3397073673807017,-1.0453939932965406,-10.323529411764708,3.0,0.9541284403669724,-0.2027543993879112,-0.0145985401459853,-0.6857798165137614,-0.0214285714285712,-0.6674757281553398,-0.6799065420560748,-0.0616438356164382,-0.0743243243243242,-0.1383647798742138,-0.1696969696969695,-0.1941176470588234,-0.1383647798742138,-0.1103896103896103,-0.0986842105263157,-0.7060085836909871,-0.6682808716707022,-0.6738095238095239,-0.6776470588235294,-0.6921348314606741,-0.6753554502369667,-0.6592039800995024,-0.6893424036281179,-0.6714628297362111,-0.6650366748166259,-0.6336898395721925,-0.6346666666666667,-0.6722488038277512,-0.6674757281553398,-0.6608910891089108,-0.6566416040100251,-0.6730310262529833,-0.6650366748166259,-0.6297297297297297,-0.6183844011142061,-0.6813953488372093,-0.6459948320413437,-0.8720821661998133,-0.8737327188940092,-0.8610547667342799,-0.8432494279176201,-0.8382526564344746,-0.8314883148831489,-0.8254777070063695,-0.8118131868131868,-0.8254777070063695,-0.8064971751412429,-0.8083916083916084,-0.7927382753403933,-0.7946026986506747,-0.8070422535211268
BDBL-L^I07,0.2097583888676863,-0.2097583888676863,8.0,0.0963136192996492,0.4187502341176792,1.0,0.738560599141474,0.0242201834862386,3.504982441934032e-06,0.0460643731921963,-0.0281109676458467,-0.0067565263308537,-0.1970111751162949,-3.179795282599021,6.0,0.642752762809389,0.1216471058061367,-0.0380794701986755,-0.1246376811594203,-0.1220930232558139,-0.0090237899917965,-0.1025260029717682,-0.1697594501718213,-0.3205849268841395,-0.3255164712451145,-0.3369923161361141,-0.3340683572216097,-0.2906635349383442,-0.2561576354679802,-0.277943813508667,-0.2036914963744232,-0.2392947103274559,-0.1674707098552722,-0.180461329715061,-0.1919732441471571,-0.1271676300578034,-0.0757459831675593,-0.0273752012882447,0.0596491228070175,0.0942028985507248,0.1537726838586437,0.1615384615384614,0.1671497584541064,0.215291750503018,0.2339121552604699,0.2351738241308794,0.1831537708129285,0.1671497584541064,0.2043868394815553,0.1739552964042761,0.0671378091872791,0.1385485391140435,0.1164510166358594,0.0981818181818181,0.22020202020202,0.2689075630252102,0.2531120331950207,0.2729188619599578,0.2104208416833666,0.2570239334027056,0.330396475770925,0.375854214123007,0.4262101534828806,0.3727272727272726,0.4062863795110594,0.4484412470023982
