firms,absacc,acc,age,agr,chpmia,convind,currat,egr,herf,invest,pchcurrat,pchquick,pchsale_pchrect,pctacc,ps,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.0676604245790432,-0.0676604245790432,8.0,-0.0204684716005388,0.1292246937071868,1.0,1.4640008740303727,0.0557830814856658,1.2836344125524029e-06,-0.0094737299552387,-0.0278619252726101,0.0131057078014376,0.0253368871797727,-0.993552546744036,7.0,1.148585163334426,0.0036083319665409,9.83157894736842,-0.9137148047229792,-0.9090038314176244,0.1874999999999997,0.2179487179487178,0.1728395061728393,-0.903846153846154,-0.9071358748778104,0.2179487179487178,0.144578313253012,0.1176470588235294,0.1874999999999997,-0.903061224489796,0.1874999999999997,0.2025316455696202,0.1176470588235294,-0.902763561924258,-0.90041928721174,-0.9012474012474012,-0.895947426067908,-0.898068669527897,-0.8910550458715596,-0.8913043478260869,-0.8874407582938388,-0.8837209302325582,-0.8834355828220859,-0.8838630806845966,-0.8895348837209303,-0.8870392390011891,-0.8947951273532668,-0.8896631823461092,-0.8883666274970623,-0.8900462962962963,-0.8866348448687351,-0.8838630806845966,-0.8858173076923077,-0.8873072360616845,-0.8862275449101796,-0.8774193548387097,-0.8769430051813472,-0.8778920308483291,-0.8809523809523809,-0.8721399730820996,-0.8676880222841226,-0.865819209039548,-0.8702185792349727,-0.8733333333333333,-0.8675034867503487,-0.8638968481375359
BACQ-L^J02,0.0902061855670103,-0.0902061855670103,6.0,0.1121119823731449,0.3179545565383557,1.0,0.8989463601532568,0.0657572577824413,5.523214404030194e-07,0.1725746873177371,-0.3526757821242962,-0.3944160738411948,0.1341884188418842,-1.3279132791327912,6.0,0.4781289910600255,0.0681818181818182,0.0675675675675675,-0.0573248407643313,-0.0198675496688741,0.0,0.0206896551724138,-0.0326797385620915,-0.0133333333333333,-0.0451612903225806,-0.0133333333333333,-0.0389610389610389,0.0277777777777779,0.1044776119402983,0.1384615384615384,0.1044776119402983,0.1653543307086613,0.48,0.3454545454545452,0.4230769230769229,0.510204081632653,0.7411764705882353,0.6444444444444444,0.922077922077922,0.8974358974358974,1.176470588235294,1.1142857142857143,1.176470588235294,1.1449275362318845,1.2769230769230768,1.5517241379310347,1.3125,1.6428571428571428,1.5964912280701755,1.5964912280701755,1.6909090909090905,1.6428571428571428,1.6909090909090905,1.4666666666666668,1.1142857142857143,1.2424242424242422,1.0,1.0,0.9473684210526316,0.8499999999999999,0.7209302325581395,0.7619047619047619,0.8499999999999999,0.8734177215189873,0.9473684210526316,1.0555555555555558
BALZ-L^I10,0.0096089302797583,-0.0096089302797583,8.0,0.1136246844069085,1.208134375720649,1.0,1.8367826904985889,0.1625351617440224,2.24734083168146e-09,0.0723909109189624,-0.0688001627812392,-0.0740745239605959,-0.0379847796998731,-0.1711864406779662,7.0,1.3049545312010034,0.157416030016726,-0.3787878787878789,0.736842105263158,0.8333333333333335,1.0,0.9411764705882352,0.8333333333333335,1.0625,1.2758620689655171,1.2758620689655171,1.3571428571428572,1.1290322580645165,1.4444444444444442,1.5384615384615383,1.869565217391304,1.869565217391304,1.7500000000000004,1.64,1.5384615384615383,1.7500000000000004,2.3,2.3,2.3,2.3,2.1428571428571432,2.0,1.869565217391304,1.869565217391304,1.5384615384615383,1.4444444444444442,1.2758620689655171,1.2000000000000002,1.0625,0.9411764705882352,0.8857142857142859,1.0,1.0625,1.0625,1.7500000000000004,1.7500000000000004,1.7500000000000004,1.7500000000000004,1.869565217391304,2.3,2.8823529411764706,2.8823529411764706,4.076923076923077,3.7142857142857135,3.7142857142857135,4.076923076923077
BAMD-L^J98,0.1365149081328005,-0.1365149081328005,8.0,0.0378543010413991,0.528068612329223,1.0,1.3085600372435031,0.0024438432779111,7.063437704838823e-09,0.0250391312143517,-0.0121334256342019,-0.0383710071443663,0.2771323626389654,-2.5336746403036456,7.0,1.188055817506834,0.1828653032293035,0.1316725978647688,0.200854700854701,0.1330645161290322,0.1330645161290322,0.1330645161290322,0.2544642857142856,0.2714932126696834,0.3317535545023697,0.2772727272727271,0.3130841121495327,0.31924882629108,0.405,0.3509615384615385,0.3317535545023697,0.3842364532019706,0.3640776699029127,0.3774509803921568,0.3707317073170733,0.391089108910891,0.7345679012345678,0.6927710843373496,0.7898089171974523,0.9379310344827588,0.8986486486486487,0.7345679012345678,0.5875706214689265,0.7030303030303031,0.7784810126582278,0.6726190476190477,0.543956043956044,0.5875706214689265,0.7134146341463417,0.8246753246753247,0.3842364532019706,0.3069767441860465,0.2378854625550661,0.1757322175732216,0.2433628318584071,0.338095238095238,0.3842364532019706,0.4336734693877551,0.5271739130434783,0.5271739130434783,0.4191919191919193,0.391089108910891,0.5524861878453038,0.624277456647399,0.8129032258064517,0.8129032258064517
BAOH-L,0.1441449563597371,0.1441449563597371,15.0,-0.1075061828327265,-0.0339813485585038,1.0,0.8222996680145381,-0.0112672323069775,1.6897173287922633e-08,-0.0019979775065625,-0.0948694975324932,-0.163570215482838,-0.1727725874812538,0.8169563283639858,4.0,0.7062306276255959,-0.2010835388714562,0.2189141856392293,-0.0669934640522875,-0.1553254437869822,-0.28625,-0.28625,-0.28625,-0.3234597156398103,-0.3234597156398103,-0.4027196652719665,-0.4623352165725046,-0.4429268292682926,-0.417940876656473,-0.4064449064449064,-0.28625,-0.1772334293948126,-0.1842857142857142,-0.3429228998849252,-0.3989473684210526,-0.356981981981982,-0.3429228998849252,-0.3474285714285714,-0.356981981981982,-0.3655555555555555,-0.3186157517899762,-0.2632258064516128,-0.4143589743589744,-0.3739035087719298,-0.3951271186440678,-0.425553319919517,-0.4149590163934425,-0.3873390557939914,-0.369060773480663,-0.2386666666666667,-0.2679487179487179,-0.2496714848883049,-0.2252374491180461,-0.2826633165829145,-0.3620111731843575,-0.2584415584415584,-0.2735368956743003,-0.1795977011494253,-0.1724637681159421,-0.3391203703703704,-0.315347721822542,-0.3169856459330142,-0.0222602739726027,-0.0034904013961606,0.0917782026768641,0.1945606694560668
BBIO-L^E18,0.1267289946085657,-0.1267289946085657,8.0,0.0209345031626199,-1.6002188267570845,1.0,1.6393342804952304,-0.2170157633340531,1.1319094568336214e-06,-0.0560293817588247,0.1023904775511264,0.1853786469479944,0.0844576134844833,-7.4714285714285715,4.0,1.3061700832149383,-0.0071191595244677,-0.0454086781029262,-0.0099900099900099,-0.104787714543812,-0.1367595818815331,-0.1375108790252394,-0.0579847908745246,-0.014910536779324,0.0030364372469635,0.0081383519837232,0.0112244897959183,0.0248190279214064,0.1713947990543733,0.1839904420549583,0.2721437740693195,0.2249690976514216,0.2295285359801488,0.1983071342200726,0.2640306122448981,0.3725761772853186,0.5316846986089645,0.5705229793977815,0.5269645608628659,0.5881410256410255,0.7325174825174827,0.8018181818181818,0.685374149659864,0.5830670926517572,0.640728476821192,0.6166394779771616,0.5780254777070064,0.5932475884244375,0.7791741472172351,0.6911262798634812,0.5932475884244375,0.8420074349442379,0.8454376163873369,0.640728476821192,0.8768939393939392,1.0224489795918368,1.0732217573221758,1.1450216450216448,1.0142276422764227,1.0224489795918368,1.197339246119734,1.1357758620689655,1.0560165975103732,1.1450216450216448,1.1175213675213675,1.1175213675213675
BBNH-L^L97,0.0959706632082643,-0.0959706632082643,8.0,0.0067306829399623,-1.3793916718662314,1.0,1.847747093023256,0.0349401488191523,1.1043648281789396e-05,0.0015256214663914,0.4662176499046814,0.5086150674962413,0.3035061891765225,-18.5,5.0,1.4269622093023255,0.1182554517133956,3.54,-0.7821350762527233,0.7857142857142856,-0.7826086956521738,0.7857142857142856,-0.7863247863247863,-0.7722095671981777,0.8518518518518516,0.8518518518518516,-0.7695852534562212,0.7857142857142856,0.7857142857142856,-0.77116704805492,-0.7844827586206896,0.8181818181818181,-0.7706422018348624,-0.7752808988764045,-0.7555012224938875,-0.7375328083989501,-0.7416020671834626,-0.7493734335839599,-0.7487437185929648,-0.7468354430379747,-0.7361477572559367,-0.726027397260274,-0.7542997542997543,-0.7354497354497354,-0.7601918465227817,-0.7512437810945274,-0.7752808988764045,-0.7590361445783133,-0.7572815533980582,-0.7647058823529411,-0.7899159663865546,-0.7787610619469026,-0.7863247863247863,-0.791231732776618,-0.7899159663865546,-0.7601918465227817,-0.7549019607843137,-0.7596153846153846,-0.7802197802197802,-0.7607655502392344,-0.7674418604651163,-0.7530864197530864,-0.7560975609756098,-0.7685185185185186,-0.7797356828193833,-0.7732426303854876
BBOU-L,0.0417289486796213,-0.0417289486796213,8.0,-0.0521654737352905,-0.5213436829825355,1.0,1.3946345256609642,-0.0312645823611759,3.068052012125438e-06,-0.0093412592502729,-0.0493759992445892,-0.1013909384160723,0.2885935840626945,-0.4890510948905109,7.0,0.6687402799377916,0.3568559954102123,0.0529953917050691,-0.0524017467248908,-0.0225225225225226,-0.0113895216400911,-0.0606060606060606,-0.092050209205021,-0.0626349892008639,-0.0824524312896407,-0.0626349892008639,-0.1014492753623188,-0.0666666666666667,-0.0544662309368191,-0.0544662309368191,-0.0843881856540085,-0.0565217391304347,-0.142292490118577,-0.1621621621621621,-0.1285140562248997,-0.125,-0.1014492753623188,-0.0939457202505219,-0.0726495726495726,-0.0461538461538461,0.030878859857482,0.030878859857482,-0.0355555555555555,-0.0398230088495574,-0.0746268656716419,-0.0419426048565122,-0.108829568788501,-0.0269058295964126,-0.0091324200913242,-0.0805084745762712,-0.0958333333333333,-0.0706638115631691,-0.1653846153846154,-0.1780303030303031,-0.092050209205021,-0.0863157894736842,0.0,0.0260047281323876,-0.1473477406679764,-0.0686695278969957,-0.088235294117647,-0.0765957446808511,-0.0977130977130976,-0.1285140562248997,-0.0376940133037694,-0.0565217391304347
BBQS-L^G99,0.0552963647180386,-0.0552963647180386,8.0,0.1036095376103279,0.8654599885640025,1.0,1.708792060784618,-0.1617915904936013,1.4122348921569304e-06,0.0957713081280463,0.0641043848380007,0.0713216290119495,-0.1416223135093191,-0.9255765199161424,6.0,0.9837184059544116,-0.0706880574539557,0.053763440860215,-0.0699999999999999,0.0219780219780219,0.0568181818181818,0.0276243093922652,0.0,0.0276243093922652,0.0628571428571429,0.0219780219780219,0.0391061452513967,0.0054054054054053,0.0813953488372094,0.0449438202247192,0.1005917159763314,0.1999999999999999,0.1204819277108435,0.0508474576271187,-0.0312499999999998,-0.0558375634517765,0.0391061452513967,0.0108695652173913,0.0054054054054053,0.0,0.0391061452513967,0.0628571428571429,0.0391061452513967,0.1481481481481481,0.1137724550898204,0.0751445086705202,0.0391061452513967,0.0941176470588236,0.215686274509804,0.15527950310559,0.1005917159763314,0.1005917159763314,0.0628571428571429,0.0391061452513967,0.1698113207547169,0.2077922077922078,0.1341463414634147,0.1772151898734177,0.1005917159763314,0.2567567567567568,0.2916666666666667,0.24,0.1847133757961783,0.1625000000000001,0.15527950310559,0.2827586206896553
BBTK-L^C11,0.1419922949917446,-0.1419922949917446,8.0,-0.1351351351351351,0.7272605385228217,1.0,2.2118959107806693,0.0324374420759962,7.69314772271088e-08,-0.0195005131713992,0.2478188301342843,0.258828996282528,0.1652421652421652,-5.776119402985074,6.0,2.159851301115242,0.1758241758241758,0.0,-0.0454545454545455,-0.0454545454545455,-0.0454545454545455,-0.16,-0.0232558139534884,0.024390243902439,0.024390243902439,0.024390243902439,0.024390243902439,0.024390243902439,0.0769230769230768,0.0769230769230768,0.0499999999999998,0.0499999999999998,-0.7254901960784315,-0.7469879518072289,-0.7613636363636364,-0.76,-0.7558139534883721,-0.7469879518072289,-0.7586206896551724,-0.7423312883435582,-0.7272727272727273,-0.7123287671232876,-0.7142857142857143,-0.7142857142857143,-0.7142857142857143,-0.72,-0.7181208053691275,-0.7218543046357616,-0.6911764705882353,-0.7103448275862069,-0.72,-0.6528925619834711,-0.6744186046511629,-0.671875,-0.6379310344827587,-0.631578947368421,-0.7062937062937062,-0.7123287671232876,-0.7142857142857143,-0.6865671641791045,-0.7358490566037736,-0.7290322580645161,-0.7236842105263158,-0.7341772151898734,-0.7666666666666667,-0.7439024390243902
