firms,age,agr,cash,cashdebt,chcsho,che,egr,lgr,mve_ia,pchsale_pchxsga,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,21.0,0.2936037466713539,0.0655334536535103,0.2116650390477371,0.0004096982447618,-0.7669999999999999,0.4124598002708191,0.1625355519958155,0.2073673215107305,0.0031861692338015,0.2208223579741823,0.2344827586206896,-0.0202702702702702,-0.0584415584415585,-0.0705128205128206,-0.1104294478527606,0.1328125,0.1153846153846154,0.1153846153846154,0.0069444444444444,0.0661764705882352,-0.0136054421768707,-0.2447916666666666,-0.4105691056910568,-0.4246031746031746,-0.42,-0.4839857651245551,-0.2995169082125604,-0.2602040816326531,-0.1944444444444445,-0.1807909604519774,-0.1807909604519774,-0.1988950276243094,-0.3095238095238095,-0.1944444444444445,-0.0764331210191083,-0.1369047619047618,-0.1470588235294118,-0.0937500000000001,-0.0764331210191083,-0.1049382716049384,-0.0584415584415585,-0.0937500000000001,-0.0822784810126583,-0.0333333333333333,0.0583941605839415,0.1328125,0.2831858407079646,0.3679245283018866,0.4356435643564356,0.4646464646464645,0.4356435643564356,0.3809523809523809,0.3181818181818181,0.3809523809523809,0.4948453608247423,0.5104166666666667,0.7901234567901232,0.6477272727272727,0.7469879518072289
BBOU_00-L,21.0,0.1290946527734448,0.0809640273107102,0.1443180070736583,2.11055885754409e-06,142.0,-0.0791881074899942,0.1947350658116773,10.580706333331737,0.0528549832821661,0.1509270704573547,-0.007276507276507,0.0344086021505374,0.0724637681159419,0.1411625148279951,0.180368098159509,0.2177215189873416,0.1965174129353233,0.0513661202185791,0.0010405827263266,0.087005649717514,-0.0253292806484295,0.003128258602711,-0.0475247524752475,0.0956719817767652,0.0700778642936594,-0.016359918200409,-0.0758885686839577,-0.0907372400756144,-0.0687318489835431,-0.0678294573643412,-0.1092592592592593,-0.108433734939759,-0.1166207529843894,-0.1166207529843894,-0.0811843361986629,-0.0360721442885773,-0.0767754318618042,-0.1125461254612546,-0.0907372400756144,-0.0678294573643412,-0.0341365461847391,-0.0389610389610389,-0.0399201596806387,-0.014344262295082,-0.014344262295082,0.0223166843783209,0.0234042553191489,0.0377562028047464,0.0445168295331159,0.0833333333333332,0.0629834254143644,0.0571428571428571,0.0857787810383747,0.1371158392434985,0.1411625148279951,0.1344339622641508,0.1548619447779111,0.159036144578313,0.1950310559006209
BBTU_63-L^C18,20.0,0.2000926784059315,0.0229035833025489,0.1685539378945031,1.619837284417764e-05,-63.1,-0.2724046140195209,0.0608576284481632,0.5101974453968703,-0.0623235791523601,-0.0509311740890689,-0.0060975609756097,0.0718954248366012,0.0445859872611464,-0.0574712643678161,-0.18,0.0123456790123455,0.1549295774647887,0.1156462585034012,0.0379746835443037,0.086092715231788,0.1468531468531468,0.0186335403726707,-0.1589743589743589,-0.2190476190476191,-0.215311004784689,-0.3716475095785441,-0.407942238267148,-0.4100719424460431,-0.3568627450980391,-0.3716475095785441,-0.4036363636363637,-0.3716475095785441,-0.5246376811594203,-0.5603217158176944,-0.5494505494505495,-0.514792899408284,-0.5603217158176944,-0.5273775216138329,-0.5273775216138329,-0.5190615835777126,-0.5246376811594203,-0.5762273901808785,-0.5393258426966292,-0.5260115606936416,-0.5314285714285715,-0.5075075075075075,-0.503030303030303,-0.503030303030303,-0.5300859598853869,-0.5104477611940299,-0.5406162464985995,-0.8264550264550264,-0.8151071025930101,-0.8144796380090498,-0.8129988597491449,-0.7977805178791615,-0.8009708737864077,-0.7861799217731421,-0.7842105263157895
BCQE_67-L^A14,21.0,0.117937465715853,0.1561357702349869,0.1362162162162162,0.0001127220918673,17.5,0.4668435013262599,0.0152505446623093,1.0261359747169665,-0.1658658653775798,0.0834914611005692,0.0558823529411764,0.033434650455927,0.2056737588652482,0.1486486486486486,0.317829457364341,0.574074074074074,0.8579234972677594,0.878453038674033,0.566820276497696,0.7894736842105263,0.7,0.317829457364341,-0.0313390313390312,-0.036827195467422,0.0725552050473186,-0.15,-0.0835579514824798,0.0862619808306708,0.0793650793650793,0.1111111111111111,0.1971830985915492,0.1147540983606558,-0.1707317073170731,-0.1191709844559585,-0.1981132075471698,-0.2842105263157894,-0.3075356415478615,-0.2975206611570248,-0.1767554479418885,-0.0684931506849315,-0.0144927536231884,-0.0957446808510638,-0.0116279069767442,0.033434650455927,0.1846689895470381,0.2499999999999997,0.3492063492063491,0.4529914529914529,0.3934426229508196,0.2499999999999997,0.227436823104693,0.2363636363636363,0.4225941422594141,0.3229571984435797,0.574074074074074,0.574074074074074,1.1118012422360248,0.9428571428571428,0.9428571428571428
BDAJ_H9-L,14.0,-0.0608196721311475,0.1320832474757881,0.0106613359986673,7.021289194119165e-06,19.7,-0.6691729323308271,-0.07380073800738,0.1540446780219707,-6.849833560726652,-0.0228293413173651,0.1410256410256409,0.0540540540540541,0.1999999999999999,0.21875,0.1999999999999999,0.0684931506849315,0.3448275862068968,0.3220338983050848,0.1470588235294117,0.4181818181818182,0.3220338983050848,0.0833333333333334,0.0263157894736842,0.0540540540540541,0.0,-0.1136363636363636,-0.1789473684210525,-0.1958762886597937,-0.1702127659574467,-0.1521739130434782,-0.1428571428571429,-0.2844036697247707,-0.1958762886597937,-0.5214723926380367,-0.5438596491228069,-0.5357142857142857,-0.569060773480663,-0.6119402985074627,-0.6020408163265306,-0.6213592233009708,-0.7425742574257426,-0.755485893416928,-0.76,-0.792,-0.7765042979942693,-0.7621951219512195,-0.7523809523809524,-0.7100371747211895,-0.7163636363636363,-0.7282229965156795,-0.7539432176656151,-0.7643504531722054,-0.7765042979942693,-0.7903225806451613,-0.8164705882352941,-0.821917808219178,-0.8133971291866029,-0.8133971291866029,-0.8010204081632653
BEAL_25-L^C19,8.0,-0.5321413651627099,0.0028150529873027,-9.924687768038323,-0.0227208732605345,46.3293,-0.4760173694728759,-0.8983457093998184,0.0312255829407526,28.89242804506859,28.89242804506859,0.0086206896551723,0.0450450450450448,0.0175438596491228,0.0175438596491228,-0.0793650793650794,-0.0793650793650794,-0.0793650793650794,-0.0793650793650794,-0.0793650793650794,-0.0569105691056911,-0.0937500000000001,-0.3255813953488372,-0.4751131221719457,-0.4553990610328638,-0.4798206278026906,-0.541501976284585,-0.536,-0.4978354978354978,-0.526530612244898,-0.4579439252336449,-0.5146443514644352,-0.5084745762711864,-0.5606060606060607,-0.5486381322957199,-0.5226337448559671,-0.5063829787234043,-0.5084745762711864,-0.5146443514644352,-0.5021459227467812,-0.4751131221719457,-0.4978354978354978,-0.4912280701754385,-0.4821428571428572,-0.4654377880184331,-0.4703196347031964,-0.4579439252336449,-0.4502369668246445,-0.4502369668246445,-0.4579439252336449,-0.4821428571428572,-0.5166666666666666,-0.5284552845528456,-0.5226337448559671,-0.4978354978354978,-0.4604651162790698,-0.4141414141414141,-0.3519553072625698,-0.3763440860215055,-0.3176470588235294
BJJT_37-L,19.0,-0.0554049516893194,0.0868636001360495,0.004992968124407,0.0006836158627062,-12.999999999999998,0.1480225988700565,-0.0666610291869669,0.5818745435856115,-0.291469681397739,-0.291469681397739,0.2133333333333333,0.2032085561497325,0.125,0.3313609467455622,0.2784090909090908,0.3392857142857144,0.300578034682081,0.2640449438202248,0.2640449438202248,0.171875,0.271186440677966,0.0227272727272727,-0.0044247787610618,0.0869565217391306,0.0416666666666665,-0.1141732283464567,-0.1788321167883212,-0.1788321167883212,-0.127906976744186,-0.1412213740458016,-0.1847826086956521,-0.2474916387959866,-0.4,-0.4,-0.4346733668341709,-0.4839449541284404,-0.4693396226415094,-0.4897959183673469,-0.5108695652173912,-0.4977678571428572,-0.4977678571428572,-0.4779582366589326,-0.4767441860465116,-0.443069306930693,-0.4538834951456311,-0.3626062322946175,-0.3421052631578947,-0.3140243902439024,-0.322289156626506,-0.3140243902439024,-0.3801652892561983,-0.3181818181818181,-0.2946708463949843,-0.2398648648648648,-0.1604477611940299,-0.1412213740458016,-0.092741935483871,-0.12109375,-0.0999999999999999
BLNT_37-L^D19,12.0,0.3388293193823754,0.0510667209738539,0.1116519363581363,0.0022151306249757,8.605500000000001,0.0358686730506155,0.454621978298508,0.4570770163583064,0.1494409878594382,0.1249337605269808,0.0020746887966804,0.110599078341014,0.1842751842751842,0.14218009478673,0.0807174887892376,0.1476190476190475,0.0855855855855856,0.0233545647558386,0.1004566210045663,-0.0359999999999999,0.0807174887892376,0.1394799054373521,0.0711111111111111,0.193069306930693,0.2327365728900257,0.2650918635170605,0.2853333333333334,0.2853333333333334,0.338888888888889,0.3971014492753624,0.4518072289156627,0.42603550295858,0.3169398907103826,0.292225201072386,0.2358974358974359,0.2887700534759359,0.1642512077294686,0.0478260869565219,0.1235431235431236,0.0711111111111111,0.1314553990610329,0.2141057934508816,0.1476190476190475,0.1813725490196078,0.1670702179176757,0.229591836734694,0.2233502538071066,0.350140056022409,0.205,0.3615819209039548,0.261780104712042,0.3205479452054796,0.0126050420168069,0.0593406593406593,-0.0340681362725451,0.0020790020790022,0.02991452991453,0.1183294663573086,0.1990049751243783
BLNV_40-L^F19,12.0,-0.2298447561083179,0.0436055449935256,-1.0537296167388812,0.0254202269336289,15.488,-0.282674690138315,0.0222231342211644,0.0817936250618579,1.201816299642387,1.201816299642387,-0.0322580645161291,0.3304721030042918,0.2704918032786885,0.2301587301587302,0.2916666666666667,0.3839285714285714,0.3362068965517242,0.4220183486238531,0.4027149321266969,0.4903846153846154,0.4090909090909089,-0.0064102564102563,0.3362068965517242,0.455399061032864,0.1111111111111111,-0.0746268656716417,-0.0828402366863905,-0.1142857142857142,-0.0718562874251496,-0.0251572327044025,-0.0882352941176469,0.1071428571428572,-0.0828402366863905,-0.0461538461538461,-0.1142857142857142,-0.1364902506963787,-0.2705882352941176,-0.3033707865168539,-0.3376068376068375,-0.3501048218029349,-0.3473684210526315,-0.3673469387755103,-0.39453125,-0.38,-0.38,-0.3968871595330738,-0.326086956521739,-0.3541666666666666,-0.3111111111111111,-0.2249999999999999,-0.2922374429223744,-0.2873563218390803,-0.3186813186813186,-0.2439024390243901,-0.2601431980906922,-0.2873563218390803,-0.1989664082687338,-0.2889908256880734,-0.2307692307692308
BPVK_29-L,13.0,0.348190861322737,0.1509470329193729,0.2916555572003477,0.0001889553765839,351.9852,0.4880418554056397,0.2850424294822248,17.76578820717799,-0.0553167018068139,0.4774647382742412,-0.0318627450980392,0.0265995686556432,0.0546528803545052,0.1086956521739128,0.2283870967741934,0.1777319587628865,0.2750000000000001,0.0601336302895321,0.0174563591022443,0.1801652892561982,0.0562130177514792,0.1301939058171743,0.0438596491228069,0.1719327041444398,0.3408450704225352,0.310091743119266,0.3580599144079883,0.4180734856007944,0.5207667731629391,0.3697841726618702,0.319778188539741,0.2460732984293192,0.2257510729613732,0.1539393939393938,0.1743421052631577,0.1288537549407113,0.0744920993227991,0.0644800596347372,0.0527091780316992,0.0507726269315673,0.0163701067615658,-0.0161901481226318,0.040816326530612,-0.0117647058823529,-0.0939086294416243,-0.1436281859070465,-0.1685589519650655,-0.1171561051004637,-0.125,-0.0027932960893854,-0.0574257425742574,-0.0175438596491228,0.0785498489425982,0.0446232626188733,0.0095440084835631,0.0601336302895321,0.1270718232044199,0.0753012048192771,0.1156249999999998
