firms,age,agr,bm,bm_ia,cashdebt,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,10.0,0.0057539682539682,4.296819633881748e-07,0.0940122356904466,0.1858403343606197,0.0093338980857518,1.0,0.0330275229357798,7.01054307177357e-08,-0.0342269265011371,7.681443270429997e-07,6.415246568322812e-07,-0.012668848057723,2.1241710036343457,-0.0059379330549845,0.0005626220497948,-0.0336852861035422,0.9830637869789194,-0.0126291618828933,-0.0532608695652172,0.0873907615480651,-0.08604407135362,-0.1852198316183347,-0.1783018867924527,-0.2860655737704917,7.797979797979799,6.573913043478262,8.467391304347826,-0.1821596244131454,7.797979797979799,-0.127254509018036,-0.1502439024390243,9.127906976744187,-0.1704761904761904,-0.1624999999999999,9.127906976744187,-0.1560077519379844,-0.1427165354330708,-0.1333333333333333,-0.1535471331389697,8.16842105263158,-0.2089009990917346,-0.1657088122605362,9.8875,10.166666666666668,9.753086419753089,-0.1184210526315789,-0.1485826001955034,10.166666666666668,9.49397590361446,9.247058823529413,9.8875,-0.1112244897959183,9.8875,10.025316455696204,9.247058823529413,-0.1084953940634594,-0.0870020964360585,-0.0945945945945944,-0.0460021905805038,-0.0654506437768239,-0.0011467889908256,-0.0034324942791761,0.0319905213270144,0.0660954712362302,0.0687116564417178,0.0647921760391199
BACQ-L^J02,8.0,-0.4536251212415131,1.6401826811782756e-06,0.3588636571626791,0.3408582089552238,0.0476233417162358,1.0,-0.4106394411606663,3.370689062158856e-07,-0.4808498961150912,4.155008782524798e-07,1.0554713132527598e-06,-0.5092476706994855,0.3871732942891627,0.3997882557447076,0.3099404068464915,-0.0650595931535085,0.6875284246226898,-0.3854166666666666,0.1294117647058823,0.2100840336134453,-0.0943396226415095,-0.2044198895027624,-0.3060240963855423,-0.3793103448275862,-0.397489539748954,-0.3793103448275862,-0.4216867469879518,-0.3424657534246575,1.117647058823529,0.9459459459459458,1.25,1.1818181818181817,1.32258064516129,1.2677165354330708,1.440677966101695,1.1818181818181817,0.8823529411764706,0.9072847682119204,0.8227848101265822,0.9459459459459458,0.8343949044585985,0.9072847682119204,0.9459459459459458,0.986206896551724,0.8823529411764706,0.92,0.8580645161290321,0.92,0.8701298701298701,1.0,1.1492537313432836,1.215384615384615,1.1492537313432836,1.2677165354330708,1.88,1.6181818181818175,1.7692307692307692,1.9387755102040816,2.388235294117647,2.2,2.74025974025974,2.692307692307692,3.235294117647058,3.1142857142857148,3.235294117647058,3.1739130434782608
BALZ-L^I10,10.0,0.0219924914304369,3.4719078369117773e-07,0.075963583690011,0.2327529002585635,-0.0366419489943227,1.0,0.0675062019089265,5.282015093476077e-08,-0.0113125702999283,1.281122254266929e-09,2.9496550047568225e-07,-0.0254817358303024,0.1693553885786307,-0.0239793655479703,-0.0413290896241814,-0.0803568593834333,0.4293065199819523,0.1999999999999999,0.0869565217391303,0.1904761904761904,0.0869565217391303,0.0416666666666667,0.0416666666666667,-0.0196078431372549,0.1904761904761904,0.1627906976744186,0.2820512820512819,0.1904761904761904,0.2820512820512819,0.25,0.25,0.3888888888888888,0.3888888888888888,0.3888888888888888,0.6666666666666667,0.6666666666666667,0.5625,0.4705882352941175,0.2195121951219512,-0.2424242424242424,0.3157894736842106,0.3888888888888888,0.5151515151515151,0.4705882352941175,0.3888888888888888,0.5625,0.7241379310344829,0.7241379310344829,0.7857142857142856,0.6129032258064517,0.8518518518518516,0.9230769230769228,1.1739130434782608,1.1739130434782608,1.0833333333333337,1.0,0.9230769230769228,1.0833333333333337,1.5,1.5,1.5,1.5,1.380952380952381,1.272727272727273,1.1739130434782608,1.1739130434782608
BAOH-L,17.0,-0.0643102847571514,1.1266733416770964e-06,0.2465104164686596,2.762212899565969,0.6522486964300112,1.0,-0.0422685655072333,2.620506883604506e-07,-0.1218045784724576,5.241228479969155e-09,7.832227784730915e-08,-0.2970372658597545,0.5551344754861617,0.1832308888804384,-0.2877725565566442,-0.2877725565566442,0.023830715850691,-0.2539682539682539,-0.1126760563380281,-0.0031645569620254,0.4583333333333332,0.1013986013986014,-0.0125391849529781,-0.1860465116279069,-0.2202970297029702,-0.1775456919060052,-0.2045454545454545,-0.2222222222222222,-0.2164179104477611,-0.2144638403990024,-0.2741935483870967,-0.2889390519187358,-0.2984409799554566,-0.2691415313225057,-0.2335766423357664,-0.390715667311412,-0.3918918918918919,-0.4324324324324324,-0.5474137931034483,-0.4483362521891418,-0.4852941176470589,-0.5340236686390533,-0.60625,-0.60625,-0.60625,-0.6267772511848342,-0.6267772511848342,-0.6705020920502092,-0.7033898305084746,-0.6926829268292682,-0.6788990825688074,-0.6725571725571726,-0.60625,-0.5461095100864554,-0.55,-0.6375143843498274,-0.668421052631579,-0.6452702702702703,-0.6375143843498274,-0.64,-0.6452702702702703,-0.65,-0.6241050119331742,-0.5935483870967742,-0.676923076923077,-0.6546052631578947
BBIO-L^E18,10.0,0.0577235772357723,1.7889308362326354e-07,0.0391408999539213,0.3907246376811594,0.2616124823337264,1.0,0.8321299638989169,9.993337774816789e-08,0.1228763334650254,8.429293002373376e-07,2.779452146540755e-07,-0.1580352375867592,6.570110313566697,-0.0979722418254528,0.0486944248412138,0.0486944248412138,0.3519171647150902,0.2333848531684699,-0.1013888888888889,0.1155172413793104,-0.0343283582089553,-0.1407702523240372,-0.2012345679012346,-0.2921225382932166,-0.6277330264672036,-0.5943573667711599,-0.5595643294758339,-0.4739837398373984,-0.4811547714514835,-0.4988381099922541,-0.5157185628742516,-0.5348670021567218,-0.4644039735099338,-0.3849809885931559,-0.3656862745098039,-0.3919172932330828,-0.3218029350104822,-0.3464646464646465,-0.3160676532769557,-0.3471241170534813,-0.3536463536463536,-0.4155374887082205,-0.436411149825784,-0.4369016536118364,-0.3849809885931559,-0.3568588469184891,-0.3451417004048583,-0.3418107833163785,-0.339795918367347,-0.3309203722854188,-0.2352245862884161,-0.2270011947431301,-0.1694480102695764,-0.2002472187886279,-0.1972704714640198,-0.2176541717049577,-0.1747448979591837,-0.1038781163434903,0.0,0.0253565768621235,-0.0030816640986133,0.0368589743589742,0.131118881118881,0.1763636363636362,0.1003401360544218,0.0335463258785941
BBMG-L^B01,5.0,0.1986254472108681,3.880979183200625e-06,0.8491385740368166,1.4612792760385256,2.654101948022463,1.0,0.3181997473983268,7.825190518674044e-07,-0.0295931775082426,1.116539974652126e-09,5.106134952807814e-07,-0.1355534339098598,0.1490724126763455,-0.3421601960795321,0.0142736983056664,0.0142736983056664,0.0868005865023758,-0.017391304347826,-0.9896396396396396,-0.8470744680851063,-0.7758284600389864,-0.8298816568047338,-0.8278443113772456,-0.8706411698537683,-0.8874755381604696,-0.8585485854858549,-0.8580246913580247,-0.8658109684947491,-0.8752711496746204,-0.8654970760233919,-0.8884578079534433,-0.9082202713487628,-0.90843949044586,-0.9008620689655172,-0.9170872386445564,-0.9254698639014908,-0.9245406824146982,-0.9212328767123288,-0.935682326621924,-0.920360110803324,-0.9286157666045934,-0.933449074074074,-0.9406604747162024,-0.9398535564853556,-0.9398535564853556,-0.9376355748373102,-0.940843621399177,-0.9462114125350796,-0.9477272727272728,-0.9487522281639929,-0.946808510638298,-0.9525773195876288,-0.9423269809428284,-0.9390889830508474,-0.9305555555555556,-0.9328271028037384,-0.93542953396968,-0.9308062575210588,-0.9313432835820896,-0.9333333333333332,-0.9342857142857144,-0.9340596330275228,-0.9233333333333332,-0.9213406292749658,-0.9430411094601288,-0.93886230728336
BBOU-L,10.0,1.2083706642774863,1.846979918380145e-07,0.0404109844483769,0.2423352069494123,-0.15441532349771,1.0,0.0895953757225433,5.462553339506264e-08,0.2798101089081262,2.1235208008682123e-05,4.93589460946418e-07,2.3903533370723498,28.363550371166173,1.956056510597436,2.1536997885835096,2.1536997885835096,0.989488409793742,0.0788643533123027,-0.0607407407407407,0.176252319109462,-0.0015748031496062,-0.1095505617977528,0.23828125,0.23828125,0.2756539235412476,0.2286821705426356,0.2263056092843327,0.2431372549019608,0.1321428571428571,0.161172161172161,0.1569343065693429,0.0782312925170067,0.1569343065693429,0.0931034482758621,0.0584307178631051,0.1142355008787345,0.2629482071713147,0.268,0.3873085339168489,0.4608294930875576,0.3842794759825327,0.4279279279279278,0.4441913439635536,0.3722943722943721,0.3263598326359831,0.3693304535637149,0.3403805496828751,0.3693304535637149,0.3126293995859213,0.3634408602150536,0.3812636165577341,0.3812636165577341,0.3375527426160336,0.3782608695652174,0.2529644268774704,0.2239382239382239,0.2730923694779115,0.278225806451613,0.3126293995859213,0.323590814196242,0.3547008547008548,0.3934065934065933,0.5059382422802849,0.5059382422802849,0.4088888888888888,0.4026548672566372
BBQS-L^G99,10.0,-0.3223404255319148,9.89361395830934e-07,0.216467258700966,0.1629494276347611,0.0407861738746871,1.0,-0.4893182240386401,3.4838189565818266e-07,-0.1171994479465826,6.323799791938726e-07,2.894304963722216e-06,-0.2388073828679602,0.3217510321666311,0.3092733011002657,-0.0618206967405234,-0.1680294754532821,0.3851833888273269,0.0,-0.0843373493975903,-0.2830188679245283,-0.4571428571428571,-0.5529411764705883,-0.5421686746987951,-0.5777777777777777,-0.5777777777777777,-0.5824175824175823,-0.5421686746987951,-0.4722222222222222,-0.4864864864864865,-0.5064935064935066,-0.5529411764705883,-0.5476190476190477,-0.5308641975308642,-0.5220125786163522,-0.5365853658536586,-0.5681818181818181,-0.5824175824175823,-0.6041666666666666,-0.6122448979591837,-0.5913978494623656,-0.62,-0.5824175824175823,-0.5681818181818181,-0.580110497237569,-0.5913978494623656,-0.580110497237569,-0.5657142857142857,-0.5824175824175823,-0.5754189944134078,-0.5891891891891892,-0.5581395348837209,-0.5730337078651686,-0.5502958579881656,-0.5096774193548388,-0.5421686746987951,-0.5706214689265536,-0.6041666666666666,-0.6142131979695431,-0.5754189944134078,-0.5869565217391304,-0.5891891891891892,-0.5913978494623656,-0.5754189944134078,-0.5657142857142857,-0.5754189944134078,-0.5308641975308642
BBTK-L^C11,10.0,-0.045045045045045,0.0005556201055384,121.56686285907276,-0.1110152430255967,-2.547605184081404,1.0,-0.3955555555555555,-0.000333372063323,-0.3165544133285467,2.2355493597080806e-08,0.0015255040250591,0.1596273291925465,0.0014171999538436,-0.2046398891966759,-0.2983898891966759,-0.3296398891966759,1.4564746890033298,-0.0434782608695653,0.0,-0.1153846153846154,-0.1785714285714286,-0.2580645161290322,-0.3235294117647059,-0.4102564102564102,-0.4102564102564102,-0.4102564102564102,-0.3947368421052631,-0.4102564102564102,-0.9148148148148147,-0.425,-0.425,-0.5,-0.4523809523809523,-0.4390243902439024,-0.4523809523809523,-0.4523809523809523,-0.4523809523809523,-0.4523809523809523,-0.4523809523809523,-0.4523809523809523,-0.4772727272727273,-0.4772727272727273,-0.4772727272727273,-0.54,-0.4651162790697674,-0.4390243902439024,-0.4390243902439024,-0.4390243902439024,-0.4390243902439024,-0.4390243902439024,-0.4102564102564102,-0.4102564102564102,-0.425,-0.425,-0.8496732026143791,-0.8614457831325302,-0.8693181818181819,-0.8685714285714285,-0.8662790697674418,-0.8614457831325302,-0.867816091954023,-0.8588957055214723,-0.8506493506493507,-0.8424657534246576,-0.8435374149659864,-0.8435374149659864
BBTU-L^C18,10.0,-0.0463743428588211,5.042769801280682e-07,0.1103332472585963,0.1591272561114919,0.0168183398648756,1.0,-0.1286326822296331,7.351167295059934e-08,-0.0610351929523847,2.0906341449508666e-06,6.132520902404897e-07,0.0332133317849262,3.3599647296227304,0.2727246151408675,-0.0243892395649793,0.2264818405743934,0.4349622020136526,0.0341880341880342,0.0353982300884956,0.125,-0.0084745762711864,-0.1459854014598541,-0.2641509433962264,-0.2994011976047904,-0.3117647058823529,-0.3076923076923077,-0.2402597402597402,-0.1931034482758621,-0.1136363636363637,-0.1490909090909091,-0.1203007518796993,-0.1521739130434782,-0.1102661596958175,-0.0330578512396694,-0.0564516129032258,-0.0209205020920503,0.004291845493562,0.0540540540540539,0.0218340611353711,0.004291845493562,0.0129870129870128,0.1470588235294117,0.1818181818181816,0.1142857142857141,0.125,0.2315789473684211,0.2928176795580108,0.21875,0.2124352331606216,0.2380952380952381,0.258064516129032,0.3846153846153846,0.6027397260273972,0.6363636363636362,0.4355828220858895,0.3846153846153846,0.4096385542168674,0.368421052631579,0.368421052631579,0.2928176795580108,0.3146067415730336,0.368421052631579,0.3295454545454543,0.3928571428571428,0.368421052631579,0.4904458598726113
