firms,age,agr,bm,bm_ia,cashdebt,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BBVN-L^I99,10.0,-0.0498678996036988,2.0647082370622154e-07,0.045174769702712,0.144223693892568,-0.0147213479384263,1.0,-0.0444203683640302,4.0732339370615126e-08,-0.0413209144792546,1.1345615316132306e-08,4.635059307690687e-07,-0.0557939914163089,0.4946637257065145,-0.0294089333846746,0.0057132126397269,0.0165094339622642,0.8537955073467796,-0.3387096774193548,-0.1142857142857143,0.2236842105263159,0.0,-0.1769911504424777,-0.1267605633802816,-0.1506849315068492,-0.0792079207920791,0.0054054054054053,0.0391061452513967,0.1923076923076923,0.1411042944785276,0.2236842105263159,0.2236842105263159,0.1071428571428572,0.1341463414634147,0.1071428571428572,0.0689655172413794,0.0689655172413794,0.0333333333333334,0.0508474576271187,0.1071428571428572,0.1137724550898204,0.1204819277108435,0.1204819277108435,0.1923076923076923,0.2077922077922078,0.1772151898734177,0.2236842105263159,0.2236842105263159,0.2236842105263159,0.2739726027397262,0.488,0.6460176991150446,0.5,0.453125,0.4198473282442747,0.4198473282442747,0.4090909090909091,0.4418604651162792,0.5245901639344264,0.6909090909090909,0.6607142857142856,0.7064220183486238,0.8600000000000001,0.9375000000000002,1.0217391304347827,1.0439560439560438,1.240963855421687
BBXK-L,10.0,0.1163968645539872,4.290171342624273e-07,0.0938667744475059,0.4091329456010193,0.0121229411112758,1.0,0.1184509747643123,7.019864633229222e-08,0.0541975887659317,6.48478752592148e-06,2.1707464142710998e-07,0.1131280670517219,13.673307208557691,-0.0726058315186976,1.051186574682156,0.051186574682156,0.5951356944932172,-0.0072289156626507,-0.0757238307349665,-0.0757238307349665,-0.232902033271719,-0.1941747572815534,-0.2468239564428311,-0.24408014571949,-0.2795138888888888,-0.2966101694915254,-0.2770034843205574,-0.2782608695652173,-0.3071786310517529,-0.3412698412698411,-0.3196721311475409,-0.3615384615384615,-0.3083333333333332,-0.3013468013468013,-0.1830708661417321,-0.1749502982107356,-0.1582150101419877,-0.1425619834710743,-0.1649899396378268,-0.1530612244897958,-0.1547861507128308,-0.1716566866267463,-0.1878669275929549,-0.1830708661417321,-0.1565040650406503,-0.1443298969072163,-0.1281512605042015,-0.1017316017316016,-0.052511415525114,-0.0189125295508274,-0.0303738317757008,-0.0393518518518518,-0.0777777777777777,-0.0546697038724371,-0.0047961630695442,-0.0437788018433178,-0.0481651376146788,-0.0546697038724371,0.0272277227722772,-0.0071770334928228,-0.0189125295508274,-0.0071770334928228,0.0978835978835981,0.0723514211886304,0.0427135678391961,0.0375
BCHQ-L^B00,11.0,-0.1054443469298738,4.181694578513764e-07,0.091493357831626,0.1204586354965459,-0.1298560978432732,1.0,-0.1465469069603876,2.7037346538389567e-08,-0.1072348989410078,6.735441295099725e-08,6.152386734041072e-07,-0.080561496568212,1.6481900189644616,0.3272870059857771,0.2740263886013859,0.2740263886013859,2.473640018270304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1034482758620689,0.0434782608695651,0.0491803278688522,-0.0495049504950495,-0.0204081632653061,-0.0153846153846154,0.0434782608695651,0.0666666666666666,0.0726256983240223,0.0909090909090908,0.0666666666666666,0.0666666666666666,0.136094674556213,0.2549019607843137,0.2972972972972973,0.2549019607843137,0.3913043478260869,0.3150684931506848,0.352112676056338,0.1034482758620689,0.1707317073170731
BCPS-L^C06,10.0,0.0010099283727723,6.267277068319715e-07,0.1371248456039847,0.1217125469636148,-0.0287473012722022,1.0,0.0631293426968378,5.95798742689418e-08,-0.0314938619581029,3.3351725966631124e-06,7.480778919238604e-07,-0.047337443164384,5.28651527104083,-0.0090615419503112,0.0711422776613079,-0.0009970258212789,0.4867409898176569,4.338345864661654,0.1176470588235294,0.1271186440677967,0.0390625,-0.2083333333333332,-0.130718954248366,-0.1528662420382165,-0.1790123456790123,-0.1528662420382165,-0.0499999999999999,-0.81,-0.9822666666666666,0.0991735537190083,0.1666666666666667,0.1083333333333333,-0.7969465648854962,0.1875,0.209090909090909,0.1271186440677967,0.1465517241379312,0.1666666666666667,0.08130081300813,0.303921568627451,-0.7745762711864407,-0.7745762711864407,0.0725806451612904,0.1083333333333333,0.3168316831683169,0.3434343434343434,-0.1582278481012657,0.2788461538461539,-0.2312138728323699,0.2547169811320755,0.2788461538461539,0.2788461538461539,-0.7205882352941176,-0.7252066115702479,-0.7257731958762886,-0.7217573221757323,-0.9749056603773584,-0.7698961937716263,-0.7718696397941681,-0.7872,-0.770293609671848,-0.7698961937716263,-0.7654320987654321,-0.770293609671848,-0.781967213114754,-0.7808896210873146
BCUB-L^L00,10.0,0.5054842641049536,3.858024691358025e-07,0.0844116247569481,0.1729190146514249,-0.0530678000441421,1.0,0.5308201732042791,9.346562313839075e-08,0.2824115139202444,4.2057412645201325e-07,9.58728764815842e-07,0.5072156625290141,1.8038882871016664,-0.2795051638665666,0.2316944379253696,0.2316944379253696,0.8072631002923676,-0.018181818181818,-0.0934065934065935,-0.0379008746355685,-0.1428571428571429,-0.2124105011933175,-0.2993630573248408,-0.45,-0.3843283582089553,-0.3854748603351956,-0.396709323583181,-0.2448512585812358,-0.2887931034482758,-0.3237704918032786,-0.3785310734463276,-0.5081967213114754,-0.4406779661016949,-0.383177570093458,-0.3617021276595745,-0.4148936170212766,-0.3820224719101124,-0.3888888888888889,-0.3785310734463276,-0.404332129963899,-0.4329896907216495,-0.4,-0.4190140845070422,-0.4444444444444445,-0.4,-0.3714285714285714,-0.3922651933701657,-0.3761814744801512,-0.3922651933701657,-0.3386773547094189,-0.322381930184805,-0.3153526970954358,-0.2810457516339869,-0.253393665158371,-0.2361111111111111,-0.2682926829268293,-0.2307692307692308,-0.2028985507246377,-0.170854271356784,-0.1428571428571429,-0.0909090909090909,-0.1176470588235295,-0.0379008746355685,-0.0294117647058823,-0.1361256544502618,-0.1176470588235295
BCYN-L,10.0,-0.0416337805840568,5.426898846920134e-07,0.1187377960763874,0.1653490808648442,-0.1575371022619452,1.0,-0.0959766239604405,5.7075539837076495e-08,-0.039294710327418,2.952266163779329e-06,7.102733846391741e-07,0.0055396370582617,8.582039496987466,0.0595499806026121,-0.0110241820768136,-0.0110241820768136,1.2946441680029597,-0.0088746893858715,-0.0518343991921911,-0.0045936395759716,0.2575892857142858,0.0133093525179857,0.0217627856365614,-0.0684523809523808,-0.1815804764671702,-0.1205120199812675,-0.1673071238545668,2.620822622107969,37.06756756756757,2.8855172413793104,2.52125,1.8141858141858145,1.9041237113402063,1.8226452905811623,1.6777566539923958,1.708653846153846,1.8598984771573608,1.9809523809523808,2.029032258064516,45.95,1.996808510638298,1.8598984771573608,1.8892307692307693,1.8803680981595097,1.943573667711599,2.019292604501608,48.42105263157895,48.42105263157895,1.69054441260745,1.971518987341772,2.085432639649507,2.0686274509803924,2.009615384615385,2.012834224598931,2.1902604756511894,2.0686274509803924,2.245391705069125,2.140468227424749,2.3817527010804325,2.469211822660099,2.53894472361809,2.530075187969925,2.7913862718707945,2.6679687500000004,2.406287787182588,2.3817527010804325
BCZB-L,10.0,0.2522646170738402,4.4595506178516506e-07,0.0975727071373935,0.1938490214352283,0.0098053211303375,1.0,0.1201307545627894,5.2816175848583515e-08,-0.0120658135283334,2.0064555566500915e-05,5.394407775582225e-07,0.3778393351800554,10.67731800737637,0.0838375537333381,-0.1614089713125574,0.0824934677118327,0.7058070361494575,-0.0301810865191145,-0.0762081784386617,-0.125,-0.0657894736842106,-0.0675422138836773,-0.0880733944954129,0.0040404040404038,0.0397489539748951,-0.0622641509433962,0.0665236051502145,0.0142857142857142,-0.0235756385068762,0.0,-0.0040080160320642,0.0827886710239651,0.1478060046189375,0.1666666666666667,0.3505434782608694,0.4281609195402298,0.4880239520958083,0.4747774480712166,0.6136363636363635,0.5339506172839505,0.2809278350515463,0.3288770053475933,0.3653846153846152,0.336021505376344,0.2809278350515463,0.301047120418848,0.3078947368421052,0.2614213197969544,0.3542234332425067,0.3468834688346882,0.3218085106382979,0.2710997442455241,0.2646310432569974,0.2875647668393781,0.2332506203473943,0.1399082568807337,0.0552016985138004,0.0711206896551723,0.1244343891402715,0.1044444444444443,0.1347031963470319,0.1531322505800465,0.1947115384615383,0.1666666666666667,0.2063106796116505,0.2363184079601989
BCZR-L^G00,9.0,-0.0965949233837245,3.219238795587797e-07,0.0704353131344304,-0.1637813287418345,-0.6102767143443175,1.0,-0.2753659496796821,-2.1726324157805825e-07,-0.1297666120014541,1.2498556681076373e-07,8.805296631223294e-07,-0.0069540795398764,1.1652728883640475,0.1794702049512588,-0.0409440492201971,-0.034246529102208,1.4564746890033298,0.1414473684210526,0.0704225352112677,-0.0759878419452887,-0.0318471337579617,-0.24,-0.1032448377581121,-0.2020997375328084,-0.0843373493975903,-0.1058823529411764,0.0410958904109588,0.1471698113207546,0.1471698113207546,0.4009216589861752,0.3693693693693693,0.1968503937007875,0.3103448275862071,0.4009216589861752,0.256198347107438,0.2991452991452992,0.2881355932203391,0.0555555555555555,0.0519031141868511,0.1343283582089551,0.1782945736434107,0.3511111111111111,0.1054545454545454,0.0,0.0340136054421769,0.0446735395189004,-0.0032786885245901,-0.05,-0.1058823529411764,-0.0787878787878787,-0.0032786885245901,0.0033003300330034,0.0666666666666666,0.2015810276679843,0.2015810276679843,0.1094890510948904,0.1176470588235294,0.1515151515151513,0.1828793774319066,0.1176470588235294,0.256198347107438,0.2936170212765956,0.3275109170305676,0.3755656108597285,0.3632286995515694,0.3511111111111111
BDAJ-L,4.0,-0.0566900335263639,7.081758371072996e-07,0.1549452836777906,0.0154153582643448,-0.4171440944746197,1.0,-0.1371350984385607,-6.07326248974789e-08,-0.034504391467997,4.03796103097272e-07,9.84537139393075e-07,0.0178571428571428,2.078282666140466,0.303615805168986,0.0325352966944098,0.022365805168986,1.4564746890033298,1.1284403669724767,-0.0353982300884954,0.0,-0.0267857142857143,-0.0916666666666665,-0.6646153846153846,-0.6972222222222222,-0.1615384615384615,-0.1742424242424242,-0.0603448275862067,-0.0438596491228068,-0.6784660766961652,-0.0762711864406778,-0.0438596491228068,-0.1065573770491802,-0.0683760683760682,-0.0916666666666665,-0.0762711864406778,-0.2101449275362318,-0.2101449275362318,-0.1985294117647058,-0.1925925925925925,-0.2043795620437956,-0.75,-0.2214285714285713,-0.7354368932038835,-0.7453271028037383,-0.2534246575342465,-0.2635135135135135,-0.3144654088050314,-0.3393939393939393,-0.3588235294117646,-0.3144654088050314,-0.2922077922077921,-0.2828947368421052,-0.7660944206008584,-0.7360774818401936,-0.7404761904761905,-0.7435294117647059,-0.7550561797752808,-0.7417061611374407,-0.7288557213930348,-0.7528344671201814,-0.7386091127098321,-0.7334963325183375,-0.7085561497326203,-0.7093333333333334,-0.7392344497607655,-0.7354368932038835
BDBL-L^I07,10.0,-0.061781034865645,-2.0653728811413677e-07,-0.0451893117782804,0.1335837684988338,0.0847082383650265,1.0,-187.45714285714288,7.237983112427686e-08,-0.033914617658516,1.0451823450685874e-06,8.383337764105682e-07,0.2062386156648452,3.658885074850093,0.5084558707569249,0.007910639245322,-0.170160481444333,0.8056145525094937,0.1013698630136985,-0.0135135135135135,0.0428571428571429,-0.1589861751152074,-0.2489711934156379,-0.2967244701348748,-0.281496062992126,-0.3916666666666667,-0.2655935613682092,-0.2953667953667953,-0.20995670995671,-0.281496062992126,-0.1888888888888888,-0.2611336032388665,-0.399671052631579,2.173913043478261,2.173913043478261,-0.6617238183503243,-0.6858864027538727,-0.7034930950446792,-0.6809440559440559,-0.6858864027538727,-0.6978476821192052,-0.7355072463768116,-0.7347383720930233,-0.7005742411812961,-0.7288261515601784,-0.7491408934707904,-0.7947131608548932,-0.7962032384142936,-0.7996706915477497,-0.798787210584344,-0.7856723429242514,-0.7752463054187192,-0.7818290496114764,-0.7593935398813447,-0.7701511335012594,-0.7484493452791179,-0.7523744911804613,-0.7558528428093645,-0.7362716763005781,-0.720734506503443,-0.7061191626409018,-0.6798245614035088,-0.6693840579710144,-0.6513849092645654,-0.6490384615384616,-0.6473429951690821,-0.6327967806841046
BDCK-L^L08,10.0,-0.1866388834823626,9.813303925482558e-07,0.2147101158889001,0.1632958002027856,-0.1377815059870134,1.0,-0.2832493697786606,-2.1402175692601998e-08,-0.1793914047090448,2.0999262283577908e-08,9.395771859945364e-07,-0.0505004599413028,0.2137171333152802,0.3821837478353748,-0.1134225790539046,-0.1134225790539046,1.4564746890033298,-0.0708661417322835,0.0409836065573769,0.1493212669683259,6.257142857142858,6.055555555555556,-0.1118881118881118,6.055555555555556,6.055555555555556,0.2574257425742574,0.0808510638297872,0.2959183673469387,2.097560975609756,0.3092783505154639,0.2828282828282829,0.2828282828282829,0.5679012345679011,0.5393939393939395,0.4597701149425288,0.4269662921348314,0.336842105263158,0.3510638297872341,0.2390243902439026,2.6811594202898554,0.3510638297872341,0.4767441860465116,0.3092783505154639,0.3582887700534758,0.2959183673469387,0.2512315270935963,0.27,0.2959183673469387,0.1981132075471698,3.031746031746032,0.1869158878504673,0.2330097087378639,0.3582887700534758,0.3229166666666667,0.3092783505154639,0.2037914691943128,0.1545454545454545,0.0808510638297872,0.0901287553648069,0.0854700854700856,0.1339285714285714,0.2095238095238094,0.3582887700534758,0.2763819095477386,0.2153110047846891,0.2330097087378639
