firms,age,agr,bm,bm_ia,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,6.0,0.1255663767512108,3.3143776824034333e-07,0.1832092506899635,0.1543808304371684,1.3119569380002565,0.380590343095828,1.0,0.0428764348413233,7.40343347639485e-08,-0.0624310881336743,1.7470123862380584e-06,7.869098712446351e-07,0.1579695271177073,3.0922129269404337,-0.0082443901421395,-0.0189564962511563,0.0640365508738849,0.8955823873549974,0.0688073394495412,-0.0022883295194507,0.0331753554502372,0.0673194614443084,0.0699386503067485,0.0660146699266504,0.013953488372093,0.0368608799048753,-0.0343300110741969,0.0127758420441348,0.0246768507638073,0.0092592592592593,0.0405727923627685,0.0660146699266504,0.0480769230769231,0.0344009489916963,0.044311377245509,0.1251612903225807,0.1295336787564767,0.1208226221079691,0.0927318295739347,0.173620457604307,0.2144846796657382,0.231638418079096,0.1912568306010929,0.1626666666666667,0.2161785216178522,0.2492836676217764,0.1831750339213027,0.3112781954887218,0.3667711598746082,0.3885350318471339,0.5941499085923219,0.629906542056075,0.472972972972973,0.3841269841269843,0.472972972972973,0.6208178438661711,0.6673040152963672,0.6964980544747084,0.8553191489361702,0.6118299445471349,0.5516014234875446,0.5218150087260034,0.4630872483221477,0.5298245614035089,0.6268656716417911,0.6360225140712947,0.5379188712522047
BACQ-L^J02,4.0,0.0298417381974248,6.591816838066484e-07,0.3643766460290339,0.1683390744346263,1.1490430210531737,0.3294168140819983,1.0,-0.0172312741765327,2.374437840047804e-08,-0.0397105949981821,7.398474276125649e-07,5.482435449885209e-07,0.0927754270490517,2.1099376488825103,-0.0159622487175585,0.049995532633066,0.0087158628704241,0.5150937656039747,0.1688311688311687,-0.0128205128205128,0.1323529411764705,0.1,0.1323529411764705,0.1159420289855073,0.1846153846153846,0.3275862068965518,0.203125,0.375,0.3508771929824563,0.3508771929824563,0.3999999999999999,0.375,0.3999999999999999,0.2833333333333334,0.1,0.1666666666666667,0.0405405405405405,0.0405405405405405,0.013157894736842,-0.0374999999999999,-0.1046511627906976,-0.0833333333333332,-0.0374999999999999,-0.0253164556962025,0.013157894736842,0.0694444444444444,0.0694444444444444,0.203125,0.75,0.925,1.40625,1.026315789473684,0.75,0.6041666666666667,0.6382978723404256,1.1388888888888888,0.925,1.026315789473684,1.026315789473684,1.026315789473684,0.6739130434782608,0.75,0.75,1.2647058823529411,0.8333333333333335,0.0266666666666666,-0.2061855670103092
BALZ-L^I10,7.0,0.0677656770007037,7.039564203121312e-07,0.389126830561599,0.0211752249867654,1.273006404366367,-0.2972437986191945,1.0,-0.252415062101597,-4.2099597218033865e-08,-0.0541111181618371,2.4820291419605312e-09,1.0959921600112743e-06,0.4904765912087295,0.0804245329109289,0.0400340651632582,0.0283242241666245,0.0907253094028894,1.427140524884407,0.0,0.0,-0.0476190476190475,-0.0909090909090908,-0.1304347826086956,-0.1304347826086956,-0.2307692307692307,-0.2592592592592593,-0.3103448275862068,-0.3333333333333332,-0.375,-0.4117647058823529,-0.4285714285714285,-0.3939393939393939,-0.375,-0.375,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.1304347826086956,0.0,0.1764705882352941,0.1764705882352941,0.5384615384615385,0.4285714285714286,0.4285714285714286,0.5384615384615385,0.5384615384615385,1.8571428571428568,1.0,1.2222222222222223,1.0,0.8181818181818183,0.8181818181818183,0.6666666666666667,1.5,1.2222222222222223,1.0,1.2222222222222223,1.8571428571428568,0.8181818181818183,0.4285714285714286,0.4285714285714286,0.5384615384615385,0.5384615384615385,0.4285714285714286,0.4285714285714286,0.3333333333333335
BAMD-L^J98,6.0,0.114155527586152,5.585319740500463e-07,0.3087403858509314,0.0872577926392023,0.4657413507881479,-0.7555353840011932,1.0,0.0406553481882606,3.829842446709917e-08,-0.0140287205951505,5.7180783698042065e-09,7.304726598702502e-07,0.1784353713017838,0.4474916507737028,-0.4434698757580682,-0.0012169074092176,0.1438236696872656,0.7567395020149822,0.0573248407643312,0.0827586206896553,0.0608108108108109,-0.0308641975308642,-0.1129943502824858,-0.0484848484848483,-0.0063291139240506,-0.0654761904761903,-0.1373626373626373,-0.1129943502824858,-0.0426829268292682,0.0194805194805194,-0.2266009852216748,-0.2697674418604651,-0.3083700440528634,-0.3430962343096234,-0.3053097345132742,-0.2523809523809524,-0.2266009852216748,-0.1989795918367346,-0.1467391304347826,-0.1467391304347826,-0.207070707070707,-0.2227722772277227,-0.1325966850828729,-0.0924855491329479,0.0129032258064516,0.0129032258064516,0.0608108108108109,0.246031746031746,0.2076923076923076,0.5096153846153846,0.4537037037037037,0.246031746031746,0.1629629629629629,0.0129032258064516,0.0608108108108109,0.246031746031746,0.0328947368421053,-0.0125786163522012,0.0753424657534247,0.145985401459854,-0.0125786163522012,-0.0977011494252872,-0.1079545454545454,-0.1780104712041884,-0.0308641975308642,-0.2488038277511961,-0.2863636363636364
BAOH-L,13.0,0.119749909413536,2.906559663865547e-07,0.1606662454100066,1.1219924307677926,0.6785968466600087,0.5779215048795604,1.0,-0.0198719197249251,7.80100280112045e-08,-0.0028599720621241,4.273340269853286e-08,9.298873949579833e-08,1.0185320531919422,2.961158838298645,0.2894023380839328,0.203745640760931,0.203745640760931,1.2332350665284604,-0.0146396396396397,-0.0133333333333331,0.0596658711217183,0.1458064516129034,-0.0892307692307691,-0.026315789473684,-0.0593220338983049,-0.1066398390342051,-0.0901639344262293,-0.0472103004291845,-0.0187845303867403,0.1840000000000001,0.1384615384615386,0.1668856767411302,0.2048846675712348,0.1155778894472363,-0.0078212290502791,0.1532467532467534,0.1297709923664123,0.2758620689655173,0.2869565217391305,0.0277777777777779,0.0647482014388489,0.0622009569377992,0.5205479452054795,0.549738219895288,0.6978967495219885,0.8577405857740585,1.1346153846153846,0.9431072210065644,0.8773784355179703,0.8196721311475412,0.7276264591439692,0.6567164179104479,0.5857142857142859,0.4701986754966889,0.4775374376039936,0.3557251908396948,0.4368932038834954,-0.2861736334405144,-0.2237762237762236,-0.3328324567993989,-0.2461799660441425,-0.2599999999999999,-0.171641791044776,-0.3105590062111801,-0.2913008778930566,-0.24809483488569,-0.0948012232415901
BBEK-L^L95,6.0,-0.2054543942795377,1.6673627845585224e-07,0.0921670116260802,-0.5900145017609282,1.2945286449521505,-13.890764144566983,1.0,-0.5946219167003639,-4.014144718735157e-07,-0.2900430894685531,3.371034450540688e-07,6.211238223375363e-07,0.0651739874500854,1.9948385691953576,0.0933466727071377,-0.1077162242499198,-0.0267290848686198,1.427140524884407,-0.0645161290322581,0.0276243093922652,0.4418604651162792,0.7064220183486238,0.6909090909090909,0.5762711864406782,0.6034482758620692,0.6756756756756757,0.2317880794701987,0.3676470588235294,0.4090909090909091,0.3478260869565219,0.2077922077922078,0.453125,0.4645669291338583,0.3381294964028778,0.3880597014925373,0.3478260869565219,0.1698113207547169,0.1204819277108435,0.0391061452513967,0.0751445086705202,0.0508474576271187,0.1481481481481481,0.1341463414634147,-0.0792079207920791,-0.1877729257641921,-0.1506849315068492,-0.2408163265306122,-0.1506849315068492,-0.1769911504424777,-0.0158730158730158,0.0751445086705202,0.0219780219780219,-0.1308411214953271,-0.4876033057851239,-0.523076923076923,-0.4294478527607361,-0.5267175572519084,-0.5193798449612403,-0.4294478527607361,-0.5130890052356021,-0.5938864628820961,-0.6008583690987124,-0.6272545090180361,-0.625,-0.6204081632653061,-0.6219512195121951,-0.6125
BBIO-L^E18,6.0,0.4066850696111376,3.6527720054622593e-07,0.2019147140698604,0.1557602893060099,1.1450468878936062,0.7106804610293039,1.0,0.2197651364953483,4.215439561192381e-08,-0.045331006108961,1.2380026972985706e-06,6.709536575674675e-07,0.7208621295537072,3.632305074270904,-0.0933343223062847,0.2214804925085298,0.2214804925085298,1.3467382417923277,-0.0277349768875193,0.0400641025641026,0.1346153846153848,0.1799999999999999,0.1037414965986394,0.036741214057508,0.0745033112582782,0.0587275693311581,0.0334394904458599,0.0434083601286174,0.1651705565529622,0.1075085324232081,0.0434083601286174,0.2063197026022305,0.2085661080074488,0.0745033112582782,0.2291666666666667,0.3244897959183672,0.3577405857740585,0.4047619047619049,0.3191056910569105,0.3244897959183672,0.4390243902439026,0.3987068965517242,0.346473029045643,0.4047619047619049,0.3867521367521369,0.3867521367521369,0.4486607142857142,0.6064356435643565,0.6144278606965177,0.6857142857142857,0.9088235294117648,0.6513994910941476,0.8385269121813033,0.5128205128205128,0.6430379746835442,0.9201183431952664,0.94311377245509,1.0281249999999995,1.1925675675675675,1.2692307692307696,0.9489489489489488,0.739946380697051,0.6857142857142857,0.8921282798833818,0.8811594202898549,0.8595988538681947,0.7683923705722071
BBNH-L^L97,6.0,-0.0132189707366296,4.234724742891712e-07,0.2340833849873245,0.1060900550696469,0.667291919056309,0.2713348660752196,1.0,-0.0472589792060491,5.4014346210353467e-08,-0.12646655492904,1.2280514157576518e-05,7.432374038544637e-07,0.0058479532163742,13.820599227409865,0.0371735672591955,-0.041871921182266,-0.041871921182266,0.6247704075605071,0.0025125628140703,0.0075949367088608,0.0501319261213719,0.0904109589041095,-0.0221130221130222,0.052910052910053,-0.0455635491606714,-0.0099502487562188,-0.1056179775280898,-0.0409638554216867,-0.0339805825242718,-0.0635294117647058,-0.1638655462184873,-0.1194690265486725,-0.1495726495726494,-0.1691022964509394,-0.1638655462184873,-0.0455635491606714,-0.0245098039215686,-0.0432692307692308,-0.1252747252747252,-0.047846889952153,-0.0744186046511627,-0.0172839506172839,-0.0292682926829267,-0.0787037037037037,-0.1233480176211453,-0.0975056689342404,-0.1440860215053764,-0.1096196868008948,-0.0339805825242718,-0.0099502487562188,0.0257731958762887,-0.0568720379146918,-0.1252747252747252,-0.22265625,-0.179381443298969,-0.5512965050732808,-0.5655021834061136,-0.575240128068303,-0.5487528344671202,-0.5152253349573691,-0.5328638497652582,-0.5216346153846154,-0.5261904761904762,-0.4936386768447837,-0.4621621621621622,-0.4817708333333333,-0.5098522167487685
BBOU-L,6.0,-0.0230702082553934,4.081269691583402e-07,0.2256008318027405,0.1965811965811965,0.4068844803078305,2.307659118399058,1.0,0.0584607133279699,6.628056428439224e-08,-0.0076957042831002,2.42889954614434e-06,3.903418567450556e-07,-0.0971059555130351,16.043359516400326,-0.0136520808483052,0.0061064262867112,0.0061064262867112,0.5410220710560233,0.0235042735042736,0.0285714285714284,0.1116389548693586,0.1116389548693586,0.04,0.0353982300884956,-0.002132196162047,0.0331125827814569,-0.0390143737166325,0.0493273542600896,0.0684931506849315,-0.0084745762711864,-0.025,0.0021413276231263,-0.1,-0.1136363636363637,-0.0209205020920503,-0.0147368421052632,0.0783410138248847,0.106382978723404,-0.0805500982318271,0.004291845493562,-0.0168067226890756,-0.0042553191489362,-0.0270270270270269,-0.0602409638554217,0.0376940133037693,0.0173913043478262,-0.0930232558139535,-0.1612903225806452,-0.1235955056179776,-0.1284916201117318,-0.1034482758620689,-0.1397058823529412,-0.1412844036697248,-0.2238805970149254,-0.2289950576606261,-0.1521739130434782,-0.2067796610169492,-0.1818181818181818,-0.078740157480315,-0.0545454545454546,-0.1068702290076336,-0.5469506292352372,-0.5447470817120623,-0.5239064089521872,-0.5170278637770898,-0.5170278637770898,-0.4845814977973568
BBQS-L^G99,6.0,-0.0037089201877934,5.113572420002251e-07,0.2826635529171537,0.1395348837209302,1.7497365338716728,0.1272203194332365,1.0,0.0352848101265822,7.92474772104888e-08,-0.0285035629453625,3.6847050001841776e-06,9.852790386515112e-07,-0.01883415051755,2.1226382830931625,-0.1287398980260669,-0.1042139590081546,-0.0725773106134795,0.6910512798010294,-0.0054054054054054,-0.0053763440860215,0.0335195530726257,0.0571428571428571,0.0335195530726257,0.1419753086419752,0.1077844311377247,0.0693641618497109,0.0335195530726257,0.0882352941176471,0.2091503267973857,0.1490683229813665,0.0946745562130177,0.0946745562130177,0.0571428571428571,0.0335195530726257,0.1635220125786163,0.2012987012987013,0.128048780487805,0.1708860759493671,0.0946745562130177,0.25,0.2847222222222223,0.2333333333333334,0.1783439490445859,0.15625,0.1490683229813665,0.2758620689655173,0.3909774436090225,0.5811965811965814,0.7452830188679245,1.1764705882352944,0.8500000000000001,0.4566929133858268,0.1635220125786163,0.0335195530726257,-0.0561224489795917,0.1349693251533743,0.2012987012987013,0.1144578313253013,0.1077844311377247,0.1077844311377247,-0.0609137055837563,-0.1474654377880183,-0.2226890756302519,-0.2194092827004219,-0.119047619047619,-0.2323651452282158,-0.26
