firms,absacc,acc,age,agr,bm,bm_ia,chpmia,convind,currat,egr,grltnoa,herf,invest,mve_ia,pctacc,ps,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
FSDJ-L,0.0607186722514408,-0.0607186722514408,8.0,0.1295017101468715,1.7639669445744287e-05,1.8998353887568915,0.0331339914575925,1.0,1.5665898386611885,0.1115345813249635,0.014360847793907,3.230579161720868e-06,0.0942592716786265,0.0892129520122942,-1.1080459770114943,5.0,1.1089287503757892,0.0819141387262727,-0.0899999999999999,0.0050251256281406,-0.0243902439024389,0.0526315789473683,-0.5412844036697249,1.5974025974025974,-0.0610328638497652,-0.5850622406639004,-0.5789473684210527,-0.0476190476190476,-0.0049751243781093,-0.0384615384615385,-0.0196078431372549,-0.5575221238938053,-0.5850622406639004,-0.0783410138248847,-0.5815899581589958,-0.0521327014218009,-0.0566037735849057,-0.5680345572354212,-0.5584988962472406,-0.5545657015590201,-0.5708154506437768,-0.5485327313769751,-0.5337995337995338,-0.5584988962472406,-0.5423340961098398,-0.5412844036697249,-0.5402298850574712,-0.5283018867924529,-0.5271867612293144,-0.5215311004784688,-0.5283018867924529,-0.5495495495495496,-0.5444191343963554,-0.5402298850574712,-0.5098039215686274,-0.5203836930455635,-0.5515695067264574,-0.5454545454545454,-0.5294117647058824,-0.5555555555555556,-0.5,-0.5073891625615763,-0.4832041343669251,-0.4609164420485175,-0.4666666666666667,-0.4962216624685138,-0.4694960212201591
FSDN-L^D99,0.0398927751557754,-0.0398927751557754,9.0,0.1395645395999279,1.044106666321157e-06,0.1124528325440068,-0.0397509381526105,1.0,0.597205707491082,-0.0076478773899617,0.0822038127557635,3.4227873009387436e-09,0.1083373246977494,0.395633247500511,-0.5363674705724474,6.0,0.3849043346665226,0.1053950399877495,0.0377358490566037,-0.022140221402214,-0.0669014084507042,-0.0535714285714284,-0.1047297297297297,-0.1339869281045752,0.0192307692307691,-0.0602836879432624,-0.0986394557823129,-0.1047297297297297,-0.086206896551724,-0.0924657534246575,-0.208955223880597,-0.2363112391930836,-0.2385057471264368,-0.2274052478134111,-0.2318840579710145,-0.1993957703927492,-0.1368078175895765,-0.1560509554140128,-0.1282894736842106,-0.1254125412541253,-0.1560509554140128,-0.1396103896103896,-0.086206896551724,-0.1339869281045752,-0.0830449826989619,-0.0924657534246575,-0.0074906367041198,-0.1225165562913908,-0.1254125412541253,-0.0924657534246575,-0.1368078175895765,-0.1137123745819399,-0.1282894736842106,-0.0433212996389892,0.0153256704980841,-0.0328467153284672,-0.0148698884758364,0.0,-0.0893470790378008,-0.1166666666666667,-0.0363636363636363,-0.050179211469534,-0.0669014084507042,-0.0293040293040293,-0.0636042402826855,-0.0257352941176471,-0.0257352941176471
FSDP-L^D98,0.0752859338050589,-0.0752859338050589,9.0,0.0738684069918325,1.1425978435393266e-06,0.1230605723622011,0.0851684993966867,1.0,1.5039996213376248,-0.0609576968272621,-0.0697374837825147,4.746733577312861e-09,0.0980650332035721,0.1065551353398511,-1.9397818871503083,3.0,0.6336914848298385,-0.0734566280400501,-0.2153846153846154,0.0,0.04,-0.0225563909774436,-0.0298507462686566,-0.0298507462686566,-0.0151515151515151,-0.0298507462686566,-0.1875,-0.2261904761904761,-0.3298969072164948,-0.3333333333333332,-0.35,-0.2571428571428571,-0.2571428571428571,-0.1823899371069182,-0.2737430167597765,-0.2934782608695652,-0.3229166666666666,-0.2441860465116279,-0.216867469879518,-0.2777777777777778,-0.2934782608695652,-0.2737430167597765,-0.212121212121212,-0.3925233644859813,-0.3596059113300491,-0.3333333333333332,-0.2857142857142857,-0.3532338308457711,-0.4444444444444444,-0.4779116465863454,-0.543859649122807,-0.5765472312703583,-0.5819935691318328,-0.5272727272727273,-0.4980694980694981,-0.4921875,-0.4715447154471545,-0.400921658986175,-0.4468085106382978,-0.5057034220532319,-0.4715447154471545,-0.4323144104803493,-0.4881889763779528,-0.5149253731343284,-0.5238095238095237,-0.4861660079051383,-0.48
FSDR-L^B98,0.0226898013660987,-0.0226898013660987,8.0,-0.0204221192999906,1.0914559621232591e-06,0.117552467096357,0.0367920522960425,1.0,1.5139649096498462,0.0233228819100953,-0.0494936013189915,3.5843548670975902e-09,-0.0078797674924621,0.0887428187074153,-0.4137437365783822,7.0,1.0090537602159406,0.0498110526145795,-0.0277777777777777,-0.1,-0.1428571428571429,-0.1529411764705882,-0.2216216216216217,1.4827586206896552,-0.2421052631578947,-0.2615384615384615,-0.2380952380952381,-0.297560975609756,-0.3739130434782608,-0.424,-0.4646840148698885,-0.52,-0.4947368421052631,-0.5,-0.5514018691588785,-0.5231788079470199,-0.4763636363636364,-0.5017301038062284,-0.5471698113207548,-0.5485893416927901,-0.6200527704485488,-0.6118598382749326,-0.6000000000000001,-0.5932203389830508,-0.5714285714285714,-0.535483870967742,-0.5384615384615385,-0.5263157894736843,-0.511864406779661,-0.52,-0.5278688524590164,-0.5485893416927901,-0.5932203389830508,-0.5862068965517242,-0.5752212389380531,-0.5977653631284916,-0.6097560975609756,-0.5688622754491017,-0.6043956043956045,-0.6345177664974619,-0.6298200514138818,-0.5384615384615385,-0.5183946488294315,-0.5555555555555556,-0.5636363636363636,-0.5428571428571429,-0.5485893416927901
FSDU-L^I02,0.0975998328501658,-0.0975998328501658,9.0,0.1096013057941169,9.528587517014204e-07,0.1026252097601419,-0.0071540885240247,1.0,0.8419228013092401,0.0544944751797638,0.0070385750476637,1.3941169564775998e-08,0.1228865212570333,0.1165073819710169,-2.1666908247572114,5.0,0.4667557569771269,0.0584002588962565,0.125,0.0,0.0,0.0,-0.0909090909090908,-0.069767441860465,-0.0909090909090908,-0.1304347826086956,-0.111111111111111,-0.0476190476190475,-0.0476190476190475,-0.0909090909090908,-0.111111111111111,-0.1304347826086956,-0.0909090909090908,0.0526315789473683,0.0526315789473683,0.0256410256410257,0.2903225806451615,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.3333333333333335,0.25,0.3333333333333335,0.2121212121212121,0.1764705882352941,0.25,0.6666666666666667,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.3333333333333335,0.2903225806451615,0.5384615384615385,0.5384615384615385,0.4814814814814814,0.1764705882352941,0.0,0.0,0.0,-0.0476190476190475,-0.0909090909090908,-0.111111111111111,-0.1666666666666666,-0.111111111111111,-0.069767441860465
FSDV-L^F19,0.0906666666666666,-0.0906666666666666,8.0,-0.0263157894736842,8.235211662461452e-07,0.088695236599359,0.1602234669865169,1.0,1.051282051282051,-0.2601851851851852,-0.0655238095237955,5.35275344305457e-07,-0.037593984962406,1.5397628884096466,-2380.0,3.0,0.6422466422466423,0.0101729399796541,-0.0538461538461538,-0.0298507462686566,-0.0510948905109489,-0.0714285714285712,-0.1095890410958904,0.0,0.04,-0.0151515151515151,-0.1095890410958904,-0.2441860465116279,-0.2613636363636363,-0.212121212121212,-0.2972972972972972,-0.3010752688172043,-0.3264248704663212,-0.3925233644859813,-0.3367346938775509,-0.3809523809523809,-0.2613636363636363,-0.2261904761904761,-0.1558441558441557,-0.216867469879518,-0.1925465838509317,-0.1558441558441557,-0.1216216216216216,-0.1333333333333333,-0.2073170731707316,-0.1503267973856209,-0.1095890410958904,-0.1333333333333333,-0.1447368421052631,-0.1719745222929936,-0.0076335877862595,-0.0076335877862595,-0.0972222222222222,-0.037037037037037,0.0236220472440944,-0.0441176470588235,-0.084507042253521,-0.1095890410958904,-0.1875,-0.1925465838509317,0.0077519379844961,-0.0298507462686566,0.0,0.0743801652892561,0.015625,-0.0225563909774436,0.0833333333333334
FSDW-L^B17,0.1436200799016826,-0.1436200799016826,8.0,0.0305331277949905,1.8107514541777237e-07,0.0195022344577993,-0.0522642244623953,1.0,1.5293409750740856,-0.0767020792856847,-0.0880196334143872,5.692347167427308e-09,0.1608541033898563,0.3915152352087796,-1.026981994087611,6.0,1.0440904372941016,0.1188791704681413,-0.1118530884808013,-0.117820324005891,-0.0868902439024389,-0.0400641025641025,-0.0212418300653595,-0.0655226209048361,-0.0552050473186119,-0.0727554179566563,-0.0840978593272171,-0.0522151898734177,0.0221843003412969,0.1113172541743972,0.0910746812386156,0.1175373134328356,0.0970695970695971,0.1431297709923664,0.2826552462526768,0.3135964912280704,0.3930232558139537,0.3770114942528737,0.3050108932461874,0.2826552462526768,0.3430493273542601,0.3930232558139537,0.4937655860349128,0.5126262626262628,0.6016042780748663,0.6968838526912182,0.7114285714285715,0.7262247838616713,0.7114285714285715,0.7827380952380953,0.7617647058823531,0.7163323782234956,0.663888888888889,0.8096676737160122,0.8430769230769231,0.7514619883040936,0.7934131736526948,0.9639344262295084,0.8151515151515154,0.8660436137071652,1.0374149659863945,1.0655172413793106,1.023648648648649,1.1017543859649122,0.9900332225913624,1.2518796992481205,1.3864541832669324
FSDX-L,0.0270571383097246,0.0270571383097246,9.0,0.1565127853097647,1.472342642067413e-07,0.0158574890781206,0.0458486237197908,1.0,2.098654708520179,0.1715877437325906,0.000954957822696,1.216564809055695e-07,0.1033121674961386,4.533589696769985,0.143824027072758,7.0,1.6388096208724008,0.223571982424399,0.1220588235294117,-0.0710382513661203,0.0381679389312976,0.1352253756260433,0.1371237458193979,0.2056737588652482,0.1971830985915492,0.1604095563139931,0.2318840579710146,0.1992945326278659,0.1724137931034481,0.2927756653992395,0.1992945326278659,0.2056737588652482,0.2830188679245282,0.3385826771653542,0.4285714285714286,0.4750542299349238,0.4912280701754388,0.5246636771300448,0.6707616707616706,0.6748768472906406,0.7435897435897436,0.7708333333333333,0.9540229885057472,0.9767441860465116,1.1316614420062696,1.3129251700680271,1.6254826254826256,1.6771653543307083,1.6459143968871597,1.6877470355731226,1.7419354838709675,1.7983539094650205,1.5185185185185182,1.65625,1.8936170212765957,1.8571428571428568,2.035714285714285,1.8936170212765957,2.063063063063063,1.9184549356223173,1.931034482758621,2.253588516746412,2.523316062176166,2.56020942408377,2.4,2.5416666666666665,2.9080459770114944
FSEA-L^C01,0.0877849002849003,-0.0877849002849003,8.0,-0.0862157096609303,4.083798315528969e-07,0.043983503116378,0.031192411977094,1.0,1.3387738853503186,-0.0255941499085924,-0.052350427350425,8.21021686616107e-08,-0.0148236496847845,0.8285233438997648,-1.09070796460177,6.0,0.8511146496815287,0.0155372764068415,-0.0936170212765958,-0.0674603174603174,-0.1231343283582089,-0.0599999999999999,-0.0891472868217053,-0.1030534351145038,-0.0748031496062991,-0.1360294117647059,-0.2087542087542088,-0.2006802721088435,-0.1454545454545454,-0.08203125,-0.181184668989547,-0.2192691029900331,-0.2269736842105263,-0.175438596491228,-0.214046822742475,-0.237012987012987,-0.2633228840125391,-0.2467948717948718,-0.189655172413793,-0.1577060931899641,-0.1924398625429553,-0.2006802721088435,-0.1666666666666666,-0.2394822006472491,-0.2295081967213114,-0.181184668989547,-0.148550724637681,-0.175438596491228,-0.2492012779552714,-0.2269736842105263,-0.189655172413793,-0.214046822742475,-0.2791411042944784,-0.3208092485549132,-0.2633228840125391,-0.2921686746987951,-0.3716577540106952,-0.3989769820971867,-0.4946236559139785,-0.5154639175257731,-0.4534883720930232,-0.4337349397590362,-0.4095477386934673,-0.3943298969072164,-0.3832020997375328,-0.3864229765013055,-0.3596730245231607
FSEC-L^I00,0.0007202586801387,0.0007202586801387,8.0,-0.1051189848177598,1.1783443812075654e-06,0.126910561586576,-0.160208836527271,1.0,1.7008439471952306,-0.0139414081927482,-0.0423522320356753,3.885805587804152e-09,-0.0056528072867008,0.1682272621626022,0.0205509400961958,8.0,1.0732259687971817,0.0189504109836509,-0.0363636363636363,-0.0598290598290597,0.0,0.1224489795918368,0.2222222222222223,0.4864864864864866,0.375,0.3924050632911393,0.4864864864864866,0.3924050632911393,0.3095238095238097,0.264367816091954,0.2790697674418605,0.3580246913580247,0.4285714285714286,0.6923076923076923,0.71875,0.6417910447761195,0.8032786885245904,0.6923076923076923,0.8965517241379313,1.0,0.8965517241379313,1.0370370370370372,0.8965517241379313,0.8333333333333335,0.774193548387097,0.774193548387097,0.6417910447761195,0.6666666666666667,0.6666666666666667,0.5942028985507248,0.4285714285714286,0.4285714285714286,0.4473684210526316,0.4473684210526316,0.4864864864864866,0.375,0.3414634146341464,0.4864864864864866,0.3580246913580247,0.4102564102564103,0.5277777777777779,0.5277777777777779,0.3580246913580247,0.4666666666666668,0.3095238095238097,0.6176470588235294,0.5714285714285716
FSET-L,0.0052256532066508,0.0052256532066508,9.0,0.0810677212061296,6.409149762624083e-07,0.0690281049105129,-0.0323965173847228,1.0,2.569102462271644,0.0734939759036144,-0.0014251781472683,6.926305496640309e-08,0.0894710825506672,0.882508932975103,0.0718954248366012,7.0,0.4249404289118347,0.1262809396184771,-0.04,0.0245901639344261,-0.0310077519379845,-0.053030303030303,-0.1007194244604315,-0.1228070175438597,-0.0079365079365079,0.0869565217391306,-0.0118577075098813,-0.0601503759398496,-0.0118577075098813,0.0121457489878542,-0.0458015267175573,-0.0310077519379845,-0.0494296577946767,0.0373443983402488,-0.0234375,0.0288065843621398,0.0121457489878542,0.1061946902654868,0.2953367875647668,0.2886597938144331,0.3297872340425531,0.256281407035176,0.3661202185792349,0.2755102040816326,0.3368983957219251,0.3089005235602096,0.5060240963855422,0.5060240963855422,0.5151515151515151,0.4450867052023122,0.5151515151515151,0.524390243902439,0.2135922330097086,0.2886597938144331,0.2755102040816326,0.2135922330097086,0.1061946902654868,0.1061946902654868,-0.0842490842490842,-0.070631970260223,0.1682242990654205,0.2886597938144331,0.3966480446927374,0.3368983957219251,0.6025641025641024,0.5822784810126582,0.592356687898089
FSEW-L,0.1003289979399194,-0.1003289979399194,10.0,0.0434956763506985,1.7158771417961914e-07,0.0184804149917327,0.0263013568339687,1.0,1.8509047609752287,0.0460378237135538,0.0319158749192876,5.436088795510196e-09,0.1517793328777989,0.7479218770461834,-0.519917144678139,7.0,1.27556657362041,0.152534954967406,0.0670731707317073,-0.0681818181818182,-0.0681818181818182,-0.0681818181818182,-0.163265306122449,0.2615384615384615,-0.1368421052631578,-0.163265306122449,-0.1921182266009852,-0.1458333333333333,-0.1458333333333333,-0.0939226519337017,-0.0734463276836159,-0.1038251366120219,-0.1458333333333333,0.1884057971014492,-0.0238095238095238,-0.0238095238095238,-0.0681818181818182,-0.0409356725146199,-0.0465116279069768,-0.0409356725146199,0.0,-0.16751269035533,-0.1502590673575129,-0.2115384615384615,-0.1921182266009852,-0.1881188118811881,-0.108695652173913,-0.163265306122449,-0.2372093023255814,-0.2612612612612613,-0.2579185520361992,-0.2407407407407408,-0.2991452991452992,-0.2807017543859649,-0.2227488151658767,-0.2115384615384615,-0.2869565217391304,-0.2711111111111112,-0.2900432900432901,-0.2991452991452992,-0.2931034482758621,-0.2407407407407408,-0.1717171717171717,-0.2038834951456311,-0.2775330396475771,-0.376425855513308,-0.3543307086614173
FSEY-L^I97,0.1049695617375275,-0.1049695617375275,8.0,-0.0827472361400122,5.578376409812256e-07,0.0600804734338419,0.3807770804389989,1.0,1.3929066772340004,-0.4081355683527125,-0.0397273895855059,3.1932273015700998e-09,-0.1592634356726846,0.045906047761207,-0.8144523899134363,3.0,0.483081258393325,-0.0045750107074719,0.0,0.25,0.4545454545454546,0.2307692307692308,0.2903225806451615,0.4545454545454546,0.26984126984127,0.25,0.4545454545454546,0.7391304347826086,-0.0123456790123457,0.3793103448275863,0.2307692307692308,-0.0588235294117646,0.1267605633802817,-0.0123456790123457,-0.0361445783132529,-0.0909090909090908,-0.0476190476190475,-0.1489361702127658,-0.0909090909090908,-0.1397849462365591,-0.1999999999999999,-0.1999999999999999,-0.183673469387755,-0.1752577319587628,-0.1752577319587628,-0.1752577319587628,-0.1011235955056178,-0.0909090909090908,0.1111111111111111,0.0666666666666666,0.142857142857143,0.142857142857143,0.1594202898550727,0.4545454545454546,0.3793103448275863,0.2121212121212121,0.2121212121212121,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.0958904109589042,0.1267605633802817,0.0958904109589042,0.2903225806451615,0.0958904109589042,0.1764705882352941,0.4285714285714286
FSFF-L^I02,0.0878951426368542,-0.0878951426368542,12.0,0.1060893098782137,5.690252844626927e-07,0.0612854099020825,0.039392222713489,1.0,0.3908227848101265,0.0953846153846154,0.0277563608326902,4.5398986968693526e-09,0.1231393775372125,0.7943104112694287,-1.085714285714286,6.0,0.3275316455696202,0.152488972904852,-0.0161290322580646,-0.0402476780185758,-0.0746268656716417,-0.0746268656716417,-0.1711229946524064,-0.1621621621621621,-0.0828402366863905,-0.1117478510028653,-0.1621621621621621,-0.1292134831460674,-0.1576086956521739,-0.121813031161473,-0.1316526610644257,-0.1644204851752021,-0.2071611253196931,-0.1798941798941797,-0.1884816753926701,-0.1142857142857142,-0.1863517060367454,-0.1242937853107344,-0.0855457227138642,-0.0402476780185758,-0.0577507598784194,-0.0461538461538461,0.0333333333333334,0.0130718954248365,0.076388888888889,0.1272727272727272,0.1355311355311355,0.0839160839160839,0.1313868613138684,0.1969111969111969,0.215686274509804,0.1567164179104476,0.0992907801418441,0.087719298245614,0.1439114391143912,0.009771986970684,-0.0577507598784194,-0.0064102564102563,-0.0158730158730158,-0.1040462427745664,0.0992907801418441,0.1397058823529411,0.1151079136690649,0.1397058823529411,0.054421768707483,-0.0158730158730158,-0.1292134831460674
FSFL-L^I98,0.0100629310930972,0.0100629310930972,8.0,-0.0948357753533491,6.160634608492905e-07,0.066351536135157,-0.0084361125432014,1.0,1.0257637240640074,-0.0020059531512877,-0.0366707714158362,8.387682120875618e-09,0.0104349578283773,0.0794612216374439,0.1908856405846947,7.0,0.4585789755761427,-0.038605663814006,0.2824427480916029,0.0,0.0076923076923076,0.1592920353982303,0.2358490566037736,0.2186046511627908,0.201834862385321,0.1909090909090909,0.212962962962963,0.1963470319634703,0.1592920353982303,0.1196581196581196,0.1008403361344538,0.1008403361344538,0.1054852320675105,0.1696428571428569,0.1592920353982303,0.1696428571428569,0.201834862385321,0.207373271889401,0.2476190476190476,0.1909090909090909,0.1441048034934497,0.1855203619909502,0.2535885167464116,0.2417061611374409,0.1748878923766816,0.1696428571428569,0.1963470319634703,-0.4216335540838852,0.1696428571428569,0.0826446280991737,-0.1088435374149658,-0.060931899641577,-0.0437956204379562,-0.5236363636363637,-0.0541516245487364,-0.0934256055363321,-0.1409836065573769,-0.1409836065573769,-0.0934256055363321,-0.5443478260869565,-0.5236363636363637,0.0355731225296442,0.0650406504065042,0.1541850220264318,0.1801801801801801,0.1441048034934497,-0.5102803738317756
FSFM-L,0.0364856976065382,-0.0364856976065382,9.0,-0.0918964076858813,2.0904749876712498e-07,0.0225149250846485,0.1808845194681857,1.0,1.0483392645314351,-0.0523446019629225,-0.0382370110916513,8.008798312163148e-08,0.0018100807574491,1.319430840501674,-0.3184713375796178,5.0,0.7316132858837485,0.0057606703325479,-0.0364583333333332,-0.2082474226804123,-0.3068592057761733,-0.2808988764044944,-0.3806451612903226,8.142857142857142,-0.3286713286713286,-0.3310104529616725,-0.3447098976109215,-0.3546218487394958,-0.4,-0.3745928338762214,-0.3589315525876461,-0.4674063800277392,-0.4845637583892618,-0.4629370629370629,-0.4866310160427808,-0.4725274725274725,-0.4101382488479262,-0.4027993779160186,-0.5770925110132159,-0.5775577557755776,-0.5636363636363637,7.930232558139535,-0.5812431842966195,-0.5866523143164692,-0.569023569023569,-0.5601374570446735,-0.6289855072463768,-0.6231599607458292,-0.59192348565356,-0.6186693147964251,-0.6085626911314985,-0.5826086956521739,-0.6069600818833163,-0.6037151702786377,-0.5719063545150502,-0.5514018691588786,-0.5844155844155845,-0.5901814300960513,-0.5974842767295597,-0.6012461059190032,-0.5524475524475525,-0.535671100362757,-0.4934036939313985,-0.4450867052023122,-0.4522111269614836,-0.4377745241581259,-0.4319526627218935
FSFV-L^B05,0.1252381346806924,-0.1252381346806924,8.0,0.0623505295524427,8.323229339371195e-06,0.8964320843037111,0.0417908935364335,1.0,0.5583724569640063,-0.0613207547169812,-0.0442309285181799,2.76315868776216e-07,0.1258968226853435,0.0493271929554673,-1.948453608247423,4.0,0.2660406885758998,0.0377454545454546,0.0512820512820511,-0.1034482758620689,-0.1428571428571429,-0.0930232558139534,-0.1235955056179775,-0.1235955056179775,-0.0714285714285714,-0.0126582278481012,-0.0714285714285714,-0.0930232558139534,-0.1136363636363636,-0.2777777777777778,-0.3275862068965516,-0.3658536585365853,-0.3445378151260504,-0.3275862068965516,-0.3035714285714286,-0.5094339622641509,-0.3217391304347825,-0.3658536585365853,-0.524390243902439,-0.5542857142857143,-0.5851063829787233,-0.5542857142857143,-0.5666666666666667,-0.5828877005347594,-0.5642458100558659,-0.5593220338983051,-0.4868421052631578,-0.4967741935483871,-0.4834437086092715,-0.5,-0.5214723926380367,-0.4765100671140939,-0.4765100671140939,-0.4901960784313726,-0.4347826086956521,-0.4222222222222223,-0.4967741935483871,-0.515527950310559,-0.4967741935483871,-0.5491329479768786,-0.5517241379310345,-0.5465116279069767,-0.5593220338983051,-0.5851063829787233,-0.6563876651982379,-0.6454545454545455,-0.6608695652173913
FSFX-L^K04,0.0068504934544942,0.0068504934544942,9.0,0.1262937892997292,4.199614862474552e-07,0.045230875552509,-0.0064227577135371,1.0,1.776746184230939,0.0558948210950701,-0.008975181097739,2.4444419866721757e-08,0.0644016720132205,0.5384036407949305,0.1790115694164989,7.0,1.3863801806747258,0.2637307010883321,-0.0142348754448399,0.0035714285714285,0.0426716141001857,0.0181159420289855,0.0485074626865671,5.611764705882353,-0.5748865355521937,-0.4235897435897435,-0.4206185567010309,-0.4206185567010309,-0.3599088838268792,-0.3487833140208575,-0.3741648106904232,-0.385792349726776,-0.385792349726776,-0.3137973137973138,-0.265359477124183,-0.258575197889182,-0.2506666666666667,-0.2384823848238482,-0.2405405405405405,-0.2405405405405405,-0.2729624838292367,-0.265359477124183,-0.2117812061711079,-0.2776349614395886,-0.265359477124183,-0.2634338138925295,-0.284076433121019,-0.2886075949367088,-0.3018633540372671,-0.2975,-0.2353741496598639,-0.2301369863013698,-0.2729624838292367,-0.2701298701298701,-0.258575197889182,-0.3269461077844311,-0.3341232227488151,-0.3372641509433962,-0.3569794050343249,-0.3599088838268792,-0.3685393258426966,-0.3562428407789233,-0.3095823095823096,-0.1913669064748201,-0.1959942775393419,-0.1686390532544378,-0.1353846153846153
FSFY-L^H12,0.0663815226689478,-0.0663815226689478,24.0,-0.1590551181102362,9.335051089865388e-07,0.100540775273193,-0.1102799248268161,1.0,2.9940119760479043,-0.1270491803278689,-0.1416595380667205,1.2003300523529288e-08,-0.1681889763779527,0.2172681114083232,-1.830188679245283,7.0,1.6751497005988023,-0.0501437240498244,-0.0277777777777777,0.0588235294117645,0.1076923076923075,0.0909090909090908,0.0285714285714286,-0.027027027027027,0.2631578947368422,0.2857142857142856,0.1999999999999999,0.125,0.180327868852459,0.125,-0.1219512195121951,-0.2,-0.1724137931034483,-0.1910112359550562,-0.25,-0.3513513513513514,-0.3333333333333333,-0.3628318584070796,-0.3949579831932773,-0.4146341463414634,-0.4375,-0.4,-0.3739130434782608,-0.4098360655737705,-0.3898305084745762,-0.3739130434782608,-0.3394495412844037,-0.4146341463414634,-0.3684210526315788,-0.4193548387096775,-0.4666666666666667,-0.4418604651162791,-0.4782608695652174,-0.5231788079470199,-0.5231788079470199,-0.4744525547445256,-0.5636363636363636,-0.5414012738853504,-0.5294117647058824,-0.5414012738853504,-0.4744525547445256,-0.4666666666666667,-0.6230366492146597,-0.6190476190476191,-0.6727272727272728,-0.6712328767123288,-0.6538461538461539
FSGG-L^F99,0.1311970413995633,-0.1311970413995633,8.0,-0.0957394299903827,1.332217158361621e-06,0.1434830346877715,0.0972999983565382,1.0,1.359886483632524,-0.1314254713142546,-0.0770700449722217,1.1400565729180022e-08,-0.0593670969810149,0.0762883347378379,-2.9875867104782765,3.0,1.0017819429778247,0.0235405461717478,-0.1358024691358026,-0.173469387755102,-0.2636363636363636,-0.2636363636363636,-0.2058823529411764,-0.25,-0.2285714285714285,-0.2894736842105262,-0.2358490566037735,-0.2894736842105262,-0.2767857142857143,-0.0357142857142855,-0.0898876404494382,-0.1899999999999999,-0.2956521739130433,-0.346774193548387,-0.3769230769230769,-0.4489795918367346,-0.3571428571428571,-0.4,-0.4705882352941176,-0.5178571428571428,-0.490566037735849,-0.4489795918367346,-0.4599999999999999,-0.4563758389261745,-0.4873417721518988,-0.4214285714285714,-0.474025974025974,-0.490566037735849,-0.5909090909090908,-0.5803108808290155,-0.6029411764705882,-0.6639004149377593,-0.7086330935251799,-0.7043795620437956,-0.7167832167832168,-0.7436708860759493,-0.7737430167597765,-0.7545454545454545,-0.763157894736842,-0.7537993920972644,-0.7352941176470589,-0.7226027397260274,-0.7492260061919505,-0.7444794952681388,-0.7522935779816513,-0.7254237288135593,-0.7652173913043478
FSGH-L^G03,0.0824919288994914,-0.0824919288994914,8.0,-0.0981212942137284,1.483748770358058e-06,0.1598033585958629,1.029377735554143,1.0,0.4546090378870501,0.0356293661029004,-0.109196433090729,1.1439934061484891e-08,-0.0959778043904656,1.3519393158704374,-4.121186300918037,6.0,0.4306154867466451,0.0852502523081524,-0.1265822784810127,-0.0650887573964495,-0.0481927710843372,-0.1413043478260869,-0.233009708737864,-0.1770833333333332,-0.1318681318681318,-0.1022727272727271,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135,1.135135135135135
FSGS-L^J97,0.010515408527459,0.010515408527459,2.0,0.1121951938452921,1.3215706872950688e-07,0.0142336383807502,-0.0756017488960872,1.0,1.9629568271429043,0.2824001853424973,-0.0112690011757439,9.95521801765577e-09,0.0214810502501824,0.997059887481906,0.0744638798300226,7.0,1.7826612769623271,0.0346445202522794,0.0,0.0035460992907803,0.0272232304900181,0.0198198198198198,-0.119066147859922,0.0272232304900181,-0.0811688311688311,-0.1325670498084291,-0.1170046801872074,-0.0487394957983193,-0.0856219709208401,-0.09800796812749,-0.0266552020636285,0.0549860205032619,0.0750237416904084,0.110893032384691,0.1207920792079209,0.4044665012406947,0.6549707602339183,0.8258064516129031,0.965277777777778,0.9025210084033612,0.9383561643835618,1.0544464609800364,0.8961474036850923,1.363256784968685,1.3149284253578737,1.5903890160183067,1.83,1.7016706443914078,1.9556135770234988,1.9250645994832043,1.873096446700508,1.9556135770234988,2.0844686648501365,2.903448275862069,2.8114478114478114,3.1014492753623197,2.5822784810126582,2.570977917981073,2.4512195121951224,3.387596899224806,6.256410256410256,5.324022346368715,5.505747126436781,3.837606837606838,4.122171945701358,4.688442211055277,4.549019607843137
