firms,age,agr,bm,bm_ia,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,invest,lev,lgr,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,3.0,0.0429989646141664,4.317636002923671e-07,0.401948085326103,0.1290380716377562,1.5417433200975583,0.0193677357696097,1.0,-0.1009240804493567,6.848003898228396e-08,-0.0507989506320019,1.9251588655705664e-06,0.0239965893172543,1.0195433503880826e-06,0.1182477572055736,2.862068316123256,0.4018487240005055,-0.0012081490443203,0.3655308527311778,0.470979673821965,0.1480804387568557,0.0224299065420561,-0.0760135135135136,-0.1317460317460317,-0.0760135135135136,0.0167286245353159,0.0458891013384319,0.0642023346303501,0.1638297872340424,0.0110905730129389,-0.0266903914590748,-0.0453752181500873,-0.0822147651006711,-0.0403508771929825,0.0205223880597014,0.0262664165103188,-0.0352733686067019,-0.0633561643835616,-0.0161870503597122,0.0983935742971886,0.0767716535433069,0.1613588110403396,0.1688034188034188,0.151578947368421,0.0262664165103188,-0.1636085626911315,-0.134493670886076,-0.1466458658346334,-0.0266903914590748,-0.0728813559322034,-0.0852842809364549,-0.1439749608763693,-0.2106782106782107,-0.2049418604651163,-0.1944035346097202,-0.1219903691813805,-0.1699544764795144,-0.1372239747634069,-0.1120129870129871,-0.0744500846023689,-0.0318584070796461,0.0110905730129389,0.0186219739292363,-0.0018248175182482,0.1395833333333334,0.105050505050505,0.0018315018315018,0.0359848484848484,0.0704500978473579
BALZ-L^I10,4.0,-0.1968686868686869,2.475657184214532e-06,2.3047002212438104,0.0060456469779576,0.5187165940526371,0.0136815270941753,1.0,-0.124014644282463,-1.3497313915217598e-07,-0.015789431564458,4.216382242584137e-09,-0.0338816738816738,2.573904206774196e-06,-0.2414010989010988,0.0534343426843166,-0.4625564447658877,-0.0862935925358285,-0.4893784786641929,0.4795097067243034,-0.1,-0.0909090909090908,-0.0909090909090908,-0.1666666666666666,0.25,0.1111111111111111,0.0,0.1111111111111111,0.4285714285714286,-0.0909090909090908,-0.2857142857142857,-0.2857142857142857,-0.2307692307692307,-0.2307692307692307,-0.2857142857142857,-0.2857142857142857,-0.3333333333333332,-0.375,-0.4117647058823529,-0.375,-0.4117647058823529,-0.5238095238095237,-0.5833333333333333,-0.6,-0.6551724137931034,-0.6666666666666666,-0.696969696969697,-0.7222222222222222,-0.7058823529411764,-0.736842105263158,-0.7222222222222222,-0.7297297297297297,-0.7058823529411764,-0.7142857142857142,-0.696969696969697,-0.7297297297297297,-0.7142857142857142,-0.736842105263158,-0.75,-0.75,-0.7872340425531914,-0.8214285714285714,-0.8305084745762712,-0.84375,-0.8245614035087719,-0.8275862068965517,-0.8333333333333333,-0.8113207547169812,-0.8148148148148149
BAMD-L^J98,3.0,-0.1491727718526375,8.075429792704018e-07,0.751777950055261,0.0602559454633548,0.2505334064753161,0.0958249956885522,1.0,-0.0123654155017548,2.2349166134372275e-08,-0.022427116293795,3.666744039533271e-09,0.0101218418347638,7.628142482446737e-07,-0.260530549940179,0.4096221580689285,0.6119220613567142,-0.2257807538648355,-0.3880779386432858,0.3113682453620545,-0.037037037037037,-0.1428571428571428,-0.1999999999999999,-0.3032258064516129,-0.2702702702702702,-0.1428571428571428,-0.2894736842105263,-0.3207547169811321,-0.2602739726027396,-0.2116788321167882,-0.3207547169811321,-0.3793103448275862,-0.3863636363636363,-0.4345549738219895,-0.3333333333333333,-0.4832535885167464,-0.509090909090909,-0.5068493150684932,-0.4881516587677724,-0.3793103448275862,-0.3374233128834355,-0.4033149171270718,-0.5178571428571428,-0.5242290748898678,-0.6029411764705883,-0.6676923076923077,-0.7096774193548387,-0.7244897959183674,-0.6707317073170731,-0.6707317073170731,-0.6582278481012658,-0.6459016393442623,-0.6375838926174496,-0.6504854368932038,-0.6717325227963525,-0.6447368421052632,-0.6727272727272726,-0.6387959866220736,-0.6072727272727272,-0.5797665369649805,-0.8776896942242356,-0.8779661016949152,-0.8548387096774194,-0.84,-0.8274760383386581,-0.8193979933110368,-0.8211920529801324,-0.8078291814946619,-0.7874015748031495
BAOH-L,29.0,-0.0895902163237326,4.584930488588878e-07,0.4268317268972322,1.0811403168053064,0.5698776480424262,-0.0109716893845402,1.0,-0.0310016875349358,1.0484852137576341e-07,-0.0212884267159077,4.324377617829571e-08,-0.024620810770309,7.792068466730955e-08,-0.3284925544457776,2.479243891673649,0.1535886119268336,-0.07098394984402,-0.07098394984402,0.3370549137134052,-0.0505836575875485,-0.041044776119403,-0.0821428571428571,-0.1490066225165564,-0.1447587354409317,-0.215267175572519,-0.1682847896440129,-0.5868167202572347,-0.5506993006993007,-0.613824192336589,-0.5636672325976231,-0.5716666666666668,-0.5205223880597015,-0.6009316770186336,-0.5897845171588189,-0.5647756138865369,-0.4760448521916413,-0.4443243243243243,-0.519176800748363,-0.5090735434574977,-0.521860465116279,-0.5352622061482821,-0.5377697841726619,-0.572734829592685,-0.5978090766823161,-0.5647756138865369,-0.5104761904761905,-0.5339981867633726,-0.5603079555175363,-0.2729844413012731,-0.319205298013245,-0.4733606557377049,-0.4125714285714286,-0.4326710816777043,-0.3307291666666666,-0.2958904109589041,-0.2055641421947449,-0.2092307692307693,-0.2092307692307693,-0.0982456140350878,-0.1013986013986014,-0.1213675213675213,-0.0671506352087114,0.0597938144329897,0.1053763440860213,0.0404858299595141,0.0597938144329897,0.0,-0.0190839694656489
BBEK-L^L95,3.0,0.1508977900552485,3.414268103124833e-07,0.3178495190219195,0.2303381166471639,0.8548837353231906,0.0310782215066977,1.0,0.0752351097178683,1.098017595846829e-07,-0.0065018462032424,5.223109121010357e-07,0.0776933701657458,6.764217183898805e-07,0.1933000135080373,3.252438655262444,-0.060630511193895,-0.0482182584959831,0.0526632302405497,0.1528144602322222,0.0924855491329479,-0.0494505494505495,-0.191588785046729,-0.5234159779614325,-0.5564102564102564,-0.4693251533742331,-0.5597964376590331,-0.5529715762273901,-0.4693251533742331,-0.5471204188481675,-0.6222707423580787,-0.6287553648068669,-0.6533066132264529,-0.6512096774193548,-0.6469387755102041,-0.6483739837398375,-0.6395833333333334,-0.6287553648068669,-0.5986078886310904,-0.5411140583554377,-0.5311653116531165,-0.5483028720626633,-0.5,-0.5126760563380282,-0.486646884272997,-0.5435356200527705,-0.5324324324324324,-0.5386666666666666,-0.4709480122324159,-0.4835820895522388,-0.4593750000000001,-0.4757575757575757,-0.4941520467836257,-0.5057142857142858,-0.4709480122324159,-0.4542586750788643,-0.5247252747252747,-0.4970930232558139,-0.429042904290429,-0.4214046822742475,-0.434640522875817,-0.4175084175084176,-0.3929824561403509,-0.3544776119402986,-0.2510822510822511,-0.2543103448275862,-0.32421875,-0.3024193548387096,-0.2445414847161572
BBIO-L^E18,3.0,-0.0069584869751397,6.586197606483891e-07,0.6131386517327878,0.1329018837397434,1.0865607496984833,0.022577964555024,1.0,-0.0258785472724599,3.6485049382333405e-08,-0.066784041061143,1.2896924787902031e-06,-0.0113001070536457,8.609278682588754e-07,0.001619245894055,2.5050730127563683,0.0579558011594128,-0.0562689932359572,-0.0562689932359572,0.5396117408096384,0.1323529411764705,-0.1348600508905852,-0.036827195467422,-0.2074592074592075,-0.139240506329114,0.0059171597633136,0.0179640718562874,0.0625,0.1486486486486486,0.1888111888111887,0.0210210210210208,-0.0884718498659518,-0.1168831168831169,-0.0087463556851312,-0.0144927536231884,-0.0257879656160459,-0.0735694822888283,-0.0933333333333333,-0.065934065934066,0.0793650793650793,0.033434650455927,0.0365853658536585,0.1604095563139931,0.0862619808306708,-0.0144927536231884,-0.0957446808510638,-0.1687041564792175,-0.1259640102827763,-0.1191709844559585,-0.1326530612244898,-0.1099476439790575,-0.2074592074592075,-0.2290249433106576,-0.1521197007481296,-0.1145833333333333,-0.212962962962963,-0.2543859649122806,-0.2183908045977011,-0.139240506329114,-0.1282051282051282,-0.1168831168831169,-0.0684931506849315,-0.0449438202247191,-0.036827195467422,0.1447811447811446,0.1003236245954692,0.0240963855421687,0.1111111111111111,0.1111111111111111
BBNH-L^L97,4.0,0.0191575051703494,4.5379238181051915e-07,0.4224556652779389,0.1467857458661243,0.7476588738843367,-0.0030932203266677,1.0,0.0988269794721407,7.557150954090309e-08,-0.031805929919109,2.1783445006930575e-05,-0.0018504408403178,6.752992583334545e-07,-0.0273853130995988,20.56343936139972,-0.169322861444091,-0.0954503886602652,-0.0954503886602652,0.2266912876340857,0.0360824742268039,-0.0805687203791468,-0.1472527472527472,-0.2421875,-0.1999999999999999,-0.5625704622322435,-0.5764192139737991,-0.5859124866595518,-0.5600907029478459,-0.5274056029232643,-0.5446009389671361,-0.5336538461538463,-0.5380952380952382,-0.5063613231552163,-0.4756756756756757,-0.4947916666666666,-0.5221674876847291,-0.5168119551681195,-0.4699453551912569,-0.4138972809667673,-0.4251851851851852,-0.3554817275747508,-0.2971014492753623,-0.2828096118299446,-0.3046594982078853,-0.4103343465045592,-0.4049079754601227,-0.3889763779527558,-0.2893772893772893,-0.3356164383561644,-0.3071428571428571,-0.3618421052631579,-0.3821656050955414,-0.3192982456140351,-0.2466019417475728,-0.328719723183391,-0.387045813586098,-0.3478991596638655,-0.298372513562387,-0.2761194029850746,-0.3240418118466899,-0.2919708029197081,-0.2480620155038759,-0.2407045009784736,-0.0976744186046512,-0.1358574610244989,-0.1377777777777777,-0.2016460905349795,-0.2049180327868852
BBOU-L,3.0,0.1466970387243735,3.22954512898647e-07,0.3006528295093296,0.2224831229820957,0.4287482678700796,0.004646108164046,1.0,0.0202762268586541,5.915871837659548e-08,0.0249009620826208,3.011130438006028e-06,0.1138952164009111,3.65277180919639e-07,0.3602355386214063,26.773652438897823,0.0164384948096168,0.1707122960604854,0.1707122960604854,0.2163825248897407,0.028735632183908,-0.0404411764705883,-0.0422018348623853,-0.1343283582089552,-0.1400329489291598,-0.0543478260869565,-0.1152542372881356,-0.0874125874125874,0.0275590551181101,0.0545454545454544,-0.0038167938931298,-0.494675701839303,-0.4922178988326848,-0.468972533062055,-0.4613003095975232,-0.4613003095975232,-0.4251101321585904,-0.4167597765363128,-0.3515527950310559,-0.3095238095238095,-0.314060446780552,-0.2945945945945947,-0.2616690240452617,-0.2289512555391433,-0.2668539325842697,-0.3531598513011152,-0.3425692695214106,-0.327319587628866,-0.2197309417040359,-0.2208955223880597,-0.2018348623853211,-0.2150375939849624,-0.239067055393586,-0.1969230769230769,-0.1256281407035175,-0.0793650793650794,-0.1212121212121213,-0.0351201478743069,0.0357142857142855,0.069672131147541,0.12258064516129,0.1917808219178081,0.3148614609571787,0.3419023136246786,0.562874251497006,0.5914634146341464,0.5352941176470587,0.6261682242990654,0.7171052631578947
BBQS-L^G99,3.0,0.0644492603410912,1.3885759011895444e-06,1.2926875365018404,0.1536506037608882,2.0360332724472427,0.0050004899459529,1.0,0.5096315691041705,2.1244936050162134e-07,-0.0663167503422983,7.543659890781259e-06,-0.0281729953830208,2.137911459363684e-06,-0.1321835067383562,1.447707392004447,0.2101064499821129,-0.016628473466662,0.1047162649459101,0.1487062491298851,-0.15,-0.2125984251968504,-0.3710691823899371,-0.441340782122905,-0.4897959183673469,-0.3865030674846625,-0.3506493506493506,-0.3975903614457831,-0.4011976047904191,-0.4011976047904191,-0.4923857868020305,-0.5391705069124424,-0.5798319327731092,-0.5780590717299579,-0.5238095238095238,-0.5850622406639004,-0.6,-0.6,-0.5515695067264574,-0.4047619047619047,-0.5918367346938775,-0.596774193548387,-0.6078431372549019,-0.5934959349593496,-0.6138996138996139,-0.6441281138790036,-0.6453900709219857,-0.6212121212121212,-0.574468085106383,-0.5555555555555556,-0.6153846153846154,-0.6282527881040891,-0.6527777777777778,-0.6254681647940075,-0.6389891696750902,-0.6644295302013423,-0.6774193548387097,-0.6453900709219857,-0.6309963099630996,-0.6309963099630996,-0.6282527881040891,-0.6309963099630996,-0.6376811594202898,-0.6363636363636364,-0.5815899581589958,-0.609375,-0.6240601503759399,-0.6197718631178707,-0.6138996138996139
BBTK-L^C11,3.0,0.9314679036360916,1.1807407407407406e-06,1.0992044713493545,0.0611072423398328,-0.0073346899200286,0.1391787027640894,1.0,0.6767180925666197,1.4732510288065845e-08,0.3036087999591375,2.7391736520127903e-08,0.3823632101351688,1.957037037037037e-06,1.2251544076361598,3.025837078495141,-0.4641264164333164,-0.3406803494445538,-0.2164199944149678,0.2919919443181513,0.2366412213740458,-0.0507246376811593,-0.215568862275449,-0.3546798029556649,-0.3963133640552995,-0.2918918918918919,-0.3701923076923077,-0.4717741935483871,-0.4125560538116591,-0.5253623188405796,-0.584126984126984,-0.5647840531561461,-0.5981595092024539,-0.6018237082066868,-0.6147058823529412,-0.5931677018633541,-0.6235632183908046,-0.6299435028248588,-0.6478494623655914,-0.6191860465116279,-0.6525198938992043,-0.6895734597156398,-0.7022727272727273,-0.7108167770419427,-0.738,-0.704954954954955,-0.6828087167070218,-0.6797066014669926,-0.6371191135734071,-0.7790893760539629,-0.7866449511400652,-0.7937007874015748,-0.7760683760683761,-0.7622504537205081,-0.7475915221579962,-0.7405940594059406,-0.7518939393939394,-0.747104247104247,-0.7321063394683026,-0.7164502164502164,-0.7194860813704497,-0.7088888888888889,-0.7015945330296127,-0.7353535353535354,-0.7293388429752066,-0.7176724137931034,-0.7390438247011952,-0.7656529516994633,-0.6570680628272252
