firms,absacc,acc,age,agr,bm,bm_ia,chpmia,convind,currat,egr,ep,grltnoa,herf,invest,mve_ia,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pctacc,ps,quick,salerec,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ-L^J02,0.2119296316657504,-0.2119296316657504,10.0,-0.1277982674328845,4.408837271097133e-06,0.1374798558635232,-0.045826058937134,1.0,0.8492574257425743,-0.2810199317651284,-1.674785586747937e-06,-0.2166025288619949,3.174270152463151e-07,0.0156102581696542,0.0934727988552715,-0.1051938419989294,-0.1239376824518478,-0.1728980040861228,0.2633459029459828,-1.5207100591715978,4.0,0.3888613861386139,19.50852557673019,0.2775880189174986,0.0909090909090908,0.0,0.0731707317073171,0.0232558139534884,-0.1020408163265306,0.0999999999999998,-0.1372549019607842,-0.1851851851851852,-0.169811320754717,-0.5056179775280899,-0.5056179775280899,-0.7142857142857143,-0.7441860465116279,-0.808695652173913,-0.8158995815899581,-0.7924528301886793,-0.8181818181818181,-0.8428571428571429,-0.7904761904761904,-0.8009049773755657,-0.7380952380952381,-0.7514124293785311,-0.8472222222222222,-0.8274509803921568,-0.8151260504201681,-0.8616352201257862,-0.8784530386740331,-0.8939759036144579,-0.9051724137931034,-0.9079497907949792,-0.9051724137931034,-0.9116465863453816,-0.8995433789954338,-0.6764705882352942,-0.7027027027027026,-0.65625,-0.6666666666666667,-0.6451612903225806,-0.6535433070866141,-0.6271186440677966,-0.6666666666666667,-0.7124183006535948,-0.7086092715231789,-0.7215189873417722,-0.7027027027027026,-0.7197452229299364,-0.7086092715231789,-0.7027027027027026,-0.6965517241379311
BALZ-L^I10,0.0294049469320129,-0.0294049469320129,12.0,0.3156111683077707,1.287871487878715e-07,0.0040159428810183,-0.0053209716977318,1.0,1.4770915619389586,0.0960329392469078,1.9695582696955827e-08,0.0690320839967619,1.926391695896917e-09,0.114182131763505,0.5126957168682168,0.3312090015870521,-0.1212290955011075,-0.1994008363330129,0.008764850732915,-0.3943532769340536,4.0,0.9758168761220826,3.2428730416916363,0.2342481040704447,0.063157894736842,-0.0594059405940594,0.0106382978723404,-0.0052356020942407,0.1874999999999997,0.4728682170542635,0.4960629921259842,0.2337662337662336,0.6964285714285712,0.9387755102040816,0.9387755102040816,1.3456790123456788,1.3749999999999996,1.2352941176470589,1.4358974358974357,1.4050632911392404,1.5675675675675675,1.8787878787878785,1.7941176470588234,2.2758620689655173,2.2203389830508478,2.1666666666666665,2.8,3.130434782608696,3.523809523809524,3.130434782608696,2.958333333333333,2.958333333333333,2.725490196078431,3.523809523809524,3.4186046511627906,3.871794871794872,3.523809523809524,3.871794871794872,3.749999999999999,3.749999999999999,4.277777777777778,4.277777777777778,4.277777777777778,5.333333333333333,5.333333333333333,4.9375,4.588235294117647,3.6341463414634143,1.8787878787878785,4.0,4.277777777777778,4.757575757575757,4.588235294117647
BAOH-L,0.0212821157799463,-0.0212821157799463,19.0,-0.2733488616400161,7.677100644032489e-07,0.0239393433028364,-0.013175244113494,1.0,0.9418996854481492,-0.5247674532048731,6.081384855871677e-08,-0.4092860175617582,3.975951695486947e-08,-0.0339027298382086,1.0729548976301118,-0.2527449003625385,0.3669275517639495,0.2902116703078658,0.5443755456983875,-0.5354228118049751,7.0,0.6623917580789146,28.90877135513784,0.1424570913125415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2123287671232877,-0.0836653386454183,-0.2255892255892256,-0.1901408450704225,-0.1756272401433692,-0.1958041958041958,0.0454545454545451,0.1979166666666665,0.0313901345291478,-0.0725806451612903,-0.0873015873015873,-0.0612244897959185,0.0,-0.1605839416058395,-0.0212765957446809,-0.2698412698412699,-0.352112676056338,-0.2721518987341773,0.0648148148148146,-0.1958041958041958,-0.2789968652037617,-0.4056847545219638,-0.4306930693069307,-0.3994778067885118,-0.4191919191919192,-0.4320987654320988,-0.4278606965174129,-0.42643391521197,-0.4700460829493088,-0.4808126410835214,-0.4877505567928731,-0.4663573085846867,-0.4403892944038931,-0.5551257253384914,-0.555984555984556,-0.5855855855855856,-0.6695402298850575,-0.5971978984238179,-0.6241830065359477,-0.6597633136094675,-0.7125,-0.7125
BBIO-L^E18,0.0110460251046025,-0.0110460251046025,11.0,0.2963105303612606,2.329622683711567e-07,0.0072644139731054,-0.0443146952070042,1.0,1.0653495440729484,0.3339901477832512,6.159563668897643e-08,0.1275313807531368,1.1536767093407025e-06,0.2009992313604919,5.982026402659863,0.0459164943218467,0.0895052413193248,0.0243590707465603,-0.0072191295149017,-0.0921787709497206,5.0,0.6648936170212766,5.748837209302326,0.2476446837146702,0.2160120845921451,-0.2545045045045045,-0.2193396226415094,-0.2346820809248555,-0.2843243243243243,-0.2545045045045045,-0.158831003811944,-0.1857318573185732,-0.1357702349869451,-0.321025641025641,-0.3319878910191726,-0.3286004056795131,-0.3203285420944558,-0.3319878910191726,-0.387037037037037,-0.4014466546112115,-0.3439048562933597,-0.3766478342749528,-0.2964930924548352,-0.2109654350417164,-0.1357702349869451,-0.1704260651629072,0.0231839258114374,-0.0805555555555556,0.1413793103448275,-0.0119402985074626,-0.1208499335989375,-0.182716049382716,-0.275711159737418,-0.619102416570771,-0.5849529780564263,-0.5493533015656908,-0.4617886178861788,-0.4691259021651964,-0.4872192099147947,-0.5044910179640718,-0.5240833932422717,-0.4519867549668874,-0.370722433460076,-0.3509803921568627,-0.3778195488721805,-0.3060796645702305,-0.3313131313131313,-0.3002114164904863,-0.3319878910191726,-0.3386613386613386,-0.4019873532068654,-0.4233449477351916,-0.4238468233246301
BBOU-L,0.0658357499845745,-0.0658357499845745,12.0,-0.0087234303968546,2.089776552272361e-07,0.0065165067687308,0.0011097153899707,1.0,0.9892761394101875,0.1701440635866865,4.3294882509399785e-08,-0.0172764854692416,1.1822412599562133e-05,-0.0175697260105664,23.202164408264395,0.0086527337406337,0.121873535955103,0.1130703893459981,0.0198653799133564,-1.0932377049180328,7.0,0.6519476423277085,6.019269776876268,0.006358626536668,0.0840197693574957,0.051993067590988,0.0429553264604811,0.0083056478405316,0.0556521739130435,0.1673076923076923,0.2019801980198021,0.2698744769874477,0.348888888888889,0.2188755020080321,0.0743362831858407,0.0016501650165017,0.0049668874172186,-0.0440944881889763,-0.0287999999999999,-0.1125730994152046,-0.0967261904761903,-0.1545961002785514,-0.1020710059171596,-0.1202898550724638,-0.1365576102418207,-0.1125730994152046,-0.0425867507886434,-0.1007407407407406,0.1261595547309835,-0.0440944881889763,-0.1474719101123595,0.185546875,0.185546875,0.2213279678068411,0.1763565891472869,0.1740812379110252,0.1901960784313727,0.0839285714285715,0.1117216117216117,0.1076642335766422,0.032312925170068,0.1076642335766422,0.0465517241379311,0.0133555926544239,0.0667838312829525,0.209163346613546,0.2139999999999999,0.3282275711159736,0.3986175115207375,0.3253275109170306,0.367117117117117,0.3826879271070615,0.3138528138528138
BBTK-L^C11,0.1134510869565217,-0.1134510869565217,11.0,0.1364296081277213,0.0008037815224238,25.064152077695848,0.5135967130087438,1.0,1.8613333333333333,0.8411764705882353,9.501570712358436e-05,0.1253396739130146,2.9605852023565485e-08,0.2216981132075471,0.0016031773121875,-0.0693249031918078,-0.2328427255985267,-0.2464646464646464,0.6064997804128239,-2.256756756756757,7.0,1.8,2.311284046692607,0.2272727272727272,0.0,0.1200000000000001,0.1200000000000001,0.4000000000000001,0.0370370370370369,0.2727272727272729,-0.1249999999999998,0.7500000000000002,0.7500000000000002,0.2727272727272729,-0.2999999999999999,-0.2999999999999999,-0.2999999999999999,-0.2222222222222221,-0.176470588235294,-0.0344827586206895,-0.0344827586206895,0.0,-0.0344827586206895,0.0769230769230771,0.2727272727272729,0.2727272727272729,0.2173913043478261,0.2173913043478261,0.0769230769230771,0.0,-0.096774193548387,-0.176470588235294,-0.282051282051282,-0.282051282051282,-0.282051282051282,-0.263157894736842,-0.282051282051282,-0.8962962962962963,-0.2999999999999999,-0.2999999999999999,-0.3913043478260869,-0.3333333333333332,-0.3170731707317072,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3636363636363635,-0.3636363636363635,-0.3636363636363635,-0.4399999999999999
BBTU-L^C18,0.0679275981289404,-0.0679275981289404,11.0,0.422913458577148,8.345800088652482e-07,0.0260245348762486,-0.0109306347267307,1.0,0.532481250660188,0.6470749043193001,3.324468085106383e-08,0.3101484645107941,1.551030644201246e-06,0.2840468124422544,2.9721061238507307,0.1598839967213842,0.0416389424071611,0.0309110227533977,-0.2368906455862979,-2.783333333333333,5.0,0.509031372134784,16.341315089319647,-0.0814229249011858,-0.0103092783505154,-0.1059907834101382,-0.1221719457013574,-0.1300448430493274,-0.2239999999999999,-0.2814814814814815,-0.3096085409252669,-0.2538461538461539,0.1411764705882352,-0.0202020202020202,-0.0673076923076924,0.005181347150259,-0.0761904761904762,-0.1983471074380165,-0.2145748987854252,-0.2301587301587302,-0.2893772893772893,-0.3597359735973597,-0.3120567375886525,-0.3192982456140351,-0.1181818181818182,-0.1983471074380165,-0.1709401709401709,-0.1415929203539823,-0.0673076923076924,-0.1779661016949152,-0.2919708029197081,-0.389937106918239,-0.4191616766467065,-0.4294117647058824,-0.4260355029585798,-0.3701298701298702,-0.3310344827586207,-0.2651515151515152,-0.2945454545454545,-0.2706766917293234,-0.2971014492753623,-0.2623574144486692,-0.1983471074380165,-0.217741935483871,-0.1882845188284519,-0.1673819742489271,-0.1261261261261262,-0.1528384279475982,-0.1673819742489271,-0.1601731601731602,-0.0490196078431373,-0.0202020202020202,-0.0761904761904762
BBXK-L,0.0483941315162356,-0.0483941315162356,12.0,0.0270225251774594,8.794800537875392e-07,0.0274246436406726,-0.0064330563898979,1.0,1.718651747734418,0.0043817440979546,4.6382787987449583e-08,-0.0575091181471498,5.635800138601808e-06,-0.0041642108500116,5.740567481776877,-0.1155273976877725,0.0395182566677558,0.0711291853930543,-0.1012841775416784,-1.4797062234248164,6.0,1.499306454595894,3.618641822677499,-0.00346546692607,-0.0348258706467661,-0.04739336492891,-0.0863636363636365,-0.1589958158995816,-0.2298850574712644,-0.1446808510638298,-0.2298850574712644,-0.226923076923077,-0.2897526501766785,-0.3186440677966102,-0.1829268292682927,-0.2897526501766785,-0.3619047619047619,-0.5024752475247525,-0.4738219895287958,-0.4508196721311476,-0.4846153846153846,-0.5259433962264152,-0.5049261083743842,-0.5109489051094891,-0.4416666666666667,-0.5121359223300972,-0.5156626506024098,-0.5523385300668152,-0.5523385300668152,-0.6284658040665435,-0.6097087378640778,-0.6352087114337568,-0.6338797814207651,-0.6510416666666667,-0.6593220338983051,-0.6498257839721255,-0.6504347826086957,-0.664440734557596,-0.680952380952381,-0.6704918032786885,-0.6907692307692308,-0.665,-0.6616161616161617,-0.6043307086614174,-0.6003976143141154,-0.592292089249493,-0.584710743801653,-0.5955734406438632,-0.589795918367347,-0.5906313645621182,-0.5988023952095809,-0.6066536203522506,-0.6043307086614174
BCPS-L^C06,0.0373177478082855,-0.0373177478082855,11.0,-0.0135038648992642,3.3775506447561976e-05,1.0532145943714548,0.0091693716227714,1.0,1.1022825772898006,0.1642317908569831,4.076057035789954e-06,-0.0167992373927488,3.159805171971032e-06,0.0032905969639586,0.1015081816699232,-0.1854985504858809,0.2001378224861739,0.2016176210842064,0.2299143515278785,-0.5940298507462686,8.0,1.0242704420687665,8.208400214018193,0.0380432024629126,-0.9831722569641842,-0.0272093794934188,-0.0394276976845784,-0.0433978681748966,64.63432835820895,74.17094017094018,-0.026671093404161,67.7109375,56.11038961038961,48.971590909090914,54.66455696202532,55.74193548387097,53.96875,49.54597701149425,49.83815028901734,50.735294117647065,52.30303030303031,8.728982300884956,8.815848214285714,63.669117647058826,68.8015873015873,11.387323943661972,65.12781954887218,72.9075630252101,73.53389830508475,67.7109375,51.35119047619048,56.48366013071895,55.01910828025478,53.29012345679012,55.01910828025478,61.82142857142858,11.564285714285717,0.1726666666666667,71.68595041322314,76.14912280701755,72.29166666666667,12.427480916030536,77.52678571428571,78.95454545454545,73.53389830508475,74.81896551724138,76.14912280701755,70.5040650406504,85.22549019607844,13.906779661016948,13.906779661016948,69.92741935483872,72.29166666666667
BCQE-L^A14,0.1653059932915638,-0.1653059932915638,12.0,-0.1560275411366553,1.806512619125747e-07,0.0056332107361095,-0.0071440088566291,1.0,0.926620004515692,-0.5203747072599532,-4.198730501483669e-08,-0.1293589013353308,6.848017264996104e-06,-0.2408682460030342,5.834104509610831,-0.059237946378185,-0.1656111920453584,-0.1513293665077805,0.0490491818137057,-5.487394957983193,5.0,0.6877398961390833,3.9779832672831352,-0.0403654132143615,0.1020408163265307,-0.4389312977099237,-0.4024390243902439,-0.412,-0.3771186440677966,-0.5227272727272727,-0.4431818181818182,-0.4768683274021352,-0.4878048780487805,-0.5637982195845698,-0.5067114093959731,-0.5067114093959731,-0.4768683274021352,-0.5611940298507463,-0.5545454545454545,-0.5164473684210527,-0.4842105263157895,-0.5362776025236593,-0.4712230215827337,-0.4367816091954023,-0.3608695652173912,-0.379746835443038,-0.3,-0.4189723320158102,-0.2096774193548387,-0.3,-0.8651376146788992,-0.8780082987551867,-0.9021956087824352,-0.8924652523774689,-0.8861347792408986,-0.88515625,-0.8638888888888889,-0.8769874476987447,-0.8693333333333333,-0.8757396449704142,-0.8864864864864865,-0.8653846153846154,-0.8653846153846154,-0.8561643835616438,-0.846875,-0.8398692810457516,-0.8538767395626243,-0.8484536082474227,-0.8576960309777347,-0.8641404805914972,-0.8436170212765958,-0.846875,-0.8540218470705064
BCUB-L^L00,0.0866725334897819,-0.0866725334897819,11.0,0.435,3.8355081059707394e-07,0.0119601851723824,-0.0127459160806347,1.0,1.375439367311072,0.1943427620632278,6.160965235698332e-08,0.2305661484305826,6.248101657325209e-07,0.2157142857142857,1.9261752432893149,0.0033359253079865,-0.1287617488275446,-0.1276390257232039,-0.1490641556049994,-1.9219427580225497,4.0,0.9922012302284712,4.494811398451655,0.2998618587148097,0.0541310541310542,0.0323529411764704,-0.0330578512396694,-0.0714285714285714,-0.0539083557951483,0.0057306590257877,0.125,0.0293255131964809,-0.0357142857142858,-0.2610526315789474,-0.2076749435665914,-0.1418092909535452,-0.2022727272727273,-0.3144531250000001,-0.2531914893617022,-0.2094594594594595,-0.2656903765690377,-0.3197674418604651,-0.1158690176322418,-0.0763157894736842,-0.0513513513513514,0.0833333333333332,0.0636363636363637,-0.0357142857142858,0.0233236151603497,-0.0883116883116883,-0.1622911694510741,-0.2547770700636943,-0.415,-0.3451492537313433,-0.3463687150837989,-0.3583180987202925,-0.1967963386727689,-0.2435344827586206,-0.2807377049180328,-0.3389830508474576,-0.4769001490312966,-0.4050847457627119,-0.3439252336448598,-0.321083172147002,-0.377659574468085,-0.3426966292134832,-0.3500000000000001,-0.3389830508474576,-0.3664259927797834,-0.3969072164948454,-0.3618181818181818,-0.3820422535211267,-0.4090909090909091
BCYN-L,0.0723338485316847,-0.0723338485316847,11.0,-0.0018529956763434,3.786058888348455e-07,0.0118059887053039,0.0480644049603097,1.0,1.0922018348623854,0.0957235206364992,6.804081324193274e-08,-0.047707367336399,1.656369788803684e-06,0.0811200329421453,11.980389377924665,-0.08731766584249,0.156141485725095,0.0800753249334046,-0.109375209124661,-0.8863636363636364,7.0,0.728440366972477,6.069672131147541,-0.2011866235167206,0.1069532237673831,-0.1465256797583083,-0.0798045602605863,-0.0842787682333874,-0.006031666247801,-0.0195835399107586,-0.0748538011695907,0.0112503196113524,-0.123059866962306,-0.3331647277019053,-0.2121513944223109,-0.0542802486848398,-0.0531481924826431,-0.1152125279642058,-0.1640245191291482,-0.096,0.0838585913949025,-0.0980615735461802,0.1457126303592117,0.2607586866432896,0.3406779661016947,0.4165472779369625,0.4039758608448702,0.3312016156176369,0.3975265017667844,0.765625,0.4226618705035969,0.434530286543344,0.3078703703703702,0.1490412550842532,0.234779893849516,0.1690806976056753,4.083547557840617,52.44594594594594,4.455172413793103,3.94375,2.951048951048951,3.0773195876288657,2.9629258517034063,2.759505703422053,2.802884615384615,3.0152284263959386,3.185185185185185,3.25268817204301,64.91666666666667,3.207446808510638,3.0152284263959386,3.056410256410256,3.0439672801635997
BCZB-L,0.0474711193088049,-0.0474711193088049,12.0,0.0499502487562189,6.24897870972163e-07,0.0194860603710367,-0.0070262855199579,1.0,0.7574152542372882,0.0211024978466838,4.599100737437472e-08,0.0066983787981749,2.221432719495626e-05,0.0634825870646766,7.810300654668744,-0.0212459882402456,-0.0429216690207155,-0.0949569816122904,-0.3272234815951982,-1.4011461318051577,3.0,0.5485169491525423,73.9590909090909,-0.0098582121341203,0.0563002680965147,0.0303867403314916,0.1583850931677017,0.1841269841269841,0.3713235294117645,0.1101190476190476,0.2433333333333334,0.3970037453183521,0.1303030303030303,0.0687679083094554,0.1337386018237081,0.0191256830601092,0.0053908355795149,-0.1325581395348837,-0.0026737967914438,-0.0924574209245743,-0.0184210526315788,-0.0556962025316456,-0.0311688311688311,0.0303867403314916,-0.1285046728971963,-0.2261410788381743,-0.249496981891348,-0.3066914498141264,-0.3433098591549295,-0.2988721804511278,-0.300187617260788,-0.3155963302752294,-0.2464646464646465,-0.2196652719665272,-0.2962264150943395,-0.1995708154506438,-0.2387755102040817,-0.2671905697445972,-0.249496981891348,-0.2525050100200401,-0.1873638344226579,-0.1385681293302541,-0.124413145539906,0.013586956521739,0.0718390804597701,0.1167664670658683,0.1068249258160236,0.2110389610389609,0.1512345679012345,-0.0386597938144329,-0.0026737967914438,0.0247252747252746,0.0026881720430107
BDAJ-L,0.0803905614320585,-0.0803905614320585,5.0,-0.0145395799676898,4.958266119534175e-06,0.1546125813976614,0.0405874251603111,1.0,1.2252559726962458,-0.1038552321007081,2.960158877333836e-07,-0.043938161106588,3.495350113462864e-07,0.0235864297253634,0.2364335696487962,-0.0444284597836387,-0.0579469048251619,-0.0989493757741559,0.3771423169818892,-3.632352941176471,6.0,1.075085324232082,6.583870967741936,-0.0077783179387457,0.0,0.0412371134020619,-0.3915662650602409,0.074468085106383,-0.2937062937062936,-0.3129251700680272,0.1098901098901099,-0.3525641025641025,0.0306122448979591,-0.4846938775510204,-0.0194174757281553,-0.0288461538461538,-0.0288461538461538,-0.0471698113207547,-0.6505190311418685,-0.0648148148148148,-0.5774058577405858,-0.6070038910505836,-0.5511111111111111,-0.0818181818181819,-0.1367521367521367,-0.5646551724137931,-0.0733944954128441,-0.1061946902654866,-0.0733944954128441,-0.0982142857142858,-0.1583333333333333,-0.6892307692307692,-0.7194444444444444,-0.223076923076923,-0.2348484848484848,-0.1293103448275862,-0.1140350877192981,-0.7020648967551623,-0.1440677966101694,-0.1140350877192981,-0.1721311475409835,-0.1367521367521367,-0.1583333333333333,-0.1440677966101694,-0.2681159420289855,-0.2681159420289855,-0.2573529411764707,-0.2518518518518519,-0.2627737226277372,-0.768348623853211,-0.2785714285714284,-0.7548543689320388,-0.764018691588785
BDBL-L^I07,0.0441626146674018,-0.0441626146674018,12.0,0.1855929882224049,-1.796401271998262e-07,-0.0056016807326144,0.0069222091754565,1.0,0.6083971744105064,-0.0836272040302266,3.9108021094629567e-08,0.020051130382472,4.778895694065839e-07,0.0014790468364831,4.168737836448322,-0.0548646751690572,0.2596552844430259,0.2761004021050813,-0.0670254312062668,-0.5561868686868686,6.0,0.5885484031439657,4.583253312848089,0.0054771434590267,-0.0077220077220077,-0.1981424148606811,-0.1777777777777778,-0.2382352941176471,-0.1494252873563218,-0.1577235772357724,-0.2151515151515152,-0.2371134020618557,-0.3074866310160429,-0.1480263157894737,-0.018939393939394,0.0593047034764826,0.1908045977011494,-0.0226415094339622,-0.0335820895522389,-0.0038461538461539,0.177272727272727,-0.0226415094339622,0.126086956521739,0.1693002257336342,0.3316195372750641,0.2885572139303483,0.4191780821917807,0.3999999999999999,0.48,0.1935483870967742,0.0658436213991768,-0.0019267822736032,0.0196850393700787,-0.1366666666666667,0.0422535211267605,0.0,0.1212121212121211,0.0196850393700787,0.1511111111111109,0.0485829959514167,-0.1480263157894737,3.5043478260869563,3.5043478260869563,-0.5199258572752549,-0.5542168674698795,-0.579203899268887,-0.5472027972027972,-0.5542168674698795,-0.5711920529801324,-0.6246376811594203,-0.623546511627907,-0.5750615258408531,-0.6151560178306092
BDCK-L^L08,0.1211684887022695,-0.1211684887022695,11.0,0.0295123688440824,1.2786955782364164e-06,0.0398732983278198,0.0213677541429045,1.0,0.8985803997498352,0.0270711978577146,1.0800495073192152e-07,-0.0146900320017974,1.5117224914722144e-08,0.0462153054416156,0.1497280108204958,0.0301712917767722,-0.1786392289204019,-0.1792713760880988,-0.0161763765602611,-2.7797225050916494,6.0,0.8889764656494437,5.368524233532328,-0.0951461236567048,4.285714285714287,0.0294117647058822,-0.8138297872340425,0.0,-0.8055555555555556,0.0294117647058822,-0.8284313725490197,-0.8541666666666666,-0.8588709677419355,-0.8292682926829268,-0.8118279569892474,-0.8349056603773585,-0.8529411764705882,-0.8653846153846154,-0.849785407725322,-0.8484848484848485,-0.8267326732673268,-0.8464912280701754,-0.8333333333333334,0.0294117647058822,-0.8491379310344828,-0.8516949152542372,-0.8622047244094488,-0.8565573770491803,-0.8416289592760181,0.0,-0.0277777777777777,-0.8776223776223776,-0.0277777777777777,-0.0277777777777777,-0.8267326732673268,-0.851063829787234,-0.8214285714285714,-0.5731707317073171,-0.8195876288659794,-0.8232323232323232,-0.8232323232323232,-0.7839506172839507,-0.7878787878787878,-0.7988505747126438,-0.803370786516854,-0.8157894736842105,-0.8138297872340425,-0.8292682926829268,-0.4927536231884057,-0.8138297872340425,-0.7965116279069767,-0.8195876288659794,-0.8128342245989305
BDIM-L^C23,0.0440793522368932,0.0440793522368932,22.0,0.0075733362450301,3.226477551739233e-07,0.0100610578591307,0.0200183033041551,1.0,1.2887386799267246,-0.5359860184634766,7.735788495805354e-08,-0.1593634547865068,1.6120376832275957e-07,-0.1004865982895686,3.2785902450051574,-0.2258474062423994,0.2525277157281697,0.1784563989126694,-1.0283903648764043,0.4584748090964908,5.0,1.0281081825364184,8.942014044572325,0.1045025560048423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0859686828369665,-0.0103058510638297,-0.0699781318338018,-0.0746036680136773,-0.1166172106824926,-0.2214958158995816,-0.0667711598746081,0.145,0.0724063400576369,0.2261120263591431,0.0467651195499296,0.2052631578947368,0.2988656195462478,0.2042880258899677,0.2765866209262435,0.0609408410548824,-0.007997334221926,-0.0679398872886662,0.4257662835249043,0.1665360501567399,0.1984702093397745,0.0013454423141607,-0.0334415584415584,0.1813492063492063,0.1583657587548639,0.0230240549828177,0.176679841897233,0.4884999999999999,0.1538759689922479,-0.0951367781155014,-0.0302931596091204,-0.0427652733118971,0.0283246977547495,-0.1798898071625343,-0.1758028792912513,-0.191032608695652,-0.3652452025586353,-0.2774271844660194,-0.2145118733509234,-0.2721271393643032,-0.3665957446808511,-0.4148977987421384
