firms,age,agr,cashdebt,chatoia,chcsho,chpmia,egr,grltnoa,herf,lgr,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BCUB_73-L^L00,7.0,0.0539291217257319,0.1869063193219953,0.9282553911476774,0.0021321961620469,-0.6659975251476834,0.1691455234762321,-0.0495123780945221,3.452277052110408e-06,0.0049036378150302,4.072987674262991,0.0989137974386909,0.0421067455287987,0.0421067455287987,0.613458666969368,0.0501089324618737,0.0384615384615385,0.0625,0.0314606741573033,0.0699300699300697,0.108695652173913,0.1532663316582914,0.192207792207792,0.2644628099173554,0.227272727272727,0.3381924198250727,0.3500000000000001,0.2015706806282722,0.227272727272727,0.2857142857142858,0.3227665706051872,0.2405405405405405,0.1860465116279068,0.3076923076923077,0.2679558011049723,0.1140776699029124,0.1649746192893399,0.1140776699029124,0.0928571428571427,0.144638403990025,0.1953125,0.3421052631578947,0.3265895953757225,0.2749999999999999,0.3002832861189801,0.3114285714285714,0.4123076923076922,0.4571428571428571,0.5049180327868852,0.5402684563758389,0.5148514851485149,0.4525316455696202,0.5454545454545454,0.519867549668874,0.6276595744680851,0.7790697674418603,0.4617834394904456,0.3620178041543025,0.3421052631578947,0.3500000000000001,0.4664536741214058,0.5,0.5827586206896551,0.7653846153846153
BCYO_38-L^K98,7.0,0.1879602519740929,0.0229199304676266,0.194606090039525,0.0002384927259718,-2.852190548378528,-0.1970705725699067,-0.0382392895521148,7.00346285046416e-07,0.2153180564799848,1.1612275920818766,-0.0070013406822582,-0.0070013406822582,-0.0070013406822582,0.9296356965323406,0.0921985815602837,0.0601503759398494,0.119047619047619,0.165289256198347,0.0763358778625953,-0.0342465753424657,-0.0472972972972973,-0.1506024096385542,-0.0903225806451614,0.0,0.0071428571428571,0.0071428571428571,0.0291970802919707,-0.0070422535211267,-0.0208333333333333,-0.0342465753424657,-0.0723684210526316,-0.0139860139860139,-0.0472972972972973,-0.1132075471698114,-0.3869565217391304,-0.3761061946902655,-0.3502304147465438,-0.3590909090909091,-0.3761061946902655,-0.3922413793103448,-0.3317535545023696,-0.3590909090909091,-0.3842794759825327,-0.3974358974358974,-0.3788546255506608,-0.2806122448979592,-0.2252747252747253,-0.2769230769230769,-0.2378378378378379,-0.3121951219512194,-0.2539682539682539,-0.2122905027932962,-0.3502304147465438,-0.284263959390863,-0.0903225806451614,-0.353211009174312,-0.3441860465116279,-0.4638783269961977,-0.4738805970149254,-0.3948497854077254,-0.4244897959183674,-0.4291497975708502,-0.4314516129032258
BCZR_85-L^G00,6.0,0.0422408140212763,0.1428182934154311,0.6585052352516146,0.0014189428875487,-1.548801767597719,0.000196044796236,-0.0596730443023174,1.4230211295638555e-06,0.0837962987481838,1.5378773699773374,-0.0290577052589572,0.108153781755646,0.0372321090372025,0.7100038066276687,0.063157894736842,0.1264822134387353,0.1264822134387353,0.051660516605166,0.0477941176470588,0.0795454545454545,0.1089494163424125,0.0477941176470588,0.1776859504132231,0.2127659574468086,0.2445414847161573,0.2895927601809955,0.2780269058295965,0.2666666666666666,0.1354581673306774,0.217948717948718,0.0919540229885058,0.1176470588235294,0.2837837837837837,0.2555066079295154,0.1924686192468618,0.3636363636363637,0.2723214285714284,0.2837837837837837,0.4766839378238343,0.5079365079365081,0.3636363636363637,0.2666666666666666,0.1176470588235294,0.1585365853658538,0.2954545454545454,0.4108910891089108,0.3768115942028986,0.3571428571428572,0.4921465968586389,0.6764705882352942,0.78125,0.8506493506493507,0.8269230769230769,-0.1363636363636362,-0.1257668711656441,-0.1203703703703703,-0.0865384615384615,-0.0952380952380952,-0.0562913907284767,0.0251798561151079,0.017857142857143,0.2127659574468086,0.0754716981132075
BDFF_05-L^C99,8.0,-0.0826713271899163,-0.0679933665008291,1.0941797851159305,0.0003287094865557,6.544803144292301,-0.1024672708962738,-0.0581719746982233,8.596165383646977e-06,-0.0499779509040129,2.5852378620441625,0.067174349439083,-0.0881152807168572,0.0894248262350143,1.3215409411489156,-0.0913461538461539,0.0297029702970297,0.0,-0.0545454545454545,-0.079646017699115,-0.0234741784037558,0.0348258706467661,-0.0458715596330274,-0.014218009478673,-0.0047846889952152,0.0348258706467661,0.0452261306532664,-0.0545454545454545,-0.0095238095238094,-0.0280373831775699,0.0246305418719212,-0.1297071129707112,-0.1034482758620689,-0.079646017699115,-0.1186440677966101,-0.140495867768595,-0.0917030567685588,-0.1475409836065573,-0.1713147410358566,-0.1843137254901961,-0.1612903225806451,-0.0917030567685588,-0.0714285714285712,-0.087719298245614,0.0097087378640776,0.0505050505050506,0.04,0.0,0.04,0.04,0.0097087378640776,0.0297029702970297,0.1304347826086958,0.1555555555555556,0.3333333333333335,0.5757575757575759,0.368421052631579,0.2839506172839507,0.1122994652406417,-0.0095238095238094,0.1063829787234043,0.0297029702970297,0.0612244897959184,0.0947368421052632
BFQZ_11-L^I03,9.0,0.0463402623896451,0.0287800503864383,0.1601763298939498,0.0014086251650975,2.992883741753601,-0.2974895739635293,-0.0010828556450295,2.084821191075485e-09,0.0714172895041097,0.0815489762590416,0.0258362949173576,0.0258362949173576,0.0258362949173576,0.8208851650504063,0.0,0.0757575757575756,0.0923076923076922,0.5434782608695652,0.290909090909091,0.2456140350877194,0.2033898305084744,-0.1341463414634146,-0.1341463414634146,-0.144578313253012,-0.2111111111111111,-0.2680412371134021,-0.2446808510638297,-0.2197802197802197,-0.2446808510638297,-0.1931818181818182,-0.29,-0.2446808510638297,-0.3486238532110092,-0.3716814159292035,-0.4409448818897638,-0.4928571428571429,-0.4817518248175182,-0.5696969696969697,-0.5266666666666666,-0.4779411764705882,-0.4817518248175182,-0.432,-0.5,-0.4928571428571429,-0.4964539007092199,-0.4033613445378151,-0.432,-0.4964539007092199,-0.4892086330935251,-0.5170068027210885,-0.4661654135338345,-0.3660714285714286,-0.4033613445378151,-0.4083333333333333,-0.1744186046511627,-0.4083333333333333,-0.4740740740740741,-0.5298013245033113,-0.5103448275862069,-0.5266666666666666,-0.55625,-0.5696969696969697,-0.5328947368421053
BFSV_71-L^I00,7.0,-0.3577941699253466,0.0046024406392816,0.0599665473894181,0.0054240222610853,-7.841016036963767,-0.515077424612877,0.0030306146194684,2.3201635828296646e-10,-0.3586814390726604,0.0117793853156394,-0.049733709273183,-0.049733709273183,-0.049733709273183,0.6301017989444198,0.0499999999999998,0.0,0.4285714285714286,0.4285714285714286,0.25,0.25,0.25,0.1111111111111111,0.1111111111111111,-0.0476190476190475,0.1111111111111111,-0.0909090909090908,-0.4285714285714285,-0.4444444444444444,-0.3548387096774192,-0.4871794871794871,-0.5454545454545454,-0.4736842105263158,-0.6363636363636364,-0.6666666666666666,-0.7183098591549295,-0.726027397260274,-0.7530864197530864,-0.7560975609756098,-0.736842105263158,-0.6923076923076923,-0.7142857142857142,-0.6923076923076923,-0.7183098591549295,-0.696969696969697,-0.6774193548387096,-0.6610169491525424,-0.6610169491525424,-0.6923076923076923,-0.6610169491525424,-0.6825396825396826,-0.6226415094339622,-0.5,-0.5454545454545454,-0.5918367346938775,-0.375,-0.4871794871794871,-0.5348837209302325,-0.607843137254902,-0.6296296296296297,-0.5918367346938775,-0.6923076923076923,-0.6825396825396826,-0.75
BFTH_19-L^F96,9.0,0.1958859768194631,0.1103069919458386,0.6074352224219853,0.0003038590094196,-0.3921939713598348,0.1241092636579572,-0.0195910603899191,1.175458979527995e-06,0.2179935275080906,2.1544152265459746,0.1601289629231596,0.1601289629231596,0.1601289629231596,0.6236077966464018,0.1973684210526316,-0.1005917159763313,-0.0759878419452887,-0.0617283950617284,0.0818505338078292,0.1054545454545454,0.1737451737451738,0.1385767790262173,0.1343283582089551,0.1782945736434107,0.3333333333333335,0.2881355932203391,0.357142857142857,0.3392070484581497,0.2827004219409281,0.3944954128440365,0.0704225352112677,0.1176470588235294,0.2307692307692306,0.2111553784860558,0.1054545454545454,0.1343283582089551,0.0935251798561151,0.0235690235690235,0.1515151515151513,0.277310924369748,0.3333333333333335,0.3392070484581497,0.3333333333333335,0.4339622641509433,0.4476190476190476,0.6795580110497237,0.6084656084656086,0.7175141242937852,0.5751295336787565,0.7175141242937852,0.8313253012048194,0.9869281045751634,1.054054054054054,1.2028985507246377,1.9803921568627447,1.788990825688073,1.554621848739496,1.4918032786885247,1.4715447154471546,1.951456310679612,1.7636363636363632,1.714285714285714,1.620689655172414
BFTO_72-L^I99,7.0,-0.1290391728006627,0.0065848164145482,0.1155929118124999,-0.0076879035303876,0.2583812403299533,0.0173174872665535,-0.0025671547885592,1.399259105982166e-09,-0.1427396476506066,0.0512314325277284,0.3416786743515851,0.3416786743515851,0.3416786743515851,0.5195213084600012,-0.0923076923076924,0.4444444444444444,0.4444444444444444,0.3829787234042554,0.2745098039215685,0.3,0.2745098039215685,0.2745098039215685,0.2264150943396226,0.1206896551724139,0.0833333333333334,-0.0151515151515151,0.0,0.0655737704918033,0.0655737704918033,0.0,0.0,0.1607142857142856,0.1818181818181816,-0.1558441558441557,-0.1333333333333333,-0.0441176470588235,0.0,0.015625,0.1016949152542374,0.3,0.25,0.25,0.2745098039215685,0.5853658536585367,0.5476190476190477,0.5476190476190477,0.5853658536585367,0.5116279069767442,0.4130434782608696,0.4444444444444444,0.6666666666666667,0.8055555555555556,0.9117647058823528,1.2413793103448278,1.5,1.5,1.03125,0.8571428571428574,0.8571428571428574,1.3214285714285712,1.2413793103448278,1.2413793103448278,1.03125
BFTY_62-L^H05,7.0,0.4474300400752152,0.0124303871816103,0.090976544840512,0.0032706698591742,5.622677272427478,0.0095884462791236,-0.0165487945898878,8.511348910662239e-08,0.488694933176615,0.373178079422916,0.7366338575359781,1.37120292235952,1.37120292235952,0.6158722450299553,-0.0340136054421769,-0.0134228187919462,0.0279720279720279,0.0208333333333332,0.0808823529411764,0.2049180327868851,0.1951219512195121,0.1307692307692307,0.3008849557522124,0.3243243243243241,0.3243243243243241,0.2782608695652175,0.267241379310345,0.3008849557522124,0.3999999999999999,0.3611111111111109,0.2782608695652175,0.2352941176470588,0.3243243243243241,0.2782608695652175,0.2049180327868851,0.1574803149606298,0.0575539568345324,0.05,0.2782608695652175,0.4134615384615383,0.3611111111111109,0.3611111111111109,0.3243243243243241,0.6333333333333333,0.651685393258427,0.7093023255813953,0.7926829268292683,0.7093023255813953,0.75,0.9342105263157894,1.2615384615384615,1.4915254237288136,1.722222222222222,1.8823529411764703,2.127659574468085,1.94,1.5789473684210529,1.370967741935484,1.2615384615384615,1.53448275862069,1.6727272727272724,1.5789473684210529,1.94
BFUA_68-L^C99,7.0,-0.0352781843203213,0.0193376544394324,0.1145947789906531,0.0857679996348034,0.9510787519860606,-0.2485387238188017,0.0094885490969676,3.668789874677088e-09,-0.0300726831252783,0.0412252787605905,-0.0042926426581363,-0.0042926426581363,-0.0042926426581363,0.6388196859124238,0.2941176470588234,-0.15,-0.0555555555555554,-0.15,-0.6344086021505376,-0.6936936936936937,-0.6,-0.6530612244897959,-0.6761904761904762,-0.6761904761904762,-0.7068965517241379,-0.711864406779661,-0.71900826446281,-0.7166666666666666,-0.7043478260869565,-0.6822429906542056,-0.7068965517241379,-0.7094017094017093,-0.7142857142857142,-0.7301587301587301,-0.7638888888888888,-0.7655172413793103,-0.7142857142857142,-0.7301587301587301,-0.71900826446281,-0.7655172413793103,-0.7733333333333333,-0.7553956834532374,-0.8629032258064516,-0.8577405857740585,-0.8629032258064516,-0.839622641509434,-0.8433179723502304,-0.8553191489361702,-0.8565400843881856,-0.8682170542635659,-0.8425925925925926,-0.8308457711442786,-0.8265306122448979,-0.829145728643216,-0.8023255813953488,-0.8341463414634146,-0.8623481781376519,-0.8859060402684563,-0.8726591760299626,-0.8772563176895307,-0.8862876254180602,-0.8885245901639344,-0.8870431893687707
BFUB_57-L^D96,7.0,0.9097000013972923,0.1056874100358183,0.4183851343267367,0.0003652606021911,-1.8953787554762769,0.100749330954505,0.0158232027218788,2.7586419345497573e-08,1.43036608332185,0.3187255136396911,0.2951824331600536,0.2951824331600536,0.2951824331600536,1.186940889098922,0.3287671232876712,0.028169014084507,0.0428571428571429,0.028169014084507,-0.0519480519480519,-0.0641025641025642,0.0138888888888888,0.0138888888888888,0.0138888888888888,0.0138888888888888,0.1060606060606059,0.0895522388059699,0.1967213114754098,0.2166666666666667,0.2166666666666667,0.140625,0.123076923076923,0.2372881355932203,0.4313725490196078,0.0428571428571429,-0.0266666666666667,-0.1204819277108433,-0.1888888888888888,-0.1411764705882353,-0.1411764705882353,-0.160919540229885,-0.0266666666666667,0.4313725490196078,0.3773584905660376,0.3272727272727271,0.2807017543859649,0.2807017543859649,0.2586206896551724,0.2807017543859649,0.3035714285714284,0.2372881355932203,0.3035714285714284,1.28125,1.085714285714286,0.8717948717948716,1.92,2.1739130434782608,0.9210526315789472,0.825,0.6976744186046511,0.7804878048780488,0.825,0.4313725490196078,0.2807017543859649
BFUG_04-L^H04,7.0,0.0261785565289947,0.0401261166579085,0.0517983924857585,0.010047472832239,-2.815058546591173,0.0218821148494813,0.0061126267565758,5.0705451594796546e-11,0.0317738250304285,0.045431871775388,-0.0183454482519902,-0.0183454482519902,-0.0183454482519902,0.6460555396284732,0.0727272727272727,0.0261194029850746,-0.0677966101694915,-0.0677966101694915,0.0185185185185183,-0.0614334470989761,0.1224489795918366,0.2910798122065727,0.3546798029556652,0.3095238095238095,0.2790697674418605,0.1802575107296136,0.2910798122065727,0.2910798122065727,0.2614678899082567,-0.0107913669064747,-0.0350877192982456,-0.0833333333333333,-0.1352201257861636,-0.1741741741741742,-0.2097701149425287,-0.2209631728045324,-0.2666666666666667,-0.2627345844504021,-0.1269841269841269,-0.140625,-0.1538461538461538,-0.0350877192982456,-0.0178571428571427,0.1458333333333334,0.1458333333333334,0.3414634146341464,0.3414634146341464,0.3221153846153846,0.3681592039800996,0.3888888888888888,0.4473684210526316,0.4473684210526316,0.4248704663212435,0.3221153846153846,0.2910798122065727,0.25,0.25,0.25,0.2790697674418605,0.2790697674418605,0.2331838565022421,0.1802575107296136,0.1
