firms,absacc,acc,age,agr,bm,bm_ia,chpmia,convind,currat,egr,ep,herf,invest,mve_ia,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.1507274028142141,0.1507274028142141,3.0,0.0429989646141664,5.060794333009566e-07,0.4139723689515051,0.0196603663654421,1.0,1.301546778795615,-0.1009240804493567,8.026693148082483e-08,1.945744740868628e-06,0.0239965893172543,2.5697499942247006,-17.03366242104103,0.1800733585578785,0.2404996890889816,0.3095189035153451,-0.0012081490443203,3.2121982210927573,3.0,0.8990839465385194,0.3655308527311778,-0.0962837837837838,-0.0603174603174603,0.0,0.1003717472118959,0.1319311663479923,0.151750972762646,0.2595744680851064,0.0942698706099813,0.0533807829181494,0.0331588132635252,-0.0067114093959731,0.03859649122807,0.1044776119402983,0.1106941838649155,0.0440917107583773,0.0136986301369863,0.0647482014388489,0.1887550200803212,0.1653543307086613,0.256900212314225,0.2649572649572651,0.2463157894736842,0.1106941838649155,-0.0948012232415902,-0.0632911392405063,-0.0764430577223089,0.0533807829181494,0.0033898305084745,-0.0100334448160536,-0.0735524256651016,-0.1457431457431457,-0.1395348837209302,-0.1281296023564064,-0.0497592295345105,-0.101669195751138,-0.0662460567823344,-0.0389610389610389,0.0016920473773265,0.047787610619469,0.0942698706099813,0.1024208566108006,0.0802919708029197,0.2333333333333334,0.1959595959595959,0.0842490842490841,0.1212121212121211,0.1585127201565557,0.0882352941176469,0.0962962962962961
BACQ-L^J02,0.0498582156991057,-0.0498582156991057,1.0,0.0051862034491376,1.1559382231786978e-06,0.9455560789926584,0.0530703073124787,1.0,0.8417645287563986,-0.3346440677966102,-3.156627713591716e-08,9.701861718048117e-07,0.2118220444888777,1.1125876512880144,3.7682124241069976,-0.1485523936200248,-0.0715733601650049,-0.7883916826115575,-0.0119963774679931,-5.970149253731352,1.0,0.4929238181270702,-0.0778326764003775,-0.1363636363636363,-0.0833333333333332,-0.0638297872340425,0.2222222222222223,0.0999999999999998,0.1578947368421053,0.1578947368421053,0.1578947368421053,-0.0434782608695653,0.0,0.0,0.2941176470588234,0.0476190476190476,-0.4133333333333333,-0.5463917525773196,-0.5510204081632653,-0.5510204081632653,-0.4133333333333333,-0.4285714285714286,-0.5056179775280899,-0.3623188405797101,-0.3972602739726028,-0.5643564356435644,-0.5849056603773586,-0.6239316239316239,-0.7659574468085106,-0.7046979865771812,-0.7250000000000001,-0.7514124293785311,-0.7708333333333333,-0.7864077669902912,-0.7755102040816326,-0.7755102040816326,-0.8127659574468085,-0.8352059925093633,-0.8307692307692308,-0.8078602620087336,-0.7904761904761904,-0.7924528301886793,-0.7924528301886793,-0.7843137254901961,-0.7821782178217822,-0.7396449704142012,-0.7426900584795322,-0.7884615384615384,-0.7684210526315789,-0.7777777777777778,-0.8053097345132743,-0.8095238095238095
BALZ-L^I10,0.0537624942980385,-0.0537624942980385,4.0,-0.1968686868686869,2.0255376961755263e-06,1.656887404052449,0.0138882437425792,1.0,2.131091300646066,-0.124014644282463,-1.104325683972349e-07,4.261468349817721e-09,-0.0338816738816738,0.0687312411799469,-19.81095263072677,-0.0080445412319163,-0.0675567182806562,-0.3205582539450917,-0.0862935925358285,-2.319751381215469,3.0,1.5559673461211,-0.4893784786641929,0.0,-0.0833333333333332,0.375,0.2222222222222223,0.0999999999999998,0.2222222222222223,0.5714285714285714,0.0,-0.2142857142857143,-0.2142857142857143,-0.1538461538461538,-0.1538461538461538,-0.2142857142857143,-0.2142857142857143,-0.2666666666666666,-0.3125,-0.3529411764705883,-0.3125,-0.3529411764705883,-0.4761904761904761,-0.5416666666666666,-0.56,-0.6206896551724137,-0.6333333333333333,-0.6666666666666667,-0.6944444444444444,-0.6764705882352942,-0.7105263157894737,-0.6944444444444444,-0.7027027027027026,-0.6764705882352942,-0.6857142857142857,-0.6666666666666667,-0.7027027027027026,-0.6857142857142857,-0.7105263157894737,-0.7250000000000001,-0.7250000000000001,-0.7659574468085106,-0.8035714285714286,-0.8135593220338984,-0.828125,-0.8070175438596491,-0.8103448275862069,-0.8166666666666667,-0.7924528301886793,-0.7962962962962963,-0.819672131147541,-0.8135593220338984
BAOH-L,0.0036368948588992,0.0036368948588992,29.0,-0.0895902163237326,4.174339698565994e-07,0.3414604862624457,-0.0111374626086319,1.0,0.9603849862578572,-0.0310016875349358,9.54591015510682e-08,4.370618528112051e-08,-0.024620810770309,2.8658124113062207,-24.03051661546594,0.0119225310258649,-0.0043204282789004,-0.2453854870327793,-0.07098394984402,0.0195221635044664,5.0,0.8484806295087377,-0.07098394984402,-0.0428571428571427,-0.0728476821192053,-0.0682196339434276,-0.1450381679389313,-0.0938511326860841,-0.54983922829582,-0.5104895104895105,-0.5792637114951165,-0.5246179966044142,-0.5333333333333334,-0.4776119402985075,-0.5652173913043479,-0.553072625698324,-0.5258255715495344,-0.4291539245667687,-0.3945945945945946,-0.4761459307764265,-0.4651384909264566,-0.4790697674418605,-0.4936708860759494,-0.4964028776978417,-0.5344970906068163,-0.5618153364632238,-0.5258255715495344,-0.4666666666666667,-0.4922937443336356,-0.5209580838323353,-0.207920792079208,-0.2582781456953642,-0.4262295081967213,-0.36,-0.3818984547461369,-0.2708333333333333,-0.2328767123287671,-0.1344667697063369,-0.1384615384615385,-0.1384615384615385,-0.0175438596491228,-0.020979020979021,-0.0427350427350426,0.0163339382940108,0.154639175257732,0.204301075268817,0.1336032388663965,0.154639175257732,0.0894941634241244,0.0687022900763356,0.0351201478743068,-0.0588235294117648
BBEK-L^L95,0.0818751003371326,0.0818751003371326,3.0,0.1508977900552485,3.545586107091172e-07,0.290028517954259,0.0315477879333104,1.0,1.1534737351730815,0.0752351097178683,1.1402490418409377e-07,5.278960238004497e-07,0.0776933701657458,3.2961141029292222,-4.522931797451618,-0.0477785481850653,-0.0264468769016489,-0.1300932967782724,-0.0482182584959831,0.7112970711297063,2.0,0.8585088356330185,0.0526632302405497,-0.1495327102803738,-0.4104683195592286,-0.4512820512820512,-0.3435582822085888,-0.455470737913486,-0.4470284237726097,-0.3435582822085888,-0.4397905759162303,-0.5327510917030567,-0.5407725321888412,-0.5711422845691383,-0.5685483870967742,-0.563265306122449,-0.565040650406504,-0.5541666666666667,-0.5407725321888412,-0.5034802784222737,-0.4323607427055702,-0.4200542005420054,-0.4412532637075718,-0.3815028901734103,-0.3971830985915492,-0.3649851632047477,-0.4353562005277044,-0.4216216216216216,-0.4293333333333333,-0.345565749235474,-0.3611940298507462,-0.33125,-0.3515151515151514,-0.3742690058479532,-0.3885714285714285,-0.345565749235474,-0.3249211356466877,-0.412087912087912,-0.377906976744186,-0.2937293729372936,-0.2842809364548495,-0.3006535947712417,-0.2794612794612795,-0.2491228070175438,-0.2014925373134328,-0.0735930735930735,-0.0775862068965516,-0.1640625,-0.1370967741935483,-0.0655021834061134,-0.16078431372549,-0.1863117870722432
BBIO-L^E18,0.0180239324400942,0.0180239324400942,3.0,-0.0069584869751397,6.453984644519812e-07,0.5279351691969763,0.0229190990737418,1.0,1.3763379204892965,-0.0258785472724599,3.5752639464736164e-08,1.3034832619905051e-06,-0.0113001070536457,2.690362227591239,-28.39670600981437,0.046633943134332,0.1434944809870935,-0.0797753595434988,-0.0562689932359572,0.8228882833787451,3.0,0.8205275229357798,-0.0562689932359572,0.1133144475920679,-0.1771561771561772,-0.1063291139240507,0.0443786982248519,0.0568862275449102,0.1031249999999999,0.1925675675675675,0.2342657342657341,0.06006006006006,-0.0536193029490617,-0.0831168831168831,0.0291545189504371,0.0231884057971012,0.0114613180515759,-0.0381471389645776,-0.0586666666666667,-0.0302197802197803,0.1206349206349206,0.0729483282674772,0.0762195121951219,0.2047781569965869,0.1277955271565494,0.0231884057971012,-0.0611702127659574,-0.1369193154034229,-0.0925449871465295,-0.0854922279792745,-0.0994897959183673,-0.0759162303664922,-0.1771561771561772,-0.199546485260771,-0.1197007481296758,-0.0807291666666666,-0.1828703703703704,-0.2258771929824561,-0.1885057471264367,-0.1063291139240507,-0.0948717948717948,-0.0831168831168831,-0.0328767123287671,-0.0084269662921349,0.0,0.1885521885521883,0.1423948220064725,0.0632530120481926,0.1535947712418299,0.1535947712418299,0.0537313432835819,0.1277955271565494
BBNH-L^L97,0.0379427097328962,0.0379427097328962,3.0,-0.0247346072186836,3.94559019549763e-07,0.3227488043701337,-0.0066650671616252,1.0,1.356020942408377,0.006196518146946,7.613484893364928e-08,2.690797853363281e-05,-0.1126326963906581,22.651408137125667,196.0731804060916,0.103254829939021,0.1358179943496192,-0.020924161020593,-0.0687672982754949,0.5364741641337386,5.0,0.7949389179755671,-0.0687672982754949,-0.0725274725274724,-0.111328125,-0.0618556701030927,-0.4870349492671927,-0.5032751091703057,-0.5144076840981857,-0.4841269841269842,-0.4457978075517662,-0.465962441314554,-0.453125,-0.4583333333333333,-0.4211195928753181,-0.3851351351351352,-0.4075520833333333,-0.439655172413793,-0.4333748443337484,-0.3784153005464481,-0.3126888217522658,-0.3259259259259259,-0.2441860465116279,-0.1757246376811594,-0.1589648798521257,-0.1845878136200717,-0.3085106382978724,-0.3021472392638037,-0.2834645669291338,-0.1666666666666667,-0.2208904109589041,-0.1875,-0.2516447368421053,-0.2754777070063695,-0.2017543859649123,-0.1165048543689321,-0.21280276816609,-0.2812006319115324,-0.2352941176470588,-0.1772151898734177,-0.1511194029850747,-0.2073170731707317,-0.1697080291970804,-0.1182170542635659,-0.1095890410958905,0.058139534883721,0.0133630289532293,0.011111111111111,-0.0637860082304527,-0.0676229508196721,-0.0789473684210527,-0.106090373280943
BBOU-L,0.0362195812110922,-0.0362195812110922,3.0,0.1466970387243735,3.195970426227577e-07,0.2614299972268564,0.0047163070461724,1.0,1.562439024390244,0.0202762268586541,5.854369789979087e-08,3.04332869281583e-06,0.1138952164009111,28.47277306158469,111.46230444391855,0.0064791261409546,0.008009228740936,-0.1320960067478173,0.1707122960604854,-0.4025157232704403,7.0,0.7521951219512195,0.1707122960604854,-0.001834862385321,-0.0961857379767827,-0.1021416803953871,-0.0126811594202898,-0.0762711864406779,-0.047202797202797,0.0728346456692914,0.101010101010101,0.0400763358778626,-0.4724104549854792,-0.4698443579766537,-0.4455747711088504,-0.4375644994840041,-0.4375644994840041,-0.3997797356828193,-0.3910614525139664,-0.3229813664596274,-0.279100529100529,-0.2838370565045992,-0.2635135135135135,-0.2291371994342291,-0.1949778434268831,-0.2345505617977528,-0.3246592317224287,-0.3136020151133502,-0.2976804123711339,-0.1853512705530643,-0.1865671641791044,-0.1666666666666666,-0.1804511278195488,-0.2055393586005831,-0.1615384615384615,-0.0871021775544388,-0.0388007054673721,-0.0824915824915825,0.0073937153419594,0.0813492063492062,0.1168032786885246,0.172043010752688,0.2442922374429224,0.3727959697732996,0.4010282776349614,0.6317365269461079,0.6615853658536588,0.6029411764705883,0.6978193146417446,0.792763157894737,0.6666666666666667,0.6465256797583081
BBQS-L^G99,0.0273847558192606,0.0273847558192606,3.0,0.0644492603410912,9.292259520191556e-07,0.760105713325498,0.005076043246026,1.0,1.9102374882597613,0.5096315691041705,1.4216972878390202e-07,7.624324839830327e-06,-0.0281729953830208,2.276735738086669,-21.418270032561733,0.4550423174351988,0.7559829327762504,0.1889453053993007,-0.016628473466662,0.4858299595141711,4.0,1.1642291694619618,0.1047162649459101,-0.2012578616352202,-0.1117318435754189,-0.1887755102040815,-0.0245398773006133,0.0324675324675325,-0.042168674698795,-0.0479041916167664,-0.0479041916167664,-0.1928934010152283,-0.2672811059907833,-0.3319327731092436,-0.3291139240506329,-0.2428571428571428,-0.3402489626556016,-0.364,-0.364,-0.2869955156950672,-0.0535714285714284,-0.3510204081632653,-0.3588709677419355,-0.376470588235294,-0.3536585365853658,-0.386100386100386,-0.4341637010676156,-0.4361702127659573,-0.3977272727272727,-0.3234042553191489,-0.2933333333333333,-0.3884615384615384,-0.4089219330855018,-0.4479166666666666,-0.4044943820224719,-0.4259927797833934,-0.4664429530201341,-0.4870967741935483,-0.4361702127659573,-0.4132841328413283,-0.4132841328413283,-0.4089219330855018,-0.4132841328413283,-0.4239130434782607,-0.4218181818181817,-0.3347280334728033,-0.37890625,-0.4022556390977443,-0.3954372623574144,-0.386100386100386,-0.4301075268817204,-0.4517241379310344
BBTK-L^C11,0.1154611811546117,0.1154611811546117,3.0,0.9314679036360916,1.3860869565217391e-06,1.1338174666008534,0.1412815787637164,1.0,1.6416831683168316,0.6767180925666197,1.7294685990338163e-08,2.7684638515015272e-08,0.3823632101351688,2.7126461860750823,84.37084212409077,-0.4067210398397732,-0.4026693086471938,-0.1874237118870867,-0.3406803494445538,18.955307262569832,2.0,1.6147524752475246,-0.2164199944149678,-0.1736526946107784,-0.1773399014778325,-0.2304147465437788,-0.0972972972972974,-0.1971153846153847,-0.3266129032258065,-0.2511210762331839,-0.394927536231884,-0.4698412698412698,-0.4451827242524917,-0.4877300613496932,-0.4924012158054711,-0.5088235294117647,-0.4813664596273292,-0.5201149425287357,-0.5282485875706215,-0.5510752688172044,-0.5145348837209303,-0.557029177718833,-0.6042654028436019,-0.6204545454545455,-0.631346578366446,-0.666,-0.6238738738738739,-0.5956416464891041,-0.5916870415647921,-0.5373961218836565,-0.718381112984823,-0.7280130293159609,-0.737007874015748,-0.7145299145299145,-0.6969147005444647,-0.6782273603082851,-0.6693069306930692,-0.6837121212121212,-0.6776061776061776,-0.6584867075664622,-0.6385281385281385,-0.6423982869379015,-0.6288888888888888,-0.6195899772209568,-0.6626262626262627,-0.6549586776859504,-0.6400862068965517,-0.6673306772908366,-0.701252236135957,-0.5628272251308901,-0.6423982869379015,-0.6305309734513274
