firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,ms,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ-L^I10,15.0,-0.0453556049779965,9.1651777300825e-07,0.0812138474948795,0.1032367592753228,0.0782982849524271,1.094019716251896,-0.3136975668380458,1.0,-0.0103374292958844,2.8984204155350192e-08,-0.041529988500877,1.0414731172416246e-09,1.328979949590978e-06,-0.0656279001611878,5.0,0.061742610490993,-0.0119100378814222,0.2032410433224542,-0.0361363743620513,-0.0937500000000001,0.1034482758620691,0.032258064516129,-0.1794871794871795,-0.0588235294117647,0.2307692307692308,-0.0588235294117647,-0.0303030303030302,-0.111111111111111,-0.3191489361702126,-0.36,-0.36,-0.3725490196078431,-0.4285714285714286,-0.5492957746478873,-0.5789473684210527,-0.4181818181818182,-0.3962264150943396,-0.5555555555555556,-0.5555555555555556,-0.6862745098039216,-0.6862745098039216,-0.7217391304347827,-0.6893203883495146,-0.7894736842105263,-0.8279569892473119,-0.8048780487804879,-0.8260869565217391,-0.8415841584158416,-0.831578947368421,-0.8415841584158416,-0.8297872340425532,-0.8324607329842932,-0.8,-0.751937984496124,-0.7480314960629921,-0.7922077922077922,-0.7142857142857143,-0.673469387755102,-0.673469387755102,-0.6049382716049383,-0.6000000000000001,-0.6235294117647059,-0.5897435897435898,-0.5949367088607596,-0.5675675675675675,-0.5151515151515151,-0.5294117647058824,-0.4482758620689654
BBIO-L^E18,14.0,-0.0301596688350088,8.108365043857371e-07,0.0718492910337394,0.0320121951219512,0.1373815676141257,1.212779141863161,-0.043954738943163,1.0,-0.083011583011583,8.535121098797232e-08,-0.0924647253076932,5.565694749405118e-07,1.980148094920958e-06,-0.0017211703958691,4.0,1.0051303255546804,-0.0071835884460138,-0.037004662004662,-0.037004662004662,-0.0643274853801169,-0.1185567010309278,-0.1492537313432834,-0.2784810126582279,-0.2046511627906976,-0.2845188284518829,-0.3690036900369003,-0.326771653543307,-0.4536741214057508,-0.4880239520958084,-0.4786585365853658,-0.5043478260869565,-0.4242424242424243,-0.3759124087591241,-0.3547169811320755,-0.4020979020979021,-0.3759124087591241,-0.3372093023255814,-0.4375,-0.7567567567567568,-0.7536023054755043,-0.7767624020887729,-0.7744063324538258,-0.763157894736842,-0.7873134328358209,-0.7942238267148014,-0.7581329561527581,-0.7738095238095238,-0.7875776397515528,-0.7416918429003021,-0.8074324324324325,-0.7983490566037736,-0.8023121387283237,-0.8151351351351351,-0.8074324324324325,-0.7827191867852605,-0.7896678966789668,-0.7767624020887729,-0.8246153846153846,-0.82744702320888,-0.8265720081135902,-0.824435318275154,-0.82744702320888,-0.8416666666666667,-0.8453887884267631,-0.8305252725470763,-0.8389830508474576,-0.8182784272051009,-0.7961859356376639
BBOU-L,14.0,0.04883166969147,2.910408091109942e-07,0.0257895095785707,0.0796812749003984,0.1612550471063257,0.5697652557107554,-0.1045262585284277,1.0,0.1569307885097358,7.84224276508045e-08,-0.056636678200692,6.485577403810578e-06,5.789292015260687e-07,0.0082777261593039,4.0,17.688939691447562,-0.1576718471794846,-0.120037438577334,-0.120037438577334,0.0347003154574132,-0.015527950310559,-0.0607407407407407,-0.0350076103500761,-0.1315068493150685,-0.2055137844611529,-0.1913265306122449,-0.1397557666214383,-0.2549941245593419,-0.2627906976744185,-0.2994475138121547,-0.3093681917211329,-0.2712643678160918,-0.2523584905660377,-0.1923566878980891,-0.148993288590604,-0.0942857142857143,-0.0942857142857143,-0.0771470160116448,-0.1397557666214383,-0.2055137844611529,-0.1734028683181225,-0.1255172413793104,-0.1145251396648044,-0.1145251396648044,-0.0305810397553517,-0.1546666666666667,-0.1230982019363763,-0.0364741641337386,0.044481054365733,0.098786828422877,0.0893470790378005,0.0531561461794021,0.1026086956521739,0.2192307692307691,0.2554455445544554,0.3263598326359831,0.4088888888888888,0.2730923694779115,0.1221238938053097,0.0462046204620463,0.0496688741721853,-0.0015748031496062,0.0143999999999999,-0.0730994152046783,-0.056547619047619,-0.116991643454039,-0.0621301775147928,-0.0811594202898551
BBTK-L^C11,11.0,0.1364296081277213,0.0004501176525573,39.88551828030569,0.1020806241872561,0.1818181818181818,0.2697995781480147,-2.3931561477219425,1.0,0.8411764705882353,5.320879598920724e-05,0.1253396739130146,1.7978329927846034e-08,0.0005982394359867,-0.108730583824317,3.0,0.0023862192624365,-0.4155844155844156,0.3563049853372434,0.2272727272727272,-0.0909090909090909,0.1,0.3095238095238097,0.4864864864864866,0.4864864864864866,0.375,1.1153846153846154,1.1153846153846154,0.6176470588235294,0.6176470588235294,0.6176470588235294,0.6176470588235294,0.6176470588235294,0.3095238095238097,0.3095238095238097,0.3095238095238097,0.3095238095238097,0.3095238095238097,0.375,0.375,1.291666666666667,0.375,0.375,0.4473684210526316,0.5714285714285716,0.8333333333333335,1.2000000000000002,0.9642857142857142,0.9642857142857142,0.9642857142857142,1.2000000000000002,1.2000000000000002,1.75,1.0370370370370372,1.5,0.71875,2.4375,2.4375,1.5,0.375,0.375,0.375,0.5277777777777779,0.6176470588235294,0.8965517241379313,0.8965517241379313,0.9642857142857142,0.8965517241379313,1.1153846153846154
BBTU-L^C18,14.0,0.0019354966128809,1.1348655276245254e-06,0.1005619297323376,0.0790246594784254,0.1224645846748229,1.5244217381029077,0.0364307925461887,1.0,-0.0811946738079296,4.47000023632216e-08,-0.0981216210883429,1.5296041632585912e-06,1.1941286345603483e-06,0.0966122431759692,4.0,1.8674000141074376,0.4542754470554941,0.5633331123156909,0.3164976692777163,-0.0921052631578948,-0.0559006211180124,-0.089820359281437,-0.1555555555555555,-0.1314285714285714,-0.0379746835443037,-0.2164948453608247,-0.1999999999999999,-0.3090909090909092,-0.3821138211382113,-0.4015748031496062,-0.389558232931727,-0.3214285714285715,-0.2761904761904762,-0.2796208530805687,-0.2621359223300971,-0.1460674157303371,-0.1739130434782608,-0.3666666666666666,-0.3846153846153847,-0.3821138211382113,-0.371900826446281,-0.3153153153153153,-0.2621359223300971,-0.3391304347826086,-0.3692946058091286,-0.2727272727272727,-0.2164948453608247,-0.2083333333333332,-0.2164948453608247,-0.2995391705069123,-0.3122171945701357,-0.3183856502242153,-0.392,-0.4370370370370371,-0.4590747330960854,-0.4153846153846153,-0.1058823529411764,-0.2323232323232322,-0.2692307692307693,-0.2124352331606217,-0.2761904761904762,-0.371900826446281,-0.3846153846153847,-0.3968253968253968,-0.4432234432234432,-0.4983498349834983,-0.4609929078014184,-0.4666666666666667
BBXK-L,15.0,-0.0606907483106698,1.10109935866931e-05,0.9756986500999806,0.06985212487233,0.1827750951687488,1.4228839707002423,-0.0891445596635723,1.0,-0.0139226949664103,1.7413054299651244e-06,-0.0333096738577023,3.324284076678284e-06,1.3471289645805116e-05,-0.0957454571991533,3.0,0.2367284754848889,-0.1193580391801135,0.9928460800944022,-0.0071539199055977,0.0,0.0,0.0,0.0,0.0144927536231884,0.0144927536231884,0.0,0.0144927536231884,0.0144927536231884,-0.8153034300791557,-0.8209718670076727,-0.8181818181818182,-0.8186528497409327,-0.8128342245989305,-0.8060941828254847,-0.7965116279069767,-0.7619047619047619,-0.7254901960784313,-0.7426470588235294,-0.717741935483871,-0.7307692307692308,-0.7188755020080322,-0.7348484848484849,-0.7407407407407407,-0.7021276595744681,-0.6875,-0.6236559139784947,-0.6428571428571428,-0.6391752577319587,-0.6517412935323383,-0.6682464454976303,-0.6818181818181819,-0.7071129707112971,-0.7318007662835249,-0.7021276595744681,-0.7318007662835249,-0.7307692307692308,-0.7526501766784452,-0.7627118644067796,-0.7154471544715447,-0.7526501766784452,-0.7777777777777778,-0.8267326732673268,-0.8167539267015707,-0.8087431693989071,-0.8205128205128205,-0.8349056603773585,-0.8275862068965517,-0.829683698296837
BCPS-L^C06,14.0,-0.0591419037860276,1.058335607460768e-05,0.9378051266873338,0.0184306059759843,-0.0251341558501123,0.9325850692342336,0.2527243376331635,1.0,-0.2115249472944483,-1.5409407604982982e-06,0.031406099822658,3.649061074134949e-07,1.9230460486886385e-05,0.0588290840415485,3.0,0.1000447256356407,0.0060827359016667,-0.3227922330995885,0.0808158319870759,0.10062893081761,-0.9796623177283192,-0.9791256400157542,-0.9807692307692308,-0.9811611374407584,-0.9815758980301276,-0.981671469740634,-0.9806168474948188,-0.980389738529847,-0.9794148109787676,-0.9795287755890304,-0.9795550983669796,-0.9808086904043452,-0.2964601769911503,-0.3319327731092436,-0.9814252336448598,-0.0535714285714284,-0.981485794131346,-0.982556226001097,-0.9819441290029526,0.1521739130434785,-0.9810398282852372,-0.9812809041676478,0.272,-0.9830887045309508,-0.9830940988835726,-0.4984227129337539,-0.9831335525617906,0.0743243243243243,-0.981921546333144,-0.9824134498396196,-0.9826343381389252,-0.982706112682184,0.1865671641791044,0.358974358974359,-0.9824037184594954,0.2421875,0.0324675324675325,-0.096590909090909,0.0063291139240506,0.0258064516129032,-0.0062499999999999,-0.086206896551724,-0.0809248554913294,-0.064705882352941,-0.0363636363636362,-0.8241150442477876,-0.8225446428571429,0.1691176470588236
BCQE-L^A14,15.0,-0.3612873278663159,-2.943698199485567e-07,-0.0260844976152819,0.0959302325581395,-0.2294919944653093,1.0846580374607266,0.3565718877286841,1.0,-1.7152777777777777,-4.121177479279794e-06,-0.2994995751108946,1.2830328327099836e-06,1.1560445841669049e-05,-0.3339370986332949,3.0,0.3001760276134071,0.1262894852642191,-0.0041225284052262,-0.2802639127940333,-0.3333333333333332,-0.7115384615384616,-0.7169811320754718,-0.7727272727272727,-0.7580645161290323,-0.75,-0.7972972972972974,-0.7761194029850746,-0.8333333333333334,-0.8584905660377359,-0.8611111111111112,-0.8790322580645161,-0.85,-0.8706896551724138,-0.8739495798319328,-0.854368932038835,-0.765625,-0.6153846153846154,-0.8295454545454546,-0.8314606741573034,-0.8897058823529412,-0.8979591836734694,-0.8986486486486487,-0.8897058823529412,-0.9056603773584906,-0.918032786885246,-0.903846153846154,-0.9117647058823528,-0.9074074074074074,-0.8979591836734694,-0.9427480916030534,-0.9390243902439024,-0.94,-0.9364406779661016,-0.9512987012987012,-0.9431818181818182,-0.9466192170818506,-0.9477351916376306,-0.9554896142433236,-0.9496644295302014,-0.9496644295302014,-0.9466192170818506,-0.9552238805970148,-0.9545454545454546,-0.950657894736842,-0.9473684210526316,-0.9526813880126184,-0.946043165467626,-0.942528735632184
BCYN-L,14.0,-0.0676135523006361,3.585600827516971e-07,0.0317724813810954,0.0312599174865122,0.1383680331048752,0.5060188144220502,0.1216984083155804,1.0,-0.058442871587462,3.3422481940342895e-08,-0.1009876732256335,1.6145033609758797e-06,5.747280707852051e-07,-0.0674746969886292,4.0,11.139946260645916,0.0764439528641032,-0.0058283292122924,-0.0058283292122924,-0.0600924499229584,0.1084543125533732,0.0467741935483871,-0.0196374622356495,0.132635253054101,0.2504816955684006,0.1436123348017621,0.2541062801932368,0.0674342105263157,-0.0030721966205836,-0.7422557585385225,-0.7615285688039684,-0.7726795096322242,-0.7705903145987981,-0.7524790236460717,-0.7533726011780353,-0.7102678571428571,-0.6908787806620624,-0.7325365753142385,-0.7250000000000001,-0.7492756422638593,-0.7624450951683748,-0.7716798592788039,-0.7256973795435333,-0.7455400901783964,-0.7317627609010127,-0.7211600429645542,-0.6874548519142789,-0.7035175879396984,-0.6718078381795196,-0.7198964177816142,-0.6979990693345741,-0.6994674693216022,-0.673787383764765,-0.6782350024789291,-0.6963742690058479,-0.6681155714650984,-0.7121951219512195,-0.7811498904063396,-0.7414342629482071,-0.6896221903395505,-0.6892506583672493,-0.7096196868008948,-0.7256393997040795,-0.7033142857142858,-0.6442861057824061,-0.7039908779931585,-0.6239860950173812,-0.5862288810965891
BCZB-L,15.0,0.086713034052931,1.180732559237232e-06,0.1046262678391815,0.0547751641592552,0.1318497065772426,1.6479508881445768,-0.0106000270868171,1.0,0.0319719471947194,1.0714622864155573e-07,0.0107350012985888,1.548000976628312e-05,1.6423581610497495e-06,0.1293411230120091,4.0,3.635055342107828,-0.049630442632447,-0.1382302582628885,0.0156158955832653,-0.0557939914163089,-0.0528455284552845,-0.1648745519713261,-0.2181208053691274,-0.1588447653429602,-0.137037037037037,-0.2579617834394905,-0.2284768211920529,-0.3616438356164383,-0.3819628647214854,-0.4189526184538653,-0.4175,-0.4358353510895884,-0.4040920716112531,-0.3633879781420764,-0.356353591160221,-0.3819628647214854,-0.3527777777777777,-0.3803191489361701,-0.4232673267326733,-0.4704545454545454,-0.4655963302752294,-0.4116161616161615,-0.4116161616161615,-0.3884514435695537,-0.3616438356164383,-0.4130982367758187,-0.4056122448979591,-0.4086294416243654,-0.3753351206434316,-0.356353591160221,-0.2763975155279503,-0.2603174603174603,-0.1433823529411765,-0.3065476190476189,-0.2233333333333332,-0.1273408239700374,-0.2939393939393938,-0.332378223495702,-0.2917933130699088,-0.3633879781420764,-0.3719676549865228,-0.4581395348837209,-0.3770053475935829,-0.4330900243309002,-0.3868421052631579,-0.410126582278481,-0.3948051948051948,-0.356353591160221
