firms,absacc,acc,age,agr,bm,bm_ia,chpmia,convind,currat,egr,ep,herf,invest,mve_ia,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,salerec,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.1507274028142141,0.1507274028142141,3.0,0.0429989646141664,5.196779107878283e-07,0.5434155222771526,0.0205826185389366,1.0,1.301546778795615,-0.1009240804493567,8.242372345627184e-08,1.958803253270696e-06,0.0239965893172543,2.3365690930580083,3.271523116128028,0.1800733585578785,0.2404996890889816,0.3095189035153451,-0.0012081490443203,3.2121982210927573,3.0,0.8990839465385194,5.545497406883546,0.3655308527311778,0.0175097276264593,0.0936170212765956,-0.0499075785582255,-0.0854092526690392,-0.1029668411867366,-0.1375838926174497,-0.0982456140350878,-0.041044776119403,-0.0356472795497186,-0.0934744268077601,-0.1198630136986301,-0.0755395683453237,0.0321285140562248,0.0118110236220472,0.0912951167728237,0.0982905982905983,0.0821052631578946,-0.0356472795497186,-0.2140672782874618,-0.1867088607594937,-0.1981279251170047,-0.0854092526690392,-0.1288135593220339,-0.1404682274247493,-0.1956181533646322,-0.2582972582972583,-0.252906976744186,-0.2430044182621502,-0.1749598715890852,-0.220030349013657,-0.1892744479495268,-0.1655844155844156,-0.1302876480541456,-0.0902654867256638,-0.0499075785582255,-0.042830540037244,-0.062043795620438,0.0708333333333333,0.0383838383838381,-0.0586080586080586,-0.0265151515151516,0.0058708414872796,-0.0551470588235295,-0.0481481481481482,-0.0481481481481482,-0.0821428571428571,0.00390625,0.036290322580645,0.0730688935281835
BACQ-L^J02,0.0498582156991057,-0.0498582156991057,1.0,0.0051862034491376,1.0981413120197628e-06,1.148301711921279,0.0555597932842653,1.0,0.8417645287563986,-0.3346440677966102,-2.99879632791213e-08,9.766974000716662e-07,0.2118220444888777,1.0934878279675735,-0.7237312650225369,-0.1485523936200248,-0.0715733601650049,-0.7883916826115575,-0.0119963774679931,-5.970149253731352,1.0,0.4929238181270702,12.063180827886711,-0.0778326764003775,0.0526315789473683,0.0,0.0,-0.1739130434782608,-0.1363636363636363,-0.1363636363636363,0.1176470588235294,-0.0952380952380952,-0.4933333333333333,-0.6082474226804124,-0.6122448979591837,-0.6122448979591837,-0.4933333333333333,-0.5064935064935066,-0.5730337078651686,-0.4492753623188406,-0.4794520547945206,-0.6237623762376238,-0.6415094339622642,-0.6752136752136753,-0.7978723404255319,-0.7449664429530201,-0.7625,-0.7853107344632768,-0.8020833333333333,-0.8155339805825242,-0.8061224489795918,-0.8061224489795918,-0.8382978723404255,-0.8576779026217228,-0.8538461538461538,-0.8340611353711791,-0.819047619047619,-0.8207547169811321,-0.8207547169811321,-0.8137254901960784,-0.8118811881188119,-0.7751479289940828,-0.7777777777777778,-0.8173076923076923,-0.8,-0.8080808080808081,-0.831858407079646,-0.8354978354978355,-0.8396624472573839,-0.8448979591836735,-0.8410041841004184,-0.8436213991769548,-0.8429752066115702
BALZ-L^I10,0.057648401826484,-0.057648401826484,3.0,-0.3456090651558074,2.543525929115568e-06,2.659707950835206,0.0146539679874359,1.0,2.148373983739837,-0.0146571335716607,-9.228135895072809e-08,1.6453791444024553e-08,-0.3663833805476864,0.0583397850351591,-12.446554194527604,0.5795129220205545,0.8485382703567967,0.2874065367159695,-0.0069539091509325,-4.59090909090909,5.0,1.6686991869918697,6.056179775280898,-0.2784471218206158,0.1111111111111111,0.2857142857142856,-0.1818181818181818,-0.3571428571428572,-0.3571428571428572,-0.3076923076923077,-0.3076923076923077,-0.3571428571428572,-0.3571428571428572,-0.4,-0.4375,-0.4705882352941177,-0.4375,-0.4705882352941177,-0.5714285714285714,-0.625,-0.64,-0.6896551724137931,-0.7,-0.7272727272727273,-0.75,-0.7352941176470589,-0.7631578947368421,-0.75,-0.7567567567567568,-0.7352941176470589,-0.7428571428571429,-0.7272727272727273,-0.7567567567567568,-0.7428571428571429,-0.7631578947368421,-0.775,-0.775,-0.8085106382978724,-0.8392857142857143,-0.847457627118644,-0.859375,-0.8421052631578947,-0.8448275862068966,-0.85,-0.8301886792452831,-0.8333333333333334,-0.8524590163934427,-0.847457627118644,-0.8125,-0.8235294117647058,-0.8125,-0.8269230769230769,-0.85
BBEK-L^L95,0.0818751003371326,0.0818751003371326,3.0,0.1508977900552485,1.6443559390788065e-07,0.1719466082538323,0.0330276696125034,1.0,1.1534737351730815,0.0752351097178683,5.28819559685806e-08,5.314389020768279e-07,0.0776933701657458,6.635868423621009,0.8686843476336273,-0.0477785481850653,-0.0264468769016489,-0.1300932967782724,-0.0482182584959831,0.7112970711297063,2.0,0.8585088356330185,3.145020533880903,0.0526632302405497,0.0155038759689922,0.1871165644171779,0.013089005235602,-0.1550218340611353,-0.1695278969957081,-0.2244488977955911,-0.219758064516129,-0.2102040816326531,-0.2134146341463414,-0.1937499999999999,-0.1695278969957081,-0.1020881670533642,0.026525198938992,0.048780487804878,0.010443864229765,0.1184971098265896,0.0901408450704226,0.1483679525222552,0.0211081794195251,0.0459459459459459,0.032,0.1834862385321101,0.1552238805970149,0.2093749999999998,0.1727272727272728,0.131578947368421,0.1057142857142856,0.1834862385321101,0.2208201892744479,0.0631868131868131,0.125,0.2772277227722772,0.294314381270903,0.2647058823529411,0.303030303030303,0.3578947368421052,0.4440298507462685,0.6753246753246753,0.6681034482758623,0.51171875,0.560483870967742,0.6899563318777293,0.5176470588235296,0.4714828897338403,0.4884615384615385,0.4714828897338403,0.6192468619246863,0.5668016194331984,0.4548872180451127
BBIO-L^E18,0.0180239324400942,0.0180239324400942,3.0,-0.0069584869751397,7.637502856774224e-07,0.7986365242107992,0.0239942158107548,1.0,1.3763379204892965,-0.0258785472724599,4.2308883749979486e-08,1.3122313531378523e-06,-0.0113001070536457,2.122709785749884,5.453934558327456,0.046633943134332,0.1434944809870935,-0.0797753595434988,-0.0562689932359572,0.8228882833787451,3.0,0.8205275229357798,6.141626794258373,-0.0562689932359572,0.0437499999999999,0.0810810810810811,0.1188811188811189,-0.039039039039039,-0.1420911528150134,-0.1688311688311687,-0.0670553935860058,-0.072463768115942,-0.0830945558739255,-0.1280653950953677,-0.1466666666666666,-0.1208791208791209,0.015873015873016,-0.0273556231003039,-0.0243902439024389,0.0921501706484642,0.0223642172523963,-0.072463768115942,-0.1489361702127658,-0.21760391198044,-0.1773778920308483,-0.1709844559585491,-0.183673469387755,-0.1623036649214658,-0.254079254079254,-0.2743764172335601,-0.2019950124688279,-0.1666666666666666,-0.2592592592592593,-0.2982456140350876,-0.2643678160919539,-0.189873417721519,-0.1794871794871794,-0.1688311688311687,-0.1232876712328766,-0.1011235955056178,-0.0934844192634559,0.0774410774410774,0.0355987055016182,-0.0361445783132529,0.0457516339869281,0.0457516339869281,-0.044776119402985,0.0223642172523963,0.0094637223974765,0.0355987055016182,0.0958904109589042,-0.0092879256965943,0.019108280254777
BBNH-L^L97,0.0379427097328962,0.0379427097328962,3.0,-0.0247346072186836,3.65329482196348e-07,0.3820168362938622,-0.0069777201693077,1.0,1.356020942408377,0.006196518146946,7.049466254697858e-08,2.7088566543979504e-05,-0.1126326963906581,22.84156112431885,-37.65825142565355,0.103254829939021,0.1358179943496192,-0.020924161020593,-0.0687672982754949,0.5364741641337386,5.0,0.7949389179755671,7.205930807248764,-0.0687672982754949,-0.0224119530416221,0.0623582766439907,0.1412911084043846,0.0997652582159625,0.1262019230769229,0.1154761904761902,0.1921119592875315,0.266216216216216,0.2200520833333332,0.1539408866995073,0.1668742216687422,0.2800546448087431,0.4154078549848941,0.3881481481481481,0.5564784053156147,0.6974637681159421,0.7319778188539738,0.6792114695340501,0.4240121580547111,0.4371165644171779,0.4755905511811023,0.716117216117216,0.6044520547945205,0.6732142857142858,0.5411184210526314,0.4920382165605093,0.6438596491228068,0.8194174757281552,0.621107266435986,0.4802527646129539,0.5747899159663863,0.6943942133815548,0.7481343283582087,0.6324041811846688,0.7098540145985399,0.815891472868217,0.8336594911937376,1.1790697674418604,1.0868596881959909,1.0822222222222222,0.9279835390946498,0.9200819672131146,0.8967611336032386,0.8408644400785854,0.8408644400785854,0.9161554192229038,0.9978678038379528,0.9978678038379528,1.0638766519823788
BBOU-L,0.0362195812110922,-0.0362195812110922,3.0,0.1466970387243735,3.014726312864685e-07,0.3152431611619709,0.0049375452643902,1.0,1.562439024390244,0.0202762268586541,5.522367324256738e-08,3.0637534405455666e-06,0.1138952164009111,28.18304733604692,-21.40769827132064,0.0064791261409546,0.008009228740936,-0.1320960067478173,0.1707122960604854,-0.4025157232704403,7.0,0.7521951219512195,2.7572633552015,0.1707122960604854,0.0314685314685316,0.1259842519685039,0.1555555555555554,0.0916030534351144,-0.4462729912875121,-0.4435797665369649,-0.4181078331637844,-0.4097007223942208,-0.4097007223942208,-0.3700440528634361,-0.3608938547486033,-0.2894409937888199,-0.2433862433862433,-0.2483574244415244,-0.2270270270270271,-0.190947666195191,-0.1550960118168389,-0.1966292134831461,-0.2912019826517968,-0.2795969773299749,-0.2628865979381444,-0.1449925261584455,-0.1462686567164179,-0.1253822629969418,-0.1398496240601504,-0.1661807580174927,-0.12,-0.0418760469011725,0.0088183421516754,-0.037037037037037,0.0573012939001846,0.1349206349206348,0.1721311475409837,0.2301075268817203,0.3059360730593607,0.4408060453400502,0.4704370179948585,0.7125748502994012,0.7439024390243902,0.6823529411764706,0.7819314641744548,0.881578947368421,0.7492354740061162,0.7280966767371599,0.765432098765432,0.8158730158730159,0.9389830508474576,0.8940397350993377,0.9861111111111112
BBQS-L^G99,0.0273847558192606,0.0273847558192606,3.0,0.0644492603410912,7.674316898328612e-07,0.8024860858725759,0.0053141564037049,1.0,1.9102374882597613,0.5096315691041705,1.1741552737160353e-07,7.675494111105793e-06,-0.0281729953830208,2.5739348472666777,4.113640612745892,0.4550423174351988,0.7559829327762504,0.1889453053993007,-0.016628473466662,0.4858299595141711,4.0,1.1642291694619618,9.937259923175416,0.1047162649459101,-0.0722891566265059,-0.0059880239520958,-0.0059880239520958,-0.1573604060913705,-0.2350230414746543,-0.3025210084033614,-0.2995780590717301,-0.2095238095238095,-0.3112033195020748,-0.3360000000000001,-0.3360000000000001,-0.2556053811659193,-0.0119047619047618,-0.3224489795918368,-0.3306451612903226,-0.3490196078431372,-0.3252032520325203,-0.359073359073359,-0.4092526690391459,-0.4113475177304965,-0.3712121212121213,-0.2936170212765958,-0.2622222222222222,-0.3615384615384616,-0.3828996282527881,-0.4236111111111111,-0.3782771535580524,-0.4007220216606498,-0.4429530201342282,-0.4645161290322581,-0.4113475177304965,-0.3874538745387453,-0.3874538745387453,-0.3828996282527881,-0.3874538745387453,-0.3985507246376811,-0.3963636363636363,-0.3054393305439331,-0.3515625,-0.3759398496240602,-0.3688212927756654,-0.359073359073359,-0.4050179211469534,-0.4275862068965517,-0.3941605839416059,-0.4028776978417265,-0.3897058823529412,-0.4216027874564461,-0.4410774410774412
BBTK-L^C11,0.1154611811546117,0.1154611811546117,3.0,0.9314679036360916,9.448103266596416e-07,0.9879669434789868,0.1479089854288638,1.0,1.6416831683168316,0.6767180925666197,1.1788724973656482e-08,2.7870438937754012e-08,0.3823632101351688,3.715714354252366,-16.204451721151464,-0.4067210398397732,-0.4026693086471938,-0.1874237118870867,-0.3406803494445538,18.955307262569832,2.0,1.6147524752475246,2.1485451761102605,-0.2164199944149678,-0.1612903225806451,0.1121076233183857,-0.1014492753623187,-0.2126984126984127,-0.176079734219269,-0.2392638036809815,-0.2462006079027355,-0.2705882352941177,-0.2298136645962734,-0.2873563218390804,-0.2994350282485876,-0.3333333333333333,-0.2790697674418604,-0.3421750663129973,-0.4123222748815165,-0.4363636363636364,-0.4525386313465783,-0.504,-0.4414414414414415,-0.3995157384987893,-0.393643031784841,-0.3130193905817174,-0.581787521079258,-0.5960912052117264,-0.6094488188976378,-0.576068376068376,-0.5499092558983666,-0.5221579961464355,-0.5089108910891089,-0.5303030303030303,-0.5212355212355212,-0.492842535787321,-0.4632034632034632,-0.4689507494646681,-0.4488888888888889,-0.4350797266514806,-0.498989898989899,-0.487603305785124,-0.4655172413793103,-0.5059760956175299,-0.556350626118068,-0.3507853403141361,-0.4689507494646681,-0.4513274336283185,-0.3980582524271845,-0.3861386138613861,-0.2662721893491124,-0.1535836177474403,-0.2051282051282051
BBTU-L^C18,0.0208163391741613,0.0208163391741613,3.0,0.0639998295042837,1.1375562218890556e-06,1.189516998135115,0.0177722937815806,1.0,1.7808687164470474,0.1444101247543022,6.12459727583017e-08,5.072953311322383e-06,0.0032181066450705,6.137193324102077,4.061650819811259,0.2509604387640133,0.343948334361398,-0.1990026179961254,-0.0375642581141858,0.6562500000000003,3.0,1.4649422482511794,17.607906976744186,-0.0038942244441521,0.1047619047619046,-0.0948275862068964,-0.1101694915254236,-0.1599999999999999,-0.1891891891891891,-0.2808219178082191,-0.2279411764705882,-0.1249999999999998,-0.2105263157894736,-0.2605633802816901,-0.2758620689655172,-0.2193308550185873,-0.0869565217391303,-0.146341463414634,-0.2045454545454545,-0.2105263157894736,-0.1322314049586775,-0.2553191489361701,-0.3457943925233644,-0.37125748502994,-0.341692789968652,-0.2015209125475284,-0.2929292929292929,-0.2832764505119454,-0.341692789968652,-0.3841642228739003,-0.3181818181818181,-0.2553191489361701,-0.3636363636363635,-0.3693693693693693,-0.3617021276595744,-0.2783505154639175,-0.6379310344827587,-0.625668449197861,-0.6160877513711152,-0.6067415730337078,-0.5783132530120483,-0.5161290322580645,-0.5070422535211268,-0.5394736842105263,-0.53125,-0.5070422535211268,-0.5194508009153318,-0.5116279069767442,-0.4902912621359223,-0.4827586206896551,-0.4696969696969697,-0.4293478260869565,-0.419889502762431
