firms,age,agr,chpmia,currat,depr,egr,herf,invest,mve_ia,pchcurrat,pchdepr,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,quick,salerec,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,2.0,-0.0214014919897272,-0.250390487365073,0.9886275120735316,0.0775067750677506,-0.0005420788724759,8.607122623428065e-06,0.0710529534058945,0.8177638190738263,-0.0239324690231623,0.0757519289963699,-0.0490482891448421,-0.0490903334662364,-0.037555407369483,-0.1135840815283652,0.5309238199096433,22.376397515527948,-0.0094583447896618,0.5923363208793208,-0.2263565891472868,-0.0107361963190183,-0.0107361963190183,0.2925851703406814,0.259765625,0.0895270270270269,0.4052287581699347,0.3271604938271604,-0.0401785714285714,-0.0851063829787233,-0.1709511568123393,-0.4844124700239808,-0.3491422805247225,-0.396067415730337,-0.4524617996604414,-0.494909945184025,-0.5295404814004376,-0.5053680981595092,-0.5053680981595092,-0.5875959079283888,-0.6368243243243243,-0.6271676300578035,-0.5767716535433071,-0.5382963493199714,-0.5428773919206236,-0.5428773919206236,-0.524686809137804,-0.5200892857142857,-0.4261565836298933,-0.4332161687170475,-0.5339595375722543,-0.4897151898734178,-0.5102505694760819,-0.5711436170212766,-0.5803513337670787,-0.5909955611921369,-0.6042944785276074,-0.5943396226415094,-0.601113172541744,-0.5993788819875776,-0.5653638814016173,-0.5748187211601845,-0.6025878003696858,-0.6656298600311041,-0.6724225495175216,-0.6931493815413892,-0.6988795518207283,-0.6988795518207283,-0.6941678520625889
BALZ_07-L^I10,3.0,-0.3456090651558074,-0.1408001854940614,2.148373983739837,0.2811244979919678,-0.0146571335716607,1.2330577162684678e-07,-0.3663833805476864,0.0651538518761951,0.5795129220205545,0.8432822197882437,0.8485382703567967,0.2389352912673187,0.2874065367159695,-0.0069539091509325,1.6686991869918697,6.056179775280898,-0.2784471218206158,1.5500540136053966,-0.0666666666666665,-0.0625,-0.1176470588235295,-0.0625,-0.1176470588235295,-0.2857142857142857,-0.375,-0.4,-0.4827586206896551,-0.5,-0.5454545454545454,-0.5833333333333333,-0.5588235294117647,-0.6052631578947368,-0.5833333333333333,-0.5945945945945946,-0.5588235294117647,-0.5714285714285714,-0.5454545454545454,-0.5945945945945946,-0.5714285714285714,-0.6052631578947368,-0.625,-0.625,-0.6808510638297872,-0.7321428571428572,-0.7457627118644068,-0.765625,-0.736842105263158,-0.7413793103448276,-0.75,-0.7169811320754718,-0.7222222222222223,-0.7540983606557377,-0.7457627118644068,-0.6875,-0.7058823529411764,-0.6875,-0.7115384615384616,-0.75,-0.736842105263158,-0.7058823529411764,-0.75,-0.84375,-0.8351648351648352,-0.85,-0.84375,-0.845360824742268,-0.8192771084337349
BBEK_99-L^L95,2.0,0.1881025641025642,0.1660480305100136,1.2113502935420746,0.1134319698288366,0.1189962223421477,3.594114038962075e-06,0.1209230769230769,6.627008910933318,-0.1305661043733276,-0.137800986364955,-0.1374161694793008,-0.0775669951964783,-0.1312287939240664,-0.2711312654696758,0.8818304982688546,3.533697632058288,0.1884827445374719,0.4395287387572349,0.0250000000000001,0.0300429184549355,0.1136890951276101,0.273209549071618,0.3008130081300812,0.2532637075718014,0.3872832369942196,0.352112676056338,0.4243323442136497,0.2664907651715038,0.2972972972972971,0.28,0.4678899082568806,0.4328358208955223,0.4999999999999998,0.4545454545454546,0.4035087719298245,0.3953488372093023,0.4906832298136645,0.5384615384615383,0.3407821229050278,0.4201183431952662,0.6107382550335569,0.6326530612244898,0.5946843853820598,0.6438356164383561,0.7142857142857144,0.8181818181818181,1.1145374449339207,1.1052631578947367,0.9123505976095618,0.9753086419753084,1.1333333333333333,0.9591836734693876,0.9047619047619048,0.9277108433734936,0.9047619047619048,1.0960698689956332,1.0253164556962022,0.8823529411764706,1.0253164556962022,1.2535211267605637,0.8250950570342206,0.4076246334310849,0.3753581661891116,0.4634146341463414,0.3872832369942196,0.4076246334310849,0.5286624203821655
BBNH_32-L^L97,4.0,-0.0156739811912225,0.1115290580092472,1.229109454688113,0.0575079872204472,0.2112223016440314,0.000234092232767,0.0096133751306165,14.917211998877118,0.1214838567818624,0.1619640154699848,0.1250208989048739,-0.0527169641369446,-0.1341994359513619,0.0103248010324801,0.6998823067869753,7.367843137254902,0.0103248010324801,0.6821215611922802,-0.0541871921182265,0.0124688279301745,0.1092896174863387,0.226586102719033,0.2011834319526626,0.3488372093023255,0.471014492753623,0.5037037037037035,0.4551971326164872,0.2340425531914891,0.2453987730061348,0.2767295597484274,0.487179487179487,0.3904109589041096,0.4499999999999999,0.3355263157894734,0.2929936305732483,0.4245614035087717,0.5736434108527131,0.4048442906574392,0.2848101265822782,0.3624161073825502,0.471014492753623,0.5149253731343282,0.4146341463414631,0.4817518248175179,0.5736434108527131,0.5859374999999998,0.8883720930232557,0.8124999999999996,0.8044444444444443,0.670781893004115,0.6639344262295082,0.643724696356275,0.5984251968503935,0.5984251968503935,0.6639344262295082,0.7276595744680849,0.7276595744680849,0.7885462555066078,0.8124999999999996,1.1595744680851063,1.00990099009901,0.4295774647887322,0.5205992509363295,0.460431654676259,0.5149253731343282,0.4245614035087717,0.6370967741935483
BBOU_00-L,2.0,0.0626109407777957,0.0580422733986746,1.5523809523809524,0.0709275136399064,0.1128188358404185,1.6752162203828255e-05,0.0164595772147813,17.050407047105487,0.1863064098878988,0.2000168523940933,0.3256023457090976,0.1657890470951523,0.2128012157174904,0.1820319849482596,0.746218487394958,3.068376068376069,0.1820319849482596,0.7485898198561072,0.0685714285714287,0.0135135135135135,0.1266094420600858,0.1986301369863015,0.1931818181818181,0.2266355140186915,0.2836185819070904,0.3392857142857144,0.2742718446601941,0.1241970021413276,0.1437908496732025,0.1692650334075722,0.3565891472868217,0.3530927835051547,0.388888888888889,0.3636363636363635,0.322418136020151,0.396276595744681,0.5217391304347825,0.6006097560975612,0.5261627906976745,0.6773162939297126,0.797945205479452,0.8617021276595747,0.9516728624535316,1.075098814229249,1.2826086956521745,1.3333333333333337,1.7202072538860105,1.763157894736842,1.6649746192893402,1.82258064516129,1.9829545454545452,1.777777777777778,1.734375,1.792553191489362,1.8846153846153848,2.0701754385964914,2.0,2.1437125748503,2.1437125748503,2.697183098591549,2.5472972972972974,1.4193548387096775,1.5609756097560976,1.4764150943396226,1.5240384615384612,1.5362318840579712,1.734375
BBQS_26-L^G99,2.0,0.1978555304740406,-0.0698163519698206,1.3128398159765788,0.0842351205115592,0.0400700252869092,4.713269395724338e-05,0.1992099322799096,2.528505792689458,-0.0938294733828112,-0.1332456011585454,-0.1440016843354568,-0.0882925358991724,-0.0910158972965051,-0.0763696922633203,0.6630071099958176,8.237639241743208,0.1428881297109701,0.4720515883307796,-0.0345528455284552,0.0,0.1207289293849658,0.486404833836858,0.0207468879668049,0.0081967213114753,-0.0199203187250995,0.0165289256198346,-0.0352941176470588,-0.1103074141048825,-0.1135135135135134,-0.0538461538461538,0.0626349892008639,0.1106094808126412,-0.0409356725146198,-0.0716981132075471,-0.1322751322751323,-0.0646387832699619,-0.0972477064220184,-0.161839863713799,-0.1934426229508196,-0.1135135135135134,-0.0786516853932584,-0.0786516853932584,-0.0716981132075471,-0.0786516853932584,-0.0939226519337016,-0.092250922509225,0.0445859872611464,-0.0238095238095238,-0.0628571428571428,-0.0501930501930502,-0.0352941176470588,-0.1038251366120218,-0.138353765323993,-0.088888888888889,-0.1005484460694697,-0.0820895522388059,-0.1292035398230089,-0.1589743589743589,-0.1166965888689408,0.0957683741648105,-0.0199203187250995,-0.277533039647577,-0.2264150943396227,-0.2288401253918495,-0.1703204047217538,-0.138353765323993,-0.0465116279069768
BBTU_63-L^C18,2.0,0.0044096241116532,0.0317794620011854,1.4236011477761834,0.0272453390385539,0.0242409301943383,3.8314870849488766e-05,0.0457444986728315,4.464284201471178,-0.0050267590210379,-0.0738733412935724,-0.0850543795483027,-0.1819425871397172,0.3305408730889111,0.0534552269394929,1.090028694404591,21.12562534741523,0.0385298538051646,0.5157821652259006,-0.0641221374045801,-0.0209267563527654,0.0564516129032257,0.2358490566037736,0.1552028218694885,0.0755336617405582,0.068515497553018,0.1738351254480286,0.0076923076923076,-0.1148648648648649,-0.1493506493506493,-0.108843537414966,0.080858085808581,-0.0437956204379561,-0.0296296296296296,-0.108843537414966,-0.1666666666666667,-0.0774647887323943,0.0076923076923076,-0.1392904073587385,-0.1471354166666666,-0.1358839050131927,-0.0238450074515648,-0.0194610778443113,0.0123647604327665,0.0396825396825397,0.0650406504065039,0.141114982578397,0.31,0.3367346938775508,0.2452471482889733,0.2693798449612403,0.3340122199592668,0.2996031746031746,0.3205645161290322,0.3789473684210527,0.3995726495726497,0.43640350877193,0.5448113207547169,0.5707434052757794,0.7654986522911051,0.943620178041543,0.6133004926108376,0.2944664031620554,0.3313008130081301,0.2944664031620554,0.3906581740976644,0.358921161825726,0.3367346938775508
BBVN_02-L^I99,3.0,0.2047521267233793,-0.0633147742935482,1.78255033557047,0.1267190569744597,0.6130884041331803,3.6158406007238e-07,0.045761220299208,0.8354086135575942,0.3758949657758152,-0.0632537403657247,0.4678921951174729,-0.0345009445436432,-0.2556980338128858,-0.0008462234964725,1.3818791946308726,3.1855047454702325,0.0509536009109023,0.5941873718820687,0.0366972477064218,0.0380952380952381,0.0634146341463417,0.1720430107526882,-0.022421524663677,0.0634146341463417,0.1473684210526318,0.1978021978021977,0.1978021978021977,0.0686274509803921,0.0634146341463417,0.1847826086956521,0.1295336787564767,0.101010101010101,0.1595744680851065,0.1720430107526882,0.101010101010101,0.0845771144278608,0.1847826086956521,0.0046082949308756,0.0092592592592593,0.0380952380952381,0.1534391534391535,0.1720430107526882,0.1720430107526882,0.1657754010695187,0.1065989847715735,0.101010101010101,0.2528735632183909,0.231638418079096,0.1534391534391535,0.1783783783783783,0.09,-0.0991735537190081,-0.0438596491228068,-0.0480349344978164,-0.084033613445378,-0.0267857142857143,-0.084033613445378,-0.1065573770491802,-0.0267857142857143,-0.0353982300884954,0.013953488372093,-0.3012820512820512,-0.1985294117647058,-0.1985294117647058,-0.1985294117647058,-0.1583011583011582,-0.1615384615384615
BCPS_48-L^C06,2.0,-0.0304053375133136,-0.1773972374465073,0.9973353635325466,0.0486325211337642,-0.0898642177024057,6.728624967641143e-05,-0.0186893350214022,4.541692526294424,-0.0811395744889081,0.0057244511324535,-0.067577874868228,0.1845753158819957,0.218191463115607,-0.123310591362467,0.6454764623778708,6.4560953723881545,0.1000589738549242,0.6139824339605792,-0.0623885918003566,-0.0157894736842104,-0.008833922261484,0.1860465116279068,0.1108910891089109,0.1310483870967742,0.2439024390243904,0.2578475336322872,0.1,-0.0773026315789473,-0.0848287112561173,-0.0555555555555555,0.050561797752809,0.0089928057553958,-0.0123239436619717,-0.0410256410256408,-0.0571428571428571,0.0350553505535056,0.0427509293680297,-0.116535433070866,-0.1288819875776398,-0.1408882082695253,-0.0603015075376883,-0.0711920529801324,-0.116535433070866,-0.1038338658146964,-0.1248049921996879,-0.0727272727272726,0.1220000000000001,0.0767754318618043,0.03125,0.0545112781954886,0.0747126436781611,0.0293577981651376,0.0237226277372262,0.02,0.0293577981651376,0.0181488203266788,0.0809248554913295,0.0830115830115831,0.1885593220338983,0.23568281938326,0.1310483870967742,-0.1939655172413792,-0.1499999999999999,-0.1651785714285714,-0.1985714285714285,-0.1448170731707315,-0.0523648648648648
BCQE_67-L^A14,3.0,0.3908675114343555,-0.1499021929989182,2.1162420382165603,0.087641555883801,0.0198155107618722,5.815156167969186e-06,0.1567818849816301,1.4775968612609964,0.0404788307322985,0.0161148809986561,0.1075842961869277,-0.0295386218957551,-0.2843280734742489,0.0788399883415912,1.234531392174704,3.4969296173830893,0.0788399883415912,1.1464484791986045,-0.0647840531561461,-0.0066006600660065,0.0273037542662115,0.4231678486997634,0.2567849686847598,0.403263403263403,0.5555555555555554,0.3589164785553047,0.1466666666666665,-0.1262699564586357,-0.150916784203103,-0.1497175141242939,-0.0666666666666667,-0.0724191063174115,0.0033333333333331,-0.0579029733959312,-0.0947368421052632,-0.0666666666666667,-0.0960960960960961,-0.1908602150537635,-0.2437185929648241,-0.221216041397154,-0.1764705882352941,-0.1775956284153006,-0.125,-0.1001494768310913,-0.1485148514851486,-0.1041666666666667,0.0673758865248226,0.1423149905123339,0.0692717584369448,0.1510516252390055,0.1532567049808428,0.0673758865248226,0.1532567049808428,0.199203187250996,0.2386831275720162,0.2647058823529411,0.231083844580777,0.2754237288135592,0.3903002309468821,0.6358695652173911,0.4682926829268292,-0.0519685039370079,-0.0906344410876134,-0.1673582295988935,-0.1753424657534247,-0.2577065351418002,-0.2058047493403694
