firms,age,agr,chpmia,currat,depr,egr,herf,invest,mve_ia,pchcurrat,pchdepr,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,quick,salerec,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BCUB_73-L^L00,2.0,-0.0732493857493858,0.1568889658530954,1.7829289428076256,0.1171960569550931,0.13944878650761,2.118225600150472e-06,-0.0175061425061425,1.5227579236869253,0.0707091071131202,0.0694847902810187,0.0763616199055356,0.059725968281368,0.0875177777708142,-0.0359262056316754,1.2422010398613517,5.287573964497041,-0.0359262056316754,0.7174535720116407,-0.0317460317460317,-0.0597014925373134,0.0039840637450199,0.3404255319148936,0.2475247524752475,0.2475247524752475,0.2475247524752475,0.2989690721649485,0.125,-0.0078740157480314,0.0,0.0285714285714284,0.1351351351351351,0.1300448430493272,0.1666666666666665,0.1886792452830188,0.1830985915492957,0.2115384615384614,0.1943127962085309,0.1052631578947369,0.0632911392405062,0.0677966101694915,0.125,0.1559633027522935,0.1300448430493272,0.125,0.1454545454545452,0.1886792452830188,0.362162162162162,0.4157303370786516,0.3263157894736843,0.4399999999999999,0.4911242603550296,0.4157303370786516,0.4823529411764706,0.6050955414012738,0.575,0.5555555555555554,0.575,0.4911242603550296,0.75,1.0,0.880597014925373,0.0862068965517242,0.1612903225806452,0.3125,0.3922651933701657,0.4482758620689655,0.5
BCZR_85-L^G00,2.0,0.0648903581781715,-0.0617628288373272,1.231875650366694,0.1592935872380114,0.0814313953367715,1.1524060134822056e-05,0.0749171748503869,5.849055690954189,-0.0072519677304323,0.1244992625910157,0.0050488002012467,0.0552793330106033,-3.291672532103896,0.0067169034212263,0.8785347160595938,3.402757733473516,0.0560412222790811,1.1223452094648183,0.0250000000000001,0.0467289719626167,0.0467289719626167,0.2068965517241379,0.3023255813953487,0.204301075268817,0.4358974358974359,0.5999999999999999,0.3099415204678359,0.1256281407035175,0.1089108910891087,0.0566037735849056,0.2108108108108106,0.1666666666666667,0.0228310502283104,0.0275229357798163,-0.081967213114754,-0.081967213114754,0.0,-0.0132158590308369,-0.0508474576271187,0.0399257195914577,0.032258064516129,-0.1317829457364342,0.018181818181818,0.1336032388663965,0.2888377445339469,0.3023255813953487,0.5999999999999999,0.7047184170471841,0.551246537396122,0.5176151761517613,0.5258855585831061,0.3658536585365854,0.3145539906103285,0.3913043478260867,0.4141414141414141,1.129277566539924,0.9858156028368794,1.1052631578947367,1.0180180180180178,1.0180180180180178,1.0934579439252334,0.3053613053613053,0.4507772020725389,0.6422287390029324,0.6766467065868262,0.8300653594771241,0.9649122807017544
BDAJ_H9-L,31.0,0.6745667686034659,-0.1424328932623887,1.3321178529754958,0.0336182013696304,0.5194745963696069,4.714236315791919e-06,0.5347604485219163,4.193256840480185,-0.1342685639469731,-0.3578702849988972,-0.0100021274263944,0.0690048989844912,-0.1524568705631971,0.068473900408533,1.092619603267211,7.202052944354403,0.2196706312900273,0.8623595093378178,-0.0178117048346057,-0.0272277227722772,-0.0296296296296295,0.1558823529411765,0.1391304347826087,0.1524926686217009,0.2718446601941748,0.2596153846153846,0.1627218934911243,-0.0575539568345323,-0.1812499999999999,-0.1148648648648649,-0.0461165048543689,-0.0687203791469193,-0.0642857142857142,-0.1188340807174888,-0.1437908496732025,-0.1691331923890063,-0.1227678571428572,-0.2139999999999999,-0.2202380952380952,-0.2456813819577734,-0.2681564245810055,-0.2202380952380952,-0.2398452611218567,-0.1846473029045643,-0.1726315789473683,-0.112866817155756,-0.0025380710659898,0.0737704918032786,-0.0150375939849624,0.0508021390374331,0.122857142857143,0.0234375,0.0,0.0234375,0.0051150895140665,0.0650406504065042,0.1661721068249257,0.2018348623853212,0.3322033898305083,0.4395604395604395,0.4555555555555555,0.0314960629921259,0.0650406504065042,0.0,-0.0437956204379562,0.0155038759689922,0.0287958115183246
BDFF_05-L^C99,3.0,-0.0662879635013641,-0.2337158162922444,1.7927734375,0.0415936548925574,-0.0361741719389653,1.2408480829119586e-05,-0.0497383369861788,2.467852204902174,0.115017625762195,0.0023138995697337,0.0861253004807693,0.0981593001577514,0.0846103368403669,-0.1244005530195828,1.107421875,7.26747311827957,0.0338926334910847,0.4322265999476586,-0.0666666666666666,0.0227272727272727,-0.0109890109890109,0.0778443113772455,0.0588235294117647,0.0588235294117647,0.0714285714285714,0.0843373493975903,0.0,-0.0526315789473684,-0.0625,-0.0999999999999999,0.0112359550561798,-0.0163934426229508,-0.1176470588235293,-0.0999999999999999,-0.1743119266055046,-0.1549295774647887,-0.2035398230088496,-0.2307692307692307,-0.3233082706766917,-0.3103448275862069,-0.2241379310344827,-0.2241379310344827,-0.2712550607287449,-0.2712550607287449,-0.2436974789915966,-0.28,-0.1964285714285714,-0.2372881355932203,-0.3129770992366412,-0.2857142857142857,-0.296875,-0.3181818181818181,-0.2561983471074379,-0.2741935483870967,-0.3283582089552239,-0.2741935483870967,-0.3076923076923077,-0.3050193050193049,-0.3023255813953488,-0.2857142857142857,-0.3181818181818181,-0.4871794871794872,-0.4495412844036698,-0.4736842105263158,-0.4303797468354431,-0.4303797468354431,-0.3706293706293706
BWQW_65-L^I10,13.0,0.2191247585613782,0.0036920012882906,1.799582378654187,0.1257233008211969,1.2996059832178035,2.863773873918956e-06,0.3016664551875819,1.7700541498904891,-0.1623432418836435,-0.1809962422280333,-0.2174672106026539,0.1241459288563775,-0.0388361319794015,-0.0370391247168352,1.253516740061858,3.365233698134108,0.4421782870848463,0.6829082021259888,0.0121951219512195,0.0445859872611464,0.1081081081081081,0.3333333333333332,0.4642857142857139,0.4385964912280702,0.6078431372549018,0.5922330097087378,0.3442622950819671,0.2148148148148145,-0.0120481927710843,0.0789473684210526,0.1714285714285714,0.2148148148148145,0.2238805970149251,0.2058823529411764,0.1631205673758864,0.2713178294573641,0.3119999999999998,0.1549295774647887,0.1388888888888888,0.2148148148148145,0.3553719008264462,0.3333333333333332,0.3119999999999998,0.3666666666666667,0.3225806451612902,0.4513274336283186,0.5922330097087378,0.5769230769230769,0.3898305084745763,0.4909090909090907,0.5471698113207546,0.3898305084745763,0.3666666666666667,0.4909090909090907,0.3442622950819671,0.4137931034482758,0.3333333333333332,0.3666666666666667,0.4909090909090907,0.802197802197802,0.6734693877551019,0.0445859872611464,0.0718954248366012,0.0789473684210526,0.1970802919708028,0.1714285714285714,0.2713178294573641
CWV_20-L^I06,2.0,0.0170573386224306,-0.067754199292264,0.9918504314477468,0.0042748091603053,0.0277265947179081,1.854282680642272e-05,0.0613054453660294,5.102902275134099,-0.0427524411730819,-0.2771814445096887,-0.0250222260960516,0.1704088540891424,0.9292367217494656,0.0655686463784052,0.7455417066155321,25.204003813155385,0.1449915551513577,0.6189963526840897,-0.0263157894736842,0.032608695652174,0.0307414104882459,0.0919540229885058,0.1752577319587629,0.1242603550295857,0.2153518123667377,0.2311015118790498,0.1632653061224489,-0.038785834738617,-0.0562913907284767,0.0035211267605634,0.11328125,0.0594795539033456,0.0961538461538462,0.0877862595419847,0.0196779964221824,0.1067961165048543,0.1561866125760649,0.1332007952286282,0.0775047258979206,0.0961538461538462,0.1332007952286282,0.1776859504132231,0.1491935483870967,0.1176470588235294,0.1825726141078838,0.2025316455696202,0.3348946135831383,0.4074074074074074,0.3317757009345794,0.3571428571428572,0.4578005115089514,0.3603818615751788,0.3194444444444444,0.5079365079365081,0.5363881401617252,0.532258064516129,0.4357682619647354,0.4690721649484537,0.5000000000000002,0.6521739130434783,0.7378048780487807,0.0382513661202186,0.0575139146567718,0.0815939278937383,0.1468812877263583,0.2153518123667377,0.2311015118790498
DLY_Y2-L^F16,2.0,0.0596690307328604,0.0597424792602301,2.104418985270049,0.0894474637681159,1.029607250755287,4.306863362340154e-06,-0.1024113475177305,1.7967732624978974,0.456777711444585,0.3169094149459193,0.7841282132460713,0.2492672574763864,0.1842805654983838,-0.0108678776587486,1.67430441898527,5.731893837156995,-0.0108678776587486,0.6321558666597765,-0.0331632653061224,0.018181818181818,0.1199999999999998,0.3517241379310345,0.2810457516339868,0.2810457516339868,0.4358974358974359,0.479245283018868,0.2327044025157232,0.1736526946107783,0.1736526946107783,0.2288401253918495,0.4254545454545455,0.3564013840830449,0.479245283018868,0.4202898550724638,0.4518518518518517,0.5680000000000001,0.49618320610687,0.3517241379310345,0.3023255813953489,0.2894736842105263,0.3066666666666666,0.3517241379310345,0.2810457516339868,0.2937293729372938,0.4254545454545455,0.4100719424460433,0.5742971887550199,0.5555555555555556,0.4681647940074906,0.5617529880478089,0.5999999999999999,0.5617529880478089,0.5870445344129553,0.7268722466960351,0.6824034334763949,0.6896551724137931,0.757847533632287,0.7345132743362832,0.8317757009345792,1.165745856353591,0.7499999999999998,0.2249999999999998,0.2211838006230528,0.1951219512195121,0.240506329113924,0.2365930599369086,0.2937293729372938
DOQX_41-L^J16,3.0,0.1214814125529241,0.166323568243607,2.4977989969558267,0.1048344890749705,0.1857296612852169,7.11345085056943e-08,0.0339955644473395,0.5921008813056863,-0.0773083808108088,-0.143237817362737,-0.011836718308935,-0.0563783005430359,0.0736416259264943,-0.0573556652853624,1.5725892994021158,5.213166942569719,-0.0348331427628399,0.9189542802575998,0.1047619047619046,0.0552763819095478,0.05,0.3291139240506329,0.320754716981132,0.2962962962962963,0.2727272727272729,0.2883435582822087,0.3125,0.160220994475138,0.1931818181818181,0.2352941176470588,0.3375796178343948,0.4093959731543624,0.4383561643835618,0.2883435582822087,0.381578947368421,0.390728476821192,0.5789473684210527,0.3375796178343948,0.2883435582822087,0.3725490196078431,0.3125,0.2352941176470588,0.2650602409638556,0.2352941176470588,0.3291139240506329,0.3725490196078431,0.510791366906475,0.5217391304347827,0.4093959731543624,0.4093959731543624,0.5217391304347827,0.1797752808988764,0.2209302325581397,0.3548387096774195,0.3375796178343948,0.3291139240506329,0.3291139240506329,0.2883435582822087,0.3043478260869565,0.5000000000000002,0.381578947368421,-0.1213389121338912,-0.0829694323144104,-0.1497975708502025,-0.1213389121338912,-0.1497975708502025,-0.032258064516129
DOS_59-L,2.0,-0.0290368495967104,-0.0703602211698121,1.077627471383975,0.1149247754705108,0.0200501253132832,0.0028956074153392,-0.1007749486003479,35.4516866410814,0.1255037273443808,0.068623093032209,0.1851092251799416,0.0865403116726981,-0.0296983535945698,-0.0087133823602341,0.7159209157127991,6.501180637544274,0.1146385074727573,0.9636970657379612,-0.0397727272727272,0.0538922155688623,0.0602409638554217,0.1578947368421053,0.0538922155688623,0.0232558139534884,0.0538922155688623,0.0114942528735633,-0.0486486486486487,0.0352941176470589,0.0999999999999998,0.0602409638554217,0.1578947368421053,0.0864197530864196,0.0476190476190476,0.0232558139534884,0.0414201183431952,0.1282051282051282,0.1891891891891892,0.1655629139072847,0.1503267973856208,0.1891891891891892,0.1733333333333333,0.2137931034482758,0.2137931034482758,0.2307692307692308,0.3538461538461537,0.2661870503597123,0.4079999999999999,0.4426229508196722,0.4426229508196722,0.4915254237288136,0.4789915966386555,0.3538461538461537,0.3968253968253967,0.3333333333333332,0.2941176470588234,0.3538461538461537,0.4079999999999999,0.3538461538461537,0.4079999999999999,0.4666666666666668,0.375,-0.0638297872340425,-0.0638297872340425,-0.12,-0.0880829015544041,-0.0276243093922652,0.0864197530864196
DPXL_94-L,2.0,0.0125326939843068,-0.0084918086849392,1.2992432432432433,0.0967519004837595,0.0665945945945945,0.0002946911638758,0.0871839581517,2.999790997968732,-0.0294024679701536,0.1043198477347141,-0.169098170140829,-0.037983071723123,0.1762421611303909,0.1601541001651073,0.6873513513513514,9.070567986230635,0.1601541001651073,0.584251128205111,-0.0201342281879194,-0.0132450331125827,-0.0197368421052631,0.1287878787878786,0.1550387596899225,0.1374045801526717,0.1287878787878786,0.0719424460431654,0.1119402985074626,0.0797101449275363,0.146153846153846,0.1037037037037036,0.1732283464566928,0.2016129032258065,0.2113821138211382,0.0797101449275363,0.0,0.146153846153846,0.1037037037037036,-0.0448717948717949,-0.1534090909090909,-0.113095238095238,-0.1024096385542168,-0.0802469135802469,0.0347222222222223,0.0875912408759123,0.146153846153846,0.1550387596899225,0.4190476190476189,0.4056603773584906,0.2213114754098359,0.2956521739130435,0.2627118644067796,0.2844827586206897,0.4607843137254901,0.5684210526315789,0.49,0.5684210526315789,0.8395061728395061,0.6373626373626373,0.8395061728395061,1.0694444444444446,0.7951807228915664,0.1374045801526717,0.2016129032258065,0.146153846153846,0.1550387596899225,0.0067567567567567,-0.0858895705521471
DVX_M7-L^C10,2.0,0.1106723084156088,-0.0002205105570161,1.1046559966742882,0.1018594196975889,0.2894338988745172,2.625614352403316e-05,0.0856605547719793,4.946617071879846,0.0692598098649651,0.012058423072775,0.1264013388996539,0.1262481519132363,0.1300934767493016,-0.0489322638049641,0.763562668883808,6.658412698412699,0.1065348902644907,0.6739365276545203,-0.0430107526881721,-0.0141342756183745,0.0488721804511278,0.1204819277108433,0.1872340425531915,0.1923076923076923,0.2455357142857142,0.2183406113537118,0.1341463414634147,0.085603112840467,0.0410447761194028,0.0772200772200772,0.2345132743362832,0.1872340425531915,0.2025862068965518,0.0528301886792452,0.0941176470588236,0.0608365019011407,0.0813953488372092,-0.0278745644599303,-0.0761589403973509,-0.146788990825688,0.0528301886792452,0.08984375,0.0689655172413794,0.0984251968503937,0.1071428571428572,0.0410447761194028,0.1204819277108433,0.0984251968503937,0.0145454545454546,0.0145454545454546,0.073076923076923,-0.0035714285714284,-0.0574324324324324,-0.0852459016393442,0.0648854961832061,0.5245901639344261,0.4020100502512562,0.4919786096256684,0.6411764705882355,0.6411764705882355,0.650887573964497,0.3349282296650719,0.395,0.4090909090909091,0.3743842364532022,0.4761904761904763,0.4761904761904763
