firms,absacc,acc,age,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chpmia,chtx,convind,currat,depr,ep,gma,herf,hire,lev,ms,mve_ia,operprof,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roaq,roeq,roic,salerec,tb,agr,egr,grltnoa,invest,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
MDXD-L,0.0151080446353281,-0.0151080446353281,14.0,4.724920352393907e-07,0.0693286577505677,0.0692431296604726,0.2612413842050202,1.6039759457003668,14.461100000000002,0.2229787403666555,-0.0007164233534725,0.0012591580986642,1.0,1.2069083256826316,0.0312569930553098,8.955821255039796e-08,0.2163337423620345,3.090298539551756e-07,0.117283950617284,4.09617501765641e-07,3.0,3.409293612686167,0.3412716505690744,0.0791640160767587,-0.0686549196705314,-0.2456529816509069,-0.1058280119938372,-0.0946388835841421,0.0615701678815124,-0.0361045841251411,0.0748885421628827,-0.1460767072255794,5.0,1.104924713657448,0.0159738173540044,0.0321916015132669,0.1416882280405997,14.770242318870526,0.8540403121767393,0.0677606475916537,0.1368953819528357,0.118275652519005,0.1569501215316402,-0.0166985852163444,0.2394285191519347,-0.0843336411203448,-0.011259890444309,-0.0286995515695067,-0.167989756722151,-0.1496990316671028,-0.1139896373056994,-0.1776765375854213,-0.2108331309205732,-0.1056977704376547,-0.141157811260904,-0.2610871048442119,-0.2382180539273153,-0.2184267500601394,-0.2182386910490856,-0.168415664192475,-0.1139896373056994,-0.2007380073800737,-0.1692661723344413,-0.131283422459893,-0.0803849419756579,-0.0455346650998823,-0.025202520252025,-0.0100548446069469,0.0096333126165319,0.2037791774731383,0.1541740674955596,0.2554095826893354,0.3095525997581621,0.5083565459610029,0.3180527383367142,0.5175151798225128,0.6392532795156409,0.936233611442193,0.8823870220162224,0.8070077864293661,0.979890310786106,0.8576329331046315,0.0400128040973113,0.0902684563758389,0.176747555233611,0.3766949152542374,0.1708108108108108,-0.0021498771498771,-0.0124620060790272,0.0826391202932355,0.0061938680706101,-0.2112163146394755,0.0255681818181818,0.1088737201365188
MFST-L,0.0777224479023553,0.0777224479023553,14.0,1.1009514374007078e-06,0.1615423747087663,0.0565660044123436,0.0845451821806365,0.5909230197665674,3.6565,0.0507503757929511,0.0028979186793565,0.0019909536539711,1.0,6.0976455557583495,0.0562483417352082,2.1742806205016396e-08,0.0660429689218182,1.1395070154305963e-09,0.026694045174538,3.426714582141499e-07,3.0,0.3499738509699575,0.024055469081647,4.006645528632164,-0.2947066634424797,-0.1534222272518847,0.122186369220323,-0.550076161175392,-0.1510544714980094,-0.0438415290635091,-0.0850477022736374,4.845918221968941,3.0,0.7319836578825445,0.0087144232504964,0.0121193989882718,0.0224332297562238,8.767652153489328,0.6005000083697946,0.138807162790243,0.0263527230617731,-0.0264002911149931,0.1635722070445182,0.757478988926489,0.0608514946448553,0.0387096774193547,0.1341463414634147,0.1862244897959184,0.1425061425061424,0.0520361990950226,0.0592255125284739,0.0568181818181818,0.0520361990950226,0.0264900662251654,0.0665137614678899,0.1231884057971015,0.3798219584569733,0.3172804532577906,0.2204724409448819,0.2739726027397262,0.2916666666666667,0.3839285714285716,0.2109375000000002,0.0915492957746479,0.1453201970443352,0.2704918032786885,0.1654135338345865,0.0689655172413794,0.1259079903147701,0.1286407766990291,0.0043196544276458,-0.1159695817490493,-0.0210526315789473,0.2433155080213904,0.1683417085427136,0.0287610619469027,0.0992907801418438,0.2301587301587302,0.2172774869109948,0.1625000000000001,0.5296052631578949,0.3098591549295777,0.2046632124352332,0.0310421286031044,0.3596491228070178,0.4622641509433962,0.1286407766990291,0.0043196544276458,-0.2711598746081504,-0.181338028169014,-0.2475728155339804,-0.2451298701298701,-0.2583732057416267,-0.2790697674418604
MGZC-L^D19,0.0400438436244062,-0.0400438436244062,16.0,8.267529997084165e-07,0.1213092951545727,0.0189120686293624,0.1421920135938827,1.934654257099185,7.700000000000003,0.065558177748454,0.0006095333167184,-0.0006740815638692,1.0,0.591950810508664,0.1449732114717932,1.4690032074867558e-07,0.1862214343889236,6.239381349984929e-08,0.0344827586206896,1.7028905782350736e-06,4.0,0.4324648563242266,0.5039729837107674,0.0991146842509724,0.4346631587277751,0.0416194290762958,-0.0314843837556184,0.0204753687996694,-0.0456383941207508,-0.0855544245693427,-0.143321615231905,-0.7013651877133106,6.0,0.142956959195081,0.0236596967594886,0.0723923590054578,0.0930618401206636,92.84873949579833,0.6946099938210996,-0.0331049681406602,0.3102900278108861,-0.0394105468274227,0.0126958271451156,-0.1422438285245281,0.0424076607387141,-0.03125,0.1228070175438598,0.1851851851851851,-0.0303030303030302,-0.0857142857142856,-0.1232876712328766,-0.0588235294117647,0.032258064516129,0.0491803278688525,-0.044776119402985,-0.0985915492957746,-0.0985915492957746,-0.1466666666666666,-0.0303030303030302,0.0666666666666666,-0.0153846153846154,0.1636363636363635,0.0847457627118644,-0.111111111111111,-0.1578947368421053,0.0491803278688525,-0.0588235294117647,-0.1794871794871795,-0.238095238095238,-0.1794871794871795,-0.1466666666666666,-0.1688311688311689,-0.2888888888888888,-0.238095238095238,-0.3043478260869565,-0.3118279569892473,0.2075471698113207,0.7777777777777779,1.064516129032258,1.666666666666667,1.666666666666667,0.7297297297297298,0.2549019607843137,0.3913043478260869,0.4883720930232558,0.523809523809524,0.0158730158730158,0.0,0.1228070175438598,-0.044776119402985,-0.1351351351351351,-0.2,-0.3043478260869565,-0.4128440366972478
MHBB-L^J15,0.017793647697778,-0.017793647697778,15.0,2.141461759932547e-07,0.0314216237243177,0.3206204481014066,1.199318568994889,2.042027381362967,0.548,-0.1262198940883097,0.0008778484937553,0.0054831219860689,1.0,4.285319010416667,0.3016028786391888,5.0562600374692256e-08,0.7092849241980611,1.9999264493727865e-11,-0.0663900414937758,5.204493987556274e-08,4.0,0.0731355054509047,0.4109313370361427,0.0871705037111754,0.0208386331583833,-0.044244931879868,-0.0470988473231966,0.052369107418856,0.1065743987698727,-0.0067422212345806,0.0965909043626604,-0.0869246555262386,7.0,3.673828125,0.0507030488653765,0.063025646350327,0.3699772554965883,3.5457071159706044,0.6930115991031122,0.1684234498015485,0.1628833615068824,-0.0312964157652318,0.0192595484416682,0.191785471826205,0.1687740029542097,0.0168350168350168,0.1154929577464789,0.0702702702702704,-0.0608695652173912,-0.0931297709923663,0.0819672131147541,0.1051162790697675,0.1478260869565217,0.0849315068493152,0.1260663507109005,0.1228733459357278,0.1590243902439025,0.5037974683544304,0.6851063829787236,0.6732394366197185,0.7217391304347827,0.7864661654135339,0.752212389380531,0.6971428571428573,0.747058823529412,0.8000000000000003,0.76,0.773134328358209,0.8000000000000003,0.8276923076923077,0.8418604651162791,0.8857142857142859,1.006756756756757,1.16,1.2846153846153845,1.3067961165048545,1.475,1.762790697674419,1.4494845360824744,1.97,1.3067961165048545,0.9475409836065576,0.4434993924665857,0.4812967581047382,0.4794520547945207,0.4278846153846154,0.3608247422680413,0.409252669039146,0.4313253012048192,0.3170731707317074,0.4400000000000001,0.3423728813559323,0.2571428571428573,0.133587786259542
MHCF-L,0.0226540122653114,0.0226540122653114,15.0,9.823041236901969e-07,0.1441332791224403,0.1648226503837714,0.2544409243195643,1.9728306058672784,-0.7459999999999998,0.1427164620154014,-0.0002853329349706,-0.0010600738059754,1.0,1.5257847533632285,0.4061353295170997,1.4891268068499833e-07,0.8643815201192251,2.0328569321010888e-10,0.0750670241286863,6.866208443418878e-07,4.0,0.0356803388113068,0.2658732177067968,0.0547544594656896,0.1151808528610263,0.0392849823727668,-0.0005447402481286,0.1151808528610263,1.059744253259847,-0.0481798538830102,-0.008106824467129,0.257396449704142,7.0,1.5257847533632285,0.0169411133910066,0.0254926299456943,0.1501881953432041,3.1765639165911157,0.6509330401574457,-0.0240756511248314,0.0962311174406186,-0.0184608201416883,0.0095983251720956,-0.1568067759929852,0.0597442532598467,-0.1034482758620689,0.1153846153846154,-0.1714285714285714,-0.26890756302521,-0.245119305856833,-0.2434782608695651,-0.3081510934393638,-0.2351648351648351,-0.2434782608695651,-0.2595744680851064,-0.3458646616541354,-0.348314606741573,-0.3433962264150944,-0.3176470588235294,-0.2627118644067796,-0.2824742268041237,-0.2926829268292683,-0.3229571984435797,-0.2627118644067796,-0.1906976744186046,-0.1830985915492957,-0.1963048498845265,-0.1869158878504673,-0.2072892938496582,-0.2036613272311213,-0.0961038961038961,0.0028818443804032,0.0057803468208093,0.1298701298701299,-0.0197183098591549,0.4683544303797466,0.6730769230769229,0.4439834024896265,0.2985074626865671,0.4262295081967213,0.4499999999999999,0.1523178807947018,0.0545454545454546,-0.2897959183673469,-0.3229571984435797,-0.3281853281853282,-0.2897959183673469,-0.2351648351648351,-0.1963048498845265,-0.2317880794701987,-0.2054794520547944,-0.2532188841201717,-0.1906976744186046,-0.2532188841201717
MHCH-L^J22,0.0073744580712739,-0.0073744580712739,14.0,2.6459479005995e-07,0.0388239383407923,0.0643164127069996,0.6723950002123352,3.075901794329193,1.0730000000000004,0.1482853646345818,0.0007595985852606,0.0007697108383607,1.0,2.1385188587760933,0.2280738860688099,6.014150757965823e-08,1.2715519034741,4.5015713407164835e-10,0.0779961953075459,1.417675942269802e-07,4.0,0.1557454546780093,0.3654226042373518,0.5966103943622343,-0.0925726290257229,-0.0758207012163298,0.0034545838686663,-0.1118124144879697,-0.122905198889091,-0.1091742736613748,-0.0053664599578849,-0.0454282407407407,6.0,1.0541519930587455,0.0492313402560185,0.0739437076218998,0.2322298757035874,10.163526099198611,0.7594644342728027,0.2144476804659871,0.1464072984995853,-0.022921882412622,0.1880486790097772,0.3618522233366766,0.1474087024562002,-0.0738255033557047,0.0658082975679541,0.09882005899705,-0.0324675324675324,-0.0664160401002507,-0.0349740932642486,0.0275862068965517,0.1203007518796992,0.09882005899705,0.1253776435045317,0.1604361370716511,0.1356707317073171,0.2173202614379086,0.3093145869947276,0.3423423423423424,0.4163498098859317,0.4752475247524752,0.4522417153996101,0.4217557251908397,0.4272030651340996,0.6195652173913044,0.5424430641821947,0.4636542239685659,0.6555555555555557,0.8170731707317076,0.7738095238095237,0.8304668304668303,0.960526315789474,0.9005102040816326,1.0355191256830605,0.9866666666666668,1.1847507331378295,1.306501547987616,1.0868347338935576,1.237237237237237,1.5254237288135593,1.2439759036144582,1.1594202898550725,1.0752089136490253,1.0135135135135136,0.8304668304668303,0.8349753694581283,0.7447306791569088,0.7738095238095237,0.6195652173913044,0.4752475247524752,0.3594890510948905,0.3720073664825047,0.3899253731343284
MHCL-L,0.0266629610651288,-0.0266629610651288,15.0,3.241595002274191e-07,0.0475638558361634,0.2447891550125917,0.6666384670699209,1.726017728763945,1.86,0.3527359815333485,0.0053145252482717,0.0130327693296209,1.0,3.571276943174396,0.2238136324417601,2.3824015152317316e-08,0.5730349111158707,3.8199777498076507e-11,0.1855345911949685,8.465916640363449e-08,5.0,0.0907601140454381,0.2268428970556629,0.1252990980061941,0.2174025066655245,-0.0426739617956779,-0.0035801036860519,0.1963496995571287,-0.5587090015546127,-0.1510641653556857,0.2595823336507954,-0.3848082226121835,5.0,2.696440235140431,0.0338080360386543,0.0409314027340382,0.0835125368568071,6.571085206105035,0.6827985546084155,0.4660741058042407,0.4580915538362349,-0.0170747170860074,0.2391518526451061,0.4974646101838159,0.2995983172105625,-0.0836653386454183,0.1155555555555554,-0.0528301886792453,-0.0839416058394162,-0.0971223021582734,0.0080321285140561,0.0546218487394958,0.0913043478260868,0.1674418604651162,0.0726495726495726,0.0458333333333333,0.1106194690265487,0.0680851063829786,0.3351063829787233,0.6959459459459458,0.9015151515151512,1.2017543859649122,1.1271186440677967,0.9307692307692306,1.3240740740740735,1.988095238095238,1.952941176470588,2.1375,1.7888888888888888,1.6702127659574466,1.6702127659574466,2.0609756097560976,1.5876288659793811,1.6702127659574466,1.988095238095238,1.988095238095238,3.4035087719298245,3.648148148148147,4.456521739130434,4.340425531914893,3.8269230769230766,3.4035087719298245,1.988095238095238,1.2612612612612608,1.1271186440677967,0.287179487179487,0.1566820276497695,0.4593023255813953,0.4852071005917158,0.5987261146496814,0.7430555555555556,0.4425287356321838,0.2549999999999999,0.2303921568627449
MIDV-L,0.0967222037386628,-0.0967222037386628,13.0,1.2129570983743618e-06,0.1779769419747188,0.4823990021481533,0.587660262435613,0.6488944012301457,2.124,0.595295911987445,-0.00632531660801,0.0240490408646955,1.0,8.003622068870806,0.0276683424372794,2.377264588718452e-08,0.188813614705099,8.780824883360157e-12,0.3131179960448252,8.568490221929392e-08,2.0,0.0399555297344507,0.117083076598489,0.5231833019702186,-0.3403686999642804,0.1408986938094954,0.1486837115260463,-0.3446308721072598,0.5054745432897699,0.0595073846069985,0.2235828031405331,-5.217713861781659,5.0,7.659834517801353,0.0225887931971127,0.0261261211167518,0.1803607552891634,53.79642930432998,1.6355143760387736,0.1156249510419393,0.0717890562626919,0.0969634009655289,0.1400816004977496,0.4610331027782277,0.6688204625462323,0.0499999999999998,-0.0909090909090908,-0.1666666666666666,-0.0909090909090908,-0.1304347826086956,-0.183673469387755,-0.3333333333333332,-0.3220338983050846,-0.3846153846153846,-0.4117647058823529,-0.4202898550724636,0.1111111111111111,0.142857142857143,0.0810810810810811,0.0256410256410257,-0.0909090909090908,0.1111111111111111,-0.069767441860465,-0.183673469387755,-0.0476190476190475,-0.0476190476190475,-0.0909090909090908,0.0810810810810811,-0.069767441860465,-0.0476190476190475,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0526315789473683,-0.0476190476190475,0.4285714285714286,0.8181818181818183,1.0,1.0,1.2222222222222223,1.3529411764705883,1.1052631578947367,0.6666666666666667,0.1764705882352941,0.0526315789473683,-0.2982456140350876,-0.4805194805194804,-0.5180722891566265,-0.4029850746268657,-0.4594594594594594,-0.4444444444444444,-0.5744680851063829,-0.5604395604395604,-0.6491228070175439
MIUV-L,0.0286177590139268,0.0286177590139268,10.0,5.774268952892655e-07,0.0847257278722166,0.0152420858456904,0.1298839088607889,1.5087125089456177,-2.6441000000000017,0.1029966749159323,-0.0003697162542259,5.488360542713974e-05,1.0,1.2945415532865243,0.2848031776947509,1.0984650740530057e-07,0.2438833203849773,6.449023848246664e-08,0.0541749267877338,1.1431234241736794e-06,4.0,0.7971657858951214,0.6302783902943548,-0.1245698968099896,0.0007004036418587,0.0967341621361289,-0.1062380680330755,0.0003305403749161,-0.1781927833794182,-0.1228215670540573,-0.0132471378639978,0.4217779381750898,3.0,1.143937387566815,0.0124166722553574,0.0382740215604465,0.0910367297590348,1.6377834359485297,0.457896455480746,0.1529506404270566,0.0257983768035549,0.014993500822646,0.0182082384097444,0.2511644155847636,-0.0132471378639978,-0.1163708086785009,0.1021739130434784,-0.0790190735694822,-0.143581081081081,-0.213953488372093,-0.2096648480124707,-0.2625454545454545,-0.188150520416333,-0.1428571428571428,-0.1399491094147581,-0.0688705234159779,-0.0370370370370369,-0.1688524590163933,-0.1749389747762407,-0.0731261425959779,-0.0315186246418338,-0.0705774518790099,-0.1348122866894198,-0.2247706422018348,-0.2549595885378397,-0.2393098274568641,-0.260932944606414,-0.3064295485636114,-0.2972972972972972,-0.3035714285714286,-0.3479099678456592,-0.2992398064961991,-0.2699784017278618,-0.2444113263785394,-0.2689257390050468,-0.2247706422018348,-0.2329803328290468,-0.2009456264775413,-0.281869688385269,-0.3432642487046631,-0.2323996971990916,-0.1578073089700995,-0.2335600907029478,-0.2859154929577464,-0.2472160356347438,-0.2205995388162951,-0.2678700361010829,-0.2630813953488371,-0.2968099861303744,-0.2833922261484098,-0.2265446224256292,-0.2499999999999999,-0.205951448707909,-0.1875
MKEX-L,0.0756788261897312,-0.0756788261897312,14.0,7.08388668861211e-07,0.1039417215847384,0.1265270123294307,0.1472647484166957,5.016607229289377,6.435499999999999,0.0498563065045063,0.0003130853384428,-0.0018152463517949,1.0,1.3546232175070687,0.4305933709862514,9.645956781661309e-08,0.4330720495000825,9.153105429581137e-08,0.0262237762237763,1.16967936572329e-06,3.0,0.2827807906980915,0.2999415163222622,0.1731890827099,0.0248943823031352,0.1346491486133196,-0.0327825717392421,0.0121192561407512,-0.1466568296515121,0.0575117381107252,0.0440236687425041,-1.437232964368753,7.0,1.215936043635053,0.0201692002281087,0.0539492168662067,0.0777214828862581,5.236693510518407,0.5659601395500321,0.0517479394645935,0.0915535391486195,-0.0511668935611807,0.0209123679357289,0.0290329217413007,0.0692302406761271,-0.1078947368421051,0.0079575596816976,-0.0547263681592039,-0.2,-0.2083333333333333,-0.1536748329621381,-0.1757049891540131,-0.1324200913242009,-0.0709046454767726,-0.1648351648351648,-0.0206185567010309,0.0439560439560438,0.0410958904109588,0.2881355932203389,0.3620071684587813,0.386861313868613,0.4126394052044608,0.2179487179487178,0.1585365853658535,0.2459016393442623,0.3058419243986252,0.2881355932203389,0.52,0.4503816793893129,0.3669064748201438,0.1874999999999997,0.4393939393939392,0.6888888888888889,0.8357487922705316,0.9791666666666669,1.5165562913907285,2.064516129032258,1.923076923076923,2.2758620689655173,3.2222222222222223,4.428571428571429,2.958333333333333,2.619047619047618,2.015873015873016,2.015873015873016,2.247863247863248,1.289156626506024,1.0,1.1590909090909092,1.032085561497326,1.1839080459770113,1.0105820105820107,1.3602484472049683,0.775700934579439
MNNT-L,0.0753681177976952,0.0753681177976952,22.0,9.169567322639338e-07,0.1345448700124573,0.0087939405709846,0.1264433935928128,1.2677200559417878,-4.568,-0.2158490679402107,-0.0051071289331567,-0.0110337029471841,1.0,0.882400673198293,0.0881746615390179,5.3451736537047466e-08,0.1355169730570956,9.087733202611963e-10,-0.1135338345864661,8.55402852510148e-07,4.0,0.0774068503407189,0.1477788261936216,-0.1851083136948058,0.0302123339909713,-0.2236185847460959,-0.2882903990004689,0.0132207950728402,-0.5245190873160769,-0.5476623496939177,-0.1600103166318032,2.4677060133630286,3.0,0.7558454048205806,0.0095090041189054,0.0183331281356766,0.0617818337762066,3.85164858970841,0.8596584189855909,0.0257432804850371,-0.0115644461219096,-0.0491397247119075,0.0166731511201893,0.0689950905319903,-0.2367515032182177,-0.0062111801242236,0.0454545454545454,-0.0799999999999999,-0.1909547738693466,-0.2844444444444444,-0.3347107438016529,-0.3455284552845528,-0.3878326996197718,-0.2999999999999999,-0.2999999999999999,-0.4772727272727273,-0.3854961832061069,-0.3291666666666666,-0.1990049751243779,-0.2184466019417476,-0.2681818181818182,-0.2333333333333332,-0.2999999999999999,-0.2681818181818182,-0.182741116751269,-0.2184466019417476,-0.2511627906976743,-0.0903954802259886,-0.0747126436781608,-0.0416666666666665,-0.0747126436781608,-0.1055555555555555,-0.0852272727272727,-0.1701030927835051,-0.2029702970297029,-0.2714932126696832,-0.0182926829268291,0.1500000000000001,0.0320512820512821,-0.0182926829268291,-0.0529411764705881,-0.1005586592178771,-0.2333333333333332,-0.3291666666666666,-0.3119658119658118,-0.3347107438016529,-0.4390243902439024,-0.4888888888888888,-0.4686468646864685,-0.4839743589743589,-0.3878326996197718,-0.6499999999999999,-0.6530172413793103,-0.7382113821138212
MNXD-L,0.0579373762053332,-0.0579373762053332,12.0,2.168724653127076e-06,0.3182165158735167,0.0946767204114334,0.1698564196879024,0.8026560463784925,10.197099999999978,0.3485306975140576,0.0017377422724349,-0.0018553838530881,1.0,1.6859745259418517,0.3153786944648954,1.3270835208332065e-07,0.39542811597065,8.098067662764158e-07,0.1833226658677415,2.522781570696787e-06,5.0,2.212394630457296,0.3921372245619886,-0.0897361194572548,-0.1405708182151907,-0.0808299624781885,-0.0468707558098191,-0.1955870825052449,-0.0232998545557614,-0.2121881643799824,0.1875543392373597,-1.8201235790513788,4.0,1.1878497291925003,0.0097553592531811,0.0207107901721332,0.0851553749795517,3.2185269109604406,0.6562025796129625,0.2920654305999201,0.0531965190914377,0.1993790730611722,0.0573240856678811,0.6099344776969765,0.1567071891870334,0.0999651689306861,0.0943396226415094,0.0453304205352267,-0.1044915782907049,-0.1497112394491336,-0.1522220581721541,-0.0997177798682972,0.0146669022795546,0.0417271407837447,0.0732710280373831,0.1052935514918189,0.1182083739045765,0.1158181111542946,0.0777027027027026,0.0049002450122506,0.0066619915848527,0.1773631330736107,0.177846153846154,0.0668896321070233,0.0791204660778048,0.0762886597938143,0.0246252676659528,-0.0072614107883817,-0.0159383033419022,-0.0029519013717659,-0.0634480508889251,0.0321768829768109,0.0394641564083997,-0.0995766034185353,-0.023967363590005,-0.0524752475247525,-0.0711743772241992,0.0897703549060544,-0.0437968359700249,-0.0803971812940422,0.0700708162504659,0.01953125,-0.0388349514563106,-0.0944645954896703,-0.0753623188405797,-0.1821677823671841,-0.1790105804975693,-0.1898984198645598,-0.0684620376378974,-0.0884267344022861,-0.0798076923076922,-0.1145720894371625,-0.0881372081943782,-0.118919748350468
MOBH-L^C18,0.0956645769064915,0.0956645769064915,14.0,2.0761934690923694e-07,0.0304639434545687,0.7077953518398968,-1.1681309904153354,0.4035548376729426,-1.0550000000000002,-0.633729051568389,-0.0589804716482662,0.0019186730209816,1.0,5.773022751895991,0.5528571428571429,-6.121563936289439e-08,0.2457263702050167,3.2791853334789946e-13,-0.3333333333333333,3.4951320662811986e-08,4.0,0.0293274222120769,0.1821515892420537,-0.1638281304944091,0.082340042292313,0.0505307631370479,-0.1152289308796414,0.0999222044703862,0.350242019884877,-3.429414842860221,-0.3282489711061139,0.4353864734299516,2.0,5.708017334777899,-0.0778345016763182,-0.0909374165405501,-0.3976921491860704,2.427407762338284,1.8888234634764005,-0.2290430593902367,-0.1922191859628937,-0.0492918034962019,-0.0685543088762263,-0.3933269169072826,-0.337257980115123,0.0,-0.175,-0.3529411764705882,-0.2826086956521739,-0.3773584905660377,-0.3529411764705882,-0.25,-0.1538461538461538,0.1,0.5,0.5,0.4347826086956521,0.5714285714285716,0.4347826086956521,0.5,0.5,0.6499999999999999,0.6499999999999999,0.4347826086956521,0.3750000000000002,0.3750000000000002,0.32,0.2222222222222221,0.2692307692307691,0.2692307692307691,0.2692307692307691,0.2692307692307691,0.5,0.2222222222222221,0.1785714285714286,-0.1538461538461538,0.736842105263158,1.7500000000000004,1.7500000000000004,1.2000000000000002,1.7500000000000004,1.2000000000000002,1.2000000000000002,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.5,0.5,0.6499999999999999,0.5,0.5,0.2692307692307691,0.2692307692307691,0.1379310344827586
MOCW-L,0.024037913920755,-0.024037913920755,22.0,1.7897846718144103e-06,0.2626147314770416,0.2350702084332067,0.3197169507880347,0.9895387420981404,0.4229,-0.336363881217068,-0.0018479654077115,0.0063425867308179,1.0,2.0735250518825974,0.0765030700127745,2.790929847609799e-07,0.2925556155689836,3.573767516307052e-12,-0.1769230769230769,9.043084361608612e-07,2.0,0.0047809534613626,0.2585435866445082,-0.081499230298993,0.9297261478600534,0.034957319035582,-0.5972185794016286,1.163259823255825,-0.0501478854787343,0.5985866903143243,-0.0114190088856916,-0.2400471238219046,5.0,1.7077115657014856,0.0570071156965915,0.0937773573183474,0.1102317144827938,16.83023045184663,1.0232917496311862,0.0745704351348613,0.1924686508536033,-0.0411235863640062,-0.0266093913513148,-0.1815541850943532,0.0201104028790142,0.0,0.0,0.0,0.0,0.0,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.125,0.125,0.125,0.0,0.0,0.0,0.125,0.125,-0.0999999999999999,-0.0999999999999999,0.125,0.125,0.125,0.125,0.5,0.0714285714285714,0.0714285714285714,0.1842105263157893,0.1842105263157893,0.1842105263157893,0.1842105263157893,0.1842105263157893,0.1842105263157893,0.1842105263157893,0.1842105263157893,0.1842105263157893,0.1842105263157893,0.1842105263157893,0.2857142857142858,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0
MOHV-L,0.0248736187523077,-0.0248736187523077,22.0,6.380941150972294e-07,0.0936274163771113,0.0584028529511482,0.2901118052507626,0.7617490627869096,-110.15330000000006,0.1266671655853362,0.0022377570115219,-0.000641014139495,1.0,1.206430753342892,0.2216182100830334,1.0773004560874953e-07,0.2505162449691699,1.310513949409419e-06,0.0666253005506865,5.974438541635807e-07,4.0,10.163194787014245,0.283213308047565,0.0689843698384985,-0.075485812734748,0.0437725817002464,0.0376873831508239,-0.0781902155522837,0.0843179629197065,0.0160477874357301,-0.0620702862699517,-0.2905866121176553,6.0,1.1635076640949031,0.0191045125151463,0.0418072319080414,0.0703134215794517,5.153619360944199,0.5663715321592185,0.0180043606567205,0.0190773772414695,-0.052675344671218,0.0562568571276261,0.0156879032491694,0.0697997594061348,0.0383693045563549,-0.0165094339622642,-0.0501138952164008,-0.0855263157894736,-0.0915032679738562,-0.1294363256784969,-0.1472392638036809,-0.224907063197026,-0.2132075471698112,-0.1902912621359224,-0.1902912621359224,-0.1609657947686116,-0.1996161228406909,-0.188715953307393,-0.1330561330561329,-0.1127659574468085,-0.0211267605633802,0.0048192771084336,-0.0629213483146068,-0.1257861635220125,-0.0934782608695651,-0.027972027972028,-0.0712694877505568,-0.0501138952164008,0.0145985401459853,0.0373134328358208,0.0583756345177663,0.0887728459530026,0.2522522522522521,0.2990654205607477,0.3113207547169809,0.2410714285714286,0.5163636363636364,0.3717105263157894,0.2228739002932551,0.4529616724738674,0.4734982332155477,0.3031249999999998,0.0775193798449611,0.094488188976378,0.106100795755968,-0.0974025974025974,-0.0712694877505568,0.1331521739130434,0.0583756345177663,-0.0835164835164834,-0.0915032679738562,-0.0875273522975931,0.0321782178217822
MOIR-L,0.0508379799012637,-0.0508379799012637,14.0,6.508832205458799e-07,0.0955039591512899,0.0081282309718112,0.1454926743559951,0.6966973518651796,-14.05,-0.211243017189463,-0.0004857257188772,0.0035205658393602,1.0,0.3516496418926852,8.305263157894737,4.595071062316192e-08,0.1436582024405008,1.9220766246070826e-08,-0.1111111111111111,7.989104844947109e-07,3.0,1.1666753251129685,0.2906066536203522,-0.0615546100767511,-0.1742018781590232,0.1662246166597595,0.0145937501427159,-0.1470098326033515,0.149709002611974,-0.0563833802567457,0.0460342146189735,-1.6086956521739129,6.0,0.3124339556181754,0.0031643586690895,0.0072292606112661,0.0651555325615986,6.229050279329609,0.4984660505230946,-0.0058304393538725,0.0544181845551709,-0.0636513236727256,-0.004078121515277,-0.0495799248286535,0.0039289514610787,-0.0027855153203342,0.0911854103343463,-0.0082872928176795,-0.0979899497487437,-0.176605504587156,-0.161214953271028,-0.1390887290167866,-0.1592505854800936,-0.1689814814814816,-0.1709006928406466,-0.1200980392156862,-0.1265206812652068,-0.1859410430839002,-0.1411483253588517,-0.0957178841309824,-0.1002506265664161,0.0497076023391813,-0.0426666666666667,-0.0957178841309824,-0.0957178841309824,0.0257142857142855,0.0716417910447759,0.1218749999999999,0.1732026143790848,0.2294520547945204,0.1506410256410255,0.2867383512544803,0.407843137254902,0.581497797356828,0.4359999999999999,0.0684523809523809,0.3395522388059699,0.7259615384615383,0.5676855895196506,0.4593495934959348,0.8505154639175259,0.5884955752212391,0.2169491525423728,-0.1840909090909092,-0.172811059907834,-0.0502645502645502,-0.02710027100271,0.0436046511627907,0.0878787878787878,0.0257142857142855,-0.1069651741293531,-0.222943722943723,-0.1747126436781608,-0.3213610586011343
