firms,absacc,acc,age,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chpmia,chtx,convind,currat,depr,ep,gma,herf,hire,lev,ms,mve_ia,operprof,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roaq,roeq,roic,salerec,tb,agr,egr,grltnoa,invest,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
FSLE-L,0.0632224791036813,-0.0632224791036813,16.0,3.036150214970662e-07,0.0445493687584313,0.0751108406502651,0.1304695411181581,0.9682731490225562,76.5,-0.1236065951975494,0.0034852097855139,0.0032769756838905,1.0,0.661791121375417,2.0,1.0031952846171719e-07,0.3906829010058232,4.6845069426629574e-07,-0.0650154798761609,1.435725588015977e-06,3.0,3.468929703816099,0.7967667436489607,0.0315664667060262,-0.0064144941398958,-0.0051107325383305,0.0076286712545814,0.0139478852386395,0.1682736107575508,-0.0034124809285408,0.0321108714815384,-1.1074766355140186,7.0,0.6032845778804209,0.0176839966755933,0.0967171717171717,0.1069133398247322,4.701086956521739,0.3530511146684861,-0.015528498323628,0.121824480369515,-0.0600213409212164,-0.0076760190577024,-0.0404177545691906,-0.0026354801515401,0.0,0.0562248995983933,0.029354207436399,-0.0223048327137547,-0.0820244328097732,-0.0418943533697633,-0.0075471698113207,-0.0330882352941177,-0.025925925925926,-0.0505415162454874,-0.029520295202952,0.0193798449612403,-0.0223048327137547,-0.016822429906542,-0.0223048327137547,-0.0539568345323741,0.0734693877551018,0.0981210855949894,0.0233463035019454,0.0,0.0562248995983933,0.0499001996007983,0.02734375,0.1336206896551723,0.1191489361702127,0.1191489361702127,0.1820224719101122,0.2091954022988507,0.1535087719298247,0.0436507936507934,0.0436507936507934,0.0712830957230141,0.0499001996007983,0.0193798449612403,0.0395256916996047,0.0154440154440154,-0.0418943533697633,-0.0820244328097732,-0.1624203821656051,-0.0771929824561403,-0.0539568345323741,-0.1529790660225443,-0.1755485893416928,-0.2149253731343283,-0.1597444089456868,-0.1502423263327948,-0.2264705882352941,-0.1320132013201319,-0.1502423263327948
FSLM-L,0.0439779454056297,-0.0439779454056297,11.0,6.955711275125445e-07,0.1020610064168833,0.0983288476233778,0.0567917639107465,2.962800091794338,-536.5433,-0.0837078536096868,-1.9536659126099774e-05,0.0006927458913002,1.0,0.70959587127275,0.1329018762113051,2.765156094410364e-08,0.3176103551095185,7.485829481569114e-05,-0.0440292547751134,3.127094451926272e-06,3.0,6.400005616204201,0.2563026125247001,-0.0208033723673357,-0.0042749774261289,0.0077499105321259,-0.0225511221715718,-0.0040899690814002,-0.0020381565259593,-0.0616200199191434,0.0121940016675912,-6.181103418575396,3.0,0.4640286519908894,-0.0087730273772762,-0.0724647984858087,0.0874333011522905,12.2614963157161,3.4554070709999896,0.0037579817426295,-0.103829174447747,-0.0497282811526482,0.0074277722351359,0.0277081896891805,0.0093387231268968,0.0801740211311372,0.1066024759284731,0.0087774294670845,-0.1130099228224917,-0.3680282796543598,-0.400521609538003,-0.4342475386779184,-0.4332511447692849,-0.470026350461133,-0.4719396127338365,-0.4084558823529411,-0.4153343023255814,-0.523117960877297,-0.528567242894814,-0.4684506111661711,-0.4556833558863329,-0.3889099886061526,-0.4271982912068351,-0.4919482159772655,-0.5044656606097937,-0.4811351177039664,-0.4834670947030497,-0.4627712854757929,-0.4536502546689304,-0.3962476547842402,-0.4168176875679594,-0.4389818688981869,-0.4222621184919211,-0.4163946318462096,-0.4210147535084563,-0.4159709618874773,-0.428622159090909,-0.309145556032632,-0.3284641068447412,-0.4097578870139399,-0.3364948453608247,-0.4038532789922193,-0.3969265367316341,-0.4424809424809425,-0.3707469691044193,-0.4284191829484902,-0.5431572969903464,-0.5466328543251621,-0.592555077234743,-0.5467605633802817,-0.5508096035734227,-0.5860560843838436,-0.5749009247027741,-0.5277370120340475
FSMQ-L^F21,0.0630650335374744,-0.0630650335374744,22.0,5.948100513975211e-07,0.0872763547411824,0.0550858562963764,0.1183216628990461,1.6887209760710908,12.095300000000002,0.1014365054239969,0.0008968138615841,-0.0055846858039078,1.0,1.0911336132378366,0.128854961832061,7.983945225974972e-08,0.1959287531806615,1.7881546699107453e-08,0.0533542976939203,1.0857429659839695e-06,4.0,0.4419868953943793,0.3051036327167372,0.2150076520990742,-0.241787654504599,0.0123886320467333,-0.0074276774647975,-0.2420785978605208,0.1068873592413217,0.0743836930969875,-0.0320698372265801,-1.3287250384024578,6.0,0.7547542603111881,0.0203757704569606,0.0494760020643385,0.0968150847726192,5.998985801217039,0.5860865431985145,-0.0056706652126499,0.0809003788722977,-0.0334645669291322,0.0122864412940748,-0.0464239551917277,0.094559585492228,-0.0115606936416184,0.0421686746987952,0.0176470588235293,-0.1560975609756096,-0.2064220183486239,-0.2027649769585253,-0.2027649769585253,-0.1519607843137255,-0.2100456621004566,-0.2345132743362831,-0.2207207207207208,-0.1082474226804123,-0.135,-0.0894736842105262,-0.0441988950276243,-0.1519607843137255,-0.0280898876404495,-0.0846560846560846,-0.1682692307692308,-0.1173469387755101,0.0297619047619048,0.0359281437125749,0.0548780487804878,0.1019108280254776,0.1456953642384106,0.0812499999999998,0.1533333333333333,0.2357142857142857,0.5043478260869567,0.3839999999999999,0.6018518518518516,1.0116279069767442,1.4714285714285715,1.3378378378378375,1.5072463768115942,1.4714285714285715,0.943820224719101,0.5727272727272725,0.2627737226277371,0.4065040650406504,0.4913793103448276,0.2097902097902098,0.108974358974359,0.108974358974359,-0.0388888888888889,-0.0797872340425531,-0.1560975609756096,-0.1839622641509434,-0.2851239669421487
FSNE-L,0.0009282465422816,-0.0009282465422816,22.0,8.355042402466821e-06,1.2259336285290532,0.103083853083853,0.0504240734286046,2.7399302586109173,-21.0,-0.0553650722544759,-0.0006954219224859,-0.00027808676307,1.0,0.8344035147009125,0.23125,1.048044792590136e-06,0.2183908045977011,1.0899421314711765e-06,-0.0291213161826047,3.0920985873690805e-05,5.0,0.0739608930171053,0.2900608519269776,0.097100229980227,-0.0140045424108783,-0.3774038461538461,0.280309704687109,-0.0111600598595451,0.1414943042215769,0.0698473781076457,-0.3956413741703828,-0.0349650349650349,5.0,0.8043257857384252,0.010273376284172,0.0485996705107084,0.0580347789650115,5.417008797653959,0.581176450300431,-0.0027808676307007,0.1561866125760649,0.0059407778706016,0.0070448646644419,-0.038514129443938,0.0314943042215769,-0.024,0.0,-0.0157480314960629,-0.0384615384615385,-0.0601503759398496,-0.0384615384615385,-0.0671641791044777,-0.0384615384615385,-0.0671641791044777,-0.0808823529411765,-0.0458015267175573,-0.053030303030303,-0.053030303030303,-0.0384615384615385,-0.0671641791044777,-0.0601503759398496,0.0,-0.0234375,-0.0942028985507246,-0.0942028985507246,-0.0942028985507246,-0.1071428571428571,-0.0808823529411765,-0.1071428571428571,-0.1071428571428571,-0.0942028985507246,-0.0942028985507246,-0.0458015267175573,-0.0384615384615385,-0.1071428571428571,-0.1071428571428571,-0.0942028985507246,-0.1438356164383561,-0.1319444444444444,0.0416666666666667,0.0593220338983051,0.0593220338983051,-0.0079365079365079,-0.0310077519379845,0.0245901639344261,-0.0234375,-0.053030303030303,-0.0310077519379845,-0.0310077519379845,-0.1007194244604315,-0.1071428571428571,-0.7484909456740443,-0.1197183098591548,-0.1496598639455781
FSNP-L,0.0405610933517139,-0.0405610933517139,22.0,3.1451237165844736e-07,0.0461483346740022,0.3716610590427976,0.7357648849016238,1.5898778832102698,0.2088000000000001,-0.670266809300194,-0.0041434262951581,1.7111022682055855e-05,1.0,2.836751226909768,0.4639144191652855,6.111013647366712e-08,0.733032590051458,1.2116072948682667e-09,-0.352551724137931,1.0615085760006749e-07,4.0,0.4480694347024523,0.5994457665903892,0.3969349030799293,0.0296475291331603,-0.3041283712520717,-0.0088551736431169,0.0234327103141828,-0.2403942941145588,-0.1076900702291048,0.083025821911547,-0.2566372557365171,5.0,2.54022065851773,0.0363705750030052,0.0497954147065169,0.3452902116602398,5.65962440451685,0.7903921948716133,0.1928761578044597,0.1898320366132722,-0.009316617633209,0.0599608919382504,0.2019876712328766,0.1317085630282983,0.0081967213114753,0.0701754385964912,-0.0317460317460317,-0.0615384615384615,-0.1812080536912751,-0.2026143790849673,-0.1643835616438356,-0.1094890510948906,-0.2375,-0.1408450704225351,-0.1756756756756756,-0.1973684210526316,-0.1408450704225351,-0.1468531468531468,-0.0615384615384615,-0.046875,0.1296296296296295,0.1296296296296295,0.0166666666666666,-0.024,0.1730769230769229,0.1090909090909089,0.196078431372549,0.2199999999999999,0.326086956521739,0.4022988505747127,0.5249999999999999,0.7428571428571429,0.967741935483871,0.8208955223880596,1.1785714285714284,1.3461538461538458,1.9047619047619049,2.388888888888889,2.388888888888889,1.5416666666666663,1.259259259259259,0.7428571428571429,0.4878048780487805,0.967741935483871,0.9365079365079364,0.8484848484848484,0.7941176470588234,0.7941176470588234,1.0333333333333332,1.2181818181818178,0.967741935483871,1.0333333333333332,0.7428571428571429
FSOF-L,0.0187287487081581,-0.0187287487081581,23.0,6.947729220222793e-05,10.194388589183324,0.0004020504573323,0.0315965294854544,5.443488207419227,-0.1505,0.0205375155600867,-0.0003987227245138,-0.0011814471488292,1.0,1.1112908854414518,0.0412504957992283,7.472150814053128e-07,0.4887372770012505,5.186130382212997e-10,0.0108024691358024,0.0001484627249357,4.0,0.0001581454924623,0.2079901356350185,0.8881450882502656,-0.02463755158776,0.062552405208904,0.0075531008733567,-0.1639735821358235,-0.1287454641377651,0.3230351828892499,0.0782545483541677,-5.444954128440367,6.0,0.2779099647853813,0.0013997232008052,0.0043907252096694,0.1109082323311821,33.566644451849385,0.4332163907055965,0.0065059439950612,-0.0002466091245375,-0.0595943419298338,-0.0055878302439334,0.0096974217912256,0.0635657195949871,0.0,0.0,0.0,0.0,0.0,0.0,0.1538461538461537,0.1538461538461537,0.25,0.25,0.25,0.25,0.25,0.25,-0.2105263157894736,-0.2105263157894736,-0.2105263157894736,-0.2105263157894736,-0.2105263157894736,-0.2105263157894736,-0.2105263157894736,-0.2105263157894736,-0.2105263157894736,-0.2105263157894736,-0.2105263157894736,0.3636363636363635,0.3636363636363635,-0.0131578947368421,-0.0131578947368421,-0.0131578947368421,-0.782608695652174,-0.7272727272727273,-0.6666666666666667,-0.7272727272727273,-0.75,-0.7869318181818181,-0.8148148148148148,-0.127906976744186,-0.8584905660377359,-0.8672566371681416,-0.8809523809523809,-0.8955431754874652,-0.896551724137931,-0.90234375,-0.9115566037735848,-0.9090909090909092,-0.9233128834355828,-0.9257425742574258,-0.9282296650717704
FSOU-L^I17,0.1381446696325589,-0.1381446696325589,22.0,6.191221131592329e-07,0.0908436584910422,0.0661388988844908,0.2020279318920987,1.1371916666376438,5.250000000000002,-0.0233274497509835,-0.0020384030705198,0.0015553067064825,1.0,1.3449411764705883,0.3544161676646707,2.910060816487985e-08,0.411658579071793,1.2424459638132201e-08,-0.0122699386503067,1.2804267592547134e-06,4.0,0.4060695101443186,0.6116525423728815,0.0411186440058457,-0.3427335798040436,0.0102181818471682,0.0288590241212658,-0.3779513129539469,0.0707934219109416,-0.0157057911966667,-0.0390844838626664,-9.614678899082568,6.0,1.167529411764706,0.0119411086233801,0.0363711510642694,0.1051890289103039,6.814789219073947,1.0570479933216554,-0.1121687196715193,-0.0173728813559321,-0.1266765529741162,-0.0427398282941395,-0.1523506539413219,0.0156555772994129,-0.0459518599562362,0.0677570093457944,-0.0711382113821137,-0.1537037037037036,-0.1457943925233643,-0.0635245901639343,-0.1211538461538461,-0.0498960498960497,-0.0711382113821137,0.0603248259860791,0.045766590389016,0.1482412060301507,0.0933014354066987,0.1311881188118813,0.199475065616798,0.1778350515463918,0.2659279778393353,0.1778350515463918,0.0603248259860791,0.0702576112412178,0.1200980392156862,0.1228501228501228,0.1425,0.0985576923076922,0.1038647342995171,0.1425,0.1368159203980101,0.3208092485549134,0.3560830860534125,0.4507936507936509,0.6618181818181819,0.705223880597015,1.0043859649122808,0.888429752066116,0.6801470588235294,1.02212389380531,1.0585585585585586,0.667883211678832,0.3441176470588236,0.1092233009708738,0.0481651376146787,-0.0577319587628865,-0.0577319587628865,-0.0950495049504949,-0.087824351297405,-0.1211538461538461,-0.1108949416342411,-0.1228406909788867,-0.1568265682656826
FSPS-L^F15,0.0051965533703248,-0.0051965533703248,19.0,1.0450018883295784e-06,0.1533329090467988,0.1171102550205803,0.192775289395614,4.407211524271346,-3.3635,-0.0826603110741374,0.0004074483585094,-0.0126947679186485,1.0,1.1157229004265334,0.1776893751035969,1.526514356030046e-07,1.3817790649565578,3.79104636313616e-10,-0.043478260869565,1.2479016555449904e-06,3.0,0.0159224782462221,0.2888017798495602,0.5275772518838782,-0.0198181298314746,-0.0316512282374003,0.0097960914095177,-0.0355337223947931,-0.3506892436719558,-0.2555144266366754,0.0017384025858884,-0.0740410347903657,6.0,1.0231210472128254,-0.0350771333439958,-0.0767969695040427,0.100746330956873,7.91194708557255,0.6529162284541528,0.1146379809681424,0.0840131369848501,0.0148070466515882,0.0752006619776582,0.1416469415721939,0.0079641874890281,-0.2272727272727271,-0.0537634408602151,-0.0222222222222222,-0.0537634408602151,-0.0833333333333332,-0.0833333333333332,-0.1287128712871287,-0.1372549019607842,-0.111111111111111,-0.111111111111111,-0.12,-0.0927835051546391,-0.1538461538461538,-0.1372549019607842,0.0731707317073171,0.0731707317073171,0.0731707317073171,0.0476190476190476,-0.0638297872340425,0.0731707317073171,-0.0638297872340425,-0.0222222222222222,0.0999999999999998,0.0999999999999998,0.0999999999999998,0.0999999999999998,-0.1287128712871287,-0.0222222222222222,0.0999999999999998,-0.0222222222222222,-0.0638297872340425,-0.0927835051546391,-0.1851851851851852,-0.0833333333333332,0.0232558139534884,-0.12,-0.2413793103448275,-0.2666666666666666,-0.3481481481481482,-0.2845528455284553,-0.3333333333333333,-0.3623188405797101,-0.3125,-0.3230769230769231,-0.3230769230769231,-0.2542372881355932,-0.2,-0.2903225806451612,-0.4133333333333333
FSPX-L^C23,0.083130852445748,-0.083130852445748,8.0,2.450283851419171e-07,0.035952963829478,0.0219072403203537,0.2140775071682695,0.9510437890023704,21.262100000000004,0.4874735548550569,-0.0005097186416226,0.0024613602337646,1.0,0.6956360027856929,0.1107034385468505,4.715622593789447e-08,0.3230951220929371,1.0819413531987029e-07,0.2564048224545539,5.315046691837306e-07,3.0,3.3770344928853047,0.7351360021187513,0.214658270039735,-0.0903530202733824,-0.1822048610856045,-0.0642869279111755,-0.0945437284043211,-0.5219609833517325,-0.4840807348604023,0.0555660326191403,-1.1486110728177104,3.0,0.6657133576358685,0.0160424407534017,0.0508436082018845,0.1253642755911763,4.3812827153791005,0.8404999943765664,0.4748798026139336,0.3999055989177346,0.2576036049756326,0.2615624193864939,0.5122382548585426,0.0504219010608577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.26,0.1823056300268097,0.1918918918918919,0.1080402010050252,0.0303738317757009,0.1424870466321244,0.47,0.53125,0.4949152542372881,0.4898648648648649,0.7926829268292683,1.2849740932642488,0.4898648648648649,0.2819767441860465,0.5863309352517987,0.2708933717579249,0.2318435754189944,0.1951219512195121,0.1728723404255321,0.0997506234413965,0.1484375,0.0575539568345324,-0.0556745182012847,-0.0981595092024538,-0.1403508771929824,-0.1197604790419161,-0.1551724137931034,-0.2864077669902912
FSQI-L^J16,0.0161315278052519,-0.0161315278052519,12.0,3.8554536285764724e-07,0.0565709906524322,0.025160881126094,0.2065031335065162,0.6221088273144101,87.59310000000005,-0.1015321453261237,0.0020465661623165,0.0005153795844854,1.0,0.7058040841401748,0.1204715927637569,4.2184351943134895e-08,0.2685776592989514,1.1406733367097352e-06,-0.0534046030528063,2.8640863095193484e-07,3.0,19.30388042391672,0.2575446961448614,-0.106476263296608,0.0830785782383394,-0.0092211203967838,0.0304092559394622,0.1423502981360466,0.0918585208475057,0.0424660205890839,-0.0344217517798866,-0.2637043458893169,8.0,0.4969233143365824,0.0187849060048999,0.03297446736227,0.0748994375832697,8.836055785033347,0.83851838434635,-0.0129184274656544,0.0463436613630261,-0.0424192314904922,0.0046615911045213,-0.0845364701026739,0.0099477587036582,0.008100810081008,0.0760290556900726,-0.0220070422535211,-0.0245829675153644,-0.0194174757281554,-0.0093624609897459,-0.0053715308863026,-0.0146341463414635,0.074468085106383,0.0807392996108948,-0.0150709219858156,0.0667306769083053,0.0924287118977384,0.1054726368159202,0.1530877010897768,0.1239251390996458,0.2162014230979747,0.1412429378531072,0.081265206812652,0.131364562118126,0.2365052865887591,0.2881159420289854,0.2168674698795178,0.2371937639198216,0.3741496598639453,0.50033760972316,0.5826210826210827,0.6302274394717533,0.7359374999999999,0.7454831107619795,0.9406113537117904,1.0863849765258211,1.304979253112033,1.0108597285067873,0.9105760963026652,1.1913214990138066,1.2813141683778233,1.0441582336706534,0.8814563928873833,1.1385948026948989,0.9646330680813436,0.7092307692307691,0.8959044368600682,0.9698581560283688,1.1427193828351014,0.9338555265448214,0.5692090395480225,0.6183539694100508,0.5681016231474947
FSRI-L,0.0259763340951825,0.0259763340951825,23.0,3.093076188844563e-07,0.0453846423853872,0.0481101367373485,0.7665314070786399,2.097728227006236,9.646,0.5217169133445333,0.0091144642453355,0.0112545530207744,1.0,3.341401787799648,0.1388079277178665,1.0113285934555421e-07,0.7038805505233907,1.065318767031967e-09,0.2744163887565505,1.7891101103795985e-07,4.0,0.3543673241621687,0.580517186095201,2.339075182916541,-0.1364387488942872,0.0373384994486713,0.1766335372258558,-0.1946660988478425,-0.0228050901877613,0.2147667794563093,0.2974822786777493,0.1105346744309157,7.0,2.2838185022400577,0.0395867327726873,0.062388728438044,0.2808526486285174,4.003521712606068,0.4669563565079296,0.3061405162591297,0.2713246527886931,0.0235805966594744,0.1573041076127319,0.3701399871141569,0.5899717521901688,-0.019650655021834,-0.0728744939271255,-0.3503546099290779,-0.4524805738194859,-0.4874090654728595,-0.4798409994321407,-0.4816072439162422,-0.394580304031725,-0.4180432020330368,-0.4345679012345679,-0.2552845528455285,-0.2089810017271157,-0.2069264069264069,-0.1325757575757575,0.0468571428571429,0.0763807285546416,0.2617079889807163,0.3123209169054441,0.3712574850299401,0.3984732824427481,0.5266666666666666,0.5343383584589616,0.6807339449541283,0.6126760563380282,0.6564195298372513,0.6654545454545455,0.8467741935483872,1.2287104622871046,1.6397694524495674,0.953091684434968,1.2396088019559903,2.5366795366795367,2.033112582781457,1.9171974522292992,0.854251012145749,0.7615384615384615,0.7153558052434457,0.2052631578947368,0.0865954922894425,0.1551071878940733,0.2445652173913042,0.2116402116402116,0.2378378378378378,0.2582417582417582,0.3313953488372094,0.4092307692307693,0.4656,0.4402515723270439,0.2513661202185793
FSRQ-L^J19,0.0186656871911312,-0.0186656871911312,26.0,9.703831983044595e-07,0.1423841242277571,0.0192229295368308,0.0788124420137702,0.6130460669625908,5.199999999999999,0.2342685060631144,0.0017780813744098,-0.0008410284576567,1.0,0.5354500616522812,0.0260632965774022,1.0565493483425049e-07,0.12991721967572,1.3891666195655876e-08,0.1232222222222222,2.0629422809912228e-06,3.0,0.547932952377342,0.3230364771606968,0.1308845393210918,0.2183967838060007,-0.0120979845322498,0.3950682959788326,0.2530098974439113,-0.089290415277328,-0.1730113455098862,1.0595467940249974,-0.5234082397003744,7.0,0.4593094944512947,0.0078435848933533,0.0245182995208482,0.0804563294086343,14.05256064690027,0.1768561295389888,0.0488472326742832,0.074487895716946,0.0212368104714833,0.0558254087706095,0.0372046754538672,0.0595467940249974,0.059090909090909,0.0045662100456622,-0.0067720090293452,-0.0833333333333332,-0.1164658634538152,-0.105691056910569,-0.1020408163265306,-0.0156599552572705,-0.0350877192982455,-0.0833333333333332,-0.0814196242171189,-0.0222222222222221,0.0451306413301664,0.06280193236715,0.0653753026634382,-0.0243902439024389,0.1139240506329113,0.1055276381909549,-0.0308370044052862,-0.037199124726477,0.0161662817551964,0.0022779043280183,0.0784313725490197,0.0476190476190476,0.1139240506329113,0.0232558139534884,-0.0697674418604651,0.0256410256410257,0.0731707317073173,-0.002267573696145,-0.2786885245901638,-0.1472868217054262,0.0731707317073173,0.0705596107055961,0.1139240506329113,0.1458333333333334,0.3333333333333335,-0.0455531453362255,-0.1729323308270676,-0.1570881226053638,0.0377358490566037,-0.1760299625468163,-0.140625,-0.2678868552412644,-0.323076923076923,-0.4172185430463575,-0.4499999999999999,-0.4607843137254901,-0.4965675057208237
FSRS-L,0.0152746982015274,-0.0152746982015274,22.0,1.72654540442429e-07,0.0253335646967045,0.0693456614509246,0.3143735588009224,2.5658090602929806,2.4000000000000004,0.2422679095628615,0.0050135236714734,0.0073404856013551,1.0,1.4209932279909707,0.3686440677966101,5.9459638526697476e-08,0.5749746707193516,8.790876384836425e-10,0.1274298056155507,2.1235585188106243e-07,4.0,0.2935482936743682,0.9272030651340996,0.3009336492641164,0.0480457170858671,0.0639347779446468,-0.0378586168209321,0.0150247195313636,0.0544384891631926,0.3927314981768642,0.1308141252955083,-0.0962732919254656,6.0,0.895033860045147,0.0213429256594724,0.0475935828877005,0.1016304347826087,5.246,-0.3226251257490746,0.0562310030395136,0.7911877394636014,0.0645479182064543,0.0572441742654508,-0.2079889807162533,0.2401891252955083,0.248091603053435,0.0102827763496144,-0.0609318996415769,-0.2202380952380952,-0.1611526147278548,0.048,0.0536193029490617,0.1180654338549076,0.2885245901639346,0.2092307692307693,0.1196581196581196,0.3528399311531842,0.4555555555555555,0.5472440944881891,1.1833333333333336,1.3818181818181818,1.8071428571428567,2.023076923076923,1.7578947368421054,1.8581818181818184,2.2479338842975207,2.182186234817814,2.8529411764705883,2.742857142857143,2.3025210084033616,3.09375,3.415730337078652,3.851851851851852,4.535211267605634,5.046153846153846,4.103896103896104,6.1454545454545455,4.822222222222222,3.881987577639752,4.310810810810811,5.046153846153846,3.136842105263158,2.2750000000000004,2.4778761061946906,2.589041095890411,2.182186234817814,2.524663677130045,2.7251184834123228,3.180851063829788,3.1151832460732987,3.366666666666667,2.9696969696969697,2.9104477611940305,2.508928571428571
FSSO-L,0.009568864284516,-0.009568864284516,16.0,8.35332497934957e-07,0.1225681631393379,0.1696915791244982,0.1144129013155543,3.9628226445996417,0.7059999999999997,0.0158621097532016,0.0001542869435389,0.0017517411245116,1.0,1.3858051548539705,0.1403280560931501,9.94481848792069e-08,0.3305796522812238,1.7807110470421592e-09,0.0083432657926102,1.4287667793990256e-06,3.0,0.0369718267688363,0.3636546994755946,0.2540172144343756,-0.0403365258093509,0.1683726857341791,-0.1522729072100735,0.0957796301569154,0.2385121396386076,-0.0806779403806371,0.1993215354591608,-0.2102314610054547,5.0,1.106455210618558,0.0149287251629807,0.042000877577885,0.0637093046292016,6.718460929345283,0.5494100978090725,0.1636238249065369,0.6416469774678729,-0.0200033551417545,-0.0338136546767812,-0.010006501686375,0.0822285934605584,-0.0025641025641025,0.0090556274256143,0.0276679841897233,-0.0747330960854092,-0.1085714285714285,0.0064516129032257,0.0833333333333332,0.2093023255813952,0.1572700296735905,0.1624441132637852,0.2341772151898733,0.2400635930047694,0.2420382165605095,0.2420382165605095,0.3636363636363637,0.4130434782608696,0.625,0.5918367346938773,0.5057915057915059,0.625,0.7647058823529411,0.7727272727272725,0.8483412322274881,0.7727272727272725,0.7218543046357615,0.8055555555555554,0.7528089887640448,0.7808219178082192,0.7808219178082192,0.7449664429530203,0.8352941176470587,0.7647058823529411,0.7647058823529411,0.7030567685589519,0.8660287081339715,0.7528089887640448,0.6082474226804124,0.3109243697478991,0.1607142857142858,0.2341772151898733,0.1854103343465045,0.1111111111111111,0.1504424778761062,0.5145631067961163,0.4857142857142857,0.5568862275449102,0.5234375,0.4130434782608696,0.3109243697478991
FSSR-L,0.081081081081081,-0.081081081081081,22.0,2.538014062085148e-06,0.3724022738018848,0.1556962025316455,0.122077922077922,1.8842553260475905,1.9,-0.1800366623773834,0.0016114174535962,0.0040376850605652,1.0,2.132701421800948,0.1714285714285714,1.56268381741973e-07,0.3458950201884253,9.53812647666178e-11,-0.0946969696969697,1.8321120618024424e-06,3.0,0.0100594175727926,0.2619808306709266,0.1846638302302533,0.0756233257778693,-0.0761904761904762,-0.042564714521755,0.1586403709932221,0.1691477999446197,0.223333945290986,0.2111210397131515,-2.172413793103448,6.0,1.3933649289099523,0.0263157894736842,0.0469061876247504,0.1144130757800891,6.857142857142858,0.7815821228178209,0.0915208613728128,0.5047923322683706,0.216216216216215,-0.0121130551816958,-0.2093023255813953,0.0310262529832936,-0.0612244897959183,0.1666666666666667,0.0208333333333332,0.0425531914893617,-0.0841121495327104,0.0425531914893617,0.0425531914893617,-0.0754716981132076,0.2249999999999998,0.4000000000000001,0.441176470588235,0.7192982456140351,0.7499999999999998,1.0,0.7818181818181817,1.0416666666666663,1.0416666666666663,0.5555555555555556,0.4848484848484848,0.4848484848484848,0.6333333333333333,0.7192982456140351,0.7192982456140351,0.8846153846153846,0.6333333333333333,0.4848484848484848,0.4848484848484848,0.8846153846153846,0.6333333333333333,0.96,1.227272727272727,1.8000000000000005,1.5789473684210529,1.4499999999999995,0.8846153846153846,0.8846153846153846,0.8846153846153846,0.4000000000000001,0.3243243243243243,0.1136363636363635,-0.1090909090909091,-0.1551724137931034,-0.1694915254237288,-0.2222222222222222,-0.2999999999999999,-0.1551724137931034,-0.2283464566929134,-0.3098591549295775,-0.4024390243902439
FSSU-L^H22,0.0392706872370266,-0.0392706872370266,10.0,4.701725961356202e-05,6.898832693479617,0.053270259152612,0.1315307057745188,6.769372475850574,7.1000000000000005,0.1000624818265877,0.0005380363749028,0.0016686297605025,1.0,0.7261904761904762,0.2285491419656786,1.541639434236981e-05,0.8949744797801332,4.314570366881101e-08,0.0526315789473684,0.0002210963316717,4.0,0.000988028477768,1.479797979797977,-0.1141409988178166,-0.1998880502273619,0.0871526752962013,-0.0900731002069622,-0.2061796926696566,-0.0684900813196577,0.020288796568131,0.1098530367494877,-0.697508896797153,6.0,0.6785714285714286,0.0249707374170893,0.1394335511982571,0.0605929452499459,12.441435341909276,0.6251266267021539,-0.0404397330192382,1.164141414141414,-0.0254458024443995,0.0043188064389478,-0.1421881651766709,0.0648432520136755,0.0,0.0,0.0606060606060605,0.0606060606060605,0.0606060606060605,0.0,0.0,0.0,0.1052631578947369,0.1052631578947369,0.1052631578947369,0.0194174757281553,0.0194174757281553,0.0194174757281553,0.1052631578947369,0.1052631578947369,0.1052631578947369,-0.0186915887850467,-0.0186915887850467,0.0194174757281553,0.0194174757281553,0.0194174757281553,0.0194174757281553,0.1052631578947369,0.1052631578947369,0.1052631578947369,0.1666666666666667,0.1666666666666667,0.3125,0.3125,0.3125,0.3125,0.3125,0.05,0.05,0.05,0.05,-0.1393442622950819,-0.1249999999999998,-0.1249999999999998,-0.1249999999999998,-0.0454545454545455,-0.0869565217391303,-0.1249999999999998,-0.1249999999999998,-0.1984732824427481,-0.146341463414634,-0.1599999999999999,-0.1249999999999998
