firms,absacc,acc,age,agr,cashdebt,currat,depr,egr,gma,grltnoa,lgr,mve_ia,operprof,pchcapx_ia,pchcurrat,pchdepr,pchquick,pchsale_pchrect,pctacc,quick,roic,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,0.0335864479580991,0.0335864479580991,20.0,0.1849771597667135,0.2032752741992374,1.3733915909132983,0.2840123176333989,0.4746497769180369,0.5659972610873291,0.0146521591444503,0.0566878540831835,0.2969337204916453,0.5560200929768179,0.4168441899396443,0.0777763710766753,0.2091331599811619,0.0651583594072382,0.132120027479713,0.3111246447421844,1.0424712569196306,0.144497403238942,0.3091744196284448,-0.1103202846975088,0.357487922705314,0.4336734693877551,0.5611111111111111,0.5875706214689265,0.5875706214689265,0.5524861878453038,0.338095238095238,0.5611111111111111,0.7898089171974523,0.6726190476190477,0.6529411764705884,0.7562499999999999,0.7898089171974523,0.7345679012345678,0.8246753246753247,0.7562499999999999,0.7784810126582278,0.8733333333333333,1.051094890510949,1.1953125,1.4867256637168142,1.650943396226415,1.782178217821782,1.838383838383839,1.782178217821782,1.676190476190476,1.5545454545454542,1.676190476190476,1.8969072164948453,1.9270833333333333,2.469135802469136,2.1931818181818183,2.385542168674699,2.602564102564102,3.532258064516129,3.257575757575758,3.6833333333333336,3.532258064516129,4.1090909090909085,4.017857142857142,4.62,4.403846153846154,4.854166666666667,4.854166666666667,5.386363636363637,5.108695652173913,4.854166666666667,4.62
BBOU_00-L,0.0043357902811593,-0.0043357902811593,20.0,0.1483949555746632,0.1593492929106202,1.1959906163361058,0.1063632141198328,-0.1193353474320241,0.3635712238463743,0.0690391221692292,0.2111179235642755,10.5253042004255,0.8527190332326284,0.1219572737215243,-0.0318171201088667,-0.0153805321478335,-0.056138939776352,-0.0858599579366048,-0.0434782608695652,0.6118575389208787,0.1443700464607816,0.0814062291137548,-0.0807770961145193,-0.0605187319884726,-0.0756143667296787,-0.05324298160697,-0.0523255813953489,-0.0944444444444445,-0.0936051899907322,-0.1019283746556475,-0.1019283746556475,-0.0659025787965617,-0.0200400801603207,-0.0614203454894434,-0.0977859778597786,-0.0756143667296787,-0.0523255813953489,-0.0180722891566266,-0.0229770229770229,-0.0239520958083833,0.0020491803278688,0.0020491803278688,0.0393198724760892,0.0404255319148936,0.0550161812297733,0.061889250814332,0.1013513513513511,0.0806629834254142,0.0747252747252746,0.1038374717832957,0.156028368794326,0.1601423487544484,0.1533018867924527,0.1740696278511404,0.1783132530120479,0.2149068322981364,0.2490421455938696,0.1868932038834949,0.2317380352644835,0.263565891472868,0.2902374670184695,0.314516129032258,0.3415637860082303,0.3162853297442798,0.332425068119891,0.3288043478260869,0.4051724137931034,0.4298245614035088,0.4277372262773722,0.3360655737704916,0.3697478991596639
BBTU_63-L^C18,0.0061079766033438,0.0061079766033438,19.0,0.2650955563372025,0.2271398192450824,0.3656277827248442,0.1910538286580743,-0.2809060456213111,0.6423965294876304,0.0829235467674234,0.0337883497769968,0.6784145747905214,-0.6406125378848301,-0.1986419706385929,0.2196115549632914,0.095405324216459,0.2196115549632914,-1.4304269698035077,0.0202470830473575,0.3656277827248442,0.408663081060315,0.2784679089026915,-0.1992337164750958,-0.0577617328519856,-0.0611510791366906,0.0235294117647058,0.0,-0.0509090909090909,0.0,-0.2434782608695652,-0.3002680965147453,-0.282967032967033,-0.227810650887574,-0.3002680965147453,-0.2478386167146975,-0.2478386167146975,-0.2346041055718475,-0.2434782608695652,-0.3255813953488372,-0.2668539325842697,-0.245664739884393,-0.2542857142857143,-0.2162162162162162,-0.2090909090909091,-0.2090909090909091,-0.2521489971346705,-0.2208955223880597,-0.2689075630252101,-0.7238095238095238,-0.705749718151071,-0.7047511312217194,-0.7023945267958951,-0.6781750924784217,-0.683252427184466,-0.6597131681877444,-0.656578947368421,-0.6303116147308783,-0.6303116147308783,-0.6282051282051282,-0.6045454545454545,-0.6375,-0.6579292267365662,-0.6359832635983264,-0.619533527696793,-0.5797101449275363,-0.5857142857142857,-0.613905325443787,-0.5843949044585988,-0.5857142857142857,-0.6003062787136295,-0.5972222222222223
BCQE_67-L^A14,0.0608764103909734,0.0608764103909734,20.0,-0.0829979879275654,0.131811697574893,1.427536231884058,0.226950354609929,-2.885,0.3480885311871227,0.110207294673294,-0.3529135338345864,0.9311353616286476,-1.255,-0.1515478140575857,0.0391059274359744,0.07973350526542,0.107445111399524,-0.0943323801760537,0.6946107784431138,1.2536231884057971,0.1494404213298222,-0.1772053083528493,-0.2075,0.0781671159029648,0.2779552715654951,0.2698412698412697,0.3071895424836601,0.4084507042253522,0.3114754098360657,-0.0243902439024389,0.0362694300518136,-0.0566037735849057,-0.1578947368421053,-0.1853360488798371,-0.1735537190082644,-0.0314769975786924,0.095890410958904,0.1594202898550725,0.0638297872340425,0.1627906976744186,0.21580547112462,0.3937282229965155,0.4705882352941175,0.5873015873015872,0.7094017094017095,0.639344262295082,0.4705882352941175,0.4440433212996391,0.4545454545454546,0.6736401673640167,0.556420233463035,0.8518518518518516,0.8518518518518516,1.4844720496894408,1.2857142857142856,1.2857142857142856,1.5806451612903225,2.252032520325203,1.9197080291970805,1.684563758389262,1.1739130434782608,0.9801980198019802,0.7543859649122808,1.2099447513812156,0.8264840182648403,1.2099447513812156,1.9197080291970805,1.366863905325444,1.1739130434782608,0.96078431372549,1.13903743315508
BDAJ_H9-L,0.0507614213197969,-0.0507614213197969,13.0,-0.2968299711815562,0.0327799364182267,0.5497925311203319,0.1590401785714285,-1.1766268260292163,0.3216138328530259,-0.0157021996615899,-0.2132037364301945,0.1402950601250408,3.03054448871182,-0.0875223846458069,-0.7250343337163905,0.1980293036332181,-0.7309330380687921,0.6067521247124007,-7.075471698113208,0.5321576763485476,0.2294106711284625,-0.0276564774381369,-0.1136363636363636,-0.0736842105263158,-0.0927835051546391,-0.0638297872340425,-0.0434782608695653,-0.0329670329670329,-0.1926605504587156,-0.0927835051546391,-0.4601226993865031,-0.4853801169590643,-0.4761904761904761,-0.5138121546961326,-0.5621890547263682,-0.5510204081632653,-0.5728155339805825,-0.7095709570957096,-0.7241379310344828,-0.7292307692307692,-0.7653333333333333,-0.7478510028653296,-0.7317073170731707,-0.7206349206349206,-0.6728624535315986,-0.6799999999999999,-0.6933797909407666,-0.722397476340694,-0.7341389728096677,-0.7478510028653296,-0.7634408602150538,-0.7929411764705883,-0.7990867579908676,-0.7894736842105263,-0.7894736842105263,-0.7755102040816326,-0.7595628415300546,-0.7678100263852243,-0.7647058823529411,-0.7555555555555555,-0.772609819121447,-0.772609819121447,-0.7647058823529411,-0.7602179836512262,-0.7914691943127962,-0.7794486215538847,-0.7766497461928934,-0.7777777777777778,-0.7853658536585366,-0.7894736842105263,-0.7953488372093023
BLNT_37-L^D19,0.0475357706511378,0.0475357706511378,11.0,0.0502122433724003,0.1471370037140584,1.1273993189237028,0.4919707432680913,0.3598313387486823,0.2724590864190939,0.0719410689265367,-0.0329301397752902,0.3822183391387924,1.0446270230048986,0.0182657820841916,-0.0011710936616012,-0.2037409075559195,-0.0011710936616012,-0.1430877199039958,0.5041987790392531,1.1273993189237028,0.0872066060692033,0.024366717956962,0.026246719160105,0.016,0.016,0.0583333333333333,0.1043478260869565,0.1475903614457832,0.1272189349112427,0.0409836065573769,0.0214477211796246,-0.0230769230769229,0.0187165775401068,-0.0797101449275361,-0.1717391304347825,-0.1118881118881118,-0.1533333333333333,-0.1056338028169013,-0.0403022670025189,-0.0928571428571428,-0.0661764705882352,-0.0774818401937045,-0.0280612244897958,-0.0329949238578679,0.0672268907563025,-0.0474999999999999,0.0762711864406779,-0.0026178010471203,0.0438356164383562,-0.199579831932773,-0.1626373626373626,-0.2364729458917835,-0.2079002079002078,-0.1858974358974358,-0.1160092807424593,-0.0522388059701491,-0.0638820638820639,0.0052770448548813,0.0732394366197184,0.1140350877192983,-0.0103896103896103,0.0241935483870967,-0.0103896103896103,0.0241935483870967,0.0583333333333333,-0.187633262260128,-0.1098130841121495,-0.1014150943396227,-0.155210643015521,-0.0863309352517985,-0.1824034334763948
BPVK_29-L,0.0488512459825102,-0.0488512459825102,12.0,0.575238831148648,0.302260566737105,1.124777780386516,0.1964328772305673,-0.0506183332457636,0.8272492026482186,0.3971895916299697,1.2379455018358447,14.253261366644562,0.9355694496621026,0.2470496258955331,-0.3725923680846073,0.1482464023612462,-0.3662221254057704,-0.2151128851795686,-0.3422698708188788,0.9852505469731336,0.2312598523381111,0.0977006098777819,-0.0229357798165137,0.0366143604374702,0.0824230387288977,0.1608093716719913,0.0455635491606714,0.0073937153419594,-0.0488656195462479,-0.0643776824034334,-0.1191919191919191,-0.1036184210526315,-0.1383399209486165,-0.1798344620015047,-0.1874767051807677,-0.1964614817545152,-0.1979396615158204,-0.2241992882562278,-0.2490527040992077,-0.2055393586005831,-0.245674740484429,-0.3083756345177665,-0.3463268365817091,-0.3653566229985444,-0.3261205564142194,-0.3321078431372549,-0.2388268156424581,-0.2805280528052805,-0.2500859993120055,-0.1767371601208459,-0.2026335040234088,-0.2294096854012017,-0.1907943578322197,-0.1397000789265982,-0.1792168674698794,-0.1484375,-0.1481047284095349,-0.0566854175681522,-0.0743099787685774,-0.0442788250767206,0.0390848427073402,0.051108968177435,0.0760118460019743,0.1540497617787188,0.0495907558979298,-0.0280873829692376,-0.0480349344978164,-0.1467710371819961,-0.1159772911597728,-0.1112922951487973,-0.1407173827355143
BUBP_92-L^K18,0.2509372656835791,-0.2509372656835791,12.0,0.0413265306122449,0.029299519881817,0.8969889064976229,0.3704819277108434,-4.574468085106383,0.7625,0.0154961259685019,0.0973405628711593,3.681305843525226,17.404255319148938,-0.163182049782897,-0.0135096325459011,0.2928275602409638,0.2998229593788633,-0.1067299041301417,-7.905511811023622,0.8489170628631801,0.3871362940275651,0.088112502746649,-0.1460674157303371,-0.0255474452554745,-0.0664335664335664,-0.0378378378378377,-0.0395683453237409,-0.1373182552504039,-0.1245901639344262,-0.2260869565217391,-0.2192982456140351,-0.2053571428571428,-0.1847328244274809,-0.1603773584905661,-0.1884498480243162,-0.0856164383561643,-0.0498220640569395,-0.0290909090909091,-0.0582010582010582,0.0229885057471264,0.0171428571428571,-0.014760147601476,-0.021978021978022,-0.0598591549295774,-0.0395683453237409,-0.0565371024734983,-0.0111111111111111,0.015209125475285,-0.0018691588785045,0.0491159135559922,0.0637450199203188,0.0766129032258065,0.0616302186878727,0.0229885057471264,-0.0378378378378377,-0.0598591549295774,-0.0129390018484288,0.0075471698113207,-0.0037313432835821,-0.0111111111111111,-0.0664335664335664,-0.068062827225131,-0.0664335664335664,-0.0498220640569395,-0.0498220640569395,0.0450097847358119,0.1033057851239669,0.1010309278350516,-0.1158940397350993,-0.1359223300970873,-0.1099999999999999
BUNQ_03-L^K12,0.6811440677966101,-0.6811440677966101,20.0,-0.5574021012416428,-2.6818102999826605,1.019777503090235,2.101351351351352,-0.8461443400889768,0.2147086914995224,-0.6308262711864404,0.4251471825063077,0.0065241974176056,-0.3442906574394463,-0.2043456246664332,-0.6180184950028899,2.705608834641094,-0.6788989527592014,-1.34506065082136,-0.6394828443560417,0.7667902760609807,0.4815070066620721,0.2003938946331856,-0.1,-0.0476190476190475,-0.0909090909090908,-0.1304347826086956,-0.0476190476190475,-0.2307692307692307,-0.2307692307692307,-0.3103448275862068,-0.2307692307692307,-0.375,-0.4594594594594594,-0.2307692307692307,0.0,0.0526315789473683,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.25,0.25,0.25,0.25,0.25,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.25,0.25,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286
BWQW_65-L^I10,0.0419115879640757,-0.0419115879640757,6.0,-0.0375230498734937,0.2459036691567955,2.4200455580865605,0.1658447231224461,0.1867463214957407,0.393713281015481,-0.0482485851014918,-0.1503168180777159,0.584120448364097,0.340081867463215,0.057959511667719,-0.0221235097087815,-0.0651899223836168,-0.0346937785670773,-0.0918690437591167,-0.5321864594894564,1.5059225512528478,0.0923848878394333,-0.0584714843499967,-0.1724137931034483,-0.0279329608938547,-0.043956043956044,0.0357142857142858,-0.0744680851063829,-0.0169491525423729,-0.0890052356020941,-0.2054794520547944,-0.2266666666666666,-0.275,-0.2368421052631578,-0.3333333333333332,-0.3555555555555556,-0.348314606741573,-0.3531598513011152,-0.3149606299212598,-0.3695652173913043,-0.2926829268292683,-0.275,-0.2780082987551867,-0.2658227848101266,-0.3916083916083915,-0.3873239436619717,-0.3979238754325259,-0.3807829181494662,-0.4867256637168141,-0.4912280701754385,-0.4805970149253731,-0.462962962962963,-0.42,-0.3958333333333332,-0.3602941176470589,-0.4020618556701031,-0.3916083916083915,-0.364963503649635,-0.3458646616541354,-0.3579335793357934,-0.2897959183673469,-0.3433962264150944,-0.3785714285714285,-0.3695652173913043,-0.3149606299212598,-0.3012048192771085,-0.3149606299212598,-0.3507462686567164,-0.3333333333333332,-0.3095238095238095,-0.3602941176470589,-0.3333333333333332
