firms,absacc,acc,age,cashdebt,chcsho,chinv,currat,depr,grltnoa,herf,mve_ia,pctacc,quick,roic,saleinv,salerec,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.0902061855670103,-0.0902061855670103,8.0,0.2601855586930213,0.0020718232044198,0.0008591065292096,0.8989463601532568,0.0727272727272727,0.0843765341188,5.114626323297311e-06,3.7666353102195687,-1.3279132791327912,0.4781289910600255,0.0950276971775257,7.613429438543247,35.45759717314488,0.469584359179553,0.0380794701986755,0.0202702702702703,0.0395869191049915,-0.0146818923327894,0.0066666666666665,-0.0273752012882447,0.0100334448160535,-0.0210696920583468,0.0449826989619377,0.1289719626168224,0.1570881226053639,0.1226765799256506,0.1889763779527558,0.51,0.3789954337899544,0.4484412470023982,0.532994923857868,0.7764705882352942,0.6871508379888267,0.9610389610389608,0.9235668789808916,1.2205882352941173,1.141843971631206,1.2124542124542126,1.1805054151624548,1.3230769230769228,1.5811965811965814,1.359375,1.672566371681416,1.6375545851528384,1.649122807017544,1.7706422018348622,1.7207207207207205,1.7454545454545451,1.4958677685950414,1.1726618705035974,1.2878787878787876,1.0268456375838926,1.054421768707483,1.0,0.8757763975155279,0.7456647398843932,0.7869822485207101,0.8875,0.9113924050632912,1.0,1.0827586206896551,1.1884057971014497,1.445344129554656
BALZ_07-L^I10,0.0096089302797583,-0.0096089302797583,8.0,0.1521336811981475,0.001031347425461,0.0413110005866838,1.8367826904985889,0.2252258764004336,-0.03279087098769,2.0810904184258488e-08,0.1527020634211498,-0.1711864406779662,1.3049545312010034,0.0436747315925869,5.391509433962264,3.468516310826921,0.3231299276522514,0.0555555555555555,0.0909090909090908,0.0588235294117645,0.0,0.125,0.2413793103448276,0.2413793103448276,0.2857142857142856,0.161290322580645,0.3333333333333332,0.3846153846153846,0.5652173913043477,0.5652173913043477,0.5,0.4399999999999999,0.3846153846153846,0.5,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7142857142857142,0.6363636363636362,0.5652173913043477,0.5652173913043477,0.3846153846153846,0.3333333333333332,0.2413793103448276,0.1999999999999999,0.125,0.0588235294117645,0.0285714285714286,0.0909090909090908,0.125,0.125,0.5,0.5,0.5,0.5,0.5652173913043477,0.7999999999999998,1.117647058823529,1.117647058823529,1.7692307692307692,1.5714285714285712,1.5714285714285712,1.7692307692307692,1.7692307692307692,4.142857142857142
BAMD_17-L^J98,0.1365149081328005,-0.1365149081328005,8.0,0.1174877391071231,0.0012048192771084,0.0225289548434042,1.3085600372435031,0.0742816734434958,-0.0260198251949045,6.540909292200979e-08,0.6440587551573065,-2.5336746403036456,1.188055817506834,0.0700442095341084,7.493940894832425,1.0950841503898712,0.6115367222897748,-0.0564516129032258,0.0,0.0,0.1071428571428569,0.1221719457013574,0.1753554502369669,0.1272727272727272,0.1588785046728971,0.1643192488262912,0.24,0.1923076923076923,0.1753554502369669,0.2216748768472907,0.2038834951456309,0.2156862745098038,0.2097560975609758,0.2277227722772277,0.5308641975308641,0.493975903614458,0.5796178343949043,0.710344827586207,0.6756756756756757,0.5308641975308641,0.4011299435028248,0.5030303030303032,0.5696202531645569,0.4761904761904763,0.3626373626373627,0.4011299435028248,0.5121951219512195,0.6103896103896103,0.2216748768472907,0.1534883720930233,0.092511013215859,0.0376569037656904,0.0973451327433629,0.1809523809523809,0.2216748768472907,0.2653061224489796,0.3478260869565217,0.3478260869565217,0.2525252525252526,0.2277227722772277,0.3701657458563536,0.4335260115606936,0.5999999999999999,0.5999999999999999,0.6756756756756757,0.968253968253968
BBNH_32-L^L97,0.0959706632082643,-0.0959706632082643,10.0,0.0320630749014454,0.0014292520247737,-0.0044720719109163,1.847747093023256,0.1083916083916083,-0.0160994588792987,0.0001022667781393,15.978058564836982,-18.5,1.4269622093023255,0.1678720140258602,7.7495682210708114,6.498189717595945,6.398715394934468,-0.0107758620689655,0.0086956521739129,-0.0333333333333333,-0.0085470085470085,0.0569476082004556,0.0841121495327101,0.0715935334872979,0.0691244239631336,0.1021377672209025,0.0617848970251715,0.0617848970251715,0.0,0.0569476082004556,0.0642201834862383,0.0545454545454544,0.1344743276283617,0.2178477690288713,0.1989664082687336,0.162907268170426,0.1658291457286431,0.1746835443037973,0.2242744063324537,0.2712328767123286,0.1400491400491399,0.2275132275132274,0.1127098321342925,0.1542288557213931,0.0426966292134829,0.1180722891566263,0.1262135922330096,0.0917647058823529,-0.0252100840336134,0.0265486725663717,-0.0085470085470085,-0.0313152400835073,-0.0252100840336134,0.1127098321342925,0.1372549019607842,0.1153846153846152,0.0197802197802197,0.1100478468899521,0.0790697674418603,0.145679012345679,0.1317073170731708,0.0740740740740739,0.0220264317180616,0.0521541950113377,-0.0021505376344087,0.0380313199105144
BBOU_00-L,0.0417289486796213,-0.0417289486796213,8.0,0.2277388019427954,-0.0010351966873706,-0.0039860488290981,1.3946345256609642,0.0908571428571428,-0.018684603886395,2.841088256688336e-05,14.636105540692224,-0.4890510948905109,0.6687402799377916,0.0895683939926938,2.533476164970541,3.925311203319502,0.480559457367791,0.0311284046692608,0.0098231827111983,-0.0392523364485981,-0.0705244122965642,-0.041044776119403,-0.0603290676416818,-0.041044776119403,-0.0805008944543829,-0.0446096654275093,-0.032015065913371,-0.032015065913371,-0.0637522768670311,-0.0338345864661655,-0.1228668941979522,-0.1461794019933554,-0.1076388888888889,-0.1045296167247388,-0.0805008944543829,-0.0722021660649819,-0.0516605166051661,-0.0246679316888045,0.055441478439425,0.055441478439425,-0.0134357005758157,-0.0172084130019122,-0.0534069981583793,-0.0190839694656489,-0.0886524822695035,-0.0038759689922481,0.0138067061143982,-0.0586080586080586,-0.0755395683453237,-0.0499075785582255,-0.1461794019933554,-0.1587561374795418,-0.0705244122965642,-0.0654545454545455,0.0239043824701195,0.0489795918367346,-0.1273344651952461,-0.0463821892393321,-0.0671506352087114,-0.0551470588235295,-0.0771992818671455,-0.1076388888888889,-0.0153256704980843,-0.0338345864661655,-0.1390284757118928,-0.2043343653250774
BBQS_26-L^G99,0.0552963647180386,-0.0552963647180386,8.0,0.1627413322551299,0.0001414227124876,0.0263644049221905,1.708792060784618,0.1163533167789996,-0.0152174593731401,1.3077626950049665e-05,2.342344984660882,-0.9255765199161424,0.9837184059544116,0.1200687197760244,6.862917023096664,6.480411954765751,0.4236592384773962,0.1019283746556474,0.03125,0.0027624309392264,-0.0268096514745308,0.0027624309392264,0.0371428571428571,-0.0027472527472528,0.0139664804469272,-0.0189189189189189,0.0521739130434781,0.0196629213483146,0.0739644970414201,0.1709677419354838,0.0933734939759036,0.0371428571428571,-0.0546875,-0.0786802030456853,0.0139664804469272,-0.0135869565217392,-0.0189189189189189,-0.0241935483870968,0.0139664804469272,0.0371428571428571,0.0139664804469272,0.1203703703703702,0.0868263473053891,0.0491329479768785,0.0139664804469272,0.0676470588235294,0.1862745098039215,0.1273291925465838,0.0739644970414201,0.0739644970414201,0.0371428571428571,0.0139664804469272,0.141509433962264,0.1785714285714286,0.1067073170731707,0.1487341772151897,0.0739644970414201,0.2263513513513513,0.2604166666666667,0.2099999999999999,0.1560509554140126,0.1343749999999999,0.1273291925465838,0.2517241379310344,0.3646616541353382,0.5512820512820513
BBTU_63-L^C18,0.0763284287565754,-0.0763284287565754,8.0,0.0471202458447609,0.0008539709649871,-9.148433330792016e-05,0.863081549619671,0.0280234357727172,-0.0472974003201843,1.857524219033716e-05,4.48111359367534,-12.150485436893202,0.8328321245356448,0.0797730307076101,223.66081871345023,16.900574458683163,2.369201178281361,0.1321138211382113,0.0271398747390396,-0.0257425742574257,-0.021868787276342,0.0695652173913043,0.1258581235697939,0.0626349892008639,0.055793991416309,0.0789473684210526,0.0957683741648105,0.2058823529411764,0.3937677053824362,0.4260869565217391,0.2519083969465647,0.1912832929782082,0.2299999999999999,0.1912832929782082,0.1912832929782082,0.1258581235697939,0.1468531468531468,0.1912832929782082,0.1576470588235294,0.2148148148148148,0.1912832929782082,0.2981530343007914,0.3591160220994474,0.3405994550408719,0.2208436724565756,0.1855421686746987,0.3190348525469169,0.2519083969465647,0.0957683741648105,0.0490405117270786,-0.0352941176470588,0.0,0.2551020408163265,0.3516483516483515,0.1855421686746987,0.0837004405286343,0.0102669404517452,0.074235807860262,0.0789473684210526,0.1388888888888888,0.2519083969465647,0.1576470588235294,0.0468085106382978,-0.0238095238095238,0.1156462585034012,0.0512820512820513
BBVN_02-L^I99,0.0502164502164502,-0.0502164502164502,8.0,0.1784651992861392,0.000290613193839,0.0114285714285714,1.5448916408668731,0.1764705882352941,-0.0412121212121204,1.2172067374109362e-07,0.9462318570246446,-0.7435897435897436,1.1493808049535603,0.1074748977314987,6.058708414872799,2.864014801110084,0.43017707291551,0.0,0.0641025641025641,0.0779220779220779,0.0506329113924048,0.0921052631578946,0.0921052631578946,0.0921052631578946,0.1369863013698629,0.3279999999999998,0.4690265486725664,0.3387096774193547,0.296875,0.2671755725190838,0.2671755725190838,0.2388059701492535,0.2868217054263564,0.360655737704918,0.5090909090909088,0.482142857142857,0.5229357798165135,0.6599999999999999,0.7291666666666667,0.8043478260869563,0.8241758241758241,1.0,0.9302325581395348,0.9302325581395348,0.7473684210526317,0.9302325581395348,1.0493827160493825,0.8241758241758241,0.8043478260869563,0.296875,0.2296296296296294,0.1527777777777776,0.360655737704918,0.2868217054263564,0.1448275862068966,0.2028985507246377,-0.1741293532338308,-0.0404624277456647,0.0506329113924048,-0.0348837209302326,-0.0621468926553673,-0.0404624277456647,-0.1443298969072165,-0.2420091324200913,-0.2589285714285715,-0.1822660098522167
BCPS_48-L^C06,0.0730155694964367,-0.0730155694964367,8.0,0.1149033404664321,0.0016447368421052,-0.0159004493605254,1.1520324679507827,0.0575218972493981,-0.1622404777488367,6.384882590970112e-05,5.950424041561804,-1.9808459696727847,0.9107131353475488,0.0674383658911144,18.92899092365189,9.342292490118576,0.3849449664856469,0.0,-0.0166666666666666,-0.0649762282091916,0.1411992263056094,0.2040816326530612,0.213991769547325,0.1281070745697896,0.1238095238095238,0.1111111111111111,0.1174242424242424,0.0905730129390018,0.2394957983193277,0.2190082644628099,0.2164948453608248,0.209016393442623,0.0649819494584837,0.0207612456747405,0.0120068610634649,-0.0559999999999999,0.0189982728842832,0.0207612456747405,0.0405643738977072,0.0189982728842832,-0.0327868852459015,-0.0280065897858319,-0.0752351097178682,-0.0375203915171288,-0.133627019089574,-0.1019786910197868,-0.078125,-0.0529695024077047,-0.1678420310296191,-0.1486291486291485,-0.1323529411764705,-0.1631205673758864,-0.0866873065015478,-0.059011164274322,0.0442477876106195,0.0611510791366907,-0.0895061728395061,-0.1127819548872181,-0.0453074433656957,-0.0084033613445377,0.0442477876106195,0.0296684118673646,0.0498220640569395,0.063063063063063,0.1706349206349207,0.2016293279022403
BCQE_67-L^A14,0.0879607942056142,-0.0879607942056142,8.0,0.1869425615412058,0.0021186440677966,0.0094411012215775,1.8289489489489488,0.12724033120218,-0.009260927534141,8.578442054205457e-06,8.474990820281068,-1.2647668393782383,1.2412012012012013,0.1366397152694495,5.311874105865522,4.066176470588235,0.835025773662184,0.1508746355685131,-0.0206995003568878,-0.0663490983327662,0.0269461077844312,0.0635658914728682,0.0129198966408268,0.0893211591901548,0.0958466453674122,0.0561970746728253,0.1563421828908555,0.1812311665949204,0.183779119930975,0.2338129496402878,0.2535404294198264,0.298627543776621,0.4086242299794662,0.3865588681152099,0.4872628726287265,0.5110132158590308,0.6762370189370801,0.7150000000000001,0.7806619078520443,0.854054054054054,0.6865396435156732,0.6844689993861266,0.7411167512690355,0.7737556561085972,0.6431137724550899,0.5590909090909091,0.6782874617737003,0.7182216656230431,0.5160220994475138,0.587962962962963,0.5459154929577466,0.5962769051774286,0.6490384615384615,0.6207914943886592,0.7203761755485896,0.778353856124433,0.8366800535475236,0.8232558139534885,0.946099290780142,1.072507552870091,1.0371195248700815,1.1271317829457366,1.007315288953914,1.072507552870091,1.1657458563535914,1.5478180129990715
