firms,absacc,acc,age,cashdebt,chcsho,chinv,currat,depr,grltnoa,herf,mve_ia,pctacc,quick,roic,saleinv,salerec,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BCUB_73-L^L00,0.0537369470843599,-0.0537369470843599,8.0,0.2237630352784557,0.0021052631578947,-0.0043803042747076,1.833543771043771,0.1187627662678727,-0.021901521373536,3.0607345169757447e-06,4.587843013225208,-0.4267080745341614,1.4400252525252524,0.1497625329815303,8.302139037433156,6.175417661097852,0.5454941623376661,0.0581818181818183,-0.0316901408450703,-0.0740740740740741,0.0,0.0476190476190476,0.0128913443830571,0.0396975425330812,0.0128913443830571,0.1022044088176352,0.1293634496919917,0.1410788381742738,0.1982570806100219,0.2443438914027149,0.2731481481481481,0.2359550561797752,0.2820512820512819,0.3285024154589373,0.3819095477386935,0.4285714285714286,0.5151515151515151,0.4705882352941175,0.6034985422740524,0.6176470588235294,0.4397905759162304,0.4705882352941175,0.5406162464985995,0.5850144092219018,0.4864864864864864,0.421188630490956,0.566951566951567,0.5193370165745856,0.3349514563106797,0.3959390862944163,0.3349514563106797,0.3095238095238095,0.371571072319202,0.4322916666666667,0.6081871345029239,0.5895953757225434,0.5277777777777777,0.558073654390935,0.5714285714285714,0.6923076923076923,0.746031746031746,0.8032786885245902,0.8456375838926176,0.8151815181518154,0.740506329113924,0.8518518518518516
BCZR_85-L^G00,0.0539219126013976,-0.0539219126013976,7.0,0.1371805663198812,0.0003514938488576,-0.0116637469442289,2.412933600503323,0.1529393997416445,0.1011114955401012,1.4241508852497035e-06,1.2159989869888126,-1.4410527685036638,1.791731652770655,0.0547799154572182,4.506544903656295,2.40055944943647,0.6771512239679582,0.1466666666666667,-0.1818181818181817,-0.2598684210526316,-0.2346938775510204,-0.2268041237113403,-0.2622950819672131,-0.296875,-0.3382352941176471,-0.3181818181818181,-0.2622950819672131,-0.2574257425742574,-0.2105263157894736,-0.1106719367588932,-0.1106719367588932,-0.1697416974169742,-0.1727941176470588,-0.1477272727272728,-0.1245136186770426,-0.1727941176470588,-0.0702479338842975,-0.0425531914893617,-0.0174672489082969,0.0180995475113121,0.0089686098654708,0.0,-0.1035856573705178,-0.0384615384615384,-0.1379310344827585,-0.1176470588235293,0.0135135135135133,-0.0088105726872246,-0.0585774058577406,0.0765550239234451,0.0044642857142855,0.0135135135135133,0.1658031088082903,0.1904761904761904,0.0765550239234451,0.0,-0.1176470588235293,-0.0853658536585365,0.0227272727272727,0.1138613861386139,0.0869565217391306,0.0714285714285714,0.1780104712041885,0.3235294117647058,0.40625,0.4610389610389609
BDAJ_H9-L,0.1035703747418117,-0.1035703747418117,2.0,0.0628200751109593,0.0011976047904191,-0.0079669519032162,1.143730886850153,0.0800508259212198,-0.0793744467394473,5.515156908465069e-06,6.033374115262105,-10.323529411764708,0.9541284403669724,0.0309278350515463,16.806451612903224,5.741046831955923,1.2709777154321886,0.0237691001697792,0.0315236427320488,-0.0050675675675676,-0.0796875000000001,-0.1169415292353823,-0.1525179856115108,-0.1573676680972818,-0.2115127175368139,-0.1451378809869375,-0.1312684365781712,-0.0980091883614089,-0.0868217054263567,0.0315236427320488,0.0137693631669535,0.0034071550255536,-0.0438311688311688,0.0085616438356164,0.0593525179856115,-0.0344262295081967,0.0207972270363951,0.0406360424028267,0.1370656370656371,0.1348747591522157,0.019031141868512,0.0315236427320488,0.0517857142857143,0.0670289855072463,0.0155172413793103,0.0406360424028267,0.150390625,0.1851106639839035,-0.0100840336134454,0.1009345794392524,-0.0067453625632377,-0.0199667221297836,0.0807339449541284,0.2169421487603304,0.2558635394456288,0.3088888888888887,0.3571428571428572,0.4615384615384614,0.3571428571428572,0.5025510204081631,0.4873737373737372,0.6092896174863387,0.5962059620596205,0.4987277353689565,0.5459317585301837,0.631578947368421
BDBO_45-L^K97,1.15856838113297,-1.15856838113297,1.0,-0.4847566110830386,5.666666666666667,0.0061625977719838,0.8388473852721451,0.1080687445383046,1.319744015169447,2.7515541468384413e-08,0.1100111614606849,-1.3502762430939226,0.8249733191035218,-0.0533038565463031,113.2307692307692,4.46060606060606,1.2709777154321886,0.125,0.0,0.0,-0.2,-0.2727272727272727,-0.2727272727272727,-0.3846153846153846,-0.3846153846153846,-0.111111111111111,-0.111111111111111,-0.2727272727272727,-0.3333333333333332,-0.5294117647058824,-0.6799999999999999,-0.75,-0.7647058823529411,-0.7714285714285714,-0.7948717948717949,-0.8260869565217391,-0.7714285714285714,-0.75,-0.75,-0.7241379310344827,-0.75,-0.8048780487804879,-0.7714285714285714,-0.7837837837837838,-0.7894736842105263,-0.7894736842105263,-0.8367346938775511,-0.8095238095238095,-0.75,-0.8260869565217391,-0.84,-0.8709677419354839,-0.864406779661017,-0.8620689655172413,-0.923809523809524,-0.9683794466403162,-0.9665271966527196,-0.9652173913043478,-0.9756838905775076,-0.9741100323624596,-0.9655172413793104,-0.9789473684210528,-0.9767441860465116,-0.9774011299435028,-0.9777777777777776,-0.9709090909090908
BDFF_05-L^C99,0.0100142627378387,0.0100142627378387,9.0,0.1898287126964506,0.0001966052821285,-0.0390252784268503,2.038315088053308,0.0816470921182963,-0.0733165417412594,4.839121945782122e-06,2.401118898338494,0.3313253012048193,1.4259876249405046,0.0728902881390733,7.58686358336572,4.311174911660777,0.4517330434367417,0.0270270270270269,0.0571428571428571,0.0,-0.0364583333333332,-0.0703517587939698,-0.0656565656565656,-0.0106951871657753,-0.0796019900497513,-0.0656565656565656,-0.031413612565445,-0.021164021164021,-0.1105769230769231,-0.0841584158415841,-0.1105769230769231,-0.159090909090909,-0.1814159292035398,-0.1314553990610328,-0.0796019900497513,-0.1513761467889908,-0.1232227488151659,-0.1148325358851674,-0.0796019900497513,-0.0703517587939698,-0.159090909090909,-0.119047619047619,-0.1355140186915887,-0.0886699507389162,-0.2259414225941421,-0.2025862068965517,-0.1814159292035398,-0.2161016949152543,-0.2355371900826446,-0.1921397379912663,-0.2418032786885245,-0.2629482071713147,-0.2745098039215686,-0.2540322580645161,-0.1921397379912663,-0.1741071428571428,-0.1885964912280702,-0.1019417475728156,-0.0656565656565656,-0.0749999999999999,-0.1105769230769231,-0.0749999999999999,-0.0749999999999999,-0.1019417475728156,-0.0841584158415841,0.0054347826086957
BKEO_50-L^A00,0.3930048890560361,-0.3930048890560361,8.0,0.1577850550759154,0.0074820143884892,-0.0124106807070327,1.3376623376623376,0.2240215924426451,-0.1432869499811937,1.3980258666880782e-07,1.4842624056647509,-10.555555555555555,1.0584415584415583,0.1471506635441061,11.023255813953488,3.8491879350348026,3.646037082653955,-0.0153846153846154,-0.0151515151515151,0.015625,0.0358565737051794,0.0612244897959184,0.04,0.1016949152542374,0.0441767068273091,0.0699588477366255,0.0699588477366255,0.145374449339207,-0.0225563909774436,-0.0545454545454545,-0.0476190476190475,-0.0114068441064637,-0.0114068441064637,0.0317460317460318,0.0833333333333334,0.056910569105691,0.0655737704918033,0.25,0.4285714285714286,0.4857142857142857,0.6049382716049383,0.5028901734104048,0.5028901734104048,0.7105263157894737,1.0,1.08,0.9548872180451128,0.8181818181818183,0.843971631205674,0.8705035971223023,0.7449664429530203,0.5204678362573101,0.8978102189781021,1.0634920634920637,1.3008849557522129,1.4761904761904765,1.3214285714285712,1.4074074074074074,0.1607142857142856,0.1981566820276499,0.25,0.1403508771929826,0.2206572769953052,0.1872146118721462,0.2093023255813955,0.1981566820276499
BKLI_06-L^K01,0.2559919436052366,-0.2559919436052366,1.0,-0.0599705950630658,-0.0196958189255035,0.2984222893588452,1.0223203628550968,0.0816993464052287,0.1523329976502179,1.602337369332721e-10,0.080420803988349,-3.813,0.8396992122224874,-0.0219844858644902,2.44727668845316,0.5943700724906079,1.2709777154321886,-0.0609756097560975,0.2519083969465647,0.2615384615384615,0.1232876712328767,0.1714285714285714,0.058064516129032,0.1310344827586207,0.2615384615384615,0.2615384615384615,-0.0628571428571429,0.058064516129032,-0.0060606060606061,0.0249999999999999,0.058064516129032,-0.1135135135135135,-0.0352941176470588,-0.0352941176470588,-0.2190476190476191,-0.088888888888889,0.1714285714285714,0.4909090909090907,0.2615384615384615,0.3119999999999998,0.3119999999999998,0.2615384615384615,0.1310344827586207,0.058064516129032,0.0249999999999999,0.3666666666666667,0.2615384615384615,0.28125,0.1388888888888888,0.1388888888888888,0.0512820512820511,0.0249999999999999,0.28125,0.2424242424242422,0.2424242424242422,0.1714285714285714,0.2424242424242422,-0.0681818181818182,-0.2807017543859649,-0.18,-0.18,0.2424242424242422,-0.108695652173913,-0.3811320754716981,-0.3811320754716981,-0.3903345724907063
BUNQ_03-L^K12,0.0684950247621827,-0.0684950247621827,8.0,0.1353552768150871,0.045620663272476,-0.046350428207911,4.4971340839304,0.1563231850117096,-0.0417901735632917,8.107530934684798e-09,0.0340473736123571,-1.4948248407643314,0.9491299897645852,0.0815527962342366,2.3050715439649205,10.121991385862682,0.6031072598706883,-0.025,-0.1304347826086956,-0.0476190476190475,0.0,0.0,-0.0243902439024389,0.0526315789473683,0.0,0.0256410256410257,0.0256410256410257,-0.0909090909090908,-0.111111111111111,0.0526315789473683,-0.0243902439024389,-0.069767441860465,-0.1666666666666666,-0.0909090909090908,-0.1304347826086956,-0.375,-0.4029850746268657,-0.4285714285714285,-0.3846153846153846,-0.3846153846153846,-0.3548387096774192,-0.4366197183098591,-0.4936708860759493,-0.4285714285714285,-0.5698924731182795,-0.5294117647058822,-0.5744680851063829,-0.6039603960396039,-0.6116504854368932,-0.5918367346938775,-0.6363636363636364,-0.6721311475409836,-0.5876288659793814,-0.5180722891566265,-0.550561797752809,-0.5294117647058822,-0.4594594594594594,-0.4520547945205478,-0.5121951219512195,-0.4594594594594594,-0.4444444444444444,-0.365079365079365,-0.2857142857142857,-0.1489361702127658,0.3793103448275863,0.3793103448275863
BWQW_65-L^I10,0.0663894909106992,-0.0663894909106992,9.0,0.26765952194841,0.0008389261744966,0.015480560838604,1.4989667480743942,0.1399392768423958,-0.0257419611659055,1.6484161473493698e-05,5.294852289845276,-0.6703885663242518,1.082284426075521,0.126822494792872,8.121956717763751,6.708061813442562,0.5438127071835804,0.098360655737705,-0.0505836575875485,-0.1285714285714285,-0.0757575757575758,-0.0317460317460317,-0.0200803212851407,-0.046875,-0.1094890510948906,-0.0431372549019607,-0.0861423220973782,-0.1127272727272727,-0.1347517730496453,-0.0792452830188679,-0.0200803212851407,-0.0317460317460317,-0.0161290322580645,-0.046875,0.0796460176991151,-0.0040816326530612,0.0382978723404254,0.0472103004291843,0.0608695652173914,0.0655021834061135,0.1090909090909089,0.1244239631336405,0.1563981042654028,0.1296296296296295,0.0124481327800829,0.094170403587444,0.1348837209302325,0.1401869158878503,-0.0393700787401575,-0.008130081300813,-0.0431372549019607,-0.0757575757575758,0.0427350427350428,0.0295358649789028,-0.008130081300813,0.0295358649789028,0.0209205020920502,0.0655021834061135,0.0701754385964912,0.0655021834061135,0.0082644628099173,-0.0121457489878543,-0.0687022900763358,-0.0579150579150579,-0.046875,0.0517241379310344
CWI_80-L,0.0005425818213386,0.0005425818213386,8.0,0.0441372651158063,0.0003228931223764,-0.0020835141939404,1.253319171534785,0.1133464180569185,-0.0506771421130306,6.617844025880144e-05,24.857291554166256,0.0166002656042496,0.8840502743848468,0.0402351726768844,3.4606903163950142,3.5180311890838207,0.7207270710352518,0.0253968253968255,0.1249999999999997,0.0950173812282733,0.0714285714285714,-0.0717092337917485,-0.0606361829025846,-0.0843023255813953,-0.0680473372781066,-0.0094339622641509,-0.1725043782837128,-0.1867469879518072,-0.1674008810572688,-0.1524663677130046,-0.0878378378378378,-0.1068052930056711,-0.0707964601769912,-0.0948275862068965,-0.0357142857142858,-0.0492957746478873,-0.0010570824524314,0.0862068965517242,0.1091549295774647,0.064189189189189,0.0950173812282733,0.0812356979405033,0.0812356979405033,0.1143867924528301,0.0665914221218961,0.0570469798657717,0.1871859296482412,0.1753731343283582,0.0063897763578273,0.0316593886462881,0.0183189655172413,-0.1068052930056711,-0.1463414634146342,-0.1008563273073264,-0.0473790322580646,0.0227272727272727,0.0194174757281553,0.0282916213275299,0.1209964412811388,0.1026837806301048,0.1039719626168222,-0.0531062124248498,-0.0197095435684648,-0.0337423312883435,-0.0386571719226856,-0.0247678018575852
CWV_20-L^I06,0.0738353485064011,-0.0738353485064011,8.0,0.2170591853336243,0.0020703933747412,0.0088682432432432,1.0219543973941367,0.0977944387829378,-0.0186477596017043,1.7877683840236074e-05,7.005439805085603,-1.1936758893280632,0.7591530944625409,0.107730885692657,9.30118988596926,4.121827968801494,0.629780190291408,-0.0179775280898876,0.0300925925925925,0.0171428571428571,0.0229885057471266,-0.0198237885462554,-0.0357529794149512,-0.0440386680988185,-0.0388768898488119,0.0033821871476888,-0.0440386680988185,-0.0251916757940854,-0.0122086570477246,0.0033821871476888,0.0265282583621684,0.1125,0.065868263473054,0.0446009389671362,0.100123609394314,0.1194968553459119,0.1835106382978724,0.2714285714285716,0.2714285714285716,0.2517580872011251,0.2642045454545454,0.2447552447552448,0.3165680473372783,0.2954876273653566,0.2027027027027026,0.1882510013351135,0.269614835948645,0.2606232294617565,0.2642045454545454,0.2430167597765362,0.2588401697312588,0.2175102599179208,0.3505311077389985,0.3819875776397514,0.3713405238828968,0.4217252396166135,0.3323353293413174,0.301169590643275,0.2992700729927009,0.3587786259541985,0.267806267806268,0.2059620596205962,0.1835106382978724,0.1930294906166221,0.1618798955613576,0.1513583441138422
DLY_Y2-L^F16,0.2638128422100547,-0.2638128422100547,8.0,-0.0938327657964434,0.0001983339944466,-0.0298656047784967,1.2172284644194755,0.1455938697318007,-0.1329019412643072,6.7586138288157695e-06,3.011405324725376,-2.226890756302521,0.9750312109862672,0.3722139673105498,11.891752577319588,5.327944572748268,1.2709777154321886,0.0731707317073171,-0.0280172413793102,-0.1570093457943925,-0.1259689922480621,-0.0795918367346939,-0.0152838427947599,-0.0662525879917185,-0.1425855513307985,-0.1310211946050097,-0.0961923847695391,-0.0961923847695391,-0.0505263157894737,0.0112107623318384,-0.1888489208633093,-0.1678966789667897,-0.1960784313725491,-0.3288690476190476,-0.3072196620583717,-0.3018575851393189,-0.2594417077175698,-0.2545454545454545,-0.1724770642201836,-0.1648148148148148,-0.2277397260273972,-0.2533112582781457,-0.2483333333333334,-0.2737520128824476,-0.2690437601296597,-0.239460370994941,-0.2316865417376491,-0.1946428571428571,-0.2690437601296597,-0.2483333333333334,-0.3348082595870206,-0.3018575851393189,-0.2594417077175698,-0.2931034482758621,-0.2368866328257192,-0.2594417077175698,-0.3473227206946455,-0.2841269841269841,-0.3018575851393189,-0.3061538461538462,-0.3156297420333839,-0.3145896656534954,-0.3425655976676385,-0.3103975535168196,-0.3072196620583717,-0.2760834670947031
