firms,age,agr,cashdebt,che,chpmia,egr,herf,lgr,mve_ia,pchsale_pchxsga,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
CWI_80-L,22.0,0.0468174644923724,0.1827956989247312,-19.0,-0.0078602769893843,0.2092473400761854,9.009275765726026e-05,-0.0208533846647417,25.14160020306409,-0.0441111806280879,0.0475084459459459,0.0384057971014493,-0.0064794816414687,-0.0240452616690239,0.0021786492374729,0.0098792535675082,0.0570662581386443,0.0874704491725768,0.1174089068825912,0.1886304909560725,0.12012987012987,0.1754684838160136,0.153363978269954,0.1694915254237288,0.2047140986468791,0.2614259597806216,0.3199426111908179,0.3049645390070923,0.3437195715676728,0.2115891132572431,0.2062937062937064,0.335914811229429,0.369047619047619,0.4526315789473685,0.4256198347107438,0.4146591491542799,0.4618644067796611,0.5139879319802523,0.6292798110979929,0.6244849911712775,0.7174859987554449,0.7174859987554449,0.5907780979827089,0.4595452141723957,0.5333333333333334,0.7250000000000001,0.5935334872979214,0.4603174603174604,0.4511041009463723,0.5231788079470199,0.6273584905660377,0.4775160599571735,0.4330218068535825,0.4360041623309054,0.4564643799472296,0.5214994487320839,0.4045801526717558,0.4680851063829787,0.510673234811166,0.6018572257690076
DLY_Y2-L^F16,22.0,-0.0023022529189278,0.1239834688708172,82.5,-0.1798543478185207,0.0008620689655172,8.677704187362903e-06,-0.0045224793828145,1.299102522795074,0.0054300980564852,-0.0507603781339909,0.0805194805194804,-0.1328828828828829,-0.1519823788546255,-0.2206477732793522,-0.2206477732793522,-0.2110655737704917,-0.1557017543859647,-0.1575492341356674,-0.1189931350114416,-0.0745192307692307,0.010498687664042,-0.047029702970297,0.010498687664042,-0.0128205128205127,-0.0102827763496143,0.0490463215258856,-0.0277777777777777,-0.047029702970297,0.0377358490566037,0.09375,0.0266666666666666,0.0606060606060605,0.0694444444444444,0.1031518624641834,0.1702127659574468,0.1809815950920246,0.2919463087248322,0.1919504643962848,0.0724233983286908,0.1063218390804598,0.2962962962962963,0.3508771929824561,0.1458333333333334,-0.0153452685421995,0.0606060606060605,-0.0941176470588235,-0.1406250000000001,-0.1612200435729847,-0.0833333333333333,-0.0586797066014669,-0.2126789366053169,-0.2596153846153846,-0.2028985507246377,-0.2110655737704917,-0.1962421711899791,-0.1738197424892703,-0.2749529190207156,-0.3561872909698996,-0.3879173290937997
DOQX_41-L^J16,23.0,0.1571994715984148,0.1795978524055164,-3.2,-0.0619847520420601,-2.4814814814814814,3.992830853818186e-07,0.0529500756429652,0.2714981243182849,0.033673106480466,0.2458191877279014,0.0927152317880795,-0.1793478260869565,-0.2216494845360824,-0.3911290322580645,-0.4793103448275861,-0.472027972027972,-0.4489051094890511,-0.5016501650165016,-0.4793103448275861,-0.4738675958188153,-0.482876712328767,-0.4528985507246376,-0.4386617100371747,-0.3547008547008546,-0.3836734693877551,-0.2910798122065727,-0.3009259259259259,-0.3682008368200837,-0.337719298245614,-0.1881720430107527,-0.1611111111111111,-0.1220930232558139,-0.0443037974683544,0.0413793103448276,0.0342465753424658,-0.0792682926829267,0.0342465753424658,0.1796875,0.0863309352517986,-0.032051282051282,0.1984126984126983,0.324561403508772,0.1526717557251908,0.0863309352517986,0.217741935483871,0.1526717557251908,-0.0679012345679013,-0.2295918367346938,-0.132183908045977,-0.1220930232558139,-0.0848484848484848,-0.132183908045977,-0.1793478260869565,0.0342465753424658,0.0066666666666665,0.0272108843537415,0.0785714285714287,-0.05625,-0.062111801242236
DOS_59-L,17.0,0.1899138762705133,0.0486339838008856,2104.7074999999995,0.257874864859749,-0.0359706734910466,0.0146422101940568,0.3588583559067149,37.4706172956952,0.3740746381744325,0.2805679105044169,0.1472868217054264,-0.0025773195876288,-0.1550218340611353,-0.1586956521739129,-0.1695278969957081,-0.1641468682505399,-0.176595744680851,-0.2102040816326531,-0.2118126272912424,-0.1695278969957081,-0.0999999999999999,-0.0872641509433962,-0.1204545454545454,-0.0051413881748072,-0.0629539951573849,0.1798780487804878,-0.0999999999999999,-0.328125,-0.386687797147385,-0.3506711409395973,-0.3495798319327731,-0.355,-0.3407155025553663,-0.3384615384615383,-0.2846580406654344,-0.2557692307692307,-0.244140625,-0.2102040816326531,-0.2628571428571428,-0.2037037037037037,-0.1605206073752711,-0.0851063829787234,-0.202061855670103,-0.2642585551330798,-0.219758064516129,-0.2381889763779527,-0.1659482758620688,-0.257197696737044,-0.257197696737044,-0.3210526315789473,-0.3592715231788079,-0.3603305785123967,-0.244140625,-0.2833333333333333,-0.2859778597785978,-0.3707317073170731,-0.3418367346938775,-0.3737864077669902,-0.3162544169611307
DPCZ_02-L^F20,15.0,-0.0123429950510769,0.0614690064634968,2.9635,-0.092145132619076,0.1601391308939226,2.9744440603239964e-08,-0.1136851902121224,0.0664850700619326,0.0835855814632984,-0.0218117892178141,-0.131578947368421,-0.073170731707317,-0.1162790697674418,-0.1363636363636363,0.0270270270270269,0.0270270270270269,0.0555555555555555,0.1515151515151513,0.2666666666666668,0.2258064516129032,0.52,0.52,0.6521739130434783,0.52,0.5833333333333335,0.6521739130434783,0.4074074074074074,0.5833333333333335,0.8095238095238095,0.8999999999999999,1.0,1.1111111111111112,1.1111111111111112,0.4615384615384614,0.3103448275862071,0.357142857142857,0.5833333333333335,1.0,0.1875,0.1875,0.2666666666666668,0.357142857142857,0.4074074074074074,0.7272727272727273,0.4615384615384614,0.357142857142857,0.1176470588235294,0.1176470588235294,0.52,0.3103448275862071,0.1515151515151513,0.0270270270270269,0.0270270270270269,0.0,0.3103448275862071,0.1176470588235294,0.1875,-0.05,-0.05
DPDP_V5-L,8.0,-0.3535006013995054,-0.5973785619392215,-0.4238000000000002,6.837080070383984,-0.2248827952481304,1.6252711073823446e-10,-0.6251950208778355,0.0141753637747901,3.160422706854461,3.2236730899256245,0.0588235294117645,-0.1904761904761903,-0.2916666666666666,-0.3461538461538461,-0.3703703703703703,-0.46875,-0.46875,-0.575,-0.575,-0.6136363636363635,-0.6730769230769231,-0.575,-0.6458333333333333,-0.6046511627906976,-0.7733333333333333,-0.734375,-0.734375,-0.8045977011494253,-0.8045977011494253,-0.7605633802816901,-0.7571428571428571,-0.6909090909090909,-0.6458333333333333,-0.6730769230769231,-0.6851851851851851,-0.7068965517241379,-0.7068965517241379,-0.6964285714285714,-0.7384615384615385,-0.711864406779661,-0.6136363636363635,-0.4333333333333332,-0.4516129032258064,-0.4516129032258064,-0.575,-0.6304347826086956,-0.6909090909090909,-0.7536231884057971,-0.7605633802816901,-0.8045977011494253,-0.83,-0.8131868131868132,-0.7926829268292683,-0.7733333333333333,-0.7733333333333333,-0.8172043010752688,-0.8547008547008547,-0.8333333333333333,-0.8265306122448979
DPXL_94-L,22.0,-0.0541976620616365,0.0810033836212379,4.0,-0.1594922549590306,0.1454350161117078,0.0001810299046726,-0.099274661508704,3.956656977740218,0.0391861928242084,0.0354864042406989,0.0423076923076921,-0.0510948905109489,-0.1186440677966101,-0.1849529780564263,-0.212121212121212,-0.2073170731707316,-0.212121212121212,-0.1975308641975308,-0.2215568862275448,-0.212121212121212,-0.2048929663608563,-0.263456090651558,-0.2419825072886298,-0.1390728476821191,-0.1849529780564263,-0.1530944625407165,-0.1975308641975308,-0.2441860465116279,-0.3048128342245989,-0.3139841688654353,-0.2613636363636363,-0.2777777777777778,-0.2238805970149253,-0.1849529780564263,-0.2215568862275448,-0.1693290734824281,-0.1693290734824281,-0.228486646884273,-0.2238805970149253,-0.2777777777777778,-0.2330383480825958,-0.2717086834733893,-0.35,-0.3103448275862068,-0.2352941176470587,-0.2837465564738292,-0.3838862559241706,-0.4661190965092402,-0.4347826086956521,-0.3981481481481481,-0.4247787610619468,-0.4503171247357294,-0.4726166328600405,-0.4672131147540983,-0.4605809128630705,-0.4779116465863454,-0.4444444444444444,-0.4736842105263158,-0.4672131147540983
FRZJ_44-L,23.0,-0.0017073170731707,0.1346724492125085,-35.15,0.07125319969987,0.0233545647558386,2.561605430489686e-07,-0.0230144404332129,0.0640547234439588,0.1334663139299992,0.035490605427975,-0.5,-0.1322033898305085,-0.189873417721519,-0.1949685534591195,-0.2448377581120944,-0.2265861027190332,-0.2,-0.3227513227513227,-0.3875598086124401,-0.4699792960662525,-0.4398249452954048,-0.3919239904988123,-0.3756097560975608,-0.3933649289099525,-0.3875598086124401,-0.3875598086124401,-0.3890214797136039,-0.4361233480176211,-0.4494623655913978,-0.4990215264187867,-0.5038759689922481,-0.5241635687732342,-0.4950690335305719,-0.4260089686098655,-0.4398249452954048,-0.419501133786848,-0.3875598086124401,-0.3280839895013123,-0.2685714285714285,-0.1466666666666666,-0.1794871794871795,-0.129251700680272,-0.155115511551155,-0.0266159695817489,0.1034482758620691,0.0711297071129706,-0.0588235294117647,-0.2074303405572755,-0.138047138047138,0.0158730158730158,-0.1661237785016286,-0.1768488745980706,-0.1949685534591195,-0.2049689440993789,-0.1847133757961784,-0.0518518518518519,-0.0921985815602836,-0.1924290220820188,-0.1351351351351351
FSAJ_L2-L,22.0,0.1670381822103976,0.2545311655778771,11.75,-0.1205105246186972,0.3149074537268635,1.4853550977945996e-06,0.0591686052392029,1.1229240969689276,0.0719883871610845,0.06640625,0.1468710089399745,-0.2346041055718475,-0.3425692695214105,-0.3576702214930271,-0.3403538331929233,-0.3725961538461538,-0.3436714165968147,-0.227810650887574,-0.22398414271556,-0.275,-0.2247524752475247,-0.1367144432194046,-0.1071835803876852,-0.0554885404101326,-0.0689655172413793,0.0221932114882505,0.0609756097560976,-0.0392638036809815,0.006426735218509,0.1972477064220184,0.2428571428571428,0.3204047217537944,0.3664921465968584,0.6045081967213115,0.5754527162977867,0.5413385826771653,0.9238329238329236,1.211864406779661,0.9144254278728609,0.962406015037594,1.3944954128440368,1.61,1.5672131147540984,1.517684887459807,1.7282229965156797,1.3443113772455093,0.8167053364269143,0.3641114982578397,0.5566600397614314,0.5914634146341464,0.3570190641247834,0.5,0.444649446494465,0.7516778523489933,0.7438752783964364,0.74,0.5566600397614314,0.2215288611544461,0.3049999999999999
FSAL_64-L,23.0,-0.000713266761769,0.2051224494376978,-0.4359999999999999,-0.8220875169519529,0.0826883706995555,1.0399004407590695e-09,-0.0461821849918862,0.0065445358141518,0.5578365166481802,0.1143335684062059,0.0,-0.0416666666666666,-0.2068965517241378,-0.2333333333333332,-0.2068965517241378,-0.3235294117647059,-0.2333333333333332,-0.1785714285714286,-0.2333333333333332,0.0,0.2105263157894736,0.4375,0.2777777777777779,0.2105263157894736,0.2777777777777779,0.1499999999999999,0.0952380952380953,0.0952380952380953,0.0952380952380953,0.3529411764705881,0.3529411764705881,0.3529411764705881,0.2777777777777779,0.1499999999999999,0.0952380952380953,0.4375,0.4375,0.4375,0.2105263157894736,0.4375,0.4375,1.0909090909090908,0.9166666666666669,0.9166666666666669,0.9166666666666669,0.3529411764705881,0.0454545454545454,-0.1153846153846154,-0.1481481481481481,-0.2068965517241378,-0.3783783783783784,-0.4102564102564102,-0.3783783783783784,-0.5,-0.4523809523809523,-0.5106382978723404,-0.5490196078431373,-0.5892857142857143,-0.5208333333333333
FSAM_T0-L,22.0,0.2976326842306222,0.1044948540222642,9.4,0.0280133415004295,0.3364831552999177,4.042981561478459e-06,0.2639087018544935,0.8793569372498505,-0.0015984460458637,0.0757105326009076,0.1037394451145961,-0.1105150214592275,-0.1162046908315567,-0.2598214285714286,-0.30685618729097,-0.3114617940199335,-0.2822510822510824,-0.259159964253798,-0.273444347063979,-0.3004219409282701,-0.0969498910675381,-0.1190223166843784,-0.1162046908315567,-0.0685393258426967,-0.153217568947906,0.0440806045340049,-0.0737430167597765,-0.129201680672269,-0.1133689839572192,0.1127516778523487,-0.0177725118483412,-0.1319371727748692,-0.0674915635545558,-0.0568828213879408,-0.0959651035986914,-0.0382830626450115,-0.1086021505376345,0.3545751633986926,0.3657331136738053,0.3263999999999998,1.0219512195121951,1.8986013986013983,2.093283582089552,1.7633333333333332,2.6519823788546253,1.7818791946308723,0.7982646420824291,0.3725165562913906,0.5973025048169553,0.8798185941043082,0.161064425770308,-0.0024067388688329,-0.1659959758551308,-0.1227513227513227,-0.2005785920925747,-0.2201317027281281,-0.2914529914529915,-0.3309120258272802,-0.3966521106259097
FSBR_F1-L,22.0,-0.0997001499250374,0.1198685565746235,-67.35,0.0888392436142944,-0.1486825595984944,2.534965527075966e-06,-0.1043187206545487,0.549309193675131,-13.891689227427758,-0.0135530267109215,-0.0285714285714284,-0.1566265060240964,-0.2222222222222223,-0.2631578947368421,-0.2783505154639175,-0.2553191489361702,-0.2222222222222223,-0.2307692307692308,-0.306930693069307,-0.2783505154639175,-0.2045454545454545,-0.2857142857142857,-0.306930693069307,-0.2783505154639175,-0.339622641509434,-0.3203883495145632,-0.4214876033057851,-0.4488188976377953,-0.4736842105263158,-0.4573643410852713,-0.396551724137931,-0.396551724137931,-0.3203883495145632,-0.3333333333333333,-0.3859649122807017,-0.3518518518518519,-0.3,-0.2222222222222223,-0.1358024691358026,-0.0909090909090909,0.5909090909090908,0.5217391304347825,0.7073170731707317,0.5909090909090908,1.0588235294117645,0.5217391304347825,0.0144927536231884,-0.054054054054054,0.0,-0.2857142857142857,-0.2857142857142857,-0.2553191489361702,-0.2929292929292929,-0.1566265060240964,-0.3750000000000001,-0.4214876033057851,-0.527027027027027,-0.5882352941176471,-0.5857988165680473
FSBU_72-L^C20,27.0,0.0681818181818181,0.304,1.35,-0.1453567101956535,0.1751968503937009,3.3036850418825154e-08,0.0012315270935959,0.0647875642066308,0.0942907361690993,0.0618479880774963,-0.0476190476190475,0.1666666666666667,0.1666666666666667,0.0499999999999998,0.0,0.0,0.0499999999999998,-0.125,-0.125,0.1052631578947367,0.2352941176470586,0.2352941176470586,0.1666666666666667,0.6153846153846152,0.6153846153846152,0.75,0.6153846153846152,0.3999999999999999,0.4999999999999998,0.75,0.6153846153846152,0.4999999999999998,0.4999999999999998,0.3125,0.3125,0.2352941176470586,0.3999999999999999,0.3125,0.3125,0.4999999999999998,0.75,1.0999999999999996,1.0999999999999996,1.0999999999999996,0.75,0.3999999999999999,0.1666666666666667,0.0499999999999998,0.0,-0.0454545454545455,-0.125,-0.1923076923076924,-0.1923076923076924,-0.0454545454545455,-0.0869565217391304,-0.125,-0.16,-0.16,-0.1923076923076924
FSBV_B3-L,22.0,0.0599258402775009,0.1233766233766233,-20.3,-0.0028104366012011,0.1814270879691439,9.48705116197732e-06,0.015267175572519,1.1712974417534443,0.0196119520861648,0.0389141050186074,0.0310880829015545,-0.0492610837438423,0.0104712041884815,-0.0362047440699125,0.0039011703511051,0.0376344086021505,0.0320855614973261,0.0404312668463611,0.0,0.0737134909596661,0.0782122905027933,0.0390309555854644,0.0157894736842105,0.0474898236092264,0.1139971139971141,0.1661631419939575,0.0633608815426998,0.0104712041884815,0.0432432432432432,0.1091954022988506,0.2411575562700965,0.1437037037037036,0.2253968253968254,0.1768292682926828,0.2292993630573248,0.321917808219178,0.4676806083650191,0.5078125,0.4874759152215797,0.445692883895131,0.3884892086330935,0.3985507246376811,0.3785714285714285,0.3084745762711862,0.3174061433447097,0.2138364779874213,0.1626506024096385,0.0722222222222221,0.2253968253968254,0.1987577639751552,0.1044349070100143,0.0575342465753425,0.0648275862068965,0.0950354609929078,0.195046439628483,0.0873239436619719,0.0981507823613085,0.0692520775623268,0.1107913669064748
