firms,absacc,acc,age,agr,chpmia,currat,depr,egr,grltnoa,herf,invest,pchcapx_ia,pchcurrat,pchdepr,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.0853032263122819,-0.0853032263122819,10.0,-0.4536251212415131,0.3548899785923012,0.9669117647058824,0.1193317422434367,-0.4106394411606663,-0.4808498961150912,4.90005847638587e-06,-0.5613482056256063,-0.3482964223421289,0.0626996779593871,0.4733073734455469,0.3214552644973751,0.3997882557447076,-0.5253770534709686,-0.9653948535936112,0.455548128342246,-0.0650595931535085,0.1294117647058823,0.0714285714285714,-0.1981132075471698,-0.2955801104972376,-0.3855421686746989,-0.4504310344827587,-0.4665271966527197,-0.4504310344827587,-0.4879518072289157,-0.4178082191780822,-0.764760147601476,-0.7842639593908629,-0.7519455252918288,-0.7585227272727273,-0.7429435483870968,-0.75,-0.7304439746300212,-0.7589792060491494,-0.7916666666666667,-0.7889072847682119,-0.7979397781299524,-0.7842639593908629,-0.7966507177033493,-0.7889072847682119,-0.7846283783783784,-0.7805507745266782,-0.7920065252854812,-0.7875,-0.7946859903381642,-0.7867892976588629,-0.793354943273906,-0.7794117647058824,-0.7616822429906542,-0.7557471264367817,-0.7630111524163569,-0.7490157480314961,-0.68125,-0.7089041095890412,-0.6942446043165468,-0.6763959390862944,-0.625,-0.643854748603352,-0.5860389610389611,-0.5939490445859873,-0.53125,-0.5478723404255319,-0.5329670329670331,-0.5397111913357401,-0.5096153846153847
BALZ_07-L^I10,0.028211462184693,-0.028211462184693,10.0,0.0219924914304369,-0.2730564472283157,2.1582009157015887,0.2932646212847555,0.0675062019089265,-0.0113125702999283,1.5108449319552728e-08,-0.0196855106371401,-0.1830845097872563,-0.0096342587485635,-0.0319136558585792,0.0104336357594083,-0.0239793655479703,-0.0269268402687756,-0.3392880258899677,1.704713169943442,-0.0803568593834333,0.0869565217391303,0.0952380952380953,0.0,-0.0416666666666666,-0.0416666666666666,-0.0980392156862745,0.0952380952380953,0.0697674418604652,0.1794871794871795,0.0952380952380953,0.1794871794871795,0.1499999999999999,0.1499999999999999,0.2777777777777779,0.2777777777777779,0.2777777777777779,0.5333333333333334,0.5333333333333334,0.4375,0.3529411764705881,0.1219512195121952,0.1499999999999999,0.2105263157894736,0.2777777777777779,0.393939393939394,0.3529411764705881,0.2777777777777779,0.4375,0.5862068965517244,0.5862068965517244,0.6428571428571428,0.4838709677419355,0.7037037037037037,0.7692307692307692,1.0,1.0,0.9166666666666669,0.8400000000000001,0.7692307692307692,0.9166666666666669,1.2999999999999998,1.2999999999999998,1.2999999999999998,1.2999999999999998,1.190476190476191,1.0909090909090908,1.0,1.0,0.7692307692307692
BBOU_00-L,0.1381098655602984,-0.1381098655602984,10.0,1.2083706642774863,-1.15070570177445,1.0035160038797284,0.1859614105123087,0.0895953757225433,0.2798101089081262,0.0002504297017093,0.3203634967362089,3.830335004611666,-0.2804451736886921,1.04674508425497,0.0952233663411003,1.956056510597436,1.659093979454879,-1.2937219730941705,0.7324199806013579,2.1536997885835096,-0.0607407407407407,0.2523191094619668,0.062992125984252,-0.0519662921348315,-0.0676795580110497,-0.0452616690240452,-0.0753424657534246,-0.0841248303934871,0.0613207547169811,0.2250453720508167,0.0416666666666665,0.0663507109004739,0.0646687697160883,-0.0088105726872246,0.062992125984252,0.0059612518628913,-0.0259740259740259,0.0242792109256448,0.1617900172117039,0.1678200692041522,0.275992438563327,0.3446215139442232,0.2735849056603774,0.3132295719844358,0.3261296660117878,0.2616822429906542,0.2206148282097648,0.2593283582089551,0.2340036563071299,0.2593283582089551,0.2075134168157424,0.254646840148699,0.2711864406779662,0.2711864406779662,0.2295081967213115,0.268796992481203,0.1518771331058019,0.1212624584717609,0.171875,0.1759581881533101,0.2075134168157424,0.2184115523465704,0.2453874538745388,0.2808349146110058,0.3860369609856262,0.3860369609856262,0.2955854126679462,0.2906309751434033,0.2430939226519337
BBQS_26-L^G99,0.0498340109664664,-0.0498340109664664,10.0,-0.3223404255319148,0.3039392837969388,1.5693548387096774,0.1381396521300731,-0.4893182240386401,-0.1171994479465826,7.457743267302375e-06,-0.2627659574468085,-0.2272226159372558,-0.1135424917616469,0.1941958143224978,0.0052971718957136,0.3092733011002657,0.073960217578311,-0.6900826446280992,1.0228110599078342,-0.1680294754532821,-0.0843373493975903,-0.6084905660377359,-0.7025089605734767,-0.7565982404692082,-0.75,-0.7700831024930748,-0.7688022284122562,-0.7713498622589532,-0.7507507507507507,-0.71280276816609,-0.7205387205387206,-0.7313915857605178,-0.7565982404692082,-0.7537091988130564,-0.7438271604938271,-0.7389937106918238,-0.7469512195121951,-0.7635327635327636,-0.771978021978022,-0.783289817232376,-0.7877237851662404,-0.7768817204301075,-0.7925,-0.7713498622589532,-0.7642045454545454,-0.770718232044199,-0.7774798927613942,-0.770718232044199,-0.7628571428571429,-0.771978021978022,-0.7681564245810056,-0.7756756756756757,-0.7594202898550725,-0.7668539325842697,-0.7544378698224852,-0.7322580645161291,-0.75,-0.7628571428571429,-0.7838541666666666,-0.7893401015228426,-0.7681564245810056,-0.7744565217391305,-0.7756756756756757,-0.7768817204301075,-0.7681564245810056,-0.7628571428571429,-0.7681564245810056,-0.7438271604938271,-0.7514970059880239
BBTU_63-L^C18,0.0457312948180219,-0.0457312948180219,10.0,-0.0463743428588211,0.1253305639526114,0.5111956062526405,0.0325913355959273,-0.1286326822296331,-0.0610351929523847,2.465513335633264e-05,0.0407647801697553,0.7136397347894826,0.2306635637302018,0.3935705907937143,0.2307378750205819,0.2727246151408675,0.3123911139585765,-0.7130801687763711,0.4937684833122095,0.2264818405743934,0.0347985347985349,0.0876494023904383,-0.0387323943661971,-0.1727272727272727,-0.288135593220339,-0.3234200743494424,-0.3341463414634146,-0.3300613496932515,-0.2641509433962264,-0.2199999999999999,-0.1428571428571429,-0.1764705882352941,-0.1495327102803738,-0.1814092953523238,-0.138801261829653,-0.0650684931506849,-0.0899999999999999,-0.0537261698440207,-0.0267379679144386,0.0224719101123596,-0.0108695652173912,-0.0267379679144386,-0.0197486535008977,0.1097560975609757,0.1398747390396659,0.0811881188118812,0.0854870775347911,0.1869565217391304,0.2494279176201372,0.1792656587473002,0.1716738197424892,0.1973684210526316,0.2160356347438752,0.3382352941176469,0.546742209631728,0.5826086956521739,0.3893129770992365,0.3220338983050848,0.365,0.3220338983050848,0.3220338983050848,0.2494279176201372,0.2727272727272727,0.3220338983050848,0.2847058823529411,0.3481481481481481,0.3220338983050848,0.4406332453825856,0.5082872928176796
BBVN_02-L^I99,0.0355630821337849,-0.0355630821337849,10.0,-0.0498678996036988,-0.1097037432998284,1.3557760453579024,0.2065404475043029,-0.0444203683640302,-0.0413209144792546,1.3380038745873734e-07,-0.0260898282694847,0.5872432692723769,-0.0475896609903433,0.1264264742041395,-0.0794208475439237,-0.0294089333846746,-0.0313421285377357,-0.6034482758620691,0.9199149539333809,0.0165094339622642,-0.1142857142857143,0.381578947368421,0.129032258064516,-0.070796460176991,-0.0140845070422533,-0.0410958904109588,0.0396039603960396,0.1351351351351351,0.1731843575418994,0.3461538461538462,0.2883435582822087,0.381578947368421,0.381578947368421,0.25,0.2804878048780488,0.25,0.2068965517241379,0.2068965517241379,0.1666666666666667,0.1864406779661016,0.25,0.2574850299401199,0.2650602409638556,0.2650602409638556,0.3461538461538462,0.3636363636363637,0.3291139240506329,0.381578947368421,0.381578947368421,0.381578947368421,0.4383561643835618,0.6800000000000002,0.8584070796460179,0.6935483870967742,0.640625,0.6030534351145038,0.6030534351145038,0.5671641791044777,0.627906976744186,0.7213114754098362,0.909090909090909,0.875,0.926605504587156,1.1,1.1875,1.2826086956521738,1.307692307692308,1.5301204819277112,1.4418604651162794
BCPS_48-L^C06,0.0544775481997406,-0.0544775481997406,10.0,0.0010099283727723,-0.2142253937967602,0.9184633269921793,0.0405561993047508,0.0631293426968378,-0.0314938619581029,3.9332144907184487e-05,-0.0257454048259038,0.6413078589213487,-0.1718434719209929,-0.1007083317758754,-0.1794022445083696,-0.0090615419503112,0.1963131694064867,-1.289705882352941,0.8524096385542168,-0.0009970258212789,0.0683890577507599,0.2727272727272727,-0.0351906158357772,-0.3066385669125395,-0.255656108597285,-0.2100840336134454,-0.255656108597285,-0.2615039281705948,-0.1856435643564357,-0.0599999999999999,-0.0491329479768786,0.017001545595054,-0.0505050505050505,-0.0164424514200299,0.0045801526717557,0.0647249190938512,0.0751633986928104,0.029733959311424,0.078688524590164,0.0769230769230768,0.0,0.0092024539877302,0.1152542372881355,0.1152542372881355,0.0966666666666666,0.0427892234548337,0.2727272727272727,0.3428571428571427,0.3539094650205761,0.2581261950286806,0.2533333333333334,0.2391713747645951,0.2462121212121211,0.2162661737523106,0.3823529411764705,0.359504132231405,0.3567010309278351,0.348360655737705,0.187725631768953,0.1384083044982698,0.1286449399656946,0.0527999999999999,0.1364421416234889,0.1384083044982698,0.1604938271604938,0.1364421416234889,0.078688524590164,0.0840197693574957,0.031347962382445
BCQE_67-L^A14,0.0786609245864169,-0.0786609245864169,10.0,0.2776649101644341,-0.0025670666700308,1.3044273461150355,0.1345513721429099,-0.1041707652960849,0.0443199397917753,1.516010881391102e-05,0.1278331534505746,0.363473699144177,-0.2336952962370319,-0.0054579341469494,-0.1990187219845675,0.0718516188273759,-0.1733429324994324,-0.911793214862682,0.9414732593340064,0.2212424716334474,-0.1701623815967523,0.3603313391624481,0.205055034651447,-0.071024512884978,-0.1595109468296844,-0.3261910189195349,-0.2591478696741854,-0.2154989384288748,-0.208779443254818,-0.0621827411167512,-0.1525229357798165,-0.0998781973203412,-0.1439328120474949,-0.2179894179894179,-0.0721908349026992,-0.0730636563185952,-0.009715242881072,0.0553373795073186,0.1038088125466765,0.0068119891008173,0.0445229681978798,-0.0195688225538971,-0.063964534515516,0.0772594752186588,0.0549607423269093,0.0057842803674719,0.1062874251497005,0.145736434108527,0.0911775562938352,0.1734815402937672,0.1805111821086262,0.1377983063895302,0.2456805731142013,0.272492466637968,0.2752372735116479,0.3291366906474819,0.3503883051621743,0.3989588263132986,0.517453798767967,0.4936836786255685,0.6021680216802168,0.6277533039647576,0.8057422113622479,0.8474999999999999,0.9182349123945488,0.9972972972972972,0.8168408113091579,0.8146101903007981,0.8756345177664975
BCUB_73-L^L00,0.0842370311024636,-0.0842370311024636,10.0,0.5054842641049536,-0.3954621776402023,1.5787178368948975,0.1445279866332497,0.5308201732042791,0.2824115139202444,4.959887983720453e-06,0.2560757043515664,8.653811528051733,-0.0956766556976559,0.1460815782145421,-0.1836400566393613,-0.2795051638665666,-0.2535944667183736,-1.0109890109890112,1.1373746184038378,0.2316944379253696,-0.0934065934065935,0.0612244897959184,-0.0545454545454545,-0.1312649164677805,-0.227176220806794,-0.3933333333333333,-0.3208955223880597,-0.3221601489757913,-0.3345521023765996,-0.1670480549199084,-0.2155172413793102,-0.2540983606557376,-0.3145009416195856,-0.4575260804769001,-0.3830508474576272,-0.319626168224299,-0.2959381044487427,-0.3546099290780141,-0.3183520599250936,-0.3259259259259259,-0.3145009416195856,-0.3429602888086642,-0.3745704467353952,-0.3381818181818181,-0.3591549295774647,-0.3872053872053872,-0.3381818181818181,-0.3066666666666666,-0.3296500920810312,-0.3119092627599243,-0.3296500920810312,-0.2705410821643287,-0.2525667351129363,-0.2448132780082987,-0.2069716775599127,-0.176470588235294,-0.1574074074074074,-0.1820224719101123,-0.1515151515151515,-0.1207729468599032,-0.0854271356783918,-0.0545454545454545,0.0027548209366392,-0.0267379679144385,0.0612244897959184,0.0705882352941176,-0.0471204188481674,-0.0267379679144385,0.019607843137255
BCZR_85-L^G00,0.26659240352324,-0.26659240352324,9.0,-0.0965949233837245,-4.547792789920863,1.9697077555101508,0.1687221207848938,-0.2753659496796821,-0.1297666120014541,1.4739718208365065e-06,-0.0563518880079619,-0.0211566766828628,-0.0952418154808722,0.0577382248775024,-0.0788154413087881,0.1794702049512588,0.1377336026482411,-1.5554767829046068,1.5448881667608572,-0.034246529102208,0.0704225352112677,-0.1367781155015198,-0.0955414012738854,-0.29,-0.1622418879056048,-0.2545931758530184,-0.144578313253012,-0.1647058823529411,-0.0273972602739726,0.0716981132075471,0.0716981132075471,0.3087557603686635,0.2792792792792791,0.1181102362204724,0.2241379310344828,0.3087557603686635,0.1735537190082643,0.2136752136752135,0.2033898305084744,-0.0138888888888889,-0.0173010380622837,0.0597014925373133,0.1007751937984495,0.2622222222222221,0.0327272727272727,-0.0657894736842106,-0.0340136054421769,-0.0240549828178695,-0.0688524590163934,-0.1125,-0.1647058823529411,-0.1393939393939394,-0.0688524590163934,-0.0627062706270626,-0.0035087719298246,0.1225296442687746,0.1225296442687746,0.047970479704797,0.0441176470588233,0.0757575757575756,0.1050583657587549,0.0441176470588233,0.1735537190082643,0.2085106382978723,0.2401746724890829,0.2850678733031673,0.2735426008968609,0.2622222222222221,0.1314741035856574
