firms,absacc,acc,age,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chinv,chpmia,chtx,convind,currat,depr,ep,gma,grcapx,herf,hire,lev,ms,mve_ia,operprof,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roaq,roeq,roic,salecash,salerec,secured,securedind,tb,agr,egr,grltnoa,invest,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAJS-L,0.0094574978732361,-0.0094574978732361,24.0,1.1433182041840693e-06,0.1156689894002514,0.1001162421402804,0.1083286846607194,0.9685495735905594,515.0980999999997,0.1553743419774588,0.0209245394385488,0.0136841762761283,6.983621804820907e-05,1.0,1.1636935408408406,0.0649545065293169,1.9410240882001648e-07,0.2502981992923616,-0.3997370195440756,9.7425597942739e-05,0.0338381142631051,2.32204092361388e-06,4.0,10.784111690275015,0.7414761100205013,-0.0896019161963828,-0.0087649629215316,-0.0445069246367851,-0.0773237899986623,-0.0594893331152146,-0.0772373422413219,0.0256435941495518,0.0837940833836812,-0.1650231072684987,6.0,0.8738730600626325,0.015021638635253,0.0457279326800534,0.0604949432229295,6.158838987021242,3.082203324575021,1.0,1.0,0.5314402442709932,0.0568060374693617,0.2536755578181329,0.0280869101851921,0.0446836041477397,-0.0185590470860709,0.1832334858705644,-0.0508734293594852,0.0611382113821139,0.1622439893143368,0.1874090247452693,0.2768538446487969,0.4311403508771931,0.3669878508588187,0.353941908713693,0.3632755379151871,0.1343646792977577,0.2461332824135957,0.21256038647343,0.1552487165870066,0.1089209855564996,0.1357466063348416,-0.1136764905609125,-0.1136764905609125,-0.0144971307762004,0.0668628412620566,-0.0051829268292681,-0.0012243648607285,-0.033757773171454,0.0108426270136308,0.0184144818976281,0.1377266387726639,0.2647286821705428,0.2617942768754835,0.2635043562439498,0.578616352201258,0.5330044632370214,0.7182727751448132,0.8555587148137618,1.0285980727385762,1.1899328859060403,1.2714932126696832,1.899155930697468,1.012954966070327,0.8440237355185081,0.5695045695045697,0.526906878802059,0.4336555360281195,0.6193548387096777,0.6849987090111027,0.52977027660572,0.4862218173536783,0.5793804453049372,0.3015556441962506,0.404346890466968,0.4236474694589878
BAOH-L,0.1401725612790295,-0.1401725612790295,9.0,8.762753195717327e-07,0.0886523806586102,0.1048500258201065,0.5305791005954056,0.908173921864158,-64.86729999999999,1.088160711882513,0.0289037654809769,-0.0178867192389471,-0.0013146864996277,1.0,2.294881721433061,0.1753223958827483,1.480729622177948e-07,0.3566097587073313,1.0758067771927309,6.964538654883657e-08,0.2369844727042787,6.244888392160359e-07,4.0,0.6485421981751985,0.6211028136637807,0.0471705651728034,0.3280632960612283,0.248569810161828,-0.0480562060001503,0.3768801564165819,-0.2107832794296693,-0.3537138493223105,0.1690811445695443,-1.367932376474456,6.0,1.3284951191115957,0.0126847310893467,0.0221223082217442,0.239653238587102,5.571484366680489,20.638896156445515,1.0,1.0,0.8720383013972685,0.1221914028690196,0.188751935297862,-0.0705576329108643,0.3311136777902004,0.0469785232093923,0.1483390842989214,-0.0044642857142858,-0.0022271714922048,-0.0110375275938189,0.0205011389521641,0.015873015873016,-0.0044444444444443,0.0067415730337079,0.0346420323325635,0.0275229357798165,0.0692124105011933,0.0847457627118646,0.0769230769230771,0.0873786407766992,0.1061728395061729,0.095354523227384,0.0873786407766992,0.1061728395061729,0.117206982543641,0.1200000000000001,0.1144278606965176,0.1313131313131315,0.1256281407035178,0.1256281407035178,0.154639175257732,0.1313131313131315,0.0873786407766992,0.0743405275779378,0.0743405275779378,0.0516431924882629,0.0516431924882629,0.0821256038647344,0.0666666666666666,0.0442890442890444,0.0641330166270786,0.0666666666666666,0.0641330166270786,0.0847457627118646,0.1144278606965176,0.1399491094147582,0.6057347670250897,0.5943060498220643,0.523809523809524,0.4983277591973245,0.5084175084175084,0.5609756097560976,0.5774647887323945,0.6592592592592592,0.6410256410256412,0.6531365313653139
BBOU-L,0.0200382654924126,-0.0200382654924126,34.0,9.57869883759215e-08,0.009690726608384,0.0714377953976084,0.1480880373683794,0.6976311206282031,357.5,0.1280842452140917,0.0306416042296513,0.0010901792232345,0.001722350932813,1.0,1.5321013977730396,0.0841313269493844,3.990919790117581e-08,0.3120520764873408,0.5671428571428572,1.3137646953022234e-06,0.0278947557859121,3.3167995128579537e-07,4.0,13.248664208093013,0.9243149195302304,0.3419112828128215,-0.0439258905290478,-0.0873539051956039,0.0110980597033612,-0.0850579553730465,0.0400077769564726,0.04043037775858,-0.0649589883678519,-0.2111418898122499,7.0,0.6917791992418858,0.0314245810055865,0.1471531161836368,0.1355817041909879,6.382486575795126,5.534383954154728,1.0,1.0,0.4528042234492957,0.1428034926298,0.1306365086269392,0.0668039550745592,0.0725127531061246,0.1479466031800017,0.213539621456059,0.0255681818181818,-0.0073322053017483,-0.0356164383561643,-0.0847633905356213,-0.0252007754084739,-0.0507011866235166,-0.0573111944295661,-0.0988223246287762,0.0034207525655645,-0.0281612368856983,-0.1239422598307614,-0.090439276485788,-0.0377255330781847,-0.0598290598290597,-0.1278493557978195,-0.0847633905356213,-0.037199124726477,-0.0031152647975077,-0.0092879256965944,-0.0224937517356288,0.0071530758226037,0.033167009098914,0.0827437711473393,0.1706019288327236,0.2247738343771748,0.1964649898028552,0.2230715774843641,0.2030075187969924,0.4040686078978861,0.3183520599250937,0.4426229508196724,0.2217979868101356,0.3051538746755655,0.2346545071904595,0.272595806218366,0.4291514413317094,0.2517780938833571,0.1362169141381537,0.0996563573883162,0.1267605633802817,0.1160431198478124,0.0608800482218203,-0.0197716513505985,-0.0017016449234258,0.043890865954923,0.0469958358120168,0.0894459919529557,0.1340206185567012,0.1980939414567735
BBXK-L,0.071893944297025,-0.071893944297025,35.0,8.61643367466805e-07,0.0871720726334811,0.1188089428213414,0.1311014646638143,1.864838791311703,163.95,-0.0706414805912281,0.0062886976031756,0.0018389136253051,0.0035658878829277,1.0,0.796260715341413,0.091511808905202,1.1141120787668989e-07,1.263453840777686,1.050346129641284,7.832920512942362e-07,-0.0153846153846153,1.926212102279733e-06,5.0,0.5308250644971876,4.030854240313004,0.3134811778641486,-0.1349608651737058,-0.0579203259219401,2.307578412231007,-0.1747985966957128,0.0135468264977192,-0.2588406354556101,1.0961130352500206,-1.8340671436433689,7.0,0.5138190954773869,0.010272403523752,0.032790427123151,0.087201248049922,11.038301415487092,62.76328248290373,1.0,1.0,0.4291454936114116,-0.0365969883728318,-0.0354188832069189,-0.0753565033546272,0.0551813965309104,-0.0371772277986361,0.0961130352500205,0.0506329113924048,0.0533333333333334,0.2845528455284554,0.2845528455284554,0.4234234234234233,0.595959595959596,0.2950819672131148,0.1205673758865248,0.1449275362318842,0.0533333333333334,0.1449275362318842,0.0,-0.0705882352941176,-0.2685185185185185,-0.316017316017316,-0.3443983402489626,-0.1640211640211639,-0.1318681318681318,-0.1413043478260869,0.1532846715328466,0.0394736842105263,-0.0124999999999999,0.0,0.0394736842105263,0.0896551724137932,0.1285714285714287,0.1617647058823528,0.1879699248120301,0.7362637362637363,0.5800000000000001,0.4905660377358489,0.6288659793814435,0.5800000000000001,0.5800000000000001,0.6989247311827957,0.5800000000000001,0.0063694267515923,-0.1123595505617977,-0.2582159624413145,-0.1727748691099475,-0.1222222222222222,-0.1595744680851063,-0.1684210526315789,-0.2403846153846154,-0.2511848341232227,-0.303964757709251,-0.4551724137931033,-0.4397163120567375,-0.4336917562724014
BCIP-L,0.1226268650776284,-0.1226268650776284,24.0,8.208310505177915e-06,0.8304310885130807,0.0708049795683055,0.0421161476877898,0.3909555869038574,-432.6768,0.113922559096136,0.0008619822745647,0.3047507333415241,0.0005781615049589,1.0,0.723518598030344,0.2438738000367204,-1.5941377008090936e-06,0.116172964837755,0.795169582040606,1.0790619120108457e-06,0.0248105608865565,2.359977836854381e-05,3.0,0.2648606138027684,0.3188065935392317,0.2995688968661992,-0.1585175323611293,-0.0137504544136101,-0.0227420601037092,-0.1683300314407242,-0.1172502378560049,-0.0227558681390492,-0.2499343389231815,-2.673504299595319,4.0,0.7007495424292192,-0.0109978345366382,-0.0452933194487197,0.0281227093499108,3.0763834809362525,4.463669750404734,1.0,1.0,1.4024412983667889,-0.0532307937752926,-0.0866376317701196,-0.021088489382795,0.1515600861808753,-0.030087563998664,0.0886032069039626,0.0,0.1739130434782609,0.4210526315789473,0.5000000000000002,0.588235294117647,0.6875,0.588235294117647,0.588235294117647,0.2857142857142858,0.1250000000000002,0.2272727272727273,0.08,-0.0999999999999998,-0.1818181818181817,-0.2499999999999999,-0.2702702702702702,-0.0357142857142857,-0.0999999999999998,-0.2285714285714284,-0.2058823529411765,-0.2894736842105263,-0.3414634146341463,-0.3720930232558139,-0.3414634146341463,-0.2894736842105263,-0.2285714285714284,-0.2894736842105263,-0.2894736842105263,-0.0357142857142857,-0.129032258064516,-0.2285714285714284,-0.129032258064516,-0.129032258064516,-0.15625,-0.15625,-0.15625,-0.3720930232558139,-0.3249999999999999,-0.4130434782608695,-0.4255319148936169,-0.4,-0.4,-0.3571428571428571,-0.3863636363636363,-0.3414634146341463,-0.2702702702702702,-0.3249999999999999,-0.3571428571428571,-0.3414634146341463
BCQF-L,0.0451659806914869,-0.0451659806914869,34.0,4.126978130755065e-07,0.0417524524593788,0.0642391102870905,0.0768960558567779,0.7359467432474467,2185.6695,0.2394279614476733,0.0139465923583491,-0.0239824749971514,0.0004865047699531,1.0,1.378180198867604,0.2897276784460409,3.1601198971761814e-08,0.2144686427528131,0.2996340976926773,2.2073602655504222e-05,0.0521436848203939,8.161701686233886e-07,5.0,16.966663213219913,0.3332841484916641,0.1067161680032291,0.0519880624805439,0.1043404394401396,-0.0156065436360895,0.0370458093924771,-0.047770621584461,0.0319227979431959,0.0070766222005552,-1.7353097992098987,6.0,1.1292461216216887,0.023938649293462,0.0753799303842092,0.0418035970680829,6.149777869918785,2.199987775632965,1.0,1.0,1.0267338518126918,0.1124115274625004,0.1295438079857734,0.0243716934592608,0.0358735747834455,0.0972843357399023,0.1849694916497259,0.0014600783831553,0.025533927023406,0.1345248474280731,0.1392925932411135,0.3407170822171852,0.4814435336976319,0.5156068017703237,0.443162914494843,0.5650030066145519,0.2402783072817385,0.3415463917525771,0.2207317073170731,0.2961155378486055,0.1063594626764155,0.0089161110249651,0.0338444426789543,0.0900485843524878,0.091694630872483,0.0787532123020806,0.1269593833896249,0.1317620455731429,0.1143175201233086,0.0656784866104331,0.0833333333333332,0.150066283694211,0.1283274083065984,0.2395694417984377,0.2835865062142435,0.3947481243301178,0.3397508493771235,0.2511296990673972,0.2902042435058496,0.3848036607427902,0.4794224647567076,0.6698319004234567,0.9931076734568844,0.6264216972878389,0.376017764618801,0.3258278145695363,0.2959864555323175,0.4369478798586572,0.5064829821717991,0.5815508021390374,0.5026558891454966,0.3751453027581106,0.4318882042253522,0.4186198626403574,0.5537910447761194,0.5603117505995203
BCYN-L,0.0394471611892084,-0.0394471611892084,34.0,6.075146432681618e-07,0.0614619837028059,0.0920677249749839,0.4011493605566714,0.7398582428144241,-1784.9926,1.095137774285159,0.01461435079361,-0.0872181742790018,-0.0012665525190125,1.0,1.635180558673178,0.0735934749671127,1.503803065904736e-07,0.274873384293567,0.2358346707089018,1.1697063491538104e-05,0.2385039683416974,5.384389868485749e-07,3.0,11.1551395522163,0.5220143823470265,0.0124215545386229,-0.1549023888294491,0.0627677041871492,-0.1777804936658868,-0.2689982735265744,-0.3011868741635888,-0.2317701035552355,-0.0925068024832864,-0.2990338079610982,4.0,1.099715594585699,0.0167861697669129,0.0323659433418725,0.1920501980300184,6.237116880318961,16.484866491716616,1.0,1.0,0.6307598307620497,0.0566357036485192,0.09636131225517,0.0153175435512318,0.1714121693557668,0.0792687351173389,-0.0167237715697899,-0.0974967061923584,-0.0352716873212582,0.0356472795497184,0.0752612006375066,0.2639467110741049,0.2081177875049742,0.2966047405509289,0.2445173191227709,0.1948051948051947,0.0354706684856753,0.08506075768406,-0.0320420851267335,0.0145363408521301,0.1104608632040966,0.2219762527671565,0.2878048780487805,0.3103150625809234,0.2313932265260596,0.1145374449339207,-0.0354249404289118,0.0086378737541528,-0.0518425983760151,-0.0264550264550263,0.0802348336594911,-0.0488721804511278,0.0635838150289016,0.1013966987121348,0.2364080635308492,0.3828285128672284,0.304123711340206,0.4589139836617011,0.4170361726954492,0.3541480820695806,0.3541480820695806,0.3620457604306863,0.346938775510204,0.3872515421521589,0.4127501163331784,0.4412532637075717,0.4049051365108747,0.4055555555555554,0.3307034845496384,0.3105978847399093,0.3185667752442997,0.3743775464010865,0.3718933574333485,0.4216811051276048,0.4250176015019948,0.436819687647894
BCZB-L,0.0745430563406821,-0.0745430563406821,35.0,1.111345777559717e-06,0.1124343533533674,0.0693095802431378,0.0746109001444081,1.6680216398734458,11.5,-0.5101884709366475,0.0038439796495195,-0.0129023393141738,0.0010333041888562,1.0,0.6802996383674875,0.087701166395984,3.171771349163951e-08,0.136853448275862,0.2411347517730496,5.456587098322432e-06,-0.1111111111111111,2.896731273234034e-06,4.0,1.0620961990054036,0.2313902410067672,0.1190693617887987,-0.0054523212725382,0.0315785048194855,-0.1157595627465988,0.0296152874387941,-0.0033744147923408,-0.0181972505292748,-0.0968554723438334,-9.555555555555555,5.0,0.5167900809368005,-0.0014394330848158,-0.0049186530457813,0.0579585130416923,17.369553226696084,7.998729997459995,1.0,1.0,0.8130094483285734,-0.0280172413793103,-0.1389053781313071,-0.1223289994347088,-0.0074316290130796,0.0224998647844664,0.0533868539889613,0.0413533834586465,0.0075757575757575,0.2201834862385321,0.1981981981981981,0.33,0.5028248587570623,0.33,0.209090909090909,0.2850241545893721,0.171806167400881,0.1416309012875536,0.0682730923694778,0.0,-0.0763888888888888,-0.0362318840579708,-0.0499999999999999,-0.0983050847457627,-0.0633802816901407,-0.130718954248366,-0.0666666666666666,-0.0220588235294117,-0.0074626865671642,0.1176470588235294,0.112970711297071,0.1875,0.0991735537190083,0.1769911504424781,0.2314814814814814,0.2850241545893721,0.4000000000000001,0.4860335195530727,0.4224598930481282,0.3103448275862071,0.3711340206185567,0.3641025641025641,0.2488262910798122,0.303921568627451,0.3233830845771146,0.156521739130435,0.2488262910798122,0.2975609756097563,0.209090909090909,0.350253807106599,0.3571428571428572,0.350253807106599,0.33,0.1515151515151516,0.1319148936170213,0.1465517241379312
BCZN-L,0.0141278526909223,0.0141278526909223,34.0,3.020320260195047e-07,0.0305564444686844,0.0510304144832415,0.2161304176399436,0.8744706630492519,22.52940000000001,-0.6866567660881098,0.0257962785210069,-0.0254575499526245,0.0009490013980317,1.0,1.7349049151426077,0.2305438444290654,4.7743869993982816e-08,0.3229795107683641,0.1854590375624609,4.401388697491628e-07,-0.1495431601814579,3.547771037954715e-07,5.0,3.484657299903231,0.3454060727939117,0.0833132523638613,0.0424517151806862,0.1955192089859715,-0.0090436521750569,-0.0335913419409404,-0.0364076783535851,0.0289847657660646,-0.1351763783794258,0.18496887390147,4.0,0.924767506699543,0.0211800132651256,0.0460699903736083,0.1183809797139915,10.70950473510067,4.19603299674452,1.0,1.0,0.5334519626795139,0.107492630985153,0.0256744169818098,0.0625323908140336,-0.0722846659792209,0.1896137377123176,0.1049289060765589,-0.0195290063182078,0.0320094842916418,0.1529801324503312,0.1484168865435355,0.267103347889374,0.4177524429967427,0.3538102643856922,0.1835486063902107,0.2953869047619049,0.0545124167171411,0.1684563758389261,0.0545124167171411,0.1254040077569489,-0.116243654822335,-0.1629807692307692,-0.0965230928905033,-0.0724560468833244,0.0369267421083978,-0.0629709364908502,-0.0724560468833244,-0.0644814615797957,-0.0913361169102296,-0.0563685636856368,-0.1308037943085372,-0.1112812659520163,-0.0527747551686614,-0.0327777777777777,0.0259281084266354,0.2382645803698435,0.1290531776913099,0.1867757327880026,0.1835486063902107,0.1476598549769281,0.3002240477968632,0.4063004846526654,0.6393596986817327,0.3475232198142415,0.2356281050390347,0.1843537414965987,0.2525179856115107,0.2552271088680606,0.4040322580645161,0.4716821639898563,0.3622848200312989,0.1875852660300137,0.4223856209150327,0.2373845060412225,0.3601562499999999,0.3817460317460317
BDAJ-L,0.1138031450203843,-0.1138031450203843,34.0,1.2498773045032925e-06,0.1264495257375703,0.114078595955742,0.2940226171243942,1.5396054464759612,-35.25,-4.16601898714951,0.0003494467093768,0.3077966899503264,-0.0011615044247787,1.0,0.6581986143187067,0.3684210526315789,1.678590483820519e-07,0.3922619741288894,-0.2018348623853211,2.2820225031245163e-09,-0.9072941176470588,1.2621596738971012e-06,5.0,0.0556496601704193,0.8953778023802934,1.428208124627898,0.4416414993782201,0.0919467343056435,1.1860418779886972,0.4476781249403546,0.8038834951456311,-0.1401759107949629,1.953883495145631,-1.702090592334495,8.0,0.6475750577367205,-0.0589125625800442,-0.1183902667290594,0.1616081986598344,6.578140960163432,15.224586288416075,1.0,1.0,0.412913901435518,0.0009322922736277,0.1829504566841958,-0.1297612114152593,-0.001748048013052,-0.1314147715838196,0.953883495145631,-0.1978021978021978,0.0224719101123596,0.1097560975609757,-0.0319148936170211,0.5964912280701757,0.318840579710145,0.2133333333333333,0.0,0.058139534883721,-0.1574074074074074,-0.1574074074074074,-0.3259259259259259,-0.3973509933774835,-0.4417177914110428,-0.4166666666666666,-0.35,-0.4550898203592813,-0.4858757062146892,-0.4829545454545454,-0.4417177914110428,-0.4858757062146892,-0.5495049504950495,-0.5333333333333333,-0.5309278350515463,-0.4647058823529412,-0.272,-0.3453237410071942,-0.4052287581699346,0.0224719101123596,-0.021505376344086,-0.3453237410071942,-0.3308823529411765,-0.3851351351351351,-0.4203821656050955,-0.4347826086956522,-0.3053435114503816,-0.64453125,-0.6795774647887324,-0.6714801444043321,-0.6388888888888888,-0.6300813008130082,-0.5185185185185185,-0.4451219512195121,-0.4052287581699346,-0.4451219512195121,-0.3973509933774835,-0.4276729559748428,-0.4276729559748428,-0.4583333333333332
