firms,currat,pchcurrat,secured,securedind,age,agr,cashdebt,chatoia,chcsho,chempia,convind,egr,grltnoa,herf,hire,invest,lgr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BMNB.L,0.7926048402512538,-0.5156921722738405,1.0,1.0,6.0,0.0001391564059458,-0.138796368041606,1.040759302400828,0.0164869378896724,0.6908091356945765,2.0,-0.3443226921831539,-0.1010326803419212,2.9381869518824227e-10,0.2239299610894941,0.1820575603134937,0.2146187669769737,1.245633615752304,0.0773280543522407,0.3258941326099297,0.5612447521786456,1.3033629008225092,0.0,0.0,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,-0.2857142857142857,-0.4444444444444444,-0.5833333333333333,-0.5833333333333333,-0.5454545454545454,-0.4444444444444444,-0.5,-0.5,-0.5454545454545454,-0.5,-0.5833333333333333,-0.6428571428571428,-0.6153846153846154,-0.6666666666666666,-0.7222222222222222,-0.7058823529411764,-0.736842105263158,-0.736842105263158,-0.75,-0.6153846153846154,-0.5454545454545454,-0.5454545454545454,-0.5833333333333333,-0.5833333333333333,-0.6428571428571428,-0.6428571428571428,-0.6153846153846154,-0.4444444444444444,-0.75,-0.75,-0.75,-0.7727272727272727,-0.782608695652174,-0.7619047619047619,-0.8076923076923077,-0.8076923076923077,-0.782608695652174,-0.8214285714285714,-0.8333333333333333,-0.8529411764705882,-0.868421052631579,-0.8648648648648649,-0.8717948717948718,-0.875
BMWGq.L^K07,1.0921926999177396,-0.0308378845976542,1.0,1.0,23.0,0.1361113240250598,0.1606295679888289,0.9916344877841612,0.0025997275970558,1.010381563076736,2.0,0.2372464491775109,0.0534545686216355,0.0003097251901757,0.3275212970046018,-0.1371667671392383,0.0645602774591914,-0.1614570296986515,0.0275103808827004,0.1349195849427384,0.3538818038157151,0.3579326143405968,0.031628297529914,0.0633975742242727,0.1729317137229151,0.1729317137229151,0.1000692787314294,0.1608317764600764,0.0717714114294285,0.1356484424666242,0.1356484424666242,0.1051736137963033,-0.0004196684619151,0.0401018922852982,0.0401018922852982,0.0375344852620878,0.1049172723055511,0.1062858027558444,0.0557771867612291,-0.0001399286363955,0.0035814606741573,0.0771839903520013,0.065697240865026,0.2849307678475095,0.3089393661842827,0.2509628851540617,0.2241733767346239,0.4225562412900658,0.4225562412900658,0.5052664840952181,0.580862831858407,0.5889481876806759,0.703337306317044,0.631578947368421,0.984309913912802,0.462443716741711,0.462443716741711,0.3226284127718648,0.3077415812591508,0.3207948243992606,0.3942439024390243,0.2830849344586101,0.2830849344586101,0.3222612879348629,0.4074256450659836,0.1735096074889144,0.2867819196830541,0.1890340294533654,0.1715855058206263,0.1843043009861604,0.1266950488804792
BNZL.L,1.3971661905174155,0.0464792868891105,1.0,1.0,34.0,0.2182567014801589,0.1459640202282587,2.0962724981456704,0.0001510323823516,0.2098594512591903,2.0,0.2345841462861291,-0.000114061935631,2.805753618911799e-06,0.0680272108843537,0.0567886310285208,0.2109282717608243,0.0283845351476096,-0.0157189398630393,0.0132018937170401,0.1705768538954409,0.4401322443334021,-0.0942219304005252,0.0748059280169373,0.0909742120343839,0.0909742120343839,-0.0078175895765472,0.1206769683590875,0.0836001422981145,0.0183884988298228,0.0183884988298228,0.0496209510682288,0.0976576576576577,0.0628053035589673,0.0628053035589673,0.1273131014063657,0.2586776859504134,0.1477015825169556,0.1391174270755424,0.2545304777594728,0.3359649122807018,0.3089815212720241,0.2906779661016949,0.3507760532150776,0.2670549084858569,0.2468276708964387,0.2906779661016949,0.2154828411811653,0.2154828411811653,0.2586776859504134,0.3359649122807018,0.3908675799086758,0.5989501312335959,0.8023668639053256,0.9463258785942492,0.5391611925214757,0.5391611925214757,0.4750605326876516,0.4367924528301887,0.5139165009940359,0.4334117647058824,0.4062788550323177,0.4062788550323177,0.4388285309400093,0.4320639398213446,0.3359649122807018,0.2082506941689805,0.2723475355054301,0.2514379622021365,0.2857745884339384,0.2540139975298476
BOOH.L,0.9978340914013428,-0.4097697724361001,1.0,1.0,13.0,0.2276642628205128,-0.0102956317105456,1.2579015372592124,0.0002732473364124,-0.0825165894802524,2.0,-0.1384880465216455,0.0430736028056272,6.05537413229797e-08,-0.0267482517482516,0.0582932692307692,0.5459651750608501,-0.0126202194990027,0.2545840181177309,-0.0442072572701308,-0.1079786160984466,1.3033629008225092,-0.2045454545454545,-0.0638297872340425,0.0731707317073171,0.0731707317073171,-0.3125,-0.2142857142857143,-0.4634146341463414,-0.5217391304347827,-0.5217391304347827,-0.4634146341463414,-0.5769230769230769,-0.7411764705882353,-0.7411764705882353,-0.7595628415300546,-0.794392523364486,-0.8434163701067616,-0.8364312267657993,-0.8616352201257862,-0.8607594936708861,-0.8705882352941177,-0.8735632183908046,-0.8724637681159421,-0.8717201166180758,-0.8717201166180758,-0.8620689655172413,-0.8774373259052924,-0.8774373259052924,-0.8552631578947368,-0.837037037037037,-0.89,-0.8871794871794871,-0.858974358974359,-0.7647058823529411,-0.858974358974359,-0.858974358974359,-0.8523489932885906,-0.8533333333333333,-0.83206106870229,-0.835820895522388,-0.8174273858921162,-0.8174273858921162,-0.7924528301886793,-0.8061674008810573,-0.8181818181818181,-0.7684210526315789,-0.752808988764045,-0.7634408602150538,-0.7283950617283951,-0.7731958762886598
BOOMA.L,2.203783731873619,0.2605834559394678,1.0,1.0,5.0,0.2002112968721053,-0.0404312097594035,3.4240993655055503,4.092840094762441e-05,1.1300124298571788,2.0,0.3809247785928769,-0.0384776434605301,7.475678315092142e-11,0.3663003663003662,-0.0109453782564503,-0.0010795592857973,-0.1924917169919064,0.3951463721264369,-0.0679210370939998,0.3951463721264369,1.3033629008225092,-0.2652027027027027,-0.1294117647058823,-0.1242603550295857,-0.1242603550295857,-0.0821705426356589,-0.3385474860335195,-0.5446153846153846,-0.6940568475452197,-0.6940568475452197,-0.7002531645569621,-0.6597701149425287,-0.4388625592417062,-0.4388625592417062,-0.4784140969162995,-0.4334928229665071,-0.3530054644808743,-0.3768421052631578,-0.3422222222222222,-0.0603174603174603,-0.1124437781109445,0.0763636363636364,0.4095238095238094,0.9733333333333334,1.2595419847328242,2.1157894736842104,2.2888888888888888,2.2888888888888888,2.2888888888888888,1.96,1.8461538461538456,1.98989898989899,2.035897435897436,3.082758620689656,1.7281105990783412,1.7281105990783412,2.035897435897436,1.5964912280701755,2.587878787878788,2.654320987654321,1.5191489361702128,1.5191489361702128,2.035897435897436,295.0,295.0,295.0,295.0,591.0,591.0,591.0
BOOT.L,2.2827251451850565,-0.1044468576040132,1.0,1.0,34.0,0.1298638626435028,0.2259004128421509,1.0313051361789216,0.9940242415604738,-0.1360091112970385,2.0,0.1101247710622711,0.0447887016450143,2.2563579711462222e-09,-0.0440881763527054,0.1148141201478599,0.1754455445544553,-0.0484336445971713,0.2405343447518594,0.3978436294074558,0.4805809243792225,0.3021842915109661,0.0085836909871244,-0.0291666666666665,-0.1708185053380783,-0.1708185053380783,-0.204778156996587,-0.1909722222222222,-0.3246376811594202,-0.2649842271293374,-0.2649842271293374,-0.2128378378378378,-0.1824561403508772,-0.1527272727272727,-0.1527272727272727,-0.1557971014492752,-0.1678571428571428,-0.1853146853146852,-0.1527272727272727,-0.1038461538461538,-0.1678571428571428,-0.1496350364963504,-0.120754716981132,-0.1038461538461538,-0.176678445229682,-0.0862745098039214,-0.1038461538461538,-0.0566801619433199,-0.0566801619433199,-0.0968992248062015,-0.0604838709677418,-0.0411522633744856,-0.0679999999999999,0.0043103448275862,0.1767676767676769,-0.3044776119402985,-0.3044776119402985,-0.2695924764890282,-0.1648745519713261,-0.1003861003861003,-0.0450819672131147,-0.0450819672131147,-0.0450819672131147,-0.0642570281124498,-0.0679999999999999,-0.1402214022140221,-0.1106870229007633,-0.1174242424242424,-0.1038461538461538,-0.0291666666666665,-0.1338289962825278
BOUYq.L^K07,0.9873502227970584,-0.048288447971359,1.0,1.0,22.0,0.4334448692952989,0.0943701215537709,1.1554964693722736,-0.0210220578677139,0.6883183211895634,2.0,0.1572669131812646,0.1290858255136061,2.991680889813108e-05,0.2231225484969725,0.1124377841691725,0.5470707053656682,0.0209645228412928,0.027068051525413,-0.0479581161120117,0.2452209663199597,0.5679608692966502,-0.0160469667318982,0.0175228992433293,0.0187400318979267,0.0187400318979267,0.0381958553433563,0.021591363454618,-0.0575433419402433,-0.0430711610486891,-0.0430711610486891,-0.0248091603053434,-0.0229445506692159,-0.0108401084010839,-0.0108401084010839,-0.1489007328447701,-0.1603680578376601,-0.1776633408432572,-0.0894511760513185,-0.0596245859403754,-0.1228973566769652,-0.1704545454545454,-0.1210870313037495,-0.1330166270783846,-0.1282838621630841,-0.1545334215751157,-0.1691056910569105,-0.0314632297194843,-0.0314632297194843,-0.1368243243243243,-0.0939716312056737,-0.0888017118402282,0.0171178343949045,0.0256924929747088,0.1883720930232557,-0.1556510244547257,-0.1556510244547257,-0.2015624999999999,-0.1821382842509602,-0.2301898162097017,-0.2179369452096725,-0.1511627906976744,-0.1511627906976744,-0.1264957264957265,-0.0739398332729249,-0.1128472222222222,-0.0822557471264368,-0.1047652417659424,-0.0585851142225497,-0.1025641025641025,-0.1503159294978383
BOWL.L,1.5809682389780806,0.4289219624944588,1.0,1.0,3.0,0.206609318567693,0.2793541307414955,1.2287865252986787,1.3900871424468476e-05,1.2826557988796885,2.0,0.3222272106374239,0.0273564606449718,7.26567058498208e-10,0.4157806379406826,0.1956513793779426,0.1449445186007886,-0.028320442107466,1.225188579576402,0.445046099982556,1.6954144522663404,0.3206639547189286,0.1581395348837211,0.0591133004926109,0.303030303030303,0.303030303030303,0.0591133004926109,0.0238095238095237,-0.16015625,-0.1295546558704454,-0.1295546558704454,-0.0227272727272728,-0.1434262948207171,-0.0732758620689655,-0.0732758620689655,-0.1115702479338842,-0.1224489795918368,-0.0889830508474576,-0.0772532188841202,-0.1224489795918368,-0.150197628458498,-0.0966386554621848,-0.0444444444444445,-0.0732758620689655,0.1375661375661376,0.053921568627451,0.0913705583756345,0.6165413533834585,0.6165413533834585,0.4726027397260273,0.6287878787878787,0.4333333333333333,0.1944444444444444,0.3109756097560976,0.6044776119402984,-0.2611683848797251,-0.2611683848797251,-0.2456140350877194,-0.0851063829787235,-0.0928270042194093,-0.0811965811965811,-0.0092165898617511,-0.0092165898617511,-0.0271493212669683,-0.057017543859649,-0.0889830508474576,-0.0315315315315316,-0.0137614678899083,-0.0401785714285715,-0.0772532188841202,0.0858585858585858
BOY.L,0.9348908464189964,0.2474697747752211,1.0,1.0,34.0,0.0915124322303235,0.410336319958447,1.016394238178693,8.37964328586697e-05,0.1141367190031065,2.0,0.1404994888272235,-0.0272625698324006,1.0703144575870245e-08,0.0369981080512928,0.1492802392970649,0.0033818938605619,-0.1195109618372862,-0.2328795938389254,1.2067329893140095,0.2075349139330952,0.3713788455532251,-0.0517529215358932,0.169921875,0.169921875,0.169921875,0.0152542372881354,0.1409523809523809,-0.0756172839506172,-0.0625978090766822,-0.0625978090766822,-0.1442857142857142,-0.25125,-0.2869047619047619,-0.2869047619047619,-0.25125,-0.2911242603550295,-0.3837448559670782,-0.3314732142857143,-0.306712962962963,-0.3114942528735631,-0.2076719576719575,-0.2834928229665071,-0.1839237057220708,-0.1587078651685393,-0.1970509383378016,-0.1794520547945205,0.0118243243243243,0.0118243243243243,0.0792792792792793,0.0677361853832441,-0.0400641025641025,-0.0212418300653595,0.0527240773286468,0.1051660516605166,-0.3002336448598131,-0.3002336448598131,-0.370798319327731,-0.3051044083526681,-0.1839237057220708,-0.170360110803324,-0.1749311294765839,-0.1749311294765839,-0.2877526753864446,-0.2280927835051546,-0.2969483568075116,-0.2852028639618139,-0.2220779220779221,-0.2180156657963446,-0.1749311294765839,-0.1991978609625668
BP.L,1.0875598376596267,-0.0569508943754422,1.0,1.0,34.0,0.1271451372800326,0.0622233621650548,1.5859688323055958,4.5493854259413465e-05,0.4714338391579776,2.0,0.0059957649742609,-0.0695894337022089,0.000762026166458,0.1528181313826617,0.0315427388019846,0.171199833782923,0.3604935406653275,0.3865470816007031,0.4569731992041449,0.7174992011592525,1.3033629008225092,-0.0104557640750669,0.0037674919268029,0.0849331006399067,0.0849331006399067,0.2075105212042731,0.2233519186618562,0.1028976936723831,0.253781512605042,0.253781512605042,0.3283475783475782,0.2134027325959662,0.4091424253872309,0.4091424253872309,0.306479859894921,0.3583394027676618,0.5400495458298926,0.5567612687813019,0.4107413010590013,0.4451762882603642,0.4931945556445154,0.5445134575569357,0.5413223140495866,0.6659222867351495,0.7635933806146571,0.7812798471824258,0.9861554845580404,0.9861554845580404,0.7236598890942696,0.6091458153580671,0.4650432050274939,0.4650432050274939,0.5212071778140293,0.416097190584662,0.0119370591427021,0.0119370591427021,0.0196828868234006,0.0089261563429807,-0.0116587175410706,-0.0552178318135765,-0.0844378988708887,-0.0844378988708887,-0.109360076408787,-0.093339815264949,-0.1363741606853438,-0.121319199057715,-0.0778739184177998,-0.044079958995387,-0.0263638736622293,-0.0742119632663192
BRBY.L,2.531094527363184,-0.1025864020629373,1.0,1.0,22.0,-0.0029753854476602,0.3946061036195883,1.1850913782338504,-0.0001664909298984,-0.0305406135675159,2.0,-0.0495970241785492,-0.0465935256670672,1.852990737186397e-07,-0.009899924674486,0.0481471463348661,0.0322115384615384,-0.0003796144000804,0.0455379125424877,0.047853821418563,0.094833687190375,0.3777092488097883,-0.0562529056252906,0.1614470842332613,0.2742890995260665,0.2742890995260665,0.2057174887892376,0.318014705882353,0.2638072855464162,0.28494623655914,0.28494623655914,0.1447578499201705,0.14050901378579,0.2070707070707071,0.2070707070707071,0.107621009268795,0.1564516129032258,0.1362916006339145,0.0122352941176471,0.0456976178901313,0.0203984819734346,0.0436681222707424,0.1162428645563051,0.1696574225122349,0.2469565217391305,0.2016759776536314,0.2003348214285714,0.3511306532663318,0.3511306532663318,0.5375268048606148,0.68046875,0.3068043742405832,0.4198019801980199,0.5632267441860466,0.7417004048582998,0.0869125821121779,0.0869125821121779,-0.0244897959183673,0.0728179551122194,0.0570024570024569,0.0199146514935988,-0.073643410852713,-0.073643410852713,0.1411140583554375,0.2652941176470589,0.0712151394422313,0.103076923076923,0.1042094455852156,0.1741266375545851,0.2390552995391706,0.1576964477933262
BRD.L,0.4168136390358612,-0.3138336816207965,1.0,1.0,9.0,0.702241618726443,-0.1566877659022517,1.9112958618805047,0.8963755619237118,0.342770437056678,2.0,0.4133903133903135,0.4077228013507561,1.1919003158046778e-12,0.1111111111111112,0.7913112477683,0.540732929079884,-2.4560077076938835,0.4252368286420213,1.4805952711456605,1.178511937812327,1.3033629008225092,-0.2,0.0,-0.375,-0.375,-0.375,-0.5833333333333333,-0.75,-0.8611111111111112,-0.8611111111111112,-0.8863636363636364,-0.868421052631579,-0.8529411764705882,-0.8529411764705882,-0.8863636363636364,-0.8863636363636364,-0.9074074074074074,-0.875,-0.8809523809523809,-0.8863636363636364,-0.8863636363636364,-0.8809523809523809,-0.9056603773584906,-0.9107142857142856,-0.9193548387096774,-0.8863636363636364,-0.903846153846154,-0.903846153846154,-0.9,-0.875,-0.903846153846154,-0.8958333333333334,-0.918032786885246,-0.9107142857142856,-0.9528301886792452,-0.9528301886792452,-0.9553571428571428,-0.9537037037037036,-0.9553571428571428,-0.9615384615384616,-0.9242424242424242,-0.9242424242424242,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
BREE.L,1.4580259922725678,0.1567227243981628,1.0,1.0,15.0,0.0696615753219526,0.2747485804200588,1.152785449614155,0.0001716241571091,0.1762819390577201,2.0,0.0988837405223251,-0.0287674008045574,3.7738975453995856e-08,0.0571428571428572,0.0821802935010482,0.030985132694178,-0.0180160752376861,-0.3961316495452462,0.0037615356715876,0.1329006085192697,0.2687823937696196,0.0166666666666666,0.1538461538461537,0.0714285714285714,0.0714285714285714,-0.1304347826086955,0.0344827586206897,-0.1666666666666666,-0.2500000000000001,-0.2500000000000001,-0.2500000000000001,-0.2941176470588235,-0.3877551020408163,-0.3877551020408163,-0.3814432989690721,-0.3877551020408163,-0.4339622641509434,-0.4392523364485982,-0.4495412844036698,-0.4444444444444445,-0.4174757281553398,-0.3548387096774194,-0.368421052631579,-0.2857142857142857,-0.3103448275862069,-0.3023255813953488,-0.1549295774647887,-0.1549295774647887,-0.2500000000000001,-0.2105263157894736,-0.2207792207792208,-0.2500000000000001,-0.2941176470588235,-0.0769230769230769,-0.3406593406593406,-0.3406593406593406,-0.2771084337349397,-0.1428571428571428,-0.0909090909090909,-0.0909090909090909,-0.0163934426229508,-0.0163934426229508,0.0,-0.1666666666666666,-0.1549295774647887,-0.1176470588235295,-0.0909090909090909,-0.1176470588235295,0.0169491525423728,-0.0322580645161291
BRMBq.L^G95,1.4551784209392005,-0.0689674374065599,1.0,1.0,22.0,0.1024554562083965,0.2774481137479849,1.5952346063318312,0.0008912404010214,0.3677440503526876,2.0,0.1467004749373947,0.0061195136269819,2.0312108211723125e-07,0.1192064589643452,0.1613808454180688,0.0621746055709918,-0.0701168086789941,0.0955228757302493,0.0890028974541831,0.3770619744793064,0.3922949244477324,-0.0361944157187176,0.0638063806380637,0.2287166454891995,0.2287166454891995,0.1001137656427759,0.2057356608478804,0.049945711183496,0.1336459554513482,0.1336459554513482,0.101366742596811,-0.0291164658634539,-0.0378109452736319,-0.0378109452736319,-0.002063983488132,0.0465367965367964,-0.0799238820171265,-0.0435212660731948,0.0556768558951965,0.0232804232804233,0.070874861572536,0.0661521499448731,0.0243644067796611,-0.0102354145342885,0.0010351966873705,-0.0082051282051281,0.2178841309823675,0.2178841309823675,0.3581460674157304,0.4325925925925926,0.3049932523616734,0.3014804845222072,0.4262536873156342,0.6417657045840408,0.1026225769669326,0.1026225769669326,0.0420258620689655,0.008342022940563,0.1636582430806257,0.2381562099871959,0.138987043580683,0.138987043580683,0.0397849462365591,0.1678743961352657,-0.0425742574257425,0.0988636363636363,0.0353319057815846,0.1064073226544621,0.1967821782178218,0.0638063806380637
BRMS.L,1.2334742101945035,0.8331652775478061,1.0,1.0,26.0,-0.0356971396806145,0.1182685219046955,0.8619291067956055,0.0005532479596698,0.1835565296330386,2.0,0.1797035849560721,-0.0185556202304497,1.986722729023133e-10,0.0595009596928983,-0.0068349504750353,-0.1804556544884185,-0.7637526050569744,0.9063500867791516,0.9063500867791516,-0.0936499132208485,0.3575304854732389,-0.0895061728395061,0.0909090909090908,-0.0030769230769229,-0.0030769230769229,0.2413793103448276,0.296,0.1654676258992806,0.433628318584071,0.433628318584071,0.306451612903226,0.2272727272727273,0.5,0.5,0.2908366533864543,0.296,0.1328671328671329,0.1172413793103448,0.0553745928338762,0.3388429752066118,0.4794520547945207,0.5428571428571429,0.433628318584071,0.678756476683938,1.0903225806451613,1.0903225806451613,0.9636363636363638,0.9636363636363638,1.4545454545454546,1.3823529411764706,1.6776859504132235,1.592,2.145631067961165,2.207920792079208,0.6701030927835052,0.6701030927835052,0.5069767441860467,0.7513513513513514,0.6363636363636365,0.6363636363636365,0.6200000000000001,0.6200000000000001,0.7419354838709677,0.6200000000000001,0.7234042553191491,0.9636363636363638,0.8,0.6363636363636365,0.603960396039604,0.4464285714285714
BT.L,0.9847446385142604,-0.1472490178404395,1.0,1.0,36.0,0.0598304335596898,0.1825457945981627,0.5220114334095282,3.3633998963646106e-05,-0.0407562409914955,2.0,-0.0511244769874477,-0.0959171332149893,8.278958371299628e-06,-0.0132113821138212,0.0657974042672881,0.1090550495968443,0.0361407333817839,-0.1714388489208633,-0.1715670540490684,-0.0081055155875299,-0.1204156800759903,-0.074380165289256,-0.0620155038759689,-0.1712328767123287,-0.1712328767123287,-0.24375,-0.3459459459459459,-0.3563829787234042,-0.3423913043478261,-0.3423913043478261,-0.3423913043478261,-0.3730569948186528,-0.2710843373493976,-0.2710843373493976,-0.1655172413793103,-0.2389937106918239,-0.2840236686390532,-0.3085714285714286,-0.3826530612244898,-0.3277777777777778,-0.2666666666666666,-0.2243589743589744,-0.0396825396825397,-0.0546875,-0.0833333333333333,-0.0162601626016259,0.2222222222222221,0.2222222222222221,0.2099999999999999,0.2346938775510203,0.09009009009009,0.0168067226890755,0.0707964601769912,0.0521739130434784,-0.2576687116564417,-0.2576687116564417,-0.3697916666666666,-0.3563829787234042,-0.4039408866995073,-0.3240223463687151,-0.3762886597938144,-0.3762886597938144,-0.3794871794871794,-0.3794871794871794,-0.4716157205240174,-0.4573991031390134,-0.4345794392523365,-0.4739130434782608,-0.4915966386554622,-0.5291828793774319
BVC.L,2.2444215803036385,-0.0278591622563904,1.0,1.0,25.0,0.0192027827315859,0.0837663199170552,0.8287146450387699,-0.0004584641518764,0.1310739632901048,2.0,0.0148520322715022,-0.0137139865512526,1.7979053274134752e-10,0.042488418266049,0.0569339760198302,-0.0039722628166774,-0.0769580969164752,-0.3193721574932964,-0.1806559726975401,-0.0680946606870383,1.8111917051429829,0.08,-0.1666666666666666,-0.1071428571428572,-0.1071428571428572,-0.2647058823529412,-0.2647058823529412,-0.4047619047619047,-0.5098039215686274,-0.5098039215686274,-0.5535714285714286,-0.576271186440678,-0.6875,-0.6875,-0.6987951807228916,-0.7222222222222222,-0.7340425531914894,-0.7222222222222222,-0.7159090909090908,-0.6987951807228916,-0.7422680412371134,-0.736842105263158,-0.7549019607843137,-0.7706422018348624,-0.7311827956989247,-0.7058823529411764,-0.7706422018348624,-0.7706422018348624,-0.8148148148148149,-0.7844827586206896,-0.7685185185185186,-0.7093023255813953,-0.5283018867924529,-0.4318181818181817,-0.4565217391304348,-0.4565217391304348,-0.3243243243243243,-0.4047619047619047,-0.4318181818181817,-0.3902439024390244,-0.4186046511627906,-0.4186046511627906,-0.4047619047619047,-0.4791666666666666,-0.5192307692307693,-0.4791666666666666,-0.4680851063829787,-0.4680851063829787,-0.4565217391304348,-0.4680851063829787
BVIC.L,1.0742024965325936,-0.0057201408692088,1.0,1.0,6.0,0.1276778554244473,0.1479580927945264,1.2349939639462666,-0.0001537867690852,0.099655823030255,2.0,0.1610754223173923,-0.0080226140799555,5.069331567818344e-08,0.0323040380047506,0.0713712910986368,0.1170878913617503,-0.0253120818051335,-0.1223411013319204,0.0304921486834276,0.1517329727421536,0.3244462570521081,-0.050122249388753,0.10840108401084,0.0734908136482939,0.0734908136482939,-0.0421545667447306,0.0024509803921568,0.0148883374689825,0.0174129353233831,0.0174129353233831,0.0,-0.1127982646420825,-0.0788288288288289,-0.0788288288288289,-0.0839865621500559,-0.0808988764044944,-0.1686991869918699,-0.1670061099796335,-0.1398527865404837,-0.1166306695464363,-0.072562358276644,-0.0203592814371257,0.0012239902080783,0.0706806282722514,0.0073891625615765,0.0024509803921568,0.0623376623376623,0.0623376623376623,-0.0285035629453681,0.0061500615006149,0.0848806366047745,0.1159618008185539,0.1329639889196676,0.2375189107413009,-0.1343915343915344,-0.1343915343915344,-0.0951327433628318,-0.1514522821576764,-0.1601642710472279,-0.167853509664293,-0.1147186147186147,-0.1147186147186147,-0.0870535714285715,-0.0981256890848952,-0.0971302428256071,-0.1434554973821991,-0.1147186147186147,-0.0819304152637486,0.0224999999999999,-0.0477299185098952
BWNG.L,5.249802994483845,0.0317826106887225,1.0,1.0,35.0,-0.0815412186379927,-0.0356899295294385,1.0753686004445118,0.6111111103336133,-0.0346251269928978,2.0,-0.1166628984851911,-0.1140822045772915,8.884873088399962e-09,-0.0112239444147514,0.0140008960573476,-0.0470588235294117,0.0270585293749954,-0.1312666441636854,0.0705811129061949,-0.0533743188486796,1.3033629008225092,0.0416666666666667,0.0909090909090908,0.0434782608695651,0.0434782608695651,-0.0769230769230769,0.0434782608695651,-0.25,-0.2258064516129032,-0.2258064516129032,-0.3333333333333333,-0.4,-0.3846153846153847,-0.3846153846153847,-0.5,-0.5102040816326531,-0.5789473684210527,-0.5102040816326531,-0.5862068965517242,-0.6307692307692307,-0.6363636363636365,-0.6470588235294118,-0.6571428571428571,-0.6129032258064516,-0.6,-0.6,-0.5471698113207548,-0.5471698113207548,-0.5471698113207548,-0.2941176470588236,-0.3142857142857143,0.0434782608695651,0.0,0.714285714285714,-0.6962025316455697,-0.6962025316455697,-0.852760736196319,-0.8064516129032258,-0.8048780487804879,-0.7857142857142858,-0.8,-0.8,-0.8125,-0.8367346938775511,-0.7757009345794392,-0.76,-0.7623762376237624,-0.7333333333333334,-0.7446808510638299,-0.8
BWY.L,5.0602471678681775,0.1858900012397474,1.0,1.0,34.0,0.065921142661649,0.1654525496457439,0.9991385999852468,7.715024421153635e-06,0.1421530767160773,2.0,0.0243323803151043,-0.0704209317007858,2.4213280514372653e-07,0.046079779917469,0.083796613068765,0.1643628509719222,0.0711733491225282,0.035613547928765,0.0177778992552909,0.1326821457165733,0.3309445782797467,-0.0242483026188167,0.0320320320320319,-0.0115052732502396,-0.0115052732502396,-0.1970404984423676,-0.0872067286409915,-0.1475816453079784,-0.1897838899803535,-0.1897838899803535,-0.2747098135772071,-0.2986394557823129,-0.371341463414634,-0.371341463414634,-0.3842938190504628,-0.3805947732051666,-0.430229345122962,-0.3924572775486151,-0.3942420681551115,-0.4521785334750265,-0.445102260495156,-0.420298003935901,-0.3350532086423734,-0.295524427741715,-0.3259235044132069,-0.3378291586384071,-0.1725521669341894,-0.1725521669341894,-0.1597392013039934,-0.2320297951582868,-0.2165653495440729,-0.2585400934915497,-0.2698300283286118,-0.0545621274644657,-0.4984188761858428,-0.4984188761858428,-0.4727691127588851,-0.3965466783728416,-0.3740133576199149,-0.4038739520092512,-0.3324700550339915,-0.3324700550339915,-0.2940773707634372,-0.2669747600426591,-0.3538075838295205,-0.3447727994915792,-0.3474683544303797,-0.315177681833278,-0.212676594119893,-0.2262664165103188
BYOT.L,2.7599364069952306,-0.3284218763771754,1.0,1.0,18.0,-0.0807043286867204,-0.6404715127701375,0.2413951980328411,0.0013126098200796,0.0791008700900026,2.0,-0.1255528255528255,-0.0327653997378769,7.7486902144742e-13,0.0256410256410256,-0.0773503825594801,0.1798715203426124,0.0156857373779451,0.20114813262312,-0.3838067749520177,-0.4357945425361156,1.3033629008225092,0.0,0.0,-0.3333333333333332,-0.3333333333333332,-0.5,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.5,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,-0.5,-0.6000000000000001,-0.6666666666666666,-0.6666666666666666,-0.7142857142857143,-0.7142857142857143,-0.6666666666666666,-0.6666666666666666,-0.7142857142857143,-0.7142857142857143,-0.6666666666666666,-0.75,-0.75,-0.7777777777777778,-0.6666666666666666,-0.7142857142857143,-0.6666666666666666,-0.6000000000000001,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,0.0,0.0
