firms,age,agr,bm,bm_ia,cashdebt,chpmia,convind,depr,egr,ep,grltnoa,herf,invest,lev,lgr,mve_ia,pchdepr,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,9.0,-0.1055900621118012,4.4658195071444333e-07,0.0391420209504839,0.161536093581653,0.0247788497612131,1.0,0.1578563616478308,0.0205992509363295,7.216717499749785e-08,-0.0523185011709543,1.0112927755370946e-06,-0.055678793256433,6.976160249758127e-07,-0.1528182528964389,2.4229696672828966,0.3111917302184321,0.0108982153007041,-0.077291012355039,-0.0403660728877267,1.1422375616434024,-0.1594963273871983,-0.108512628624883,-0.1009433962264151,-0.2188524590163935,8.626262626262626,7.28695652173913,9.358695652173912,-0.1051643192488264,8.626262626262626,-0.0450901803607215,-0.0702439024390244,10.081395348837209,-0.0923809523809524,-0.0836538461538463,10.081395348837209,-0.0765503875968993,-0.0620078740157481,-0.0517412935323384,-0.0738581146744411,9.031578947368422,-0.1344232515894641,-0.0871647509578544,10.912499999999998,11.217948717948715,10.76543209876543,-0.035425101214575,-0.0684261974584555,11.217948717948715,10.481927710843374,10.211764705882352,10.912499999999998,-0.0275510204081633,10.912499999999998,11.063291139240503,10.211764705882352,-0.0245649948822928,-0.00104821802935,-0.0093555093555093,0.0438116100766701,0.0225321888412015,0.0928899082568806,0.0903890160183065,0.1291469194312795,0.1664626682986536,0.169325153374233,0.1650366748166258,0.1081395348837208,0.1331747919143875,0.0553709856035438
BACQ-L^J02,8.0,-0.4536251212415131,1.2197997250779612e-06,0.1069130230588424,0.3408582089552238,-0.0484283349394752,1.0,0.1193317422434367,-0.4106394411606663,2.5067729579920904e-07,-0.4808498961150912,5.107909668804308e-07,-0.5613482056256063,7.849513548140272e-07,-0.5092476706994855,0.6375782902386897,0.4733073734455469,0.3997882557447076,0.3099404068464915,-0.0650595931535085,0.7210681439651847,-0.2515723270440252,-0.1215469613259668,-0.2337349397590361,-0.314655172413793,-0.3347280334728033,-0.314655172413793,-0.3614457831325302,-0.273972602739726,1.3382352941176472,1.148648648648649,1.484375,1.4090909090909092,1.564516129032258,1.5039370078740155,1.6949152542372885,1.4090909090909092,1.0784313725490198,1.1059602649006623,1.0126582278481011,1.148648648648649,1.0254777070063694,1.1059602649006623,1.148648648648649,1.1931034482758625,1.0784313725490198,1.12,1.0516129032258066,1.12,1.064935064935065,1.2083333333333337,1.373134328358209,1.4461538461538463,1.373134328358209,1.5039370078740155,2.18,1.8909090909090909,2.057692307692308,2.2448979591836737,2.741176470588236,2.533333333333333,3.12987012987013,3.0769230769230766,3.6764705882352944,3.542857142857144,3.6764705882352944,3.608695652173914,3.8923076923076927,4.482758620689656,3.96875
BALZ-L^I10,10.0,0.0219924914304369,4.965683985452299e-07,0.0435232338165722,0.2327529002585635,0.0372613200750518,1.0,0.2932646212847555,0.0675062019089265,7.554583529475749e-08,-0.0113125702999283,1.574932110134803e-09,-0.0196855106371401,4.21873370715928e-07,-0.0254817358303024,0.1450148796218955,-0.0319136558585792,-0.0239793655479703,-0.0413290896241814,-0.0803568593834333,0.450249392562093,-0.0869565217391304,-0.0416666666666666,-0.0416666666666666,-0.0980392156862745,0.0952380952380953,0.0697674418604652,0.1794871794871795,0.0952380952380953,0.1794871794871795,0.1499999999999999,0.1499999999999999,0.2777777777777779,0.2777777777777779,0.2777777777777779,0.5333333333333334,0.5333333333333334,0.4375,0.3529411764705881,0.1219512195121952,-0.303030303030303,0.2105263157894736,0.2777777777777779,0.393939393939394,0.3529411764705881,0.2777777777777779,0.4375,0.5862068965517244,0.5862068965517244,0.6428571428571428,0.4838709677419355,0.7037037037037037,0.7692307692307692,1.0,1.0,0.9166666666666669,0.8400000000000001,0.7692307692307692,0.9166666666666669,1.2999999999999998,1.2999999999999998,1.2999999999999998,1.2999999999999998,1.190476190476191,1.0909090909090908,1.0,1.0,0.7692307692307692,0.7037037037037037,0.5862068965517244
BAMD-L^J98,9.0,0.2759953027639453,2.6699341058174304e-07,0.0234014421180989,0.0986578295405205,0.0311362303547794,1.0,0.070531720444922,0.0885401189833655,3.4543128709336745e-08,0.010325235692532,8.004810424108613e-09,0.0991182176650628,5.43338440256437e-07,0.3986491402053094,0.9534134123353888,-0.0504828825837672,-0.6329725441464642,0.0308760953709526,0.1509468879156127,0.7731361089566671,0.0,0.0,-0.0025252525252524,0.0180412371134022,0.4007092198581561,0.6596638655462186,0.5250965250965252,0.462962962962963,0.4208633093525182,0.7099567099567099,0.5674603174603174,0.5674603174603174,0.3166666666666666,0.4416058394160582,0.2993421052631579,0.2824675324675325,0.3079470198675498,0.3667820069204153,0.2421383647798742,0.4056939501779359,0.6880341880341883,0.592741935483871,0.592741935483871,0.592741935483871,0.763392857142857,0.7873303167420815,0.8720379146919433,0.7954545454545454,0.8457943925233644,0.8544600938967137,0.975,0.8990384615384615,0.8720379146919433,0.9458128078817736,0.9174757281553398,0.9362745098039216,0.9268292682926832,0.9554455445544554,1.4382716049382718,1.379518072289157,1.515923566878981,1.724137931034483,1.6689189189189189,1.4382716049382718,1.231638418079096,1.393939393939394,1.5,1.3511904761904765,1.1703296703296702
BBIO-L^E18,9.0,-0.0167079702614118,1.3434211164459965e-07,0.0117748192467535,0.2022552849583021,-0.3190637508281056,1.0,0.1057007125890736,-0.236072807501379,6.692856103593774e-08,0.0235801523640559,9.42246415715278e-07,0.105364137820769,4.541927348562006e-07,0.0787306341070091,5.848199779542572,-0.1495289040013775,-0.155822604587185,-0.0135746606334841,-0.0135746606334841,0.6862797685984433,-0.1343283582089552,-0.1102257636122178,-0.1728395061728395,-0.2669584245076587,-0.6144994246260069,-0.5799373040752351,-0.5439074200136147,-0.4552845528455285,-0.46271050521251,-0.4810224632068164,-0.498502994011976,-0.5183321351545651,-0.445364238410596,-0.3631178707224334,-0.3431372549019607,-0.3703007518796992,-0.2976939203354297,-0.3232323232323232,-0.291754756871036,-0.3239152371342079,-0.3306693306693307,-0.3947606142728094,-0.4163763066202091,-0.4168842471714534,-0.3631178707224334,-0.3339960238568589,-0.3218623481781376,-0.3184130213631739,-0.3163265306122449,-0.3071354705274043,-0.2080378250591017,-0.1995221027479091,-0.1399229781771501,-0.1718170580964153,-0.1687344913151365,-0.1898428053204353,-0.145408163265306,-0.0720221606648199,0.035548686244204,0.0618066561014263,0.0323574730354392,0.0737179487179486,0.1713286713286714,0.2181818181818182,0.1394557823129252,0.0702875399361022,0.1092715231788079,0.0929853181076671,0.0668789808917198
BBMG-L^B01,5.0,0.1986254472108681,5.262511733275256e-07,0.0461248700684144,1.4612792760385256,-2.698965118160234,1.0,0.1985781495033978,0.3181997473983268,1.0610764700282512e-07,-0.0295931775082426,1.372604880191507e-09,-0.0113304974465192,6.923792639020948e-08,-0.1355534339098598,1.3463871339522278,0.3817901328405901,-0.3421601960795321,0.0142736983056664,0.0142736983056664,0.0910349820644958,0.46588693957115,-0.2411242603550295,-0.2320359281437125,-0.422947131608549,-0.4980430528375734,-0.3690036900369005,-0.3666666666666667,-0.4014002333722287,-0.4436008676789588,-0.4,-0.5024248302618817,-0.590582601755786,-0.5915605095541401,-0.5577586206896552,-0.6301369863013698,-0.6675307841866494,-0.6633858267716535,-0.6486301369863013,-0.7130872483221476,-0.6447368421052632,-0.6815642458100559,-0.703125,-0.7352941176470589,-0.731694560669456,-0.731694560669456,-0.7218004338394794,-0.7361111111111112,-0.7600561272217026,-0.7668181818181818,-0.7713903743315509,-0.7627197039777983,-0.7884536082474227,-0.7427281845536611,-0.7282838983050848,-0.6902173913043478,-0.7003504672897196,-0.7119595732734418,-0.6913357400722022,-0.6937313432835821,-0.702608695652174,-0.7068571428571429,-0.705848623853211,-0.658,-0.6491108071135431,-0.7459138187221397,-0.7272727272727273,-0.7227027027027026,-0.7272727272727273,-0.7189041095890412
BBOU-L,10.0,1.2083706642774863,2.337972413579258e-07,0.0204918638219861,0.2423352069494123,0.1570254571947665,1.0,0.1859614105123087,0.0895953757225433,6.91469294732327e-08,0.2798101089081262,2.610524549618584e-05,0.3203634967362089,6.248029725944568e-07,2.3903533370723498,27.441498267162988,1.04674508425497,1.956056510597436,2.1536997885835096,2.1536997885835096,1.037758651966415,-0.1511811023622047,-0.1081460674157304,0.240234375,0.240234375,0.2776659959758552,0.2306201550387596,0.2282398452611218,0.2450980392156863,0.1339285714285714,0.1630036630036628,0.1587591240875911,0.0799319727891156,0.1587591240875911,0.0948275862068965,0.0601001669449081,0.1159929701230226,0.2649402390438247,0.27,0.3894967177242887,0.4631336405529953,0.3864628820960698,0.4301801801801799,0.4464692482915717,0.3744588744588744,0.3284518828451881,0.3714902807775377,0.3424947145877377,0.3714902807775377,0.3146997929606625,0.3655913978494622,0.383442265795207,0.383442265795207,0.3396624472573839,0.3804347826086958,0.2549407114624507,0.2258687258687259,0.2751004016064255,0.280241935483871,0.3146997929606625,0.3256784968684758,0.3568376068376069,0.3956043956043955,0.508313539192399,0.508313539192399,0.411111111111111,0.4048672566371682,0.3539445628997866,0.4017660044150108,0.3039014373716631
BBQS-L^G99,9.0,-0.0462548492987168,6.945161223731473e-07,0.0608729586336579,0.1215626864986457,0.0190402519753707,1.0,0.1156758803483528,-0.0216284987277355,9.19914536972049e-08,-0.0581029479150742,1.1231389634505054e-06,-0.0475678901820352,1.3630991701416126e-06,-0.0582100196113388,1.0991745233836805,-0.0058222356646134,-0.0063231887698314,0.0375047657381329,-0.0358355925337322,0.8162515874172952,-0.2428571428571427,-0.1764705882352941,-0.1566265060240964,-0.2222222222222223,-0.2222222222222223,-0.2307692307692308,-0.1566265060240964,-0.0277777777777777,-0.054054054054054,-0.0909090909090909,-0.1764705882352941,-0.1666666666666667,-0.1358024691358026,-0.119496855345912,-0.1463414634146341,-0.2045454545454545,-0.2307692307692308,-0.2708333333333333,-0.2857142857142857,-0.2473118279569893,-0.3,-0.2307692307692308,-0.2045454545454545,-0.2265193370165746,-0.2473118279569893,-0.2265193370165746,-0.2,-0.2307692307692308,-0.2178770949720671,-0.2432432432432433,-0.1860465116279069,-0.2134831460674158,-0.1715976331360946,-0.0967741935483872,-0.1566265060240964,-0.2090395480225989,-0.2708333333333333,-0.2893401015228427,-0.2178770949720671,-0.2391304347826087,-0.2432432432432433,-0.2473118279569893,-0.2178770949720671,-0.2,-0.2178770949720671,-0.1358024691358026,-0.1616766467065868,-0.1907514450867052,-0.2178770949720671
BBTK-L^C11,9.0,0.1416139240506329,0.0007778052948006,68.1730891626467,0.1980542043085476,0.0654337843719933,1.0,0.1200607902735562,0.0098743267504488,3.3186359244827805e-05,0.014407092722568,6.115601765955723e-08,0.1922468354430379,0.0011131257996702,0.2697160883280757,0.0020511916173954,-0.1535209828612296,-0.1789052069425901,-0.1789052069425901,-0.0360480640854472,3.3732864432318648,-0.0714285714285715,-0.096774193548387,-0.176470588235294,-0.282051282051282,-0.282051282051282,-0.282051282051282,-0.263157894736842,-0.282051282051282,-0.8962962962962963,-0.2999999999999999,-0.2999999999999999,-0.3913043478260869,-0.3333333333333332,-0.3170731707317072,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3636363636363635,-0.3636363636363635,-0.3636363636363635,-0.4399999999999999,-0.3488372093023255,-0.3170731707317072,-0.3170731707317072,-0.3170731707317072,-0.3170731707317072,-0.3170731707317072,-0.282051282051282,-0.282051282051282,-0.2999999999999999,-0.2999999999999999,-0.8169934640522876,-0.8313253012048193,-0.8409090909090908,-0.84,-0.8372093023255813,-0.8313253012048193,-0.8390804597701149,-0.8282208588957055,-0.8181818181818181,-0.8082191780821918,-0.8095238095238095,-0.8095238095238095,-0.8095238095238095,-0.8133333333333334,-0.8120805369127517
BBTU-L^C18,9.0,0.1005559506108991,6.761370957350858e-07,0.0592620734544302,0.127089215590822,-0.0973703320318736,1.0,0.0233869283775318,-0.0284094196609384,6.08007988661255e-08,0.0828165633126624,1.7085474974937383e-06,0.0565324196780658,6.93451230511532e-07,0.2671620925612539,3.522023647240305,-0.1654510686266151,-0.0138922145434006,-0.0439385948620132,-0.0021963081106521,0.526035421860973,-0.11864406779661,-0.1386861313868614,-0.2578616352201258,-0.2934131736526946,-0.3058823529411765,-0.301775147928994,-0.2337662337662338,-0.1862068965517241,-0.1060606060606061,-0.1418181818181818,-0.1127819548872181,-0.144927536231884,-0.1026615969581749,-0.024793388429752,-0.0483870967741936,-0.0125523012552302,0.0128755364806865,0.0630630630630628,0.0305676855895196,0.0128755364806865,0.0216450216450214,0.1568627450980391,0.1919191919191918,0.1238095238095238,0.1346153846153845,0.2421052631578948,0.3038674033149171,0.2291666666666667,0.2227979274611398,0.2486772486772486,0.268817204301075,0.3964497041420118,0.6164383561643836,0.6503496503496504,0.4478527607361964,0.3964497041420118,0.4216867469879517,0.3801169590643274,0.3801169590643274,0.3038674033149171,0.3258426966292134,0.3801169590643274,0.3409090909090908,0.4047619047619046,0.3801169590643274,0.5031847133757961,0.5733333333333333,0.5526315789473684,0.4131736526946108
