firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chpmia,chtx,cinvest,convind,depr,egr,ep,grltnoa,herf,hire,invest,lev,lgr,ms,mve_ia,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BBIO-L^E18,24.0,0.2325535679182229,3.478429452477836e-07,0.0491089640909895,0.0345543526620198,0.1890853189853958,1.3775269225644642,-36.0,0.1590533643316082,-0.0274815275531335,0.0024457677584006,0.0626106455163385,1.0,0.1313645621181262,0.2571884984025559,1.0607662879220845e-07,0.0456106366117731,4.636500990924004e-07,0.0909090909090909,0.0591704344407312,9.59772497592836e-07,0.2541149292520935,5.0,1.9926369270790016,0.0869067879362776,-0.0749633352611299,-0.0486133733480119,0.0356287272305372,0.007097288676236,0.028271918678526,0.1329620605638705,0.2913490767218398,0.0492424242424243,-0.0185873605947954,0.0602409638554215,0.1528384279475982,0.1945701357466063,0.2452830188679244,0.2165898617511521,0.2279069767441861,0.2452830188679244,0.4505494505494505,0.5,0.2815533980582525,0.2511848341232228,0.189189189189189,0.2279069767441861,0.4426229508196722,0.3821989528795813,0.4347826086956521,0.5714285714285716,0.3134328358208957,0.1578947368421053,0.1282051282051284,0.2054794520547946,0.1838565022421525,0.2878048780487807,0.306930693069307,0.2941176470588236,0.189189189189189,0.3538461538461539,0.4831460674157304,0.5621301775147931,0.7483443708609272,0.9270072992700727,1.4220183486238531,1.1639344262295084,0.9270072992700727,0.8723404255319152,1.2758620689655171,1.2564102564102568,1.2564102564102568,1.4,1.4444444444444442,1.378378378378378,1.490566037735849,1.5142857142857142,1.112,1.0307692307692309,1.2184873949579833,2.771428571428572
BBOU-L,24.0,0.1301006219345704,1.1288987987710009e-07,0.0159379545650163,0.0700252090752671,0.1543077290238996,0.65474807956085,-131.5,0.252240624791172,0.0106445308467214,-0.0049552510491985,0.0664059928128965,1.0,0.1043068640646029,0.065395614871306,3.9454891803861206e-08,0.0910579913119852,1.2671101075161603e-06,0.1441715237302248,0.0467209384638721,3.13921947639631e-07,0.1266676334106728,4.0,21.79756756337421,-0.0692618283466197,0.0138386232877755,-0.0556528670911049,-0.0096648400509529,0.0199537056881992,0.0735735735735735,0.0831320450885668,0.8744421191282761,-0.0501204819277107,0.0522312373225153,0.0886673662119623,0.1611639619473979,0.1155913978494622,0.1495844875346259,0.1709932279909707,0.1850371216447743,0.1939010356731876,0.2515078407720146,0.3687335092348285,0.321656050955414,0.3413057530704588,0.3660302830809743,0.4490223463687151,0.4758179231863442,0.5347633136094676,0.599845797995374,0.6815235008103728,0.6533864541832668,0.6774454324979791,0.6185647425897036,0.6010802469135801,0.7036124794745484,0.7306088407005837,0.7120462046204621,0.7291666666666667,0.7510548523206753,0.8106457242582896,0.7918825561312608,0.8795289855072466,0.8915223336371922,0.8411712511091394,0.9913627639155472,0.9612476370510395,0.8609865470852018,0.8477292965271592,0.8967093235831811,0.9668246445497628,0.9142066420664208,0.9951923076923076,1.0544554455445545,1.1727748691099475,1.1569646569646572,1.2311827956989243,1.313266443701226,1.4614472123368922,1.5460122699386505,1.6265822784810124
BBTU-L^C18,24.0,0.0239907505540031,2.414464338140237e-07,0.0340877525620765,0.0240880935994494,0.3576583801122694,1.4337440619371955,-6.75,-0.0870195377653944,-0.0598203266296546,-0.0015403870222393,0.0473542292153677,1.0,0.2560521415270018,0.3758169934640523,1.0913837613968817e-07,-0.0097110486980524,1.2864929115057976e-08,-0.0497371879106439,0.0314095770305424,3.673312134391501e-07,-0.1240426695842451,4.0,0.7678350742847513,0.0141277731345033,0.0488598702072148,1.1109517467472596,0.1443221583156689,0.0222054949190816,0.0560570071258907,0.1109517467472595,0.0899146605048019,-0.15929203539823,-0.0382978723404257,0.0414746543778801,0.1414141414141412,0.1589743589743588,0.2282608695652173,0.3216374269005846,0.3063583815028901,0.458064516129032,0.4303797468354429,0.3780487804878047,0.2486187845303866,0.3780487804878047,0.4675324675324674,0.5694444444444444,0.7384615384615383,0.7251908396946563,0.6617647058823526,0.8833333333333333,0.7795275590551178,0.527027027027027,0.4771241830065358,0.5167785234899327,0.4868421052631577,0.7251908396946563,0.6865671641791042,0.6865671641791042,0.8373983739837396,0.7936507936507935,0.6865671641791042,0.6865671641791042,0.6865671641791042,0.602836879432624,0.8079999999999998,0.6258992805755395,0.4487179487179484,0.4124999999999998,0.5586206896551724,0.4394904458598725,0.6376811594202898,0.6376811594202898,0.8079999999999998,0.1770833333333332,0.1709844559585491,0.2555555555555553,0.2216216216216213,0.1078431372549018,-0.0382978723404257,0.1894736842105262
BBXK-L,25.0,0.0404768124510194,3.757803364539527e-07,0.0530532049050798,0.0282252203443582,0.191587125879822,1.706630864757735,-58.650000000000006,0.0215998396005887,0.0055712244952228,-0.0034982242853912,0.0398693546570559,1.0,0.0895166577269205,-0.1020715360906027,6.999947434463947e-08,-0.0691597601239449,1.0998997023225697e-06,0.0123456790123456,0.0976998061402665,7.621348381988783e-07,0.1305595728112137,4.0,2.935956847805829,-0.0814570718805124,0.1266021213309812,-0.1159271303208523,-0.2213529527785228,0.0153402446555507,0.0459917273980697,0.0093111744159125,0.3747411812766774,0.0589743589743589,0.0540540540540539,0.0209424083769633,0.0209424083769633,0.0,-0.0151515151515151,0.0893854748603351,0.0893854748603351,0.1607142857142858,0.1890243902439023,0.1854103343465045,0.0893854748603351,0.015625,0.0803324099722992,0.1711711711711712,0.2540192926045017,0.1999999999999999,0.25,0.2264150943396226,0.2111801242236024,0.1504424778761062,0.0597826086956521,0.0103626943005181,0.0051546391752577,0.1504424778761062,0.1470588235294117,0.0893854748603351,0.056910569105691,0.0129870129870128,-0.0714285714285715,-0.0051020408163264,0.1016949152542372,0.0863509749303621,0.1926605504587155,0.092436974789916,0.0655737704918031,0.0483870967741935,0.1782477341389727,0.1079545454545454,-0.0298507462686565,-0.0126582278481013,0.1470588235294117,0.092436974789916,0.1538461538461539,0.1174785100286532,0.2264150943396226,0.368421052631579,0.1470588235294117,0.2621359223300972
BCIP-L,14.0,-0.1019553535531407,2.6034760848471378e-06,0.3675624741258793,0.0943818464003411,0.0654429566511429,0.4804704387358411,-278.8423,-0.0702767087088966,-0.1114563951533593,-0.0019751060834953,0.0661447087097843,1.0,0.3449835309818075,-0.174373968987709,-2.188596588984467e-07,-0.1544235485965942,6.265784977086956e-06,-0.0401675986399688,-0.0139834039191557,7.327969636879066e-06,-0.0734812435084617,4.0,2.658700273048457,0.0014192575049805,-0.0193768849945068,0.0091795826311639,-0.0175240508186319,0.00358037992545,0.0143294645713842,-0.0436746571916117,1.6452653744292132,0.0975609756097561,-0.0238095238095238,-0.2407407407407408,-0.1458333333333333,-0.18,-0.163265306122449,-0.2407407407407408,-0.18,-0.088888888888889,-0.18,-0.088888888888889,-0.2931034482758621,-0.3387096774193548,-0.3050847457627118,-0.2407407407407408,-0.267857142857143,-0.3387096774193548,-0.3387096774193548,-0.3492063492063493,-0.3880597014925374,-0.359375,-0.4383561643835616,-0.4533333333333333,-0.4675324675324676,-0.5060240963855422,-0.5,-0.4533333333333333,-0.4225352112676056,-0.3970588235294118,-0.4605263157894737,-0.4305555555555556,-0.4383561643835616,-0.3970588235294118,-0.3278688524590164,-0.3387096774193548,-0.4383561643835616,-0.4459459459459459,-0.4225352112676056,-0.4383561643835616,-0.4057971014492754,-0.4142857142857142,-0.4225352112676056,-0.4459459459459459,-0.4057971014492754,-0.3880597014925374,-0.3387096774193548,-0.3387096774193548,-0.3278688524590164,-0.4305555555555556
BCYN-L,24.0,-0.059522673483083,7.023887606252402e-07,0.0991642489655447,0.0669834181656495,0.0226825389787131,0.4021150023599582,1124.9241,0.0044630075211899,0.1691119531309183,-0.007942302387351,-0.0344092868197951,1.0,0.0582183128646303,-0.1470197681023321,-4.4707685225759574e-08,0.0048950141011976,1.0759519906218044e-05,0.0025508920114755,0.113965484237871,8.925350569504019e-07,-0.0561895431738803,4.0,18.078854109112804,0.0040534108760057,-0.2359748857765914,-0.3005440288966134,0.8050823811628733,0.0078249703846062,0.0196309664446258,-0.1949176188371266,1.6452653744292132,-0.0576985413290114,-0.1037187681580477,-0.1614569176406631,-0.1215831435079726,-0.0112179487179486,-0.0255843335439039,0.0500340367597005,0.1033619456366237,0.0269640479360853,0.0081699346405228,0.112914862914863,-0.1200798630918426,-0.1324521934758155,-0.1416249304396215,-0.2114008179959099,-0.0127999999999999,-0.0662832929782081,-0.0513530135301353,0.0939716312056737,-0.1812632696390658,-0.279542269967305,-0.3192850838481906,-0.2749706227967097,-0.2924311926605504,-0.3018782529984158,-0.2815556590591522,-0.2898250460405156,-0.3123049487293803,-0.2666983598763964,-0.2438725490196077,-0.1779909405808686,-0.1188231933733218,-0.1057971014492753,0.0623278236914601,-0.0212563451776649,-0.0870079905297425,-0.2299051422865701,-0.1104382929642444,-0.030788564247565,-0.0899705014749261,-0.0389408099688473,0.0966939210806969,0.1975931677018634,-0.3025096088627628,0.1819923371647509,-0.2916188289322616,0.034540576794098,-0.3614158559304492,0.3138841567291313
BCZB-L,25.0,0.0287682333873581,7.925739135278924e-07,0.111896717730383,0.0463962189838519,0.1654476301930953,2.3441850827151622,-1.0,0.0532259050412937,0.0005182794525099,0.0007018159487674,0.0311800017919541,1.0,0.0527335781313749,0.0184757505773672,8.488407167384021e-08,-0.0271619732374675,5.940897372893817e-06,0.0304219823356231,0.0619124797406807,9.623420568755728e-07,0.0372522723886157,4.0,3.185288793647336,-0.0141251495238539,0.0038639929868629,-0.0069799919394683,-0.1039949173126026,0.0114783843483748,0.0249271886242933,0.0452588140306809,0.4662478422649562,0.0105820105820106,0.1020408163265305,0.1351351351351351,0.0956521739130433,0.1216617210682491,0.0677966101694915,0.0924855491329479,0.1489361702127658,0.1702786377708978,0.2434210526315787,0.3170731707317071,0.2233009708737863,0.2038216560509553,0.2727272727272725,0.2857142857142856,0.2475247524752475,0.2475247524752475,0.3034482758620689,0.3451957295373664,0.2516556291390728,0.2516556291390728,0.1489361702127658,0.1052631578947367,0.0862068965517239,0.1317365269461077,0.0188679245283018,-0.0232558139534884,0.0053191489361701,0.0617977528089888,-0.0282776349614396,-0.0282776349614396,0.0216216216216216,0.0830945558739253,0.1924290220820188,0.1559633027522935,0.1183431952662721,0.1489361702127658,0.1183431952662721,0.1595092024539877,0.1666666666666665,0.1666666666666665,0.1559633027522935,0.1702786377708978,0.1630769230769231,0.2038216560509553,0.1999999999999999,0.2233009708737863,0.1385542168674698,0.1999999999999999
BCZN-L,24.0,0.0617419458420549,2.979997011628905e-07,0.0420720236631771,0.1335151436518273,0.1794778271799932,1.2189315876281734,-86.9956,-0.0321879601943574,-0.026003268036296,-0.0021991798590091,0.0186525344808214,1.0,0.1472409376064964,0.1202511891505571,6.685916796973373e-08,-0.0457781949065784,9.500078705038468e-07,-0.0183974618316547,0.0122231196673839,5.594557644350874e-07,0.0537035848770639,4.0,5.048751710299374,0.0348335688270071,0.0074886317469104,0.0695849764711345,0.049531406598771,0.0151142360580568,0.0484970815961377,0.0551290145965938,0.6920060605776548,-0.1039215686274508,-0.0502793296089386,-0.0163934426229508,0.0418794688457611,0.0909090909090908,0.1697247706422016,0.1860465116279068,0.2215568862275447,0.1512415349887133,0.2577065351418002,0.3093709884467264,0.0461538461538459,0.1258278145695361,0.0714285714285714,0.0828025477707006,0.3127413127413128,0.2546125461254611,0.2781954887218043,0.4245810055865919,0.2515337423312882,0.0483042137718394,-0.0900981266726138,-0.1222030981067126,-0.1878980891719746,-0.1348600508905852,-0.1406908171861837,-0.1632485643970468,-0.2,-0.0981432360742706,0.0472279260780286,0.0537190082644627,0.2484700122399019,0.2200956937799043,0.2608158220024721,0.2862547288776795,0.0725552050473186,0.1860465116279068,0.4049586776859504,0.4655172413793103,0.3421052631578947,0.3896457765667573,0.4890510948905109,0.5384615384615383,0.6915422885572138,0.7495711835334475,1.1794871794871793,0.8959107806691449,1.2818791946308723,1.5185185185185186
BDAJ-L,24.0,-0.0289017341040462,3.433046150234469e-07,0.0484682361444697,0.0887008733624454,0.816303946883069,2.959885022970352,4.9,-0.0111339130775839,0.0806118816958206,-0.0012517882689556,0.0136515712211239,1.0,0.2626262626262626,0.0425240054869685,2.470889794971388e-07,-0.1215491960764483,7.99574645077709e-09,-0.006363737858658,0.0847119792704804,3.902831412898133e-07,-0.0840989399293286,4.0,0.2924568859001815,0.5750439174352221,0.0081028758177299,0.5745072470767528,1.5139011864706924,0.0102454858997768,0.0212990299451708,0.5139011864706923,0.5213516116411888,0.0303030303030302,0.0122699386503066,0.0855263157894736,0.1379310344827586,0.1870503597122301,0.1073825503355703,0.0927152317880795,0.2692307692307691,0.4102564102564103,0.3983050847457627,0.375,0.4473684210526316,0.2790697674418603,0.2043795620437953,0.1956521739130434,0.2992125984251967,0.1619718309859155,0.2132352941176469,0.4224137931034484,0.2499999999999997,0.1785714285714286,0.0999999999999998,0.0927152317880795,0.0927152317880795,0.0999999999999998,0.2595419847328244,0.3095238095238095,0.3095238095238095,0.2790697674418603,0.2992125984251967,0.3983050847457627,0.4473684210526316,0.3983050847457627,0.736842105263158,0.3983050847457627,0.3524590163934427,0.3983050847457627,0.4732142857142856,0.793478260869565,0.9879518072289156,1.1153846153846154,0.875,0.8539325842696628,1.1153846153846154,1.2297297297297298,1.5384615384615383,1.578125,1.5384615384615383,1.26027397260274
BDLO-L,25.0,0.0725337837837837,3.356247466045466e-07,0.0473839813462629,0.0128516080259552,0.261266711027766,0.8956601206679967,-9.85,0.7567153347190904,0.0009060400995977,0.0036051225024213,0.1043581381559446,1.0,0.0467095929280803,0.2018327067669173,6.638130374355157e-08,0.0386978988377474,4.5083793887930244e-08,0.4325108333631774,0.0578378378378379,3.563812069843261e-07,-0.0282681297709922,3.0,2.0133513190189114,0.0987612083036578,-0.0283701875476032,-0.0054538637215801,0.0225165971900571,0.0201414563574987,0.0467118997912317,0.1417322834645669,0.2927325542641763,-0.0070093457943924,0.0054815974941269,-0.0283768444948921,0.0494483040457702,0.0682196339434275,0.0735785953177257,0.1170073945193563,0.2079021636876763,0.2211126961483593,0.2304743651173932,0.3956521739130436,0.3196300102774922,0.3762057877813505,0.5222288085358624,0.5432692307692306,0.6419437340153451,0.5842072794571251,0.5706422018348623,0.6212121212121211,0.7017892644135189,0.6450992953235106,0.5793357933579335,0.618147448015123,0.5285714285714285,0.5441972339146122,0.4809688581314879,0.4674285714285713,0.4346368715083799,0.4895591647331787,0.503512880562061,0.5812807881773401,0.7577002053388091,0.7710344827586206,0.8868479059515062,0.8251599147121536,0.6697009102730818,0.7154308617234468,0.7649484536082474,0.8199858256555634,0.8199858256555634,0.9769053117782908,1.038095238095238,1.1170651277823578,1.5325443786982245,1.8984198645598196,2.108958837772397,1.875699888017917,1.761290322580645,2.1355311355311355
