firms,absacc,acc,age,agr,cashdebt,chpmia,currat,egr,grltnoa,herf,invest,lgr,mve_ia,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
CWI_80-L,0.1381539770310506,-0.1381539770310506,15.0,0.1653567481272258,0.1205337582154949,0.2351387366708004,1.1688875116207005,-0.1353905496624879,0.0323833829576066,8.650349567385067e-05,0.0066928650374554,0.3172420158759461,14.8489987117523,-0.1668321648279567,-0.1667966286573122,-0.0973907839312299,-0.3117307122394547,-3.86053882725832,0.7688255345522157,-0.0028301886792452,-0.0380047505938242,0.0011890606420927,-0.0094117647058823,0.0631313131313131,-0.0152046783625732,0.0318627450980391,0.0011890606420927,0.0850515463917525,0.0935064935064935,0.1378378378378377,0.1926345609065156,0.2973805855161786,0.3176838810641629,0.3074534161490683,0.2455621301775148,0.2719033232628398,0.4056761268781301,0.4668989547038327,0.3602584814216476,0.4517241379310346,0.3580645161290321,0.4643478260869564,0.2874617737003058,0.3156249999999998,0.1049868766404198,0.1943262411347517,0.1776223776223775,0.0280830280830282,0.1710709318497913,0.2474074074074073,0.2854961832061069,0.3429027113237639,0.4467353951890034,0.469458987783595,0.4222972972972973,0.3758169934640523,0.434412265758092,0.4955595026642985,0.5708955223880596,0.544954128440367,0.5035714285714286,0.6317829457364341,0.4902654867256635,0.7010101010101009,0.6509803921568629,0.7396694214876034,0.746887966804979,0.883668903803132,0.904977375565611
CWV_20-L^I06,0.1043480095801812,-0.1043480095801812,16.0,-0.0582450677101473,0.2067619600189883,-0.043309734274539,1.1062835991892128,-0.0342979017754207,-0.1400943246921458,1.1688402408031407e-05,-0.0718075843559854,-0.0843044796227686,3.822109261189271,-0.1724280438921587,0.1696628659361375,0.2179408995210072,0.0961155488708625,-1.8731060606060608,0.8556446637877853,0.0449398918860769,0.0,-0.0364025695931476,-0.0142387732749179,0.0112359550561798,-0.0066225165562914,-0.0044247787610618,-0.0455991516436903,0.0067114093959732,0.053864168618267,0.0948905109489051,0.0975609756097561,0.0613207547169811,0.0112359550561798,0.0638297872340425,0.1538461538461539,0.1523687580025607,0.1597938144329898,0.1780104712041885,0.1904761904761904,0.1538461538461539,0.0135135135135133,-0.0022172949002217,0.0250569476082005,0.0285714285714284,-0.0332975295381311,0.053864168618267,-0.127906976744186,-0.1557223264540338,-0.1312741312741312,-0.1549295774647887,-0.1428571428571429,-0.1219512195121951,-0.150943396226415,-0.1549295774647887,-0.0249187432286024,-0.0077177508269019,-0.1193737769080235,-0.1159135559921414,-0.150943396226415,-0.1620111731843575,-0.1295938104448742,-0.0954773869346733,-0.1044776119402985,-0.1044776119402985,-0.1150442477876105,-0.0890688259109312,-0.0625,0.0440835266821346,-0.0999999999999999
DLY_Y2-L^F16,0.1491743632801567,-0.1491743632801567,15.0,-0.048607318405243,0.0744342622031045,-0.1234365283698976,1.037919826652221,-0.1877133105802047,-0.0660509375874476,7.498300826469447e-06,0.0832878208629164,-0.0085661080074487,2.014106639870542,-0.0609716656839073,-0.4079193068069204,-0.4966845934556003,-0.0270358470879699,-12.69047619047619,0.6706392199349945,0.0084251458198314,-0.0224489795918367,0.0315789473684211,-0.0120967741935482,0.0123966942148761,-0.0373280943025539,0.0040983606557378,-0.025844930417495,0.0165975103734439,0.0294117647058824,0.0315789473684211,0.0864745011086476,0.163895486935867,0.1264367816091955,0.1421911421911423,0.234256926952141,0.2280701754385965,0.2219451371571073,0.3207547169811322,0.3881019830028329,0.2894736842105265,0.106094808126411,0.234256926952141,0.163895486935867,0.1136363636363635,0.0515021459227469,0.203931203931204,0.1238532110091743,-0.0120967741935482,-0.0373280943025539,-0.0277777777777776,0.074561403508772,0.0986547085201794,0.2531969309462916,0.2760416666666667,0.3031914893617022,0.3351498637602181,0.2694300518134715,0.4848484848484851,0.5408805031446542,0.4984709480122324,0.5960912052117266,0.8352059925093636,0.7948717948717949,0.7689530685920578,1.0851063829787235,1.041666666666667,0.9140625,1.041666666666667,0.877394636015326
DOQX_41-L^J16,0.0570429662342441,-0.0570429662342441,16.0,0.0016574585635358,0.142316079421554,0.0182510590753012,2.4578616352201257,0.0919540229885057,-0.0570429662342436,4.526393127846718e-07,-0.0114180478821363,-0.0175199089874857,0.6150642218366759,-0.238285350074909,0.6413669598599006,0.6444026234169038,-0.0388175230566534,-0.7948717948717948,1.508176100628931,0.0073781291172595,0.0153061224489796,-0.0754716981132076,-0.1967213114754098,-0.1694915254237288,-0.2222222222222222,-0.2222222222222222,-0.2631578947368421,-0.2659176029962546,-0.1623931623931623,-0.2575757575757575,-0.2432432432432432,-0.1171171171171172,-0.2519083969465649,-0.1403508771929824,-0.0150753768844221,-0.02,-0.0297029702970297,0.1807228915662651,0.2894736842105263,0.1395348837209302,0.0315789473684211,-0.1171171171171172,0.1529411764705881,0.380281690140845,0.0208333333333332,0.0315789473684211,-0.2096774193548387,-0.3836477987421384,-0.3836477987421384,-0.449438202247191,-0.3378378378378378,-0.282051282051282,-0.3836477987421384,-0.3049645390070922,-0.0485436893203884,0.1199999999999998,-0.234375,-0.234375,-0.2575757575757575,-0.4201183431952663,-0.4673913043478261,-0.3697749196141479,-0.4773333333333334,-0.4814814814814815,-0.5535307517084282,-0.5196078431372549,-0.5196078431372549,-0.5682819383259912,-0.6356877323420074
DOS_59-L,0.0373850336319572,-0.0373850336319572,10.0,0.0034872908603297,0.2051329197906359,-0.0280625504615374,1.0767238641843846,-0.0161464080560734,-0.1239107790702612,0.0130645563279117,-0.0680474349091973,0.0146360798766117,99.37197837670804,-0.1014621748276421,0.1062306779528894,0.1242658807719055,0.1376814636483288,-0.6454660774651522,0.8470662648049735,0.1701883803777364,0.0714285714285714,-0.015625,0.0391752577319588,0.0456431535269707,0.0327868852459016,0.1052631578947369,0.1454545454545452,0.1830985915492957,0.1125827814569535,0.2233009708737863,0.2115384615384614,0.1943127962085309,0.1639722863741339,0.2057416267942584,0.2233009708737863,0.1748251748251748,0.2759493670886075,0.2115384615384614,0.2352941176470588,0.2791878172588833,0.1803278688524592,0.2233009708737863,0.2057416267942584,0.1559633027522935,0.0100200400801602,0.0655391120507398,-0.0999999999999999,-0.1384615384615384,-0.1280276816608997,-0.1936,-0.1457627118644068,-0.0902527075812273,-0.0561797752808987,-0.0232558139534884,-0.0967741935483871,-0.0454545454545455,-0.1355060034305317,-0.1399317406143345,-0.1204188481675393,-0.2025316455696203,-0.1936,-0.125,-0.1310344827586206,-0.1295336787564767,-0.0666666666666667,-0.081967213114754,-0.1557788944723618,-0.1669421487603305,-0.2198142414860681
DPCZ_02-L^F20,0.0002963296002615,0.0002963296002615,8.0,-0.1746048029843786,0.0068917840999734,0.4575462052703988,0.7348740370601707,-0.215580314062637,-0.0844232812883177,6.084590643151445e-09,-0.0376964327349032,-0.1281106908222177,0.0788664489118256,-0.61672348132291,-0.3848862792762652,-0.3848862792762652,-0.1311710132277143,0.0058847402597402,0.7348740370601707,-0.1737902624515359,-0.02,0.1111111111111111,0.1111111111111111,0.5625,0.3157894736842106,0.2820512820512819,0.3888888888888888,0.4285714285714286,1.1739130434782608,0.9230769230769228,0.9230769230769228,0.5151515151515151,0.4705882352941175,0.6129032258064517,0.1627906976744186,-0.0384615384615385,0.0638297872340425,0.3157894736842106,0.25,0.2195121951219512,-0.0196078431372549,-0.1525423728813558,-0.21875,-0.1935483870967741,-0.3243243243243243,-0.2753623188405796,-0.3150684931506849,-0.3333333333333333,-0.3243243243243243,-0.3421052631578947,-0.2647058823529412,-0.2957746478873239,-0.2753623188405796,-0.2063492063492064,0.1111111111111111,0.1627906976744186,-0.1666666666666666,-0.1071428571428572,-0.1935483870967741,-0.2647058823529412,-0.2307692307692308,-0.1935483870967741,-0.3421052631578947,-0.3333333333333333,-0.3421052631578947,-0.1666666666666666,-0.0384615384615385,-0.0740740740740741,-0.0740740740740741
DPXL_94-L,0.0536071820706581,-0.0536071820706581,15.0,-0.015508843886183,0.0641781936533767,-0.411204534659783,0.8985660377358491,-0.0151528656743025,-0.0633598139895369,5.446242431528248e-05,-0.0004486029223276,-0.0153411384739604,6.045067480226844,-0.149174745922808,-0.0097959271657536,-0.011108141160028,0.0271990781263202,-138.33333333333334,0.7815849056603773,0.0385091629519564,0.1317073170731708,-0.0330188679245284,-0.050925925925926,-0.0096618357487923,-0.0238095238095239,0.0,0.0459183673469387,0.2349397590361446,0.2202380952380951,0.1849710982658958,0.1021505376344085,0.2130177514792899,0.164772727272727,0.3486842105263157,0.4963503649635035,0.5185185185185184,0.6399999999999999,0.7672413793103448,0.8303571428571426,0.7372881355932204,0.6532258064516128,0.2058823529411764,0.1452513966480446,0.0459183673469387,-0.3211920529801325,-0.3278688524590164,-0.4109195402298851,-0.4661458333333333,-0.4142857142857143,-0.3880597014925374,-0.3573667711598747,-0.402332361516035,-0.3387096774193548,-0.3387096774193548,-0.3898809523809524,-0.3825301204819277,-0.3806646525679759,-0.4576719576719577,-0.3898809523809524,-0.4305555555555556,-0.3880597014925374,-0.375,-0.3387096774193548,-0.2756183745583039,-0.4633507853403141,-0.4398907103825137,-0.4783715012722647,-0.4533333333333333,-0.5095693779904307
DRNQ_D0-L^A11,0.2911190936722851,0.2911190936722851,9.0,-0.2524337479718766,0.3759317368565923,-27.73019784122853,5.37796634546239,0.1237864077669902,0.271378833932025,3.437262932128654e-12,-0.0027524530634319,-0.5136970609412843,0.0732484754395135,-0.3335060448695493,0.0114528792377538,0.0106150530087427,-0.8533529194169254,1.643927100237174,5.361426722278153,-0.9041706462909902,0.2270531400966184,-0.0142857142857144,-0.0633484162895928,0.0147058823529411,0.0725388601036269,-0.1153846153846154,-0.0758928571428573,-0.0095693779904306,0.2857142857142856,0.0894736842105263,0.078125,0.1436464088397788,0.0837696335078532,0.0952380952380951,0.078125,0.1694915254237288,0.1896551724137929,0.3101265822784809,0.5447761194029848,0.5333333333333332,0.6171874999999998,0.4275862068965517,0.3269230769230768,0.3101265822784809,0.8,0.7692307692307692,-0.5273972602739726,-0.5273972602739726,-0.5337837837837839,-0.5129411764705882,-0.6854103343465046,-0.6666666666666667,-0.555793991416309,-0.5316742081447965,-0.3727272727272728,-0.3235294117647059,-0.7247340425531915,-0.7441285537700866,-0.8254637436762227,-0.8434190620272315,-0.8270676691729324,-0.8052681091251176,-0.8244274809160306,-0.852037169406719,-0.8688212927756654,-0.8644400785854617,-0.8740109555690809,-0.8797210923881464,-0.893298969072165
DVX_M7-L^C10,0.0752858784264376,-0.0752858784264376,15.0,0.3232490148722511,0.1200203424309205,0.223760534107464,0.7787123908120349,-0.0231788079470198,0.181649067133496,3.2121090551048044e-05,0.0672429134358713,0.5754202139270902,7.590136590646317,0.082407016900906,-0.0190197221008234,-0.0479142731713696,-0.0299478658179404,-1.879781420765028,0.5613070203817535,0.2157417893544733,-0.0385714285714284,-0.0028490028490028,-0.051490514905149,-0.0196078431372548,-0.0014265335235377,0.0416666666666667,0.0014306151645206,0.10062893081761,0.0920436817472698,0.1904761904761904,0.1925042589437819,0.2173913043478261,0.1532125205930807,0.1824324324324324,0.2727272727272727,0.2433392539964476,0.289134438305709,0.3059701492537312,0.3806706114398421,0.3539651837524178,0.1570247933884299,0.0802469135802468,0.0510510510510511,0.062215477996965,-0.0371389270976615,0.0385756676557862,-0.1037131882202304,-0.1037131882202304,-0.1566265060240964,-0.0752972258916777,-0.0566037735849056,0.0294117647058824,0.023391812865497,0.0248901903367495,0.040118870728083,0.0638297872340425,-0.0371389270976615,-0.0691489361702126,-0.0629183400267737,-0.0277777777777777,0.0432190760059612,0.0014306151645206,-0.008498583569405,0.0057471264367816,-0.0318118948824344,-0.0566037735849056,0.0159651669085632,0.1235955056179773,0.1041009463722397
FRYP_57-L^G05,0.0634280865507,-0.0634280865507,16.0,-0.1408006310392427,0.1208567057623661,0.0584867292934791,1.4379263301500682,-0.4444444444444444,-0.1035214255409232,8.072717844788039e-06,-0.0205087753894695,-0.0760363012018641,4.447330946994809,-0.2930027267587771,0.0744149965906771,-0.1451748098133974,0.267511891873096,-0.8398876404494382,0.5218281036834925,0.162765574360821,0.0535714285714283,0.0044843049327354,-0.0386266094420599,-0.0044444444444443,-0.0044444444444443,-0.0110375275938189,-0.0175438596491226,0.0394431554524363,0.0394431554524363,0.0666666666666666,0.1256281407035178,0.1758530183727036,0.1399491094147582,0.2727272727272729,0.3413173652694612,0.2444444444444444,0.2375690607734808,0.4640522875816995,0.5033557046979866,0.3023255813953489,0.128463476070529,0.2108108108108108,0.142857142857143,0.1516709511568124,0.1034482758620691,0.220708446866485,0.0566037735849056,-0.0406852248394002,0.0181818181818183,0.0418604651162792,0.1007371007371007,0.1116625310173697,0.1007371007371007,0.1487179487179488,0.2727272727272729,0.2409972299168976,0.1200000000000001,0.0717703349282299,0.0181818181818183,0.0467289719626169,0.1061728395061729,0.0566037735849056,0.0370370370370369,0.0541176470588236,0.0135746606334843,0.0418604651162792,0.2140921409214093,0.3254437869822486,0.4043887147335425
