firms,absacc,acc,age,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chinv,chpmia,chtx,convind,currat,depr,ep,gma,grcapx,herf,hire,lev,ms,mve_ia,operprof,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roaq,roeq,roic,salerec,tb,agr,egr,grltnoa,invest,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
FZEO-L,0.0628248065596489,0.0628248065596489,9.0,1.950838874045696e-07,0.0262830558193111,0.0640694672612062,0.133730552797087,4.15426690738254,7.05,-0.3007269660694687,-0.0579743619355583,0.0641615279093445,0.0050634620577909,1.0,1.217942696101456,0.0844298245614035,2.781654351402084e-07,1.021581149526536,-0.55741127348643,1.933828845661592e-08,-0.389821029082774,1.970294679528092e-06,3.0,0.1182670988555965,-1.1006451612903223,-0.0457133350513864,0.0674104527630737,-0.7697152818844865,-0.166911348687987,0.1694264371479992,0.5312448272392576,0.1374959921036582,0.0941172051158244,0.5141776937618148,6.0,0.7435415688116487,0.0171199611461874,0.1900269541778975,0.3191433104177684,9.416586306653809,-0.2418127797038113,-0.0931512882624972,-1.4787096774193549,0.1346575817068939,-0.059017837480731,-0.2951467268623025,0.3321964529331514,-0.2682926829268293,-0.2807017543859649,-0.4459459459459459,-0.5060240963855422,-0.5,-0.4938271604938272,-0.5444444444444445,-0.5773195876288659,-0.6403508771929824,-0.6306306306306306,-0.6940298507462688,-0.682170542635659,-0.6893939393939394,-0.740506329113924,-0.7515151515151515,-0.7421383647798743,-0.682170542635659,-0.6940298507462688,-0.7007299270072993,-0.672,-0.5980392156862746,-0.5858585858585859,-0.5232558139534884,-0.5444444444444445,-0.6203703703703705,-0.646551724137931,-0.6272727272727273,-0.6203703703703705,-0.5591397849462366,-0.4142857142857142,-0.4875,-0.4605263157894737,-0.4938271604938272,-0.5900000000000001,-0.646551724137931,-0.646551724137931,-0.6403508771929824,-0.6203703703703705,-0.5940594059405941,-0.6495726495726496,-0.6940298507462688,-0.6962962962962964,-0.6693548387096775,-0.6583333333333333,-0.6057692307692308,-0.6238532110091743,-0.6693548387096775,-0.6917293233082706,-0.7302631578947368
FZEU-L^J18,0.1063113089101432,-0.1063113089101432,5.0,6.022308790154201e-08,0.0081136725435707,0.3140714849475702,-0.3186344962669956,0.3853133465188767,17.399,-0.168984023401528,-0.0055222677023895,1.588991956799547,0.0006374667135607,1.0,1.5102472768571578,3.469858156028369,-1.993625101892647e-06,0.1460661308240214,-0.3531409168081493,7.94665851700786e-12,-0.219047619047619,4.99920455968972e-06,3.0,0.0090355890014991,0.3080157617750509,0.0130094303752889,0.0928595785134642,-0.0360871010638295,-0.0667143776113105,0.0984832168126905,0.7960119137405436,0.5134369506441906,0.9814145986132176,-0.3595594835324174,3.0,1.4903205823137682,0.1113045844102843,9.350857142857144,0.1012930222037924,3.0327868852459017,1.5049289466272493,-0.399545840684833,-0.9768598101182132,-0.2758173670725833,-0.0222668757759916,-0.1415418798974128,0.2124088932443192,-0.2,-0.1666666666666666,-0.1666666666666666,-0.2857142857142857,-0.4444444444444444,0.0,-0.1666666666666666,-0.5,-0.6875,-0.75,-0.8958333333333334,-0.9137931034482758,-0.9166666666666666,-0.9166666666666666,-0.9253731343283582,-0.9137931034482758,-0.9193548387096774,-0.9305555555555556,-0.9193548387096774,-0.912280701754386,-0.918032786885246,-0.9242424242424242,-0.9206349206349206,-0.9253731343283582,-0.9264705882352942,-0.9305555555555556,-0.9367088607594936,-0.9390243902439024,-0.9375,-0.9382716049382716,-0.918032786885246,-0.921875,-0.9193548387096774,-0.9305555555555556,-0.921875,-0.918032786885246,-0.921875,-0.9242424242424242,-0.9242424242424242,-0.9285714285714286,-0.935064935064935,-0.9411764705882352,-0.943181818181818,-0.9418604651162792,-0.9404761904761904,-0.943181818181818,-0.9375,-0.9342105263157896,-0.9107142857142856
FZFD-L^A23,0.0342487227124941,-0.0342487227124941,21.0,2.801595926072411e-07,0.0377450455226017,0.0395151443173088,0.2544333018960935,1.3357339039609295,0.2549999999999999,0.1750856476228653,0.0013101873355008,0.0012675799375021,-4.335009537020889e-05,1.0,0.8235504214881227,0.4465236893748247,5.2013820292579534e-08,1.156582377333172,-0.3044650262648603,6.244013808877825e-09,0.2269569245020844,3.30857128422492e-07,3.0,0.589153047796585,1.5637714365062834,-0.0307341988980237,-0.020810650709835,0.2709111146901361,0.0065057548658888,-0.0124022567417636,0.068817840203594,-0.0281351292938525,-0.0017150295930957,-0.3591403523013231,5.0,0.7973814492312679,0.0083914152773604,0.0182037051689254,0.1460885495723747,3.0749174295657573,0.6890617520457017,0.2733702167911392,0.1517262028744011,0.0657512772875044,0.0217605068359052,0.3984393473634429,0.1623778180919301,-0.1052955665024629,-0.1091607240811849,-0.1633178773827924,-0.1714285714285716,-0.1676063557150181,-0.0447058823529412,-0.0275449101796407,-0.0767481523592951,-0.0947603121516166,-0.0333333333333334,-0.0547147846332946,-0.0525087514585765,-0.0952646239554317,-0.1282877079978529,-0.0698739977090493,-0.1115973741794311,-0.1076923076923077,-0.0612716763005781,-0.1407407407407407,-0.0967741935483872,-0.1226364127498651,-0.0396215257244235,-0.0384843102427473,0.0201005025125626,0.0470664087685364,0.0545454545454544,0.100271002710027,0.0987821380243572,0.045045045045045,0.1317073170731706,0.3410404624277456,0.3774385072094994,0.6256256256256254,0.4831050228310503,0.5248826291079811,0.5481410867492849,0.6272545090180359,0.7481162540365984,0.8796296296296293,0.818589025755879,0.9495798319327728,0.9804878048780488,1.1312335958005248,1.3952802359882002,1.4059259259259256,1.4166666666666663,1.5494505494505493,1.6887417218543042,1.4680851063829785
FZGS-L,0.0231021984350123,0.0231021984350123,12.0,1.985018885284783e-06,0.2674355266261968,0.1262682069311903,0.1802147239263803,2.173767712440384,0.0095,0.053203365688637,0.0420039971545679,0.0166895854695538,-0.0033841605725844,1.0,4.958333333333333,0.6168831168831169,9.446356735554087e-08,0.3032280701754385,0.1567164179104477,6.22716625334458e-12,0.0689655172413793,8.160551673102937e-07,4.0,0.0033904264045318,0.065471264367816,0.4095182833135586,0.2631623641304347,-0.2209465791940018,0.0152484582542694,0.227396216651334,-0.0624906311382198,0.0039281531196549,-0.0410199062846615,0.6621359223300971,7.0,3.1625,0.0037814651766565,0.0055555555555555,0.0385457314171504,4.141574095958402,0.7159370716964584,0.0716491228070176,-0.0048735632183908,-0.0136174248839808,0.051438596491228,0.3182222222222222,0.0737132352941176,0.0,0.0,0.0,-0.0526315789473684,-0.0526315789473684,-0.0526315789473684,-0.1,0.0588235294117645,-0.1,-0.1818181818181818,-0.1818181818181818,-0.1818181818181818,-0.2173913043478261,-0.2173913043478261,-0.1818181818181818,-0.1818181818181818,-0.1818181818181818,-0.1818181818181818,-0.1818181818181818,-0.1818181818181818,-0.2173913043478261,-0.1818181818181818,-0.1818181818181818,-0.1818181818181818,-0.1818181818181818,-0.1818181818181818,-0.1428571428571429,-0.1428571428571429,-0.1,-0.1818181818181818,-0.1818181818181818,0.0588235294117645,0.0588235294117645,0.3846153846153846,0.2857142857142856,0.2857142857142856,0.2857142857142856,0.2857142857142856,0.2857142857142856,0.5,0.2857142857142856,0.2857142857142856,0.2857142857142856,0.2857142857142856,0.2857142857142856,0.125,0.0588235294117645,-0.1,-0.1428571428571429
FZHF-L,0.0693848530168926,-0.0693848530168926,17.0,3.068913725966945e-07,0.0413465365271114,0.0506288807514727,0.1329850247562345,1.45099250945669,7.249999999999998,0.0489978364855086,0.0022065854316326,0.015656855597614,-0.0005224357113832,1.0,0.4315944429110314,0.1578016796817445,7.847771147372015e-08,0.6090439426481686,1.4262560777957858,1.387234169651635e-07,0.0635140482785911,1.3441589418696483e-06,3.0,0.8859453003120904,2.940385739333723,0.1578017354664635,-0.4194457236051869,-0.2767062736779219,0.0151792527436968,-0.4250702537420045,-0.2547256691424885,0.1481371044287178,0.0355969115026727,-1.2656529516994637,5.0,0.4131934860612751,0.0083404074702886,0.0449451052150045,0.0729917023798668,11.845108695652174,0.5061299498495937,0.3676205955767109,0.2776154295733489,0.2795988918037131,0.1167934057003541,0.3904298576822538,0.0355969115026727,-0.0291666666666665,0.06430155210643,0.0300429184549355,-0.064327485380117,-0.1541850220264317,-0.1959798994974874,-0.2270531400966183,-0.1773778920308483,-0.2598303777949113,-0.2332268370607029,-0.2434988179669031,-0.1716997411561691,-0.0909090909090909,-0.2124692370795734,-0.2207792207792208,-0.2604006163328197,-0.1208791208791209,-0.101123595505618,-0.1504424778761063,-0.096045197740113,-0.024390243902439,0.0245464247598719,0.1566265060240963,0.1851851851851851,0.0810810810810809,0.2060301507537687,0.0714285714285714,0.0234541577825158,0.0738255033557047,0.0946408209806157,0.1162790697674418,0.0412147505422992,0.1594202898550725,0.1320754716981131,0.1566265060240963,0.1034482758620689,0.0389610389610388,0.0859728506787329,0.1428571428571428,0.0619469026548673,0.0738255033557047,0.0434782608695651,0.1622276029055689,0.2698412698412697,0.3793103448275861,0.4014598540145986,0.4479638009049773,0.3994169096209912,0.4180206794682422
GFNF-L^I16,0.0354310841983852,-0.0354310841983852,10.0,4.784701717014701e-07,0.064462823649938,0.0805000015895269,0.8583205600894817,0.5307358480927631,-0.1859999999999999,0.0320855740635812,0.0005853517877739,-0.0679391069564687,0.0005182126677922,1.0,2.296410124382513,2.88206940874036,2.9121512724379054e-08,0.3466038567374667,-0.1513109978150037,1.3621015317888681e-09,0.0415913200723326,5.269300211592467e-08,5.0,0.7527601594441827,0.2284681636419564,-0.0535245135440458,-0.211405478970838,0.1102965888045627,0.0109480979225691,-0.2174037000846818,-0.225587733724879,0.000195602906592,-0.1630808333658101,-0.697163120567376,5.0,2.2587735530274995,0.0154285195141111,0.0173794564831332,0.0613693832237259,3.373732376947812,0.4203554725813304,-0.1361252042308023,-0.1267211898601334,-0.0755074971164894,-0.0043237810645799,-0.2130730888812121,-0.0155515205846824,0.1162790697674418,-0.1568627450980392,-0.1485148514851485,-0.0851063829787234,-0.0444444444444445,-0.271186440677966,-0.3064516129032258,-0.3384615384615385,-0.4068965517241379,-0.4415584415584416,-0.410958904109589,-0.3986013986013985,-0.4149659863945578,-0.3943661971830986,-0.3722627737226278,-0.3484848484848485,-0.3384615384615385,-0.2892561983471075,-0.3174603174603174,-0.2833333333333333,-0.271186440677966,-0.2586206896551724,-0.2649572649572649,-0.2456140350877192,-0.2456140350877192,-0.2649572649572649,-0.3676470588235294,-0.3484848484848485,-0.3722627737226278,-0.3812949640287769,-0.2892561983471075,-0.3008130081300812,-0.2110091743119266,-0.271186440677966,-0.2456140350877192,-0.271186440677966,-0.2456140350877192,-0.2110091743119266,-0.1041666666666666,-0.1730769230769231,-0.2181818181818182,-0.1568627450980392,-0.2181818181818182,-0.1568627450980392,-0.1224489795918367,-0.0227272727272727,0.048780487804878,-0.1730769230769231,-0.271186440677966
GHH-L^L13,0.103831925221879,-0.103831925221879,10.0,-4.148161157120824e-08,-0.0055886907263644,0.3912547845004256,-0.1214098445158582,0.5913083166271048,34.4042,-0.0672263771891413,0.0030604849200049,-0.078832416276469,-0.001278346276404,1.0,4.347246646732489,0.3596839499835655,-7.158096033842734e-08,0.1932479783463643,-0.5507934169182324,2.9506368305649356e-09,-0.0871430183993679,3.563317670047773e-07,4.0,1.7673376115702326,0.459814610359739,-0.0282159644398783,1.107658198077162,-0.0742653833530885,-0.2375883837133046,1.0574574380693558,0.0965948488254412,0.472962807760221,0.4021996256960093,-0.586419801637552,3.0,4.173147793105142,-0.0414503408238866,0.2429619230399893,-0.1161278844966526,5.526929318688961,1.5049289466272493,-0.3622600611560114,-3.711528199466373,-0.1214159177420427,-0.0095864350030997,-0.2551570781869939,0.3323014255765491,-0.6575498575498575,0.3917525773195878,0.3325740318906607,0.6325581395348838,0.557231588287489,0.3479262672811061,0.6160220994475141,0.5287456445993031,0.5300784655623365,0.7088607594936711,0.814891416752844,0.911764705882353,0.6086159486709442,0.7602808425275827,1.5471698113207548,1.6154992548435172,1.6834862385321103,1.7945859872611467,1.4173553719008267,1.4511173184357542,1.315303430079156,1.1507352941176472,1.0744680851063828,1.2243346007604563,0.9652855543113104,0.7222767419038274,1.1828358208955223,1.099282296650718,1.3748308525033832,1.0103092783505154,1.2762645914396886,1.9545454545454544,2.7500000000000004,2.611111111111111,2.567073170731708,3.0437788018433185,3.606299212598425,3.0344827586206904,5.114982578397212,8.804469273743017,3.178571428571429,0.1946902654867257,0.277292576419214,0.2876008804108583,0.2255586592178771,0.359411309062742,0.3840694006309149,0.5782374100719425,0.2857142857142858
GJWE-L,0.0242409157611106,0.0242409157611106,11.0,1.8930908320872769e-07,0.0255050341023759,0.0328717278399214,0.2476307658633965,2.6266236314766567,5.400500000000022,0.2047102486347897,0.0005284378163381,-0.0147610133951887,0.0006476301594769,1.0,0.776016540478714,0.1951219625225853,7.646871591381263e-08,0.3729819365741122,0.2474531073869723,1.2958881972673255e-06,0.2653581779831815,5.033209997591057e-07,3.0,4.658443221757612,1.085306704664841,0.0107422943746008,-0.1758465142935704,0.0296058978677898,-0.9457906424746718,-0.1774001824764246,0.0518148702847733,0.0046350735837253,0.179664403660085,0.2000000349153843,4.0,0.7656788351280683,0.0283273096269462,0.1058151627363494,0.1744718524095019,6.437019363598934,0.609689255957114,0.2245490709847095,0.0616651791967634,0.0829897688754945,0.1307097586021073,0.3017135287557177,0.179664403660085,-0.0036674816625915,0.000611620795107,0.011124845488257,0.0018371096142071,0.0315258511979823,0.0507385998715477,0.0770243581303489,0.1152010906612133,0.1408647140864714,0.1353226925746009,0.1727598566308243,0.1744436468054557,0.1694067190850607,0.1669044222539228,0.1627576403695805,0.1702432045779685,0.1761322789360171,0.196781272860278,0.1744436468054557,0.1752873563218391,0.1812274368231046,0.1702432045779685,0.1761322789360171,0.1594613749114104,0.139275766016713,0.1529245947850599,0.148876404494382,0.1329639889196676,0.1619318181818181,0.1635846372688476,0.1529245947850599,0.1685714285714286,0.2163568773234201,0.1635846372688476,0.1432564640111808,0.1496837666900912,0.1537376586741889,0.1529245947850599,0.152112676056338,0.0841616964877403,0.1306150656530753,0.1329639889196676,0.1644128113879002,0.2020573108008816,0.24790236460717,0.2038263428991906,0.2801251956181534,135.33333333333334,135.33333333333334
GKHK-L^F16,0.0568764568764568,-0.0568764568764568,12.0,-2.4213016552212803e-06,-0.3262145705944178,0.2137254901960784,-0.1167339335610058,0.6259837547722417,4.6,-0.1646913173844888,0.0037296037296037,-0.1987621147043535,0.0005865102639296,1.0,1.3433734939759034,0.1992337164750957,-9.816087791437625e-07,0.2776230269266481,0.3846153846153846,3.5096208384471056e-11,-0.2134831460674157,6.789460722411022e-06,4.0,0.0152049236184348,-0.0867768595041322,0.1217682683127041,1.0907776560788605,-0.3505498333084541,-0.0091085271317828,1.086523873270861,-0.8325581395348838,-0.1502051983584132,0.2244251006885799,-0.2541666666666667,2.0,1.3162650602409638,-0.0318352059925093,0.0574324324324324,-0.2179144385026738,7.298245614035087,1.5049289466272493,-0.0083565459610028,0.2231404958677686,-0.1603729603729598,0.0770659238625812,0.0634208840486867,-0.0325581395348836,-0.5,-0.142857142857143,-0.4,-0.5384615384615385,-0.5,-0.5,-0.5,-0.5714285714285715,-0.6,-0.625,-0.625,-0.7272727272727273,-0.7692307692307693,-0.7777777777777778,-0.7272727272727273,-0.7692307692307693,-0.7272727272727273,-0.75,-0.7857142857142858,-0.7272727272727273,-0.75,-0.76,-0.7692307692307693,-0.7857142857142858,-0.8064516129032258,-0.8333333333333334,-0.8536585365853658,-0.8421052631578947,-0.85,-0.8636363636363636,-0.88,-0.8867924528301887,-0.8378378378378378,-0.8571428571428572,-0.9,-0.8983050847457628,-0.8928571428571429,-0.8888888888888888,-0.8909090909090909,-0.8888888888888888,-0.8983050847457628,-0.9076923076923076,-0.9076923076923076,-0.9142857142857144,-0.8867924528301887,-0.8983050847457628,-0.8928571428571429,-0.8928571428571429,-0.9032258064516128
GOT-L,0.0116301411974201,0.0116301411974201,19.0,7.059063882932737e-07,0.0951046098863306,0.2395727563715877,0.279626212986846,1.0561923495036942,-307.1113,0.1604727577042297,0.008198831776392,-0.0439009929257603,-0.0077980131198902,1.0,2.035467843228213,0.6645527962105234,1.1493506873691527e-07,0.3860013395626041,0.3619057009615419,4.318670827604776e-06,0.2080147861883559,5.793335893461021e-07,5.0,9.181653704108404,0.4763007580400871,0.0266166143998228,-0.055624683516693,0.054427325908851,-0.0394641203357108,-0.0561715489021016,0.0098085281283655,-0.1698662134278742,-0.0278170388040985,0.1202601108618625,3.0,1.7461249264520644,0.007790779782414,0.0139982643663809,0.0732914662505037,2.566001657049545,0.5922953044029619,0.1871901220660795,0.1623628263112061,0.0875911477362026,0.0270225253546597,0.2183655549546382,0.099570776889407,-0.0059880239520956,-0.0079207920792079,4.01,4.01,3.682242990654205,3.554545454545454,3.2457627118644066,3.282051282051282,2.4551724137931035,1.609375,1.8146067415730336,1.6791443850267376,1.492537313432836,1.636842105263158,1.6230366492146595,1.7527472527472527,1.8305084745762712,1.4558823529411762,1.4086538461538458,1.5303030303030305,1.492537313432836,1.7527472527472527,2.0363636363636366,1.9470588235294115,1.8628571428571423,1.9127906976744184,1.5303030303030305,1.277272727272727,1.582474226804124,1.517587939698492,1.517587939698492,1.5958549222797926,1.7527472527472527,1.420289855072464,1.569230769230769,1.5958549222797926,1.8146067415730336,1.9298245614035088,2.253246753246753,2.253246753246753,2.2322580645161287,2.211538461538461,2.0363636363636366,1.8628571428571423,2.1118012422360244,1.8305084745762712,2.2745098039215685,2.4551724137931035,2.0363636363636366
HRG-L,0.0334889313247047,-0.0334889313247047,13.0,1.5635512493606797e-07,0.0210652480376694,0.1654572289527089,0.3370993026650089,0.939381197141072,-47.0,0.0059194864049698,0.0221019874107079,-0.0035047987773592,-0.0004472605292582,1.0,1.3171580473658773,0.1306738268763585,8.48938479034321e-08,0.7241811137635503,0.6788482834994463,1.0464952436687498e-05,0.0076732070694776,3.4343420288206617e-07,4.0,38.19497613066424,1.2266141061154912,0.0167141656724978,-0.1294438487888375,-0.0547289976480536,-0.0129246225953399,-0.1328115152883045,-0.2783789029286126,-0.044035677143344,0.0741291589887674,-0.1816263904871499,3.0,1.021169647172547,0.042363947819212,0.1442350829968595,0.308897722060847,4.274745954083553,0.6182504418250034,0.2132821977849958,0.0231195397400383,0.0764905580309781,0.0864869095605212,0.3261867337315309,-0.0219160387513455,0.0625566636446057,-0.0098743267504489,-0.0238938053097346,-0.0107623318385651,-0.0027124773960217,-0.0684121621621621,-0.1376075058639562,-0.1476043276661515,-0.1017915309446254,-0.15993907083016,-0.1495759444872784,-0.1211155378486056,-0.1456235476374904,-0.1462848297213622,-0.2372060857538036,-0.2053314121037465,-0.226507713884993,-0.2041847041847042,-0.1793154761904761,-0.1889705882352941,-0.2076149425287357,-0.2340277777777778,-0.258736559139785,-0.2445205479452055,-0.2748191978961211,-0.2627005347593584,-0.2911311053984576,-0.2757715036112935,-0.2486376021798365,-0.2366782006920414,-0.2491490810074881,-0.2393103448275862,-0.2496598639455782,-0.2440027416038382,-0.1793154761904761,-0.1744011976047904,-0.1847745750184775,-0.1978181818181819,-0.1592987804878048,-0.0914332784184515,-0.1349019607843138,-0.0644614079728583,-0.0973813420621931,-0.0098743267504489,-0.0515907136715392,-0.0921810699588477,-0.0316066725197542,-0.0116487455197132,0.0009074410163338
IAEK-L,0.1138074227874383,-0.1138074227874383,9.0,5.087338013710096e-07,0.0685401499657188,0.1825070361550119,0.295362002184924,1.31478206606759,10.6,0.0717626793009523,-0.0002426680508694,-0.0020700781890493,0.0155147058823529,1.0,0.7460954930834448,0.2468868435300487,1.695779337903365e-07,0.4376930998970134,3.525714285714286,1.5083114727906677e-08,0.0930232558139535,9.074310967228776e-07,2.0,0.3780948491727959,0.7282850779510023,0.1081581000941676,0.0950237732539352,-0.1665936181366608,0.0724587121915014,0.0950237732539352,1.268235294117647,0.0077701778385772,0.0032696415170582,-0.8506304558680895,7.0,0.7460954930834448,0.0313406848520023,0.08729388942774,0.1691964907394513,6.3645756457564575,0.2306292663114504,0.267470943063116,0.377728285077951,0.0262133402543461,0.1446417537148742,0.2119947275922672,0.268235294117647,-0.1578947368421053,-0.2549019607843137,-0.1739130434782608,-0.2323232323232322,-0.0952380952380952,0.0133333333333334,-0.0843373493975903,-0.0843373493975903,-0.2897196261682243,-0.3821138211382113,-0.4328358208955224,-0.4242424242424243,-0.4411764705882353,-0.4966887417218543,-0.4864864864864865,-0.4933333333333333,-0.3504273504273504,-0.4015748031496062,-0.392,-0.3027522935779817,-0.2830188679245283,-0.2897196261682243,-0.24,-0.2164948453608247,-0.3153153153153153,-0.3214285714285715,-0.3448275862068964,-0.3333333333333332,-0.3333333333333332,-0.2962962962962963,-0.2830188679245283,-0.2164948453608247,-0.1914893617021276,-0.24,-0.3559322033898304,-0.2761904761904762,-0.2083333333333332,-0.1555555555555555,-0.3027522935779817,-0.2962962962962963,-0.2962962962962963,-0.1555555555555555,0.0,-0.1363636363636363,-0.0256410256410256,0.0857142857142858,0.1692307692307693,0.2881355932203391,0.2459016393442623
IPVV-L,0.0221890732798806,-0.0221890732798806,7.0,1.6458282353919503e-06,0.2217374072011227,0.2363412054987662,0.6450723638869745,0.1000992978561874,-0.0655,0.2571496008284122,-0.0900615327242215,0.0793550840268016,0.00026436376454,1.0,3.5212224108658745,0.5,1.538002671738861e-07,0.1643092423948847,-0.2,6.993544558248244e-14,0.3333333333333333,1.94813671753589e-07,1.0,0.0018802140688454,0.1321237497092347,-0.0968611225214692,0.5100963771972061,-0.1,-0.0664611472110283,1.0284467172210354,0.4180124417631549,0.1326301105173734,0.3573421935867293,-0.2559139784946235,5.0,3.33446519524618,0.019047619047619,0.0213022508038585,0.126453488372093,4.886842105263158,0.4854609505249191,0.078279403216431,0.157478483368225,0.049785567779228,-0.0926177097461732,-0.3167053364269142,-0.3964900877478063,-0.1,-0.0909090909090908,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,-0.2857142857142857,-0.3333333333333332,-0.4117647058823529,-0.4444444444444444,-0.4444444444444444,-0.5,-0.5,-0.5238095238095237,-0.5,-0.5,-0.5454545454545454,-0.5238095238095237,-0.5454545454545454,-0.5454545454545454,-0.5454545454545454,-0.5652173913043479,-0.5454545454545454,-0.5833333333333333,-0.5454545454545454,-0.5454545454545454,-0.4736842105263158,-0.4736842105263158,-0.4444444444444444,-0.4444444444444444,-0.4444444444444444,-0.4444444444444444,-0.5652173913043479,-0.5,-0.5,-0.5,-0.5,-0.6,-0.5833333333333333,-0.6296296296296297,-0.6666666666666666,-0.7222222222222222,-0.696969696969697,-0.7058823529411764,-0.6551724137931034,-0.6875,-0.6875,-0.7142857142857142
LJWT-L^G13,0.1885118830967498,-0.1885118830967498,19.0,5.127579681424875e-06,0.6908231365380252,0.0182180730535665,-0.1526699029126213,2.3984653294011697,-0.3654999999999999,-0.0537258987445076,-0.0894299079279061,-0.0794446251582108,0.0078632860493689,1.0,1.3989834815756037,0.1721664275466284,-1.392205834331139e-06,0.3554060523597147,-0.7197362223268959,7.77964619974096e-11,-0.0696428571428572,6.923298122695152e-06,1.0,0.0017800668453594,0.0945694930069928,-0.0198051459792227,-0.1735225402654344,-0.1705950672952107,-0.0626421893293546,-0.1364910588945548,0.135323135282708,0.1073766198128403,-0.0464175905690946,-1.7545796737766626,4.0,0.6139263024142312,-0.0327013393633675,-0.0768549431082646,0.150001494634263,5.813403416557161,1.5049289466272493,-0.1308488925844734,-0.198153409090909,-0.0325420255860664,-0.0581046690352005,-0.0732357480241312,-0.0414609610771491,-0.0909090909090908,-0.1538461538461538,0.0,-0.1538461538461538,-0.3888888888888888,-0.3888888888888888,-0.4210526315789473,-0.45,-0.45,-0.45,-0.4761904761904761,-0.5,-0.4761904761904761,-0.5,-0.3125,-0.3888888888888888,-0.45,-0.5,-0.3888888888888888,-0.5,-0.5769230769230769,-0.5,-0.4210526315789473,-0.3888888888888888,-0.5,-0.4210526315789473,-0.3888888888888888,-0.45,-0.56,-0.5416666666666666,-0.5,-0.5769230769230769,-0.5769230769230769,-0.6071428571428572,-0.6333333333333333,-0.75,-0.75,-0.7708333333333333,-0.78,-0.78,-0.8070175438596491,-0.7708333333333333,-0.8166666666666667,-0.828125,-0.8333333333333334,-0.828125,-0.8333333333333334,-0.8070175438596491,-0.8428571428571429
LJXH-L,0.0299145299145299,0.0299145299145299,20.0,3.1764532592252595e-06,0.4279538378611107,0.1692415730337078,0.1111846459298477,0.541628983754103,-4.1,-0.1876712925300524,-0.0268620268620268,-0.0036697316108125,-0.0013089005235602,1.0,1.7428571428571429,1.0454545454545452,1.1986616072548146e-07,0.300357568533969,-0.4545454545454546,5.159349085573685e-10,-0.2432712215320911,1.864234236546304e-06,3.0,0.0197150751287173,0.1200527704485489,-0.0507367784636267,0.3053044002411091,1.1246334310850434,0.1169783563786538,0.3733038644431051,-0.2030006485178698,-0.0534380844519801,-0.0968397103374711,1.2894736842105263,4.0,1.3752380952380954,-0.0250312891113892,-0.0397219463753723,0.037037037037037,4.518413597733711,0.9108780466428088,-0.0476758045292014,0.3284960422163589,-0.0366300366300365,-0.0488676996424314,-0.3576086956521739,-0.3886546569566883,-0.2771084337349397,-0.1530612244897959,0.0184049079754602,0.0374999999999998,0.0246913580246912,0.0709677419354837,0.0573248407643312,-0.1941747572815534,-0.2782608695652173,-0.48125,-0.4779874213836478,-0.4575163398692811,-0.5525606469002695,-0.5870646766169154,-0.60381861575179,-0.585,-0.6066350710900474,-0.6047619047619048,-0.6000000000000001,-0.4876543209876544,-0.5229885057471264,-0.5229885057471264,-0.5363128491620113,-0.548913043478261,-0.5337078651685394,-0.5088757396449703,-0.538888888888889,-0.532394366197183,-0.5243553008595989,-0.5131964809384164,-0.4746835443037975,-0.3224489795918368,-0.3565891472868218,-0.3897058823529412,-0.4679487179487179,-0.461038961038961,-0.5044776119402985,-0.484472049689441,-0.5229885057471264,-0.548913043478261,-0.5677083333333333,-0.6047619047619048,-0.538888888888889,-0.579746835443038,-0.5931372549019608,-0.579746835443038,-0.5901234567901235,-0.6269662921348316,-0.6556016597510375
