firms,absacc,acc,age,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chinv,chpmia,chtx,convind,currat,depr,ep,gma,grcapx,herf,hire,lev,ms,mve_ia,operprof,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roaq,roeq,roic,tb,agr,egr,grltnoa,invest,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAJS-L,0.0444833120246132,0.0444833120246132,16.0,5.156849272903569e-07,0.0912474586422577,0.0895545925077405,0.0763256831318841,1.2608816274512704,571.0559,-0.1301533694315673,0.0122326721736913,0.001030763684597,0.0005427455450338,1.0,1.1518649031167598,0.0656921323200547,8.22214241692129e-08,0.2522401500147752,-0.0397844247329251,0.0001219850401403,-0.0490223580429042,1.7130565532421686e-06,5.0,24.61599080909137,0.6805308028463827,-0.0093622503878206,-0.0334545135541028,0.0144091967676575,0.0066148540556772,-0.0644376304036116,-0.0949829236278893,-0.0452593785700428,0.0922104558382622,1.1829933828946009,2.0,0.8403410271337032,0.0096482866863799,0.0419020461686315,0.0476562675958792,0.6980437530358822,0.049672170892551,-0.0456876659328046,0.0046642198005314,0.0485892429606149,0.0810704742712249,0.0267891204660689,-0.0374490755249138,-0.0249045072574485,0.0106096595407758,0.0488085456039442,0.1904495429957098,0.189340290719344,0.3262676641729012,0.3549893842887472,0.3096655037964293,0.3153338829348722,0.1595203488372092,0.1335701598579042,0.167581412367362,0.1043433119916941,0.1805401405845357,0.2705554449532152,0.2163140842386126,0.2592738752959747,0.2474589523064896,0.317234262125903,0.4160195251830485,0.3769147788565263,0.5931103344982525,0.523513965146813,0.7906846240179572,0.7831796591226601,0.6243318910664291,0.6996005326231693,0.904506117576843,1.0627020038784742,1.1744463373083476,1.1160477453580904,1.0883507853403145,1.0170670037926677,1.195390436876505,1.229130282920014,0.8787165145716809,0.6650143490738325,0.6816864295125165,0.7484931506849315,1.1685355079850497,1.2090688819660782,1.1373074346952443,1.2841803865425914,0.977688255345522,0.4911214953271028,0.3707044673539519,0.4907731838355524,0.3748384317104696
BBIO-L^E18,0.0757024537502902,-0.0757024537502902,26.0,2.445290160971328e-07,0.0432679919508136,0.0425663170882171,0.0958121168034916,1.8868483060126024,37.0,0.0908141977479179,0.0061924297546249,0.0073213910425162,0.001334717484799,1.0,1.3310598111227705,0.141747572815534,2.7941449439090898e-08,0.6209328418015707,0.1834532374100719,5.852435516993862e-07,0.0342052313883298,8.562648913908388e-07,5.0,2.2654620117334088,1.0687323943661973,0.0204766513496855,-0.0129413608427248,-0.1275347179550201,0.0090902764997502,0.0206150266286305,-0.0645452717315389,-0.091865414997686,-0.0279198617043201,-2.893491124260355,5.0,0.8216159496327388,0.0122005988023952,0.055104800540906,0.1084280303030303,0.4687952253761108,0.0706844045520115,-0.1667605633802817,-0.088242124003392,0.0381471389645776,0.1653915391539153,-0.0215807174887892,0.0515759312320915,-0.0278551532033425,-0.0385674931129476,-0.0618279569892472,0.0145348837209302,0.0145348837209302,0.1044303797468355,0.1185897435897436,-0.0141242937853106,0.0145348837209302,-0.05420054200542,-0.1096938775510203,-0.0981912144702842,-0.1274999999999999,-0.1119592875318066,-0.1119592875318066,-0.0643431635388739,-0.0718085106382977,-0.0567567567567567,-0.0028571428571427,0.0386904761904762,-0.0113314447592066,0.1442622950819674,0.1711409395973155,0.2599277978339351,0.321969696969697,0.2973977695167287,0.4016064257028111,0.5240174672489084,0.5791855203619911,0.6462264150943395,0.6082949308755763,0.6232558139534885,0.6462264150943395,0.9175824175824177,0.9829545454545456,0.6941747572815535,0.6540284360189574,0.572072072072072,0.6232558139534885,0.907103825136612,0.8272251308900525,0.8967391304347827,1.0773809523809526,0.7363184079601992,0.5307017543859651,0.4914529914529917,0.5936073059360731,0.5650224215246638
BBOU-L,0.0225224287587685,0.0225224287587685,26.0,1.4924733557116637e-07,0.0264084508956944,0.0189505503022787,0.1654093494929507,0.6875300587241332,69.5,-0.1755065664999404,0.0111155055057138,-0.0023232488394683,0.0006779120309446,1.0,1.5396825396825398,0.1002039032915817,5.0988647107780864e-08,0.2630298680065399,0.3264462809917355,1.2632879039796894e-06,-0.0661046715841235,3.362932049056297e-07,4.0,17.123312994962035,0.6212336554860717,-0.0001586484510056,-0.0067488945776121,0.0530519291369858,0.0038655717630729,-0.1512220624754934,-0.1702821572569832,-0.1036219324884218,-0.0229735684453524,0.2320892320892321,4.0,0.6693465264893836,0.0191687567180222,0.0740177089097952,0.1354808806488991,0.3232490640542141,-0.0842604777285959,-0.0302728823194997,-0.0645282154826086,0.0016748414882162,-0.0940483205657041,-0.1027726755882095,0.0016528925619836,-0.028372591006424,-0.0532081377151801,-0.0692307692307693,-0.0178571428571429,-0.0749235474006116,0.0005512679162071,0.0312499999999997,0.0225352112676056,0.0208098987626546,-0.0457413249211356,-0.0482433141059256,-0.0054794520547946,-0.0199784017278618,-0.0146579804560261,0.0128348214285711,-0.0925,-0.0576323987538942,-0.0833333333333334,-0.0725600408788963,-0.0897693079237714,-0.1261434761675494,-0.0615305067218201,-0.0644329896907216,-0.0791476407914765,-0.1253012048192772,-0.0796146044624747,-0.0477439664218258,0.0156687185226636,-0.0241935483870969,0.005540166204986,0.0242663656884876,0.0365505425471157,0.0443037974683544,0.0946924004825091,0.1972295514511872,0.1560509554140126,0.1732385261797024,0.1948650427913101,0.2674581005586591,0.2908961593172119,0.3424556213017751,0.3993831919814956,0.4708265802269042,0.4462151394422309,0.4672594987873888,0.4157566302652105,0.4004629629629628,0.4901477832512315
BBTU-L^C18,0.0766201523842136,-0.0766201523842136,26.0,3.565252744528374e-07,0.0630850806644532,0.0216138328530259,0.1565756496504419,1.8682401829752848,-44.3,-0.0927287357020101,-0.01352623919185,0.005885459341368,-0.0074589549129094,1.0,0.5915238954012623,0.4146211312700106,3.7327722810434976e-08,0.2559310462536268,-0.601980198019802,1.6563684184615993e-08,-0.034926343453904,7.034910101371487e-07,5.0,0.4114067100827248,0.4533957845433252,-0.055726074192282,0.4196573489630296,0.4364574686746511,0.0368684538553618,0.4196573489630296,1.050908114878769,-1.1614812656522049,-0.1398433302079364,-2.182926829268293,6.0,0.5915238954012623,-0.0177773960838199,-0.0528600612870275,0.1906927921623512,-0.1356757120873155,-0.0063150708311997,-0.0829039812646369,-0.1088947864052642,-0.0169824202082266,0.0392737054472092,0.0509081148787687,0.1666666666666665,-0.0192307692307692,-0.128205128205128,-0.1206896551724137,-0.0727272727272727,-0.0892857142857143,-0.135593220338983,-0.1904761904761904,-0.2388059701492537,-0.2213740458015267,-0.2661870503597121,-0.3376623376623376,-0.3376623376623376,-0.25,-0.3664596273291925,-0.3199999999999999,-0.4301675977653632,-0.4137931034482758,-0.4659685863874345,-0.3928571428571428,-0.4603174603174602,-0.5299539170506913,-0.5,-0.5,-0.4631578947368421,-0.5486725663716814,-0.5659574468085107,-0.5299539170506913,-0.4848484848484848,-0.4769230769230769,-0.4456521739130434,-0.4035087719298245,-0.4104046242774566,-0.3419354838709677,-0.3544303797468354,-0.3780487804878049,-0.43646408839779,-0.3780487804878049,-0.3376623376623376,-0.2916666666666666,-0.2153846153846154,-0.2213740458015267,-0.25,-0.1499999999999999,-0.1968503937007873,-0.3108108108108107,-0.3333333333333333,-0.3154362416107382,-0.3289473684210526
BBXK-L,0.0983284779894528,-0.0983284779894528,27.0,3.334554499320756e-07,0.0590030089430567,0.0269152401752052,0.1971433056035159,2.271929174438976,12.349999999999994,-0.1092555051829354,-0.0059257970942475,0.0008750324640109,0.0019358589796107,1.0,0.6890509566205721,0.1030192204488084,5.070198662081348e-08,0.5566114133873212,-0.1879863056333645,1.276474716417347e-06,-0.0411511627906976,5.208078884690466e-07,4.0,3.593990119474464,0.4122926901340817,0.0189372754863064,0.1828917883731898,0.1278136127472423,0.0377766371469089,0.3980499594880978,0.056581214959,0.0206408202066127,-0.0243627405678057,-1.6269270298047276,5.0,0.3112331881038075,0.0161050885093748,0.046295632216883,0.1077191178867394,0.4098962324190143,0.0370871820827534,0.1818416872899197,-0.0257157232391842,0.0243451853726431,-0.0382964801878259,0.0001648932558657,0.0620437956204378,0.0339622641509436,0.0745098039215688,0.1464435146443514,0.1440501043841338,0.1183673469387756,0.3564356435643565,0.3734335839598997,0.2426303854875284,0.2803738317757009,0.2833723653395787,0.2177777777777778,0.2342342342342342,0.1913043478260871,0.096,0.170940170940171,0.2655889145496537,0.1416666666666668,0.1070707070707071,0.093812375249501,0.1369294605809128,0.129896907216495,0.2398190045248869,0.1734475374732336,0.3268765133171913,0.4051282051282052,0.481081081081081,0.4345549738219896,0.4345549738219896,0.4051282051282052,0.3838383838383838,0.5307262569832403,0.5307262569832403,0.6309523809523812,0.6707317073170733,0.6656534954407296,0.5307262569832403,0.4270833333333335,0.5180055401662051,0.6456456456456456,0.762057877813505,0.6861538461538463,0.7564102564102564,0.7232704402515724,0.7018633540372672,0.6165191740412981,0.4891304347826086,0.4196891191709846,0.4123711340206186
BCIP-L,0.0529724813507416,-0.0529724813507416,16.0,1.6083803059181858e-06,0.2845935719246993,0.0953489929616573,0.0984236566947291,0.4928893383581714,-136.5166,-0.1634739641410284,-0.0010665510051385,-0.0190071221515591,-0.0027715255412251,1.0,1.1070744408008144,0.3200119490991628,7.17100961904935e-08,0.1502259174345155,-0.5968235418035542,3.36586430369734e-06,-0.0615725834514638,4.418901903661438e-06,4.0,3.2797181263087944,0.4223529108203891,-0.0535345008584897,0.0786388594971625,-0.0708899652084372,-0.0078159684390354,0.0812944275229464,0.0598036723405435,-0.0889304106705331,-0.0256823442628141,-4.807169205297696,4.0,1.085659550877652,-0.00113331878317,-0.0044690048095911,0.076406463204973,1.933621505800245,-0.0495344804079053,-0.0079490606423094,-0.0977298940402342,-0.0486064638653867,-0.0706081807448783,-0.1403012958348046,0.015625,0.0158730158730158,0.0,0.0491803278688525,0.1851851851851851,0.1636363636363635,0.1636363636363635,0.1636363636363635,0.1636363636363635,0.1636363636363635,0.1034482758620691,0.1034482758620691,0.0847457627118644,0.1228070175438598,0.2549019607843137,0.28,0.3333333333333335,0.3913043478260869,0.3333333333333335,0.5609756097560976,0.7777777777777779,0.8285714285714287,0.7297297297297298,0.5999999999999999,0.4222222222222223,0.5609756097560976,0.523809523809524,0.1851851851851851,0.3333333333333335,0.28,0.3061224489795919,0.1851851851851851,0.28,0.4222222222222223,0.28,0.4222222222222223,0.1034482758620691,0.032258064516129,0.0847457627118644,0.1851851851851851,0.1428571428571428,0.032258064516129,0.032258064516129,0.0158730158730158,-0.044776119402985,0.0,-0.1232876712328766,-0.1466666666666666,-0.1688311688311689
BCYN-L,0.0730753291981775,-0.0730753291981775,26.0,7.452718093889554e-07,0.1318715265962572,0.1140143930294153,0.2105028338862933,0.840006446376216,-1048.9006,-0.0913745886465405,-0.0099016919301489,-0.0153524141531873,-0.0033077448712488,1.0,1.679252783440363,0.0695267338027113,1.0509644734685615e-07,0.1701246909383864,-0.5127192659696403,1.1217564185628914e-05,-0.0344163030140299,8.571471133536663e-07,4.0,14.918147819583082,0.3903583706611478,-0.0339888996190666,0.1584146220493283,0.043077749515347,0.0132033785998478,0.2388457641317675,0.1839941021076735,0.1700528638916483,0.9893493759196552,-1.1887544248452515,7.0,1.3334658242529829,0.0039252604966058,0.0091444109958096,0.1721341632496453,0.7884700691136403,0.0315489504398427,0.0713790979178928,-0.0434783181438018,0.0499933856421534,-0.0170701694997747,-0.0106506240803447,-0.0543877210543877,0.0850832729905863,-0.0497780596068484,0.012158054711246,-0.001,0.013870094722598,0.0094307847760188,-0.007615894039735,-0.0724233983286909,-0.1064400715563506,-0.0640224859462836,-0.0394230769230768,-0.0634375,-0.1119999999999999,-0.1056401074306176,-0.0689655172413792,-0.1211143695014663,-0.0724233983286909,-0.0587311557788945,0.0003337783711614,-0.0125205930807249,-0.0134957208689927,0.0961960497439649,0.0406249999999999,0.0309597523219813,-0.0285251215559158,-0.1292852992446252,-0.1853764609948355,-0.146640091116173,-0.0394230769230768,-0.0533796588755527,0.020081688223281,0.0718884120171672,-0.0023302263648469,-0.0205882352941176,0.0811688311688312,-0.1451796919566458,-0.157199100112486,-0.166110183639399,-0.2338957055214723,-0.0409599999999999,-0.0929176755447942,-0.0784132841328414,0.0627659574468084,-0.2046178343949044,-0.3000934142923868,-0.338702559576346,-0.2956521739130434,-0.3126146788990825
BCZB-L,0.0651207787888865,-0.0651207787888865,27.0,1.1627056774047814e-06,0.2057340298262678,0.0801838301989478,0.0383597269307574,2.285888717314185,-56.5,0.0099251580606302,-0.0004837198053027,0.0086684585161358,-0.0017329657345411,1.0,0.6507294525494728,0.0600124378109452,-3.4845485186711265e-08,0.125695284159613,-0.1087160262417994,6.786064755278518e-06,0.0037383177570093,2.3086183499003043e-06,3.0,1.7843522079495708,0.1852407129768449,0.0038977984605693,0.0075955016015525,0.0760850917824668,0.0805746801524742,0.0190067642315856,0.0006947599469768,-0.2101262973154755,-0.5825035342960935,-6.487951807228916,4.0,0.5067167412971255,0.0053968831483839,0.016131955773065,0.0846755637367694,1.6856679380545263,-0.0001813784764207,-0.0772946859903381,-0.0437161774042385,0.0087666263603385,0.0439487422876127,-0.0072654390579982,-0.088235294117647,0.0542635658914729,0.0,0.0187265917602996,0.1012145748987853,0.1724137931034484,0.110204081632653,0.1623931623931624,-0.0620689655172412,-0.12540192926045,-0.1337579617834394,-0.1976401179941003,-0.163076923076923,-0.1225806451612903,-0.1928783382789317,-0.2138728323699421,-0.2547945205479451,-0.3148614609571788,-0.3096446700507613,-0.3025641025641025,-0.297157622739018,-0.3113924050632911,-0.2423398328690806,-0.2688172043010752,-0.287958115183246,-0.2804232804232803,-0.2069970845481049,-0.1831831831831831,-0.2115942028985507,-0.1928783382789317,-0.231638418079096,-0.2138728323699421,-0.1732522796352583,-0.1578947368421052,-0.1052631578947368,-0.0522648083623693,-0.1197411003236245,-0.1337579617834394,-0.0841750841750841,-0.074829931972789,-0.1023102310231022,-0.1023102310231022,-0.0620689655172412,-0.0320284697508895,-0.0993377483443708,-0.0993377483443708,-0.1732522796352583,-0.2046783625730993,-0.2183908045977011
BCZN-L,0.0363388759718019,-0.0363388759718019,26.0,3.029409480701687e-07,0.0536036447202865,0.0659023974327991,0.1459876690817719,1.4405027007047366,-93.5598,-0.091515279558261,-0.0254660709876735,-0.0023639718598957,-0.004518420872288,1.0,2.115030224647501,0.1501321852076897,4.949885816446296e-08,0.3315162986297778,-0.1568886473922199,6.347044526500768e-07,-0.0344692943447797,5.75341621064849e-07,4.0,3.7117376608232906,0.3976699492315964,-0.0023735408829003,0.2478373010676854,0.045666835167714,0.0838771015562586,0.2930650196540369,-0.012670287939728,-0.1764385649299946,-0.0482147892389427,-0.6493657805051535,6.0,1.1386126193630124,0.0051334457130084,0.01488282095259,0.1012080974384584,0.6391586109011035,-0.0140292754558165,-0.0472133998548875,0.0380140092305244,-0.0104324956159363,0.0060562949553296,-0.1144815534182535,-0.0447400241837967,0.1313269493844049,0.1454293628808864,0.1797432239657632,0.3189792663476873,0.2436090225563909,0.2270029673590503,0.2037845705967975,0.1011984021304925,0.0982735723771579,0.0428751576292558,-0.0213017751479289,-0.0119474313022699,-0.0372526193247962,0.0197287299630086,0.0134803921568626,-0.0304806565064478,-0.0213017751479289,-0.0036144578313254,-0.0316159250585479,-0.0383720930232558,0.0184729064039408,0.0376411543287327,-0.114561027837259,-0.0951859956236325,-0.1892156862745098,-0.2299813780260707,-0.2025072324011572,-0.1552604698672114,-0.1155080213903743,-0.051605504587156,-0.0383720930232558,-0.0095808383233533,-0.0665914221218961,0.0197287299630086,0.0616174582798458,-0.1517948717948718,-0.08719646799117,-0.1313025210084033,-0.1220806794055202,0.0643500643500643,0.0172201722017217,0.0363408521303256,0.1550279329608936,0.014723926380368,-0.1500513874614595,-0.2622658340767173,-0.2882960413080895,-0.3415605095541402
BDAJ-L,0.0144434414276786,-0.0144434414276786,26.0,3.010655758457265e-07,0.0532718084760359,0.1226389269093895,0.1276284130139136,1.6858203885321918,10.3,0.6264559034335901,-0.0002777584889938,0.0053659563673159,0.002115174672489,1.0,0.5219714964370546,0.2004597701149425,2.162006198809592e-08,0.4629855190147517,-0.4950819672131147,5.526836948452234e-09,0.2359550561797752,5.701980716285756e-07,5.0,0.3014472484152042,1.377428689541133,-0.003825410774873,-0.0706127349940781,0.1955441302485005,-0.0182373252091396,-0.0753706902756784,0.1986469864698645,0.4158187036415818,1.138040925863804,-0.5977011494252875,5.0,0.503562945368171,0.0218163729391699,0.0562683284457478,0.1857514141568567,-0.2906324031128494,-0.0510217891460277,0.0016535758577924,-0.0497187695298901,0.0307213425362024,-0.0766599597585513,0.138040925863804,0.0510204081632652,0.053763440860215,0.0652173913043476,0.1073446327683615,0.2098765432098763,0.2173913043478259,0.2173913043478259,0.2173913043478259,0.2173913043478259,0.2098765432098763,0.1329479768786128,0.2024539877300615,0.2327044025157232,0.2484076433121018,0.49618320610687,0.4000000000000001,0.4518518518518517,0.4100719424460433,0.3611111111111111,0.2810457516339868,0.2484076433121018,0.2249999999999998,0.2894736842105263,0.3066666666666666,0.1529411764705881,0.1878787878787879,0.2024539877300615,0.2894736842105263,0.3517241379310345,0.4100719424460433,0.3154362416107381,0.2980132450331125,0.5076923076923077,0.6752136752136753,0.6610169491525424,0.6333333333333333,0.7192982456140351,0.5193798449612403,0.4306569343065691,0.4202898550724638,0.5433070866141732,0.380281690140845,0.441176470588235,0.6896551724137931,0.4848484848484848,0.4000000000000001,0.3066666666666666,0.2980132450331125,0.2980132450331125
