firms,age,agr,bm,bm_ia,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,10.0,0.0057539682539682,4.021018263442506e-07,0.0805358641912316,0.1858403343606197,1.434993935990283,0.0221332468605072,1.0,0.0330275229357798,6.56055504540353e-08,-0.0342269265011371,7.487119451662851e-07,6.003469033772064e-07,-0.012668848057723,1.7820278138826346,-0.0059379330549845,0.0005626220497948,-0.0336852861035422,1.024470663706173,-0.1121872477804681,-0.0505747126436781,0.0316402997502083,0.142988929889299,0.1666666666666667,0.3467391304347829,0.4423748544819559,0.57433290978399,0.4406976744186048,0.4225028702640643,0.3467391304347829,0.5468164794007491,0.3001049317943338,0.1590271281571562,0.168867924528302,0.0155737704918033,11.515151515151516,9.773913043478265,12.467391304347826,0.1633802816901408,11.515151515151516,0.2414829659318638,0.208780487804878,13.406976744186048,0.1800000000000001,0.1913461538461538,13.406976744186048,0.2005813953488371,0.219488188976378,0.2328358208955223,0.2040816326530614,12.042105263157897,0.1253405994550409,0.1867816091954024,14.4875,14.884615384615383,14.296296296296296,0.2540485829959513,0.2111436950146628,14.884615384615383,13.927710843373497,13.576470588235296,14.4875,0.2642857142857142,14.4875,14.683544303797468,13.576470588235296,0.2681678607983624,0.2987421383647801
BACQ-L^J02,9.0,0.2935759458559859,1.7113058655784452e-06,0.3427527251813349,0.2118723360016633,1.313198656450952,-0.2309292508605013,1.0,0.0154996353026987,9.003638330301391e-08,0.0950077399380786,2.1558722633760442e-07,1.8714046904960912e-06,0.725701331822046,0.295844617541548,-0.5821567311866757,0.1546079746956772,-0.2703920253043227,0.958351612912409,-0.2521739130434782,-0.0376569037656905,0.0849056603773583,-0.0495867768595041,-0.1785714285714286,0.0952380952380951,0.0407239819004523,0.369047619047619,0.2994350282485873,-0.2013888888888889,-0.0980392156862745,-0.0336134453781512,-0.2767295597484277,-0.3646408839779006,-0.4457831325301206,-0.5043103448275862,-0.5188284518828452,-0.5043103448275862,-0.5381526104417671,-0.4748858447488584,0.6911764705882351,0.554054054054054,0.7968749999999998,0.7424242424242422,0.8548387096774193,0.811023622047244,0.9491525423728812,0.7424242424242422,0.5032679738562089,0.5231788079470197,0.4556962025316453,0.554054054054054,0.4649681528662419,0.5231788079470197,0.554054054054054,0.586206896551724,0.5032679738562089,0.5333333333333332,0.4838709677419353,0.5333333333333332,0.4935064935064934,0.5972222222222221,0.716417910447761,0.7692307692307689,0.716417910447761,0.811023622047244,1.2999999999999998,1.0909090909090904,1.2115384615384612
BALZ-L^I10,11.0,0.210049405852038,2.997312304137224e-07,0.0600323402804048,0.2402035623409669,1.1215873304779378,0.0623881933179752,1.0,0.152726628197806,4.781812050849689e-08,0.1426967753747124,1.4018464956037303e-09,2.822129406022459e-07,0.2775215002665799,0.1775315156384231,-0.200166231279162,0.0018689706063438,0.0595439480770558,0.4486172641459233,-0.0588235294117646,0.0897435897435896,0.0759493670886075,0.1486486486486486,0.2878787878787878,0.2499999999999997,0.4655172413793105,0.4406779661016948,0.4166666666666667,0.7,0.8478260869565215,1.0238095238095235,0.8478260869565215,0.7708333333333333,0.7708333333333333,0.6666666666666665,1.0238095238095235,0.9767441860465116,1.1794871794871793,1.0238095238095235,1.1794871794871793,1.125,1.125,1.3611111111111112,1.3611111111111112,1.3611111111111112,1.8333333333333333,1.8333333333333333,1.65625,1.4999999999999996,1.0731707317073171,0.2878787878787878,1.236842105263158,1.3611111111111112,1.5757575757575757,1.4999999999999996,1.3611111111111112,1.65625,1.931034482758621,1.931034482758621,2.035714285714285,1.7419354838709675,2.148148148148148,2.269230769230769,2.695652173913043,2.695652173913043,2.5416666666666665,2.4,2.269230769230769
BAOH-L,18.0,2.1981046779079376,1.3132157558775529e-06,0.26302035663622,0.8603948264431488,0.6031400595340004,-2.7629219345264677,1.0,2.117893155538177,5.6435500737087154e-08,1.0224895497772488,3.376930358600497e-08,1.0939500039523357e-07,2.7362448299096886,1.1658301578722077,-4.003646893398351,1.5710382560295897,1.5710382560295897,0.3895971423686468,0.2999999999999998,0.1458333333333334,-0.0134529147982062,-0.1129032258064515,-0.1269841269841268,-0.1020408163265306,-0.043478260869565,-0.1970802919708029,-0.0638297872340425,-0.3015873015873015,-0.380281690140845,-0.3037974683544303,0.0185185185185186,-0.2307692307692307,-0.3103448275862068,-0.4315245478036175,-0.4554455445544554,-0.4255874673629243,-0.4444444444444444,-0.45679012345679,-0.4527363184079601,-0.4513715710723192,-0.4930875576036866,-0.5033860045146726,-0.5100222717149221,-0.4895591647331786,-0.4647201946472019,-0.5744680851063829,-0.5752895752895753,-0.6036036036036035,-0.6839080459770115,-0.6147110332749561,-0.6405228758169934,-0.6745562130177514,-0.725,-0.725,-0.725,-0.7393364928909952,-0.7393364928909952,-0.7698744769874477,-0.7928436911487758,-0.7853658536585366,-0.7757390417940877,-0.7713097713097713,-0.725,-0.6829971181556196,-0.6857142857142857,-0.7468354430379747,-0.7684210526315789
BBIO-L^E18,10.0,0.0577235772357723,1.457474763429589e-07,0.0291913594814716,0.3907246376811594,1.209236123575452,0.6203553542245486,1.0,0.8321299638989169,8.141755575020462e-08,0.1228763334650254,8.216050210874288e-07,2.264470642294051e-07,-0.1580352375867592,6.331098815763727,-0.0979722418254528,0.0486944248412138,0.0486944248412138,0.3667399980353402,-0.0171543895055499,-0.0824074074074074,-0.1039783001808318,-0.0178394449950445,-0.066854990583804,0.0531349628055259,0.1811680572109653,0.2937336814621409,0.2418546365914786,0.5316846986089645,0.3763888888888889,0.7086206896551726,0.4791044776119402,0.3160690571049136,0.2234567901234567,0.0842450765864331,-0.4298043728423475,-0.3786833855799373,-0.3253914227365554,-0.1943089430894309,-0.2052927024859663,-0.2323780015491866,-0.2582335329341316,-0.2875629043853343,-0.1796357615894039,-0.0579847908745246,-0.0284313725490195,-0.068609022556391,0.038784067085954,0.0010101010101009,0.047568710359408,0.0,-0.0099900099900099,-0.104787714543812,-0.1367595818815331,-0.1375108790252394,-0.0579847908745246,-0.014910536779324,0.0030364372469635,0.0081383519837232,0.0112244897959183,0.0248190279214064,0.1713947990543733,0.1839904420549583,0.2721437740693195,0.2249690976514216,0.2295285359801488,0.1983071342200726,0.2640306122448981
BBMG-L^B01,6.0,-0.7342383185090097,8.035788014309936e-07,0.1609465786499394,2.1085358736188184,-0.0878181811955855,20.61616646241039,1.0,-0.7449667586301865,5.350563803920369e-07,-0.004484819618055,4.112360581916486e-11,9.54745404894209e-08,-0.7696941760644052,0.144152054606481,0.1943893593082477,-0.8056106406917523,-0.8056106406917523,0.060186111567794,0.103174603174603,0.0327868852459016,0.05,0.1886792452830188,0.0769230769230771,0.2989690721649485,0.2727272727272727,-0.0078740157480314,0.1150442477876108,0.0956521739130435,-0.9886486486486488,-0.8324468085106382,-0.7543859649122807,-0.8136094674556213,-0.811377245508982,-0.8582677165354331,-0.8767123287671232,-0.8450184501845018,-0.8444444444444444,-0.852975495915986,-0.8633405639913232,-0.8526315789473684,-0.8777885548011639,-0.8994413407821229,-0.8996815286624203,-0.8913793103448275,-0.9091564527757752,-0.9183408943616332,-0.9173228346456692,-0.9136986301369864,-0.929530201342282,-0.9127423822714682,-0.9217877094972068,-0.9270833333333334,-0.934984520123839,-0.934100418410042,-0.934100418410042,-0.9316702819956616,-0.9351851851851852,-0.941066417212348,-0.9427272727272727,-0.9438502673796793,-0.9417206290471786,-0.948041237113402,-0.9368104312938816,-0.9332627118644068,-0.9239130434782608,-0.9264018691588785,-0.9292532285233016
BBOU-L,11.0,-0.0565665932537382,1.944446590988123e-07,0.0389447837137788,0.1162565720294426,0.2173984139310307,-0.0653089183021263,1.0,-0.1100795755968169,4.5495993261570094e-08,0.0250506978408684,1.2940807143461312e-05,5.643531648210684e-07,-0.0334987593052109,18.82313015497277,-0.1940856879743525,-0.2092914124824026,-0.2092914124824026,0.7089613240182921,-0.0488188976377952,0.016,-0.0716374269005848,-0.0550595238095238,-0.1155988857938719,-0.0606508875739645,-0.0797101449275363,-0.0967283072546231,-0.0716374269005848,0.001577287066246,-0.0592592592592593,0.1781076066790352,0.0,-0.1081460674157304,0.240234375,0.240234375,0.2776659959758552,0.2306201550387596,0.2282398452611218,0.2450980392156863,0.1339285714285714,0.1630036630036628,0.1587591240875911,0.0799319727891156,0.1587591240875911,0.0948275862068965,0.0601001669449081,0.1159929701230226,0.2649402390438247,0.27,0.3894967177242887,0.4631336405529953,0.3864628820960698,0.4301801801801799,0.4464692482915717,0.3744588744588744,0.3284518828451881,0.3714902807775377,0.3424947145877377,0.3714902807775377,0.3146997929606625,0.3655913978494622,0.383442265795207,0.383442265795207,0.3396624472573839,0.3804347826086958,0.2549407114624507,0.2258687258687259,0.2751004016064255
BBTK-L^C11,10.0,-0.045045045045045,0.0003055910580461,61.20598897202503,-0.1110152430255967,0.0766202593137834,-6.041074578311019,1.0,-0.3955555555555555,-0.0001833546348276,-0.3165544133285467,2.1789948199781262e-08,0.0008390272137825,0.1596273291925465,0.002022937028538,-0.2046398891966759,-0.2983898891966759,-0.3296398891966759,1.5178217436937071,0.1111111111111111,0.0588235294117645,0.2413793103448276,0.2413793103448276,0.2857142857142856,0.2413793103448276,0.3846153846153846,0.6363636363636362,0.6363636363636362,0.5652173913043477,0.5652173913043477,0.3846153846153846,0.2857142857142856,0.161290322580645,0.0588235294117645,-0.0769230769230769,-0.0769230769230769,-0.0769230769230769,-0.0526315789473684,-0.0769230769230769,-0.8666666666666667,-0.1,-0.1,-0.2173913043478261,-0.1428571428571429,-0.1219512195121951,-0.1428571428571429,-0.1428571428571429,-0.1428571428571429,-0.1428571428571429,-0.1428571428571429,-0.1428571428571429,-0.1818181818181818,-0.1818181818181818,-0.1818181818181818,-0.28,-0.1627906976744186,-0.1219512195121951,-0.1219512195121951,-0.1219512195121951,-0.1219512195121951,-0.1219512195121951,-0.0769230769230769,-0.0769230769230769,-0.1,-0.1,-0.7647058823529411,-0.7831325301204819,-0.7954545454545454
BBTU-L^C18,10.0,-0.0463743428588211,4.641984708606961e-07,0.0929730296101873,0.1591272561114919,1.6442783111442814,0.0398809226963201,1.0,-0.1286326822296331,6.766917293233083e-08,-0.0610351929523847,2.037745645174301e-06,5.645125471907617e-07,0.0332133317849262,2.865590180664959,0.2727246151408675,-0.0243892395649793,0.2264818405743934,0.4532829117360016,-0.1322314049586775,-0.0202429149797571,-0.0396825396825397,-0.1135531135531136,-0.2013201320132013,-0.1418439716312056,-0.1508771929824561,0.0999999999999998,0.0,0.0341880341880342,0.0707964601769912,0.1634615384615383,0.0254237288135592,-0.1167883211678832,-0.2389937106918239,-0.2754491017964071,-0.288235294117647,-0.2840236686390532,-0.2142857142857143,-0.1655172413793103,-0.0833333333333333,-0.12,-0.0902255639097745,-0.1231884057971014,-0.0798479087452471,0.0,-0.0241935483870967,0.0125523012552299,0.0386266094420599,0.09009009009009,0.056768558951965,0.0386266094420599,0.0476190476190476,0.1862745098039215,0.2222222222222221,0.1523809523809522,0.1634615384615383,0.2736842105263157,0.3370165745856353,0.2604166666666667,0.2538860103626943,0.2804232804232804,0.3010752688172042,0.4319526627218935,0.6575342465753424,0.6923076923076923,0.4846625766871166,0.4319526627218935,0.4578313253012047
BBVN-L^I99,11.0,-0.0799443865137295,9.699032686701837e-08,0.0194259246804265,0.1347535298488977,1.2575418443663844,0.008335988756969,1.0,-0.3310657596371882,2.843953652202404e-08,-0.120926864590874,1.0407770778808549e-08,3.381510209584014e-07,0.0388888888888888,0.5530159814711162,0.0286641955746703,-0.0732635780421846,-0.0298723897911833,0.62292106244077,0.0,-0.0168539325842697,0.0174418604651163,-0.0277777777777777,-0.0277777777777777,0.1363636363636362,0.0869565217391303,-0.0168539325842697,0.4227642276422765,-0.0591397849462366,-0.1666666666666667,0.1513157894736843,-0.0591397849462366,-0.2256637168141592,-0.1784037558685445,-0.2009132420091324,-0.1336633663366336,-0.054054054054054,-0.0223463687150837,0.1217948717948718,0.0736196319018405,0.1513157894736843,0.1513157894736843,0.0416666666666667,0.0670731707317073,0.0416666666666667,0.0057471264367816,0.0057471264367816,-0.0277777777777777,-0.0112994350282485,0.0416666666666667,0.0479041916167666,0.0542168674698795,0.0542168674698795,0.1217948717948718,0.1363636363636362,0.1075949367088606,0.1513157894736843,0.1513157894736843,0.1513157894736843,0.1986301369863015,0.3999999999999999,0.5486725663716816,0.4112903225806452,0.3671875,0.3358778625954197,0.3358778625954197,0.3257575757575757,0.3565891472868217
