firms,absacc,acc,age,agr,bm,bm_ia,chpmia,convind,currat,egr,ep,herf,invest,mve_ia,pchcurrat,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,ps,quick,roic,salerec,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.0384875324582933,-0.0384875324582933,2.0,0.4040533606977937,6.089191932565426e-07,0.3201643368746163,-0.004663440217242,1.0,1.1029371770465053,-0.0580303806110257,1.069111611280286e-07,1.2853483049828525e-06,0.4485206088592441,2.233565245960011,-0.1773507241730069,-0.1748476712829036,-0.445430094070902,-0.3420575088326967,-0.558307533539732,2.0,0.7247756323089475,0.1146785928843201,4.288523773960668,0.1213304693093797,0.9778334435836108,-0.0196850393700787,0.078556263269639,0.0854700854700856,0.0694736842105263,-0.0469043151969981,-0.2232415902140673,-0.1962025316455696,-0.2074882995319813,-0.096085409252669,-0.1389830508474576,-0.1505016722408027,-0.2050078247261345,-0.2669552669552669,-0.2616279069767442,-0.251840942562592,-0.1845906902086678,-0.2291350531107738,-0.1987381703470031,-0.1753246753246753,-0.1404399323181049,-0.1008849557522124,-0.0609981515711645,-0.0540037243947858,-0.072992700729927,0.0583333333333333,0.0262626262626262,-0.0695970695970695,-0.0378787878787879,-0.0058708414872798,-0.0661764705882353,-0.0592592592592593,-0.0592592592592593,-0.0928571428571427,-0.0078125,0.0241935483870967,0.0605427974947807,0.1705069124423963,0.3263707571801566,0.3229166666666667,-0.1241379310344826,-0.1331058020477815,-0.1389830508474576,-0.0976909413854351,0.0119521912350597,0.1067538126361655,0.118942731277533,0.0877944325481798,0.2360097323600971,0.3126614987080103
BACQ-L^J02,0.0364670251560665,0.0364670251560665,13.0,-0.0214014919897272,1.7605553781393173e-06,0.9256844773745476,-0.0227589159905692,1.0,0.9886275120735316,-0.0005420788724759,2.298867564946661e-07,1.4053147991653808e-06,0.0710529534058945,1.032310267709163,-0.0239324690231623,-0.0490482891448421,-0.0490903334662364,-0.037555407369483,0.6126687435098657,3.0,0.5309238199096433,0.0589946553007238,22.376397515527948,-0.0094583447896618,0.588755638822391,-0.0259740259740259,-0.1348314606741573,0.1159420289855073,0.0547945205479452,-0.2376237623762376,-0.2735849056603774,-0.3418803418803418,-0.5904255319148937,-0.4832214765100671,-0.51875,-0.5649717514124294,-0.5989583333333333,-0.6262135922330097,-0.6071428571428572,-0.6071428571428572,-0.672340425531915,-0.7116104868913857,-0.7038461538461538,-0.6637554585152838,-0.6333333333333333,-0.6367924528301887,-0.6367924528301887,-0.6225490196078431,-0.6188118811881188,-0.544378698224852,-0.5497076023391813,-0.6298076923076923,-0.5947368421052631,-0.6111111111111112,-0.6592920353982301,-0.6666666666666667,-0.6751054852320675,-0.6857142857142857,-0.6778242677824268,-0.6831275720164609,-0.6818181818181819,-0.6547085201793722,-0.6622807017543859,-0.6844262295081966,-0.7344827586206897,-0.7398648648648649,-0.7563291139240507,-0.7608695652173914,-0.7608695652173914,-0.7570977917981072,-0.7380952380952381,-0.7230215827338129,-0.7116104868913857,-0.7298245614035088
BALZ-L^I10,0.0803609798023206,-0.0803609798023206,2.0,-0.1648264984227128,1.6133508039283536e-06,0.8482856116316062,-4.540215683420323e-05,1.0,1.3601496725912068,-0.0581573308846036,4.718933128162231e-08,3.866897924362991e-08,-0.0481072555205047,0.0939997275340583,0.0812569324248937,-0.0169722940626205,-0.1068325062656209,-0.3196366065195883,-10.388888888888898,4.0,0.902712815715622,0.1074914993967313,3.6439024390243904,-0.1346655082536924,5.563580798926263,-0.0588235294117647,-0.1904761904761903,-0.2916666666666666,-0.3199999999999999,-0.4137931034482758,-0.4333333333333332,-0.4848484848484848,-0.5277777777777777,-0.5,-0.5526315789473684,-0.5277777777777777,-0.5405405405405406,-0.5,-0.5142857142857142,-0.4848484848484848,-0.5405405405405406,-0.5142857142857142,-0.5526315789473684,-0.575,-0.575,-0.6382978723404256,-0.6964285714285714,-0.711864406779661,-0.734375,-0.7017543859649122,-0.7068965517241379,-0.7166666666666666,-0.679245283018868,-0.6851851851851851,-0.721311475409836,-0.711864406779661,-0.6458333333333333,-0.6666666666666666,-0.6458333333333333,-0.6730769230769231,-0.7166666666666666,-0.7017543859649122,-0.6666666666666666,-0.7166666666666666,-0.8229166666666666,-0.8131868131868132,-0.83,-0.8229166666666666,-0.8247422680412371,-0.7951807228915663,-0.7462686567164178,-0.7571428571428571,-0.6964285714285714,-0.679245283018868
BBEK-L^L95,0.0715290147182902,0.0715290147182902,2.0,0.1881025641025642,1.6011644832605534e-07,0.0841878151793328,0.0150927186433682,1.0,1.2113502935420746,0.1189962223421477,6.903501557921075e-08,5.868234797879288e-07,0.1209230769230769,6.382576075051821,-0.1305661043733276,-0.1374161694793008,-0.0775669951964783,-0.1312287939240664,0.4267337807606272,5.0,0.8818304982688546,0.2149340825588934,3.533697632058288,0.1884827445374719,0.4368717808552838,0.0216802168021681,-0.0365535248041776,0.0664739884393064,0.0394366197183098,0.0949554896142432,-0.0263852242744063,-0.0027027027027027,-0.016,0.1284403669724769,0.1014925373134327,0.1531249999999999,0.1181818181818181,0.0789473684210526,0.0542857142857142,0.1284403669724769,0.16403785488959,0.0137362637362636,0.072674418604651,0.2178217821782178,0.2341137123745817,0.2058823529411764,0.2424242424242424,0.2947368421052632,0.3768656716417908,0.5974025974025974,0.5905172413793105,0.44140625,0.4879032258064515,0.6113537117903929,0.4470588235294119,0.4030418250950571,0.4192307692307691,0.4030418250950571,0.5439330543933054,0.4939271255060726,0.3872180451127818,0.4939271255060726,0.6621621621621621,0.3467153284671531,0.0365168539325841,0.0137362637362636,0.0789473684210526,0.0221606648199446,0.0365168539325841,-0.4357798165137615,-0.3990228013029315,-0.4296754250386398,-0.3930921052631579,-0.3089887640449438
BBIO-L^E18,0.0188766916419817,0.0188766916419817,2.0,-0.0457434733257661,8.336091193234051e-07,0.4383043166589219,-0.011747188365142,1.0,1.3150136487716106,0.02255299954894,1.1411411411411413e-07,1.802797753420108e-06,-0.0199205448354143,2.0105192262638187,0.0520743925854686,0.0674068232221226,0.1075902599495932,0.1444704701694206,0.3490870032223412,5.0,0.7175614194722475,0.0418392990558989,6.660790075089781,-0.0352295833924432,0.9962317034977276,-0.0425531914893617,0.0030487804878049,0.1228668941979522,0.0511182108626198,-0.0463768115942029,-0.1249999999999998,-0.19559902200489,-0.1542416452442159,-0.1476683937823834,-0.1607142857142857,-0.1387434554973822,-0.2331002331002331,-0.2539682539682539,-0.1795511221945136,-0.1432291666666666,-0.2384259259259259,-0.2785087719298245,-0.2436781609195402,-0.1670886075949367,-0.1564102564102564,-0.1454545454545455,-0.0986301369863013,-0.0758426966292135,-0.0679886685552407,0.1077441077441077,0.0647249190938512,-0.0090361445783131,0.0751633986928104,0.0751633986928104,-0.0179104477611939,0.0511182108626198,0.0378548895899053,0.0647249190938512,0.1267123287671232,0.0185758513931888,0.0477707006369425,0.1792114695340501,0.3055555555555556,0.2185185185185185,-0.2014563106796116,-0.1607142857142857,-0.189655172413793,-0.0961538461538461,-0.0179104477611939,-0.0030303030303029,0.0647249190938512,-0.0573065902578796,0.0154320987654319,0.205128205128205
BBNH-L^L97,0.0380200105318588,0.0380200105318588,2.0,-0.0156739811912225,5.160620309911315e-07,0.2713408606071525,0.0101372879155706,1.0,1.229109454688113,0.2112223016440314,9.654273462625477e-08,3.82210517347358e-05,0.0096133751306165,16.183318232081326,0.1214838567818624,0.1250208989048739,-0.0527169641369446,-0.1341994359513619,0.5694006309148265,6.0,0.6998823067869753,0.0920231972863551,7.367843137254902,0.0103248010324801,0.6779981259938775,-0.0192592592592591,0.1212624584717609,0.2228260869565217,0.2476894639556377,0.2096774193548387,0.0258358662613982,0.035276073619632,0.062992125984252,0.2362637362637363,0.1558219178082192,0.205357142857143,0.1101973684210526,0.0748407643312101,0.1842105263157893,0.3106796116504853,0.1678200692041522,0.0663507109004739,0.134453781512605,0.2206148282097648,0.2593283582089551,0.1759581881533101,0.2317518248175181,0.3081395348837208,0.3209393346379647,0.5697674418604652,0.5033407572383073,0.5,0.3888888888888888,0.3831967213114755,0.3663967611336032,0.3261296660117878,0.3261296660117878,0.3803680981595092,0.4392324093816631,0.4392324093816631,0.4867841409691629,0.5033407572383073,0.790450928381963,0.6749379652605458,0.1862917398945518,0.2640449438202248,0.2118491921005385,0.2616822429906542,0.1842105263157893,0.3636363636363635,0.4610389610389609,0.3261296660117878,0.3663967611336032,0.4770240700218817
BBOU-L,0.0082929119073697,0.0082929119073697,2.0,0.0626109407777957,4.995918702910934e-07,0.2626809954934502,0.0052756765565781,1.0,1.5523809523809524,0.1128188358404185,8.177275102913282e-08,2.7351836953012294e-06,0.0164595772147813,16.78589488367908,0.1863064098878988,0.3256023457090976,0.1657890470951523,0.2128012157174904,0.0951526032315978,5.0,0.746218487394958,0.1028215336679937,3.068376068376069,0.1820319849482596,0.7440645830244708,-0.0065703022339028,0.0283783783783784,0.0763790664780763,0.1240768094534712,0.0688202247191012,-0.0570012391573729,-0.0415617128463475,-0.0193298969072164,0.1375186846038862,0.135820895522388,0.1636085626911314,0.1443609022556391,0.1093294460641398,0.1707692307692307,0.2747068676716919,0.3421516754850089,0.2811447811447811,0.4066543438077634,0.5099206349206349,0.5594262295081969,0.6365591397849462,0.7374429223744294,0.9168765743073048,0.9562982005141388,1.2784431137724552,1.3201219512195124,1.238235294117647,1.370716510903427,1.5032894736842106,1.3272171253822629,1.299093655589124,1.3487654320987654,1.4158730158730162,1.5796610169491525,1.519867549668874,1.6423611111111112,1.6423611111111112,2.09349593495935,1.97265625,1.0293333333333332,1.1497175141242937,1.0792349726775958,1.1197771587743732,1.1316526610644255,1.2921686746987953,1.4391025641025643,1.3130699088145898,1.606164383561644,1.633217993079585
BBQS-L^G99,0.0908950855030041,0.0908950855030041,2.0,0.1978555304740406,5.993857053179088e-07,0.3151517130687365,-0.0063458660349682,1.0,1.3128398159765788,0.0400700252869092,1.531252802439243e-07,7.695518611801317e-06,0.1992099322799096,2.198374690648315,-0.0938294733828112,-0.1440016843354568,-0.0882925358991724,-0.0910158972965051,1.2957540263543186,3.0,0.6630071099958176,0.1253616200578592,8.237639241743208,0.1428881297109701,0.4691980293091549,-0.3142857142857144,-0.0120967741935482,-0.0392156862745096,-0.0040650406504064,-0.0540540540540539,-0.1281138790035586,-0.1312056737588651,-0.0719696969696969,0.0425531914893617,0.088888888888889,-0.0576923076923077,-0.0892193308550185,-0.1493055555555554,-0.0823970037453182,-0.1155234657039711,-0.1778523489932885,-0.2096774193548386,-0.1312056737588651,-0.095940959409594,-0.095940959409594,-0.0892193308550185,-0.095940959409594,-0.1123188405797099,-0.109090909090909,0.0251046025104602,-0.04296875,-0.0789473684210526,-0.0684410646387831,-0.0540540540540539,-0.121863799283154,-0.1551724137931033,-0.1058394160583942,-0.1187050359712229,-0.0992647058823529,-0.1463414634146341,-0.175084175084175,-0.1342756183745582,0.074561403508772,-0.0392156862745096,-0.291907514450867,-0.241486068111455,-0.2438271604938271,-0.1860465116279068,-0.1551724137931033,-0.064885496183206,-0.0316205533596836,-0.1666666666666666,0.0652173913043479,0.1342592592592593
BBTK-L^C11,0.078929135604024,0.078929135604024,2.0,0.2504053885493326,6.928159616505798e-07,0.3642765171380548,0.0001413808951381,1.0,2.7671353251318105,0.0462215700660309,6.599404029280301e-08,5.554054842063725e-08,0.1534863415242608,3.043342310065289,0.0495322586491923,0.055220714303352,0.2181679765610405,-0.2007955928805357,1.7472392638036818,5.0,2.703280609256005,-0.0214343928280358,2.6624535315985134,0.3595292331055431,0.5217530799257325,-0.0875331564986737,-0.1066350710900473,-0.1431818181818183,-0.1677704194260486,-0.246,-0.150900900900901,-0.0871670702179177,-0.0782396088019559,0.0443213296398892,-0.3642495784148397,-0.3859934853420195,-0.4062992125984251,-0.3555555555555555,-0.3157894736842105,-0.2736030828516378,-0.2534653465346534,-0.2859848484848485,-0.2722007722007722,-0.2290388548057259,-0.183982683982684,-0.1927194860813704,-0.1622222222222222,-0.1412300683371298,-0.2383838383838383,-0.2210743801652892,-0.1874999999999999,-0.2490039840637449,-0.3255813953488372,-0.013089005235602,-0.1927194860813704,-0.1659292035398228,-0.0849514563106796,-0.0668316831683167,0.1153846153846154,0.2866894197952219,0.2083333333333332,0.3911439114391144,0.8125,0.5643153526970954,-0.0052770448548812,0.0244565217391303,-0.0283505154639175,0.2044728434504792,0.4555984555984556,0.5387755102040814,0.5387755102040814,1.0601092896174862,1.00531914893617,1.341614906832298
BBTU-L^C18,0.0138618936756444,0.0138618936756444,2.0,0.0044096241116532,1.2603134479271991e-06,0.6626616861127124,0.0028885526503885,1.0,1.4236011477761834,0.0242409301943383,1.1577350859453993e-07,6.255802012897489e-06,0.0457444986728315,4.874434062082287,-0.0050267590210379,-0.0850543795483027,-0.1819425871397172,0.3305408730889111,0.2834061135371173,3.0,1.090028694404591,0.0574990736502539,21.12562534741523,0.0385298538051646,0.5126642542027049,-0.065040650406504,-0.0681818181818182,-0.0751879699248121,0.0165289256198346,-0.127659574468085,-0.2336448598130841,-0.2634730538922155,-0.2288401253918495,-0.0646387832699619,-0.1717171717171718,-0.1604095563139932,-0.2288401253918495,-0.278592375366569,-0.2012987012987013,-0.127659574468085,-0.2545454545454545,-0.2612612612612612,-0.2522796352583587,-0.1546391752577319,-0.5758620689655172,-0.5614973262032086,-0.5502742230347348,-0.5393258426966292,-0.5060240963855422,-0.4331797235023041,-0.4225352112676056,-0.4605263157894737,-0.4508928571428572,-0.4225352112676056,-0.437070938215103,-0.427906976744186,-0.4029126213592233,-0.3940886699507389,-0.3787878787878788,-0.3315217391304348,-0.3204419889502763,-0.236024844720497,-0.1575342465753424,-0.3011363636363636,-0.4593406593406594,-0.4446952595936794,-0.4593406593406594,-0.419811320754717,-0.4331797235023041,-0.4421768707482993,-0.4225352112676056,-0.4545454545454545,-0.3880597014925372,-0.3577023498694517
