firms,absacc,acc,age,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chinv,chpmia,chtx,convind,currat,depr,ep,gma,grcapx,herf,hire,lev,ms,mve_ia,operprof,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roaq,roeq,roic,salecash,salerec,tb,agr,egr,grltnoa,invest,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAJS-L,0.0497731492992994,0.0497731492992994,19.0,1.1480187446042264e-06,0.1290091344078897,0.0911243845811484,0.0811245546101701,0.9572212643911252,-387.3072,0.2961276433307512,0.0052025627409641,0.0028797049146353,-0.001885313843954,1.0,1.2253601983874505,0.0576788421241132,1.8872744659845493e-07,0.2525599996148748,0.6007503813651532,0.0001869158121801,0.0649161407929035,3.4121742935048087e-06,5.0,13.456766487246876,0.7795102564792328,0.0503707936535995,0.0140932688278353,0.007428727081569,0.0218977178745606,0.0250052570602574,0.0627248449367957,-0.0701788537727603,0.0157523047885815,1.1569596241974969,5.0,0.9304747157416048,0.0062991205780707,0.0270192274086793,0.0483023398399205,7.751780743052088,2.988905059590112,0.590862280563763,0.0937548493473918,0.1487302383809308,0.0485873738159554,0.0298174256715466,0.0761635442832053,0.1148608714269011,0.0023830155979203,-0.0509868421052632,-0.0678513731825526,-0.1099112996529116,-0.0602605863192182,-0.1494379952091395,-0.2009693612601697,-0.2142978723404256,-0.2463673469387756,-0.269389047166825,-0.2653191150724177,-0.2347480106100796,-0.2784117555103955,-0.2278353964536634,-0.184452296819788,-0.1347703842549203,-0.1760085683684399,-0.1801065719360568,-0.2017983745460834,-0.2211911591024128,-0.2253733847961068,-0.2270596115204287,-0.2366462708781214,-0.1190839694656489,-0.2033137728684846,-0.1576642335766424,-0.1244309559939302,-0.1033411033411033,0.0052264808362367,-0.0119863013698631,-0.0387338608912953,-0.1237661351556568,-0.0853972657023974,-0.0447019867549669,-0.1918767507002801,-0.2244623655913979,-0.1898911898911899,-0.0539044886247181,-0.1008959875340865,-0.1981935035608825,-0.2214538708045201,-0.2485756145205926,-0.2767157630836728,-0.2947288006111536,-0.2690419635787807,-0.2414133114215284,-0.1389666107069577,-0.1397689153932165,-0.0407315045719035
BAOH-L,0.126463015846405,-0.126463015846405,4.0,1.0488672106650647e-06,0.117866935180894,0.0372100081277836,0.2151250239141143,0.4956689067731887,38.9193,0.8250435233407984,0.0048659147844031,-0.0241960887088771,-0.0034523447424632,1.0,1.3049179974671938,0.1528950080039232,-1.0181949177663882e-08,0.1852661141997404,0.4322924754178387,3.661043570934717e-08,0.1808633632411132,1.0300722484864212e-06,3.0,0.6275590541156674,0.3452988379611919,-0.0266181947442696,0.0653049999532233,0.0237572618904134,0.0310736382573386,0.0029840591448627,-0.1737088620294917,-0.0378596065201186,-0.1903079805207365,-26.94964497066594,4.0,0.8441451271995318,0.0015360550142938,0.0034054728246938,0.1161661426348219,5.764558145891798,22.04149179568519,1.8093760815073932,-0.0451692329330897,-0.0241309938760049,-0.1576247825978354,0.0178209571000887,-0.0654166955211841,-0.0822457196862379,0.0218181818181817,-0.014336917562724,-0.0418118466898954,0.0,0.0036496350364962,0.0110294117647058,0.0185185185185183,-0.0677966101694915,-0.1071428571428572,-0.0924092409240923,-0.0983606557377049,-0.0894039735099337,-0.0894039735099337,0.4248704663212435,0.375,0.403061224489796,0.3681592039800996,0.375,-0.0107913669064747,-0.0350877192982456,-0.0418118466898954,-0.0316901408450703,-0.0316901408450703,-0.014336917562724,-0.0771812080536912,-0.0384615384615384,0.0036496350364962,-0.0178571428571427,-0.003623188405797,-0.0833333333333333,-0.003623188405797,-0.0316901408450703,-0.014336917562724,0.4397905759162304,0.4550264550264551,0.5277777777777777,0.5536723163841808,-0.0451388888888888,-0.0484429065743945,-0.0248226950354609,-0.0451388888888888,-0.0709459459459459,-0.0863787375415281,-0.0740740740740741,-0.1185897435897436,-0.2445054945054945,-0.0350877192982456,0.1904761904761904,0.3349514563106797
BBOU-L,0.002117377866571,-0.002117377866571,30.0,1.451676470150069e-07,0.0163132810970717,0.049573128933757,0.1947044971569697,0.6223900243891187,203.5,-0.104589129970861,0.007752335092123,0.007862232132661,0.0020509427720807,1.0,1.366509433962264,0.0899975544142822,4.409897761151495e-08,0.2737451469772601,0.1541501976284585,1.2996704322740814e-06,-0.0229276895943562,2.626968216288856e-07,4.0,18.628992188675696,0.5376709008048095,0.0336500168744462,0.0518900635909244,0.0006930288612988,0.0120944024998242,-0.0037794445095511,-0.0380325987860384,-0.0535077333960941,-0.0290206512906772,-0.0205162144275314,6.0,0.5779874213836478,0.0332492007403668,0.0993164455166867,0.1263169568592658,13.529477196885429,4.703402938901779,0.3568458453270703,0.0300540765391015,-0.0353922234073499,0.0046787220600037,0.0165002773155851,0.0702734839476813,0.0093775933609958,0.0560957367240089,-0.0269286754002912,-0.0151012891344383,-0.0467023172905526,-0.011460258780037,-0.0154639175257732,0.0260936300844205,0.1086235489220561,0.1004115226337447,0.0611111111111111,-0.0187155963302753,0.042495126705653,0.0511006289308175,0.0843471208434711,0.0328312089609887,0.0959016393442622,0.176418829740431,0.1412718736662397,0.190560997328584,0.173321632294866,0.1728070175438596,0.2221206581352832,0.267298578199052,0.3601220752797558,0.2379629629629627,0.1910913140311803,0.283109404990403,0.2408352668213456,0.2691029900332224,0.4345493562231759,0.4485373781148427,0.417815482502651,0.4215842636895268,0.3999999999999999,0.4399569197630586,0.3985355648535562,0.4307116104868911,0.5141562853907133,0.581312832643406,0.488035614913745,0.4268943436499466,0.4708470847084707,0.4732782369146004,0.4314775160599571,0.3948878455920708,0.3712820512820511,0.4469696969696968,0.3628950050968398,0.4740904079382579
BBXK-L,0.1040352970137665,-0.1040352970137665,30.0,6.252927555235202e-07,0.070267560979088,0.0263172086501644,0.1273759768332631,2.174786027309106,21.0,-0.2367333951348228,0.0028404249275691,-0.0029497202259916,0.0018960503998061,1.0,0.7217415115005477,0.1353012130453583,5.435121526348452e-09,0.5483388604160386,-0.243325075695018,1.0054795696782803e-06,-0.0518959264866387,9.71977374906517e-07,3.0,1.2854266088341118,0.3570636504768242,-0.0292212110889356,-0.0082493476276348,0.2257681806569939,-0.0026671960389568,-0.2783326885107139,-0.022490019904957,-0.0436244680987702,0.0143111013617508,-32.066147859922175,3.0,0.2940306681270537,0.0039005589255913,0.0099604288564954,0.1563041491001869,47.888093106535365,73.88259668508287,2.654220944468044,-0.0895146216460657,-0.0632386021607579,-0.1245494770461485,-0.0859813084112149,-0.1062017463682153,0.0071737902466579,-0.0299999999999999,0.0563380281690142,-0.0131578947368421,0.0067114093959732,0.0067114093959732,0.0526315789473683,0.0526315789473683,0.1111111111111109,0.0309278350515462,-0.0033222591362125,-0.0476190476190475,-0.0291262135922329,-0.0881458966565349,-0.1477272727272727,-0.0625,-0.0740740740740741,-0.1097922848664688,-0.1999999999999999,-0.1825613079019074,-0.1097922848664688,-0.1124260355029586,-0.1150442477876106,-0.1428571428571429,-0.0797546012269938,-0.1228070175438595,-0.0797546012269938,-0.1329479768786127,-0.0625,-0.0625,-0.1913746630727762,-0.2924528301886793,-0.2628992628992629,-0.3039443155452436,-0.2941176470588235,-0.3362831858407079,-0.4094488188976378,-0.4230769230769231,-0.4011976047904191,-0.4071146245059288,-0.4485294117647059,-0.4495412844036697,-0.4845360824742268,-0.4525547445255474,-0.4339622641509434,-0.4117647058823529,-0.3723849372384937,-0.3736951983298539,-0.3877551020408164,-0.2574257425742574
BCIP-L,0.0626653402975903,-0.0626653402975903,19.0,7.214523673123183e-06,0.8107354157842767,0.0566767860788102,0.1241737138676396,0.4435038813272991,-1632.0745000000002,0.042111446152968,0.0004442260261224,-0.012325101260116,-0.0021422175854066,1.0,0.8339522100244319,0.2703209053405789,3.7516728185015e-07,0.1549183831964271,0.8463320507753456,2.7212607204192795e-06,0.0092315345393321,1.5060238661858424e-05,5.0,0.7209984550119617,0.3787518169832519,0.2195724518243272,-0.1176353718761596,0.0306338948396274,-0.0380082820592997,-0.1220783600717273,-0.0331338538339213,0.1766584327704902,0.1740298137886893,-3.81623546160902,5.0,0.8105424569005245,-0.0216655106355545,-0.0660777769003086,0.0772876288239507,4.011329179006257,4.666509824713076,0.7908959110677255,0.0152201934434254,0.0569259471209811,-0.0339775554669519,0.0406878355171755,-0.0022081113593448,0.0836517027156371,0.0999999999999998,0.0256410256410257,-0.069767441860465,-0.1999999999999999,-0.183673469387755,-0.2592592592592593,-0.3548387096774192,-0.3220338983050846,-0.2727272727272727,-0.2592592592592593,-0.2452830188679244,-0.2156862745098039,-0.2592592592592593,-0.2857142857142857,-0.3220338983050846,-0.3548387096774192,-0.3103448275862068,-0.3220338983050846,-0.2727272727272727,-0.3103448275862068,-0.2727272727272727,-0.2727272727272727,-0.3220338983050846,-0.183673469387755,-0.3220338983050846,-0.2452830188679244,-0.2727272727272727,-0.2452830188679244,-0.183673469387755,-0.2592592592592593,-0.2727272727272727,-0.3220338983050846,-0.2857142857142857,-0.3442622950819671,-0.4285714285714285,-0.4736842105263158,-0.4444444444444444,-0.3846153846153846,-0.375,-0.4117647058823529,-0.3939393939393939,-0.3846153846153846,-0.375,-0.365079365079365,-0.375,-0.3442622950819671,-0.2592592592592593,-0.2727272727272727,-0.2727272727272727
BCQF-L,0.0202108732390793,-0.0202108732390793,30.0,5.141651832244714e-07,0.0577795489335243,0.0888097038170474,0.099417325429496,0.8771721842307229,-584.7548,0.1342669332982351,-0.0431293546048085,-0.0012756151749135,0.0031224364526893,1.0,1.3487488007102164,0.2867045860802077,6.425651425996103e-08,0.2121139728278126,0.254337870700647,4.805776145688941e-05,0.0294335613108717,1.0274258221773657e-06,4.0,21.413196889443142,0.3303581483984766,0.0244907448608313,0.0016876107653016,0.0331086994340151,0.0019709593737385,0.1937004586516767,0.3068349790270964,-0.4375637271005381,-0.0592396492005002,-0.4824916400002491,6.0,1.0587166330319575,0.0040339344122095,0.0118847277481503,0.0218888614924722,6.723121738862319,2.390443292654759,0.653960674233434,0.0490160740456211,0.0663477053008328,-0.0004499466211379,-0.0343150486474276,0.0284270179671114,0.0103595454520541,0.0382030024647097,-0.0883464406087222,-0.1116640127388535,-0.1625070369675361,-0.1029145728643216,-0.0980194017784962,-0.0394920908210481,-0.0181498185018148,-0.0578425163605657,-0.126529014580683,-0.1348260153145294,-0.1030047231434027,-0.1892088291397946,-0.1569701548923309,-0.1209375615520976,-0.1443634969325152,-0.1715240393540003,-0.1914122656037684,-0.1968688141083318,-0.1837219935985367,-0.1678165206041394,-0.1417307692307692,-0.0945425035504158,0.0026960233655359,-0.033982683982684,-0.0120641947980075,-0.0030157489109795,0.0914649058449499,0.1545725003233735,0.1866524860409466,0.2409286806617545,0.2315121412803531,0.3190483227427221,0.3483383685800605,0.3487458446660623,0.3084139548519498,0.3538601547095403,0.5239883899607309,0.4096651926721415,0.2869088811995386,0.3681790312691602,0.2964415395787947,0.238174504092107,0.2177353342428378,0.24196465841102,0.2483916083916084,0.3063076247621836,0.2806312769010044,0.3005974063820489
BCYN-L,0.0529614992901573,-0.0529614992901573,29.0,5.803402269129258e-07,0.0652159999024455,0.1470824306236429,0.2805843406324024,0.6382875268641437,1514.2967,-0.7378461798677406,0.0026623512195776,0.0281257371788334,-0.0012022671380832,1.0,1.6893118372634748,0.067334482114867,1.1372908417348354e-07,0.1717853103777679,0.0423031071888064,7.691155843628499e-06,-0.161748244632136,5.790422459215555e-07,3.0,15.480658598444869,0.371164111377826,0.09496568305245,0.0526005030435615,-0.1367956989036065,0.3017591265325253,0.0703587844270689,0.0025829238480418,0.1687377405523219,1.0826822024151457,-0.5845697293180933,8.0,1.383381796057543,0.0522582444025322,0.1105961868996494,0.1228045349447549,3.4493752516504737,12.156088670372508,0.8187829505330679,-0.0201799047493298,0.0397292543967194,-0.0756153666622362,-0.0192442627819175,-0.063708088066405,0.0826822024151456,0.0178778732296263,0.0051341890315053,-0.0071461502996773,0.0107955878901666,-0.0445874001774622,-0.0295178008111762,0.0658252907696115,0.2061047325679081,0.0802608477552044,0.0917617237008872,0.0925925925925925,0.2298686464877211,0.179353778751369,0.2125563063063063,0.1454787234042553,0.2298686464877211,0.2765263781861291,0.3703468024180718,0.406596995427825,0.3518518518518518,0.2645331767469172,0.2235795454545452,0.363837872070931,0.4223910171730514,0.5144163150492265,0.6527244819646969,0.8734232274902132,0.7325020112630733,0.836673773987207,1.3056745182012848,0.8726086956521739,1.2166752444673188,1.2201030927835053,1.5395047169811318,1.175252525252525,0.9453477868112016,0.8548664944013782,0.94009009009009,0.8965213562307353,0.770970394736842,0.6432659290347196,0.5197600564573042,0.4371037704371039,0.5593772628530049,0.365567533291059,0.4545761567038162,0.4356666666666666,0.4570365358592694,0.4506567867969013
BCZB-L,0.0506013704537831,-0.0506013704537831,30.0,1.100013837080439e-06,0.1236145608470637,0.0417461514573443,0.0757603350937898,1.9688059260750232,-77.5,0.0960761400646073,0.0016771287555704,-0.0012033119401671,-0.0021404109589041,1.0,0.7635410599883518,0.0738533036977167,4.5864832769917116e-08,0.132390940872473,-0.131578947368421,7.11376525030762e-06,0.02106149957877,2.165591942113562e-06,4.0,1.831479604126338,0.1532305005820722,-0.030409180243053,0.0354061226321005,0.1767136254766773,0.0700595400896257,0.1083379156425583,0.0653945638443228,-0.1853872964224154,-0.1130553194688786,-3.41747572815534,6.0,0.5878470199961172,0.0032725785191582,0.0097152880852786,0.0217261311540761,14.721158820486291,7.620782003213712,0.5855586024295771,0.114708415666008,0.0784342258440046,-0.0315300206047247,0.0088665957339007,0.1340847260007773,0.0851128737034777,-0.0254777070063694,-0.0094637223974762,-0.0368098159509201,-0.0397553516819572,-0.0094637223974762,-0.0063291139240506,0.0,0.3138075313807531,0.2265625,0.2362204724409449,0.3029045643153527,0.3476394849785407,0.3305084745762714,0.3083333333333333,0.3305084745762714,0.2661290322580645,0.2610441767068272,0.1254480286738351,0.1418181818181818,0.1939163498098859,0.171641791044776,0.2170542635658914,0.2610441767068272,0.3711790393013101,0.2362204724409449,0.2816326530612245,0.2975206611570249,0.4017857142857142,0.3305084745762714,0.2217898832684826,0.0865051903114186,0.1335740072202167,0.2123552123552123,0.2816326530612245,0.2123552123552123,0.2411067193675891,0.1760299625468164,0.2265625,0.3193277310924372,0.1939163498098859,0.1849056603773586,0.2661290322580645,0.1544117647058822,0.2170542635658914,0.1544117647058822,0.1760299625468164,0.2712550607287449,0.3534482758620692,0.2816326530612245
BCZN-L,0.0099312847944236,-0.0099312847944236,29.0,2.9596271793968265e-07,0.0332589465440896,0.1186961864490931,0.2887789194727806,1.3719068872066833,124.89780000000002,-0.0092538817063689,0.0067973121028699,0.0210085126539382,0.0026592424450167,1.0,2.3206675760888573,0.1750071562895062,8.044663095005583e-08,0.4036817509964513,-0.072531010429094,5.923911776795191e-07,-0.0020286059112035,3.52370685838169e-07,4.0,4.044261994176707,0.5454881642077423,0.0028135510020875,0.22587865554444,0.1495980761989607,0.0385330827670804,0.3461603305601012,0.0964017103308632,0.098309888601185,0.0362855585061233,-0.0782700018440751,8.0,1.4687537726632065,0.0351787138390903,0.0738392825727914,0.1200718762049214,7.144372665755858,4.836144126745484,0.516632983951976,0.046781248449474,0.2614446493416759,-0.081909266336367,-0.0205403364910707,-0.0831862462984706,0.1307239499924809,-0.0278688524590163,-0.0983000739098299,-0.1075347476225311,-0.1178597252349964,-0.0708301599390709,-0.0778533635676493,-0.0185036202735318,-0.0615384615384615,-0.0942835931700075,-0.1088385682980277,-0.0636991557943208,-0.0294351630867144,-0.1172214182344428,-0.0622598001537278,-0.052059052059052,0.0124481327800829,-0.0040816326530612,0.0116086235489218,-0.0177133655394525,0.0338983050847456,0.0883140053523638,0.1275415896487983,0.211519364448858,0.2964930924548352,0.3132400430570505,0.4202561117578578,0.4914425427872859,0.5249999999999999,0.5947712418300652,0.7967599410898378,0.7329545454545454,0.6920943134535367,0.879815100154083,1.1291448516579403,1.0504201680672267,0.7914831130690161,0.9967266775777412,1.078364565587734,0.9741100323624596,0.8827160493827158,0.706293706293706,0.5443037974683542,0.4752116082224908,0.6689466484268125,0.6897506925207755,0.7403708987161197,0.9457735247208932,0.8345864661654134,0.8100890207715132
BDAJ-L,0.0693311013461672,-0.0693311013461672,30.0,6.505692024483077e-07,0.0731080133271008,0.0955109837631327,0.244045777915249,1.4214188182959642,-4.700000000000001,-0.1340472221764049,-0.0004184975936388,-0.0126543576014513,-0.0022736961773483,1.0,0.363918439716312,0.2507288629737609,5.8903995883718154e-08,0.5009812167087188,-0.3350785340314137,4.194767746284341e-09,-0.0293853969518876,5.312845088342043e-07,4.0,0.1656811548168882,0.9078341013824884,-0.0374738824283606,-0.3690725002311239,0.0399989702598164,0.0126607706968776,-0.3719098761916387,0.0842356173238524,-0.4336215255332905,0.9770927601809954,-1.384401114206128,5.0,0.3528368794326241,0.0129807024850756,0.0235813366960907,0.1559934318555008,13.71031746031746,87.46835443037975,0.5443248378908035,0.0096719932716568,0.0151049667178698,-0.0267838459928848,0.0269133725820016,0.0030978934324659,-0.0229072398190045,-0.031055900621118,-0.0852272727272727,-0.0584795321637425,-0.1436170212765956,-0.1526315789473683,-0.1390374331550802,-0.0747126436781608,-0.2184466019417476,-0.2780269058295963,-0.2938596491228069,-0.3347107438016529,-0.3235294117647058,-0.320675105485232,-0.2648401826484018,-0.2969432314410479,-0.3263598326359832,-0.2969432314410479,-0.2681818181818182,-0.2476635514018691,-0.2296650717703348,-0.2333333333333332,-0.2029702970297029,-0.1743589743589743,-0.1614583333333332,-0.1701030927835051,-0.2511627906976743,-0.2614678899082568,-0.2999999999999999,-0.2681818181818182,-0.356,-0.3319502074688797,-0.3585657370517927,-0.356,-0.4249999999999999,-0.4350877192982456,-0.429078014184397,-0.4229390681003584,-0.4014869888475836,-0.3807692307692307,-0.3319502074688797,-0.2681818181818182,-0.2184466019417476,-0.1785714285714285,-0.1344086021505376,-0.125,-0.0903954802259886,-0.0061728395061728,0.0,0.0
