firms,age,agr,bm,bm_ia,cashdebt,chatoia,chpmia,convind,depr,egr,ep,grltnoa,herf,lev,lgr,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
FSAS-L^E99,8.0,0.1524773586769527,8.379534212695795e-07,0.0444221703895804,0.1891752345295243,0.335966250511886,0.0034631442467494,1.0,0.0133270345716126,0.0970752754324755,5.7636026380873866e-08,0.1170442786694252,6.124746342655847e-09,4.3642003297609234e-07,0.2762234811957571,0.6593039515146963,-1.4348986196054423,-0.002508780068158,0.185751032366715,0.0624264873425138,0.0101010101010101,-0.0571428571428571,-0.0571428571428571,-0.131578947368421,-0.0833333333333333,-0.0833333333333333,-0.0660377358490567,-0.01,0.1379310344827586,0.2374999999999998,0.1927710843373493,0.3026315789473683,0.2073170731707316,0.2073170731707316,0.1785714285714286,0.1927710843373493,0.1511627906976744,0.1785714285714286,0.1379310344827586,0.2857142857142856,0.2073170731707316,0.1511627906976744,0.1379310344827586,0.2531645569620253,0.2073170731707316,0.1123595505617978,0.1123595505617978,0.2374999999999998,0.125,0.0999999999999998,0.2222222222222221,0.1511627906976744,0.1511627906976744,0.546875,0.5714285714285714,0.5714285714285714,0.6229508196721312,0.5714285714285714,0.7678571428571426,0.9038461538461536,0.7999999999999998,1.0625,1.020408163265306,1.152173913043478,1.25,1.4749999999999996,1.9117647058823528,2.413793103448276,2.6666666666666665
FSAX-L^B05,7.0,0.26289969647773,4.913809188902126e-07,0.0260494275112068,0.1972829297105729,1.0714548907362953,-0.0505481273700005,1.0,0.0905656524402695,0.5274958170663693,6.218512724088932e-08,0.0584868287661562,2.4550251558733423e-06,7.188787300311464e-07,0.2909336941813261,3.7868397037081953,-0.0958992977805898,-0.0138693125656393,0.1191408374116367,0.8512200964574276,-0.0779777206512425,0.0745856353591161,0.1221153846153846,0.1441176470588236,0.1531620553359685,0.0657534246575342,0.1764112903225807,0.1253616200578593,0.1463654223968566,0.1775983854692229,0.1082621082621082,0.1588877855014896,0.0745856353591161,0.0494604316546762,0.0667276051188299,0.1051136363636362,0.0532490974729242,0.1577380952380951,0.1543026706231454,0.2588996763754045,0.252145922746781,0.2481283422459894,0.1775983854692229,0.1932515337423312,0.2616216216216216,0.1859756097560976,0.2181628392484342,0.3992805755395683,0.330672748004561,0.2508038585209002,0.2467948717948718,0.2481283422459894,0.1823708206686931,0.252145922746781,0.2966666666666666,0.4496894409937886,0.4407407407407409,0.501930501930502,0.4716267339218158,0.5601604278074865,0.5964432284541725,0.7288888888888889,0.846518987341772,0.8914100486223664,0.9679595278246208,1.069148936170213,1.3386773547094188,1.4012345679012346,1.812048192771084
FSAZ-L^J03,8.0,0.1218379607079071,3.8530441264246e-07,0.0204260258814005,0.2861926214537928,1.7308766407955205,-0.0042736638346398,1.0,0.1491708775176144,0.0751985352040706,5.962563087465248e-08,-0.0042443349351617,5.219323767902688e-09,4.054390306691021e-07,0.1700722212436146,0.1780987542361923,-0.0433817052975529,0.0364277814754309,0.0718113793590287,0.613006704428501,0.1244979919678712,-0.0039999999999998,-0.0039999999999998,0.0040322580645162,0.0040322580645162,0.2450000000000001,0.360655737704918,0.3988764044943822,0.3988764044943822,0.3988764044943822,0.360655737704918,0.2968750000000002,0.2326732673267326,0.338709677419355,0.3756906077348068,0.456140350877193,0.2205882352941177,0.3988764044943822,0.4067796610169492,0.3315508021390374,0.276923076923077,0.2512562814070354,0.20873786407767,0.0826086956521741,0.1474654377880184,0.0686695278969957,0.20873786407767,0.2639593908629443,0.0204918032786887,-0.1809210526315788,-0.1616161616161615,-0.2985915492957746,-0.3342245989304813,-0.3044692737430167,-0.2740524781341107,-0.3064066852367687,-0.3359999999999999,-0.327027027027027,-0.2567164179104477,-0.2242990654205606,-0.1727574750830564,-0.1559322033898305,-0.1443298969072164,-0.1293706293706292,0.0040322580645162,0.1318181818181818,0.2575757575757578,0.2575757575757578,0.2450000000000001
FSBE-L^A03,7.0,0.0806959900305143,6.403832408550331e-07,0.0339484423809545,0.092076362878043,2.0638475843072186,0.2095294295739382,1.0,0.1574685764396375,-0.0335214028395847,2.7314113948464374e-08,-0.0197781116826854,6.528968106402226e-08,8.778602649705012e-07,0.1826516678587684,0.3096828288005385,0.1433015082816665,0.256271908400661,0.256271908400661,0.9462609040618116,-0.0050761421319797,0.0591397849462365,0.1129943502824859,-0.0100502512562814,-0.0528846153846154,-0.0100502512562814,0.0591397849462365,0.1257142857142856,0.076502732240437,0.132183908045977,0.0423280423280423,-0.0390243902439023,-0.1508620689655172,-0.1581196581196581,-0.1652542372881356,-0.1581196581196581,-0.1825726141078838,-0.1825726141078838,-0.13215859030837,-0.034313725490196,-0.0963302752293578,-0.0528846153846154,-0.0663507109004738,-0.0963302752293578,-0.0921658986175114,-0.1508620689655172,-0.1545064377682403,-0.1126126126126126,-0.1859504132231404,-0.1893004115226337,-0.1471861471861472,-0.1926229508196721,-0.2244094488188976,-0.1471861471861472,-0.2423076923076923,-0.2757352941176471,-0.2939068100358423,-0.2836363636363637,-0.2274509803921568,-0.2509505703422052,-0.2509505703422052,-0.2056451612903226,-0.2621722846441947,-0.2452107279693486,-0.2274509803921568,-0.1825726141078838,-0.116591928251121,-0.1859504132231404,-0.1283185840707964
FSBL-L^A00,6.0,0.4334346504559271,5.240014822982855e-07,0.0277787315382994,0.216295213737669,0.2973579133559181,0.1003326363082407,1.0,0.0392523364485981,-0.1285231116121759,6.213902873308689e-08,0.2115913065201096,4.948424445649327e-09,4.763239002521715e-07,2.351351351351352,0.6013580370291384,-0.444580443356453,-0.2870890136327184,0.0232558139534884,0.5237270155600197,-0.0459770114942529,-0.0113636363636363,-0.0670241286863271,-0.0695187165775401,-0.0719999999999999,-0.0619946091644204,0.0116279069767442,-0.0279329608938547,0.0609756097560976,0.0773993808049535,-0.0252100840336133,0.0028818443804032,-0.13,-0.1053984575835476,-0.09375,0.0057803468208093,-0.0386740331491712,-0.0306406685236768,-0.0252100840336133,-0.116751269035533,-0.1407407407407407,-0.2144469525959367,-0.2018348623853211,-0.1694510739856802,-0.2179775280898876,-0.1850117096018734,-0.1944444444444445,-0.116751269035533,-0.1076923076923076,-0.1512195121951218,-0.1753554502369667,-0.1532846715328467,-0.1694510739856802,-0.0279329608938547,0.0419161676646706,0.0145772594752187,0.045045045045045,0.0388059701492538,0.0609756097560976,0.0205278592375366,0.1958762886597937,0.1917808219178083,0.2340425531914893,0.3231939163498099,0.3231939163498099,0.359375,0.359375,0.403225806451613,0.5818181818181818
FSBO-L,7.0,-0.2890917252730808,-3.007199211579069e-07,-0.0159419739070677,-0.1989743589743589,1.4461687290765268,-0.1977291918498712,1.0,0.3904255319148936,-1.2984031936127745,-1.4422487188643423e-06,-0.2401609235612962,1.0282523867910995e-07,5.088100605812209e-06,-0.1071302506177198,0.1351057634708446,0.0520631352116453,-0.1630682725427131,-0.1352904947649354,1.454797265444499,-0.142857142857143,-0.096774193548387,-0.1249999999999998,0.4358974358974359,-0.2911392405063291,-0.4343434343434342,-0.3707865168539325,-0.2432432432432432,-0.2222222222222221,-0.2112676056338027,-0.2432432432432432,-0.232876712328767,-0.1884057971014491,-0.4615384615384614,-0.5044247787610618,-0.4666666666666667,3.666666666666667,3.666666666666667,3.0,1.8000000000000005,1.545454545454546,1.666666666666667,1.545454545454546,1.545454545454546,1.545454545454546,1.074074074074074,0.8666666666666669,0.931034482758621,0.8666666666666669,0.696969696969697,0.8666666666666669,0.4736842105263159,0.4358974358974359,0.931034482758621,1.0,0.8666666666666669,0.6000000000000003,0.4736842105263159,0.6470588235294119,0.3023255813953489,0.5555555555555558,0.5135135135135136,0.931034482758621,1.074074074074074,1.2400000000000002,1.1538461538461542,1.0,1.1538461538461542,1.1538461538461542
FSBR-L,7.0,0.3163934426229509,3.919220046204824e-08,0.0020776842276387,0.6206659800892551,1.460420614210982,-0.0576582077423853,1.0,0.2641629535327817,0.3163323782234956,2.37678429445508e-08,-0.0475179456071164,1.0280082767826313e-07,5.651047798445963e-08,0.3174224343675417,7.9639079910849615,0.0201354553699422,0.0318975338334277,0.1705113952195663,0.7822276753897558,-0.0306603773584905,0.0316301703163017,0.0816326530612245,0.0216867469879518,0.0417690417690417,0.0927835051546392,0.1680440771349862,0.1876750700280114,0.2079772079772082,0.2656716417910447,0.3167701863354037,0.3503184713375795,0.3249999999999999,0.4228187919463089,0.4982332155477031,0.5703703703703704,0.6121673003802284,0.6307692307692307,0.7593360995850622,0.8596491228070178,0.8761061946902657,0.8515283842794761,0.86784140969163,0.8596491228070178,0.990610328638498,0.90990990990991,0.7740585774058577,0.9449541284403667,1.0784313725490198,0.7740585774058577,0.8596491228070178,0.65625,0.5820895522388059,0.7593360995850622,0.9813084112149532,1.152284263959391,1.019047619047619,0.990610328638498,1.2083333333333337,1.058252427184466,1.2198952879581153,1.12,0.90990990990991,0.827586206896552,0.8844444444444446,1.019047619047619,1.0287081339712922,1.1855670103092786,1.3954802259887007
FSBU-L^C20,8.0,-0.0726408689748813,1.326835350263472e-07,0.0070339119707896,0.2021791767554479,2.4920624467666364,-1.1148819294742986,1.0,0.2360097323600972,0.1310592459605026,1.4742615002927461e-08,-0.0049313138429023,1.641690303971161e-08,1.5500806631649445e-07,-0.1965065502183406,0.6451911509367251,0.0043958360938281,0.2140640628228972,0.0433973961562306,0.6858329965666924,0.1055555555555556,-0.1089108910891089,-0.0816326530612244,-0.0673575129533677,-0.0954773869346733,-0.1387559808612439,0.1320754716981131,0.3235294117647058,0.3432835820895521,0.3533834586466164,0.4399999999999999,0.4173228346456692,0.5254237288135595,0.6513761467889907,0.8367346938775511,1.2222222222222223,1.3684210526315788,1.4324324324324325,1.7692307692307692,1.5,1.3684210526315788,1.3376623376623376,1.3076923076923077,1.4657534246575343,1.4657534246575343,1.6470588235294117,2.0,1.4657534246575343,1.2222222222222223,1.0,1.3076923076923077,0.8947368421052633,0.9148936170212768,1.2222222222222223,0.978021978021978,0.9565217391304348,1.0454545454545454,0.6822429906542056,0.7475728155339805,0.6216216216216215,0.6363636363636362,0.8181818181818183,1.168674698795181,1.3684210526315788,1.1951219512195124,1.278481012658228,1.2222222222222223,1.6086956521739135,2.1578947368421058
FSBV-L,7.0,0.071344438835605,2.9503785391333225e-07,0.0156407522008288,0.2629674306393245,2.6534887333930333,-0.5574477398330633,1.0,0.1344709897610921,0.2820828208282082,6.368741649872059e-08,-0.0079610073111286,4.480719479033531e-07,3.0041590241766866e-07,-0.0765661252900233,1.440174202943471,-0.0358389282503177,0.0840216989273825,0.0840216989273825,0.8082207030247217,-0.0042016806722687,-0.0245901639344262,0.0484581497797356,0.0042194092827003,-0.0083333333333333,0.0214592274678111,0.0917431192660549,0.2081218274111675,0.1724137931034484,0.1959798994974873,0.3296089385474858,0.1724137931034484,0.1497584541062802,0.1333333333333333,0.1387559808612439,0.1782178217821781,0.1782178217821781,0.2659574468085106,0.3522727272727273,0.4512195121951219,0.4512195121951219,0.3837209302325581,0.4601226993865031,0.4691358024691356,0.391812865497076,0.4424242424242424,0.4874999999999998,0.6081081081081081,0.5063291139240504,0.3005464480874316,0.3522727272727273,0.4082840236686391,0.4782608695652173,0.6301369863013699,0.6879432624113475,0.676056338028169,0.6413793103448275,0.6643356643356644,0.7894736842105261,0.8449612403100775,0.8593749999999998,0.8167938931297709,0.7499999999999998,0.8167938931297709,0.8167938931297709,1.0,1.18348623853211,1.3564356435643563,1.38
FSBW-L^B98,7.0,-0.0002596728122565,6.146961630255186e-07,0.0325867011204149,0.1236435003463403,0.6480164683277082,0.3763136464292268,1.0,0.0630761994355597,-0.0146409652736904,3.676335597576648e-08,-0.0253646712548152,9.078611052130412e-07,8.241233706627501e-07,0.0757248981548046,2.960617167271683,-0.1621466721323099,-0.1502672696133432,0.013893389500972,2.0995576015653445,-0.0891304347826085,0.0430839002267573,0.1004784688995215,0.1414392059553348,0.1442786069651742,0.0900473933649288,0.1794871794871795,0.0574712643678161,0.1414392059553348,0.1825192802056554,0.2105263157894736,0.3142857142857143,0.2137203166226911,0.1616161616161615,0.1330049261083743,0.1138014527845034,0.0574712643678161,0.1219512195121952,0.0599078341013823,0.0772833723653396,0.0747663551401867,0.0,-0.0107526881720431,-0.0086206896551723,-0.0495867768595041,-0.1711711711711712,-0.1465677179962894,-0.0707070707070708,-0.0631364562118127,-0.1559633027522936,-0.1465677179962894,-0.2150170648464164,-0.2709984152139461,-0.2136752136752137,-0.1972076788830716,-0.1287878787878789,-0.1741472172351886,-0.1369606003752346,-0.0891089108910891,-0.0476190476190476,-0.0436590436590436,0.0337078651685391,0.0526315789473683,-0.0495867768595041,-0.0086206896551723,0.13022113022113,0.2742382271468144,0.292134831460674,0.3411078717201163
FSBZ-L^I06,8.0,0.3930857697305928,5.735874924231938e-07,0.0304074196429088,0.1643393157613871,0.7534257612428251,0.2044341171016734,1.0,0.0214415724555446,0.2779063384316014,5.477195603304681e-08,0.2738017581225342,1.924011669325128e-07,5.673584032149522e-07,0.5448148148148149,2.2776261042920147,0.0306817550896346,0.0943704382469009,0.5045947985678957,0.4060761676591189,-0.0155979202772963,0.0017361111111111,0.0359066427289047,0.0017361111111111,0.0017361111111111,-0.0870253164556963,-0.0017301038062285,0.0052264808362367,-0.0253378378378379,-0.0187074829931973,0.0785046728971963,0.1751527494908349,0.1586345381526102,0.1358267716535433,0.138067061143984,0.1823770491803278,0.209643605870021,0.2653508771929824,0.317351598173516,0.4246913580246914,0.3544600938967135,0.3418604651162791,0.393719806763285,0.4004854368932038,0.4142156862745096,0.259825327510917,0.3512880562060889,0.4073170731707316,0.393719806763285,0.2355460385438972,0.3387470997679815,0.3024830699774266,0.2329059829059829,0.2147368421052631,0.4142156862745096,0.5184210526315789,0.576502732240437,0.4757033248081839,0.607242339832869,0.6027777777777776,0.5104712041884816,0.3870192307692306,0.4461152882205512,0.4607594936708858,0.4107579462102688,0.4107579462102688,0.6345609065155806,0.7223880597014924,0.5264550264550265
FSCA-L^F98,8.0,0.0181295764204281,6.213008505370268e-07,0.0329368334148348,0.1149099987981747,1.0519324095864155,-0.1382253335048406,1.0,0.1330684945734018,5.865532780927463,1.275411142956821e-07,0.0033863639147101,5.032105874708088e-09,1.450548312076823e-06,-0.2533552729587345,0.1032910025900627,-0.0117661740505578,-0.0058663365502692,0.034253873817875,0.4591727315379233,-0.0350877192982455,-0.05,-0.3522727272727273,-0.3666666666666667,-0.1492537313432836,-0.1492537313432836,-0.3522727272727273,-0.1363636363636364,-0.05,-0.1093750000000001,-0.05,-0.0806451612903226,0.0363636363636361,0.0363636363636361,0.0178571428571425,0.096153846153846,0.0363636363636361,0.0754716981132073,0.3902439024390243,0.0363636363636361,0.0363636363636361,-0.1093750000000001,-0.0806451612903226,0.0,-0.0172413793103448,-0.1093750000000001,1.0357142857142851,1.375,1.192307692307692,1.5909090909090908,1.5909090909090908,1.4782608695652169,1.2799999999999998,3.384615384615384,2.5625,2.5625,2.8,2.352941176470588,1.4782608695652169,1.192307692307692,1.1111111111111107,0.9655172413793104,1.1111111111111107,1.192307692307692,0.7812499999999998,0.9655172413793104,2.1666666666666665,3.0714285714285703,3.75
FSCG-L^A05,7.0,4.91762970247893e-05,7.218671322383408e-07,0.0382681231832014,0.1543430222675506,1.022553761617773,-0.2225005815568803,1.0,0.1091857077135408,-0.0024592285788247,1.034048675218799e-07,-0.0284723758943663,8.765808498871584e-07,1.105233185469368e-06,0.0057961131946811,1.450751329816081,0.0219029831210349,-0.0171938536359554,-0.0497971798338806,0.6180252875846648,0.0270270270270269,-0.069182389937107,-0.108433734939759,-0.1445086705202312,-0.1823204419889502,-0.2,-0.2745098039215686,-0.248730964467005,-0.2085561497326203,-0.1542857142857142,-0.1731843575418994,-0.2085561497326203,-0.26,-0.2918660287081339,-0.2952380952380953,-0.2331606217616579,-0.3211009174311927,-0.2745098039215686,-0.2709359605911329,-0.159090909090909,-0.1395348837209302,-0.2169312169312168,-0.2709359605911329,-0.2448979591836735,-0.2636815920398009,-0.330316742081448,-0.3051643192488262,-0.2985781990521327,-0.3363228699551569,-0.3807531380753138,-0.3508771929824561,-0.4329501915708812,-0.4558823529411765,-0.4263565891472868,-0.4598540145985401,-0.4637681159420289,-0.4173228346456693,-0.4056224899598394,-0.3934426229508196,-0.3858921161825727,-0.3620689655172413,-0.3781512605042016,-0.3675213675213674,-0.3392857142857143,-0.3451327433628318,-0.3422222222222222,-0.3051643192488262,-0.2780487804878048,-0.2562814070351759
FSCH-L^F18,7.0,0.0462729564277998,4.652051611325141e-07,0.0246617800099565,0.29047976011994,1.483856302275524,-0.0801915238588939,1.0,0.1206829646876212,0.0190890823844607,7.093499663670276e-08,0.0186537615486135,1.1423287886321473e-07,4.2316394545343363e-07,0.0778816199376947,0.8888373882209257,0.062251645671918,0.1532589052000488,0.2098378525684698,0.6176617700270826,-0.0254237288135593,-0.0268041237113402,0.0630630630630628,0.0107066381156315,0.0128755364806865,-0.0541082164328657,0.0850574712643679,0.151219512195122,0.1949367088607594,0.2196382428940566,0.1683168316831682,0.1318944844124701,0.0951276102088167,0.2421052631578948,0.207161125319693,0.3409090909090908,0.3074792243767312,0.4089552238805969,0.4567901234567899,0.5424836601307188,0.5324675324675323,0.3681159420289854,0.3760932944606412,0.3524355300859596,0.2654155495978552,0.1625615763546799,0.1264916467780428,0.2967032967032965,0.2756756756756755,0.0976744186046512,0.2931506849315068,0.1683168316831682,0.151219512195122,0.3681159420289854,0.4613003095975232,0.3964497041420118,0.4303030303030304,0.4089552238805969,0.4303030303030304,0.6219931271477661,0.6857142857142857,0.6219931271477661,0.6561403508771928,0.7163636363636363,0.6503496503496504,0.5999999999999999,0.761194029850746,0.7352941176470587,0.5999999999999999
FSCL-L^F06,8.0,0.1147967479674796,5.578920757492186e-07,0.0295753632825798,0.1073170731707317,0.8152325283698876,-1.055001336230719,1.0,0.1327913279132791,0.1755447941888619,-1.4363853649567936e-08,-0.0544364139627732,1.2177536518521987e-06,1.2375896304467731e-06,0.1068859198355601,2.365015130940434,-0.096027846027846,0.0813763861709067,0.0833333333333333,1.454797265444499,-0.1063829787234041,-0.0784313725490196,0.0273224043715845,0.0217391304347824,-0.0309278350515463,-0.0961538461538462,-0.1173708920187793,-0.1214953271028038,-0.0456852791878172,-0.0693069306930693,-0.0208333333333333,-0.0105263157894737,-0.0552763819095477,-0.1173708920187793,-0.0052910052910053,0.0681818181818181,0.010752688172043,0.0444444444444442,0.1604938271604936,0.1257485029940119,0.2965517241379309,0.1325301204819278,0.146341463414634,-0.0309278350515463,0.0,-0.0408163265306122,-0.0259067357512953,0.1257485029940119,0.0329670329670328,-0.0917874396135265,0.0273224043715845,-0.0259067357512953,-0.0157068062827224,0.0561797752808987,0.1749999999999998,0.2876712328767123,0.2789115646258502,0.205128205128205,0.3146853146853146,0.4803149606299211,0.4135338345864661,0.4029850746268655,0.6206896551724139,0.7090909090909088,0.8076923076923075,0.8613861386138613,1.5405405405405403,1.211764705882353,1.2650602409638556
FSCM-L^E05,7.0,-0.0515564202334629,3.464833632893198e-07,0.0183680173748481,0.0787878787878787,1.8208715352937896,0.1680085820434365,1.0,0.1152561247216035,-0.0622347949080623,-1.3064983532779784e-08,-0.0901980362789127,6.307941141494294e-08,1.1779389153154251e-06,-0.0473372781065088,0.2600135785445903,0.1029748712178891,0.205920901916024,-0.0235311528784965,1.454797265444499,0.127659574468085,0.0129310344827586,0.0173160173160173,-0.048582995951417,0.119047619047619,0.0981308411214954,0.087962962962963,-0.0126050420168066,0.0444444444444445,0.2500000000000002,0.6433566433566436,0.5986394557823129,0.3505747126436782,0.2634408602150537,0.3128491620111733,0.525974025974026,0.3988095238095239,0.3905325443786982,0.4242424242424243,0.3905325443786982,0.3128491620111733,0.3352272727272727,0.3905325443786982,0.2239583333333334,0.2113402061855671,0.0042735042735044,-0.0856031128404668,0.1809045226130654,0.0730593607305936,0.0217391304347827,-0.0167364016736402,-0.1546762589928056,-0.2244224422442243,-0.314868804664723,-0.2633228840125391,-0.3799472295514512,-0.3648648648648649,-0.3799472295514512,-0.3208092485549132,-0.4035532994923857,-0.3631436314363143,-0.4597701149425286,-0.4935344827586206,-0.4534883720930232,-0.4391408114558472,-0.3682795698924731,-0.1840277777777776,-0.2269736842105263,-0.2813455657492354
FSCO-L^A08,9.0,0.0541739268176778,2.968916059431747e-07,0.0157390245945436,0.2821741285313068,0.9024341994743436,-0.031948281337105,1.0,0.2058823529411764,-0.070489844683393,5.9435562500834776e-08,-0.0285317705120275,5.632950379259836e-06,3.180708914571158e-07,0.2261860978300846,14.243166656100486,0.0483654199788071,0.0670888242341263,0.0670888242341263,0.7145553181798021,-0.0478589420654912,0.0311688311688311,0.0338541666666667,0.1214689265536723,0.0586666666666666,0.1089385474860336,0.0876712328767124,0.0700808625336928,0.09366391184573,0.1183098591549296,0.2724358974358973,0.2643312101910828,0.2484276729559749,0.252365930599369,0.3145695364238412,0.2931596091205213,0.2329192546583851,0.3145695364238412,0.3367003367003367,0.3595890410958904,0.4436363636363636,0.4436363636363636,0.4595588235294117,0.4128113879003559,0.3881118881118883,0.3102310231023104,0.4078014184397165,0.3784722222222223,0.3737024221453286,0.305921052631579,0.3412162162162162,0.2683706070287541,0.1608187134502925,0.1608187134502925,0.2406250000000001,0.1342857142857143,0.1183098591549296,0.1120448179271709,0.1151685393258428,0.1886227544910181,0.2484276729559749,0.2563291139240506,0.2724358974358973,0.3457627118644066,0.3689655172413795,0.3978873239436622,0.4595588235294117,0.627049180327869,0.5691699604743086
FSCW-L,7.0,0.1617280369119405,3.712453078696082e-07,0.0196807148272391,0.1626292484160444,1.4618315604912264,0.0063944728658879,1.0,0.1297784194338083,-0.0303618237734525,4.007639117550215e-08,0.0102310615924603,3.4888535132584925e-08,5.14847546921304e-07,0.3553364261096897,0.515845553573303,0.0171662444136913,0.0810465551351584,0.246679369918699,0.661610508716346,0.0416666666666667,0.1428571428571428,0.263157894736842,0.1650485436893203,0.1009174311926603,0.1111111111111109,0.1650485436893203,0.1214953271028036,0.2244897959183673,0.3043478260869563,0.263157894736842,0.1999999999999999,0.1320754716981131,0.1999999999999999,0.348314606741573,0.411764705882353,0.348314606741573,0.4634146341463414,0.5189873417721518,0.6901408450704225,0.7391304347826089,0.4634146341463414,0.4814814814814814,0.4999999999999998,0.0714285714285714,0.0169491525423728,-0.0839694656488549,-0.0322580645161291,-0.0909090909090909,-0.1549295774647887,-0.0697674418604651,-0.1666666666666666,-0.2,-0.0476190476190476,0.0,-0.04,0.0344827586206897,0.0,0.0526315789473683,0.1111111111111109,0.1650485436893203,0.25,0.3186813186813186,0.3043478260869563,0.3333333333333332,0.5584415584415583,0.7142857142857144,0.8181818181818181,0.5789473684210527
FSCX-L,8.0,-0.231536108146567,7.450788975966119e-07,0.0394986414549997,0.1122590259575547,0.6475416848670518,-1.643608701550653,1.0,0.1170833116781872,0.1106196655209471,5.945830656321244e-08,-0.0595950395401305,1.1807545243216348e-08,8.476339003590141e-07,-0.3977240012870231,0.2280548817732688,-0.0103184026001669,-0.0242374901335272,-0.274578665961902,0.3943507969763874,0.1707317073170731,-0.0681818181818182,-0.0352941176470588,-0.2190476190476191,-0.1458333333333333,-0.088888888888889,-0.0574712643678161,-0.0352941176470588,-0.0786516853932585,-0.0574712643678161,0.0649350649350648,-0.0238095238095238,-0.0352941176470588,-0.0786516853932585,-0.0120481927710843,0.0649350649350648,-0.0465116279069768,-0.088888888888889,0.0512820512820511,0.0379746835443037,-0.0681818181818182,-0.2336448598130842,-0.2807017543859649,-0.3278688524590164,-0.3333333333333333,-0.3109243697478991,-0.3740458015267176,-0.3740458015267176,-0.359375,-0.4875,-0.5176470588235293,-0.5638297872340425,-0.5751295336787565,-0.5729166666666667,-0.536723163841808,-0.5,-0.5260115606936416,-0.514792899408284,-0.4938271604938272,-0.4496644295302013,-0.5176470588235293,-0.514792899408284,-0.4810126582278481,-0.4459459459459459,-0.4383561643835616,-0.3787878787878789,-0.3333333333333333,-0.2336448598130842,-0.163265306122449
FSCZ-L^D05,7.0,0.1285248096393608,2.227634933059737e-06,0.1180929345836824,0.2062975027144408,1.434840515520614,0.3156203175578966,1.0,0.134451123062322,-0.1245392822502424,3.307146920341289e-07,0.0411195848730244,6.351728350717253e-07,4.051008175409099e-06,0.2570071986521673,0.2752873152057656,0.0335185867347703,0.0521634252977535,0.0521634252977535,0.968417284161562,0.0,0.0964912280701755,0.1363636363636362,-0.4212962962962963,-0.4588744588744589,-0.4658119658119658,0.146788990825688,-0.4158878504672897,0.0593220338983051,0.1574074074074074,-0.3556701030927834,-0.365482233502538,0.0964912280701755,0.0,-0.053030303030303,0.0593220338983051,-0.5192307692307693,0.0162601626016261,-0.0310077519379845,0.0416666666666667,0.0593220338983051,-0.0234375,-0.0384615384615385,-0.0458015267175573,-0.0671641791044777,-0.1666666666666666,-0.5833333333333333,-0.5928338762214984,-0.5941558441558441,-0.2732558139534884,-0.3055555555555556,-0.6905940594059405,-0.7146118721461188,-0.375,-0.6565934065934066,-0.6189024390243902,-0.609375,-0.6268656716417911,-0.5819397993311037,-0.5629370629370629,-0.2038216560509554,-0.2038216560509554,-0.6069182389937107,-0.6081504702194358,-0.5954692556634305,-0.1830065359477124,-0.5598591549295775,-0.5387453874538746,-0.4959677419354839
FSDD-L^D99,7.0,2.965175213908115,3.036885882222469e-07,0.0160993509531119,0.0397501377369447,1.3516742702246425,0.8866350372583423,1.0,0.1017593345125973,2.3206732634846725,-7.04225352112676e-09,0.0557416635567357,2.0278079304767408e-08,4.837861816568703e-07,3.317997347217548,0.6126281668186332,-1.832590096667492,-0.7217110766914396,1.3777728341702156,1.454797265444499,0.1140350877192983,-0.0172413793103448,-0.1230769230769232,-0.1678832116788322,-0.1857142857142857,-0.1798561151079136,-0.1555555555555556,-0.0655737704918033,-0.1297709923664123,0.0178571428571425,0.0654205607476634,0.0178571428571425,-0.2244897959183673,-0.2400000000000001,-0.2830188679245283,-0.2083333333333333,-0.1798561151079136,-0.1798561151079136,-0.1798561151079136,0.1067961165048543,0.1067961165048543,-0.0256410256410256,-0.1971830985915493,-0.2083333333333333,-0.2784810126582279,-0.3132530120481928,-0.2875000000000001,-0.3333333333333333,-0.3448275862068966,-0.40625,-0.3595505617977529,-0.3595505617977529,-0.3485714285714286,-0.2348993288590605,-0.2830188679245283,-0.3214285714285715,-0.2962962962962964,-0.2962962962962964,-0.2500000000000001,-0.2875000000000001,-0.3090909090909091,-0.3372093023255814,-0.2692307692307693,-0.1914893617021277,-0.0806451612903226,-0.0086956521739131,0.0857142857142856,0.1632653061224489,0.1632653061224489
