firms,absacc,acc,age,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chinv,chpmia,chtx,convind,currat,depr,ep,gma,grcapx,herf,hire,lev,ms,mve_ia,operprof,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roaq,roeq,roic,salecash,salerec,secured,securedind,tb,agr,egr,grltnoa,invest,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAJS-L,0.0491958583756339,-0.0491958583756339,23.0,1.0786252604069403e-06,0.161123087083871,0.0931596872407969,0.0732912928891331,0.5619500328852087,63.633000000000266,-1.776526169795427,-0.0238847141908848,-0.0323229947970006,0.0013544185953706,1.0,1.1739834623589078,0.0679800913309869,1.5980521783243186e-07,0.1929300041086066,-0.369495487534242,9.84456927564885e-05,-0.4397007185293284,2.7983003102014545e-06,3.0,9.798872866075708,0.7442910995798043,-0.0469034165749926,0.0165716564387437,-0.1444572727654227,0.1271940378954363,0.0441035234317465,0.0524404885064459,0.0753100396997804,0.093767395858668,-1.3029080751361972,7.0,0.9291474204722484,0.0135146711467475,0.0488044713648132,0.0604718664289649,4.483424849877516,3.015404360477374,1.0,1.0,0.793680381323043,-0.1475641344143491,0.1113472289533512,-0.0817664830712192,-0.0023759914690222,-0.217036267481457,-0.1866006041606854,-0.02694165737644,-0.0472650026553372,-0.0854715378079864,-0.0633484162895927,-0.2690479424147766,-0.2690479424147766,-0.187254605859257,-0.1201569396763119,-0.1795731707317072,-0.1763085399449036,-0.2031388806633106,-0.16635687732342,-0.1601123595505618,-0.0617154811715481,0.0430232558139533,0.0406032482598608,0.0420135527589544,0.3018867924528301,0.2642706131078225,0.4170616113744076,0.5302814899061699,0.6729872552067142,0.8060402684563759,0.8733031674208145,1.3909373611728115,0.6600863664404688,0.5207685786945464,0.2943722943722944,0.2592419279363593,0.1823374340949033,0.3354838709677421,0.3896204492641364,0.2616033755274263,0.2256889091323162,0.3025169409486932,0.073394495412844,0.158166559070368,0.1740837696335078,0.1574193548387097,0.2881761608425084,0.1631726820834234,0.165944540727903,0.1064967105263157,0.0868336025848142,0.0377940609332818,0.0956840390879478,-0.0082918739635158,-0.0683745888869655,-0.0839148936170213
BAOH-L,0.1034125465527837,-0.1034125465527837,8.0,7.960386416700265e-07,0.1189108099837533,0.0959339614873566,0.4397516742997175,0.8113184447074889,53.26910000000001,-0.114736021283884,0.0149426320425641,-0.0013725708829378,0.004712362534309,1.0,1.7279912246948048,0.1404185768835982,1.5795497962649282e-07,0.3213655272857383,0.7384834507310256,7.471651438148764e-08,-0.0283978428561677,6.441273132380098e-07,4.0,0.6454071987622678,0.6154732881636185,0.1636981782081569,-0.1000660016762876,0.013103184156736,-0.0266196166981127,-0.2858236389446705,-0.1263818942936342,-0.0860031638830973,0.4554720724156222,-0.96693271737482,6.0,0.9648589333795676,0.0357238587509035,0.0659981633286718,0.257580520411824,7.993902421718031,26.996132886497865,1.0,1.0,0.9566417933535653,-0.0084595872258579,0.0944742887129797,-0.0554002495181348,0.0775135155163291,-0.1095531704865485,0.0867909988491364,-0.0072115384615385,0.0097087378640776,0.0271604938271605,0.0171149144254278,0.0097087378640776,0.0271604938271605,0.0374064837905236,0.04,0.0348258706467663,0.0505050505050506,0.0452261306532664,0.0452261306532664,0.0721649484536082,0.0505050505050506,0.0097087378640776,-0.0023980815347721,-0.0023980815347721,-0.0234741784037557,-0.0234741784037557,0.0048309178743961,-0.0095238095238094,-0.0303030303030302,-0.01187648456057,-0.0095238095238094,-0.01187648456057,0.0072639225181598,0.0348258706467663,0.0585241730279897,0.4910394265232976,0.4804270462633453,0.4149659863945578,0.3913043478260869,0.4006734006734007,0.4494773519163764,0.4647887323943662,0.5407407407407407,0.523809523809524,0.5350553505535056,0.5127272727272727,0.4494773519163764,0.4804270462633453,0.5127272727272727,0.4910394265232976,0.4494773519163764,0.5127272727272727,0.5182481751824817,0.5294117647058822,0.5407407407407407,0.4101694915254237
BBOU-L,0.0304622975437091,-0.0304622975437091,33.0,7.462296775594986e-08,0.0111470437171688,0.0662997042392375,0.1284149617689605,0.5727842968232543,870.0,-0.0007269878426126,0.008366405663413,-0.0512754557065564,0.0053440614867299,1.0,1.6024922990758892,0.0921839554547329,2.8780207949953112e-08,0.2444457787918818,-0.067064083457526,1.262043165553769e-06,-0.0001799337843673,2.544992674431568e-07,4.0,16.16454419426609,0.7947430596574129,-0.0196516944002255,-0.0925124248280902,-0.0539621571458032,-0.0077716256188471,-0.1381706636521247,0.0361778558681213,-0.0265994737002529,-0.0944724450878564,-0.3736842105263158,6.0,0.7560907308877065,0.0193606755126658,0.0838338991903891,0.1156408399710354,4.549124687388353,5.35,1.0,1.0,0.6059409722804658,-0.0406809174972979,0.0184583579444772,-0.045141815172921,0.0058544493815299,-0.0541257841402605,0.0834751531654186,0.0382428940568475,0.0579551667577913,0.0336538461538462,-0.0411298315163527,0.0062402496099844,0.0585339168490153,0.0960067969413764,0.0892203771460737,0.0747014718133853,0.1072961373390557,0.1358966832990902,0.1904029529375579,0.2869970069837046,0.3465553235908143,0.3154316791298437,0.3446838082001391,0.3226247436773752,0.5436777024331871,0.4494382022471912,0.5860655737704921,0.3432835820895523,0.4349276974416018,0.3574184496667836,0.3991323210412147,0.5712545676004874,0.37624466571835,0.2491930277598451,0.2089971883786319,0.238796414852753,0.2270133164235892,0.1663652802893309,0.0776942355889727,0.0975609756097561,0.1476868327402136,0.1511005353955981,0.1977715877437325,0.2467783505154641,0.3172226004084413,0.3335630599586494,0.3846153846153848,0.3703966005665724,0.4472700074794318,0.4082969432314411,0.4254143646408841,0.3796791443850267,0.4306839186691313,0.4248895434462445,0.4850345356868766,0.6044776119402986
BBXK-L,0.1185124552010973,-0.1185124552010973,34.0,1.0778350358077349e-06,0.1610050447650164,0.1287142342800262,0.12158016944809,1.9731602397740955,120.35,-0.2657844983442491,0.0090150878279722,-0.0286833629657938,0.0025466893039049,1.0,0.9204909735110512,0.0971380780449992,1.134173806427057e-07,0.4058397202861973,-0.2318725099601593,9.223114018874856e-07,-0.0657832329649165,2.4139110156033133e-06,4.0,0.472790009930393,0.4070083223828298,0.0396590332282204,0.3247637769475121,0.2031897198786324,0.3051877297099766,0.4728009207150492,0.0584042872270652,0.4547172053596621,-0.1465484676202483,-3.4944553163731245,8.0,0.622659018052978,0.0080629160971738,0.0289210453485154,0.0985809307246129,8.955244755244756,77.58446186742694,1.0,1.0,0.4793337711982883,0.0933151179753166,0.2762593079281646,-0.0320892880845845,-0.016741148956862,0.0273789281440896,0.1888877966731106,-0.1265822784810127,-0.0705882352941176,-0.2685185185185185,-0.316017316017316,-0.3443983402489626,-0.1640211640211639,-0.1318681318681318,-0.1413043478260869,0.1532846715328466,0.0394736842105263,-0.0124999999999999,0.0,0.0394736842105263,0.0896551724137932,0.1285714285714287,0.1617647058823528,0.1879699248120301,0.7362637362637363,0.5800000000000001,0.4905660377358489,0.6288659793814435,0.5800000000000001,0.5800000000000001,0.6989247311827957,0.5800000000000001,0.0063694267515923,-0.1123595505617977,-0.2582159624413145,-0.1727748691099475,-0.1222222222222222,-0.1595744680851063,-0.1684210526315789,-0.2403846153846154,-0.2511848341232227,-0.303964757709251,-0.4551724137931033,-0.4397163120567375,-0.4336917562724014,-0.4570446735395189,-0.3603238866396762,-0.4570446735395189,-0.4733333333333333,-0.4436619718309859,-0.4802631578947368,-0.4697986577181208,-0.4697986577181208,-0.4456140350877192,-0.4456140350877192,-0.4148148148148148
BCIP-L,0.1763363465519864,-0.1763363465519864,23.0,1.1029396404314784e-05,1.6475512511773456,0.0813636027571991,-0.0880797034503814,0.2603135871048814,21.858299999999986,-0.2835666377792666,0.0003237611297303,0.5887101509127302,0.0012559255444685,1.0,0.8598142276932716,0.2472739289240651,-5.479863154833884e-06,0.0965280240359482,0.090146937327595,1.2881655718607946e-06,-0.0701844174898066,2.986183420928401e-05,3.0,0.2319298626530582,0.2006804339946868,0.0152315085099296,-0.1119547242205496,-0.0286355757161529,-0.052492028829492,-0.1098292253000523,-0.1839505126407548,0.0283417904221317,-0.3004419462668665,-1.5011557984876187,3.0,0.8425812749294608,-0.0029667204438867,-0.0117869809989224,0.1189227324245847,1.6514988112165818,4.556977100238248,1.0,1.0,1.7770705471510908,-0.1143768213111707,-0.3772899011785092,-0.176586689604173,-0.0527062946957976,-0.0044198530472354,-0.0915770747199113,-0.12,-0.1666666666666666,-0.2424242424242424,-0.3055555555555556,-0.3243243243243243,-0.1071428571428572,-0.1666666666666666,-0.2857142857142857,-0.2647058823529412,-0.3421052631578947,-0.3902439024390244,-0.4186046511627906,-0.3902439024390244,-0.3421052631578947,-0.2857142857142857,-0.3421052631578947,-0.3421052631578947,-0.1071428571428572,-0.1935483870967741,-0.2857142857142857,-0.1935483870967741,-0.1935483870967741,-0.21875,-0.21875,-0.21875,-0.4186046511627906,-0.375,-0.4565217391304348,-0.4680851063829787,-0.4444444444444444,-0.4444444444444444,-0.4047619047619047,-0.4318181818181817,-0.3902439024390244,-0.3243243243243243,-0.375,-0.4047619047619047,-0.3902439024390244,-0.3243243243243243,-0.3421052631578947,-0.4318181818181817,-0.375,-0.358974358974359,-0.4186046511627906,-0.5,-0.4897959183673469,-0.5370370370370371,-0.596774193548387,-0.576271186440678
BCQF-L,0.0361856143994749,-0.0361856143994749,33.0,4.619973523347484e-07,0.0690123274182041,0.0659622359043818,0.0888748731158761,0.6844828072960275,-314.6939000000001,-0.0902219125418032,0.0043659141787594,-0.0056378703465942,0.0005135349808676,1.0,1.310072089238268,0.262353589616733,5.3089142510612496e-08,0.1953803950751196,-0.3581610885986515,2.223941840368616e-05,-0.0223304561712644,9.40528447543966e-07,4.0,14.420038299746777,0.3514800134356785,0.0097549331124532,-0.1562155328460654,-0.1006285076165877,0.015534883144034,-0.1776433189421304,-0.0414427702820711,-0.0255311034264578,0.0483974476296218,-0.9603843763311876,6.0,1.0889066918685342,0.0071765216684265,0.0220491536127638,0.0359590429162064,5.831694305102072,2.140720625099615,1.0,1.0,0.6485836852701561,0.0652867096866729,0.1527993708372056,0.1160255338378168,0.0030645023384347,0.0157960614038635,0.0302161436987974,-0.0900562851782363,0.0617529880478087,-0.093691549056283,-0.1735152736858427,-0.1530944625407166,-0.1070531077232367,-0.1057046979865772,-0.1163060598524413,-0.0768164891313761,-0.072882240389633,-0.087172461037849,-0.1270166243550897,-0.1125541125541126,-0.0578877596111357,-0.07569582935923,0.0154315107639548,0.0514894456500296,0.142550911039657,0.0974981982909501,0.0249014517834822,0.056910569105691,0.1344045972118761,0.2119145065939063,0.3678942640831513,0.6327155766579873,0.3323334583177102,0.1272073596277889,0.0860927152317878,0.06164724629021,0.1771201413427561,0.2340819634174578,0.2955760816723383,0.2309468822170901,0.1264926556060446,0.172975352112676,0.1621061811839093,0.2728358208955224,0.2781774580335729,0.271621138017416,0.2028887384337621,0.1503183338728821,0.1942639480170287,0.0887549790624042,0.0609076433121018,0.0001876524676298,0.0713567839195978,0.0772029102667744,0.1470999677176367,0.1725882741172588
BCYN-L,0.0426193025103389,-0.0426193025103389,33.0,5.433346631051253e-07,0.0811623475294326,0.1365389331481366,0.5598346195444808,1.0975843826995653,-1080.6435,0.1620610361730593,0.0155512079590956,-0.0652285047664571,-0.0093758517649821,1.0,1.934901409090812,0.0692469997697193,2.22839892794964e-07,0.3635221873986219,0.3159701065929636,1.7115528372012004e-05,0.0401110635252321,4.891828987416469e-07,3.0,12.226186506891745,0.7293862905118442,0.0377277743812857,0.0768832802543038,0.0533115083372803,0.1588830490545822,0.0309078320809754,0.0358005430174692,0.5217423820204551,-0.1372426922899675,-0.2015265034936154,8.0,1.5043953451260106,0.0445904514309836,0.0892086460264286,0.3333778054043009,4.153257468776472,20.37054897178541,1.0,1.0,0.6956977593144487,0.0652743705773186,0.1020827823573306,-0.0226798557164648,0.0652024522537563,0.0264252438954608,0.4350760661021758,-0.1079228439343216,0.0481203007518795,0.1472201901975127,0.2624270476957133,0.3304347826086955,0.3536901165299955,0.2721557493409043,0.151431718061674,-0.0034948371723591,0.0420265780730895,-0.0204559650218615,0.0057720057720058,0.1159935954456501,-0.0173872180451128,0.0987913820283761,0.1378559767821512,0.2773365913255956,0.4286039626508768,0.3472938144329895,0.5072080730418069,0.4639439906651108,0.3989741302408562,0.3989741302408562,0.4071332436069985,0.3915261756876664,0.4331734064427688,0.4595160539785947,0.4889627343935436,0.451411383618695,0.4520833333333331,0.3747534516765285,0.3539823008849556,0.362214983713355,0.4198732458125849,0.4173068233167645,0.4687426832123622,0.4721896268481576,0.4843823946994794,0.4701195219123504,0.4237403540626416,0.4308850364963501,0.4564662177850012,0.4639439906651108,0.4460580912863068,0.4721896268481576,0.3915261756876664,0.413474538080216,0.5523385300668151,0.7566507980957713
BCZB-L,0.012751084994431,-0.012751084994431,34.0,1.5471018606158511e-06,0.231103272810041,0.0234839476813317,0.10062893081761,1.6528875264719507,49.0,1.8647573695868471,0.0066059837922955,-0.0185979948580578,-0.0005548197730608,1.0,0.6840291852452371,0.0850164732846297,1.2434856460132153e-07,0.1561084174548923,-0.1984585741811175,6.956805263491309e-06,0.4615384615384615,3.395983177125309e-06,4.0,0.9521900657765868,0.358267716535433,-0.0030762667740433,0.1331500019112743,-0.092386185126299,0.1034826578257139,0.0794897381113516,-0.0766875198610257,-0.0072306466918818,0.1999556868987248,-0.4903988183161004,6.0,0.501925415484394,0.0056083502103131,0.0203504804974561,0.0744660306670271,29.28011753183154,8.136908002177464,1.0,1.0,0.4646107634353664,0.0695493204037834,0.2754391278013325,0.0212390060298805,0.0406565455846117,-0.0037180730682185,0.029158633985128,-0.0642570281124498,-0.0639097744360902,-0.1354166666666665,-0.0978260869565216,-0.1107142857142855,-0.1559322033898305,-0.1232394366197181,-0.1862745098039214,-0.1263157894736841,-0.0845588235294118,-0.0708955223880596,0.046218487394958,0.0418410041841004,0.1116071428571428,0.0289256198347107,0.101769911504425,0.1527777777777779,0.2028985507246379,0.3105263157894737,0.3910614525139666,0.3315508021390374,0.226600985221675,0.2835051546391753,0.276923076923077,0.1690140845070424,0.2205882352941177,0.2388059701492539,0.0826086956521741,0.1690140845070424,0.2146341463414636,0.1318181818181818,0.2639593908629443,0.2704081632653061,0.2639593908629443,0.2450000000000001,0.0779220779220779,0.0595744680851064,0.0732758620689657,-0.1324041811846689,-0.0603773584905659,-0.1862745098039214,-0.2070063694267515,-0.2145110410094636,-0.2361963190184047,-0.238532110091743,-0.2145110410094636,-0.2120253164556962,-0.2070063694267515,0.0418410041841004
BCZN-L,0.0090617378590181,0.0090617378590181,33.0,3.373577763257344e-07,0.0503938933831802,0.0829562316087498,0.2950448313327539,0.8675062726738975,35.720999999999975,-0.3344527519660728,0.0452594656497643,-0.0256641596475969,0.0019828679239007,1.0,1.6642544588666148,0.1928399332241684,6.323710278405618e-08,0.352353713352892,-0.1454748963286239,5.100181086766926e-07,-0.0827790312655669,3.41662147239724e-07,5.0,3.268836464276723,0.3824302567833039,0.0003335500734089,-0.272960159248357,0.000741245173756,0.0718124496746095,-0.3707575473584089,-0.2252125727512076,-0.252306973564967,0.0437380266986627,0.0894202467909094,5.0,0.9569114462993856,0.0216830056640181,0.0436797410446867,0.1309308920527284,7.295178364959854,4.085961631167546,1.0,1.0,0.4871562930973171,0.1955533578654905,0.0863456416216051,0.1503938155278255,0.0424300587150016,0.3248442524316927,0.0504288944008439,-0.0975166565717747,0.0672268907563025,-0.1619289340101521,-0.2062499999999999,-0.1432278152568759,-0.1204049014384655,-0.016676593210244,-0.1114101184068889,-0.1204049014384655,-0.1128425577646425,-0.1383089770354905,-0.1051490514905147,-0.1757363954068896,-0.1572230729964266,-0.1017410228509247,-0.0827777777777777,-0.027106658809664,0.17425320056899,0.0706874189364463,0.125426039536469,0.1223657375934739,0.0883322346736981,0.2330097087378642,0.3336025848142165,0.5546139359698685,0.2778637770897834,0.1717530163236338,0.1231292517006803,0.187769784172662,0.1903388608507572,0.3314516129032259,0.3956043956043957,0.2918622848200314,0.1261937244201911,0.3488562091503269,0.1734186211798152,0.2898437499999999,0.3103174603174605,0.3455582722086392,0.4688612099644129,0.3920741989881957,0.3532786885245904,0.2202512934220253,0.2077542062911486,0.1937816341287057,0.2574257425742574,0.2479213907785338,0.3282381335478681,0.27
BDIM-L^C23,0.0829477773434425,-0.0829477773434425,10.0,1.016573102369208e-06,0.1518538481458884,0.1485955985792241,0.2838934941726951,0.5970499700774257,-12.705700000000007,-1.7428071252042068,-0.0030799736813977,0.0341646143828689,-0.0045750363151649,1.0,2.685463769933312,0.1337001485375086,1.577222434950613e-07,0.1966076138823391,0.4360609993559193,6.891373426181357e-08,-0.4313550558608244,9.904551050349022e-07,4.0,0.5093572160010081,0.3561011672890082,0.0858558683512706,0.1034103023640669,-0.2976099849817148,-0.2263443807827815,0.0809033648363089,-0.0493802991143636,-0.358741171955253,-0.164783207526744,-1.038585100502737,4.0,1.804511393021091,0.0228200239660077,0.0451094192864107,0.1069042331035163,3.4144068209919927,18.39726459367716,1.0,1.0,0.8913921148294065,0.0470407246995334,0.0939537754129164,0.0134444468544608,0.0801590909066641,0.0016040886221375,-0.0823753000298411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
