firms,age,agr,bm,bm_ia,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,ms,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ-L^J02,10.0,-0.1277982674328845,2.645302362658279e-06,0.3631530780980487,-0.0961240310077519,2.4422954639625694,0.0488198320544132,1.0,-0.2810199317651284,-1.004871352048762e-06,-0.2166025288619949,2.227716199070085e-07,4.0729992671798935e-06,0.0123152709359605,3.0,0.160283828688352,0.3508316661521772,0.0462836710914117,0.2775880189174986,1.5778887049368515,-0.1397849462365591,0.9375000000000002,1.1136363636363638,1.1136363636363638,1.2682926829268295,1.162790697674419,0.8979591836734695,1.3250000000000002,0.8235294117647058,0.7222222222222221,0.7547169811320755,0.0449438202247192,0.0449438202247192,-0.396103896103896,-0.4593023255813953,-0.5956521739130434,-0.610878661087866,-0.5613207547169812,-0.6157024793388429,-0.6678571428571428,-0.5571428571428572,-0.5791855203619909,-0.4464285714285714,-0.4745762711864406,-0.6770833333333333,-0.6352941176470588,-0.6092436974789915,-0.7075471698113207,-0.7430939226519337,-0.7759036144578313,-0.7995689655172413,-0.805439330543933,-0.7995689655172413,-0.8132530120481928,-0.7876712328767124,-0.3161764705882353,-0.3716216216216216,-0.2734375,-0.2954545454545454,-0.25,-0.2677165354330708,-0.2118644067796609,-0.2954545454545454,-0.392156862745098,-0.3841059602649006,-0.4113924050632911,-0.3716216216216216,-0.4076433121019108,-0.3841059602649006
BALZ-L^I10,12.0,0.3156111683077707,1.5862807350701246e-07,0.0217768199129215,0.3818520944272005,1.3082274996546068,0.0056685857495603,1.0,0.0960329392469078,2.4259193321860226e-08,0.0690320839967619,1.351949828017504e-09,2.1105819634838685e-07,0.5488196548783365,5.0,0.4282603614132202,-0.0820971884664465,0.035242139855733,0.2342481040704447,0.512238867110781,-0.108695652173913,-0.089108910891089,-0.0315789473684209,-0.089108910891089,-0.0212765957446807,-0.0366492146596857,0.1499999999999999,0.4263565891472869,0.4488188976377953,0.1948051948051947,0.6428571428571428,0.8775510204081634,0.8775510204081634,1.2716049382716048,1.2999999999999998,1.1647058823529417,1.358974358974359,1.3291139240506329,1.4864864864864864,1.787878787878788,1.7058823529411762,2.172413793103449,2.1186440677966103,2.066666666666667,2.68,3.0,3.3809523809523814,3.0,2.833333333333333,2.833333333333333,2.607843137254902,3.3809523809523814,3.279069767441861,3.717948717948718,3.3809523809523814,3.717948717948718,3.6,3.6,4.111111111111112,4.111111111111112,4.111111111111112,5.133333333333334,5.133333333333334,4.75,4.411764705882352,3.487804878048781,1.787878787878788,3.842105263157895,4.111111111111112
BAOH-L,19.0,-0.2733488616400161,7.677100644032489e-07,0.1053929701611603,0.3776985349500561,0.4277384978849946,0.0140359703586786,1.0,-0.5247674532048731,6.081384855871677e-08,-0.4092860175617582,2.7903396917503728e-08,5.010620056084273e-07,2.7233942606392305,4.0,1.1039189225628334,-0.2258642973389147,0.1424570913125415,0.1424570913125415,-0.0933586846730623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2123287671232877,-0.0836653386454183,-0.2255892255892256,-0.1901408450704225,-0.1756272401433692,-0.1958041958041958,0.0454545454545451,0.1979166666666665,0.0313901345291478,-0.0725806451612903,-0.0873015873015873,-0.0612244897959185,0.0,-0.1605839416058395,-0.0212765957446809,-0.2698412698412699,-0.352112676056338,-0.2721518987341773,0.0648148148148146,-0.1958041958041958,-0.2789968652037617,-0.4056847545219638,-0.4306930693069307,-0.3994778067885118,-0.4191919191919192,-0.4320987654320988,-0.4278606965174129,-0.42643391521197,-0.4700460829493088,-0.4808126410835214,-0.4877505567928731,-0.4663573085846867,-0.4403892944038931,-0.5551257253384914,-0.555984555984556,-0.5855855855855856,-0.6695402298850575,-0.5971978984238179,-0.6241830065359477,-0.6597633136094675
BBIO-L^E18,12.0,0.1583160391343018,2.854321838990389e-07,0.0391847743510954,0.2313078834425118,1.1967435831415958,0.0096169908742525,1.0,0.0760709010339734,6.249338823870515e-08,0.0373626373626272,1.0015161681161446e-06,4.762427172673738e-07,0.2179358717434869,4.0,5.4053966758853065,-0.0301251307496586,0.1121898597626753,0.1121898597626753,0.7765784535269145,-0.0648148148148147,-0.0608695652173914,0.1419939577039273,-0.1486486486486488,-0.1084905660377359,-0.1260115606936417,-0.1827027027027027,-0.1486486486486488,-0.0393900889453622,-0.0701107011070112,-0.0130548302872063,-0.2246153846153846,-0.2371342078708376,-0.2332657200811358,-0.2238193018480493,-0.2371342078708376,-0.3,-0.3164556962025316,-0.2507433102081269,-0.288135593220339,-0.1965993623804464,-0.0989272943980931,-0.0130548302872063,-0.0526315789473684,0.1684698608964452,0.0499999999999998,0.3034482758620689,0.1283582089552237,0.0039840637450199,-0.0666666666666666,-0.1728665207877462,-0.5650172612197928,-0.5260188087774295,-0.4853641933287951,-0.3853658536585367,-0.3937449879711308,-0.4144074360960496,-0.4341317365269461,-0.4565061107117182,-0.3741721854304636,-0.2813688212927756,-0.2588235294117647,-0.2894736842105264,-0.2075471698113207,-0.2363636363636364,-0.2008456659619452,-0.2371342078708376,-0.2447552447552448,-0.3170731707317074
BBOU-L,12.0,-0.0087234303968546,1.833430628526951e-07,0.0251697494255333,0.1198083067092651,0.8890561233862139,-0.0011822120475358,1.0,0.1701440635866865,3.798404358824674e-08,-0.0172764854692416,8.297019092624492e-06,4.223000583771162e-07,-0.0713735558408215,4.0,27.20943857563521,0.0349689807601013,0.006358626536668,0.006358626536668,0.6482923879914728,0.0373443983402488,0.0987841945288754,0.1911037891268534,0.2530329289428077,0.2422680412371134,0.200996677740864,0.2573913043478262,0.3903846153846153,0.4316831683168318,0.5125523012552302,0.6066666666666667,0.4518072289156627,0.2796460176991151,0.1930693069306932,0.197019867549669,0.1385826771653544,0.1568,0.0570175438596491,0.0758928571428572,0.0069637883008357,0.0695266272189349,0.0478260869565216,0.0284495021337127,0.0570175438596491,0.140378548895899,0.0711111111111111,0.3413729128014844,0.1385826771653544,0.0154494382022472,0.412109375,0.412109375,0.454728370221328,0.4011627906976744,0.3984526112185687,0.4176470588235297,0.2910714285714286,0.3241758241758243,0.3193430656934306,0.229591836734694,0.3193430656934306,0.2465517241379311,0.2070116861435726,0.2706502636203867,0.4402390438247014,0.4460000000000002,0.5820568927789935,0.6658986175115209,0.5786026200873362,0.6283783783783783
BBTK-L^C11,11.0,0.1364296081277213,0.0009002353051146,123.58633428067208,0.1818181818181818,0.2708913740552912,-0.5471495008371243,1.0,0.8411764705882353,0.0001064175919784,0.1253396739130146,2.0777511986177523e-08,0.0011964788719735,-0.108730583824317,3.0,0.0014727168194383,-0.4155844155844156,0.3563049853372434,0.2272727272727272,0.6077003796040578,-0.1071428571428572,0.0,0.0,0.1200000000000001,0.1200000000000001,0.4000000000000001,0.0370370370370369,0.2727272727272729,-0.1249999999999998,0.7500000000000002,0.7500000000000002,0.2727272727272729,-0.2999999999999999,-0.2999999999999999,-0.2999999999999999,-0.2222222222222221,-0.176470588235294,-0.0344827586206895,-0.0344827586206895,0.0,-0.0344827586206895,0.0769230769230771,0.2727272727272729,0.2727272727272729,0.2173913043478261,0.2173913043478261,0.0769230769230771,0.0,-0.096774193548387,-0.176470588235294,-0.282051282051282,-0.282051282051282,-0.282051282051282,-0.263157894736842,-0.282051282051282,-0.8962962962962963,-0.2999999999999999,-0.2999999999999999,-0.3913043478260869,-0.3333333333333332,-0.3170731707317072,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3333333333333332,-0.3636363636363635,-0.3636363636363635
BBTU-L^C18,12.0,0.0199125578979264,7.952636669042044e-07,0.109175590893732,0.1282051282051282,0.701484239549273,-0.0064366468115378,1.0,0.0372614107883818,4.422019749567343e-08,-0.0017573185890016,9.194849477682916e-07,7.027193830805254e-07,0.001359989120087,4.0,3.3286266137812297,-0.103440790187778,-0.1309824525176302,-0.0809182676652555,0.649318229657467,0.0773195876288659,0.0104166666666667,0.0,-0.1059907834101382,-0.1221719457013574,-0.1300448430493274,-0.2239999999999999,-0.2814814814814815,-0.3096085409252669,-0.2538461538461539,0.1411764705882352,-0.0202020202020202,-0.0673076923076924,0.005181347150259,-0.0761904761904762,-0.1983471074380165,-0.2145748987854252,-0.2301587301587302,-0.2893772893772893,-0.3597359735973597,-0.3120567375886525,-0.3192982456140351,-0.1181818181818182,-0.1983471074380165,-0.1709401709401709,-0.1415929203539823,-0.0673076923076924,-0.1779661016949152,-0.2919708029197081,-0.389937106918239,-0.4191616766467065,-0.4294117647058824,-0.4260355029585798,-0.3701298701298702,-0.3310344827586207,-0.2651515151515152,-0.2945454545454545,-0.2706766917293234,-0.2971014492753623,-0.2623574144486692,-0.1983471074380165,-0.217741935483871,-0.1882845188284519,-0.1673819742489271,-0.1261261261261262,-0.1528384279475982,-0.1673819742489271,-0.1601731601731602,-0.0490196078431373
BBXK-L,12.0,0.0270225251774594,9.173071528751754e-07,0.1259299960679051,0.1734015430504407,1.1768929270919195,0.0068533218835647,1.0,0.0043817440979546,4.8377746610565684e-08,-0.0575091181471498,3.955228339258506e-06,5.785320243104254e-07,0.0640778702620897,4.0,5.662676504503183,0.0748325707657894,0.99653453307393,-0.00346546692607,0.9649091345999612,-0.0510204081632652,0.0103092783505154,-0.0248756218905471,-0.0710900473933648,-0.1090909090909091,-0.1799163179916318,-0.2490421455938697,-0.1659574468085106,-0.2490421455938697,-0.2461538461538461,-0.3074204946996467,-0.3355932203389831,-0.2032520325203252,-0.3074204946996467,-0.3777777777777777,-0.5148514851485149,-0.4869109947643979,-0.4644808743169399,-0.4974358974358974,-0.5377358490566038,-0.5172413793103448,-0.5231143552311436,-0.4555555555555556,-0.5242718446601942,-0.527710843373494,-0.5634743875278396,-0.5634743875278396,-0.6377079482439927,-0.6194174757281554,-0.6442831215970961,-0.6429872495446266,-0.6597222222222222,-0.6677966101694915,-0.6585365853658537,-0.6591304347826087,-0.672787979966611,-0.6888888888888889,-0.6786885245901639,-0.6984615384615385,-0.6733333333333333,-0.67003367003367,-0.6141732283464567,-0.610337972166998,-0.6024340770791075,-0.5950413223140496,-0.6056338028169014,-0.6000000000000001,-0.6008146639511203,-0.6087824351297405
BCPS-L^C06,12.0,-0.3951003839133992,7.400472953824282e-07,0.1015953628023814,0.1093293277037999,0.6863908638569375,0.0241564918139836,1.0,-0.521809612440335,3.16851186798177e-08,-0.5170929696766813,9.160907733922596e-07,9.805661508155898e-07,-0.2504439235741175,3.0,2.279292153078595,0.0705115391440066,-0.3986929112079849,-0.3572662386337712,2.0359854257249697,-0.966373183409356,62.69594594594594,0.0718590108015917,0.0426943922132507,0.0295980777632152,0.0253426147487492,69.3507462686567,79.57264957264957,0.0432713590084108,72.6484375,60.21428571428571,52.5625,58.66455696202531,59.81935483870967,57.91875,53.17816091954023,53.49132947976879,54.45294117647059,56.13333333333333,9.428097345132745,9.521205357142856,68.31617647058823,73.81746031746032,12.277464788732397,69.87969924812029,78.21848739495799,78.88983050847457,72.6484375,55.11309523809524,60.61437908496732,59.04458598726114,57.19135802469136,59.04458598726114,66.33571428571429,12.467142857142855,0.2569333333333332,76.9090909090909,81.69298245614036,77.55833333333334,13.39236641221374,83.16964285714285,84.69999999999999,78.88983050847457,80.26724137931035,81.69298245614036,75.64227642276423,91.42156862745098,14.977966101694914,14.977966101694914
BCQE-L^A14,12.0,-0.1560275411366553,1.8759938737075065e-07,0.025754067260778,0.0254641038278298,0.9248409907473684,0.0076107202029816,1.0,-0.5203747072599532,-4.360220136156119e-08,-0.1293589013353308,4.805967438185943e-06,1.09481829973399e-06,-0.0358180058083252,4.0,5.78015520135397,0.1324258299443561,-0.157783764691811,-0.0403654132143615,1.5778887049368515,-0.0823529411764705,0.0493827160493827,0.1564625850340135,-0.3511450381679389,-0.3089430894308943,-0.32,-0.2796610169491526,-0.448051948051948,-0.3560606060606061,-0.3950177935943061,-0.4076655052264809,-0.4955489614243323,-0.4295302013422819,-0.4295302013422819,-0.3950177935943061,-0.4925373134328358,-0.4848484848484848,-0.4407894736842105,-0.4035087719298246,-0.4637223974763407,-0.3884892086330935,-0.3486590038314175,-0.2608695652173912,-0.2827004219409283,-0.1904761904761905,-0.3280632411067193,-0.0860215053763441,-0.1904761904761905,-0.8440366972477065,-0.8589211618257262,-0.886892880904857,-0.8756400877834675,-0.8683191324554609,-0.8671875,-0.8425925925925926,-0.8577405857740585,-0.8488888888888889,-0.8562975486052409,-0.8687258687258688,-0.8443223443223443,-0.8443223443223443,-0.8336594911937378,-0.8229166666666666,-0.8148148148148149,-0.831013916500994,-0.8247422680412371,-0.8354307841239109,-0.8428835489833642,-0.8191489361702128
