firms,absacc,acc,age,agr,cashdebt,currat,egr,gma,grltnoa,invest,lgr,mve_ia,operprof,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pctacc,quick,roic,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,0.0011905352448038,0.0011905352448038,18.0,0.1577260650019519,0.1219189377761803,1.2821200108117847,0.1832710795419753,0.4986966869404253,0.0904865145621716,-0.0340939140946696,0.1385874480014469,0.161943248601406,0.3742371359173757,-0.9047069567734074,0.0044786848850989,0.0314011216099788,-0.0687474373102764,0.0180291648254528,0.9853703036309576,0.1047944528217931,0.0862822338717008,-0.0198019801980198,-0.0380952380952381,-0.0818181818181819,-0.0380952380952381,0.0412371134020619,0.0520833333333334,0.2469135802469135,0.1477272727272727,0.2168674698795181,0.2948717948717949,0.6290322580645162,0.5303030303030303,0.6833333333333333,0.6290322580645162,0.8363636363636362,0.8035714285714284,1.02,0.9423076923076924,1.104166666666667,1.104166666666667,1.2954545454545454,1.1956521739130437,1.104166666666667,1.02,1.104166666666667,1.104166666666667,0.7118644067796611,0.7413793103448276,0.9803921568627452,1.02,1.1956521739130437,1.148936170212766,0.9423076923076924,1.4634146341463414,1.4047619047619049,1.6578947368421053,1.9705882352941173,2.4827586206896552,2.15625,2.4827586206896552,2.2580645161290325,1.58974358974359,1.9705882352941173,2.8846153846153846,1.9705882352941173,2.060606060606061,1.805555555555556,1.148936170212766,1.02
BBOU_00-L,0.022996950883509,0.022996950883509,18.0,0.0476154656235895,0.2268790762322249,1.450374812593703,0.2364734962922274,0.3424853317285993,0.0938246206972557,-0.0041372047540243,-0.0226215644820295,16.394091843371573,0.879154078549849,-0.1892730848075332,0.2033003154442433,0.1682803557028861,0.0260021182892337,0.1640461215932914,0.7349325337331334,0.1330370143306,0.0789121711992866,-0.0187845303867403,-0.0054945054945053,0.0214446952595939,0.0697399527186761,0.0735468564650061,0.0672169811320755,0.0864345738295317,0.0903614457831325,0.124223602484472,0.1558109833971903,0.0983009708737865,0.1397984886649874,0.1692506459948322,0.1939313984168866,0.2163978494623657,0.2414266117969823,0.218034993270525,0.2329700272479564,0.2296195652173913,0.3002873563218391,0.3230994152046784,0.3211678832116791,0.2363387978142077,0.2675070028011206,0.1970899470899472,0.2818696883852694,0.2002652519893899,0.2569444444444444,0.2312925170068029,0.2296195652173913,0.2965616045845272,0.3837920489296638,0.3387573964497044,0.4274447949526816,0.40527950310559,0.3753799392097265,0.3250366032210836,0.3795731707317076,0.4274447949526816,0.40527950310559,0.3407407407407408,0.3774733637747336,0.2397260273972603,0.1340852130325815,0.1543367346938777,0.2279511533242877,0.0634547591069332,0.0523255813953489,0.0
BBTU_63-L^C18,0.0425212985978027,-0.0425212985978027,17.0,0.0649622881770987,0.0865919715070119,1.7423959218351743,0.0162668548134211,0.0710549515133703,-0.1480181393847981,-0.6129885395239495,0.1137076537013801,1.5931857322195673,0.0876450297899023,0.0553095966747969,0.978720885946152,1.0153209678917725,0.8184563428692277,-1.1422018348623857,1.7423959218351743,0.0423388438921557,-0.0328753762591016,-0.0616246498599438,-0.6222222222222222,-0.5975197294250282,-0.5961538461538461,-0.5929304446978335,-0.55980271270037,-0.566747572815534,-0.5345501955671448,-0.5302631578947368,-0.4943342776203966,-0.4943342776203966,-0.4914529914529915,-0.4590909090909091,-0.5041666666666667,-0.5321100917431193,-0.502092050209205,-0.4795918367346939,-0.4251207729468599,-0.4333333333333333,-0.4718934911242604,-0.4315286624203822,-0.4333333333333333,-0.4532924961715161,-0.4490740740740742,-0.405,-0.3497267759562842,-0.3532608695652174,-0.3461538461538461,-0.3413284132841329,-0.3134615384615385,-0.2452431289640593,-0.1867881548974942,-0.2531380753138076,-0.25,-0.195945945945946,-0.1830663615560641,-0.0377358490566037,0.072072072072072,-0.0245901639344262,-0.0798969072164949,-0.1141439205955335,-0.1793103448275861,-0.1540284360189573,-0.0605263157894736,-0.2371794871794871,-0.2188183807439826,-0.3289473684210526,-0.3969594594594594,-0.4166666666666667
BCQE_67-L^A14,0.0033319450229071,0.0033319450229071,18.0,-0.1344211344211344,0.0101608806096528,1.5369565217391303,0.0248833592534992,0.2886557886557886,0.0420658059141933,-0.0889665889665889,-0.0852788586251621,0.8698563047744086,-0.1757387247278382,-0.3351913091634264,-0.2583974815870754,-0.2623665628822417,-0.032130266392696,0.1951219512195122,1.306521739130435,0.1512850467289719,-0.1594252480328429,-0.0180505415162454,0.0072727272727273,0.1589958158995814,0.0778210116731519,0.2824074074074074,0.2824074074074074,0.7204968944099377,0.582857142857143,0.582857142857143,0.7870967741935484,1.2520325203252032,1.0218978102189775,0.8590604026845639,0.5054347826086956,0.3712871287128714,0.2149122807017545,0.5303867403314917,0.2648401826484019,0.5303867403314917,1.0218978102189775,0.63905325443787,0.5054347826086956,0.357843137254902,0.481283422459893,0.2149122807017545,0.231111111111111,0.0778210116731519,-0.070469798657718,0.3004694835680752,0.1306122448979592,-0.2472826086956522,-0.1370716510903427,-0.3276699029126213,-0.1064516129032258,0.1837606837606837,0.2824074074074074,0.6890243902439026,1.3675213675213675,0.5561797752808988,-0.5481239804241436,-0.5503246753246753,-0.6421188630490956,-0.6205479452054794,-0.6014388489208633,-0.6816091954022988,-0.6448717948717948,-0.736441484300666,-0.7762520193861067,-0.7810276679841898
BDAJ_H9-L,0.0517990074441687,-0.0517990074441687,11.0,-0.121102628358296,0.0797364834166288,1.8260312580066616,-0.6140394088669952,0.2198263302057229,-0.057816377171212,-0.2714610408531966,0.0298186289578849,0.8004308103952333,0.8022167487684727,-0.3429787493664322,0.0292739858373711,0.0657542171861183,0.3349488353125776,-1.8806306306306304,1.741480912118883,0.1108049311094996,-0.5851635693441868,-0.0946372239747633,-0.0422960725075529,-0.0916905444126074,-0.1478494623655915,-0.2541176470588235,-0.276255707762557,-0.2416267942583732,-0.2416267942583732,-0.1913265306122449,-0.133879781420765,-0.1635883905013192,-0.1524064171122995,-0.1194444444444444,-0.1808785529715763,-0.1808785529715763,-0.1524064171122995,-0.1362397820163488,-0.2488151658767772,-0.2055137844611529,-0.1954314720812182,-0.1994949494949495,-0.2268292682926829,-0.2416267942583732,-0.2627906976744185,-0.2828054298642534,-0.3182795698924732,-0.2828054298642534,-0.276255707762557,-0.1829896907216495,-0.2211302211302211,-0.1994949494949495,-0.1362397820163488,-0.1994949494949495,-0.2133995037220843,-0.0890804597701149,-0.0968660968660968,-0.056547619047619,-0.0422960725075529,-0.0276073619631901,-0.0335365853658535,-0.1432432432432433,-0.1850899742930591,-0.236144578313253,-0.0648967551622419,-0.1362397820163488,-0.0124610591900311,-0.1385869565217391,-0.2015113350125945,-0.1701570680628271
BLNT_37-L^D19,0.0120107949664957,-0.0120107949664957,9.0,-0.6177644900768441,0.0454600878326013,1.083281420174513,1.8328409415801008,0.0788224016337608,0.0633397897501642,-0.007020509318207,-0.6761406644718242,0.4911400573691615,3.305308300771944,-0.5252156582525023,0.0740910267047254,0.0740910267047254,0.9818000046353283,-0.3703557234097245,1.083281420174513,0.1617405288066336,0.0675785956606821,-0.0732984293193717,0.0465753424657533,-0.1974789915966386,-0.1604395604395604,-0.2344689378757515,-0.2058212058212057,-0.1837606837606837,-0.1136890951276101,-0.0497512437810944,-0.0614250614250615,0.0079155672823219,0.0760563380281689,0.1169590643274853,-0.0077922077922079,0.0268817204301075,-0.0077922077922079,0.0268817204301075,0.0611111111111111,-0.1855010660980811,-0.1074766355140187,-0.0990566037735849,-0.1529933481152993,-0.0839328537170264,-0.1802575107296138,-0.2420634920634921,-0.25390625,-0.2899628252788104,-0.3590604026845637,-0.2765151515151516,-0.2925925925925926,-0.326278659611993,-0.3202846975088969,-0.3333333333333333,-0.3226950354609929,-0.3590604026845637,-0.3798701298701299,-0.3298245614035088,-0.3202846975088969,-0.3717105263157895,-0.3654485049833886,-0.4281437125748503,-0.4229607250755287,-0.4374079528718704,-0.3633333333333334,-0.3798701298701299,-0.3778501628664494,-0.3993710691823899,-0.4349112426035503,-0.4264264264264265
BPVK_29-L,0.0853286066418096,-0.0853286066418096,10.0,0.0844873144496398,0.5640792719789613,2.013452286244554,0.0546838069963324,0.8697291415037051,-0.0684855073353541,-0.0248487269300211,0.1236072528518005,29.531594447571045,0.8508367124776364,-0.2123355252426907,0.0850890285762865,0.1522337820640559,0.0895368718165221,-0.4328516772662373,1.6908905029288448,0.3574932436694191,0.250111124988107,-0.0547854785478547,0.042311661506708,0.1442598187311179,0.1082662765179225,0.0710498409331918,0.1247216035634743,0.1957379636937648,0.1408132530120482,0.18359375,0.1840562719812426,0.3111207269580269,0.286624203821656,0.3283647523016222,0.444232602478551,0.4609450337512055,0.4955577492596248,0.6040232927474853,0.4588348579682235,0.3508693713776192,0.3231441048034935,0.1859099804305284,0.2287104622871045,0.2352221769262128,0.1943240047299961,0.149032992036405,0.1891679748822605,0.1662817551963049,0.1516533637400228,0.1305970149253732,0.1382419233658902,0.0946531791907514,0.1757857974388825,0.211031175059952,0.2469135802469135,0.278481012658228,0.2047713717693837,0.2317073170731707,0.3673285198555958,0.4518447532343075,0.4504547630445188,0.3648648648648649,0.2469135802469135,0.3413014608233733,0.5150000000000001,0.6048728813559323,0.3490650044523598,0.1305970149253732,0.0079840319361277,-0.0507518796992481
BUBP_92-L^K18,0.1063515509601181,-0.1063515509601181,10.0,0.6262931034482758,0.2301032301032301,1.4892367906066537,-4.5588235294117645,0.8564655172413793,0.0692598063351205,-0.0896551724137931,0.5514018691588785,6.389112849969524,-25.91176470588235,-0.3809938483037703,0.2833000954478317,0.4330907967967136,-0.5098586546693139,-0.588021778584392,1.2778864970645794,0.354978354978355,0.0247035573122529,0.0266159695817491,-0.016822429906542,0.0333988212180746,0.047808764940239,0.0604838709677419,0.0457256461232602,0.0076628352490422,-0.0522522522522522,-0.073943661971831,-0.0277264325323475,-0.0075471698113207,-0.0186567164179105,-0.025925925925926,-0.0804195804195804,-0.0820244328097732,-0.0804195804195804,-0.0640569395017793,-0.0640569395017793,0.029354207436399,0.0867768595041322,0.0845360824742269,-0.1291390728476821,-0.1488673139158576,-0.1233333333333334,-0.2102102102102102,-0.2160953800298063,-0.2754820936639118,-0.3023872679045093,-0.2517780938833571,-0.2195845697329377,-0.2078313253012048,-0.1433224755700325,-0.2172619047619047,-0.2528409090909091,-0.1969465648854962,-0.2149253731343283,-0.1794071762870515,-0.1690363349131122,-0.1832298136645963,-0.1362889983579639,-0.1768388106416275,-0.1819595645412131,-0.0852173913043479,0.0076628352490422,-0.1233333333333334,-0.0522522522522522,-0.1907692307692308,-0.2843537414965986,-0.3195342820181113
BWQW_65-L^I10,0.0322471577701703,-0.0322471577701703,4.0,0.1970379311945773,0.2137933423395337,2.321775820950284,0.4819357716324711,0.470031106365198,0.0701153797388099,0.1095686893541947,0.1768209923088523,1.580139733647664,0.7656110615521857,-0.265991110451274,0.0172181310718359,-0.0283929435221539,-0.0497276206324903,-0.4022140221402215,1.505962208769033,0.1382122005234548,0.0678119652383987,-0.1710914454277285,-0.0087719298245613,0.0119402985074625,0.0462962962962962,0.1300000000000001,0.1770833333333334,0.2463235294117647,0.1649484536082475,0.1853146853146854,0.2372262773722626,0.2744360902255638,0.2509225092250924,0.383673469387755,0.2792452830188681,0.2107142857142858,0.2282608695652175,0.3346456692913386,0.3614457831325299,0.3346456692913386,0.2649253731343284,0.2988505747126437,0.3452380952380953,0.2463235294117647,0.2988505747126437,0.2555555555555555,0.2792452830188681,0.2649253731343284,0.2938931297709923,0.2649253731343284,0.2372262773722626,0.2150537634408602,0.3560000000000001,0.2696629213483146,0.3452380952380953,0.5000000000000002,0.4008264462809918,0.6142857142857143,0.9152542372881356,0.7656250000000002,0.7656250000000002,0.7842105263157897,0.5550458715596329,0.7121212121212122,0.5000000000000002,0.3950617283950617,0.527027027027027,0.3560000000000001,0.2938931297709923,0.2840909090909091
CWI_80-L,0.0301173651390137,-0.0301173651390137,17.0,0.0775627970128988,0.1715923045435939,1.0116518163125428,0.2701149425287356,0.3712944105001131,0.0841434523323257,0.022968997510749,-0.0073409461663947,18.54599100043656,0.9019157088122606,0.2070679902167884,-0.2049887494596913,-0.2466296795737543,-0.352804009006055,-0.3122529644268774,0.6220013708019191,0.1317843206810925,-0.1336863619472315,-0.0342368045649073,0.0122743682310468,0.0144717800289435,0.0996078431372549,0.0784615384615383,0.1135822081016679,0.1389114541023557,0.172240802675585,0.2363315696649028,0.2407079646017698,0.2815356489945155,0.3176691729323306,0.4335378323108385,0.5075268817204299,0.4364754098360655,0.5239130434782608,0.5612472160356345,0.5968109339407746,0.6973365617433414,0.7308641975308643,0.665083135391924,0.6670630202140309,0.6494117647058824,0.7702020202020201,0.6397660818713449,0.7181372549019607,0.6670630202140309,0.8067010309278351,0.8207792207792206,0.8945945945945943,0.9858356940509916,1.1602465331278888,1.194053208137715,1.1770186335403725,1.0739644970414202,1.117824773413897,1.340567612687813,1.4425087108013934,1.2649434571890144,1.4172413793103449,1.261290322580645,1.4382608695652173,1.143730886850153,1.1906249999999998,0.8398950131233596,0.9886524822695036,0.9608391608391608,0.711843711843712,0.9499304589707926
