firms,absacc,acc,age,agr,chpmia,currat,depr,egr,herf,invest,pchcapx_ia,pchcurrat,pchdepr,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.028601458738096,0.028601458738096,4.0,-0.0482998694598122,-0.3416255876514649,0.9838182131175762,0.0856696195935383,-0.0264927654371306,7.694314172078552e-06,0.0237458817678872,5.664010590352923,0.1687570330042822,0.1677770483815298,-0.0539200804094252,-0.2350591761983516,0.5336225607909503,4.776595744680851,0.4663453262179377,0.0623081090843417,0.0413793103448276,0.0507246376811594,0.1740890688259109,0.6860465116279069,0.9016393442622952,1.3868312757201644,1.0,0.6860465116279069,0.5466666666666666,0.5977961432506886,1.0863309352517985,0.8530351437699681,0.9795221843003412,1.0,0.9528619528619526,0.6155988857938719,0.7058823529411764,0.7261904761904763,1.20532319391635,1.0788530465949822,0.162324649298597,-0.1007751937984496,-0.1104294478527606,-0.1104294478527606,0.162324649298597,0.1328125,-0.0202702702702702,0.2636165577342049,0.1934156378600822,-0.1369047619047618,-0.1773049645390071,-0.2544987146529563,-0.5363709032773781,-0.4147325933400605,-0.4569288389513108,-0.5076400679117148,-0.5458104933437744,-0.5769511305616339,-0.5552147239263803,-0.5552147239263803,-0.629156010230179,-0.6734234234234235,-0.6647398843930636,-0.6194225721784776,-0.584824624194703,-0.5889440113394755,-0.5889440113394755,-0.5725865880619012,-0.5684523809523809
BALZ_07-L^I10,0.123782957249007,-0.123782957249007,5.0,-0.1610848590473794,0.5275908074280227,2.080933240653993,0.1864704217378998,-0.1088143378892277,2.480425107589504e-08,-0.0138437213647879,5.815870707670644,-0.0235363261897161,0.0802561532236115,-0.0768451492195616,-0.0185196227726503,-0.0297033755079065,-2.6909515717926933,1.436398803227659,-0.0899264238350441,0.0769230769230771,0.0,0.857142857142857,0.3,0.4444444444444446,0.3,0.1818181818181818,0.1818181818181818,0.0833333333333334,0.625,0.4444444444444446,0.3,0.4444444444444446,0.857142857142857,0.1818181818181818,-0.0714285714285715,-0.0714285714285715,0.0,0.0,-0.0714285714285715,-0.0714285714285715,-0.1333333333333333,-0.1875,-0.2352941176470588,-0.1875,-0.2352941176470588,-0.3809523809523809,-0.4583333333333332,-0.48,-0.5517241379310345,-0.5666666666666667,-0.6060606060606061,-0.6388888888888888,-0.6176470588235294,-0.6578947368421053,-0.6388888888888888,-0.6486486486486487,-0.6176470588235294,-0.6285714285714286,-0.6060606060606061,-0.6486486486486487,-0.6285714285714286,-0.6578947368421053,-0.675,-0.675,-0.7234042553191489,-0.7678571428571429,-0.7796610169491525,-0.796875
BAMD_17-L^J98,0.0953264723913233,-0.0953264723913233,4.0,0.0648034504384227,0.0160691808723511,1.2874155905476403,0.0526212235983905,0.0555618294748731,2.9554671598375093e-08,0.0378132346321212,45.46830341074846,0.0018649079736484,-0.0095083676929476,0.0018649079736484,1.0652614353619574,0.1629521110229302,-6.649077203015336,1.2874155905476403,0.0652614353619574,0.0,0.0472972972972973,0.2301587301587302,0.1923076923076923,0.4903846153846154,0.4351851851851851,0.2301587301587302,0.1481481481481481,0.0,0.0472972972972973,0.2301587301587302,0.0197368421052632,-0.0251572327044025,0.0616438356164383,0.1313868613138684,-0.0251572327044025,-0.1091954022988505,-0.1193181818181817,-0.1884816753926701,-0.0432098765432099,-0.2583732057416267,-0.2954545454545455,-0.2922374429223744,-0.2654028436018957,-0.1091954022988505,-0.0490797546012269,-0.1436464088397789,-0.3080357142857143,-0.3171806167400881,-0.4301470588235294,-0.523076923076923,-0.5833333333333334,-0.6045918367346939,-0.5274390243902438,-0.5274390243902438,-0.509493670886076,-0.4918032786885246,-0.4798657718120805,-0.4983818770226537,-0.5288753799392097,-0.4901315789473683,-0.5303030303030303,-0.4816053511705686,-0.4363636363636364,-0.3968871595330738,-0.2986425339366515,-0.2986425339366515,-0.1666666666666667,-0.0828402366863905
BBEK_99-L^L95,0.0483882101194174,-0.0483882101194174,4.0,0.1732673267326732,1.0842973584363704,1.1756574160690156,0.1096744400831216,0.1713388652164162,4.075141532645357e-06,0.0822082208220821,-23.92013947053587,0.0192320641723198,-0.043618758724705,0.0468886108479657,-0.0450774518268426,-0.4552668952044765,-0.7324973876698015,0.8987631223365553,0.0480698604423407,0.0456621004566211,-0.1061224489795918,0.0,-0.0309734513274335,0.1587301587301588,0.2658959537572254,0.2032967032967032,0.0233644859813082,-0.396694214876033,-0.4384615384615384,-0.3282208588957055,-0.4427480916030535,-0.4341085271317829,-0.3282208588957055,-0.4267015706806283,-0.5218340611353711,-0.5300429184549357,-0.561122244488978,-0.5584677419354839,-0.5530612244897959,-0.5548780487804879,-0.54375,-0.5300429184549357,-0.4918793503480277,-0.4190981432360743,-0.4065040650406504,-0.4281984334203655,-0.3670520231213873,-0.3830985915492957,-0.3501483679525222,-0.4221635883905014,-0.4081081081081081,-0.416,-0.3302752293577982,-0.3462686567164179,-0.315625,-0.3363636363636363,-0.3596491228070175,-0.3633720930232558,-0.3198757763975156,-0.2980769230769231,-0.388268156424581,-0.3520710059171598,-0.2651006711409396,-0.2551020408163265,-0.2724252491694352,-0.25,-0.2178571428571428,-0.1704545454545455
BBNH_32-L^L97,0.0266307277628032,-0.0266307277628032,6.0,0.0191575051703494,-0.0928516284213551,1.4883720930232558,0.0780894617134192,0.0988269794721407,0.0001547247169928,-0.0018504408403178,15.019546658832065,0.097602585974679,0.0580356479210334,0.1377474744896183,-0.169322861444091,-0.1984157922846474,-0.3958333333333333,0.9044397463002114,-0.0954503886602652,0.0294784580498865,-0.0516129032258064,-0.0134228187919461,0.0703883495145631,0.0970149253731345,0.1365979381443298,0.0450236966824646,-0.0307692307692306,-0.138671875,-0.0907216494845359,-0.0045146726862301,-0.037117903930131,-0.0576923076923076,0.0,0.0729927007299269,0.0352112676056339,0.0600961538461537,0.05,0.1221374045801526,0.1918918918918919,0.1484375,0.0862068965517242,0.0997506234413965,0.2049180327868851,0.3323262839879155,0.304733727810651,0.4651162790697676,0.597826086956522,0.6333333333333333,0.5806451612903225,0.3404255319148936,0.3527607361963192,0.3867924528301887,0.6153846153846154,0.5102739726027399,0.5750000000000002,0.450657894736842,0.4044585987261146,0.5473684210526315,0.7093023255813953,0.5259515570934257,0.3955696202531644,0.4798657718120807,0.597826086956522,0.6455223880597014,0.5365853658536586,0.6094890510948905,0.7093023255813953,0.72265625
BBOU_00-L,0.046358454718176,-0.046358454718176,4.0,0.0911137597669183,1.3016527777204874,1.4432707355242569,0.0738801628853984,0.0285138248847926,2.497229297145976e-05,0.0311217057343398,0.298497241002539,-0.0762706812910627,0.0421947567686132,-0.0226830793088259,-0.0091475530740615,-0.0534631746409974,-0.6971428571428572,0.735133020344288,0.0805574439157036,-0.0187969924812031,-0.1088777219430484,-0.176470588235294,-0.1391585760517798,-0.1446945337620577,-0.1192052980132449,-0.1555555555555554,-0.1568938193343897,-0.2378223495702005,-0.2432432432432432,-0.167449139280125,-0.2210834553440702,-0.1963746223564954,-0.0952380952380951,-0.0715532286212914,-0.122112211221122,-0.1103678929765886,-0.1058823529411764,-0.0650263620386643,-0.0516934046345811,-0.0516934046345811,0.0133333333333334,0.0270270270270271,0.1416309012875536,0.2146118721461187,0.209090909090909,0.2429906542056075,0.3007334963325185,0.3571428571428572,0.2912621359223302,0.1391862955032121,0.159041394335512,0.1848552338530067,0.3746770025839794,0.3711340206185567,0.4074074074074076,0.3818181818181818,0.3400503778337531,0.4148936170212767,0.5420289855072464,0.6219512195121952,0.5465116279069768,0.6996805111821087,0.8219178082191783,0.8865248226950357,0.9776951672862456,1.1027667984189726,1.31304347826087,1.3644444444444446
BBQS_26-L^G99,0.0032012629640186,0.0032012629640186,4.0,0.0185447463928477,0.1287752878285227,1.7709579011592431,0.1050829602317619,-0.2182854311199207,4.725375445429306e-05,0.0014605647517039,36.122472499636,-0.0729121839334241,-0.0141424230939703,-0.0268170894659343,-0.0011905744055702,-0.4204845374425671,0.0777422790202344,1.1330079316656498,-0.0609028046213976,0.1103448275862069,0.0902255639097744,0.2393162393162393,0.3679245283018866,0.7058823529411764,0.4499999999999999,0.1417322834645669,-0.0880503144654089,-0.1899441340782123,-0.2602040816326531,-0.1104294478527606,-0.0584415584415585,-0.1265060240963855,-0.1317365269461078,-0.1317365269461078,-0.2639593908629442,-0.3317972350230415,-0.3816631130063966,-0.3790149892933618,-0.2995169082125604,-0.3894736842105263,-0.4105691056910568,-0.4105691056910568,-0.3394077448747152,-0.1238670694864049,-0.3983402489626556,-0.4057377049180327,-0.4223107569721115,-0.4008264462809917,-0.4313725490196078,-0.4755877034358047,-0.4774774774774775,-0.4423076923076923,-0.3736501079913606,-0.3453724604966139,-0.4346978557504873,-0.4528301886792453,-0.4885361552028219,-0.4486692015209125,-0.4678899082568808,-0.505962521294719,-0.5245901639344261,-0.4774774774774775,-0.4569288389513108,-0.4569288389513108,-0.4528301886792453,-0.4569288389513108,-0.4659300184162063,-0.4649446494464945
BBTU_63-L^C18,0.0678286521522353,-0.0678286521522353,4.0,-0.0716675012518778,1.0275277766340192,1.44551977306858,0.0306235565819861,-0.1192120298643485,4.289633001985333e-05,-0.0025638457686529,81.28222014042474,-0.1883063811955274,0.0927063701332946,-0.258491375232978,-0.0080618165595627,0.0136123146405906,-272.08333333333337,1.0862673118638413,0.1005890588266371,-0.0674603174603174,0.1428571428571428,0.0769230769230771,0.1999999999999999,0.2144578313253011,0.4608695652173913,0.1803278688524592,0.0140845070422535,-0.111111111111111,-0.1710526315789473,-0.0136986301369863,-0.0999999999999999,-0.0059171597633136,-0.0999999999999999,-0.1142355008787346,-0.1641791044776119,-0.1936,-0.2511144130757801,-0.1961722488038276,-0.0886075949367088,-0.1778140293637846,-0.2305343511450381,-0.2466367713004484,-0.1870967741935484,-0.0490566037735848,-0.111111111111111,-0.1724137931034483,-0.1778140293637846,-0.0967741935483871,-0.2246153846153846,-0.318918918918919,-0.3454545454545454,-0.3142857142857143,-0.1683168316831682,-0.2642335766423357,-0.2533333333333333,-0.3142857142857143,-0.3587786259541985,-0.2901408450704225,-0.2246153846153846,-0.3377135348226019,-0.34375,-0.3350923482849604,-0.2488822652757079,-0.245508982035928,-0.2210200927357032,-0.1999999999999999,-0.1804878048780488,-0.1219512195121951
BBVN_02-L^I99,0.0615,-0.0615,5.0,0.028397565922921,-0.467408875957513,1.2729234088457388,0.1258561643835616,0.0033698399326031,4.276259251737589e-07,0.0512170385395537,2.907103564546468,-0.0813618152494197,0.0654540939035868,-0.095024166180612,-0.0006246583034117,0.0458784900739628,-1.3155080213903745,0.8894282632146709,0.0449635769907057,-0.1141552511415525,-0.0223214285714287,0.0788177339901479,0.1774193548387095,0.2443181818181818,0.2807017543859649,0.3192771084337349,0.1060606060606059,-0.1478599221789882,-0.1978021978021977,-0.1133603238866397,-0.1274900398406374,-0.1673003802281368,-0.160919540229885,-0.1377952755905512,-0.1576923076923077,-0.0875,-0.124,-0.1097560975609756,0.0092165898617511,-0.0309734513274335,0.0045871559633026,0.0428571428571427,0.0682926829268293,0.1774193548387095,-0.0179372197309417,0.0682926829268293,0.1526315789473684,0.2032967032967032,0.2032967032967032,0.0735294117647058,0.0682926829268293,0.1902173913043476,0.1347150259067357,0.1060606060606059,0.1648936170212767,0.1774193548387095,0.1060606060606059,0.0895522388059701,0.1902173913043476,0.0092165898617511,0.0138888888888888,0.0428571428571427,0.1587301587301588,0.1774193548387095,0.1774193548387095,0.1711229946524062,0.1116751269035531,0.1060606060606059
BCPS_48-L^C06,0.0637531863453604,-0.0637531863453604,4.0,0.1470162306520471,-0.0853637157631277,1.1810388584964189,0.0496340471672539,-0.0082505943224725,7.552248683372259e-05,0.1216076432641853,-18.34771467537041,0.0677438530413636,0.0061248251837069,0.1279188146009712,0.176793148761447,0.0809735614700595,-1.8963001563314223,0.8660538040719643,0.1288899779465817,0.0126126126126127,0.101190476190476,0.1303462321792259,0.2278761061946903,0.4230769230769231,0.7343749999999998,0.6420118343195267,0.3277511961722488,0.0925196850393701,0.0990099009900991,0.3373493975903612,0.5081521739130435,0.2729357798165137,0.2967289719626167,0.3182897862232778,0.1033797216699801,0.0673076923076922,0.009090909090909,-0.0071556350626118,0.0591603053435114,0.0551330798479088,-0.0106951871657754,-0.0263157894736842,-0.019434628975265,0.1733615221987314,0.0990099009900991,0.1189516129032257,0.2305986696230599,0.2443946188340806,0.0882352941176471,-0.0871710526315789,-0.0946166394779771,-0.0656565656565657,0.0393258426966292,-0.0017985611510791,-0.0228873239436619,-0.0512820512820512,-0.0672268907563026,0.0239852398523985,0.0315985130111524,-0.1259842519685039,-0.1381987577639752,-0.1500765696784074,-0.0703517587939698,-0.0811258278145695,-0.1259842519685039,-0.1134185303514376,-0.1341653666146646,-0.0826446280991736
