firms,absacc,acc,age,agr,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chinv,chpmia,chtx,cinvest,convind,currat,depr,egr,ep,gma,grcapx,grltnoa,herf,hire,invest,lev,lgr,ms,mve_ia,operprof,pchcapx_ia,pchcurrat,pchdepr,pchgm_pchsale,pchquick,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,roaq,roeq,roic,salecash,salerec,secured,securedind,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAJS-L,0.0654308399460634,-0.0654308399460634,22.0,-0.0009605788744303,8.309308996514262e-07,0.1434453347121068,0.1038116774859127,0.0453526619978294,0.7710283632467964,4422.6407,0.0923386381921789,-0.005935520172274,0.0032587288245198,0.0031767303157974,-0.0505737787435564,1.0,1.1548457552629487,0.0794584410187473,0.0461758829412135,4.965787955004064e-08,0.2049181641180482,-0.2399677541392452,-0.0214010483975333,0.0001855416600508,0.0214096088354054,0.0137948216980864,3.0598262659380253e-06,-0.0136585630639089,3.0,9.600549424051968,0.7749572306882496,-0.0944342321278201,-0.0439359108213828,0.1819409751181598,0.0870144791622084,-0.039674746349236,0.0048762021025292,0.0553173405850214,0.0304540099126821,-5.157154696445417,6.0,0.8898997078549628,0.0103480572858689,0.0460405927133372,0.0321121185138053,5.423675797032348,2.736217747775115,1.0,1.0,-0.0554210278391284,1.0284596205843866,-0.0675304878048779,0.0039791857973674,-0.0287237192774654,0.0161090458488226,0.023720349563046,0.1436541143654113,0.2713178294573641,0.268368136117556,0.2700871248789931,0.5868408321238507,0.5409913084331688,0.7272248551869405,0.8652260449246514,1.0391669257071805,1.2013422818791946,1.2833275321963105,1.9142603287427808,1.0234423195558295,0.853630969200339,0.5776815776815776,0.5348619560131023,0.4411247803163443,0.6277915632754343,0.6937774335140718,0.5377402719174871,0.4939649282623548,0.5876089060987413,0.3083366573593935,0.411663438777706,0.4310645724258286,0.4107526881720429,0.5701292484442315,0.4177652906851088,0.4211438474870017,0.3486842105263157,0.3247172859450724,0.2649440802159659,0.3355048859934852,0.2087709600147409,0.1355374761987189,0.1165957446808509,0.0710204081632652,0.0383032605254827,0.0440872194811394,0.0875331564986736,0.0254806940753478,0.0973569755771159,0.1590106007067135,0.2296157450796625
BAOH-L,0.0739074533919239,-0.0739074533919239,7.0,0.1048022413612585,7.509631847914922e-07,0.1296403412655306,0.0940080738447964,0.3736302501871069,0.9680689209008972,77.45769999999999,-0.1224785635783132,0.012769450201393,0.0439074221728889,0.0066702335836977,0.0704264961577704,1.0,1.9201310628484944,0.1386024435413029,0.2800588001155667,1.481638245474029e-07,0.3348943018261451,-0.3307778112412708,-0.0974449044984561,7.888182452492306e-08,-0.0283978428561677,0.0859336640568842,7.468850793501515e-07,-0.0320814019770856,4.0,0.5243337378125648,0.7236725072212467,-0.0455329191532388,1.38521072915088,0.0581729178237888,0.2798870445320165,1.7043916365127685,0.0614114207208124,-0.1151007909004447,-0.8839260405846538,-0.7276626609680337,7.0,1.351009338861073,0.02581835660754,0.049482427996885,0.2517828812868438,4.388431787645581,29.132470823880475,1.0,1.0,0.2724563717072337,0.9576939138365864,-0.0049751243781093,0.0151515151515151,0.0100502512562812,0.0100502512562812,0.0360824742268039,0.0151515151515151,-0.0242718446601942,-0.0359712230215828,-0.0359712230215828,-0.0563380281690141,-0.0563380281690141,-0.0289855072463768,-0.042857142857143,-0.062937062937063,-0.0451306413301663,-0.042857142857143,-0.0451306413301663,-0.026634382566586,0.0,0.0229007633587785,0.4408602150537632,0.4306049822064055,0.3673469387755101,0.3444816053511703,0.3535353535353533,0.4006968641114981,0.4154929577464787,0.4888888888888887,0.4725274725274724,0.4833948339483394,0.4618181818181817,0.4006968641114981,0.4306049822064055,0.4618181818181817,0.4408602150537632,0.4006968641114981,0.4618181818181817,0.4671532846715325,0.4779411764705878,0.4888888888888887,0.3627118644067795,0.305194805194805,0.3267326732673266,0.3180327868852459,0.3311258278145694,0.3311258278145694,1.082901554404145,1.0099999999999998,1.0510204081632653
BBOU-L,0.0304622975437091,-0.0304622975437091,33.0,-0.0406809174972979,8.313587038908608e-08,0.0143519187450454,0.0875974086940193,0.1284149617689605,0.636459731649977,-52.0,-0.0007760459680032,0.008366405663413,0.0297666185134877,0.0005112474437627,0.0314046765659668,1.0,1.6024922990758892,0.0921839554547329,0.0184583579444772,3.2063421086699856e-08,0.2444457787918818,-0.067064083457526,-0.045141815172921,1.5737169365860736e-06,-0.0001799337843673,0.0058544493815299,2.8353225218096013e-07,-0.0541257841402605,4.0,12.17058881612497,0.7947430596574129,-0.063696794871995,-0.0925124248280902,-0.0539621571458032,-0.0077716256188471,-0.1381706636521247,0.0361778558681213,-0.0265994737002529,-0.0944724450878564,-0.3736842105263158,6.0,0.7560907308877065,0.01646140714547,0.0792021120563215,0.1156408399710354,4.549124687388353,5.35,1.0,1.0,0.0834751531654186,0.545889222456832,-0.0133296306581504,0.0303290414878396,0.0569415908423833,0.1076591817902183,0.1975390754905219,0.2529575504523311,0.2239972807613865,0.2512161223071576,0.2306903622693095,0.436378141204627,0.3486891385767789,0.4758196721311476,0.2499132245748003,0.3351872450871338,0.2630655910206942,0.3018799710773678,0.4620381648396263,0.280583214793741,0.1623628147191735,0.1249609497032178,0.1526888604353393,0.1417247939124919,0.0852923447860156,0.002784739626845,0.0212705615428248,0.0679122182680902,0.0710886377156454,0.1145156298359639,0.1601159793814432,0.2256637168141593,0.2408683666436939,0.2883720930232558,0.2751416430594902,0.3466716529543754,0.3104075691411936,0.3263351749539596,0.2837789661319072,0.331238447319778,0.3258468335787923,0.3818112049117421,0.4929519071310115,0.4818930041152263,0.428968253968254,0.3214678899082568,0.4038986354775828,0.4154874213836477,0.4602595296025953,0.3908845113943606,0.4758196721311476
BBXK-L,0.1135840776141924,-0.1135840776141924,33.0,-0.1518573434538831,6.336520562735158e-07,0.1093886764125623,0.1075680084652352,0.0328058002650658,1.1830537264250116,21.10000000000001,-0.3386157977549371,0.0064288864212355,-0.0080103762674319,-0.0004593477262287,-0.0531785302779605,1.0,0.6948340447774196,0.0807337998655754,-0.3833896016205266,-5.4955368875232656e-08,0.2303832519957973,-0.2704315886134068,-0.2452540472760691,8.136698962952101e-07,-0.0785113568637838,-0.0224668349060771,1.76290162094913e-06,-0.0191185100534328,3.0,0.5285607072955294,0.0944767049291021,-0.2210903610098805,0.0576346357295143,-0.1251131297407405,-0.3153490853260535,0.201220726618003,-0.2080371776091703,0.0772778260220779,0.2951026487163348,-5.398484848484849,4.0,0.4227720184685077,0.0092794127862551,0.035107314936487,0.0425722128484726,13.215502309468825,47.9105180533752,1.0,1.0,-0.1007866901069543,1.600954059244954,0.3430656934306568,-0.0986842105263157,-0.1437499999999999,-0.1329113924050632,-0.0986842105263157,-0.0551724137931033,-0.0214285714285712,0.0073529411764705,0.0300751879699248,0.5054945054945055,0.3700000000000001,0.2924528301886793,0.4123711340206186,0.3700000000000001,0.3700000000000001,0.4731182795698925,0.3700000000000001,-0.1273885350318471,-0.2303370786516853,-0.3568075117370891,-0.2827225130890052,-0.2388888888888888,-0.2712765957446807,-0.2789473684210525,-0.3413461538461538,-0.3507109004739336,-0.3964757709251101,-0.5275862068965517,-0.5141843971631205,-0.5089605734767024,-0.5292096219931272,-0.4453441295546558,-0.5292096219931272,-0.5433333333333332,-0.5176056338028168,-0.5493421052631579,-0.5402684563758389,-0.5402684563758389,-0.5192982456140351,-0.5192982456140351,-0.4925925925925926,-0.5292096219931272,-0.5448504983388703,-0.5650793650793651,-0.5566343042071197,-0.5835866261398176,-0.6107954545454546,-0.5718749999999999,-0.5771604938271605
BCIP-L,0.0096466402008831,0.0096466402008831,22.0,0.1046443073682482,1.1133211854539237e-05,1.921949588786645,0.086797463723911,0.2651933630390999,0.298993146536514,-39.430400000000006,0.011397926013929,-5.559604550057346e-05,0.1361055584643022,-0.0007511848283846,-0.1330917148788736,1.0,0.9682099000398376,0.2545635013412927,0.3668926675954709,3.0679505024197373e-06,0.1245768001774313,2.923037837087718,0.0220003976304298,1.9464709473715807e-06,0.0026427196921102,0.0587863774650743,1.885362604522021e-05,-0.0112548568096087,3.0,0.3095038761912316,0.3365220420798098,0.004572530352467,-0.1814000748707177,0.0077656112522254,-0.0379428420604481,-0.1846969863367628,-0.0543980210109028,0.0445122108977377,-0.1046883078666493,0.0931616889775685,4.0,0.946538910147294,0.0010797224907451,0.003136099760366,0.0311739832937878,2.604647342563684,4.414804455383886,1.0,1.0,-0.0701727589156661,-1.3197233401473456,0.0294117647058822,-0.1052631578947368,-0.1707317073170731,-0.2093023255813952,-0.1707317073170731,-0.1052631578947368,-0.0285714285714284,-0.1052631578947368,-0.1052631578947368,0.2142857142857142,0.0967741935483872,-0.0285714285714284,0.0967741935483872,0.0967741935483872,0.0625,0.0625,0.0625,-0.2093023255813952,-0.15,-0.2608695652173912,-0.276595744680851,-0.2444444444444444,-0.2444444444444444,-0.1904761904761903,-0.2272727272727271,-0.1707317073170731,-0.081081081081081,-0.15,-0.1904761904761903,-0.1707317073170731,-0.081081081081081,-0.1052631578947368,-0.2272727272727271,-0.15,-0.1282051282051282,-0.2093023255813952,-0.3199999999999999,-0.3061224489795917,-0.3703703703703703,-0.4516129032258064,-0.423728813559322,-0.3818181818181818,-0.3703703703703703,-0.3584905660377359,-0.3333333333333332,-0.3703703703703703,-0.3928571428571429,-0.423728813559322,-0.4516129032258064
BCQF-L,0.0350495182967635,-0.0350495182967635,32.0,-0.1553912988514887,3.2225685348001425e-07,0.055631872915188,0.0780378714122125,0.0782587365105375,0.3747448010553147,214.3621,-0.9510514152464848,-0.0492300036719768,0.0042018159001285,-0.0006073918404246,0.0120267852329292,1.0,1.55261460744485,0.2917077001423219,-0.2255118577457766,3.6485249498954024e-08,0.1578004491303081,-0.3911076655179614,-0.1000330067738672,2.612878004122685e-05,-0.2205104946469814,-0.0847333422355302,7.445293415451234e-07,-0.1325009174765529,4.0,15.042293753387488,0.2479468788575183,-0.235087564497224,0.1191313163521091,0.0858909281247409,0.1390151554833459,0.2087649838118148,0.1346228068317418,-0.024500380942063,-0.1530543894123393,-1.1509708828306873,6.0,1.3241294403637336,0.0095438797989918,0.0313145623117201,0.0257875562361398,3.735307587396186,2.1937725599007347,1.0,1.0,-0.326137523527659,0.5370190611341908,0.0446869316705638,0.0042616107149069,-0.0112176742592909,-0.0543772008844484,-0.0387112887112887,0.0205037560760052,0.0012139079164137,0.0999237950085729,0.1389820477411718,0.2376205787781351,0.1888191084114074,0.1101817132967983,0.144854253420583,0.2287964243907629,0.312755798090041,0.481714359040164,0.768570990963394,0.4431946006749154,0.2210003172253358,0.1764645950076413,0.1499850612488795,0.2750662544169611,0.3367677703172032,0.4033787068546426,0.3333718244803696,0.2202261439289865,0.2705765845070422,0.2588030088302626,0.3787462686567164,0.3845323741007194,0.377430514135751,0.3029790115098172,0.2460343153123987,0.2936365673313914,0.1793483811663774,0.1491839171974522,0.0834115218615125,0.1605025125628141,0.1668350848827811,0.242548154524911,0.2701572984270157,0.2188093730208993,0.1299540072414131,0.119220703692934,0.1603858908652395,0.0488691070941955,0.0905742349829996,0.1371873153437068,0.1068826687116564
BCYN-L,0.0649908079380568,-0.0649908079380568,32.0,0.0759721706818696,5.069396165624775e-07,0.0875140435951253,0.1637648514980572,0.3111636643944814,0.7273711290001917,3118.6382000000003,0.0072270185956561,0.0036939797180354,0.0111743677253746,0.0156018927419712,0.0067803108967773,1.0,1.796760563163251,0.0657421847398498,0.1261327688912098,1.0524701677891449e-07,0.2453888266938703,0.063977412198392,-0.0182159153687843,1.0363176082381085e-05,0.0016756543545419,0.064412402575045,4.900574305572406e-07,0.0367564751972835,3.0,9.97360209506194,0.5086911201361992,0.0566083668694509,0.1552309534713484,-0.11148159441116,0.0844163488831472,0.1730217676155972,-0.09467700130816,-0.1390200218076102,0.0268396598037721,-0.625038377661909,7.0,1.4592917992380174,0.0593661911453807,0.1159206827668002,0.2240479097637135,3.4163731214146824,12.964545210276832,1.0,1.0,0.0025390433978924,0.8179303546710138,-0.1345512311358221,0.0456810631229236,-0.0170206121174266,0.0092993426326759,0.1199074897705034,-0.0139411027568921,0.1026449465755823,0.1418465445311083,0.2818163306862147,0.4336142108859031,0.3520189003436427,0.5124939932724653,0.4690781796966161,0.4038804638715432,0.4038804638715432,0.4120681920143563,0.3964063886424136,0.4381996801462189,0.4646347138203817,0.4941846665084262,0.4565016196205462,0.4571759259259258,0.3795748411133026,0.3587308439456076,0.3669923995656896,0.4248528746038933,0.4222774514234073,0.4738937017092015,0.4773527340999766,0.4895882631329864,0.4752753691117881,0.428733545165683,0.4359032846715327,0.4615741815648944,0.4690781796966161,0.4511295527893038,0.4773527340999766,0.3964063886424136,0.4184317260027039,0.5577827270477607,0.7628115373844861,0.578881364434412,0.5956907477820026,0.5969051243023846,0.7975442604226155,0.7237130339539977,0.7722409909909909,0.6742021276595744,0.7975442604226155
BCZB-L,0.098796587506356,-0.098796587506356,33.0,-0.0993306367899201,9.253351666083296e-07,0.1597425402650172,0.0345848262969309,0.0500490677134445,1.6220756891514905,213.5,0.0222317168648231,-0.0040302077251925,-0.0049766906108954,0.0018162319241679,0.0064087589693727,1.0,0.6036528121532816,0.0936703164841757,-0.1503923838929628,-3.923286593736104e-08,0.1241364498693489,-0.1150627615062761,-0.0932974255635699,8.19025856249925e-06,0.0051546391752576,-0.0092350646096574,2.60029830737695e-06,-0.0796468954572505,3.0,1.0470027180179815,0.2081564389553583,-0.111451976654639,-0.0413649580792798,0.0244817974069448,-0.0249956011723082,-0.0431433902465615,0.063675300616084,0.2574618983252383,-0.1023929312053899,-9.367857142857142,3.0,0.4649654348382692,0.0077299101820205,0.0294518473652331,0.0584869675778766,18.53733248245054,8.194076163610719,1.0,1.0,0.0018970096230124,1.600954059244954,0.0736842105263158,0.0477941176470588,0.0634328358208955,0.1974789915966388,0.1924686192468618,0.2723214285714284,0.1776859504132231,0.2610619469026549,0.3194444444444444,0.3768115942028986,0.5000000000000002,0.5921787709497206,0.5240641711229945,0.4039408866995075,0.4690721649484537,0.4615384615384617,0.3380281690140847,0.3970588235294117,0.4179104477611941,0.2391304347826088,0.3380281690140847,0.3902439024390245,0.2954545454545454,0.4467005076142132,0.4540816326530612,0.4467005076142132,0.425,0.2337662337662338,0.2127659574468086,0.2284482758620691,-0.0069686411149826,0.0754716981132075,-0.0686274509803921,-0.0923566878980891,-0.1009463722397475,-0.1257668711656441,-0.128440366972477,-0.1009463722397475,-0.0981012658227847,-0.0923566878980891,0.1924686192468618,0.11328125,0.1220472440944882,0.1825726141078838,0.2231759656652361,0.2076271186440679,0.1875,0.2076271186440679,0.1491935483870967
BCZN-L,0.0576526644902366,-0.0576526644902366,32.0,0.0915604555818691,2.490366455050878e-07,0.0429917156589595,0.1431547010386466,0.2603397038863815,1.0498596995548106,171.58749999999998,0.332844209977011,-0.0043603397904712,0.0056073460958877,0.0055237692926851,-0.0279065051619716,1.0,2.2890828886984265,0.1926970974307011,0.1611813028804392,3.354749191859306e-08,0.3427207364119234,-0.1809013294095505,-0.0393868583727051,5.763744050306494e-07,0.0771731582602108,0.0391274931451051,2.0681050673317893e-07,0.0182837093585345,4.0,3.4191385003193258,0.3619982391934131,-0.088576243314585,0.0355181962748485,0.0443044066665082,-0.0498096718599081,0.0974088419550224,-0.053847578359153,0.0303788385900534,-0.0979570683971635,-0.7505417430909292,6.0,1.5207356755448138,0.0258085955640703,0.0444271513928619,0.1390615993204438,3.6377567904427215,5.067386093839516,1.0,1.0,-0.0764983943302171,0.4596328630080904,-0.010122535961641,0.0085975282106394,-0.0203549060542798,0.0173441734417343,-0.0629056415376935,-0.0418580908626851,0.0212187159956473,0.0427777777777778,0.1060695344725988,0.3349928876244665,0.2172503242542152,0.2794819359236538,0.2760027192386132,0.2373104812129203,0.4017923823749065,0.5161550888529887,0.7674199623352167,0.4527863777089782,0.3321504613200852,0.2768707482993198,0.3503597122302158,0.3532804614275415,0.5137096774193548,0.5866441251056635,0.4687010954616588,0.2803547066848566,0.5334967320261437,0.3340440653873489,0.4664062499999999,0.4896825396825397,0.5297473512632438,0.6699288256227758,0.5826306913996628,0.5385245901639344,0.3872875092387287,0.3730797366495977,0.3571945046999276,0.4295506473724295,0.4187452758881329,0.5100563153660498,0.4438461538461538,0.3934669636228656,0.3710737764791818,0.4405218726016884,0.4932378679395386,0.358176555716353,0.4427363566487317,0.4584304584304584,0.5576763485477176
BDAJ-L,0.0732691015012323,-0.0732691015012323,33.0,-0.0744256283033114,4.382389942164022e-07,0.0756541118348588,0.0728353338771704,-0.0264625271713448,-0.0631938972282434,-33.1,-3.913116951709935,-0.0007842258570468,-0.1035524411711305,-0.0033131256168053,-0.2605263157894738,1.0,0.4565619223659888,0.3373983739837398,-0.0131111718109806,-1.1765619274561585e-07,0.1156293819436954,-0.7248908296943231,-0.1580775263275763,1.054482912817033e-09,-0.9072941176470588,-0.0026965807356271,6.02715073972129e-07,-0.1145759087669281,4.0,0.1209474608787803,0.2545752526632068,-0.4864520907655462,-0.0713067625237444,0.1485817737143294,-0.2168409789739133,-0.0730190136506036,-0.2242072820352086,-0.2947115212141467,0.5165334587055321,-0.6742268041237114,2.0,0.4473197781885397,-0.0262721238938053,-0.0615444415651723,-0.286665828829961,5.2736,16.316831683168317,1.0,1.0,-0.4834665412944679,1.600954059244954,0.0797546012269938,-0.0790960451977401,-0.1930693069306931,-0.1641025641025641,-0.1597938144329896,-0.0411764705882353,0.3039999999999998,0.1726618705035971,0.065359477124183,0.8314606741573032,0.7526881720430105,0.1726618705035971,0.1985294117647056,0.1013513513513513,0.0382165605095541,0.012422360248447,0.2442748091603053,-0.36328125,-0.426056338028169,-0.4115523465703972,-0.3531746031746032,-0.3373983739837398,-0.1375661375661375,-0.0060975609756097,0.065359477124183,-0.0060975609756097,0.0794701986754966,0.0251572327044022,0.0251572327044022,-0.0297619047619047,-0.0060975609756097,0.181159420289855,0.0448717948717947,0.012422360248447,-0.0738636363636364,-0.0467836257309941,-0.1329787234042553,-0.1421052631578947,-0.1283422459893048,-0.0632183908045977,-0.2087378640776699,-0.2690582959641255,-0.2850877192982456,-0.3264462809917355,-0.315126050420168,-0.3122362869198313,-0.2557077625570776,-0.2882096069868995,-0.3179916317991632
