firms,absacc,acc,age,cashdebt,chcsho,chinv,currat,depr,grltnoa,herf,mve_ia,pctacc,quick,saleinv,salerec,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.0902061855670103,-0.0902061855670103,8.0,0.2601855586930213,0.0020718232044198,0.0008591065292096,0.8989463601532568,0.0727272727272727,0.0843765341188,5.098177066708989e-06,3.4389985874173026,-1.3279132791327912,0.4781289910600255,7.613429438543247,35.45759717314488,0.4707902672153755,-0.0574162679425837,0.0380794701986755,0.0591216216216214,0.0791738382099827,0.0228384991843393,0.0449999999999999,0.0096618357487923,0.0484949832775918,0.0162074554294975,0.0847750865051901,0.1719626168224299,0.2011494252873562,0.1654275092936803,0.2342519685039368,0.5674999999999999,0.4315068493150684,0.5035971223021583,0.5913705583756343,0.8441176470588234,0.7513966480446925,1.0357142857142856,0.9968152866242036,1.305147058823529,1.2234042553191489,1.2967032967032963,1.263537906137184,1.4115384615384614,1.6794871794871793,1.44921875,1.774336283185841,1.7379912663755457,1.75,1.8761467889908252,1.824324324324324,1.85,1.5909090909090908,1.2553956834532376,1.3749999999999996,1.1040268456375837,1.1326530612244898,1.076158940397351,0.9472049689440992,0.8121387283236994,0.8550295857988166,0.959375,0.9841772151898732,1.076158940397351,1.1620689655172414,1.2717391304347827
BALZ_07-L^I10,0.0096089302797583,-0.0096089302797583,8.0,0.1521336811981475,0.001031347425461,0.0413110005866838,1.8367826904985889,0.2252258764004336,-0.03279087098769,2.0743973800468272e-08,0.1556968349964212,-0.1711864406779662,1.3049545312010034,5.391509433962264,3.468516310826921,0.3239597359044926,0.0526315789473683,0.0555555555555555,0.1515151515151513,0.1176470588235294,0.0555555555555555,0.1875,0.3103448275862071,0.3103448275862071,0.357142857142857,0.2258064516129032,0.4074074074074074,0.4615384615384614,0.6521739130434783,0.6521739130434783,0.5833333333333335,0.52,0.4615384615384614,0.5833333333333335,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8095238095238095,0.7272727272727273,0.6521739130434783,0.6521739130434783,0.4615384615384614,0.4074074074074074,0.3103448275862071,0.2666666666666668,0.1875,0.1176470588235294,0.0857142857142858,0.1515151515151513,0.1875,0.1875,0.5833333333333335,0.5833333333333335,0.5833333333333335,0.5833333333333335,0.6521739130434783,0.8999999999999999,1.2352941176470589,1.2352941176470589,1.923076923076923,1.714285714285714,1.714285714285714,1.923076923076923,1.923076923076923
BAMD_17-L^J98,0.1365149081328005,-0.1365149081328005,8.0,0.1174877391071231,0.0006016847172081,0.0225289548434042,1.3085600372435031,0.0742816734434958,-0.0260198251949045,6.519872937154226e-08,0.7496105058047919,-2.5336746403036456,1.188055817506834,7.493940894832425,1.0950841503898712,0.6131071686498245,0.200854700854701,-0.0564516129032258,-0.0564516129032258,-0.0564516129032258,0.0446428571428569,0.0588235294117647,0.1090047393364928,0.0636363636363634,0.0934579439252334,0.0985915492957747,0.1699999999999999,0.125,0.1090047393364928,0.1527093596059114,0.1359223300970873,0.1470588235294117,0.1414634146341464,0.1584158415841583,0.4444444444444442,0.4096385542168674,0.4904458598726113,0.6137931034482758,0.5810810810810809,0.4444444444444442,0.3220338983050845,0.4181818181818182,0.481012658227848,0.3928571428571428,0.2857142857142856,0.3220338983050845,0.4268292682926828,0.5194805194805194,0.1527093596059114,0.0883720930232558,0.0308370044052863,-0.0209205020920503,0.0353982300884956,0.1142857142857141,0.1527093596059114,0.193877551020408,0.2717391304347825,0.2717391304347825,0.1818181818181816,0.1584158415841583,0.2928176795580108,0.352601156069364,0.5096774193548386,0.5096774193548386,0.5810810810810809
BBNH_32-L^L97,0.0959706632082643,-0.0959706632082643,10.0,0.0320630749014454,0.0014292520247737,-0.0044720719109163,1.847747093023256,0.1083916083916083,-0.0160994588792987,0.0001019378758172,15.409409878026986,-18.5,1.4269622093023255,7.7495682210708114,6.498189717595945,6.41514750593402,-0.0043572984749454,-0.0107758620689655,-0.0021739130434782,-0.0437499999999999,-0.0192307692307691,0.0455580865603644,0.0724299065420559,0.0600461893764434,0.0576036866359446,0.0902612826603326,0.0503432494279174,0.0503432494279174,-0.0107758620689655,0.0455580865603644,0.0527522935779816,0.0431818181818179,0.1222493887530562,0.2047244094488187,0.1860465116279068,0.150375939849624,0.1532663316582914,0.1620253164556961,0.2110817941952505,0.2575342465753425,0.1277641277641277,0.2142857142857144,0.1007194244604317,0.1417910447761194,0.0314606741573033,0.1060240963855421,0.1140776699029124,0.08,-0.0357142857142857,0.0154867256637167,-0.0192307692307691,-0.0417536534446764,-0.0357142857142857,0.1007194244604317,0.125,0.1033653846153845,0.0087912087912087,0.098086124401914,0.0674418604651163,0.1333333333333333,0.1195121951219513,0.0625,0.0110132158590308,0.040816326530612,-0.0129032258064517
BBOU_00-L,0.0417289486796213,-0.0417289486796213,8.0,0.2277388019427954,-0.0227861211807353,-0.0039860488290981,1.3946345256609642,0.0908571428571428,-0.018684603886395,2.831950973381545e-05,13.128843010342957,-0.4890510948905109,0.6687402799377916,2.533476164970541,3.925311203319502,0.4817935498157227,-0.0528301886792453,0.0311284046692608,0.0412573673870333,-0.0093457943925233,-0.0415913200723327,-0.0111940298507463,-0.0310786106032906,-0.0111940298507463,-0.0518783542039356,-0.0148698884758364,-0.0018832391713746,-0.0018832391713746,-0.034608378870674,-0.0037593984962407,-0.0955631399317407,-0.1196013289036544,-0.0798611111111111,-0.0766550522648084,-0.0518783542039356,-0.0433212996389892,-0.022140221402214,0.0056925996204935,0.0882956878850103,0.0882956878850103,0.0172744721689059,0.0133843212237092,-0.0239410681399631,0.0114503816793891,-0.0602836879432624,0.0271317829457364,0.0453648915187376,-0.0293040293040293,-0.0467625899280574,-0.0203327171903882,-0.1196013289036544,-0.132569558101473,-0.0415913200723327,-0.0363636363636363,0.0557768924302788,0.0816326530612243,-0.1001697792869269,-0.0166975881261595,-0.0381125226860253,-0.0257352941176471,-0.0484739676840216,-0.0798611111111111,0.0153256704980841,-0.0037593984962407,-0.1122278056951423
BBQS_26-L^G99,0.0552963647180386,-0.0552963647180386,8.0,0.1627413322551299,0.0005653710247349,0.0263644049221905,1.708792060784618,0.1163533167789996,-0.0152174593731401,1.3035567720758984e-05,2.1121363554912653,-0.9255765199161424,0.9837184059544116,6.862917023096664,6.480411954765751,0.4247472092970013,-0.0699999999999999,0.1019283746556474,0.1363636363636364,0.1049723756906078,0.0723860589812332,0.1049723756906078,0.1428571428571428,0.0989010989010987,0.1173184357541898,0.0810810810810809,0.1594202898550725,0.1235955056179776,0.1834319526627219,0.2903225806451612,0.2048192771084338,0.1428571428571428,0.0416666666666667,0.015228426395939,0.1173184357541898,0.0869565217391303,0.0810810810810809,0.075268817204301,0.1173184357541898,0.1428571428571428,0.1173184357541898,0.2345679012345678,0.1976047904191618,0.1560693641618498,0.1173184357541898,0.1764705882352941,0.3071895424836601,0.2422360248447204,0.1834319526627219,0.1834319526627219,0.1428571428571428,0.1173184357541898,0.2578616352201257,0.2987012987012987,0.2195121951219512,0.2658227848101264,0.1834319526627219,0.3513513513513513,0.3888888888888888,0.3333333333333332,0.2738853503184713,0.25,0.2422360248447204,0.3793103448275863,0.5037593984962405
BBTU_63-L^C18,0.0763284287565754,-0.0763284287565754,8.0,0.0471202458447609,0.0008539709649871,-9.148433330792016e-05,0.863081549619671,0.0280234357727172,-0.0472974003201843,1.8515501965799687e-05,4.371717632412792,-12.150485436893202,0.8328321245356448,223.66081871345023,16.900574458683163,2.375285364612357,0.0071813285457809,0.1321138211382113,0.162839248434238,0.102970297029703,0.1073558648111332,0.2108695652173915,0.2745995423340961,0.2030237580993521,0.1952789699570816,0.2214912280701755,0.2405345211581291,0.3651960784313726,0.577903682719547,0.6144927536231883,0.4173027989821882,0.3486682808716708,0.3925,0.3486682808716708,0.3486682808716708,0.2745995423340961,0.2983682983682985,0.3486682808716708,0.3105882352941176,0.3753086419753086,0.3486682808716708,0.4696569920844327,0.5386740331491713,0.5177111716621254,0.3821339950372209,0.3421686746987951,0.4932975871313674,0.4173027989821882,0.2405345211581291,0.187633262260128,0.0921568627450981,0.1321138211382113,0.4209183673469387,0.5302197802197803,0.3421686746987951,0.2268722466960353,0.1437371663244353,0.2161572052401748,0.2214912280701755,0.2893518518518518,0.4173027989821882,0.3105882352941176,0.1851063829787234,0.1051587301587302,0.2630385487528344
BBVN_02-L^I99,0.0502164502164502,-0.0502164502164502,8.0,0.1784651992861392,0.000290613193839,0.0114285714285714,1.5448916408668731,0.1764705882352941,-0.0412121212121204,1.2132920533892508e-07,0.9220711471650636,-0.7435897435897436,1.1493808049535603,6.058708414872799,2.864014801110084,0.4312817817477244,0.0060240963855422,0.0,0.0641025641025641,0.0779220779220779,0.0506329113924048,0.0921052631578946,0.0921052631578946,0.0921052631578946,0.1369863013698629,0.3279999999999998,0.4690265486725664,0.3387096774193547,0.296875,0.2671755725190838,0.2671755725190838,0.2388059701492535,0.2868217054263564,0.360655737704918,0.5090909090909088,0.482142857142857,0.5229357798165135,0.6599999999999999,0.7291666666666667,0.8043478260869563,0.8241758241758241,1.0,0.9302325581395348,0.9302325581395348,0.7473684210526317,0.9302325581395348,1.0493827160493825,0.8241758241758241,0.8043478260869563,0.296875,0.2296296296296294,0.1527777777777776,0.360655737704918,0.2868217054263564,0.1448275862068966,0.2028985507246377,-0.1741293532338308,-0.0404624277456647,0.0506329113924048,-0.0348837209302326,-0.0621468926553673,-0.0404624277456647,-0.1443298969072165,-0.2420091324200913,-0.2589285714285715
BCPS_48-L^C06,0.0730155694964367,-0.0730155694964367,8.0,0.1149033404664321,0.0016447368421052,-0.0159004493605254,1.1520324679507827,0.0575218972493981,-0.1622404777488367,6.364348036657363e-05,6.369450748634122,-1.9808459696727847,0.9107131353475488,18.92899092365189,9.342292490118576,0.3859335177850248,0.1050847457627117,0.0,-0.0166666666666666,-0.0649762282091916,0.1411992263056094,0.2040816326530612,0.213991769547325,0.1281070745697896,0.1238095238095238,0.1111111111111111,0.1174242424242424,0.0905730129390018,0.2394957983193277,0.2190082644628099,0.2164948453608248,0.209016393442623,0.0649819494584837,0.0207612456747405,0.0120068610634649,-0.0559999999999999,0.0189982728842832,0.0207612456747405,0.0405643738977072,0.0189982728842832,-0.0327868852459015,-0.0280065897858319,-0.0752351097178682,-0.0375203915171288,-0.133627019089574,-0.1019786910197868,-0.078125,-0.0529695024077047,-0.1678420310296191,-0.1486291486291485,-0.1323529411764705,-0.1631205673758864,-0.0866873065015478,-0.059011164274322,0.0442477876106195,0.0611510791366907,-0.0895061728395061,-0.1127819548872181,-0.0453074433656957,-0.0084033613445377,0.0442477876106195,0.0296684118673646,0.0498220640569395,0.063063063063063,0.1706349206349207
BCQE_67-L^A14,0.0879607942056142,-0.0879607942056142,8.0,0.1869425615412058,0.0021186440677966,0.0094411012215775,1.8289489489489488,0.12724033120218,-0.009260927534141,8.550852747468636e-06,7.83741621857445,-1.2647668393782383,1.2412012012012013,5.311874105865522,4.066176470588235,0.8371701472361622,-0.0452818239392019,0.1508746355685131,0.1270521056388294,0.0745151412044913,0.1818862275449102,0.2240310077519378,0.1657438169066074,0.2536720921000395,0.261182108626198,0.2155504234026173,0.330804888327012,0.3594489883770984,0.3623813632441759,0.4199640287769783,0.44266788487894,0.494557501183152,0.6211498973305953,0.595755432036382,0.7116531165311653,0.738986784140969,0.9291386682956626,0.97375,1.0493186242699544,1.1337837837837834,0.94099569760295,0.9386126457949662,1.0038071065989849,1.0413703943115706,0.8910179640718563,0.7943181818181815,0.931498470948012,0.9774577332498432,0.7447513812154694,0.8275462962962961,0.7791549295774647,0.837114601512507,0.8978365384615383,0.8653278204370938,0.979937304075235,1.0466623460790667,1.1137884872824633,1.0983388704318933,1.2397163120567374,1.3851963746223563,1.3444691907943578,1.4480620155038757,1.31016825164594,1.3851963746223563,1.4925019731649565
