firms,absacc,acc,age,cashdebt,chcsho,chinv,currat,depr,grltnoa,herf,mve_ia,pctacc,quick,saleinv,salerec,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BCUB_73-L^L00,0.0537369470843599,-0.0537369470843599,8.0,0.2237630352784557,0.0021052631578947,-0.0043803042747076,1.833543771043771,0.1187627662678727,-0.021901521373536,3.0508908247417426e-06,4.230130960484886,-0.4267080745341614,1.4400252525252524,8.302139037433156,6.175417661097852,0.5468950092376917,-0.0481099656357388,0.0581818181818183,0.0246478873239437,-0.0202020202020202,0.0581818181818183,0.1085714285714285,0.0718232044198896,0.1001890359168242,0.0718232044198896,0.1663326653306613,0.1950718685831622,0.2074688796680497,0.2679738562091505,0.3167420814479638,0.3472222222222221,0.3078651685393259,0.3566433566433566,0.4057971014492756,0.4623115577889447,0.5116883116883117,0.6033057851239672,0.5561497326203209,0.6967930029154519,0.7117647058823531,0.5235602094240839,0.5561497326203209,0.6302521008403363,0.6772334293948126,0.5729729729729729,0.5038759689922481,0.6581196581196582,0.6077348066298343,0.412621359223301,0.4771573604060914,0.412621359223301,0.3857142857142857,0.4513715710723194,0.5156250000000002,0.7017543859649125,0.6820809248554913,0.6166666666666667,0.6487252124645895,0.662857142857143,0.7907692307692309,0.8476190476190477,0.9081967213114756,0.953020134228188,0.9207920792079208,0.8417721518987342
BCZR_85-L^G00,0.0539219126013976,-0.0539219126013976,7.0,0.1371805663198812,0.0003514938488576,-0.0116637469442289,2.412933600503323,0.1529393997416445,0.1011114955401012,1.4195706438300618e-06,1.223507920709855,-1.4410527685036638,1.791731652770655,4.506544903656295,2.40055944943647,0.6788901705203448,0.0387596899224806,0.1466666666666667,-0.0618181818181817,-0.1513157894736841,-0.1224489795918366,-0.1134020618556701,-0.1540983606557376,-0.1937499999999999,-0.2411764705882352,-0.2181818181818181,-0.1540983606557376,-0.1485148514851484,-0.0947368421052631,0.0197628458498024,0.0197628458498024,-0.047970479704797,-0.0514705882352941,-0.0227272727272727,0.0038910505836575,-0.0514705882352941,0.0661157024793388,0.0978723404255319,0.1266375545851528,0.167420814479638,0.1569506726457399,0.1466666666666667,0.0278884462151396,0.1025641025641026,-0.011494252873563,0.0117647058823531,0.162162162162162,0.1365638766519823,0.0794979079497908,0.2344497607655504,0.1517857142857142,0.162162162162162,0.3367875647668394,0.3650793650793651,0.2344497607655504,0.1466666666666667,0.0117647058823531,0.048780487804878,0.1727272727272726,0.2772277227722772,0.2463768115942031,0.2285714285714286,0.3507853403141363,0.5176470588235296,0.6125
BDAJ_H9-L,0.1035703747418117,-0.1035703747418117,2.0,0.0628200751109593,0.0011961722488038,-0.0079669519032162,1.143730886850153,0.0800508259212198,-0.0793744467394473,5.497419497092714e-06,5.812292082014466,-10.323529411764708,0.9541284403669724,16.806451612903224,5.741046831955923,1.274241627891004,-0.0066334991708125,0.0237691001697792,0.0560420315236427,0.0185810810810811,-0.0578125,-0.0959520239880059,-0.1323741007194244,-0.1373390557939914,-0.1927710843373493,-0.1248185776487662,-0.1106194690265486,-0.0765696784073507,-0.0651162790697674,0.0560420315236427,0.0378657487091222,0.0272572402044293,-0.021103896103896,0.0325342465753424,0.0845323741007195,-0.0114754098360654,0.0450606585788562,0.0653710247349823,0.1640926640926641,0.1618497109826588,0.0432525951557094,0.0560420315236427,0.0767857142857144,0.0923913043478261,0.0396551724137932,0.0653710247349823,0.177734375,0.2132796780684105,0.0134453781512604,0.1271028037383179,0.0168634064080945,0.0033277870216306,0.1064220183486239,0.2458677685950414,0.2857142857142856,0.3400000000000001,0.3894009216589862,0.4962779156327543,0.3894009216589862,0.5382653061224492,0.5227272727272727,0.6475409836065573,0.6341463414634148,0.5343511450381679,0.5826771653543308
BDBO_45-L^K97,1.15856838113297,-1.15856838113297,1.0,-0.4847566110830386,5.666666666666667,0.0061625977719838,0.8388473852721451,0.1080687445383046,1.319744015169447,2.7427048160531524e-08,0.153920362221151,-1.3502762430939226,0.8249733191035218,113.2307692307692,4.46060606060606,1.274241627891004,0.4444444444444446,0.125,0.125,0.125,-0.1,-0.1818181818181818,-0.1818181818181818,-0.3076923076923077,-0.3076923076923077,0.0,0.0,-0.1818181818181818,-0.25,-0.4705882352941177,-0.64,-0.71875,-0.7352941176470589,-0.7428571428571429,-0.7692307692307693,-0.8043478260869565,-0.7428571428571429,-0.71875,-0.71875,-0.6896551724137931,-0.71875,-0.7804878048780488,-0.7428571428571429,-0.7567567567567568,-0.7631578947368421,-0.7631578947368421,-0.8163265306122449,-0.7857142857142857,-0.71875,-0.8043478260869565,-0.8200000000000001,-0.8548387096774194,-0.847457627118644,-0.8448275862068966,-0.9142857142857144,-0.9644268774703556,-0.9623430962343096,-0.9608695652173912,-0.972644376899696,-0.970873786407767,-0.961206896551724,-0.9763157894736842,-0.9738372093023256,-0.9745762711864406,-0.975
BDFF_05-L^C99,0.0100142627378387,0.0100142627378387,9.0,0.1898287126964506,0.0001966052821285,-0.0390252784268503,2.038315088053308,0.0816470921182963,-0.0733165417412594,4.823558744578984e-06,2.068736864722859,0.3313253012048193,1.4259876249405046,7.58686358336572,4.311174911660777,0.4528931087082484,-0.1105263157894738,0.0270270270270269,0.0857142857142856,0.0270270270270269,-0.0104166666666666,-0.0452261306532663,-0.0404040404040404,0.0160427807486631,-0.054726368159204,-0.0404040404040404,-0.0052356020942408,0.0052910052910053,-0.0865384615384615,-0.0594059405940593,-0.0865384615384615,-0.1363636363636363,-0.1592920353982301,-0.107981220657277,-0.054726368159204,-0.128440366972477,-0.0995260663507109,-0.0909090909090908,-0.054726368159204,-0.0452261306532663,-0.1363636363636363,-0.0952380952380952,-0.1121495327102802,-0.0640394088669951,-0.2050209205020919,-0.1810344827586206,-0.1592920353982301,-0.1949152542372881,-0.2148760330578512,-0.1703056768558951,-0.2213114754098359,-0.2430278884462151,-0.2549019607843137,-0.2338709677419355,-0.1703056768558951,-0.1517857142857142,-0.1666666666666667,-0.0776699029126214,-0.0404040404040404,-0.05,-0.0865384615384615,-0.05,-0.05,-0.0776699029126214,-0.0594059405940593
BKEO_50-L^A00,0.3930048890560361,-0.3930048890560361,8.0,0.1577850550759154,0.0002856326763781,-0.0124106807070327,1.3376623376623376,0.2240215924426451,-0.1432869499811937,1.3935296464865144e-07,1.6066425713507448,-10.555555555555555,1.0584415584415583,11.023255813953488,3.8491879350348026,3.6554002254651023,0.1171875,-0.0153846153846154,-0.0303030303030302,0.0,0.0199203187250998,0.0448979591836733,0.024,0.0847457627118644,0.0281124497991966,0.0534979423868311,0.0534979423868311,0.1277533039647578,-0.037593984962406,-0.069090909090909,-0.0622710622710622,-0.0266159695817489,-0.0266159695817489,0.0158730158730158,0.0666666666666666,0.0406504065040651,0.0491803278688525,0.2307692307692308,0.4065934065934065,0.4628571428571428,0.5802469135802468,0.4797687861271678,0.4797687861271678,0.6842105263157894,0.9692307692307692,1.048,0.924812030075188,0.7902097902097904,0.8156028368794328,0.8417266187050361,0.7181208053691275,0.497076023391813,0.8686131386861313,1.0317460317460316,1.2654867256637172,1.438095238095238,1.2857142857142856,1.3703703703703702,0.1428571428571428,0.1797235023041474,0.2307692307692308,0.1228070175438598,0.2018779342723005,0.1689497716894978,0.1906976744186046
BKLI_06-L^K01,0.2559919436052366,-0.2559919436052366,1.0,-0.0599705950630658,-0.0196958189255035,0.2984222893588452,1.0223203628550968,0.0816993464052287,0.1523329976502179,1.5971840586384182e-10,0.0961080519975691,-3.813,0.8396992122224874,2.44727668845316,0.5943700724906079,1.274241627891004,0.2337662337662336,-0.0609756097560975,0.1755725190839694,0.1846153846153846,0.0547945205479452,0.1,-0.0064516129032258,0.0620689655172415,0.1846153846153846,0.1846153846153846,-0.12,-0.0064516129032258,-0.0666666666666665,-0.0374999999999999,-0.0064516129032258,-0.1675675675675676,-0.0941176470588235,-0.0941176470588235,-0.2666666666666667,-0.1444444444444445,0.1,0.3999999999999999,0.1846153846153846,0.2319999999999999,0.2319999999999999,0.1846153846153846,0.0620689655172415,-0.0064516129032258,-0.0374999999999999,0.2833333333333334,0.1846153846153846,0.203125,0.0694444444444444,0.0694444444444444,-0.0128205128205128,-0.0374999999999999,0.203125,0.1666666666666667,0.1666666666666667,0.1,0.1666666666666667,-0.125,-0.3245614035087718,-0.2299999999999999,-0.2299999999999999,0.1666666666666667,-0.1630434782608696,-0.4188679245283019,-0.4188679245283019
BUNQ_03-L^K12,0.0684950247621827,-0.0684950247621827,8.0,0.1353552768150871,0.045620663272476,-0.046350428207911,4.4971340839304,0.1563231850117096,-0.0417901735632917,8.08145613503914e-09,0.0346705994100309,-1.4948248407643314,0.9491299897645852,2.3050715439649205,10.121991385862682,0.6046560590947757,0.0512820512820511,-0.025,-0.1521739130434782,-0.0714285714285714,-0.025,-0.025,-0.0487804878048779,0.0263157894736842,-0.025,0.0,0.0,-0.1136363636363636,-0.1333333333333333,0.0263157894736842,-0.0487804878048779,-0.0930232558139534,-0.1874999999999999,-0.1136363636363636,-0.1521739130434782,-0.390625,-0.417910447761194,-0.4428571428571428,-0.4,-0.4,-0.3709677419354839,-0.4507042253521126,-0.5063291139240507,-0.4428571428571428,-0.5806451612903225,-0.5411764705882353,-0.5851063829787233,-0.6138613861386139,-0.6213592233009708,-0.6020408163265306,-0.6454545454545455,-0.680327868852459,-0.5979381443298969,-0.5301204819277108,-0.5617977528089888,-0.5411764705882353,-0.4729729729729729,-0.4657534246575342,-0.524390243902439,-0.4729729729729729,-0.4583333333333332,-0.3809523809523809,-0.3035714285714286,-0.1702127659574467,0.3448275862068968
BWQW_65-L^I10,0.0663894909106992,-0.0663894909106992,9.0,0.26765952194841,0.0008389261744966,0.015480560838604,1.4989667480743942,0.1399392768423958,-0.0257419611659055,1.643114641734273e-05,5.473228405543799,-0.6703885663242518,1.082284426075521,8.121956717763751,6.708061813442562,0.5452092360516221,0.0671641791044774,0.098360655737705,0.0428015564202335,-0.0428571428571427,0.0151515151515151,0.0634920634920634,0.0763052208835342,0.046875,-0.021897810218978,0.0509803921568627,0.0037453183520599,-0.0254545454545453,-0.0496453900709218,0.0113207547169811,0.0763052208835342,0.0634920634920634,0.0806451612903227,0.046875,0.185840707964602,0.0938775510204081,0.1404255319148937,0.150214592274678,0.1652173913043479,0.1703056768558952,0.2181818181818182,0.2350230414746545,0.2701421800947869,0.2407407407407407,0.1120331950207469,0.2017937219730943,0.2465116279069767,0.2523364485981307,0.0551181102362206,0.0894308943089432,0.0509803921568627,0.0151515151515151,0.1452991452991454,0.130801687763713,0.0894308943089432,0.130801687763713,0.1213389121338912,0.1703056768558952,0.1754385964912281,0.1703056768558952,0.1074380165289257,0.0850202429149797,0.0229007633587785,0.0347490347490349,0.046875
CWI_80-L,0.0005425818213386,0.0005425818213386,8.0,0.0441372651158063,0.0006455777921239,-0.0020835141939404,1.253319171534785,0.1133464180569185,-0.0506771421130306,6.596560239428855e-05,23.89418276624648,0.0166002656042496,0.8840502743848468,3.4606903163950142,3.5180311890838207,0.72257792179211,-0.0082559339525284,0.0253968253968255,0.1535714285714284,0.1228273464658167,0.0986394557823129,-0.0481335952848722,-0.036779324055666,-0.061046511627907,-0.0443786982248521,0.0157232704402516,-0.1514886164623468,-0.1660929432013769,-0.1462555066079295,-0.1309417040358744,-0.0646718146718147,-0.0841209829867675,-0.0471976401179941,-0.0718390804597701,-0.0112244897959185,-0.0251509054325955,0.0243128964059196,0.1137931034482759,0.1373239436619717,0.091216216216216,0.1228273464658167,0.1086956521739128,0.1086956521739128,0.1426886792452828,0.0936794582392777,0.0838926174496643,0.2173366834170853,0.205223880597015,0.0319488817891373,0.0578602620087336,0.0441810344827586,-0.0841209829867675,-0.1246612466124661,-0.0780209324452901,-0.0231854838709677,0.0487012987012986,0.0453074433656957,0.0544069640914037,0.1494661921708184,0.130688448074679,0.1320093457943925,-0.029058116232465,0.0051867219917012,-0.00920245398773,-0.0142421159715158
CWV_20-L^I06,0.0738353485064011,-0.0738353485064011,8.0,0.2170591853336243,0.0020703933747412,0.0088682432432432,1.0219543973941367,0.0977944387829378,-0.0186477596017043,1.782018704768382e-05,7.391275757670342,-1.1936758893280632,0.7591530944625409,9.30118988596926,4.121827968801494,0.6313974864756359,0.089244851258581,-0.0179775280898876,0.0115740740740739,-0.0011428571428571,0.0045977011494253,-0.0374449339207048,-0.0530877573131094,-0.0612244897959184,-0.0561555075593952,-0.0146561443066515,-0.0612244897959184,-0.0427163198247536,-0.029966703662597,-0.0146561443066515,0.0080738177623991,0.0925,0.0467065868263474,0.0258215962441314,0.0803461063040791,0.0993710691823899,0.1622340425531916,0.2485714285714286,0.2485714285714286,0.2292545710267228,0.2414772727272727,0.2223776223776223,0.2928994082840237,0.272197962154294,0.181081081081081,0.1668891855807743,0.2467902995720399,0.2379603399433429,0.2414772727272727,0.2206703910614524,0.2362093352192362,0.19562243502052,0.3262518968133536,0.357142857142857,0.3466872110939907,0.3961661341853035,0.3083832335329342,0.2777777777777779,0.2759124087591242,0.334351145038168,0.2450142450142451,0.1842818428184283,0.1622340425531916,0.1715817694369974,0.1409921671018277
DLY_Y2-L^F16,0.2638128422100547,-0.2638128422100547,8.0,-0.0938327657964434,0.0001983339944466,-0.0298656047784967,1.2172284644194755,0.1455938697318007,-0.1329019412643072,6.736877309659882e-06,2.627657916407277,-2.226890756302521,0.9750312109862672,11.891752577319588,5.327944572748268,1.274241627891004,-0.0991735537190081,0.0731707317073171,0.0431034482758621,-0.0953271028037382,-0.0620155038759689,-0.0122448979591838,0.056768558951965,0.0020703933747412,-0.0798479087452471,-0.0674373795761079,-0.0300601202404809,-0.0300601202404809,0.0189473684210526,0.0852017937219731,-0.1294964028776978,-0.1070110701107011,-0.1372549019607843,-0.2797619047619047,-0.2565284178187403,-0.2507739938080495,-0.2052545155993431,-0.1999999999999999,-0.1119266055045872,-0.1037037037037037,-0.1712328767123287,-0.1986754966887417,-0.1933333333333333,-0.2206119162640901,-0.2155591572123176,-0.1838111298482293,-0.1754684838160136,-0.1357142857142856,-0.2155591572123176,-0.1933333333333333,-0.2861356932153392,-0.2507739938080495,-0.2052545155993431,-0.2413793103448276,-0.1810490693739425,-0.2052545155993431,-0.2995658465991317,-0.2317460317460317,-0.2507739938080495,-0.2553846153846154,-0.2655538694992413,-0.2644376899696049,-0.2944606413994169,-0.2599388379204893,-0.2565284178187403
