firms,absacc,acc,age,agr,bm,bm_ia,chpmia,convind,currat,egr,ep,herf,invest,mve_ia,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.1507274028142141,0.1507274028142141,3.0,0.0429989646141664,4.590365392712258e-07,0.3468665897890517,0.0208059825769742,1.0,1.301546778795615,-0.1009240804493567,7.280567440678248e-08,1.934937835441635e-06,0.0239965893172543,2.528572448030504,-2.787617590284128,0.1800733585578785,0.2404996890889816,0.3095189035153451,-0.0012081490443203,3.2121982210927573,3.0,0.8990839465385194,0.3655308527311778,0.1003717472118959,0.02868068833652,0.0466926070038911,0.1446808510638297,-0.0055452865064695,-0.0427046263345196,-0.0610820244328098,-0.0973154362416107,-0.056140350877193,0.0037313432835819,0.0093808630393996,-0.0511463844797178,-0.0787671232876712,-0.0323741007194243,0.0803212851405621,0.0590551181102361,0.1422505307855626,0.1495726495726497,0.1326315789473684,0.0093808630393996,-0.1773700305810397,-0.1487341772151899,-0.1606864274570982,-0.0427046263345196,-0.088135593220339,-0.1003344481605351,-0.1580594679186228,-0.2236652236652236,-0.2180232558139535,-0.2076583210603829,-0.1364365971107545,-0.1836115326251897,-0.1514195583596214,-0.1266233766233766,-0.089678510998308,-0.0477876106194691,-0.0055452865064695,0.0018621973929235,-0.0182481751824818,0.1208333333333333,0.0868686868686867,-0.0146520146520147,0.0189393939393938,0.0528375733855184,-0.0110294117647059,-0.0037037037037037,-0.0037037037037037,-0.0392857142857142,0.05078125
BACQ-L^J02,0.0498582156991057,-0.0498582156991057,1.0,0.0051862034491376,9.345883506551172e-07,0.7062127876856702,0.0561627321065067,1.0,0.8417645287563986,-0.3346440677966102,-2.5521670875847915e-08,9.647976385686424e-07,0.2118220444888777,1.228178789303004,0.6166809566680302,-0.1485523936200248,-0.0715733601650049,-0.7883916826115575,-0.0119963774679931,-5.970149253731352,1.0,0.4929238181270702,-0.0778326764003775,0.3055555555555556,-0.1,-0.0526315789473684,-0.0526315789473684,-0.0526315789473684,-0.2173913043478261,-0.1818181818181818,-0.1818181818181818,0.0588235294117645,-0.1428571428571429,-0.52,-0.6288659793814433,-0.6326530612244898,-0.6326530612244898,-0.52,-0.5324675324675325,-0.5955056179775281,-0.4782608695652174,-0.5068493150684932,-0.6435643564356436,-0.6603773584905661,-0.6923076923076923,-0.8085106382978724,-0.7583892617449665,-0.775,-0.7966101694915254,-0.8125,-0.825242718446602,-0.8163265306122449,-0.8163265306122449,-0.8468085106382979,-0.8651685393258427,-0.8615384615384616,-0.8427947598253276,-0.8285714285714286,-0.8301886792452831,-0.8301886792452831,-0.8235294117647058,-0.8217821782178218,-0.7869822485207101,-0.7894736842105263,-0.8269230769230769,-0.8105263157894737,-0.8181818181818181,-0.8407079646017699,-0.8441558441558441,-0.8481012658227849,-0.8530612244897959,-0.8493723849372385
BALZ-L^I10,0.0537624942980385,-0.0537624942980385,4.0,-0.1968686868686869,2.7851143322413486e-06,2.104545124296438,0.0146975164125522,1.0,2.131091300646066,-0.124014644282463,-1.51844781546198e-07,4.237799630859217e-09,-0.0338816738816738,0.0446133242335796,-3.24213070968706,-0.0080445412319163,-0.0675567182806562,-0.3205582539450917,-0.0862935925358285,-2.319751381215469,3.0,1.5559673461211,-0.4893784786641929,-0.111111111111111,-0.1,0.0,0.2857142857142856,-0.1818181818181818,-0.3571428571428572,-0.3571428571428572,-0.3076923076923077,-0.3076923076923077,-0.3571428571428572,-0.3571428571428572,-0.4,-0.4375,-0.4705882352941177,-0.4375,-0.4705882352941177,-0.5714285714285714,-0.625,-0.64,-0.6896551724137931,-0.7,-0.7272727272727273,-0.75,-0.7352941176470589,-0.7631578947368421,-0.75,-0.7567567567567568,-0.7352941176470589,-0.7428571428571429,-0.7272727272727273,-0.7567567567567568,-0.7428571428571429,-0.7631578947368421,-0.775,-0.775,-0.8085106382978724,-0.8392857142857143,-0.847457627118644,-0.859375,-0.8421052631578947,-0.8448275862068966,-0.85,-0.8301886792452831,-0.8333333333333334,-0.8524590163934427,-0.847457627118644,-0.8125,-0.8235294117647058,-0.8125
BBEK-L^L95,0.0818751003371326,0.0818751003371326,3.0,0.1508977900552485,1.6546068499758804e-07,0.1250287910421937,0.0333860882285637,1.0,1.1534737351730815,0.0752351097178683,5.321162195257709e-08,5.249640244047065e-07,0.0776933701657458,6.30388893052307,-0.7401933845217635,-0.0477785481850653,-0.0264468769016489,-0.1300932967782724,-0.0482182584959831,0.7112970711297063,2.0,0.8585088356330185,0.0526632302405497,0.1963190184049079,-0.1704834605597965,-0.157622739018088,0.0,-0.1465968586387435,-0.2882096069868995,-0.3004291845493563,-0.3466933867735472,-0.342741935483871,-0.3346938775510205,-0.3373983739837398,-0.3208333333333333,-0.3004291845493563,-0.2436194895591646,-0.1352785145888594,-0.1165311653116532,-0.1488250652741515,-0.0578034682080925,-0.0816901408450704,-0.0326409495548962,-0.1398416886543536,-0.118918918918919,-0.1306666666666667,-0.0030581039755351,-0.0268656716417911,0.0187499999999998,-0.012121212121212,-0.0467836257309941,-0.0685714285714286,-0.0030581039755351,0.028391167192429,-0.1043956043956044,-0.0523255813953489,0.0759075907590758,0.0903010033444815,0.065359477124183,0.0976430976430975,0.1438596491228068,0.216417910447761,0.4112554112554112,0.4051724137931034,0.2734375,0.314516129032258,0.4235807860262008,0.2784313725490195,0.2395437262357413,0.2538461538461536,0.2395437262357413,0.3640167364016735
BBIO-L^E18,0.0180239324400942,0.0180239324400942,3.0,-0.0069584869751397,6.454312982369778e-07,0.4877140144834969,0.0242546027446572,1.0,1.3763379204892965,-0.0258785472724599,3.575445833252391e-08,1.2962435557525162e-06,-0.0113001070536457,2.401053070957773,-4.647218855370954,0.046633943134332,0.1434944809870935,-0.0797753595434988,-0.0562689932359572,0.8228882833787451,3.0,0.8205275229357798,-0.0562689932359572,0.1686390532544379,0.0119760479041917,0.0562499999999999,0.1418918918918918,0.1818181818181818,0.015015015015015,-0.0938337801608579,-0.1220779220779221,-0.0145772594752187,-0.0202898550724638,-0.0315186246418338,-0.0790190735694823,-0.0986666666666666,-0.0714285714285715,0.0730158730158729,0.0273556231003038,0.0304878048780488,0.1535836177474401,0.0798722044728434,-0.0202898550724638,-0.101063829787234,-0.1735941320293398,-0.1311053984575836,-0.1243523316062176,-0.1377551020408163,-0.1151832460732984,-0.2121212121212121,-0.2335600907029479,-0.1571072319201994,-0.1197916666666666,-0.2175925925925926,-0.2587719298245613,-0.2229885057471263,-0.1443037974683545,-0.1333333333333333,-0.1220779220779221,-0.073972602739726,-0.050561797752809,-0.0424929178470254,0.1380471380471379,0.0938511326860842,0.0180722891566265,0.1045751633986926,0.1045751633986926,0.0089552238805969,0.0798722044728434,0.0662460567823344,0.0938511326860842,0.1575342465753424
BBNH-L^L97,0.0379427097328962,0.0379427097328962,3.0,-0.0247346072186836,3.443157607762756e-07,0.2601789259319124,-0.0070534428841005,1.0,1.356020942408377,0.006196518146946,6.643981542251886e-08,2.6758528313808632e-05,-0.1126326963906581,23.16665731612354,32.0880520684623,0.103254829939021,0.1358179943496192,-0.020924161020593,-0.0687672982754949,0.5364741641337386,5.0,0.7949389179755671,-0.0687672982754949,-0.4532130777903044,-0.0316593886462882,-0.0533617929562433,0.0056689342403626,0.0803897685749084,0.0410798122065727,0.0661057692307691,0.0559523809523807,0.1284987277353688,0.1986486486486485,0.1549479166666665,0.0923645320197044,0.1046077210460771,0.2117486338797811,0.3398791540785497,0.3140740740740739,0.473421926910299,0.6068840579710144,0.6395563770794823,0.5896057347670249,0.3480243161094223,0.3604294478527607,0.3968503937007874,0.6245421245421243,0.5188356164383561,0.5839285714285714,0.4588815789473683,0.4124203821656049,0.5561403508771927,0.7223300970873783,0.5346020761245673,0.4012638230647707,0.4907563025210082,0.6039783001808317,0.6548507462686566,0.5452961672473866,0.6186131386861311,0.7189922480620152,0.7358121330724068,1.0627906976744184,0.975501113585746,0.971111111111111,0.825102880658436,0.817622950819672,0.7955465587044532,0.742632612966601,0.742632612966601,0.8139059304703475,0.8912579957356073
BBOU-L,0.0362195812110922,-0.0362195812110922,3.0,0.1466970387243735,2.9287937030935385e-07,0.2213115072714179,0.004991127856234,1.0,1.562439024390244,0.0202762268586541,5.364956207279639e-08,3.026425671224296e-06,0.1138952164009111,27.730444596668203,18.24119046398728,0.0064791261409546,0.008009228740936,-0.1320960067478173,0.1707122960604854,-0.4025157232704403,7.0,0.7521951219512195,0.1707122960604854,0.0996376811594204,-0.064406779661017,-0.034965034965035,0.0866141732283463,0.115151515151515,0.0534351145038167,-0.4656340755082285,-0.4630350194552529,-0.4384537131230926,-0.4303405572755417,-0.4303405572755417,-0.3920704845814978,-0.3832402234636871,-0.3142857142857144,-0.2698412698412699,-0.2746386333771354,-0.2540540540540541,-0.2192362093352193,-0.1846381093057607,-0.2247191011235956,-0.3159851301115243,-0.3047858942065492,-0.2886597938144331,-0.1748878923766816,-0.1761194029850746,-0.1559633027522936,-0.1699248120300752,-0.1953352769679301,-0.1507692307692308,-0.0753768844221105,-0.0264550264550265,-0.0707070707070708,0.0203327171903879,0.0952380952380951,0.1311475409836064,0.1870967741935483,0.2602739726027396,0.3904282115869015,0.4190231362467864,0.652694610778443,0.6829268292682926,0.6235294117647059,0.719626168224299,0.8157894736842104,0.6880733944954127,0.6676737160120845,0.7037037037037035,0.7523809523809524,0.8711864406779659
BBQS-L^G99,0.0273847558192606,0.0273847558192606,3.0,0.0644492603410912,6.029820420115338e-07,0.455637638233846,0.0053718260063771,1.0,1.9102374882597613,0.5096315691041705,9.225505722054563e-08,7.581978402624004e-06,-0.0281729953830208,3.131429750088175,-3.505173744812038,0.4550423174351988,0.7559829327762504,0.1889453053993007,-0.016628473466662,0.4858299595141711,4.0,1.1642291694619618,0.1047162649459101,0.2024539877300615,0.0584415584415582,-0.0180722891566265,-0.0239520958083833,-0.0239520958083833,-0.1725888324873097,-0.2488479262672811,-0.315126050420168,-0.3122362869198313,-0.2238095238095239,-0.3236514522821577,-0.3480000000000001,-0.3480000000000001,-0.2690582959641255,-0.0297619047619047,-0.3346938775510205,-0.342741935483871,-0.3607843137254902,-0.3373983739837398,-0.3706563706563707,-0.4199288256227759,-0.4219858156028369,-0.3825757575757577,-0.3063829787234043,-0.2755555555555555,-0.3730769230769232,-0.3940520446096655,-0.4340277777777778,-0.3895131086142323,-0.4115523465703972,-0.453020134228188,-0.4741935483870968,-0.4219858156028369,-0.3985239852398524,-0.3985239852398524,-0.3940520446096655,-0.3985239852398524,-0.4094202898550725,-0.4072727272727273,-0.3179916317991632,-0.36328125,-0.387218045112782,-0.3802281368821293,-0.3706563706563707,-0.4157706093189964,-0.4379310344827586,-0.405109489051095,-0.4136690647482014,-0.4007352941176472
BBTK-L^C11,0.1154611811546117,0.1154611811546117,3.0,0.9314679036360916,8.826515230753139e-07,0.6669672184861691,0.1495141042423397,1.0,1.6416831683168316,0.6767180925666197,1.1013148099155248e-08,2.7530874630201317e-08,0.3823632101351688,3.801959180469428,13.807579239193728,-0.4067210398397732,-0.4026693086471938,-0.1874237118870867,-0.3406803494445538,18.955307262569832,2.0,1.6147524752475246,-0.2164199944149678,0.1729729729729729,-0.110576923076923,-0.2540322580645161,-0.1704035874439461,-0.3297101449275361,-0.4126984126984127,-0.3853820598006644,-0.4325153374233128,-0.4376899696048631,-0.4558823529411764,-0.4254658385093167,-0.4683908045977011,-0.4774011299435028,-0.5026881720430108,-0.4622093023255813,-0.5092838196286472,-0.5616113744075829,-0.5795454545454546,-0.5916114790286976,-0.63,-0.5833333333333334,-0.5520581113801453,-0.5476772616136919,-0.4875346260387811,-0.6880269814502529,-0.6986970684039088,-0.7086614173228346,-0.6837606837606838,-0.6642468239564427,-0.6435452793834298,-0.6336633663366336,-0.6496212121212122,-0.6428571428571428,-0.621676891615542,-0.5995670995670996,-0.6038543897216273,-0.5888888888888888,-0.5785876993166286,-0.6262626262626263,-0.6177685950413223,-0.6012931034482758,-0.6314741035856573,-0.6690518783542039,-0.5157068062827225,-0.6038543897216273,-0.5907079646017699,-0.5509708737864077,-0.5420792079207921,-0.4526627218934911
BBTU-L^C18,0.0208163391741613,0.0208163391741613,3.0,0.0639998295042837,1.0472739820565909e-06,0.7913626120210275,0.0179651599757791,1.0,1.7808687164470474,0.1444101247543022,5.63851812695476e-08,5.011146108276402e-06,0.0032181066450705,6.372240125205575,-3.4608739932420898,0.2509604387640133,0.343948334361398,-0.1990026179961254,-0.0375642581141858,0.6562500000000003,3.0,1.4649422482511794,-0.0038942244441521,0.1886792452830188,-0.0862068965517239,0.0095238095238094,-0.0862068965517239,-0.1016949152542372,-0.1519999999999999,-0.1814671814671813,-0.273972602739726,-0.2205882352941176,-0.1166666666666665,-0.2030075187969925,-0.2535211267605632,-0.2689655172413793,-0.211895910780669,-0.0782608695652172,-0.1382113821138211,-0.196969696969697,-0.2030075187969925,-0.1239669421487602,-0.2482269503546098,-0.3395638629283488,-0.3652694610778443,-0.335423197492163,-0.1939163498098858,-0.2861952861952862,-0.2764505119453925,-0.335423197492163,-0.3782991202346041,-0.3116883116883117,-0.2482269503546098,-0.3575757575757575,-0.3633633633633634,-0.3556231003039514,-0.2714776632302406,-0.6344827586206896,-0.6221033868092691,-0.6124314442413162,-0.6029962546816479,-0.5742971887550201,-0.5115207373271888,-0.5023474178403755,-0.5350877192982455,-0.5267857142857143,-0.5023474178403755,-0.5148741418764302,-0.5069767441860464,-0.4854368932038835,-0.4778325123152709,-0.4646464646464646
