firms,age,agr,bm,bm_ia,cashdebt,chpmia,convind,depr,egr,ep,grltnoa,herf,invest,lev,lgr,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,9.0,-0.1055900621118012,0.0002211594202898,9.996792314216917,0.161536093581653,0.0097168438102941,1.0,0.1578563616478308,0.0205992509363295,3.5739130434782615e-05,-0.0523185011709543,1.0144567109795911e-06,-0.055678793256433,0.0003454782608695,-0.1528182528964389,0.0043559040976157,0.0108982153007041,-0.077291012355039,-0.0403660728877267,1.2217909909082492,0.2499999999999997,-0.9136150234741784,-0.0707070707070706,-0.9078156312625252,-0.9102439024390244,0.0697674418604652,-0.9123809523809524,-0.9115384615384616,0.0697674418604652,-0.9108527131782944,-0.9094488188976376,-0.908457711442786,-0.9105928085519922,-0.0315789473684209,-0.916439600363306,-0.9118773946360154,0.1499999999999999,0.1794871794871795,0.1358024691358024,-0.9068825910931174,-0.9100684261974584,0.1794871794871795,0.108433734939759,0.0823529411764707,0.1499999999999999,-0.9061224489795918,0.1499999999999999,0.1645569620253164,0.0823529411764707,-0.9058341862845444,-0.9035639412997905,-0.9043659043659044,-0.8992332968236583,-0.9012875536480688,-0.8944954128440367,-0.8947368421052632,-0.8909952606635071,-0.8873929008567931,-0.8871165644171779,-0.8875305623471883,-0.8930232558139535,-0.8906064209274673,-0.8981173864894795,-0.8931475029036005,-0.8918918918918919,-0.8935185185185185,-0.8902147971360382,-0.8875305623471883,-0.8894230769230769
BACQ-L^J02,7.0,-0.038750655556203,1.061613515634983e-06,0.0479867862732656,0.2335152192492275,0.0202736262189533,1.0,0.0809958223207434,0.0179411442949348,9.423887844325588e-08,-0.0610274237157165,5.861813050975184e-07,0.066196608589243,8.204258775852943e-07,-0.1033665835411471,1.1066471066503856,0.0274655057653525,-0.2496387463251781,0.1120633813343963,0.7694822886165195,-0.0682730923694781,0.1369863013698631,2.661764705882353,2.3648648648648654,2.8906250000000004,2.772727272727273,3.016129032258065,2.921259842519685,3.220338983050848,2.772727272727273,2.254901960784314,2.298013245033113,2.151898734177215,2.3648648648648654,2.171974522292994,2.298013245033113,2.3648648648648654,2.43448275862069,2.254901960784314,2.3200000000000003,2.212903225806452,2.3200000000000003,2.233766233766234,2.458333333333334,2.716417910447761,2.830769230769231,2.716417910447761,2.921259842519685,3.98,3.527272727272728,3.7884615384615374,4.081632653061225,4.858823529411765,4.533333333333334,5.467532467532468,5.384615384615385,6.323529411764706,6.114285714285716,6.323529411764706,6.217391304347827,6.661538461538462,7.586206896551726,6.781250000000001,7.892857142857142,7.736842105263159,7.736842105263159,8.054545454545455,7.892857142857142,8.054545454545455
BALZ-L^I10,10.0,0.0219924914304369,4.851421007654853e-07,0.0219292708304224,0.2327529002585635,0.014611752798203,1.0,0.2932646212847555,0.0675062019089265,7.380748623221879e-08,-0.0113125702999283,1.5798594503109804e-09,-0.0196855106371401,4.121658444752993e-07,-0.0254817358303024,0.1321469939414916,-0.0239793655479703,-0.0413290896241814,-0.0803568593834333,0.4816079158724227,0.1025641025641024,-0.0714285714285714,0.0,-0.025,-0.025,0.0833333333333334,0.0833333333333334,0.0833333333333334,0.3,0.3,0.21875,0.1470588235294117,-0.0487804878048779,-0.409090909090909,0.0263157894736842,0.0833333333333334,0.1818181818181818,0.1470588235294117,0.0833333333333334,0.21875,0.3448275862068968,0.3448275862068968,0.3928571428571428,0.2580645161290322,0.4444444444444444,0.5,0.6956521739130435,0.6956521739130435,0.6250000000000002,0.56,0.5,0.6250000000000002,0.95,0.95,0.95,0.95,0.8571428571428572,0.7727272727272727,0.6956521739130435,0.6956521739130435,0.5,0.4444444444444444,0.3448275862068968,0.3,0.21875,0.1470588235294117,0.1142857142857143,0.1818181818181818,0.21875
BAMD-L^J98,9.0,0.2759953027639453,4.441631776385466e-07,0.0200769518868144,0.0986578295405205,0.0122098438835653,1.0,0.070531720444922,0.0885401189833655,5.7465035484158335e-08,0.010325235692532,8.029854312509629e-09,0.0991182176650628,9.038834615118132e-07,0.3986491402053094,0.5102392427666304,-0.6329725441464642,0.0308760953709526,0.1509468879156127,0.8269827261765487,-0.081081081081081,-0.0407407407407408,-0.0683453237410072,0.1212121212121211,0.0277777777777776,0.0277777777777776,-0.1366666666666667,-0.0547445255474453,-0.1480263157894737,-0.1590909090909091,-0.1423841059602649,-0.1038062283737024,-0.1855345911949686,-0.0782918149466193,0.1068376068376069,0.0443548387096772,0.0443548387096772,0.0443548387096772,0.1562499999999997,0.1719457013574661,0.2274881516587676,0.177272727272727,0.2102803738317755,0.215962441314554,0.2949999999999999,0.2451923076923075,0.2274881516587676,0.2758620689655173,0.2572815533980581,0.2696078431372548,0.2634146341463415,0.2821782178217822,0.5987654320987652,0.5602409638554218,0.6496815286624202,0.7862068965517242,0.75,0.5987654320987652,0.463276836158192,0.5696969696969696,0.6392405063291138,0.5416666666666667,0.4230769230769229,0.463276836158192,0.5792682926829269,0.6818181818181817,0.2758620689655173,0.2046511627906977,0.1409691629955947
BBIO-L^E18,9.0,-0.0167079702614118,9.811735118573224e-08,0.0044350757518685,0.2022552849583021,-0.1251185047812946,1.0,0.1057007125890736,-0.236072807501379,4.8881568460761924e-08,0.0235801523640559,9.451943323842802e-07,0.105364137820769,3.31721658431185e-07,0.0787306341070091,7.128910523584902,-0.155822604587185,-0.0135746606334841,-0.0135746606334841,0.734077101535509,0.0857726344452007,0.1943089430894307,0.1780272654370487,0.1378776142525173,0.0995508982035928,0.0560747663551401,0.2160596026490064,0.3963878326996197,0.4401960784313725,0.3806390977443608,0.5398322851153041,0.4838383838383837,0.5528541226215642,0.4823410696266397,0.4675324675324674,0.3270099367660342,0.2796167247386758,0.278503046127067,0.3963878326996197,0.4602385685884691,0.4868421052631577,0.4944048830111902,0.4989795918367345,0.5191313340227508,0.7364066193853425,0.7550776583034648,0.8857509627727855,0.8158220024721878,0.8225806451612903,0.7762998790810158,0.8737244897959184,1.0346260387811634,1.2704791344667696,1.3280507131537242,1.263482280431433,1.3541666666666663,1.5681818181818183,1.670909090909091,1.498299319727891,1.3466453674121404,1.432119205298013,1.3964110929853182,1.339171974522293,1.3617363344051443,1.6373429084380606,1.5068259385665526,1.3617363344051443,1.7304832713754648,1.7355679702048414
BBOU-L,8.0,-0.0521654737352905,1.4372530643801253e-06,0.0649663503763444,0.2277388019427954,0.0288896991635749,1.0,0.0908571428571428,-0.0312645823611759,2.371190628854494e-07,-0.018684603886395,2.632956587615185e-06,-0.0093412592502729,1.2344037638679017e-06,-0.0728029121164846,3.647399346596049,0.373706969607158,0.3568559954102123,0.3568559954102123,0.6177862906306136,-0.0019342359767891,0.0137254901960783,-0.0767857142857142,-0.0531135531135531,-0.0565693430656935,-0.1207482993197278,-0.0565693430656935,-0.1086206896551723,-0.1368948247078464,-0.0913884007029878,0.0298804780876493,0.034,0.1312910284463895,0.1912442396313365,0.1288209606986898,0.1644144144144144,0.1776765375854214,0.119047619047619,0.0815899581589958,0.1166306695464363,0.0930232558139534,0.1166306695464363,0.0703933747412008,0.1118279569892473,0.1263616557734204,0.1263616557734204,0.0907172995780589,0.1239130434782609,0.0217391304347827,-0.0019305019305019,0.0381526104417668,0.0423387096774192,0.0703933747412008,0.0793319415448852,0.1047008547008547,0.1362637362637362,0.2280285035629454,0.2280285035629454,0.1488888888888888,0.1438053097345133,0.1023454157782515,0.1412803532008828,0.0616016427104721,0.1591928251121075,0.1803652968036528,0.0953389830508475,0.0770833333333333,0.1070663811563168,-0.0057692307692308
BBQS-L^G99,9.0,-0.0462548492987168,4.052188392508984e-07,0.0183165997292365,0.1215626864986457,0.0074664948670428,1.0,0.1156758803483528,-0.0216284987277355,5.367286501688474e-08,-0.0581029479150742,1.1266528214145585e-06,-0.0475678901820352,7.953068988827312e-07,-0.0582100196113388,1.677235191172911,-0.0063231887698314,0.0375047657381329,-0.0358355925337322,0.8731010687357823,0.0963855421686747,0.1527777777777776,0.1216216216216214,0.0779220779220779,-0.0235294117647059,-0.0119047619047618,0.0246913580246912,0.0440251572327043,0.0121951219512195,-0.0568181818181818,-0.0879120879120879,-0.1354166666666666,-0.1530612244897959,-0.1075268817204302,-0.17,-0.0879120879120879,-0.0568181818181818,-0.0828729281767957,-0.1075268817204302,-0.0828729281767957,-0.0514285714285714,-0.0879120879120879,-0.0726256983240224,-0.1027027027027027,-0.0348837209302326,-0.0674157303370787,-0.0177514792899408,0.0709677419354837,0.0,-0.0621468926553673,-0.1354166666666666,-0.1573604060913705,-0.0726256983240224,-0.0978260869565218,-0.1027027027027027,-0.1075268817204302,-0.0726256983240224,-0.0514285714285714,-0.0726256983240224,0.0246913580246912,-0.0059880239520958,-0.0404624277456647,-0.0726256983240224,-0.0235294117647059,0.0849673202614378,0.0310559006211179,-0.0177514792899408,-0.0177514792899408,-0.0514285714285714
BBTK-L^C11,9.0,0.1416139240506329,0.0005185368632004,23.43877245602473,0.1980542043085476,0.0256593776057505,1.0,0.1200607902735562,0.0098743267504488,2.2124239496551867e-05,0.014407092722568,6.13473506706057e-08,0.1922468354430379,0.0007420838664468,0.2697160883280757,0.0027392527145038,-0.1789052069425901,-0.1789052069425901,-0.0360480640854472,3.6082257531120394,0.0263157894736842,-0.0256410256410256,-0.8592592592592593,-0.05,-0.05,-0.1739130434782608,-0.0952380952380952,-0.073170731707317,-0.0952380952380952,-0.0952380952380952,-0.0952380952380952,-0.0952380952380952,-0.0952380952380952,-0.0952380952380952,-0.1363636363636363,-0.1363636363636363,-0.1363636363636363,-0.24,-0.1162790697674418,-0.073170731707317,-0.073170731707317,-0.073170731707317,-0.073170731707317,-0.073170731707317,-0.0256410256410256,-0.0256410256410256,-0.05,-0.05,-0.7516339869281046,-0.7710843373493976,-0.7840909090909091,-0.7828571428571429,-0.7790697674418605,-0.7710843373493976,-0.7816091954022988,-0.7668711656441718,-0.7532467532467533,-0.7397260273972603,-0.7414965986394557,-0.7414965986394557,-0.7414965986394557,-0.7466666666666666,-0.7449664429530201,-0.7483443708609272,-0.7205882352941176,-0.7379310344827585,-0.7466666666666666,-0.6859504132231404,-0.7054263565891473
BBTU-L^C18,9.0,0.1005559506108991,4.199532829482762e-07,0.0189826223355318,0.127089215590822,-0.0381830600382106,1.0,0.0233869283775318,-0.0284094196609384,3.77637837810801e-08,0.0828165633126624,1.7138928674135804e-06,0.0565324196780658,4.307072081309678e-07,0.2671620925612539,5.048480223327696,-0.0138922145434006,-0.0439385948620132,-0.0021963081106521,0.5626722154047011,0.0974025974025973,0.0620689655172415,0.1666666666666667,0.1200000000000001,0.1578947368421053,0.1159420289855073,0.1711026615969582,0.2727272727272727,0.2419354838709677,0.2887029288702929,0.3218884120171674,0.3873873873873872,0.3449781659388646,0.3218884120171674,0.3333333333333332,0.5098039215686274,0.5555555555555556,0.4666666666666665,0.4807692307692308,0.6210526315789475,0.701657458563536,0.6041666666666667,0.5958549222797929,0.6296296296296298,0.6559139784946235,0.8224852071005919,1.1095890410958904,1.1538461538461542,0.8895705521472395,0.8224852071005919,0.8554216867469882,0.801169590643275,0.801169590643275,0.701657458563536,0.7303370786516854,0.801169590643275,0.75,0.8333333333333335,0.801169590643275,0.961783439490446,1.0533333333333332,1.026315789473684,0.8443113772455091,0.7906976744186047,1.0,0.8895705521472395,0.6559139784946235,0.5876288659793816,0.4528301886792452
BBVN-L^I99,10.0,-0.0498678996036988,1.381903642773208e-07,0.0062464459786329,0.144223693892568,0.0058704491119167,1.0,0.2065404475043029,-0.0444203683640302,2.7262044653349e-08,-0.0413209144792546,1.3991231139015056e-08,-0.0260898282694847,3.102232667450059e-07,-0.0557939914163089,0.8058422580589171,-0.0294089333846746,0.0057132126397269,0.0165094339622642,0.9578113905463316,0.0335195530726257,0.1474358974358973,0.098159509202454,0.1776315789473683,0.1776315789473683,0.0654761904761904,0.0914634146341464,0.0654761904761904,0.028735632183908,0.028735632183908,-0.0055555555555555,0.0112994350282487,0.0654761904761904,0.0718562874251498,0.0783132530120482,0.0783132530120482,0.1474358974358973,0.1623376623376622,0.1329113924050633,0.1776315789473683,0.1776315789473683,0.1776315789473683,0.226027397260274,0.4319999999999999,0.5840707964601772,0.4435483870967742,0.3984375,0.3664122137404579,0.3664122137404579,0.3560606060606059,0.3875968992248062,0.4672131147540983,0.6272727272727272,0.5982142857142856,0.6422018348623852,0.79,0.8645833333333335,0.9456521739130436,0.9670329670329668,1.1566265060240966,1.0813953488372094,1.0813953488372094,0.8842105263157896,1.0813953488372094,0.9456521739130436,0.7378640776699028,0.721153846153846,0.2344827586206896,0.1699346405228758
