firms,age,agr,bm,bm_ia,cashdebt,chpmia,convind,depr,egr,ep,grltnoa,herf,invest,lev,lgr,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BBXK-L,10.0,0.1163968645539872,3.0010841296453173e-07,0.0135654247611232,0.4091329456010193,-0.0048342793865189,1.0,0.0398735541346361,0.1184509747643123,4.9105741147755617e-08,0.0541975887659317,7.99693614092133e-06,0.1006612462959989,1.5184924081303796e-07,0.1131280670517219,21.31223929778099,-0.0726058315186976,1.051186574682156,0.051186574682156,0.6676396657060195,0.0278745644599303,-0.0017391304347825,-0.041736227045075,-0.0888888888888888,-0.0590163934426228,-0.1169230769230769,-0.0433333333333333,-0.0336700336700337,0.1299212598425196,0.1411530815109343,0.1643002028397566,0.1859504132231406,0.1549295774647887,0.1714285714285714,0.1690427698574337,0.1457085828343314,0.1232876712328767,0.1299212598425196,0.1666666666666667,0.1835051546391755,0.2058823529411766,0.2424242424242424,0.3105022831050228,0.3569739952718676,0.3411214953271027,0.3287037037037037,0.2755555555555555,0.3075170842824604,0.3764988009592327,0.3225806451612905,0.3165137614678899,0.3075170842824604,0.4207920792079207,0.3732057416267944,0.3569739952718676,0.3732057416267944,0.5185185185185186,0.4832041343669251,0.442211055276382,0.435,0.3798076923076923,0.442211055276382,0.3348837209302326,0.3634204275534443,0.4385964912280702,0.5105263157894737,0.3105022831050228,0.4068627450980393,0.3569739952718676
BCPS-L^C06,9.0,0.0151417170076181,2.999152869196393e-05,1.3556695126370537,0.1390707569830485,-0.0233812996373025,1.0,0.0450979373408842,0.0821036548590729,3.7109125903555858e-06,-0.0437375745526743,4.1210950222650215e-06,-0.0438636614564439,3.994970133683405e-05,-0.0312652002377992,0.1132981251242498,0.5035264181005197,0.0528252196612706,-0.1654538274947819,0.4587715218983179,0.1214285714285714,-0.8,-0.9813333333333334,0.1570247933884296,0.2280701754385965,0.1666666666666667,-0.7862595419847328,0.2499999999999997,0.2727272727272725,0.1864406779661016,0.2068965517241379,0.2280701754385965,0.1382113821138211,0.3725490196078429,-0.7627118644067796,-0.7627118644067796,0.129032258064516,0.1666666666666667,0.386138613861386,0.4141414141414141,-0.1139240506329114,0.346153846153846,-0.1907514450867052,0.320754716981132,0.346153846153846,0.346153846153846,-0.7058823529411764,-0.7107438016528926,-0.7113402061855669,-0.7071129707112971,-0.9735849056603774,-0.7577854671280277,-0.7598627787307033,-0.776,-0.7582037996545768,-0.7577854671280277,-0.7530864197530864,-0.7582037996545768,-0.7704918032786885,-0.7693574958813839,-0.780564263322884,-0.7716150081566069,-0.7944199706314243,-0.786910197869102,-0.78125,-0.7752808988764045,-0.8025387870239774,-0.797979797979798,-0.7941176470588236
BCUB-L^L00,9.0,0.1094408653463772,1.5275777193101233e-07,0.0069049182638271,0.2050718954248366,0.0172057766766065,1.0,0.1261061946902655,0.2098613251155624,5.855844288236719e-08,-0.022622728301031,3.4187273633718217e-07,0.0450966356478168,3.855519006786554e-07,0.0751953124999999,3.244936439132907,0.023510639213964,0.0978421900161031,0.0978421900161031,0.746931907921845,-0.0182815356489944,0.2517162471395879,0.1788793103448276,0.1209016393442623,0.0301318267419963,-0.1847988077496274,-0.0728813559322034,0.0224299065420561,0.058027079303675,-0.0301418439716312,0.0243445692883894,0.0129629629629628,0.0301318267419963,-0.0126353790613719,-0.0601374570446736,-0.0054545454545454,-0.0369718309859155,-0.0791245791245792,-0.0054545454545454,0.0419047619047618,0.007366482504604,0.0340264650283552,0.007366482504604,0.0961923847695389,0.1232032854209443,0.1348547717842323,0.1917211328976034,0.2375565610859729,0.2662037037037035,0.212860310421286,0.275058275058275,0.3212560386473431,0.3743718592964824,0.4207792207792207,0.5068870523415978,0.4625668449197859,0.5947521865889212,0.6088235294117648,0.4319371727748691,0.4625668449197859,0.5322128851540617,0.5763688760806915,0.4783783783783781,0.4134366925064598,0.5584045584045585,0.511049723756906,0.3276699029126213,0.3883248730964466,0.3276699029126213
BCYN-L,9.0,-0.0008871365204534,5.226212770235145e-07,0.0236233950990988,0.2298042197300893,0.0250844786104435,1.0,0.0830505447401321,0.0106769650159018,8.73972196236221e-08,-0.0276120506878359,3.72230573154833e-06,-0.0018728437654016,6.149522106581475e-07,-0.0098354454321921,10.74817015979396,0.2194962137772092,0.2415011037527593,0.2415011037527593,0.8389179778994513,-0.0532072125332544,3.348329048843187,44.71621621621622,3.666206896551724,3.22875,2.37962037962038,2.487628865979381,2.389779559118236,2.2157794676806084,2.252884615384615,2.434517766497462,2.57989417989418,2.63763440860215,55.38333333333333,2.598936170212766,2.434517766497462,2.4697435897435898,2.4591002044989776,2.535005224660397,2.62593783494105,58.35087719298246,58.35087719298246,2.231136580706781,2.5685654008438816,2.705366922234392,2.685185185185185,2.61431623931624,2.618181818181818,2.831257078142696,2.685185185185185,2.8974654377880182,2.7714604236343363,3.0612244897959178,3.166256157635468,3.25,3.239348370927318,3.553162853297443,3.404947916666667,3.090689238210399,3.0612244897959178,2.947491248541424,2.8840413318025253,2.531315240083507,2.7883538633818588,3.0759036144578307,3.0612244897959178,2.8751431844215345,2.7883538633818588,2.9019607843137254
BCYO-L^K98,8.0,0.2611374584562529,2.188092398287555e-07,0.0098905600499988,0.0272313627791906,-0.0397246504845571,1.0,0.1854655563966692,0.2595356550580432,7.8074132973789e-08,0.0001321200310482,5.530142665123424e-08,-0.0029500728182531,4.643826381566438e-06,0.2611195869029456,0.8764988102649385,0.0283528352835283,0.0283528352835283,0.0283528352835283,1.1033438353873195,0.1884057971014492,0.0,-0.0675675675675676,0.1129032258064515,0.0952380952380951,0.0615384615384613,0.1129032258064515,0.078125,0.0454545454545454,0.0454545454545454,-0.0547945205479452,-0.0612244897959184,-0.0980392156862746,0.0,-0.0142857142857143,0.0952380952380951,0.1129032258064515,0.1039999999999998,0.0534351145038167,-0.0071942446043165,-0.08,-0.1736526946107784,-0.1096774193548387,-0.1636363636363637,-0.0921052631578948,-0.1038961038961039,-0.0212765957446808,0.0375939849624058,0.0952380952380951,0.1596638655462183,0.0534351145038167,-0.0547945205479452,-0.0675675675675676,-0.1686746987951807,-0.1096774193548387,-0.0212765957446808,-0.0142857142857143,-0.0142857142857143,0.0072992700729925,-0.0281690140845071,-0.0416666666666667,-0.0547945205479452,-0.0921052631578948,-0.034965034965035,-0.0675675675675676,-0.1320754716981133,-0.4,-0.3893805309734512,-0.3640552995391705
BCZB-L,10.0,0.2522646170738402,4.07912227446779e-07,0.0184383455828859,0.1938490214352283,-0.0039100793597438,1.0,0.0562530572313712,0.1201307545627894,4.831061643156162e-08,-0.0120658135283334,2.474328864591057e-05,0.0679385122152072,4.934230105350872e-07,0.3778393351800554,12.727572998963916,0.0838375537333381,-0.1614089713125574,0.0824934677118327,0.7917938346296767,0.1373390557939913,-0.0489795918367347,-0.0844793713163064,-0.0623742454728369,-0.0661322645290581,0.0152505446623094,0.0762124711316396,0.0938967136150235,0.2663043478260869,0.3390804597701149,0.3952095808383233,0.3827893175074184,0.5129870129870131,0.4382716049382715,0.2010309278350517,0.2459893048128341,0.2802197802197801,0.2526881720430107,0.2010309278350517,0.2198952879581153,0.2263157894736842,0.1827411167512691,0.2697547683923706,0.2628726287262872,0.2393617021276597,0.1918158567774937,0.1857506361323155,0.2072538860103627,0.1563275434243176,0.0688073394495412,-0.0106157112526539,0.0043103448275862,0.0542986425339366,0.0355555555555555,0.0639269406392695,0.0812064965197216,0.1201923076923077,0.0938967136150235,0.1310679611650484,0.1592039800995026,0.1679197994987469,0.1592039800995026,0.0355555555555555,0.1310679611650484,0.170854271356784,0.2594594594594595,0.2493297587131366,0.2459893048128341,0.2944444444444445
BCZR-L^G00,9.0,-0.0965949233837245,3.295745416810792e-07,0.0148973452766375,-0.1637813287418345,0.2433607581812949,1.0,0.1687221207848938,-0.2753659496796821,-2.224265977577472e-07,-0.1297666120014541,1.541301996907765e-07,-0.0563518880079619,9.014558365719168e-07,-0.0069540795398764,1.2410412677421574,0.1794702049512588,-0.0409440492201971,-0.034246529102208,1.633913548579036,0.1643835616438356,0.1018867924528301,0.1018867924528301,0.3456221198156681,0.3153153153153152,0.1496062992125983,0.2586206896551724,0.3456221198156681,0.2066115702479338,0.2478632478632478,0.2372881355932203,0.0138888888888888,0.0103806228373701,0.0895522388059699,0.1317829457364341,0.2977777777777777,0.0618181818181817,-0.0394736842105263,-0.0068027210884353,0.0034364261168384,-0.042622950819672,-0.0875,-0.1411764705882353,-0.1151515151515151,-0.042622950819672,-0.0363036303630363,0.0245614035087717,0.1541501976284585,0.1541501976284585,0.0656934306569341,0.0735294117647058,0.1060606060606059,0.1361867704280155,0.0735294117647058,0.2066115702479338,0.2425531914893617,0.2751091703056767,0.3212669683257918,0.3094170403587444,0.2977777777777777,0.1633466135458168,0.2478632478632478,0.1187739463601533,0.1450980392156864,0.3153153153153152,0.2863436123348017,0.221757322175732,0.3971291866028708,0.3035714285714284
BDAJ-L,3.0,-0.0478816018572257,4.904799690052461e-06,0.2217055180377461,0.1886904761904762,-0.1253771220766296,1.0,0.0665593129361245,-0.1587664191890348,6.426519621046335e-07,0.048164114761398,4.7640616158007613e-07,0.0960533952408589,5.780537856029242e-06,0.0689655172413793,0.3791758644739602,0.1912575072750913,0.1681537583648908,-0.0345489443378119,0.5418158917567788,0.1379310344827586,0.0175438596491228,-0.6578171091445428,-0.0169491525423729,0.0175438596491228,-0.0491803278688525,-0.0085470085470085,-0.0333333333333333,-0.0169491525423729,-0.1594202898550725,-0.1594202898550725,-0.1470588235294119,-0.1407407407407408,-0.1532846715328468,-0.7339449541284404,-0.1714285714285714,-0.7184466019417476,-0.7289719626168225,-0.2054794520547945,-0.2162162162162162,-0.2704402515723271,-0.296969696969697,-0.3176470588235294,-0.2704402515723271,-0.2467532467532468,-0.2368421052631579,-0.7510729613733906,-0.7191283292978208,-0.7238095238095239,-0.7270588235294118,-0.7393258426966293,-0.7251184834123223,-0.7114427860696517,-0.7369614512471656,-0.7218225419664268,-0.7163814180929096,-0.6898395721925135,-0.6906666666666668,-0.722488038277512,-0.7184466019417476,-0.7128712871287128,-0.7092731829573935,-0.7231503579952268,-0.7163814180929096,-0.6864864864864866,-0.6768802228412256,-0.7302325581395349,-0.7002583979328165,-0.8916900093370682
BDBL-L^I07,10.0,-0.061781034865645,-1.670583296214949e-07,-0.0075513284643144,0.1335837684988338,-0.0337792031519065,1.0,0.2664981746700365,-187.45714285714288,5.854465213673901e-08,-0.033914617658516,1.288902132216614e-06,-0.1619364867865867,6.780888895715259e-07,0.2062386156648452,4.932171271016866,0.5084558707569249,0.007910639245322,-0.170160481444333,0.9037606641681156,-0.0405405405405405,0.1212121212121211,0.0196850393700787,0.1511111111111109,0.0485829959514167,-0.1480263157894737,3.5043478260869563,3.5043478260869563,-0.5199258572752549,-0.5542168674698795,-0.579203899268887,-0.5472027972027972,-0.5542168674698795,-0.5711920529801324,-0.6246376811594203,-0.623546511627907,-0.5750615258408531,-0.6151560178306092,-0.6439862542955327,-0.7086614173228347,-0.7107761027359017,-0.7156970362239298,-0.7144432194046306,-0.6958308866705814,-0.6810344827586207,-0.6903765690376569,-0.6585365853658537,-0.6738035264483628,-0.6430048242591316,-0.6485753052917232,-0.6535117056856188,-0.6257225433526012,-0.603672532517215,-0.5829307568438004,-0.5456140350877193,-0.5307971014492754,-0.5052531041069723,-0.5019230769230769,-0.4995169082125604,-0.4788732394366197,-0.4708886618998978,-0.4703476482617587,-0.4926542605288933,-0.4995169082125604,-0.4835493519441675,-0.4965986394557823,-0.5424028268551238,-0.5117813383600377,-0.5212569316081331
BDCK-L^L08,9.0,-0.0186135668025474,9.141734246858732e-07,0.0413222364834544,0.3690910638478971,0.0085085796855119,1.0,0.1719478819395744,0.0096252197538756,7.803191510928296e-08,-0.1639036738711976,3.2945688031889046e-08,-0.0828790241753894,6.607225518215293e-07,-0.0553061182263971,0.3489931952560133,0.225602920833233,0.0145110664138222,0.0145110664138222,0.6993504511327211,-0.1404255319148936,0.1989795918367347,1.8658536585365857,0.2113402061855671,0.1868686868686868,0.1868686868686868,0.4506172839506173,0.4242424242424243,0.3505747126436782,0.3202247191011236,0.2368421052631579,0.2500000000000002,0.1463414634146342,2.405797101449276,0.2500000000000002,0.3662790697674418,0.2113402061855671,0.2566844919786095,0.1989795918367347,0.1576354679802958,0.175,0.1989795918367347,0.1084905660377357,2.7301587301587302,0.0981308411214954,0.1407766990291261,0.2566844919786095,0.2239583333333334,0.2113402061855671,0.1137440758293839,0.0681818181818181,0.0,0.0085836909871244,0.0042735042735044,0.0491071428571427,0.119047619047619,0.2566844919786095,0.1809045226130654,0.1244019138755982,0.1407766990291261,0.0930232558139536,0.1928934010152285,0.0307017543859651,0.0262008733624454,0.0779816513761466,-0.0289256198347106,-0.0248962655601659,-0.1198501872659175,-0.2539682539682539
