firms,age,bm,bm_ia,cashdebt,convind,ep,grltnoa,herf,lev,mve_ia,secured,securedind,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,1.0,6.834884860362567e-07,0.3631881343368654,0.2258853364731455,1.0,1.1140664006906045e-07,0.0691982320231894,1.1215703124993296e-06,6.784722708289588e-07,2.1191244480744995,1.0,1.0,1.081458062993745,0.0064102564102563,-0.0147368421052632,-0.1219512195121952,-0.2844036697247707,-0.259493670886076,-0.2698907956318254,-0.1672597864768683,-0.2067796610169492,-0.2173913043478261,-0.2676056338028169,-0.3246753246753247,-0.3197674418604651,-0.3107511045655375,-0.2487961476725523,-0.2898330804248862,-0.2618296529968454,-0.2402597402597402,-0.2081218274111675,-0.1716814159292036,-0.1349353049907579,-0.1284916201117318,-0.1459854014598541,-0.025,-0.0545454545454546,-0.1428571428571429,-0.1136363636363637,-0.0841487279843445,-0.1397058823529412,-0.1333333333333334,-0.1333333333333334,-0.1642857142857142,-0.0859375000000001,-0.0564516129032258,-0.022964509394572,0.0783410138248847,0.2219321148825064,0.21875,-0.1931034482758621,-0.2013651877133107,-0.2067796610169492,-0.1687388987566608,-0.0677290836653385,0.0196078431372548,0.0308370044052863,0.0021413276231263,0.1386861313868612,0.2093023255813952,0.3220338983050845,0.3448275862068966
BACQ-L^J02,13.0,1.4836140827016718e-06,0.7883542177822979,0.1929733770340981,1.0,1.9372479479887596e-07,0.0270103220223738,1.541865681472014e-06,1.7173713117320915e-06,1.2288680258496187,1.0,1.0,0.6746503033762399,0.2898550724637683,-0.0547945205479452,-0.3168316831683169,-0.3490566037735849,-0.4102564102564102,-0.6329787234042553,-0.5369127516778525,-0.5687500000000001,-0.6101694915254238,-0.640625,-0.6650485436893204,-0.6479591836734694,-0.6479591836734694,-0.7063829787234043,-0.7415730337078652,-0.7346153846153847,-0.6986899563318778,-0.6714285714285715,-0.6745283018867925,-0.6745283018867925,-0.661764705882353,-0.6584158415841584,-0.591715976331361,-0.5964912280701755,-0.6682692307692308,-0.6368421052631579,-0.6515151515151516,-0.6946902654867256,-0.7012987012987013,-0.7088607594936709,-0.7183673469387756,-0.7112970711297071,-0.7160493827160495,-0.7148760330578512,-0.6905829596412556,-0.6973684210526316,-0.7172131147540983,-0.7620689655172415,-0.7668918918918919,-0.7816455696202532,-0.7857142857142858,-0.7857142857142858,-0.7823343848580442,-0.7653061224489797,-0.7517985611510791,-0.7415730337078652,-0.7578947368421053,-0.735632183908046,-0.7653061224489797
BALZ-L^I10,2.0,1.2292196601358884e-06,0.6531755898975994,0.0710217755443886,1.0,3.5953776214569374e-08,-0.0567253975075193,4.2426346088944935e-08,2.572692431353631e-06,0.1237633798442476,1.0,1.0,6.375262038018681,-0.125,-0.04,-0.1724137931034483,-0.1999999999999999,-0.2727272727272728,-0.3333333333333333,-0.2941176470588236,-0.368421052631579,-0.3333333333333333,-0.3513513513513513,-0.2941176470588236,-0.3142857142857143,-0.2727272727272728,-0.3513513513513513,-0.3142857142857143,-0.368421052631579,-0.4,-0.4,-0.4893617021276596,-0.5714285714285715,-0.5932203389830508,-0.625,-0.5789473684210527,-0.5862068965517242,-0.6,-0.5471698113207548,-0.5555555555555556,-0.6065573770491803,-0.5932203389830508,-0.5,-0.5294117647058824,-0.5,-0.5384615384615385,-0.6,-0.5789473684210527,-0.5294117647058824,-0.6,-0.75,-0.7362637362637363,-0.76,-0.75,-0.7525773195876289,-0.7108433734939759,-0.6417910447761195,-0.6571428571428571,-0.5714285714285715,-0.5471698113207548,-0.5384615384615385,-0.5102040816326531
BBEK-L^L95,1.0,1.4084774685410898e-07,0.0748428560986488,0.5666887856668879,1.0,5.0053017433044106e-08,0.5540512820512682,4.558213294309175e-07,2.290961192759225e-07,6.504586266090506,1.0,1.0,0.4973307621037177,0.106936416184971,-0.0253521126760563,0.0267062314540058,-0.0870712401055409,-0.0648648648648648,-0.0773333333333333,0.0581039755351682,0.0328358208955223,0.0812499999999998,0.0484848484848485,0.0116959064327486,-0.0114285714285714,0.0581039755351682,0.0914826498422713,-0.0494505494505495,0.0058139534883721,0.1419141914191419,0.1571906354515049,0.130718954248366,0.1649831649831648,0.2140350877192982,0.2910447761194028,0.4978354978354977,0.4913793103448276,0.3515625,0.3951612903225807,0.5109170305676856,0.3568627450980393,0.3155893536121674,0.3307692307692307,0.3155893536121674,0.4476987447698743,0.4008097165991902,0.3007518796992481,0.4008097165991902,0.5585585585585584,0.2627737226277371,-0.0280898876404495,-0.0494505494505495,0.0116959064327486,-0.041551246537396,-0.0280898876404495,-0.4709480122324159,-0.4364820846905537,-0.4652241112828439,-0.430921052631579,-0.3520599250936329,-0.3651376146788991,-0.403448275862069
BBIO-L^E18,1.0,7.859472490073738e-07,0.4176320755738933,0.2164405426975259,1.0,1.5125732652675365e-07,0.0106842121148098,2.125063806866297e-06,1.1972962752883344e-06,2.0919809068133786,1.0,1.0,0.9682429220240872,0.1194539249146755,-0.0638977635782747,-0.1507246376811594,-0.2207446808510637,-0.2836185819070904,-0.2467866323907455,-0.2409326424870466,-0.2525510204081632,-0.2329842931937171,-0.3170163170163169,-0.3356009070294784,-0.2693266832917704,-0.2369791666666666,-0.3217592592592593,-0.3574561403508771,-0.3264367816091953,-0.2582278481012658,-0.2487179487179486,-0.2389610389610389,-0.1972602739726027,-0.1769662921348314,-0.1699716713881018,-0.0134680134680135,-0.0517799352750808,-0.1174698795180722,-0.0424836601307189,-0.0424836601307189,-0.1253731343283581,-0.0638977635782747,-0.0757097791798107,-0.0517799352750808,0.0034246575342467,-0.0928792569659442,-0.0668789808917197,0.050179211469534,0.1626984126984128,0.0851851851851852,-0.2888349514563106,-0.2525510204081632,-0.2783251231527093,-0.195054945054945,-0.1253731343283581,-0.112121212121212,-0.0517799352750808,-0.160458452722063,-0.095679012345679,0.0732600732600732,0.0693430656934306,0.1767068273092369
BBNH-L^L97,2.0,5.674967849105134e-07,0.3015531391744402,0.1336372926656709,1.0,1.0616493409066553e-07,-0.0634017904160018,4.193489459767674e-05,1.0035432965384202e-06,14.76292217165864,1.0,1.0,0.7769125444049942,0.0905797101449275,0.0203327171903879,-0.0107526881720431,-0.1610942249240122,-0.1533742331288343,-0.1307086614173228,0.0109890109890109,-0.0547945205479452,-0.0142857142857143,-0.0921052631578948,-0.1210191082802548,-0.0315789473684211,0.0718446601941746,-0.0449826989619378,-0.1279620853080569,-0.0722689075630252,-0.0018083182640146,0.0298507462686565,-0.0383275261324043,0.0072992700729925,0.069767441860465,0.0802348336594911,0.283720930232558,0.2293986636971046,0.2266666666666665,0.1358024691358024,0.1311475409836064,0.1174089068825909,0.0844793713163063,0.0844793713163063,0.1288343558282207,0.1769722814498933,0.1769722814498933,0.2158590308370043,0.2293986636971046,0.4641909814323606,0.3697270471464018,-0.0298769771528999,0.0337078651685391,-0.0089766606822263,0.0317757009345793,-0.0315789473684211,0.115151515151515,0.1948051948051947,0.0844793713163063,0.1174089068825909,0.2078774617067831,0.1769722814498933,0.2517006802721087
BBOU-L,1.0,4.5915915915915925e-07,0.2439853220436734,0.2266808964781216,1.0,6.861861861861862e-08,0.0567414705345655,2.147835243866094e-06,4.204204204204204e-07,16.464115191171654,1.0,1.0,0.8460287141514775,0.0466760961810466,0.0443131462333827,-0.0070224719101122,-0.1239157372986369,-0.1095717884130982,-0.0889175257731957,0.0568011958146488,0.0552238805970148,0.0810397553516819,0.063157894736842,0.0306122448979591,0.0876923076923077,0.1842546063651593,0.2469135802469135,0.1902356902356903,0.3068391866913125,0.4027777777777779,0.4487704918032789,0.5204301075268816,0.6141552511415527,0.7808564231738035,0.8174807197943446,1.1167664670658684,1.155487804878049,1.0794117647058823,1.202492211838006,1.325657894736842,1.162079510703364,1.1359516616314198,1.182098765432099,1.2444444444444445,1.3966101694915252,1.3410596026490067,1.4548611111111112,1.4548611111111112,1.8739837398373984,1.76171875,0.8853333333333333,0.997175141242938,0.9316939890710384,0.9693593314763234,0.9803921568627452,1.129518072289157,1.266025641025641,1.148936170212766,1.4212328767123288,1.4463667820069204,1.4463667820069204,1.0855457227138643
BBQS-L^G99,1.0,3.903924427434542e-07,0.2074444644436708,0.3373907360509762,1.0,1.1329809853593341e-07,0.5195259593679172,6.464030114899566e-06,9.295455926128424e-07,3.2554450469895087,1.0,1.0,0.4626633761969012,-0.0274509803921567,0.0365853658536585,-0.0154440154440154,-0.0925266903914591,-0.0957446808510638,-0.0340909090909091,0.0851063829787233,0.1333333333333333,-0.0192307692307693,-0.0520446096654275,-0.1145833333333333,-0.0449438202247191,-0.0794223826714801,-0.1442953020134229,-0.1774193548387097,-0.0957446808510638,-0.0590405904059041,-0.0590405904059041,-0.0520446096654275,-0.0590405904059041,-0.0760869565217391,-0.0727272727272727,0.0669456066945606,-0.0039062500000001,-0.0413533834586467,-0.0304182509505703,-0.0154440154440154,-0.0860215053763441,-0.1206896551724138,-0.0693430656934307,-0.0827338129496403,-0.0625000000000001,-0.1114982578397213,-0.1414141414141415,-0.0989399293286219,0.1184210526315789,0.0,-0.2630057803468208,-0.2105263157894737,-0.212962962962963,-0.1528239202657807,-0.1206896551724138,-0.0267175572519084,0.0079051383399209,-0.1326530612244898,0.108695652173913,0.1805555555555553,0.1643835616438356,0.2085308056872037
BBTK-L^C11,1.0,5.413169530567397e-07,0.2876418524703061,0.4000562271577172,1.0,3.9648918425163496e-08,1.0227017587625835,3.2969016002191725e-08,4.708888241679684e-07,3.734733733665839,1.0,1.0,0.5658894466005537,-0.040909090909091,-0.0286975717439292,-0.1199999999999998,-0.009009009009009,0.0653753026634382,0.0757946210268949,0.218836565096953,-0.2580101180438447,-0.283387622149837,-0.3070866141732282,-0.2478632478632477,-0.2014519056261342,-0.1522157996146435,-0.1287128712871286,-0.1666666666666666,-0.1505791505791505,-0.1002044989775049,-0.0476190476190475,-0.057815845824411,-0.0222222222222221,0.0022779043280183,-0.111111111111111,-0.0909090909090908,-0.0517241379310343,-0.1235059760956174,-0.2128801431127012,0.1518324607329844,-0.057815845824411,-0.0265486725663715,0.0679611650485436,0.0891089108910891,0.3017751479289943,0.5017064846416384,0.4102564102564103,0.6236162361623618,1.1153846153846154,0.8257261410788381,0.1609498680738788,0.1956521739130434,0.1340206185567012,0.4057507987220448,0.698841698841699,0.7959183673469388,0.7959183673469388,1.4043715846994536,1.340425531914894,1.7329192546583854,2.055555555555556,2.235294117647059
BBTU-L^C18,1.0,1.0720137420718817e-06,0.569640423973309,0.2452513713223627,1.0,9.121740662438337e-08,1.222364928503891,6.363820877541532e-06,9.715909090909092e-07,5.612631701206626,1.0,1.0,0.75357998402075,-0.0075187969924812,0.0991735537190083,-0.0567375886524821,-0.1713395638629282,-0.2035928143712574,-0.1661442006269592,0.0114068441064638,-0.1043771043771043,-0.0921501706484642,-0.1661442006269592,-0.219941348973607,-0.1363636363636363,-0.0567375886524821,-0.1939393939393938,-0.2012012012012012,-0.1914893617021276,-0.0859106529209622,-0.5413793103448276,-0.5258467023172906,-0.5137111517367459,-0.5018726591760299,-0.465863453815261,-0.3870967741935484,-0.3755868544600939,-0.4166666666666666,-0.40625,-0.3755868544600939,-0.3913043478260869,-0.3813953488372092,-0.3543689320388349,-0.3448275862068964,-0.3282828282828283,-0.2771739130434782,-0.2651933701657458,-0.1739130434782608,-0.0890410958904108,-0.2443181818181817,-0.4153846153846153,-0.3995485327313769,-0.4153846153846153,-0.3726415094339622,-0.3870967741935484,-0.3968253968253968,-0.3755868544600939,-0.4101995565410199,-0.3383084577114427,-0.3054830287206266,-0.2549019607843136,-0.2732240437158469
