firms,age,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,ms,mve_ia,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,agr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ-L^I10,17.0,2.029089622903745e-07,0.0763882647972232,0.1199986947796624,0.0713249361852815,1.3848461030366512,-0.0189723888776316,1.0,-0.0383347073371804,6.862616098527351e-09,-0.0381331382202103,7.944996960912976e-10,4.5797712020226587e-07,0.1923271837227607,4.0,0.1623506343488089,0.0167361694168356,0.0640683542552739,-0.0031795368358814,0.0772600557546794,2.7585079476637824,0.108957485284979,0.0104166666666667,0.1851851851851851,0.0909090909090908,0.1566265060240963,0.2307692307692306,0.5483870967741935,0.4545454545454543,0.6000000000000001,0.5483870967741935,0.7454545454545451,0.714285714285714,0.92,0.846153846153846,1.0,1.0,1.1818181818181817,1.0869565217391304,1.0,0.92,1.0,1.0,0.6271186440677967,0.6551724137931034,0.8823529411764706,0.92,1.0869565217391304,1.0425531914893615,0.846153846153846,1.3414634146341462,1.2857142857142856,1.526315789473684,1.8235294117647056,2.310344827586207,2.0,2.310344827586207,2.096774193548387,1.4615384615384612,1.8235294117647056,2.692307692307692,1.8235294117647056,1.9090909090909087,1.6666666666666663,1.0425531914893615,0.92,0.92,0.8823529411764706,0.714285714285714,0.352112676056338,0.263157894736842
BAOH-L,31.0,1.26030971991285e-06,0.4744633826151302,0.1250867824762236,0.1794464555657846,0.4549738374833346,-0.1008148566103413,1.0,0.2520254692773531,1.4402724564014902e-08,-0.0712511127451486,2.8155848933366617e-08,5.981754779700792e-07,-0.3448909093163009,4.0,0.700950589087793,-0.0099509567714725,-0.2822939676590723,-0.0013199657365369,-0.0602575446779774,1.1593040611215015,-0.0267194690686891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBTK-L^C11,11.0,0.0005489239665333,206.65104604441032,0.1020806241872561,0.1818181818181818,0.272347356420927,2.205780243958229,1.0,0.8411764705882353,6.48887755965942e-05,0.1253396739130146,1.0296092046310024e-08,0.0007295602877887,-0.108730583824317,3.0,0.0015336043161458,0.1172088780784433,-0.4155844155844156,0.3563049853372434,0.2272727272727272,0.7904777884103467,0.1364296081277213,0.0,0.0,-0.0238095238095238,-0.127659574468085,-0.088888888888889,-0.0238095238095238,0.0249999999999999,0.0249999999999999,0.0249999999999999,0.1081081081081081,0.0249999999999999,0.0789473684210526,-0.088888888888889,0.0249999999999999,0.1714285714285714,0.1714285714285714,0.1714285714285714,0.1714285714285714,-0.088888888888889,0.1714285714285714,0.1714285714285714,-0.088888888888889,0.1714285714285714,0.1714285714285714,0.0249999999999999,0.0249999999999999,-0.088888888888889,0.1714285714285714,0.1714285714285714,0.0249999999999999,0.0249999999999999,0.0249999999999999,-0.18,-0.2545454545454546,-0.18,-0.0238095238095238,0.1081081081081081,0.1081081081081081,0.0249999999999999,0.5769230769230769,0.5769230769230769,0.2058823529411764,0.2058823529411764,0.2058823529411764,0.2058823529411764,0.2058823529411764,-0.0238095238095238,-0.0238095238095238,-0.0238095238095238
BBTU-L^C18,17.0,4.449055346190327e-07,0.1674916741212914,0.1704342707892655,0.0865919715070119,2.4345264512747558,-0.0098375844095142,1.0,0.0162668548134211,3.366778489306677e-08,-0.1480181393847981,3.8607924835077695e-06,4.874106840482511e-07,0.1137076537013801,4.0,3.9183718290211145,-0.4054956364383289,0.9671246237408984,0.1270833440711356,-0.0328753762591016,0.4529658117610803,0.0649622881770987,0.0833333333333334,-0.0175438596491228,0.0566037735849056,0.0666666666666666,0.1467576791808873,0.1506849315068492,0.1546391752577318,0.2262773722627735,0.1275167785234898,0.0632911392405062,0.1313131313131312,0.1830985915492957,0.3023255813953487,0.2873563218390804,0.1999999999999999,0.2923076923076921,0.2873563218390804,0.2444444444444442,0.2490706319702602,0.3548387096774192,0.4736842105263159,0.4672489082969431,0.4867256637168142,0.4933333333333332,0.5627906976744186,0.7142857142857142,0.846153846153846,0.696969696969697,0.696969696969697,0.826086956521739,0.8563535911602209,1.1818181818181817,1.4347826086956523,1.2105263157894737,1.0869565217391304,1.0119760479041915,0.8666666666666665,0.92,1.1265822784810124,0.731958762886598,0.7684210526315789,0.5272727272727271,0.3658536585365852,0.3228346456692912,0.3493975903614457,0.4999999999999998,0.5999999999999999,0.5924170616113744,0.6310679611650485
BBXK-L,17.0,5.4346423550967954e-08,0.0204595644575445,0.0740178623547953,0.197405228682929,1.8191017688129396,0.0149011669818904,1.0,-0.8076484741040901,7.000515827170988e-08,-0.0212997659083662,1.8407385228915905e-06,4.488439755901316e-07,-0.2355223334890618,2.0,5.63805418777194,-0.0159053725019433,0.1032131233775334,0.956730711317232,-0.0432692886827681,0.5535021912786684,-0.4191484458662618,6.4264705882352935,0.0,0.0,0.0,-0.0144927536231882,-0.0144927536231882,-0.0144927536231882,-0.7976190476190476,-0.0144927536231882,-0.0144927536231882,-0.0285714285714284,-0.8017492711370262,-0.0285714285714284,-0.0285714285714284,-0.0285714285714284,-0.0285714285714284,-0.0285714285714284,-0.0285714285714284,-0.0144927536231882,-0.7536231884057971,-0.0144927536231882,-0.0285714285714284,-0.0285714285714284,-0.0285714285714284,-0.0285714285714284,-0.0285714285714284,-0.0285714285714284,-0.0285714285714284,-0.0285714285714284,-0.0285714285714284,-0.0285714285714284,-0.0285714285714284,-0.0285714285714284,-0.0285714285714284,-0.0285714285714284,-0.0285714285714284,-0.0285714285714284,-0.0144927536231882,-0.0144927536231882,-0.0285714285714284,-0.0144927536231882,-0.0144927536231882,-0.820580474934037,-0.8260869565217391,-0.8233766233766233,-0.8238341968911918,-0.8181818181818181,-0.8116343490304709,-0.8023255813953488
BCPS-L^C06,16.0,1.2365256408673044e-05,4.655094926164754,0.0300174013921113,0.0361847473829008,0.9555906216044574,-0.2549363311265727,1.0,-0.2767315671879988,-3.414633361750732e-06,-0.2550907182485772,1.677323216246792e-07,2.5741397084648243e-05,-0.2145116976105235,3.0,0.049287632387345,0.3526833817201046,0.3276842538734003,-0.5423988029580112,0.0464862505456132,2.052468643591777,-0.2266599303321189,0.0476190476190476,-0.9868815592203898,-0.9868123587038432,0.0294117647058824,-0.986922406277245,-0.9870896348210992,0.0,-0.9863636363636364,-0.9860428020736408,-0.9860982391102872,-0.9865073245952196,-0.9865419123301716,-0.9865384615384616,-0.9862727153876324,-0.2222222222222222,-0.2045454545454545,-0.2045454545454545,-0.9860074626865672,-0.9857742853271916,-0.5138888888888888,-0.9860576284689948,-0.3225806451612902,-0.3225806451612902,-0.9860576284689948,-0.9856772609466647,-0.6276595744680851,-0.9858833019628932,-0.3354430379746835,-0.9859173819742488,-0.986270920502092,-0.987417615338526,-0.9869272908366534,-0.4,-0.339622641509434,-0.986569455103607,-0.9862150452934226,-0.987300435413643,-0.9875592417061612,-0.9878331402085748,-0.9878962536023056,-0.9871998049494088,-0.9870498273310312,-0.9864060072501296,-0.9864812668984164,-0.9864986498649864,-0.9873264936632468,-0.5353982300884955,-0.5588235294117647,-0.9877336448598132
BCQE-L^A14,17.0,-6.281214917583071e-07,-0.2364661979227741,0.2577665827036104,-0.1129668994837534,1.131126394188923,-0.1565729857884782,1.0,0.371002132196162,-4.620551564567329e-07,-0.1514206514206311,2.493200223932297e-07,3.012638694529734e-06,-0.1193603655054254,3.0,0.688317015510187,0.0110296878505518,0.043773957359318,-0.0029193615185787,-0.2487792341300436,2.052468643591777,-0.1951219512195122,0.0,0.2857142857142856,0.1999999999999999,0.1999999999999999,0.3846153846153846,0.7999999999999998,0.5,0.3846153846153846,0.125,0.0588235294117645,-0.1,0.125,-0.0526315789473684,0.125,0.5,0.2857142857142856,0.125,0.0,0.125,-0.1,-0.0526315789473684,-0.1818181818181818,-0.3076923076923077,0.0,-0.1428571428571429,-0.4375,-0.3571428571428572,-0.4857142857142856,-0.3076923076923077,-0.1,0.0,0.2857142857142856,0.7999999999999998,0.1999999999999999,-0.6538461538461539,-0.6603773584905661,-0.7272727272727273,-0.7096774193548387,-0.7,-0.7567567567567568,-0.7313432835820896,-0.8,-0.8301886792452831,-0.8333333333333334,-0.8548387096774194,-0.8200000000000001,-0.8448275862068966,-0.8487394957983193,-0.825242718446602
BCZB-L,17.0,8.157138000700115e-07,0.3070882678377046,0.0593572458237937,0.0734536967117457,1.3544042591800909,-0.0386646573752652,1.0,-0.1430250783699059,1.1375981208109442e-08,-0.1477840650943786,6.928647021283483e-06,1.3350926142435326e-06,-0.0336123110151187,4.0,3.605472232512121,-0.3086495977540424,0.1565918423809768,0.470205720203022,-0.101044279796978,-1.6823513472063747,-0.0774239656952275,0.0899653979238752,7.257142857142858,0.0284697508896798,0.0212014134275617,0.0321428571428572,0.0104895104895106,0.0104895104895106,0.024822695035461,7.257142857142858,0.0069686411149825,0.0104895104895106,0.0703703703703704,0.10727969348659,0.0823970037453183,0.1377952755905511,7.257142857142858,7.257142857142858,0.0783582089552239,0.066420664206642,0.0395683453237412,0.0988593155893537,-0.0493421052631578,0.0321428571428572,-0.0766773162939296,-0.030201342281879,-0.0203389830508474,0.050909090909091,0.0395683453237412,0.0946969696969697,0.1377952755905511,0.0703703703703704,0.2041666666666668,0.3136363636363635,0.2403433476394849,0.1747967479674796,0.0358422939068101,-0.030201342281879,0.0433212996389891,0.0703703703703704,-0.0796178343949044,-0.043046357615894,-0.2082191780821917,-0.2334217506631299,-0.2793017456359101,-0.2774999999999999,-0.3002421307506052,-0.2608695652173913,-0.2103825136612022,-0.2016574585635359
BDAJ-L,11.0,8.187277980838864e-08,0.0308222934713841,0.0780452224653537,0.0797364834166288,-0.0508764665827716,0.2341271673094964,1.0,-0.6140394088669952,2.3198158414119058e-08,-0.057816377171212,1.915981027720187e-08,7.001246007864761e-07,0.0298186289578849,3.0,1.2869173218136865,0.2925904260583651,-0.0920760117405001,0.4148364306558132,-0.5851635693441868,0.2357565333855419,-0.121102628358296,-0.0285714285714285,0.0465116279069768,0.0465116279069768,0.1170212765957448,0.1931818181818181,0.1538461538461537,0.1666666666666665,0.2115384615384614,0.1330935251798561,0.1330935251798561,0.1710037174721188,0.1931818181818181,0.0361842105263157,0.0975609756097559,0.1091549295774647,0.1052631578947367,0.0677966101694913,0.0465116279069768,0.0194174757281553,-0.009433962264151,-0.0597014925373134,-0.009433962264151,0.0,0.129032258064516,0.0750853242320819,0.1052631578947367,0.1931818181818181,0.1052631578947367,0.0862068965517242,0.26,0.25,2.058252427184466,0.3235294117647058,0.3404255319148934,0.3347457627118644,0.1842105263157893,0.125,0.0535117056856186,0.290983606557377,0.1931818181818181,2.118811881188119,0.1886792452830188,0.1013986013986014,0.1454545454545455,2.0288461538461537,0.26,0.25,0.3695652173913044,0.3938053097345133
BDBL-L^I07,17.0,-4.156163518321298e-07,-0.156465301381686,0.1061089708310401,0.0517064307157528,1.2310841291795438,0.1267183656193634,1.0,0.0145408163265305,2.9418155152311925e-08,-0.0413367780648314,1.1014269941515369e-07,1.285463649914788e-06,-0.0549345011716799,5.0,1.2868091694300985,-0.005338774272418,-0.0874461145324504,-0.0637302381720947,-0.0838873956712405,1.137424896626349,-0.0920655112100493,0.0254237288135592,0.1132075471698113,-0.0367346938775511,-0.1060606060606061,-0.0445344129554656,-0.0888030888030888,-0.0445344129554656,-0.0125523012552302,-0.02880658436214,0.0172413793103447,-0.1194029850746269,-0.1094339622641509,-0.0327868852459016,0.1028037383177569,0.0305676855895196,0.0776255707762556,0.0535714285714283,-0.0327868852459016,0.1028037383177569,-0.0852713178294574,-0.1418181818181818,-0.0852713178294574,0.0535714285714283,0.4842767295597483,0.388235294117647,0.2826086956521738,0.5424836601307188,0.4842767295597483,0.6619718309859155,1.017094017094017,0.8437499999999998,1.017094017094017,1.593406593406593,1.1071428571428568,0.6857142857142857,0.6978417266187051,0.4749999999999998,0.2421052631578948,0.388235294117647,0.3409090909090908,0.1346153846153845,-0.1127819548872181,-0.1127819548872181,-0.2185430463576159,-0.3480662983425414,-0.2531645569620254,-0.2670807453416149,-0.3389355742296919,-0.2484076433121019
