firms,age,agr,chpmia,currat,depr,egr,grltnoa,herf,invest,pchcapx_ia,pchcurrat,pchdepr,pchquick,pchsale_pchinvt,pchsale_pchrect,quick,salerec,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,11.0,0.2935759458559859,-0.9936912531869035,0.9694029850746269,0.1042953598620887,0.0154996353026987,0.0950077399380786,2.857221727440717e-06,0.3341839565072674,-0.2546084568884293,0.0025764712558877,-0.1260048843556961,0.032051773414658,-0.5821567311866757,-0.457590092937173,0.4701492537313433,15.487283825025434,-0.2703920253043227,-0.0376569037656905,0.1273584905660376,-0.0123966942148759,-0.1464285714285713,0.138095238095238,0.0814479638009051,0.4226190476190476,0.3502824858757063,-0.1701388888888888,-0.0627450980392155,0.0042016806722691,-0.2484276729559748,-0.3397790055248618,-0.4240963855421686,-0.4849137931034482,-0.5,-0.4849137931034482,-0.5200803212851406,-0.454337899543379,-0.7795202952029521,-0.7978003384094754,-0.7675097276264591,-0.7736742424242424,-0.7590725806451613,-0.7656862745098039,-0.7473572938689218,-0.774102079395085,-0.8047385620915033,-0.8021523178807947,-0.8106180665610142,-0.7978003384094754,-0.8094098883572567,-0.8021523178807947,-0.7981418918918919,-0.7943201376936316,-0.8050570962479608,-0.8008333333333333,-0.8075684380032206,-0.8001672240802675,-0.8063209076175041,-0.7932525951557093,-0.7766355140186916,-0.7710727969348659,-0.7778810408921932,-0.764763779527559,-0.7012499999999999,-0.7271689497716896,-0.7134292565947242,-0.6967005076142132
BALZ_07-L^I10,11.0,0.210049405852038,0.2684571216993858,1.6808607958876958,0.2315650865312265,0.152726628197806,0.1426967753747124,1.857895912396622e-08,0.0956705992589121,1.7959952999393811,-0.2211750149585674,-0.2103886056327937,-0.2850068579349428,-0.200166231279162,-0.1625536222800183,1.218858225697545,3.2198442048941693,0.0595439480770558,0.0897435897435896,-0.0126582278481012,0.0540540540540541,0.1818181818181818,0.1470588235294117,0.3448275862068968,0.3220338983050848,0.3,0.56,0.6956521739130435,0.8571428571428572,0.6956521739130435,0.6250000000000002,0.6250000000000002,0.5294117647058825,0.8571428571428572,0.8139534883720931,1.0,0.8571428571428572,1.0,0.95,0.95,1.166666666666667,1.166666666666667,1.166666666666667,1.6,1.6,1.4375,1.2941176470588234,0.902439024390244,0.95,1.0526315789473686,1.166666666666667,1.3636363636363638,1.2941176470588234,1.166666666666667,1.4375,1.6896551724137936,1.6896551724137936,1.7857142857142856,1.5161290322580645,1.8888888888888888,2.0,2.391304347826087,2.391304347826087,2.2500000000000004,2.12,2.0,2.2500000000000004
BBOU_00-L,11.0,-0.0565665932537382,-0.2810250352872086,0.881807180314643,0.1384518565135305,-0.1100795755968169,0.0250506978408684,0.0001715071712227,0.0203431088443259,-0.2989877030618486,-0.1212823941965475,-0.2554807143476336,-0.2002948254829059,-0.1940856879743525,-0.3192303353030578,0.5857200484066156,5.900450225112556,-0.2092914124824026,0.016,-0.0862573099415204,-0.0699404761904761,-0.1295264623955431,-0.0754437869822485,-0.0942028985507247,-0.1109530583214793,-0.0862573099415204,-0.0141955835962145,-0.074074074074074,0.1595547309833025,-0.0157480314960629,-0.1221910112359551,-0.1367403314917127,-0.1159830268741159,-0.1438356164383561,-0.151967435549525,-0.0172955974842767,0.1343012704174229,-0.0354938271604938,-0.0126382306477093,-0.0141955835962145,-0.0822320117474302,-0.0157480314960629,-0.0685543964232489,-0.098124098124098,-0.0515933232169953,0.0757314974182445,0.0813148788927335,0.1814744801512287,0.2450199203187251,0.179245283018868,0.2159533073929962,0.2278978388998036,0.1682242990654205,0.1301989150090414,0.1660447761194028,0.1425959780621573,0.1660447761194028,0.1180679785330949,0.1617100371747213,0.1770244821092279,0.1770244821092279,0.1384335154826956,0.1748120300751878,0.0665529010238907,0.0382059800664451,0.0850694444444444,0.0888501742160279
BBTU_63-L^C18,10.0,-0.0463743428588211,0.1716080743547534,0.5111956062526405,0.0325913355959273,-0.1286326822296331,-0.0610351929523847,2.700666097569318e-05,0.0407647801697553,0.8130287234493817,0.2306635637302018,0.3935705907937143,0.2307378750205819,0.2727246151408675,0.3123911139585765,0.4937684833122095,20.55555555555556,0.2264818405743934,-0.0201342281879194,-0.0181219110378912,-0.0942249240121581,-0.1835616438356164,-0.1222385861561119,-0.1337209302325581,0.1245283018867924,0.0222984562607204,0.0548672566371679,0.0915750915750914,0.1872509960159363,0.0492957746478874,-0.0969696969696969,-0.2229465449804433,-0.2614622057001239,-0.273170731707317,-0.2687116564417178,-0.1967654986522911,-0.1485714285714285,-0.06436420722135,-0.1010558069381598,-0.0716510903426791,-0.1064467766116941,-0.0599369085173501,0.0205479452054795,-0.0066666666666667,0.0329289428076258,0.0623885918003563,0.1161048689138577,0.0797101449275363,0.0623885918003563,0.0700179533213642,0.2113821138211382,0.244258872651357,0.1801980198019801,0.1848906560636183,0.2956521739130435,0.3638443935926774,0.2872570194384449,0.2789699570815449,0.3070175438596492,0.3273942093541202,0.4607843137254901,0.6883852691218131,0.7275362318840579,0.5165394402035624,0.4430992736077481,0.49,0.4430992736077481
BBVN_02-L^I99,11.0,-0.0799443865137295,0.0358698566058583,1.4460377358490566,0.1620294599018003,-0.3310657596371882,-0.120926864590874,1.3793632075801404e-07,0.0281543274244004,-0.8123923017480515,0.0665756640266693,-0.2155073649754501,0.0969020554118089,0.0286641955746703,-0.1081575715246409,1.0090566037735849,2.891097666378565,-0.0298723897911833,-0.0168539325842697,0.0348837209302326,-0.011111111111111,-0.011111111111111,0.1558441558441559,0.1055900621118011,0.0,0.4471544715447155,-0.0430107526881721,-0.1523809523809524,0.1710526315789473,-0.0430107526881721,-0.2123893805309733,-0.164319248826291,-0.187214611872146,-0.1188118811881188,-0.0378378378378378,-0.0055865921787709,0.1410256410256409,0.0920245398773007,0.1710526315789473,0.1710526315789473,0.0595238095238095,0.0853658536585366,0.0595238095238095,0.0229885057471264,0.0229885057471264,-0.011111111111111,0.0056497175141243,0.0595238095238095,0.0658682634730538,0.072289156626506,0.072289156626506,0.1410256410256409,0.1558441558441559,0.1265822784810126,0.1710526315789473,0.1710526315789473,0.1710526315789473,0.2191780821917808,0.4239999999999999,0.5752212389380533,0.435483870967742,0.390625,0.3587786259541985,0.3587786259541985,0.3283582089552237,0.3798449612403101,0.459016393442623
BCPS_48-L^C06,10.0,0.0010099283727723,-0.2933267524532253,0.9184633269921793,0.0405561993047508,0.0631293426968378,-0.0314938619581029,4.308351886007286e-05,-0.0257454048259038,0.7306231484303339,-0.1718434719209929,-0.1007083317758754,-0.1794022445083696,-0.0090615419503112,0.1963131694064867,0.8524096385542168,6.390336179872446,-0.0009970258212789,-0.0009842519685039,0.0190571715145435,0.1314031180400889,0.1238938053097347,0.1339285714285714,0.3879781420765027,0.530120481927711,0.4309859154929578,0.4452347083926031,0.5440729483282676,0.9651837524177952,0.4897360703812317,0.0706006322444678,0.1493212669683259,0.2196878751500599,0.1493212669683259,0.1402918069584735,0.2574257425742574,0.4514285714285715,0.4682080924855492,0.5703245749613601,0.4660894660894661,0.5186846038863975,0.551145038167939,0.6440129449838188,0.6601307189542485,0.5899843505477309,0.6655737704918034,0.6628477905073649,0.5440729483282676,0.5582822085889572,0.7220338983050847,0.7220338983050847,0.6933333333333334,0.6101426307448496,0.9651837524177952,1.073469387755102,1.090534979423868,0.9426386233269596,0.9352380952380952,0.913370998116761,0.924242424242424,0.878003696857671,1.134453781512605,1.0991735537190084,1.0948453608247424,1.081967213114754,0.8339350180505416,0.7577854671280275
BCQE_67-L^A14,11.0,1.1289969937141298,-2.7291246291864626,1.1105374325275756,0.1345565749235474,1.34435049961568,0.1474364573324992,0.0001092533547589,1.0798529156003875,2.120863434048535,-0.148639871867851,3.8667614863856845e-05,-0.1392499534022404,0.3425675436716437,0.2260538278768,0.8103731518422905,3.774659182036888,1.5649828347229036,0.0150336962156556,0.0855374226223972,0.1589065785521177,0.041014570966001,0.1889060092449921,0.2640891218872869,0.4390152928011936,0.3932827735644635,0.5727680391357519,0.3051420838971583,0.7754256787850897,0.5727680391357519,0.2124450031426774,0.0969576343474551,-0.1205835422840209,-0.0330827067669172,0.0238853503184712,0.0326552462526765,0.223984771573604,0.1060779816513759,0.1747868453105967,0.1172893136403125,0.0206349206349205,0.2109227871939736,0.2097836312323611,0.2924623115577889,0.3773652267047482,0.4406273338312172,0.3140326975476839,0.3632508833922261,0.2796019900497513,0.2216592780240658,0.4059766763848396,0.3768736616702355,0.3126913916298059,0.4438622754491017,0.4953488372093022,0.424141749723145,0.5315601429138546,0.54073482428115,0.4849884526558889,0.6257901390644753,0.6607834696513128,0.6643658326143227,0.7347122302158273,0.762448606669712,0.8258400378608612,0.9804928131416836,0.9494694290045478
BCUB_73-L^L00,10.0,0.5054842641049536,-0.5414840613869153,1.5787178368948975,0.1445279866332497,0.5308201732042791,0.2824115139202444,5.43294620709678e-06,0.2560757043515664,9.8590325014609,-0.0956766556976559,0.1460815782145421,-0.1836400566393613,-0.2795051638665666,-0.2535944667183736,1.1373746184038378,5.010262529832936,0.2316944379253696,0.0893617021276595,0.0585585585585584,-0.0167364016736402,-0.0891472868217053,0.1838790931989924,0.2368421052631579,0.2702702702702702,0.4506172839506173,0.4242424242424243,0.2912087912087913,0.370262390670554,0.2207792207792207,0.1217183770883054,-0.0021231422505307,-0.2166666666666666,-0.1231343283582089,-0.1247672253258845,-0.1407678244972576,0.0755148741418765,0.0129310344827586,-0.0368852459016393,-0.1148775894538605,-0.2995529061102832,-0.2033898305084746,-0.1214953271028036,-0.0909090909090908,-0.1666666666666666,-0.1198501872659175,-0.1296296296296296,-0.1148775894538605,-0.151624548736462,-0.1924398625429553,-0.1454545454545454,-0.1725352112676055,-0.2087542087542088,-0.1454545454545454,-0.1047619047619047,-0.1344383057090238,-0.1115311909262759,-0.1344383057090238,-0.0581162324649299,-0.0349075975359343,-0.0248962655601659,0.0239651416122004,0.0633484162895927,0.087962962962963,0.0561797752808987,0.0955710955710955,0.1352657004830919
BCZR_85-L^G00,10.0,-0.0678061981638556,7.260360141531552,1.9407717618905167,0.1717734447539461,0.1335012594458438,-0.0072675766666504,1.3666605077170206e-06,-0.0201080677541709,-0.1553074333375542,-0.0146905009327838,0.0180849076271542,0.0101535942903777,0.1071352489644004,-0.0111152174030838,1.5605743344301524,3.207127627170271,-0.0799658165663823,-0.026315789473684,-0.0206185567010309,-0.0155440414507772,-0.1142191142191142,-0.0617283950617284,-0.0452261306532664,-0.0452261306532664,0.095100864553314,0.25,0.3380281690140845,0.1550151975683888,0.2101910828025477,-0.05,0.1209439528023597,-0.0026246719160105,0.144578313253012,0.1176470588235294,0.3013698630136985,0.4339622641509433,0.4339622641509433,0.7511520737327189,0.7117117117117115,0.4960629921259842,0.6379310344827587,0.7511520737327189,0.5702479338842974,0.6239316239316239,0.6101694915254237,0.3194444444444444,0.3148788927335639,0.4179104477611939,0.4728682170542635,0.6888888888888889,0.3818181818181818,0.25,0.2925170068027209,0.3058419243986252,0.2459016393442623,0.1874999999999997,0.1176470588235294,0.1515151515151516,0.2459016393442623,0.2541254125412542,0.3333333333333332,0.5019762845849802,0.5019762845849802,0.4022140221402213,0.3970588235294117,0.4393939393939392
BDAJ_H9-L,4.0,-0.0566900335263639,-4.256382934129518,1.3006230529595015,0.0726495726495726,-0.1371350984385607,-0.034504391467997,5.216208912492609e-06,0.0704053642182261,0.1337515306203199,-0.3229175015896934,0.0915012406947891,-0.323140303374385,0.303615805168986,0.3703606305247428,1.1931464174454829,4.081349206349207,0.022365805168986,-0.0997506234413965,0.1556195965417866,0.2078313253012047,0.1232492997198879,0.2852564102564101,0.2151515151515151,0.4119718309859155,0.2453416149068321,0.2730158730158729,0.1016483516483515,0.319078947368421,0.0552631578947369,-0.1206140350877192,-0.1108647450110864,-0.198,-0.270909090909091,-0.2902654867256637,-0.1413276231263384,-0.0717592592592594,-0.1449893390191898,-0.1645833333333333,-0.1339092872570194,-0.2027833001988072,-0.1832993890020366,-0.198,-0.2273603082851638,-0.3237774030354131,-0.3226351351351352,-0.3109965635738833,-0.3133561643835616,-0.330550918196995,-0.3349917081260365,-0.3191850594227504,-0.297723292469352,-0.3226351351351352,-0.3734375000000001,-0.3988005997001499,-0.4230215827338129,-0.4263233190271818,-0.4631860776439089,-0.4179970972423802,-0.4085545722713865,-0.3859111791730475,-0.3782945736434109,-0.297723292469352,-0.3098106712564543,-0.3168654173764906,-0.3490259740259741,-0.3133561643835616
