firms,absacc,acc,age,currat,depr,herf,mve_ia,pctacc,quick,salerec,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BCQE_67-L^A14,0.0608174301500842,0.0608174301500842,2.0,2.0339116719242907,0.0862516212710765,5.925555807892602e-06,1.9393000393726496,0.7300094073377239,1.114616193480547,4.418544752092724,1.224016435010985,-0.0061633281972265,0.0816666666666667,0.0156494522691705,-0.0240601503759398,0.0062015503875969,-0.0255255255255255,-0.1276881720430107,-0.1846733668341708,-0.1604139715394567,-0.1121751025991791,-0.1133879781420764,-0.0566860465116279,-0.0298953662182361,-0.0820367751060821,-0.0342261904761903,0.1507092198581561,0.2314990512333967,0.152753108348135,0.2409177820267685,0.2432950191570881,0.1507092198581561,0.2432950191570881,0.2928286852589643,0.3353909465020575,0.3634453781512605,0.3271983640081801,0.3750000000000002,0.4988452655889146,0.763586956521739,0.582926829268293,0.0220472440944883,-0.0196374622356495,-0.1023513139695712,-0.1109589041095889,-0.1997533908754623,-0.1437994722955144,-0.1133879781420764,0.0501618122977347,0.142605633802817,0.2456813819577736,0.2130841121495328,0.3032128514056225,0.2902584493041749,0.036741214057508,0.0252764612954186,0.0252764612954186,-0.0166666666666666,0.0656814449917899,0.142605633802817
BCUB_73-L^L00,0.5119778869778869,0.5119778869778869,1.0,1.665185185185185,0.1095817893065113,2.702921534026066e-06,1.5627708883765992,2.2527027027027025,1.1540740740740745,4.807572614107883,0.9001028329140047,-0.0044843049327353,0.0324074074074074,0.0518867924528301,0.0469483568075117,0.0721153846153845,0.056872037914692,-0.0219298245614034,-0.0590717299578059,-0.0550847457627118,-0.0044642857142858,0.0229357798165137,0.0,-0.0044642857142858,0.0136363636363634,0.0518867924528301,0.2054054054054053,0.252808988764045,0.1736842105263158,0.2742857142857142,0.319526627218935,0.252808988764045,0.3117647058823529,0.4203821656050954,0.3937499999999998,0.3765432098765431,0.3937499999999998,0.319526627218935,0.5486111111111112,0.7698412698412698,0.6641791044776117,-0.0387931034482758,0.0276497695852535,0.1614583333333332,0.2320441988950274,0.2816091954022988,0.3273809523809523,0.3597560975609757,0.3850931677018632,0.5170068027210883,0.8130081300813008,0.9734513274336284,1.0648148148148149,1.207920792079208,0.8898305084745763,0.7698412698412698,0.5815602836879434,0.6277372262773722,0.5704225352112677,0.7698412698412698
BCYO_38-L^K98,0.41244488811247,-0.41244488811247,1.0,1.1501702610669693,0.1121495327102803,1.779063192475989e-07,1.449773705456648,-6.593085106382981,1.1501702610669693,0.4479186287436429,1.1308345267489994,0.0703125,-0.0191570881226053,-0.069090909090909,-0.1017543859649122,-0.044776119402985,0.024,0.0491803278688525,0.1377777777777777,0.1327433628318586,0.0711297071129706,0.1130434782608695,0.1531531531531531,0.1179039301310043,0.0666666666666666,-0.0229007633587786,0.1428571428571428,0.1531531531531531,0.0406504065040651,0.0940170940170941,0.1130434782608695,-0.0153846153846154,-0.0153846153846154,0.0078740157480314,0.1377777777777777,0.2190476190476189,0.1636363636363635,0.1179039301310043,0.2190476190476189,0.2549019607843137,-0.0622710622710622,-0.4046511627906977,-0.3245382585751979,-0.383132530120482,-0.36,-0.4298440979955457,-0.3756097560975608,-0.3933649289099525,-0.420814479638009,-0.4446854663774403,-0.3976470588235293,-0.4385964912280701,-0.4553191489361702,-0.4260089686098655,-0.3816425120772946,-0.3860911270983213,-0.4272930648769574,-0.3947990543735225,-0.4311111111111111,-0.3786407766990292
BCZR_85-L^G00,0.693925546686588,0.693925546686588,1.0,1.2408744317029223,0.141657351442788,1.2255345389423603e-05,5.3703231521700365,5.844655131142496,0.8741214514993497,14.00912794741848,0.9240868653141314,-0.0364583333333332,-0.1232876712328766,-0.1192660550458716,-0.2131147540983606,-0.2131147540983606,-0.1428571428571428,-0.1541850220264317,-0.1864406779661017,-0.1086350974930362,-0.1152073732718894,-0.2558139534883721,-0.1272727272727273,-0.02834008097166,0.1047180667433831,0.1162790697674418,0.3714285714285714,0.461187214611872,0.3296398891966758,0.3008130081300812,0.3079019073569482,0.1707317073170733,0.1267605633802817,0.1925465838509314,0.2121212121212121,0.8250950570342206,0.7021276595744681,0.8045112781954886,0.7297297297297298,0.7297297297297298,0.794392523364486,0.1188811188811187,0.2435233160621761,0.4076246334310849,0.437125748502994,0.5686274509803921,0.6842105263157894,0.6842105263157894,0.536,0.8181818181818181,1.0210526315789474,1.222222222222222,1.191780821917808,1.4615384615384617,1.0869565217391304,1.064516129032258,1.0425531914893615,0.9591836734693876,0.7777777777777777,1.1333333333333333
BDAJ_H9-L,0.2321100917431192,0.2321100917431192,30.0,1.5387195121951218,0.0523542215603161,3.7584432568877584e-06,4.544708989424439,1.2635960044395116,1.103658536585366,8.10229799851742,1.088640937136957,-0.0236966824644548,0.0047619047619047,-0.0538116591928251,-0.0806100217864923,-0.1078224101479916,-0.0580357142857144,-0.156,-0.1626984126984128,-0.1900191938579655,-0.2141527001862198,-0.1626984126984128,-0.1837524177949709,-0.1244813278008299,-0.1115789473684211,-0.0474040632054175,0.0710659898477157,0.1530054644808742,0.057644110275689,0.1283422459893046,0.2057142857142857,0.0989583333333332,0.0737913486005088,0.0989583333333332,0.0792838874680306,0.1436314363143631,0.2522255192878337,0.2905198776758408,0.430508474576271,0.5457875457875456,0.5629629629629627,0.1076115485564304,0.1436314363143631,0.0737913486005088,0.0267639902676397,0.0904392764857879,0.1047120418848166,0.192090395480226,0.1657458563535909,0.294478527607362,0.5071428571428571,0.5514705882352939,0.5746268656716416,0.6549019607843138,0.5571955719557196,0.5984848484848484,0.5179856115107915,0.4551724137931034,0.5179856115107915,0.4452054794520548
BDFF_05-L^C99,0.0240268285435327,0.0240268285435327,2.0,1.607843137254902,0.041497633536173,1.3767323385143065e-05,2.9978303831488216,0.3389221556886231,1.0196078431372548,6.672727272727273,0.6971643827009432,-0.0273224043715847,-0.102941176470588,-0.0849999999999999,-0.1605504587155963,-0.1408450704225352,-0.1902654867256638,-0.2179487179487178,-0.3120300751879699,-0.2988505747126436,-0.2112068965517241,-0.2112068965517241,-0.2591093117408907,-0.2591093117408907,-0.2310924369747898,-0.268,-0.1830357142857142,-0.2245762711864407,-0.3015267175572519,-0.2738095238095237,-0.28515625,-0.3068181818181817,-0.2438016528925619,-0.2620967741935484,-0.3171641791044776,-0.2620967741935484,-0.2961538461538461,-0.2934362934362934,-0.2906976744186046,-0.2738095238095237,-0.3068181818181817,-0.4786324786324786,-0.4403669724770642,-0.4649122807017544,-0.4208860759493671,-0.4208860759493671,-0.3601398601398601,-0.2738095238095237,-0.3369565217391305,-0.2620967741935484,-0.2560975609756097,-0.2438016528925619,-0.3464285714285714,-0.2043478260869564,-0.268,-0.1973684210526315,-0.2961538461538461,-0.3015267175572519,-0.2738095238095237,-0.3556338028169014
BWQW_65-L^I10,0.041179758465025,0.041179758465025,12.0,2.148352963451185,0.1535075994806385,1.632986517434388e-06,0.8058882473172763,0.5026095060577813,1.601871202134842,3.455855406429579,0.7963422777206491,0.0370370370370369,0.007462686567164,-0.0073529411764705,-0.0425531914893615,0.0465116279069768,0.08,-0.0492957746478872,-0.0624999999999998,0.0,0.115702479338843,0.0975609756097561,0.08,0.1250000000000002,0.0887096774193549,0.1946902654867257,0.3106796116504855,0.2980769230769231,0.1440677966101695,0.2272727272727273,0.2735849056603774,0.1440677966101695,0.1250000000000002,0.2272727272727273,0.1065573770491803,0.163793103448276,0.0975609756097561,0.1250000000000002,0.2272727272727273,0.4835164835164836,0.3775510204081633,-0.1401273885350318,-0.1176470588235293,-0.1118421052631578,-0.0145985401459853,-0.0357142857142855,0.0465116279069768,0.1538461538461539,0.0546875,0.1946902654867257,0.25,0.3636363636363637,0.3106796116504855,0.2162162162162162,0.1250000000000002,0.1842105263157896,0.1946902654867257,0.163793103448276,0.1065573770491803,0.4516129032258065
CWV_20-L^I06,0.2508474576271187,0.2508474576271187,1.0,1.0361483007209062,0.0059140833170858,1.6774637990201026e-05,5.3628588233124646,1.5167902311382473,0.7646755921730175,4.749280131633073,0.6923826581555971,-0.0483271375464683,0.0346153846153844,0.0267175572519082,-0.037567084078712,0.044660194174757,0.0912778904665314,0.0695825049701788,0.0170132325141776,0.0346153846153844,0.0695825049701788,0.1115702479338842,0.0846774193548387,0.0549019607843137,0.1161825726141077,0.1350210970464134,0.2599531615925059,0.328395061728395,0.2570093457943925,0.2809523809523808,0.3759590792838874,0.2840095465393792,0.2453703703703702,0.4232804232804232,0.4501347708894878,0.4462365591397847,0.3551637279596977,0.3865979381443298,0.4157894736842105,0.5594202898550724,0.6402439024390245,-0.0200364298724955,-0.0018552875695732,0.0208728652751424,0.0824949698189134,0.1471215351812365,0.161987041036717,0.2840095465393792,0.1422505307855626,0.23963133640553,0.4462365591397847,0.5823529411764705,0.5870206489675516,0.7354838709677418,0.6011904761904763,0.7581699346405228,0.7933333333333332,0.7133757961783438,0.5594202898550724,0.4739726027397259
DLY_Y2-L^F16,0.3933806146572103,0.3933806146572103,1.0,1.444571102878313,0.0679222600681226,5.220766426505261e-06,1.204913650667814,2.921348314606741,0.938444001139926,4.664011585807386,0.7150809253633423,-0.0484429065743945,0.090566037735849,0.0471014492753625,0.0703703703703704,0.1560000000000001,0.1030534351145038,-0.0034482758620688,-0.0398671096345514,-0.0493421052631578,-0.0366666666666666,-0.0034482758620688,-0.0555555555555555,-0.0462046204620461,0.050909090909091,0.0395683453237412,0.1606425702811245,0.1468253968253969,0.0823970037453183,0.151394422310757,0.1795918367346938,0.151394422310757,0.1700404858299595,0.2731277533039649,0.2403433476394849,0.2456896551724139,0.2959641255605381,0.2787610619469027,0.3504672897196261,0.5966850828729282,0.2901785714285714,-0.096875,-0.0996884735202491,-0.1189024390243901,-0.0854430379746835,-0.088328075709779,-0.0462046204620461,0.0358422939068101,0.1377952755905511,0.2620087336244541,0.4166666666666667,0.4595959595959598,0.4097560975609757,0.5210526315789474,0.4974093264248707,0.5879120879120878,0.445,0.5706521739130435,0.4820512820512821,0.3761904761904762
DOQX_41-L^J16,0.0122472300889353,0.0122472300889353,2.0,2.707078882054603,0.1223612470292185,9.056435872352468e-08,0.4495151916498164,0.0797261603148086,1.5914265673896626,4.815405574161321,1.1745404694049622,0.0536912751677853,0.0205479452054795,-0.0858895705521471,-0.0197368421052631,-0.0132450331125827,0.1203007518796992,-0.0509554140127388,-0.0858895705521471,-0.0261437908496732,-0.06875,-0.1235294117647058,-0.1024096385542168,-0.1235294117647058,-0.0569620253164557,-0.0261437908496732,0.0719424460431654,0.0797101449275363,0.0,0.0,0.0797101449275363,-0.1629213483146068,-0.1337209302325581,-0.0387096774193548,-0.0509554140127388,-0.0569620253164557,-0.0569620253164557,-0.0858895705521471,-0.0745341614906832,0.0642857142857142,-0.0197368421052631,-0.3765690376569037,-0.3493449781659389,-0.3967611336032389,-0.3765690376569037,-0.3967611336032389,-0.3133640552995391,-0.319634703196347,-0.3577586206896551,-0.2801932367149757,-0.2157894736842105,-0.2239583333333332,-0.1286549707602339,-0.0569620253164557,-0.1235294117647058,-0.1235294117647058,-0.113095238095238,-0.1722222222222222,-0.2971698113207547,-0.3318385650224215
DOS_59-L,0.2998576625019769,0.2998576625019769,1.0,0.9574623745819398,0.1075447238786621,0.0027640976181045,36.32570525478364,2.717889908256881,0.6040969899665551,6.674397658185093,0.7784978881631495,-0.0617283950617284,-0.0357142857142855,-0.0581395348837208,-0.0414201183431951,0.0384615384615385,0.0945945945945947,0.0728476821192054,0.0588235294117647,0.0945945945945947,0.08,0.1172413793103448,0.1172413793103448,0.1328671328671329,0.2461538461538461,0.1654676258992806,0.296,0.3278688524590165,0.3278688524590165,0.3728813559322035,0.3613445378151261,0.2461538461538461,0.2857142857142858,0.2272727272727273,0.1911764705882352,0.2461538461538461,0.296,0.2461538461538461,0.296,0.3500000000000001,0.265625,-0.1382978723404254,-0.1382978723404254,-0.1899999999999999,-0.160621761658031,-0.1049723756906076,0.0,0.0945945945945947,0.2755905511811025,0.265625,0.3388429752066118,0.4464285714285714,0.4210526315789475,0.4594594594594594,0.4862385321100917,0.6875000000000002,0.653061224489796,0.705263157894737,0.7608695652173914,0.7419354838709677
DPXL_94-L,0.0603748910200523,-0.0603748910200523,1.0,1.3386014288807102,0.0876122082585278,0.0002596674644548,2.9737068923345373,-1.1888412017167382,0.8272353323230136,7.692633361558002,0.7440440843536308,0.0241935483870967,0.0081300813008129,-0.1014492753623187,-0.1677852348993288,-0.0461538461538462,-0.0814814814814816,-0.2051282051282051,-0.2954545454545454,-0.2619047619047618,-0.253012048192771,-0.2345679012345679,-0.1388888888888888,-0.0948905109489052,-0.0461538461538462,-0.0387596899224806,0.1809523809523809,0.1698113207547169,0.0163934426229508,0.0782608695652173,0.0508474576271187,0.0689655172413794,0.2156862745098038,0.3052631578947369,0.24,0.3052631578947369,0.5308641975308641,0.3626373626373627,0.5308641975308641,0.7222222222222223,0.493975903614458,-0.0534351145038168,0.0,-0.0461538461538462,-0.0387596899224806,-0.1621621621621621,-0.2392638036809815,-0.1842105263157895,-0.2298136645962734,-0.1388888888888888,-0.0236220472440945,0.0163934426229508,0.0598290598290598,0.0973451327433629,-0.0236220472440945,0.0420168067226891,-0.0461538461538462,-0.0387596899224806,-0.0814814814814816,-0.1079136690647482
DVX_M7-L^C10,0.2478608368594264,0.2478608368594264,1.0,1.033103448275862,0.1006457901791153,2.5432115946901592e-05,4.738737658903067,1.6251541307028363,0.6778779840848808,5.875594131018805,0.8033010705512281,-0.0382978723404257,0.0129310344827586,-0.1132075471698113,-0.0784313725490195,-0.1064638783269961,-0.0891472868217053,-0.181184668989547,-0.2218543046357616,-0.2813455657492354,-0.1132075471698113,-0.08203125,-0.0996168582375478,-0.0748031496062991,-0.0674603174603174,-0.1231343283582089,-0.0562248995983936,-0.0748031496062991,-0.1454545454545454,-0.1454545454545454,-0.0961538461538461,-0.1607142857142856,-0.206081081081081,-0.2295081967213114,-0.1030534351145038,0.2841530054644809,0.1809045226130654,0.2566844919786095,0.3823529411764708,0.3823529411764708,0.3905325443786982,0.1244019138755982,0.175,0.1868686868686868,0.1576354679802958,0.2433862433862434,0.2433862433862434,0.3352272727272727,0.2176165803108809,0.407185628742515,0.7028985507246379,0.7669172932330828,0.6785714285714288,0.8650793650793651,0.8076923076923077,0.9262295081967212,0.7279411764705881,0.9915254237288138,0.7938931297709924,0.7803030303030303
FGW_82-L^I98,0.0001877875496855,-0.0001877875496855,2.0,1.305615730711548,0.1427817830138913,2.170478827836863e-05,2.594448125813135,-0.0019556714471974,0.8356940509915014,7.852316890881913,0.5519803338203508,-0.1094224924012158,-0.0936639118457299,-0.1454545454545455,-0.1432291666666666,-0.10840108401084,-0.0706214689265536,-0.1155913978494623,-0.1564102564102564,-0.0986301369863013,-0.0732394366197182,-0.0237388724035608,-0.0090361445783131,0.1040268456375839,0.082236842105263,0.0647249190938512,0.2509505703422054,0.3266129032258065,0.1040268456375839,0.175,0.082236842105263,-0.065340909090909,-0.0179104477611939,-0.0408163265306122,-0.1476683937823834,0.0217391304347824,0.0411392405063291,0.0185758513931888,-0.0060422960725076,0.0345911949685533,-0.0323529411764705,-0.3780718336483931,-0.2939914163090129,-0.3029661016949152,-0.3313008130081301,-0.2924731182795699,-0.255656108597285,-0.2222222222222223,-0.2091346153846154,-0.1712846347607053,0.078688524590164,0.0411392405063291,0.0681818181818181,0.1666666666666667,0.205128205128205,0.2368421052631577,0.0612903225806451,0.1708185053380781,0.2185185185185185,0.1040268456375839
