firms,absacc,acc,age,currat,depr,herf,mve_ia,pctacc,quick,salerec,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.3001100648159471,0.3001100648159471,1.0,1.0128679427376548,0.0720489296636085,1.0403854856472262e-05,1.856111132781316,1.6392785571142283,0.5583078655299983,23.22477650063857,0.9032903933896383,-0.0720973782771535,-0.0933786078098471,-0.163664839467502,-0.2210065645514224,-0.1809815950920245,-0.1809815950920245,-0.3171355498721228,-0.3986486486486487,-0.3826589595375723,-0.2992125984251969,-0.2355046528274875,-0.2430900070871722,-0.2430900070871722,-0.2129697862932941,-0.2053571428571428,-0.0498220640569395,-0.0615114235500879,-0.2283236994219653,-0.1550632911392405,-0.1890660592255125,-0.2898936170212766,-0.3051398828887443,-0.3227647431832593,-0.3447852760736196,-0.3283018867924528,-0.339517625231911,-0.3366459627329193,-0.2803234501347709,-0.2959789057350033,-0.3419593345656192,-0.4463452566096423,-0.457592686642966,-0.4919124643196955,-0.5014005602240896,-0.5014005602240896,-0.4935988620199146,-0.4539877300613496,-0.4227027027027027,-0.3986486486486487,-0.4367088607594936,-0.385146804835924,-0.4539877300613496,-0.4387808723068839,-0.4919124643196955,-0.4227027027027027,-0.4614220877458396,-0.4425887265135699,-0.488750598372427,-0.5305494505494506
BALZ_07-L^I10,0.0803609798023206,-0.0803609798023206,2.0,1.3601496725912068,0.1525129982668977,2.808852023759523e-07,0.1814129003882808,-10.388888888888898,0.902712815715622,3.6439024390243904,6.5897939517752855,-0.1052631578947368,0.0555555555555555,0.0270270270270269,0.1176470588235294,0.0857142857142858,0.1515151515151513,0.0270270270270269,0.0857142857142858,0.0,-0.05,-0.05,-0.1914893617021276,-0.3214285714285715,-0.3559322033898304,-0.40625,-0.3333333333333332,-0.3448275862068964,-0.3666666666666666,-0.2830188679245283,-0.2962962962962963,-0.3770491803278688,-0.3559322033898304,-0.2083333333333332,-0.2549019607843137,-0.2083333333333332,-0.2692307692307693,-0.3666666666666666,-0.3333333333333332,-0.2549019607843137,-0.3666666666666666,-0.6041666666666666,-0.5824175824175823,-0.62,-0.6041666666666666,-0.6082474226804124,-0.5421686746987951,-0.4328358208955224,-0.4571428571428571,-0.3214285714285715,-0.2830188679245283,-0.2692307692307693,-0.2244897959183673,-0.2244897959183673,-0.2692307692307693,-0.1739130434782608,-0.1914893617021276,-0.2083333333333332,-0.3090909090909092,-0.1555555555555555
BAMD_17-L^J98,0.025770612210967,0.025770612210967,1.0,1.1318914622663463,0.0440449291024003,1.1614089383469499e-07,1.1320910321910995,0.1323090055484427,1.1294461768696766,0.7532086714492924,1.235865552453149,0.0,0.0379746835443037,0.0754098360655737,0.1006711409395972,0.0614886731391586,-0.0030395136778116,0.0789473684210526,-0.0060606060606061,0.0969899665551838,0.1927272727272726,0.2762645914396886,0.4841628959276016,0.4841628959276016,0.7634408602150535,0.9408284023668638,1.1025641025641022,1.1866666666666663,1.1721854304635762,1.342857142857143,1.5826771653543306,1.3941605839416056,1.4848484848484844,1.342857142857143,1.3262411347517729,1.4848484848484844,1.359712230215827,1.7563025210084031,2.184466019417476,2.8139534883720927,2.094339622641509,0.8324022346368714,0.9878787878787878,1.0628930817610065,1.2620689655172417,1.4296296296296291,1.9549549549549543,2.215686274509804,2.48936170212766,2.565217391304348,3.151898734177215,3.3157894736842106,3.555555555555556,4.377049180327869,3.8235294117647056,3.969696969696969,3.2051282051282044,3.2051282051282044,2.7701149425287355,3.0
BBEK_99-L^L95,0.4834871794871794,0.4834871794871794,1.0,1.3932632482299934,0.1315612382234186,3.017782066267561e-06,4.969332737031485,1.789673500379651,1.0223128084102124,3.923878205128205,0.5140662812914591,-0.0238805970149253,0.046875,0.0151515151515151,-0.0204678362573098,-0.0261627906976743,0.0403726708074534,0.0737179487179486,-0.0642458100558659,-0.0088757396449703,0.1241610738255034,0.1394557823129252,0.1129568106312293,0.1472602739726027,0.1964285714285716,0.2689393939393938,0.4757709251101321,0.4692982456140353,0.3346613545816734,0.3786008230452675,0.4888888888888889,0.3673469387755101,0.3293650793650793,0.3453815261044175,0.3293650793650793,0.4628820960698689,0.4135021097046414,0.3137254901960786,0.4135021097046414,0.5727699530516432,0.2737642585551332,-0.0175953079178885,-0.0401146131805157,0.0213414634146342,-0.0317919075144508,-0.0175953079178885,0.0668789808917198,0.1394557823129252,0.0806451612903225,0.1512027491408933,0.30859375,0.2835249042145595,0.2050359712230216,0.25,0.1092715231788079,0.1754385964912281,0.120401337792642,0.2361623616236163,0.213768115942029,0.213768115942029
BBNH_32-L^L97,0.0535281067967462,0.0535281067967462,3.0,1.09596713965646,0.0494920552227142,0.0002719861300121,12.068563977109086,0.8122047244094487,0.6221060492905153,8.346499102333931,0.7759272829952244,-0.0650684931506849,0.0428571428571429,-0.0394736842105263,-0.070063694267516,0.0245614035087717,0.1317829457364341,0.0103806228373701,-0.0759493670886076,-0.0201342281879194,0.0579710144927536,0.0895522388059699,0.0174216027874563,0.0656934306569341,0.1317829457364341,0.140625,0.3581395348837208,0.3035714285714284,0.2977777777777777,0.2016460905349792,0.1967213114754098,0.1821862348178136,0.1496062992125983,0.1496062992125983,0.1967213114754098,0.2425531914893617,0.2425531914893617,0.2863436123348017,0.3035714285714284,0.5531914893617023,0.4455445544554455,0.028169014084507,0.0936329588014981,0.0503597122302159,0.0895522388059699,0.0245614035087717,0.1774193548387097,0.2640692640692641,0.1496062992125983,0.1821862348178136,0.2807017543859649,0.2425531914893617,0.3272727272727271,0.3971291866028708,0.4313725490196078,0.5208333333333333,0.4174757281553398,0.5208333333333333,0.4455445544554455,0.4038461538461537
BBOU_00-L,0.0702426564495529,0.0702426564495529,1.0,1.3085834649815693,0.0591054313099041,1.4219823123083696e-05,13.156007989201951,0.8424507658643327,0.5629278567667193,2.515976331360947,0.8744981571418339,-0.0025773195876288,0.0264550264550265,0.0077922077922076,-0.0226700251889169,0.0319148936170212,0.1246376811594203,0.1829268292682926,0.127906976744186,0.2396166134185304,0.3287671232876712,0.375886524822695,0.4423791821561338,0.5335968379446641,0.6869565217391305,0.7244444444444444,1.0103626943005182,1.0421052631578949,0.9695431472081216,1.086021505376344,1.2045454545454546,1.052910052910053,1.0208333333333337,1.0638297872340423,1.1318681318681318,1.2690058479532165,1.217142857142857,1.3233532934131738,1.3233532934131738,1.732394366197183,1.6216216216216215,0.7880184331797235,0.8926829268292684,0.8301886792452828,0.8653846153846152,0.8743961352657006,1.0208333333333337,1.1436464088397789,1.0421052631578949,1.2958579881656809,1.3233532934131738,1.3233532934131738,0.979591836734694,1.108695652173913,0.911330049261084,1.1797752808988764,1.0208333333333337,1.2298850574712643,1.1675977653631282,1.0638297872340423
BBQS_26-L^G99,0.4327313769751692,0.4327313769751692,1.0,1.4487778816615466,0.0971845318860244,4.2795351812324e-05,2.789769523068085,2.56970509383378,0.7745425404033659,8.89365806607186,0.478232314215245,0.0451467268623024,-0.1364522417153996,-0.1641509433962265,-0.218694885361552,-0.1577946768060837,-0.1871559633027524,-0.2453151618398638,-0.2737704918032787,-0.2018018018018018,-0.1704119850187266,-0.1704119850187266,-0.1641509433962265,-0.1704119850187266,-0.1841620626151012,-0.1826568265682657,-0.059447983014862,-0.121031746031746,-0.1561904761904762,-0.1447876447876448,-0.1313725490196078,-0.1930783242258652,-0.2241681260945709,-0.1796296296296297,-0.190127970749543,-0.1735074626865672,-0.2159292035398231,-0.2427350427350427,-0.2046678635547577,-0.0133630289532294,-0.1175298804780876,-0.3494860499265786,-0.3034591194968554,-0.3056426332288401,-0.2529510961214165,-0.2241681260945709,-0.1414728682170543,-0.1104417670682732,-0.234887737478411,-0.022075055187638,0.0423529411764704,0.0278422273781902,0.064903846153846,0.0183908045977012,-0.0133630289532294,0.070048309178744,0.0183908045977012,0.1215189873417721,-0.022075055187638,0.1657894736842105
BBTU_63-L^C18,0.1497131603733196,0.1497131603733196,1.0,1.4307934014139827,0.0294185884645724,4.213191282900355e-05,5.036356762555028,1.6885562530178655,1.1913589945011784,14.40181031090122,0.7789384642175712,-0.1153284671532847,0.0148148148148148,-0.0680272108843537,-0.128498727735369,-0.0352112676056337,0.0538461538461538,-0.099868593955322,-0.1080729166666666,-0.0963060686015832,0.0208643815201192,0.0254491017964071,0.0587326120556415,0.0873015873015872,0.113821138211382,0.1933797909407664,0.3699999999999999,0.3979591836734693,0.3022813688212928,0.3275193798449611,0.3951120162932788,0.3591269841269839,0.381048387096774,0.4421052631578945,0.4636752136752136,0.5021929824561404,0.615566037735849,0.6426858513189448,0.8463611859838274,1.0326409495548958,0.687192118226601,0.3537549407114624,0.3922764227642277,0.3537549407114624,0.454352441613588,0.4211618257261409,0.3979591836734693,0.4451476793248943,0.4211618257261409,0.5930232558139534,0.6748166259168704,0.793193717277487,0.7519181585677748,0.8169761273209548,0.779220779220779,0.8664850136239781,0.8413978494623653,0.8513513513513511,0.8715846994535517,0.6997518610421833
BBVN_02-L^I99,0.0741979625969286,0.0741979625969286,2.0,1.2955569864777847,0.1352757544224766,3.88261183076889e-07,0.6683286857724122,0.9606299212598424,0.9414037347070184,3.96054114994363,0.7974808186339807,-0.0252525252525253,0.0531914893617022,0.064516129032258,0.0,-0.0149253731343282,0.076086956521739,-0.0875576036866359,-0.0833333333333333,-0.0571428571428571,0.0476190476190476,0.064516129032258,0.064516129032258,0.0588235294117647,0.0050761421319796,0.0,0.1379310344827586,0.11864406779661,0.0476190476190476,0.0702702702702702,-0.01,-0.1818181818181817,-0.131578947368421,-0.1353711790393013,-0.1680672268907562,-0.1160714285714287,-0.1680672268907562,-0.1885245901639344,-0.1160714285714287,-0.1238938053097344,-0.0790697674418604,-0.3653846153846154,-0.2720588235294118,-0.2720588235294118,-0.2720588235294118,-0.2355212355212355,-0.2384615384615385,-0.1277533039647577,-0.331081081081081,-0.2204724409448819,-0.0526315789473683,-0.0341463414634145,-0.0341463414634145,0.0588235294117647,0.0206185567010308,0.2147239263803682,0.0879120879120878,0.1061452513966481,0.0588235294117647,0.1578947368421053
BCPS_48-L^C06,0.1959365768372821,0.1959365768372821,1.0,1.0854046336556558,0.0483557112278653,6.59441338144385e-05,5.201584686460599,1.8635321100917424,0.6922577714322798,5.17555957494913,0.7617559980951247,-0.0395683453237409,-0.0211267605633802,-0.0495726495726496,-0.065546218487395,0.0258302583025828,0.0334572490706319,-0.1244094488188977,-0.1366459627329194,-0.1485451761102604,-0.0686767169179229,-0.0794701986754967,-0.1244094488188977,-0.1118210862619808,-0.1326053042121685,-0.08099173553719,0.1119999999999998,0.0671785028790785,0.0220588235294116,0.0451127819548871,0.0651340996168581,0.0201834862385319,0.0145985401459851,0.0109090909090907,0.0201834862385319,0.0090744101633393,0.0712909441233138,0.0733590733590734,0.1779661016949152,0.224669603524229,0.1209677419354837,-0.2011494252873563,-0.1575757575757576,-0.1726190476190476,-0.2057142857142857,-0.1524390243902439,-0.0608108108108108,-0.0560271646859082,-0.0702341137123747,0.0353817504655491,0.1255060728744936,0.1440329218106995,0.1535269709543567,0.1680672268907563,0.1440329218106995,0.2034632034632033,0.1346938775510202,0.1187122736418511,0.0431519699812381,0.1075697211155379
