firms,absacc,acc,age,agr,chpmia,convind,currat,egr,grltnoa,herf,invest,pchcurrat,pchquick,pchsale_pchrect,pctacc,ps,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.0676604245790432,-0.0676604245790432,8.0,-0.0204684716005388,-0.0257599450242196,1.0,1.4640008740303727,0.0557830814856658,-0.031964172026958,1.2708792124064163e-06,-0.0094737299552387,-0.0278619252726101,0.0131057078014376,0.0253368871797727,-0.993552546744036,7.0,1.148585163334426,0.0036083319665409,0.0096153846153845,11.093023255813954,0.0077519379844961,0.0236220472440944,0.0348258706467661,0.0106899902818271,9.947368421052632,-0.0554041780199817,-0.0038314176245209,12.0,12.333333333333334,11.839506172839506,0.0526315789473683,0.0166177908113391,12.333333333333334,11.530120481927712,11.23529411764706,12.0,0.0612244897959184,12.0,12.164556962025316,11.23529411764706,0.0644831115660184,0.0901467505241091,0.0810810810810811,0.1391018619934281,0.1158798283261801,0.1926605504587155,0.1899313501144164,0.2322274881516588,0.2729498164014687,0.2760736196319018,0.2713936430317849,0.2093023255813955,0.2366230677764567,0.15171650055371,0.207897793263647,0.2220916568742656,0.2037037037037037,0.2410501193317422,0.2713936430317849,0.25,0.2336892052194543,0.2455089820359282,0.3419354838709678,0.3471502590673576,0.3367609254498716,0.3032581453634084,0.3997308209959624
BACQ-L^J02,0.1114775529607511,-0.1114775529607511,7.0,-0.038750655556203,0.0729309636161875,1.0,0.909863609408974,0.0179411442949348,-0.0610274237157165,6.762603228314428e-07,0.066196608589243,0.012144494643547,-0.2789975781603455,0.1102965968820995,-2.2711864406779663,7.0,0.3447321605060289,0.1120633813343963,-0.0236220472440945,0.0762711864406779,-0.0378787878787879,-0.1699346405228757,-0.1589403973509934,-0.1962025316455696,-0.1418918918918918,-0.1910828025477707,-0.1589403973509934,-0.1418918918918918,-0.1241379310344826,-0.1699346405228757,-0.1533333333333333,-0.1806451612903226,-0.1533333333333333,-0.1753246753246753,-0.1180555555555554,-0.0522388059701492,-0.0230769230769231,-0.0522388059701492,0.0,0.27,0.1545454545454545,0.221153846153846,0.2959183673469387,0.4941176470588235,0.4111111111111112,0.6493506493506493,0.6282051282051282,0.8676470588235292,0.8142857142857145,0.8676470588235292,0.8405797101449277,0.9538461538461538,1.1896551724137931,0.984375,1.2678571428571428,1.2280701754385968,1.2280701754385968,1.309090909090909,1.2678571428571428,1.309090909090909,1.1166666666666667,0.8142857142857145,0.924242424242424,0.7162162162162162,0.7162162162162162,0.6710526315789473,0.5874999999999999
BALZ-L^I10,0.0399728572919929,0.0399728572919929,9.0,-0.0781461604052766,-0.1538023384311198,1.0,2.179195852407479,0.1988909892879648,-0.0649545881616034,2.1550717033060728e-09,-0.1352058985805286,0.1864200722710116,0.2928500062155283,0.0911540034953092,0.3810708598726114,7.0,1.687110473774199,-0.0158417697787775,0.0,0.1999999999999999,0.1999999999999999,0.125,0.0588235294117645,-0.1219512195121951,-0.4545454545454546,-0.0526315789473684,0.0,0.0909090909090908,0.0588235294117645,0.0,0.125,0.2413793103448276,0.2413793103448276,0.2857142857142856,0.161290322580645,0.3333333333333332,0.3846153846153846,0.5652173913043477,0.5652173913043477,0.5,0.4399999999999999,0.3846153846153846,0.5,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7142857142857142,0.6363636363636362,0.5652173913043477,0.5652173913043477,0.3846153846153846,0.3333333333333332,0.2413793103448276,0.1999999999999999,0.125,0.0588235294117645,0.0285714285714286,0.0909090909090908,0.125,0.125,0.5,0.5,0.5,0.5,0.5652173913043477,0.7999999999999998
BAMD-L^J98,0.1365149081328005,-0.1365149081328005,8.0,0.0378543010413991,-0.1052664009669864,1.0,1.3085600372435031,0.0024438432779111,-0.0260198251949045,6.993249837668156e-09,0.0250391312143517,-0.0121334256342019,-0.0383710071443663,0.2771323626389654,-2.5336746403036456,7.0,1.188055817506834,0.1828653032293035,0.0948905109489051,-0.0986842105263157,-0.1103896103896103,-0.0927152317880793,-0.0519031141868512,-0.1383647798742138,-0.0249110320284696,0.170940170940171,0.1048387096774194,0.1048387096774194,0.1048387096774194,0.2232142857142856,0.2398190045248869,0.2985781990521328,0.2454545454545453,0.2803738317757009,0.2863849765258217,0.3700000000000001,0.3173076923076923,0.2985781990521328,0.3497536945812809,0.3300970873786408,0.3431372549019609,0.3365853658536588,0.3564356435643565,0.691358024691358,0.6506024096385545,0.7452229299363058,0.8896551724137933,0.8513513513513515,0.691358024691358,0.5480225988700567,0.6606060606060609,0.7341772151898736,0.6309523809523812,0.5054945054945055,0.5480225988700567,0.6707317073170733,0.7792207792207793,0.3497536945812809,0.2744186046511629,0.2070484581497798,0.1464435146443514,0.2123893805309735,0.3047619047619048,0.3497536945812809,0.3979591836734695,0.4891304347826086,0.4891304347826086
BAOH-L,0.0719936695539558,0.0719936695539558,16.0,-0.0197232329480895,0.130264486847163,1.0,0.5872953466820185,-0.0040233581530486,0.0215723627825382,1.4699599611339062e-08,0.020061435337291,-0.2857891477688943,-0.3422953232052952,-0.0422544716521879,0.449974992758424,3.0,0.464491186685014,-0.0626230685081361,0.0417633410672855,0.0486618004866177,-0.1663442940038685,-0.1679536679536679,-0.2234234234234234,-0.3807471264367816,-0.245183887915937,-0.2957516339869281,-0.3624260355029586,-0.46125,-0.46125,-0.46125,-0.4893364928909952,-0.4893364928909952,-0.5491631799163181,-0.5941619585687382,-0.5795121951219513,-0.5606523955147809,-0.5519750519750519,-0.46125,-0.3789625360230548,-0.3842857142857143,-0.5040276179516686,-0.5463157894736843,-0.5146396396396398,-0.5040276179516686,-0.5074285714285715,-0.5146396396396398,-0.5211111111111111,-0.4856801909307877,-0.4438709677419356,-0.5579487179487179,-0.5274122807017544,-0.5434322033898304,-0.5663983903420523,-0.5584016393442623,-0.5375536480686696,-0.5237569060773481,-0.4253333333333333,-0.4474358974358975,-0.4336399474375821,-0.4151967435549526,-0.4585427135678392,-0.5184357541899441,-0.4402597402597403,-0.4516539440203563,-0.3807471264367816,-0.3753623188405798,-0.5011574074074074
BBIO-L^E18,0.1267289946085657,-0.1267289946085657,8.0,0.0209345031626199,0.3189912687848082,1.0,1.6393342804952304,-0.2170157633340531,-0.1390868889202917,1.120661915066383e-06,-0.0560293817588247,0.1023904775511264,0.1853786469479944,0.0844576134844833,-7.4714285714285715,4.0,1.3061700832149383,-0.0071191595244677,0.1482889733840304,0.0313725490196079,-0.0112781954887218,0.1027253668763104,0.0626262626262625,0.1120507399577166,0.0615539858728555,0.0509490509490508,-0.0496838301716351,-0.083623693379791,-0.0844212358572672,0.0,0.0457256461232602,0.0647773279352226,0.0701932858596134,0.0734693877551018,0.0879007238883142,0.2434988179669028,0.2568697729988054,0.3504492939666237,0.3003708281829418,0.3052109181141438,0.2720677146311971,0.3418367346938775,0.4570637119113574,0.6259659969088098,0.6671949286846277,0.6209553158705701,0.6858974358974357,0.8391608391608392,0.9127272727272726,0.7891156462585034,0.6805111821086263,0.7417218543046358,0.7161500815660684,0.6751592356687897,0.6913183279742765,0.8886894075403948,0.7952218430034128,0.6913183279742765,0.9553903345724906,0.9590316573556796,0.7417218543046358,0.9924242424242422,1.1469387755102036,1.2008368200836816,1.277056277056277,1.1382113821138211,1.1469387755102036
BBNH-L^L97,0.0959706632082643,-0.0959706632082643,8.0,0.0067306829399623,0.2749710803312538,1.0,1.847747093023256,0.0349401488191523,-0.0160994588792987,1.093390991485359e-05,0.0015256214663914,0.4662176499046814,0.5086150674962413,0.3035061891765225,-18.5,5.0,1.4269622093023255,0.1182554517133956,-0.0439189189189188,-0.0100334448160536,0.0422535211267605,0.15625,4.861386138613861,0.303964757709251,4.92,0.289760348583878,9.571428571428571,0.2869565217391305,9.571428571428571,0.2649572649572651,0.3485193621867881,9.962962962962962,9.962962962962962,0.3640552995391706,9.571428571428571,9.571428571428571,0.354691075514874,0.2758620689655173,9.763636363636362,0.3577981651376145,0.3303370786516852,0.4474327628361858,0.5538057742782152,0.5297157622739017,0.4837092731829573,0.4874371859296482,0.4987341772151898,0.5620052770448549,0.6219178082191781,0.4545454545454543,0.5661375661375663,0.4196642685851319,0.4726368159203982,0.3303370786516852,0.4265060240963854,0.4368932038834952,0.3929411764705881,0.2436974789915966,0.3097345132743363,0.2649572649572651,0.2359081419624216,0.2436974789915966,0.4196642685851319,0.4509803921568627,0.4230769230769229,0.3010989010989011,0.4162679425837321
BBOU-L,0.0417289486796213,-0.0417289486796213,8.0,-0.0521654737352905,0.1039258382208679,1.0,1.3946345256609642,-0.0312645823611759,-0.018684603886395,3.0375654365940584e-06,-0.0093412592502729,-0.0493759992445892,-0.1013909384160723,0.2885935840626945,-0.4890510948905109,7.0,0.6687402799377916,0.3568559954102123,-0.0551724137931033,-0.0317195325542571,0.0193321616871704,0.1553784860557769,0.1599999999999999,0.2691466083150984,0.336405529953917,0.2663755458515282,0.306306306306306,0.3211845102505695,0.2554112554112553,0.213389121338912,0.2526997840172786,0.2262156448202958,0.2526997840172786,0.2008281573498964,0.247311827956989,0.2636165577342049,0.2636165577342049,0.2236286919831223,0.2608695652173913,0.1462450592885376,0.1196911196911196,0.1646586345381524,0.1693548387096775,0.2008281573498964,0.2108559498956157,0.2393162393162393,0.2747252747252746,0.3776722090261282,0.3776722090261282,0.2888888888888887,0.2831858407079646,0.2366737739872066,0.2803532008830021,0.1909650924024639,0.3004484304932735,0.3242009132420091,0.2288135593220339,0.2083333333333332,0.2419700214132762,0.1153846153846154,0.0984848484848484,0.213389121338912,0.2210526315789474,0.336405529953917,0.3711583924349879,0.1394891944990177,0.244635193133047
BBQS-L^G99,0.0552963647180386,-0.0552963647180386,8.0,0.1036095376103279,-0.1725227670230537,1.0,1.708792060784618,-0.1617915904936013,-0.0152174593731401,1.3982018165970528e-06,0.0957713081280463,0.0641043848380007,0.0713216290119495,-0.1416223135093191,-0.9255765199161424,6.0,0.9837184059544116,-0.0706880574539557,0.0188679245283018,-0.0304878048780486,-0.096590909090909,-0.1263736263736263,-0.1718749999999999,-0.1887755102040815,-0.1451612903225806,-0.2049999999999999,-0.1263736263736263,-0.096590909090909,-0.1215469613259668,-0.1451612903225806,-0.1215469613259668,-0.0914285714285714,-0.1263736263736263,-0.1117318435754189,-0.1405405405405405,-0.0755813953488371,-0.1067415730337077,-0.059171597633136,0.0258064516129032,-0.042168674698795,-0.1016949152542372,-0.1718749999999999,-0.1928934010152283,-0.1117318435754189,-0.1358695652173913,-0.1405405405405405,-0.1451612903225806,-0.1117318435754189,-0.0914285714285714,-0.1117318435754189,-0.0185185185185184,-0.0479041916167664,-0.0809248554913294,-0.1117318435754189,-0.064705882352941,0.0392156862745098,-0.0124223602484472,-0.059171597633136,-0.059171597633136,-0.0914285714285714,-0.1117318435754189,0.0,0.0324675324675325,-0.0304878048780486,0.0063291139240506,-0.059171597633136,0.0743243243243243
BBTK-L^C11,0.1419922949917446,-0.1419922949917446,8.0,-0.1351351351351351,-0.1449737736123599,1.0,2.2118959107806693,0.0324374420759962,-0.12841680425609,7.616702562004496e-08,-0.0195005131713992,0.2478188301342843,0.258828996282528,0.1652421652421652,-5.776119402985074,6.0,2.159851301115242,0.1758241758241758,0.024390243902439,-0.0238095238095238,-0.0238095238095238,-0.0238095238095238,-0.0238095238095238,-0.0238095238095238,-0.0238095238095238,-0.0681818181818182,-0.0681818181818182,-0.0681818181818182,-0.18,-0.0465116279069768,0.0,0.0,0.0,0.0,0.0,0.0512820512820511,0.0512820512820511,0.0249999999999999,0.0249999999999999,-0.7320261437908497,-0.7530120481927711,-0.7670454545454546,-0.7657142857142858,-0.7616279069767442,-0.7530120481927711,-0.764367816091954,-0.7484662576687117,-0.7337662337662338,-0.7191780821917808,-0.7210884353741497,-0.7210884353741497,-0.7210884353741497,-0.7266666666666667,-0.7248322147651007,-0.7284768211920529,-0.6985294117647058,-0.7172413793103448,-0.7266666666666667,-0.6611570247933884,-0.682170542635659,-0.6796875,-0.646551724137931,-0.6403508771929824,-0.7132867132867133,-0.7191780821917808,-0.7210884353741497,-0.6940298507462688
