firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,che,chpmia,chtx,cinvest,convind,depr,egr,ep,grltnoa,herf,invest,lev,lgr,ms,mve_ia,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ-L^I10,18.0,0.1577260650019519,2.060224302531963e-07,0.0722944347557975,0.1344434270469472,0.1219189377761803,1.3169864015127668,3.4605,-0.0368851661379931,0.0084378789851249,-0.0063344032349347,1.0,0.1780648865920183,0.1832710795419753,4.0211546924634576e-08,0.0904865145621716,9.285392295509695e-10,-0.0340939140946696,4.474445263407968e-07,0.1385874480014469,3.0,0.1749792433960573,-0.3269567461384275,-0.0017587992599501,0.0890073389017905,0.0903779587473058,0.0188196457414467,0.0596926102256261,0.0862822338717008,0.6454605221117571,0.0660377358490564,0.0495049504950495,0.0707070707070707,0.0495049504950495,0.0095238095238094,-0.0363636363636363,0.0095238095238094,0.0927835051546392,0.1041666666666667,0.308641975308642,0.2045454545454545,0.2771084337349399,0.358974358974359,0.7096774193548387,0.606060606060606,0.7666666666666668,0.7096774193548387,0.9272727272727272,0.8928571428571428,1.12,1.0384615384615383,1.2083333333333337,1.2083333333333337,1.4090909090909092,1.3043478260869563,1.2083333333333337,1.12,1.2083333333333337,1.2083333333333337,0.7966101694915255,0.827586206896552,1.0784313725490198,1.12,1.3043478260869563,1.2553191489361706,1.0384615384615383,1.5853658536585369,1.5238095238095242,1.7894736842105263,2.117647058823529,2.655172413793104,2.3125,2.655172413793104,2.419354838709677,1.717948717948718,2.117647058823529,3.0769230769230766,2.117647058823529,2.212121212121212
BAOH-L,32.0,0.1536607348007417,1.3332897914990004e-06,0.4678589206215814,0.0604817352241701,0.3013675258026748,0.7154258664576322,56.6919,-0.0554433253006369,0.0237000645610216,0.345429259474559,1.0,0.0662800163622056,0.0579064577802326,1.010438252442746e-07,0.1099626070992389,3.5473485722598886e-08,0.1933014783124302,8.14142963471886e-07,0.3610436961319392,4.0,0.6482596277891972,-0.2566124941101855,0.4110676885228166,-0.0869590929911542,0.6894805111514767,0.0245118493867657,0.0370504156170135,0.1278647812946697,1.1692281218343097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBOU-L,18.0,0.0476154656235895,1.7227776460444188e-07,0.0604532409299509,0.0501902778775041,0.2268790762322249,0.75811725505837,371.0,-0.046100075524465,-0.0005391416864351,-0.0163636363636363,1.0,0.1089058524173028,0.2364734962922274,7.301332182702692e-08,0.0938246206972557,1.5233297925560017e-06,-0.0041372047540243,3.5381612872782535e-07,-0.0226215644820295,4.0,16.25021155882293,0.0428108334204748,-0.2289961734393464,0.057070629443398,0.7420316604057324,0.0252518377348216,0.0807926829268292,0.0789121711992866,0.1640602489800426,0.0140237324703345,0.0065146579804558,0.0439189189189188,0.0243093922651933,0.0186813186813186,0.0462753950338601,0.0957446808510635,0.0996441281138789,0.0931603773584903,0.112845138055222,0.116867469879518,0.1515527950310558,0.1839080459770115,0.125,0.1675062972292189,0.197674418604651,0.2229551451187335,0.2459677419354837,0.2716049382716048,0.2476446837146702,0.2629427792915531,0.2595108695652173,0.3318965517241379,0.3552631578947367,0.3532846715328468,0.2663934426229506,0.2983193277310925,0.2261904761904762,0.3130311614730878,0.2294429708222811,0.2874999999999998,0.2612244897959184,0.2595108695652173,0.3280802292263609,0.4174311926605503,0.371301775147929,0.4621451104100946,0.4394409937888197,0.4088145896656534,0.357247437774524,0.4131097560975609,0.4621451104100946,0.4394409937888197,0.3733333333333333,0.4109589041095889,0.2698630136986302,0.1616541353383458,0.1823979591836735,0.2578018995929443
BBTU-L^C18,17.0,0.0649622881770987,1.084062396403119e-06,0.3804036196042445,0.0326260272292407,0.0865919715070119,2.7321145272339176,64.5,0.0033844124819728,0.0028277733195765,0.0779220779220779,1.0,0.1869346733668342,0.0162668548134211,8.203534623145444e-08,-0.1480181393847981,3.823821643263207e-06,-0.6129885395239495,1.1876309757177536e-06,0.1137076537013801,4.0,1.4872389274969473,1.359485946241806,-0.4054956364383289,0.9671246237408984,0.1270833440711356,0.0118638144462633,0.0248775407875959,-0.0328753762591016,0.3816735418767296,0.0,-0.0536585365853657,-0.0152284263959391,-0.0761904761904762,-0.010204081632653,0.0543478260869565,0.0601092896174861,0.0659340659340659,0.1547619047619048,0.1345029239766082,0.2201257861635219,0.2317460317460318,0.3242320819112627,0.3287671232876712,0.3333333333333332,0.4160583941605837,0.3020134228187918,0.2278481012658226,0.3063973063973062,0.3661971830985915,0.5038759689922481,0.4865900383141763,0.3857142857142857,0.4923076923076921,0.4865900383141763,0.4370370370370369,0.4423791821561338,0.564516129032258,0.7017543859649125,0.6943231441048034,0.7168141592920354,0.7244444444444444,0.8046511627906976,0.979591836734694,1.1318681318681318,0.9595959595959596,0.9595959595959596,1.108695652173913,1.1436464088397789,1.5194805194805192,1.8115942028985508,1.552631578947368,1.4099378881987574,1.3233532934131738,1.1555555555555554,1.217142857142857,1.4556962025316451,1.0,1.0421052631578949
BCQE-L^A14,18.0,-0.1344211344211344,-4.097318351572269e-07,-0.1437772158485049,0.203601108033241,0.0101608806096528,1.3621910358472975,-8.0,-0.1008434310904754,0.0108907040062232,-0.0401852998562933,1.0,0.2040229885057471,0.0248833592534992,-2.5491661974880585e-08,0.0420658059141933,1.7447411634872206e-07,-0.0889665889665889,1.7539506934423933e-06,-0.0852788586251621,2.0,1.0001576527805405,-0.1071469215887105,0.0439490575566524,0.0435822707641495,0.028074751967157,-0.018850987432675,0.0637329286798179,-0.1594252480328429,1.7294306909056432,9.63157894736842,-0.05,-0.1739130434782608,-0.2083333333333332,-0.2083333333333332,-0.05,-0.1363636363636363,0.0555555555555555,0.0555555555555555,0.357142857142857,0.2666666666666668,0.2666666666666668,0.4615384615384614,0.8999999999999999,0.5833333333333335,0.4615384615384614,0.1875,0.1176470588235294,-0.05,0.1875,0.0,0.1875,0.5833333333333335,0.357142857142857,0.1875,0.0555555555555555,0.1875,-0.05,0.0,-0.1363636363636363,-0.2692307692307693,0.0555555555555555,-0.0952380952380952,-0.40625,-0.3214285714285715,-0.4571428571428571,-0.2692307692307693,-0.05,0.0555555555555555,0.357142857142857,0.8999999999999999,0.2666666666666668,-0.6346153846153846,-0.6415094339622642,-0.7121212121212122,-0.6935483870967742,-0.6833333333333333,-0.7432432432432432,-0.7164179104477613
BCZB-L,18.0,0.0971767946290239,6.342770019140086e-07,0.2225713834926661,0.0670049956387281,0.0669970516278778,1.7970239260398724,63.5,-1.812301947285176e-05,0.0029803646563814,4100.006543196185,1.0,0.0665722379603399,-0.1115683584819387,1.0446147226581716e-08,-0.0475271906423147,7.455312610696821e-06,0.0246169736615596,1.43340726474751e-06,0.2267076407319458,2.0,3.809838692627696,0.004763270819139,0.3941607047212191,0.0119014849835104,-1.4037512059420802,0.0049815642896367,0.0162196679438058,0.0423129339996106,1.2430283090884309,0.0228571428571429,0.0447761194029849,0.0903426791277259,0.0479041916167666,0.0479041916167666,0.09375,0.1437908496732025,0.1111111111111111,0.2110726643598615,9.0,0.2455516014234875,0.2367491166077737,0.25,0.2237762237762237,0.2237762237762237,0.2411347517730497,9.0,0.2195121951219512,0.2237762237762237,0.2962962962962963,0.3409961685823754,0.3108614232209739,0.3779527559055118,9.0,9.0,0.3059701492537312,0.2915129151291513,0.2589928057553958,0.3307984790874525,0.1513157894736843,0.25,0.1182108626198084,0.1744966442953019,0.1864406779661016,0.2727272727272727,0.2589928057553958,0.3257575757575757,0.3779527559055118,0.2962962962962963,0.4583333333333335,0.5909090909090908,0.502145922746781,0.4227642276422765,0.2544802867383513,0.1744966442953019,0.2635379061371841,0.2962962962962963,0.1146496815286624,0.1589403973509933
BCZN-L,17.0,0.0855570858370456,1.119764086585537e-06,0.392931544395698,0.0290524005639197,0.2651778149984439,1.4663808909860216,34.50330000000001,-0.0093605142761471,0.0019920720037447,0.0160157942707237,1.0,0.1595253936008749,0.0034404101192855,2.8704444399822365e-07,-0.0179692771616901,6.225415045353173e-07,0.0597825351216523,1.6712078428743231e-06,0.1518694114045672,5.0,0.9553056815392844,-0.1433882105805143,0.0679981955878751,-0.0570291086892795,0.0557989287089032,0.0313969030710008,0.0736344714266432,0.083497102304737,0.6971147411070356,-0.0299625468164794,-0.014760147601476,-0.7996999249812453,-0.8102345415778252,-0.7550458715596331,-0.7478753541076487,-0.7530064754856615,-0.7509328358208955,-0.7461977186311788,-0.7447418738049714,-0.753690036900369,-0.7056229327453143,-0.7062706270627063,-0.6813842482100239,-0.6851415094339623,-0.663727959697733,-0.6687344913151365,-0.6731946144430845,-0.674390243902439,-0.6847697756788667,-0.683649289099526,-0.6751824817518248,-0.6598726114649682,-0.6509803921568628,-0.6463576158940397,-0.6477572559366755,-0.6401617250673854,-0.6372282608695652,-0.6228813559322034,-0.613603473227207,-0.6347469220246238,-0.6505235602094241,-0.6449468085106382,-0.6218130311614731,-0.5997001499250375,-0.6207386363636364,-0.6255259467040672,-0.5748407643312102,-0.5775316455696202,-0.5828125,-0.5240641711229947,-0.5535117056856187,-0.4894837476099427,-0.5274336283185841,-0.5734824281150159,-0.5535117056856187,-0.5428082191780822,-0.5601317957166392,-0.5474576271186441
BDAJ-L,11.0,-0.121102628358296,1.1864943986447969e-07,0.0416347587908403,0.0801965601965601,0.0797364834166288,-0.057095429533057,-1.5,-0.0805464913363145,0.00078697421981,-1.0176703930760906,1.0,0.1266375545851528,-0.6140394088669952,3.361860325451753e-08,-0.057816377171212,1.897633647282092e-08,-0.2714610408531966,1.014615503627331e-06,0.0298186289578849,3.0,0.8212701927722701,0.1462772100799664,0.2925904260583651,-0.0920760117405001,0.4148364306558132,-0.0009946290033817,-0.0095724313975749,-0.5851635693441868,0.1986508226040265,0.1701030927835052,-0.0202020202020202,-0.0628019323671497,-0.1491228070175437,-0.1848739495798319,-0.2270916334661353,-0.2761194029850746,-0.3660130718954248,-0.3841269841269841,-0.3554817275747508,-0.3554817275747508,-0.3120567375886525,-0.2651515151515152,-0.2893772893772893,-0.2814814814814815,-0.2538461538461539,-0.302158273381295,-0.302158273381295,-0.2788104089219331,-0.2651515151515152,-0.3618421052631579,-0.3240418118466899,-0.3169014084507042,-0.3192982456140351,-0.3423728813559322,-0.3554817275747508,-0.372168284789644,-0.389937106918239,-0.4208955223880597,-0.389937106918239,-0.3841269841269841,-0.3046594982078853,-0.3378839590443686,-0.3192982456140351,-0.2651515151515152,-0.3192982456140351,-0.3310344827586207,-0.2239999999999999,-0.2301587301587302,0.8834951456310678,-0.1848739495798319,-0.174468085106383,-0.1779661016949152,-0.2706766917293234,-0.3071428571428571,-0.351170568561873,-0.2049180327868852,-0.2651515151515152,0.9207920792079208
BDBL-L^I07,18.0,0.0607122008172796,-3.634341465285951e-07,-0.1275310953372897,0.0915952794584556,0.0644722905050262,1.68313328159055,-15.3,-0.0086280564926626,0.0099796211939582,-0.0527542163230614,1.0,0.3821138211382113,-0.0251445813427206,4.0355532649099874e-08,-0.0294050991501395,1.2502751642180408e-07,0.0095154699357851,1.192198987761329e-06,0.0339417096865981,5.0,1.3267308390827153,-0.0621308223806098,0.0363626910553329,-0.2485806841628008,0.0097244584230327,-0.0084204733076499,0.0197317513541398,0.070568252007412,0.56442511515039,0.0590551181102361,-0.1726384364820846,-0.0928571428571427,-0.0992907801418438,0.0119521912350597,0.0241935483870967,-0.0451127819548872,0.0495867768595041,0.0762711864406779,0.1981132075471698,0.036734693877551,-0.0378787878787879,0.0283400809716598,-0.0193050193050192,0.0283400809716598,0.0627615062761506,0.045267489711934,0.0948275862068965,-0.0522388059701492,-0.0415094339622641,0.0409836065573769,0.1869158878504673,0.1091703056768558,0.1598173515981735,0.1339285714285714,0.0409836065573769,0.1869158878504673,-0.0155038759689922,-0.0763636363636363,-0.0155038759689922,0.1339285714285714,0.5974842767295596,0.4941176470588235,0.3804347826086955,0.6601307189542485,0.5974842767295596,0.7887323943661972,1.1709401709401712,0.984375,1.1709401709401712,1.791208791208791,1.2678571428571428,0.8142857142857145,0.8273381294964031,0.5874999999999999,0.336842105263158,0.4941176470588235,0.4431818181818181,0.221153846153846
BDIM-L^C23,28.0,0.128597944229458,1.9301662866378805e-07,0.0677306254982483,0.040652155266409,0.0678344971397363,0.3541609217154644,-132.17579999999998,0.0689356455392347,0.0026766925601984,0.4777450093657929,1.0,0.1085606201734649,-0.0731576919257561,-1.2139927194093113e-08,0.00515577559151,6.833063500154924e-08,0.3853217716021508,4.151085536222981e-07,0.2556119280795395,4.0,4.904375171172483,0.3694072048662573,-0.0318919465329939,0.0600186302900526,-0.3982098737559882,-0.0160499441047126,-0.058579521711459,0.0834830190479431,1.7294306909056432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
