firms,absacc,acc,age,agr,bm,bm_ia,chpmia,convind,currat,egr,herf,invest,mve_ia,pctacc,ps,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.0676604245790432,-0.0676604245790432,8.0,-0.0204684716005388,3.47088099836577e-07,0.032670426445723,0.1753829344856863,1.0,1.4640008740303727,0.0557830814856658,1.2701947943195496e-06,-0.0094737299552387,2.742817398815164,-0.993552546744036,7.0,1.148585163334426,0.0036083319665409,0.0109452736318407,-0.0233236151603497,9.578947368421051,-0.0871934604904631,-0.0373563218390803,11.5625,11.884615384615383,11.407407407407408,0.0172064777327936,-0.0175953079178885,11.884615384615383,11.10843373493976,10.823529411764708,11.5625,0.0255102040816326,11.5625,11.721518987341772,10.823529411764708,0.0286591606960082,0.0534591194968554,0.0446985446985448,0.1007667031763417,0.0783261802575108,0.1525229357798165,0.1498855835240276,0.1907582938388627,0.2301101591187271,0.2331288343558282,0.2286063569682153,0.1686046511627907,0.1950059453032104,0.1129568106312293,0.167247386759582,0.1809635722679201,0.1631944444444444,0.1992840095465393,0.2286063569682153,0.2079326923076923,0.1921708185053381,0.2035928143712575,0.2967741935483872,0.3018134715025908,0.2917737789203085,0.2593984962406015,0.3526244952893675,0.3997214484679667,0.4194915254237288,0.3729508196721312,0.3400000000000001
BACQ-L^J02,0.0902061855670103,-0.0902061855670103,6.0,0.1121119823731449,4.106192305100736e-07,0.0386504330568956,0.4315259070000068,1.0,0.8989463601532568,0.0657572577824413,5.465386495801432e-07,0.1725746873177371,2.8347956063235302,-1.3279132791327912,6.0,0.4781289910600255,0.0681818181818182,0.0132450331125828,-0.0443037974683544,0.0202702702702703,-0.0382165605095541,0.0,0.0202702702702703,0.0413793103448276,-0.0130718954248366,0.0066666666666665,-0.0258064516129032,0.0066666666666665,-0.0194805194805195,0.0486111111111111,0.126865671641791,0.1615384615384614,0.126865671641791,0.1889763779527558,0.51,0.3727272727272726,0.4519230769230768,0.5408163265306123,0.7764705882352942,0.6777777777777778,0.9610389610389608,0.935897435897436,1.2205882352941173,1.1571428571428577,1.2205882352941173,1.1884057971014497,1.3230769230769228,1.603448275862069,1.359375,1.6964285714285712,1.649122807017544,1.649122807017544,1.7454545454545451,1.6964285714285712,1.7454545454545451,1.5166666666666666,1.1571428571428577,1.2878787878787876,1.0405405405405408,1.0405405405405408,0.986842105263158,0.8875,0.7558139534883721,0.7976190476190477,0.8875,0.9113924050632912
BALZ-L^I10,0.0399728572919929,0.0399728572919929,9.0,-0.0781461604052766,6.125816110260787e-07,0.0576605837954487,1.0471414212821124,1.0,2.179195852407479,0.1988909892879648,2.153911113032947e-09,-0.1352058985805286,0.0988780749789702,0.3810708598726114,7.0,1.687110473774199,-0.0158417697787775,-0.0588235294117647,-0.1707317073170731,-0.4848484848484848,-0.1052631578947368,-0.0555555555555554,0.0303030303030302,0.0,-0.0555555555555554,0.0625,0.1724137931034484,0.1724137931034484,0.2142857142857142,0.0967741935483872,0.2592592592592593,0.3076923076923077,0.4782608695652175,0.4782608695652175,0.4166666666666667,0.3600000000000001,0.3076923076923077,0.4166666666666667,0.7,0.7,0.7,0.7,0.6190476190476193,0.5454545454545456,0.4782608695652175,0.4782608695652175,0.3076923076923077,0.2592592592592593,0.1724137931034484,0.1333333333333335,0.0625,0.0,-0.0285714285714284,0.0303030303030302,0.0625,0.0625,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4782608695652175,0.7,1.0,1.0,1.6153846153846154,1.4285714285714284
BAMD-L^J98,0.1365149081328005,-0.1365149081328005,8.0,0.0378543010413991,3.265649260115973e-07,0.030738637827221,0.7166913705358828,1.0,1.3085600372435031,0.0024438432779111,6.989483699526818e-09,0.0250391312143517,0.6429993633130869,-2.5336746403036456,7.0,1.188055817506834,0.1828653032293035,0.0449826989619377,-0.0911949685534591,0.0284697508896798,0.2350427350427351,0.1653225806451612,0.1653225806451612,0.1653225806451612,0.2901785714285714,0.3076923076923077,0.3696682464454977,0.3136363636363635,0.3504672897196261,0.3568075117370892,0.445,0.3894230769230768,0.3696682464454977,0.4236453201970445,0.4029126213592233,0.4166666666666667,0.4097560975609757,0.4306930693069306,0.7839506172839505,0.7409638554216869,0.8407643312101911,0.9931034482758624,0.9527027027027029,0.7839506172839505,0.6327683615819211,0.7515151515151517,0.8291139240506329,0.7202380952380953,0.5879120879120878,0.6327683615819211,0.7621951219512197,0.8766233766233766,0.4236453201970445,0.344186046511628,0.2731277533039649,0.209205020920502,0.2787610619469027,0.3761904761904762,0.4236453201970445,0.4744897959183674,0.5706521739130435,0.5706521739130435,0.4595959595959598,0.4306930693069306,0.5966850828729282,0.6705202312138729
BBIO-L^E18,0.1267289946085657,-0.1267289946085657,8.0,0.0209345031626199,2.1534496172371002e-07,0.0202698154611583,-2.171806839734774,1.0,1.6393342804952304,-0.2170157633340531,1.1200583948604922e-06,-0.0560293817588247,4.288351809072724,-7.4714285714285715,4.0,1.3061700832149383,-0.0071191595244677,-0.0363636363636364,0.0465116279069766,-0.0010090817356205,-0.0109890109890109,-0.1056910569105691,-0.1376306620209059,-0.1383812010443864,-0.0589353612167299,-0.0159045725646123,0.0020242914979755,0.0071210579857579,0.0102040816326529,0.0237849017580145,0.1702127659574468,0.1827956989247312,0.2708600770218228,0.2237330037082818,0.2282878411910669,0.1970979443772673,0.2627551020408163,0.371191135734072,0.5301391035548688,0.5689381933438988,0.5254237288135593,0.5865384615384615,0.7307692307692308,0.8,0.6836734693877551,0.5814696485623003,0.6390728476821192,0.6150081566068517,0.5764331210191083,0.5916398713826367,0.7773788150807899,0.689419795221843,0.5916398713826367,0.8401486988847584,0.8435754189944134,0.6390728476821192,0.875,1.020408163265306,1.0711297071129708,1.1428571428571428,1.0121951219512195,1.020408163265306,1.1951219512195124,1.1336206896551726,1.0539419087136928,1.1428571428571428
BBNH-L^L97,0.0959706632082643,-0.0959706632082643,8.0,0.0067306829399623,2.966783891263058e-07,0.0279255021838842,-1.8721016260653136,1.0,1.847747093023256,0.0349401488191523,1.0928021577368137e-05,0.0015256214663914,13.7307940975302,-18.5,5.0,1.4269622093023255,0.1182554517133956,4.069306930693069,-0.777533039647577,0.01,-0.7799564270152506,0.8035714285714284,-0.7804347826086957,0.8035714285714284,-0.7841880341880342,-0.7699316628701595,0.8703703703703702,0.8703703703703702,-0.7672811059907834,0.8035714285714284,0.8035714285714284,-0.7688787185354691,-0.7823275862068966,0.8363636363636362,-0.768348623853211,-0.7730337078651686,-0.7530562347188264,-0.7349081364829396,-0.7390180878552972,-0.7468671679197996,-0.7462311557788945,-0.7443037974683544,-0.7335092348284961,-0.7232876712328766,-0.7518427518427518,-0.7328042328042328,-0.7577937649880095,-0.7487562189054726,-0.7730337078651686,-0.7566265060240964,-0.7548543689320388,-0.7623529411764706,-0.7878151260504201,-0.7765486725663717,-0.7841880341880342,-0.7891440501043842,-0.7878151260504201,-0.7577937649880095,-0.7524509803921569,-0.7572115384615384,-0.778021978021978,-0.7583732057416268,-0.7651162790697674,-0.7506172839506173,-0.7536585365853659,-0.7662037037037037
BBOU-L,0.0417289486796213,-0.0417289486796213,8.0,-0.0521654737352905,4.3807819569180906e-07,0.0412350682047672,-0.7075643390901478,1.0,1.3946345256609642,-0.0312645823611759,3.035929588981988e-06,-0.0093412592502729,12.06904853931177,-0.4890510948905109,7.0,0.6687402799377916,0.3568559954102123,0.004,0.0940919037199123,0.1520737327188941,0.0917030567685588,0.1261261261261259,0.1389521640091116,0.0822510822510822,0.0460251046025104,0.079913606911447,0.0570824524312896,0.079913606911447,0.0351966873706004,0.075268817204301,0.0893246187363834,0.0893246187363834,0.0548523206751054,0.0869565217391306,-0.0118577075098813,-0.0347490347490346,0.0040160642570279,0.0080645161290322,0.0351966873706004,0.0438413361169103,0.0683760683760683,0.098901098901099,0.187648456057007,0.187648456057007,0.1111111111111111,0.1061946902654868,0.0660980810234541,0.1037527593818983,0.0266940451745378,0.1210762331838564,0.1415525114155251,0.0593220338983051,0.0416666666666667,0.0706638115631692,-0.0384615384615385,-0.053030303030303,0.0460251046025104,0.0526315789473683,0.1520737327188941,0.1820330969267138,-0.0176817288801571,0.0729613733905578,0.0504201680672269,0.0638297872340425,0.0395010395010395,0.0040160642570279
BBQS-L^G99,0.0552963647180386,-0.0552963647180386,8.0,0.1036095376103279,4.2656651941257563e-07,0.0401515065000451,1.1745968059188494,1.0,1.708792060784618,-0.1617915904936013,1.3974488303155662e-06,0.0957713081280463,1.6424839997694245,-0.9255765199161424,6.0,0.9837184059544116,-0.0706880574539557,-0.0520833333333332,-0.0204081632653061,0.032258064516129,-0.04,0.0549450549450549,0.0909090909090908,0.0607734806629833,0.032258064516129,0.0607734806629833,0.0971428571428572,0.0549450549450549,0.0726256983240223,0.0378378378378376,0.1162790697674418,0.0786516853932584,0.136094674556213,0.2387096774193546,0.1566265060240963,0.0847457627118644,0.0,-0.0253807106598985,0.0726256983240223,0.0434782608695651,0.0378378378378376,0.032258064516129,0.0726256983240223,0.0971428571428572,0.0726256983240223,0.1851851851851851,0.1497005988023951,0.1098265895953756,0.0726256983240223,0.1294117647058823,0.2549019607843137,0.1925465838509314,0.136094674556213,0.136094674556213,0.0971428571428572,0.0726256983240223,0.2075471698113207,0.2467532467532467,0.1707317073170731,0.2151898734177213,0.136094674556213,0.2972972972972973,0.3333333333333332,0.28,0.2229299363057324,0.1999999999999999
BBTK-L^C11,0.1419922949917446,-0.1419922949917446,8.0,-0.1351351351351351,0.0004767905303408,44.87895136379756,0.9870333890733712,1.0,2.2118959107806693,0.0324374420759962,7.612600670223728e-08,-0.0195005131713992,0.0029752598145718,-5.776119402985074,6.0,2.159851301115242,0.1758241758241758,0.0,0.0,0.0,-0.0454545454545455,-0.0454545454545455,-0.0454545454545455,-0.16,-0.0232558139534884,0.024390243902439,0.024390243902439,0.024390243902439,0.024390243902439,0.024390243902439,0.0769230769230768,0.0769230769230768,0.0499999999999998,0.0499999999999998,-0.7254901960784315,-0.7469879518072289,-0.7613636363636364,-0.76,-0.7558139534883721,-0.7469879518072289,-0.7586206896551724,-0.7423312883435582,-0.7272727272727273,-0.7123287671232876,-0.7142857142857143,-0.7142857142857143,-0.7142857142857143,-0.72,-0.7181208053691275,-0.7218543046357616,-0.6911764705882353,-0.7103448275862069,-0.72,-0.6528925619834711,-0.6744186046511629,-0.671875,-0.6379310344827587,-0.631578947368421,-0.7062937062937062,-0.7123287671232876,-0.7142857142857143,-0.6865671641791045,-0.7358490566037736,-0.7290322580645161,-0.7236842105263158,-0.7341772151898734
BBTU-L^C18,0.0763284287565754,-0.0763284287565754,8.0,-0.1070511155366986,6.312848141722217e-07,0.0594210636937027,-0.2785659344072691,1.0,0.863081549619671,-0.0351699882766705,1.984912902842548e-06,-0.0386469246976651,3.486270768462253,-12.150485436893202,5.0,0.8328321245356448,-0.0059777523651107,0.0495495495495494,-0.0305676855895196,-0.0472103004291845,-0.0389610389610388,0.0882352941176471,0.1212121212121213,0.0571428571428571,0.0673076923076922,0.168421052631579,0.2265193370165745,0.1562500000000002,0.150259067357513,0.1746031746031748,0.1935483870967742,0.3136094674556213,0.5205479452054795,0.5524475524475527,0.3619631901840492,0.3136094674556213,0.3373493975903616,0.2982456140350877,0.2982456140350877,0.2265193370165745,0.2471910112359552,0.2982456140350877,0.2613636363636364,0.3214285714285716,0.2982456140350877,0.4140127388535033,0.4800000000000002,0.4605263157894739,0.3293413173652697,0.2906976744186047,0.4415584415584417,0.3619631901840492,0.1935483870967742,0.1443298969072166,0.0471698113207548,0.0882352941176471,0.3703703703703704,0.4701986754966889,0.2906976744186047,0.1808510638297873,0.0990099009900991,0.168421052631579,0.1746031746031748,0.2402234636871509,0.3619631901840492,0.2613636363636364
